character_trait_levels_tables	0
key	level	trait	threshold_points
wh_main_spell_vampires_invocation_of_nehek_enable	1	wh_main_spell_vampires_invocation_of_nehek_enable	0
wh_main_spell_vampires_raise_dead_disable	1	wh_main_spell_vampires_raise_dead_disable	0
wh_main_spell_vampires_raise_dead_enable	1	wh_main_spell_vampires_raise_dead_enable	0
wh_main_spell_vampires_vanhels_danse_macabre_disable	1	wh_main_spell_vampires_vanhels_danse_macabre_disable	0
wh_main_spell_vampires_vanhels_danse_macabre_enable	1	wh_main_spell_vampires_vanhels_danse_macabre_enable	0
wh_main_spell_vampires_wind_of_death_disable	1	wh_main_spell_vampires_wind_of_death_disable	0
wh_main_spell_vampires_wind_of_death_enable	1	wh_main_spell_vampires_wind_of_death_enable	0
wh2_dlc11_spell_deep_denizens_of_the_deep_disable	1	wh2_dlc11_spell_deep_denizens_of_the_deep_disable	0
wh2_dlc11_spell_deep_denizens_of_the_deep_enable	1	wh2_dlc11_spell_deep_denizens_of_the_deep_enable	0
wh2_dlc11_spell_deep_fog_of_the_damned_disable	1	wh2_dlc11_spell_deep_fog_of_the_damned_disable	0
wh2_dlc11_spell_deep_fog_of_the_damned_enable	1	wh2_dlc11_spell_deep_fog_of_the_damned_enable	0
wh2_dlc11_spell_deep_ghost_ship_disable	1	wh2_dlc11_spell_deep_ghost_ship_disable	0
wh2_dlc11_spell_deep_ghost_ship_enable	1	wh2_dlc11_spell_deep_ghost_ship_enable	0
wh2_dlc11_spell_deep_krakens_pull_disable	1	wh2_dlc11_spell_deep_krakens_pull_disable	0
wh2_dlc11_spell_deep_krakens_pull_enable	1	wh2_dlc11_spell_deep_krakens_pull_enable	0
wh2_dlc11_spell_deep_spiteful_shot_disable	1	wh2_dlc11_spell_deep_spiteful_shot_disable	0
wh2_dlc11_spell_deep_spiteful_shot_enable	1	wh2_dlc11_spell_deep_spiteful_shot_enable	0
wh2_dlc11_spell_deep_tidecall_disable	1	wh2_dlc11_spell_deep_tidecall_disable	0
wh2_dlc11_spell_deep_tidecall_enable	1	wh2_dlc11_spell_deep_tidecall_enable	0
