effect_bundles_to_effects_junctions_tables	2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wh_main_spell_fire_flame_storm_enable	wh_main_effect_magic_fire_enable_flame_storm	force_to_general_own	1	start_turn_completed
wh_main_spell_fire_flaming_sword_of_rhuin_disable	wh_main_effect_magic_fire_disable_flaming_sword_of_rhuin	force_to_general_own	1	start_turn_completed
wh_main_spell_fire_flaming_sword_of_rhuin_enable	wh_main_effect_magic_fire_enable_flaming_sword_of_rhuin	force_to_general_own	1	start_turn_completed
wh_main_spell_fire_piercing_bolts_of_burning_disable	wh_main_effect_magic_fire_disable_piercing_bolts_of_burning	force_to_general_own	1	start_turn_completed
wh_main_spell_fire_piercing_bolts_of_burning_enable	wh_main_effect_magic_fire_enable_piercing_bolts_of_burning	force_to_general_own	1	start_turn_completed
wh_main_spell_fire_the_burning_head_disable	wh_main_effect_magic_fire_disable_the_burning_head	force_to_general_own	1	start_turn_completed
wh_main_spell_fire_the_burning_head_enable	wh_main_effect_magic_fire_enable_the_burning_head	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_chain_lightning_disable	wh_main_effect_magic_heavens_disable_chain_lightning	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_chain_lightning_enable	wh_main_effect_magic_heavens_enable_chain_lightning	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_comet_of_casandora_disable	wh_main_effect_magic_heavens_disable_comet_of_casandora	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_comet_of_casandora_enable	wh_main_effect_magic_heavens_enable_comet_of_casandora	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_curse_of_the_midnight_wind_disable	wh_main_effect_magic_heavens_disable_curse_of_the_midnight_wind	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_curse_of_the_midnight_wind_enable	wh_main_effect_magic_heavens_enable_curse_of_the_midnight_wind	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_harmonic_convergence_disable	wh_main_effect_magic_heavens_disable_harmonic_convergence	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_harmonic_convergence_enable	wh_main_effect_magic_heavens_enable_harmonic_convergence	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_urannons_thunderbolt_disable	wh_main_effect_magic_heavens_disable_urannons_thunderbolt	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_urannons_thunderbolt_enable	wh_main_effect_magic_heavens_enable_urannons_thunderbolt	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_wind_blast_disable	wh_main_effect_magic_heavens_disable_wind_blast	force_to_general_own	1	start_turn_completed
wh_main_spell_heavens_wind_blast_enable	wh_main_effect_magic_heavens_enable_wind_blast	force_to_general_own	1	start_turn_completed
wh_main_spell_light_banishment_disable	wh_main_effect_magic_light_disable_banishment	force_to_general_own	1	start_turn_completed
wh_main_spell_light_banishment_enable	wh_main_effect_magic_light_enable_banishment	force_to_general_own	1	start_turn_completed
wh_main_spell_light_bironas_timewarp_disable	wh_main_effect_magic_light_disable_bironas_timewarp	force_to_general_own	1	start_turn_completed
wh_main_spell_light_bironas_timewarp_enable	wh_main_effect_magic_light_enable_bironas_timewarp	force_to_general_own	1	start_turn_completed
wh_main_spell_light_light_of_battle_disable	wh_main_effect_magic_light_disable_light_of_battle	force_to_general_own	1	start_turn_completed
wh_main_spell_light_light_of_battle_enable	wh_main_effect_magic_light_enable_light_of_battle	force_to_general_own	1	start_turn_completed
wh_main_spell_light_net_of_amyntok_disable	wh_main_effect_magic_light_disable_net_of_amyntok	force_to_general_own	1	start_turn_completed
wh_main_spell_light_net_of_amyntok_enable	wh_main_effect_magic_light_enable_net_of_amyntok	force_to_general_own	1	start_turn_completed
wh_main_spell_light_phas_protection_disable	wh_main_effect_magic_light_disable_phas_protection	force_to_general_own	1	start_turn_completed
wh_main_spell_light_phas_protection_enable	wh_main_effect_magic_light_enable_phas_protection	force_to_general_own	1	start_turn_completed
wh_main_spell_light_shems_burning_gaze_disable	wh_main_effect_magic_light_disable_shems_burning_gaze	force_to_general_own	1	start_turn_completed
wh_main_spell_light_shems_burning_gaze_enable	wh_main_effect_magic_light_enable_shems_burning_gaze	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_disable	wh_main_effect_magic_lil_waaagh_disable_curse_of_da_bad_moon	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_enable	wh_main_effect_magic_lil_waaagh_enable_curse_of_da_bad_moon	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_gorkll_fix_it_disable	wh_main_effect_magic_lil_waaagh_disable_gorkll_fix_it	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_gorkll_fix_it_enable	wh_main_effect_magic_lil_waaagh_enable_gorkll_fix_it	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_itchy_nuisance_disable	wh_main_effect_magic_lil_waaagh_disable_itchy_nuisance	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_itchy_nuisance_enable	wh_main_effect_magic_lil_waaagh_enable_itchy_nuisance	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_night_shroud_disable	wh_main_effect_magic_lil_waaagh_disable_night_shroud	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_night_shroud_enable	wh_main_effect_magic_lil_waaagh_enable_night_shroud	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_sneaky_stabbin_disable	wh_main_effect_magic_lil_waaagh_disable_sneaky_stabbin	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_sneaky_stabbin_enable	wh_main_effect_magic_lil_waaagh_enable_sneaky_stabbin	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_vindictive_glare_disable	wh_main_effect_magic_lil_waaagh_disable_vindictive_glare	force_to_general_own	1	start_turn_completed
wh_main_spell_lil_waaagh_vindictive_glare_enable	wh_main_effect_magic_lil_waaagh_enable_vindictive_glare	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_final_transmutation_disable	wh_main_effect_magic_metal_disable_final_transmutation	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_final_transmutation_enable	wh_main_effect_magic_metal_enable_final_transmutation	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_gehennas_golden_hounds_disable	wh_main_effect_magic_metal_disable_gehennas_golden_hounds	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_gehennas_golden_hounds_enable	wh_main_effect_magic_metal_enable_gehennas_golden_hounds	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_glittering_robe_disable	wh_main_effect_magic_metal_disable_glittering_robe	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_glittering_robe_enable	wh_main_effect_magic_metal_enable_glittering_robe	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_plague_of_rust_disable	wh_main_effect_magic_metal_disable_plague_of_rust	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_plague_of_rust_enable	wh_main_effect_magic_metal_enable_plague_of_rust	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_searing_doom_disable	wh_main_effect_magic_metal_disable_searing_doom	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_searing_doom_enable	wh_main_effect_magic_metal_enable_searing_doom	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_transmutation_of_lead_disable	wh_main_effect_magic_metal_disable_transmutation_of_lead	force_to_general_own	1	start_turn_completed
wh_main_spell_metal_transmutation_of_lead_enable	wh_main_effect_magic_metal_enable_transmutation_of_lead	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_curse_of_years_disable	wh_main_effect_magic_vampires_disable_curse_of_years	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_curse_of_years_enable	wh_main_effect_magic_vampires_enable_curse_of_years	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_gaze_of_nagash_disable	wh_main_effect_magic_vampires_disable_gaze_of_nagash	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_gaze_of_nagash_enable	wh_main_effect_magic_vampires_enable_gaze_of_nagash	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_invocation_of_nehek_disable	wh_main_effect_magic_vampires_disable_invocation_of_nehek	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_invocation_of_nehek_enable	wh_main_effect_magic_vampires_enable_invocation_of_nehek	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_raise_dead_disable	wh_main_effect_magic_vampires_disable_raise_dead	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_raise_dead_enable	wh_main_effect_magic_vampires_enable_raise_dead	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_vanhels_danse_macabre_disable	wh_main_effect_magic_vampires_disable_vanhels_danse_macabre	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_vanhels_danse_macabre_enable	wh_main_effect_magic_vampires_enable_vanhels_danse_macabre	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_wind_of_death_disable	wh_main_effect_magic_vampires_disable_wind_of_death	force_to_general_own	1	start_turn_completed
wh_main_spell_vampires_wind_of_death_enable	wh_main_effect_magic_vampires_enable_wind_of_death	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_denizens_of_the_deep_disable	wh2_dlc11_ability_disable_denizens_of_the_deep	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_denizens_of_the_deep_enable	wh2_dlc11_ability_enable_denizens_of_the_deep	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_fog_of_the_damned_disable	wh2_dlc11_ability_disable_fog_of_the_damned	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_fog_of_the_damned_enable	wh2_dlc11_ability_enable_fog_of_the_damned	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_ghost_ship_disable	wh2_dlc11_ability_disable_ghost_ship	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_ghost_ship_enable	wh2_dlc11_ability_enable_ghost_ship	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_krakens_pull_disable	wh2_dlc11_ability_disable_krakens_pull	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_krakens_pull_enable	wh2_dlc11_ability_enable_krakens_pull	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_spiteful_shot_disable	wh2_dlc11_ability_disable_spiteful_shot	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_spiteful_shot_enable	wh2_dlc11_ability_enable_spiteful_shot	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_tidecall_disable	wh2_dlc11_ability_disable_tidecall	force_to_general_own	1	start_turn_completed
wh2_dlc11_spell_deep_tidecall_enable	wh2_dlc11_ability_enable_tidecall	force_to_general_own	1	start_turn_completed
