trait_level_effects_tables	0
trait_level	effect	effect_scope	value
wh_main_spell_light_net_of_amyntok_enable	wh_main_effect_magic_light_enable_net_of_amyntok	character_to_character_own	1
wh_main_spell_light_phas_protection_disable	wh_main_effect_magic_light_disable_phas_protection	character_to_character_own	1
wh_main_spell_light_phas_protection_enable	wh_main_effect_magic_light_enable_phas_protection	character_to_character_own	1
wh_main_spell_light_shems_burning_gaze_disable	wh_main_effect_magic_light_disable_shems_burning_gaze	character_to_character_own	1
wh_main_spell_light_shems_burning_gaze_enable	wh_main_effect_magic_light_enable_shems_burning_gaze	character_to_character_own	1
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_disable	wh_main_effect_magic_lil_waaagh_disable_curse_of_da_bad_moon	character_to_character_own	1
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_enable	wh_main_effect_magic_lil_waaagh_enable_curse_of_da_bad_moon	character_to_character_own	1
wh_main_spell_lil_waaagh_gorkll_fix_it_disable	wh_main_effect_magic_lil_waaagh_disable_gorkll_fix_it	character_to_character_own	1
wh_main_spell_lil_waaagh_gorkll_fix_it_enable	wh_main_effect_magic_lil_waaagh_enable_gorkll_fix_it	character_to_character_own	1
wh_main_spell_lil_waaagh_itchy_nuisance_disable	wh_main_effect_magic_lil_waaagh_disable_itchy_nuisance	character_to_character_own	1
wh_main_spell_lil_waaagh_itchy_nuisance_enable	wh_main_effect_magic_lil_waaagh_enable_itchy_nuisance	character_to_character_own	1
wh_main_spell_lil_waaagh_night_shroud_disable	wh_main_effect_magic_lil_waaagh_disable_night_shroud	character_to_character_own	1
wh_main_spell_lil_waaagh_night_shroud_enable	wh_main_effect_magic_lil_waaagh_enable_night_shroud	character_to_character_own	1
wh_main_spell_lil_waaagh_sneaky_stabbin_disable	wh_main_effect_magic_lil_waaagh_disable_sneaky_stabbin	character_to_character_own	1
wh_main_spell_lil_waaagh_sneaky_stabbin_enable	wh_main_effect_magic_lil_waaagh_enable_sneaky_stabbin	character_to_character_own	1
wh_main_spell_lil_waaagh_vindictive_glare_disable	wh_main_effect_magic_lil_waaagh_disable_vindictive_glare	character_to_character_own	1
wh_main_spell_lil_waaagh_vindictive_glare_enable	wh_main_effect_magic_lil_waaagh_enable_vindictive_glare	character_to_character_own	1
wh_main_spell_metal_final_transmutation_disable	wh_main_effect_magic_metal_disable_final_transmutation	character_to_character_own	1
wh_main_spell_metal_final_transmutation_enable	wh_main_effect_magic_metal_enable_final_transmutation	character_to_character_own	1
wh_main_spell_metal_gehennas_golden_hounds_disable	wh_main_effect_magic_metal_disable_gehennas_golden_hounds	character_to_character_own	1
wh_main_spell_metal_gehennas_golden_hounds_enable	wh_main_effect_magic_metal_enable_gehennas_golden_hounds	character_to_character_own	1
wh_main_spell_metal_glittering_robe_disable	wh_main_effect_magic_metal_disable_glittering_robe	character_to_character_own	1
wh_main_spell_metal_glittering_robe_enable	wh_main_effect_magic_metal_enable_glittering_robe	character_to_character_own	1
wh_main_spell_metal_plague_of_rust_disable	wh_main_effect_magic_metal_disable_plague_of_rust	character_to_character_own	1
wh_main_spell_metal_plague_of_rust_enable	wh_main_effect_magic_metal_enable_plague_of_rust	character_to_character_own	1
wh_main_spell_metal_searing_doom_disable	wh_main_effect_magic_metal_disable_searing_doom	character_to_character_own	1
wh_main_spell_metal_searing_doom_enable	wh_main_effect_magic_metal_enable_searing_doom	character_to_character_own	1
wh_main_spell_metal_transmutation_of_lead_disable	wh_main_effect_magic_metal_disable_transmutation_of_lead	character_to_character_own	1
wh_main_spell_metal_transmutation_of_lead_enable	wh_main_effect_magic_metal_enable_transmutation_of_lead	character_to_character_own	1
wh_main_spell_vampires_curse_of_years_disable	wh_main_effect_magic_vampires_disable_curse_of_years	character_to_character_own	1
wh_main_spell_vampires_curse_of_years_enable	wh_main_effect_magic_vampires_enable_curse_of_years	character_to_character_own	1
wh_main_spell_vampires_gaze_of_nagash_disable	wh_main_effect_magic_vampires_disable_gaze_of_nagash	character_to_character_own	1
wh_main_spell_vampires_gaze_of_nagash_enable	wh_main_effect_magic_vampires_enable_gaze_of_nagash	character_to_character_own	1
wh_main_spell_vampires_invocation_of_nehek_disable	wh_main_effect_magic_vampires_disable_invocation_of_nehek	character_to_character_own	1
wh_main_spell_vampires_invocation_of_nehek_enable	wh_main_effect_magic_vampires_enable_invocation_of_nehek	character_to_character_own	1
wh_main_spell_vampires_raise_dead_disable	wh_main_effect_magic_vampires_disable_raise_dead	character_to_character_own	1
wh_main_spell_vampires_raise_dead_enable	wh_main_effect_magic_vampires_enable_raise_dead	character_to_character_own	1
wh_main_spell_vampires_vanhels_danse_macabre_disable	wh_main_effect_magic_vampires_disable_vanhels_danse_macabre	character_to_character_own	1
wh_main_spell_vampires_vanhels_danse_macabre_enable	wh_main_effect_magic_vampires_enable_vanhels_danse_macabre	character_to_character_own	1
wh_main_spell_vampires_wind_of_death_disable	wh_main_effect_magic_vampires_disable_wind_of_death	character_to_character_own	1
wh_main_spell_vampires_wind_of_death_enable	wh_main_effect_magic_vampires_enable_wind_of_death	character_to_character_own	1
wh2_dlc11_spell_deep_denizens_of_the_deep_disable	wh2_dlc11_ability_disable_denizens_of_the_deep	character_to_character_own	1
wh2_dlc11_spell_deep_denizens_of_the_deep_enable	wh2_dlc11_ability_enable_denizens_of_the_deep	character_to_character_own	1
wh2_dlc11_spell_deep_fog_of_the_damned_disable	wh2_dlc11_ability_disable_fog_of_the_damned	character_to_character_own	1
wh2_dlc11_spell_deep_fog_of_the_damned_enable	wh2_dlc11_ability_enable_fog_of_the_damned	character_to_character_own	1
wh2_dlc11_spell_deep_ghost_ship_disable	wh2_dlc11_ability_disable_ghost_ship	character_to_character_own	1
wh2_dlc11_spell_deep_ghost_ship_enable	wh2_dlc11_ability_enable_ghost_ship	character_to_character_own	1
wh2_dlc11_spell_deep_krakens_pull_disable	wh2_dlc11_ability_disable_krakens_pull	character_to_character_own	1
wh2_dlc11_spell_deep_krakens_pull_enable	wh2_dlc11_ability_enable_krakens_pull	character_to_character_own	1
wh2_dlc11_spell_deep_spiteful_shot_disable	wh2_dlc11_ability_disable_spiteful_shot	character_to_character_own	1
wh2_dlc11_spell_deep_spiteful_shot_enable	wh2_dlc11_ability_enable_spiteful_shot	character_to_character_own	1
wh2_dlc11_spell_deep_tidecall_disable	wh2_dlc11_ability_disable_tidecall	character_to_character_own	1
wh2_dlc11_spell_deep_tidecall_enable	wh2_dlc11_ability_enable_tidecall	character_to_character_own	1
