main_units_tables	35
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur
	-1	lord	1	false	wh2_mixu_chs_cha_shaggoth_champion	1	0	2000	wh_main_shp_transport	1	1	1	0	2000			wh2_mixu_chs_cha_shaggoth_champion	450	super_heavy		false	false	0	87865390	false		wh_dlc01_vo_culture_Dragon_Ogre	lord_chs_kholek	lord_chs_kholek	0	true	chaos_dragon_ogre		true	false		2000	0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	0	true	false
	-1	lord	1	false	wh2_mixu_nor_cha_fimir_warlord	1	0	1500	wh_main_shp_transport	1	1	1	0	1000			wh2_mixu_nor_cha_fimir_warlord	325	heavy		false	false	0	87865391	false		wh_dlc08_vo_culture_Norsca	wh2_main_lord_monstrous_infantry	wh2_main_lord_monstrous_infantry	0	true	nor_fimir_warlord		true	false		1500	0	true	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Fimir_Balefiend	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_death	1	0	450	wh_main_shp_transport	1	1	1	0	1000			wh2_mixu_nor_cha_shaman_sorcerer_lord_death	250	heavy		false	false	0	87865392	false		wh_dlc08_vo_culture_Norsca	lord_wizard_death	lord_wizard_death	0	true	emp_soldier_15_degrees		true	false		450	0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warhorse	1	0	550	wh_main_shp_transport	1	1	1	0	1100			wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warhorse	275	heavy		false	false	0	87865393	false		wh_dlc08_vo_culture_Norsca	lord_wizard_death	lord_wizard_death	0	true	emp_soldier_15_degrees	wh_dlc08_cam_mnt_nor_norscan_warhorse	true	false		550	0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_chariot	2	0	850	wh_main_shp_transport	1	1	1	0	1350			wh2_mixu_nor_cha_shaman_sorcerer_lord_death_chariot	300	heavy		false	false	0	87865394	false		wh_dlc08_vo_culture_Norsca	lord_chariot	lord_chariot	0	true	emp_soldier_15_degrees	wh_dlc08_cam_mnt_nor_marauder_chariot	true	false		850	0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_manticore	1	0	1200	wh_main_shp_transport	1	1	1	0	1500			wh2_mixu_nor_cha_shaman_sorcerer_lord_death_manticore	350	heavy		false	false	0	87865395	false		wh_dlc08_vo_culture_Norsca	lord_wizard_death	lord_wizard_death	0	true	emp_soldier_15_degrees	wh_main_cam_mnt_chs_manticore	true	false		1200	0	true	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warshrine	1	0	2400	wh_main_shp_transport	1	1	1	0	2400			wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warshrine	600	super_heavy		false	false	0	87865396	false		wh_dlc08_vo_culture_Norsca	lord_wizard_death	lord_wizard_death	0	true	emp_soldier_15_degrees	wh2_cam_nor_mammoth_warshrine	true	false		2400	0	true	wh_main_vo_culture_Chaos	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	true	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire	1	0	450	wh_main_shp_transport	1	1	1	0	1000			wh2_mixu_nor_cha_shaman_sorcerer_lord_fire	250	heavy		false	false	0	87865397	false		wh_dlc08_vo_culture_Norsca	lord_wizard_fire	lord_wizard_fire	0	true	emp_soldier_15_degrees		true	false		450	0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warhorse	1	0	550	wh_main_shp_transport	1	1	1	0	1100			wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warhorse	275	heavy		false	false	0	87865398	false		wh_dlc08_vo_culture_Norsca	lord_wizard_fire	lord_wizard_fire	0	true	emp_soldier_15_degrees	wh_dlc08_cam_mnt_nor_norscan_warhorse	true	false		550	0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_chariot	2	0	850	wh_main_shp_transport	1	1	1	0	1350			wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_chariot	300	heavy		false	false	0	87865399	false		wh_dlc08_vo_culture_Norsca	lord_chariot	lord_chariot	0	true	emp_soldier_15_degrees	wh_dlc08_cam_mnt_nor_marauder_chariot	true	false		850	0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_manticore	1	0	1200	wh_main_shp_transport	1	1	1	0	1500			wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_manticore	350	heavy		false	false	0	87865400	false		wh_dlc08_vo_culture_Norsca	lord_wizard_fire	lord_wizard_fire	0	true	emp_soldier_15_degrees	wh_main_cam_mnt_chs_manticore	true	false		1200	0	true	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warshrine	1	0	2400	wh_main_shp_transport	1	1	1	0	2400			wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warshrine	600	super_heavy		false	false	0	87865401	false		wh_dlc08_vo_culture_Norsca	lord_wizard_fire	lord_wizard_fire	0	true	emp_soldier_15_degrees	wh2_cam_nor_mammoth_warshrine	true	false		2400	0	true	wh_main_vo_culture_Chaos	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	true	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal	1	0	450	wh_main_shp_transport	1	1	1	0	1000			wh2_mixu_nor_cha_shaman_sorcerer_lord_metal	250	heavy		false	false	0	87865402	false		wh_dlc08_vo_culture_Norsca	lord_wizard_metal	lord_wizard_metal	0	true	emp_soldier_15_degrees		true	false		450	0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warhorse	1	0	550	wh_main_shp_transport	1	1	1	0	1100			wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warhorse	275	heavy		false	false	0	87865403	false		wh_dlc08_vo_culture_Norsca	lord_wizard_metal	lord_wizard_metal	0	true	emp_soldier_15_degrees	wh_dlc08_cam_mnt_nor_norscan_warhorse	true	false		550	0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_chariot	2	0	850	wh_main_shp_transport	1	1	1	0	1350			wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_chariot	300	heavy		false	false	0	87865404	false		wh_dlc08_vo_culture_Norsca	lord_chariot	lord_chariot	0	true	emp_soldier_15_degrees	wh_dlc08_cam_mnt_nor_marauder_chariot	true	false		850	0	false	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_manticore	1	0	1200	wh_main_shp_transport	1	1	1	0	1500			wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_manticore	350	heavy		false	false	0	87865405	false		wh_dlc08_vo_culture_Norsca	lord_wizard_metal	lord_wizard_metal	0	true	emp_soldier_15_degrees	wh_main_cam_mnt_chs_manticore	true	false		1200	0	true	vo_culture_None	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warshrine	1	0	2400	wh_main_shp_transport	1	1	1	0	2400			wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warshrine	600	super_heavy		false	false	0	87865406	false		wh_dlc08_vo_culture_Norsca	lord_wizard_metal	lord_wizard_metal	0	true	emp_soldier_15_degrees	wh2_cam_nor_mammoth_warshrine	true	false		2400	0	true	wh_main_vo_culture_Chaos	false	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	true	0	false	false
	-1	lord	1	false	wh2_mixu_emp_cha_wizard_lord_shadow	1	0	400	wh_main_shp_transport	1	1	1	0	1000			wh2_mixu_emp_cha_wizard_lord_shadow	250	medium		false	false	0	87865346	false		wh_main_vo_culture_Empire	lord_wizard_shadows	lord_wizard_shadows	0	true	emp_soldier_15_degrees		true	false		250	0	false	vo_culture_None	false	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_emp_cha_wizard_lord_shadow_warhorse	1	0	600	wh_main_shp_transport	1	1	1	0	1100			wh2_mixu_emp_cha_wizard_lord_shadow_warhorse	275	medium		false	false	0	87865347	false		wh_main_vo_culture_Empire	lord_wizard_shadows	lord_wizard_shadows	0	true	emp_soldier_15_degrees	wh_main_cam_mnt_emp_warhorse	true	false		450	0	false	vo_culture_None	false	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_emp_cha_wizard_lord_shadow_pegasus	1	0	900	wh_main_shp_transport	1	1	1	0	1350			wh2_mixu_emp_cha_wizard_lord_shadow_pegasus	337	medium		false	false	0	87865348	false		wh_main_vo_culture_Empire	lord_wizard_shadows	lord_wizard_shadows	0	true	default	wh_main_cam_mnt_emp_imperial_pegasus	true	false		750	0	false	vo_culture_None	false	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_emp_cha_wizard_lord_shadow_barded_warhorse	1	0	700	wh_main_shp_transport	1	1	1	0	1300			wh2_mixu_emp_cha_wizard_lord_shadow_barded_warhorse	325	medium		false	false	0	87865349	false		wh_main_vo_culture_Empire	lord_wizard_shadows	lord_wizard_shadows	0	true	emp_soldier_15_degrees	wh_main_cam_mnt_emp_barded_warhorse	true	false		550	0	false	vo_culture_None	false	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_emp_cha_wizard_lord_heavens	1	0	400	wh_main_shp_transport	1	1	1	0	1000			wh2_mixu_emp_cha_wizard_lord_heavens	250	medium		false	false	0	87865346	false		wh_main_vo_culture_Empire	lord_wizard_heavens	lord_wizard_heavens	0	true	emp_soldier_15_degrees		true	false		250	0	false	vo_culture_None	false	wh_main_vo_actor_Empire_CelestialWizard	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_emp_cha_wizard_lord_heavens_warhorse	1	0	600	wh_main_shp_transport	1	1	1	0	1100			wh2_mixu_emp_cha_wizard_lord_heavens_warhorse	275	medium		false	false	0	87865347	false		wh_main_vo_culture_Empire	lord_wizard_heavens	lord_wizard_heavens	0	true	emp_soldier_15_degrees	wh_main_cam_mnt_emp_warhorse	true	false		450	0	false	vo_culture_None	false	wh_main_vo_actor_Empire_CelestialWizard	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_emp_cha_wizard_lord_heavens_pegasus	1	0	900	wh_main_shp_transport	1	1	1	0	1350			wh2_mixu_emp_cha_wizard_lord_heavens_pegasus	337	medium		false	false	0	87865348	false		wh_main_vo_culture_Empire	lord_wizard_heavens	lord_wizard_heavens	0	true	default	wh_main_cam_mnt_emp_imperial_pegasus	true	false		750	0	false	vo_culture_None	false	wh_main_vo_actor_Empire_CelestialWizard	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_emp_cha_wizard_lord_heavens_barded_warhorse	1	0	700	wh_main_shp_transport	1	1	1	0	1300			wh2_mixu_emp_cha_wizard_lord_heavens_barded_warhorse	325	medium		false	false	0	87865349	false		wh_main_vo_culture_Empire	lord_wizard_heavens	lord_wizard_heavens	0	true	emp_soldier_15_degrees	wh_main_cam_mnt_emp_barded_warhorse	true	false		550	0	false	vo_culture_None	false	wh_main_vo_actor_Empire_CelestialWizard	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_emp_cha_wizard_lord_shadow_summoned	1	0	400	wh_main_shp_transport	1	1	1	0	1000			wh2_mixu_emp_cha_wizard_lord_shadow_summoned	250	medium		false	false	0	87865346	false		wh_main_vo_culture_Empire	lord_wizard_shadows	lord_wizard_shadows	0	true	emp_soldier_15_degrees		true	false		250	0	false	vo_culture_None	false	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	0	false	false
	-1	lord	1	false	wh2_mixu_emp_cha_wizard_lord_shadow_barded_warhorse_summoned	1	0	700	wh_main_shp_transport	1	1	1	0	1300			wh2_mixu_emp_cha_wizard_lord_shadow_barded_warhorse_summoned	325	medium		false	false	0	87865349	false		wh_main_vo_culture_Empire	lord_wizard_shadows	lord_wizard_shadows	0	true	emp_soldier_15_degrees	wh_main_cam_mnt_emp_barded_warhorse	true	false		550	0	false	vo_culture_None	false	wh_dlc05_vo_actor_Empire_GreyWizard	0	true	false	0	false	false
	-1	hero	1	false	wh2_mixu_wef_cha_shadowdancer_summoned	1	0	700	wh_main_shp_transport	1	1	1	0	700			wh2_mixu_wef_cha_shadowdancer_summoned	175	heavy		false	false	0	87865340	false		wh_dlc05_vo_culture_Wood_Elves	wh2_main_def_dignitary	wh2_main_def_dignitary	0	true	emp_general_foot		true	false		700	0	false	vo_culture_None	false	wh_dlc05_vo_actor_Wood_Elves_Female_Units	0	true	false	3	false	false
