land_units_tables	43
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion
10	wh2_main_body_45	2100	war_beast	80	com	13	71	wh_main_unit_long_text_grn_orc_shaman	wh2_mixu_grn_cha_savage_orc_shaman_wyvern	hu2_orc_bi2_wyvern_wb_sword_and_axe	wh_main_grn_cha_orc_hero_blood_dismembers	42	24	70	5500	wh2_grn_savage_wyvern		0	1	wh_main_grn_wyvern		1	none	wh_main_unit_short_text_grn_orc_shaman	wh_main_monster	placeholder	false	elite	wh2_mixu_grn_cha_savage_orc_shaman			true	40	1500	0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1	0	large	0	0	0	0	0	25	15	0	flying_melee_shock_highvalue	false	false	false
10	wh2_main_leather_30	2100	inf_melee	40	com	9	50	wh_main_unit_long_text_grn_orc_shaman	wh2_mixu_grn_cha_orc_great_shaman	hu2_orc_staff_and_sword	wh_main_grn_cha_orc_hero_slow_blood_dismembers	43	20	70	3900			0	0	wh_dlc06_dwf_hammer_caster_hero		1	none	wh_main_unit_short_text_grn_orc_shaman	wh_main_grn_orc_infantry_elite	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_55	2100	cavalry	70	com	9	50	wh_main_unit_long_text_grn_orc_shaman	wh2_mixu_grn_cha_orc_great_shaman_boar	hu2_orc_bo1_warboar_staff_and_sword	wh_main_grn_cha_orc_hero_blood_dismembers	43	20	70	4448	wh_main_grn_mnt_warboar_hero		0	1	wh_dlc06_grn_wurrzag_boar		1	none	wh_main_unit_short_text_grn_orc_shaman	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	8	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_70	2100	war_beast	80	com	13	71	wh_main_unit_long_text_grn_orc_shaman	wh2_mixu_grn_cha_orc_great_shaman_wyvern	hu2_orc_bi2_wyvern_wb_sword_and_axe	wh_main_grn_cha_orc_hero_blood_dismembers	42	24	70	5500	wh_main_grn_mnt_wyvern		0	1	wh_main_grn_wyvern		1	none	wh_main_unit_short_text_grn_orc_shaman	wh_main_monster	placeholder	false	elite	wh2_mixu_grn_cha_savage_orc_shaman			true	40	1500	0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1	0	large	0	0	0	0	0	0	25	0	flying_melee_shock_highvalue	false	false	false
10	wh_main_body_0	2100	inf_melee	35	com	20	33	wh_main_unit_long_text_dwf_thane_lord	wh2_mixu_dwf_cha_giant_slayer	hu3_dwarf_2handed_axe_ungrim	wh_main_dwf_inf_giantslayer_blood_dismembers	50	35	70	4460			0	0	wh2_main_dwf_axe_hero_slayer		1	none	wh_main_unit_short_text_dwf_dragonslayer	wh_main_hero	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_hideForest_unbreakable	60	80	0	false	vo_sel_slayers	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	25	0	0	15	0	melee_highvalue	false	false	false
10	wh2_main_heavy_metal_100	2100	inf_melee	60	com	13	71	wh_dlc03_unit_long_text_bst_gorebull	wh2_mixu_bst_cha_doombull	hu12_minotaur_2handed_axe	wh_dlc03_bst_cha_gorebull_blood	44	40	70	6120			0	0	wh2_mixu_bst_great_axe_doombull		1	none	wh_main_unit_short_text_bst_doombull	wh_dlc03_bst_gorebull	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_fear_hideForest	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false
10	wh2_main_heavy_metal_100	2100	inf_melee	50	com	13	71	wh_dlc03_unit_long_text_bst_gorebull	wh2_mixu_bst_cha_doombull_shield	hu12_minotaur_axe	wh_dlc03_bst_cha_gorebull_blood	42	54	70	6120			0	0	wh2_mixu_bst_axe_doombull		1	wh_missile_block_55_wood	wh_main_unit_short_text_bst_doombull	wh_dlc03_bst_gorebull	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_fear_hideForest	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false
10	wh2_main_heavy_metal_100	2100	inf_melee	55	com	13	71	wh_dlc03_unit_long_text_bst_gorebull	wh2_mixu_bst_cha_doombull_dual_wield	hu12_minotaur_dual_axe	wh_dlc03_bst_cha_gorebull_blood	48	38	70	6120			0	0	wh2_mixu_bst_dual_axe_doombull		1	none	wh_main_unit_short_text_bst_doombull	wh_dlc03_bst_gorebull	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_fear_hideForest	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false
10	wh2_main_body_15	2100	inf_melee	19	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_darkweaver	hu1b_elf_spellsinger_sword	wh_dlc05_wef_spellsinger_blood_dismembers	38	42	70	3680			0	0	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_infantry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	elves_wef	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	cavalry	34	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_darkweaver_elven_steed	hu1b_elf_spellsinger_hr1_warhorse_sword	wh_dlc05_wef_spellsinger_blood	38	42	70	4152	wh_dlc05_wef_mnt_elven_steed		0	1	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_cavalry_ordered	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_30	2100	war_beast	62	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_darkweaver_great_eagle	hu1b_elf_bi1_eagle_wb_sword	wh_dlc05_wef_spellsinger_blood	48	36	70	4664	wh_dlc05_wef_mnt_great_eagle		0	1	wh_dlc05_wef_great_eagle_caster		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_monster	placeholder	false	elite	wh_dlc05_wef_cha_spellsinger_life_2			true	40	1500	0	wh_encourage_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	cavalry	44	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_darkweaver_unicorn	hu1b_elf_spellsinger_hr1_warhorse_sword	wh_dlc05_wef_spellsinger_blood	48	42	70	4388	wh_dlc05_wef_mnt_unicorn		0	1	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_cavalry_ordered	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	40	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	inf_melee	19	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_highweaver	hu1b_elf_spellsinger_sword	wh_dlc05_wef_spellsinger_blood_dismembers	38	42	70	3680			0	0	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_infantry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	elves_wef	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	cavalry	34	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_highweaver_elven_steed	hu1b_elf_spellsinger_hr1_warhorse_sword	wh_dlc05_wef_spellsinger_blood	38	42	70	4152	wh_dlc05_wef_mnt_elven_steed		0	1	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_cavalry_ordered	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_30	2100	war_beast	62	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_highweaver_great_eagle	hu1b_elf_bi1_eagle_wb_sword	wh_dlc05_wef_spellsinger_blood	48	36	70	4664	wh_dlc05_wef_mnt_great_eagle		0	1	wh_dlc05_wef_great_eagle_caster		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_monster	placeholder	false	elite	wh_dlc05_wef_cha_spellsinger_life_2			true	40	1500	0	wh_encourage_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	cavalry	44	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_highweaver_unicorn	hu1b_elf_spellsinger_hr1_warhorse_sword	wh_dlc05_wef_spellsinger_blood	48	42	70	4388	wh_dlc05_wef_mnt_unicorn		0	1	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_cavalry_ordered	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	40	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_70	2100	inf_melee	60	com	20	65	wh_main_unit_long_text_chs_dragon_ogre_shaggoth	wh2_mixu_chs_cha_shaggoth_champion	ce2_shaggoth_2handed_axe	wh_dlc01_chs_dragon_ogre_shaggoth_blood	54	52	80	9010			0	0	wh2_mixu_chs_shaggoth_champion		1	none	wh_dlc01_unit_short_text_chs_dragon_ogre_shaggoth	wh_main_monster	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	0	0	25	0	melee_gatecrusher	false	false	false
10	wh2_main_heavy_metal_110	2100	inf_melee	50	com	20	65	wh_dlc08_unit_long_text_nor_fimir_warriors	wh2_mixu_nor_cha_fimir_warlord	hu7d_fimir_2handed_axe	wh2_mixu_fimir_warlord	42	52	70	5460			0	0	wh_mixu_nor_great_mace_warlord		1	none	wh_dlc08_unit_short_text_nor_fimir_warriors_great	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40	1500	0	wh_encourage_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large	0	0	0	0	0	0	25	0	melee_gatecrusher_shock	false	false	false
10	wh2_main_leather_30	2100	inf_ranged	16	com	20	33	wh_dlc08_unit_long_text_nor_shaman_sorcerer	wh2_mixu_nor_cha_shaman_sorcerer_lord_death	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	42	40	70	3512			0	0	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_infantry_large	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_leather_30	2100	cavalry	30	com	20	33	wh_dlc08_unit_long_text_nor_shaman_sorcerer	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warhorse	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	42	40	70	3960	wh_dlc08_nor_mnt_warhorse_sorcerer		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_85	2100	war_machine	52	com	20	33	wh_dlc08_unit_long_text_nor_shaman_sorcerer	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_chariot	hu1_empire_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	34	24	70	4348	wh_main_nor_mnt_warhorse_chariot		0	2	wh_mixu_nor_chariot_sorc_lord		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_chariot	placeholder	false	elite	wh_dlc08_nor_chariot_shaman_officer	wh_main_chs_chariot_horse	wh_main_chs_chariot	true	40	1500	0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large	0	0	0	0	1	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_80	2100	war_beast	50	com	20	33	wh_main_unit_long_text_chs_sorcerer_lord_death	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_manticore	hu1_empire_bc2_griffon_wb_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	42	36	70	5096	wh_dlc01_chs_mnt_manticore		0	1	wh_dlc01_chs_manticore_caster		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_monstrous_beasts	placeholder	false	elite	wh2_mixu_nor_cha_shaman_sorcerer_lord_death			true	40	1500	0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_70	2100	war_beast	80	com	50	80	wh_dlc08_unit_long_text_nor_feral_mammoth	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warshrine	hu1_empire_staff_and_sword	wh_dlc08_nor_mon_mammoth_warshrine_blood	46	34	70	14088	wh_dlc08_mnt_war_mammoth_warshrine		0	1	wh_dlc08_nor_mammoth_tusks		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_monster	placeholder	false	trained	wh2_mixu_nor_cha_shaman_sorcerer_lord_warshrine			true	40	1500	0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_default	vo_sel_culture	1	10	large_bst	0	0	0	0	0	0	15	0	melee_gatecrusher	false	false	false
10	wh2_main_leather_30	2100	inf_ranged	16	com	20	33	wh_dlc08_unit_long_text_nor_shaman_sorcerer	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	42	40	70	3512			0	0	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_infantry_large	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_leather_30	2100	cavalry	30	com	20	33	wh_dlc08_unit_long_text_nor_shaman_sorcerer	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warhorse	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	42	40	70	3960	wh_dlc08_nor_mnt_warhorse_sorcerer		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_85	2100	war_machine	52	com	20	33	wh_dlc08_unit_long_text_nor_shaman_sorcerer	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_chariot	hu1_empire_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	34	24	70	4348	wh_main_nor_mnt_warhorse_chariot		0	2	wh_mixu_nor_chariot_sorc_lord		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_chariot	placeholder	false	elite	wh_dlc08_nor_chariot_shaman_officer	wh_main_chs_chariot_horse	wh_main_chs_chariot	true	40	1500	0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large	0	0	0	0	1	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_80	2100	war_beast	50	com	20	33	wh_main_unit_long_text_chs_sorcerer_lord_death	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_manticore	hu1_empire_bc2_griffon_wb_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	42	36	70	5096	wh_dlc01_chs_mnt_manticore		0	1	wh_dlc01_chs_manticore_caster		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_monstrous_beasts	placeholder	false	elite	wh2_mixu_nor_cha_shaman_sorcerer_lord_death			true	40	1500	0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_70	2100	war_beast	80	com	50	80	wh_dlc08_unit_long_text_nor_feral_mammoth	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warshrine	hu1_empire_staff_and_sword	wh_dlc08_nor_mon_mammoth_warshrine_blood	46	34	70	14088	wh_dlc08_mnt_war_mammoth_warshrine		0	1	wh_dlc08_nor_mammoth_tusks		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_monster	placeholder	false	trained	wh2_mixu_nor_cha_shaman_sorcerer_lord_warshrine			true	40	1500	0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_default	vo_sel_culture	1	10	large_bst	0	0	0	0	0	0	15	0	melee_gatecrusher	false	false	false
10	wh2_main_leather_30	2100	inf_ranged	16	com	20	33	wh_dlc08_unit_long_text_nor_shaman_sorcerer	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	42	40	70	3512			0	0	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_infantry_large	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_leather_30	2100	cavalry	30	com	20	33	wh_dlc08_unit_long_text_nor_shaman_sorcerer	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warhorse	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	42	40	70	3960	wh_dlc08_nor_mnt_warhorse_sorcerer		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_85	2100	war_machine	52	com	20	33	wh_dlc08_unit_long_text_nor_shaman_sorcerer	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_chariot	hu1_empire_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	34	24	70	4348	wh_main_nor_mnt_warhorse_chariot		0	2	wh_mixu_nor_chariot_sorc_lord		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_chariot	placeholder	false	elite	wh_dlc08_nor_chariot_shaman_officer	wh_main_chs_chariot_horse	wh_main_chs_chariot	true	40	1500	0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large	0	0	0	0	1	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_80	2100	war_beast	50	com	20	33	wh_main_unit_long_text_chs_sorcerer_lord_death	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_manticore	hu1_empire_bc2_griffon_wb_staff_and_sword	wh_main_infantry_standard_large_hero_blood_dismembers	42	36	70	5096	wh_dlc01_chs_mnt_manticore		0	1	wh_dlc01_chs_manticore_caster		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_monstrous_beasts	placeholder	false	elite	wh2_mixu_nor_cha_shaman_sorcerer_lord_death			true	40	1500	0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_70	2100	war_beast	80	com	50	80	wh_dlc08_unit_long_text_nor_feral_mammoth	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warshrine	hu1_empire_staff_and_sword	wh_dlc08_nor_mon_mammoth_warshrine_blood	46	34	70	14088	wh_dlc08_mnt_war_mammoth_warshrine		0	1	wh_dlc08_nor_mammoth_tusks		1	none	wh_dlc08_unit_short_text_nor_shaman_sorcerer	wh_main_monster	placeholder	false	trained	wh2_mixu_nor_cha_shaman_sorcerer_lord_warshrine			true	40	1500	0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_default	vo_sel_culture	1	10	large_bst	0	0	0	0	0	0	15	0	melee_gatecrusher	false	false	false
10	wh2_main_leather_20	2100	inf_ranged	15	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_shadow	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	38	70	3680			0	0	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc05_unit_short_text_emp_grey_wizard	wh_main_infantry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_leather_20	2100	cavalry	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_shadow_warhorse	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	38	70	3832	wh_main_emp_mnt_warhorse_360		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc05_unit_short_text_emp_grey_wizard	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	8	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_50	2100	cavalry	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_shadow_pegasus	hu1_empire_hr1_pegasus_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	38	70	4152	wh_main_emp_mnt_pegasus		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc05_unit_short_text_emp_grey_wizard	wh_main_monstrous_cavalry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_50	2100	cavalry	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_shadow_barded_warhorse	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	38	70	4000	wh_main_emp_mnt_warhorse_barded_hero		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc05_unit_short_text_emp_grey_wizard	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	8	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_leather_20	2100	inf_ranged	15	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_heavens	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	38	70	3680			0	0	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc05_unit_short_text_emp_grey_wizard	wh_main_infantry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_leather_20	2100	cavalry	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_heavens_warhorse	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	38	70	3832	wh_main_emp_mnt_warhorse_360		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc05_unit_short_text_emp_grey_wizard	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	8	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_50	2100	cavalry	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_heavens_pegasus	hu1_empire_hr1_pegasus_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	38	70	4152	wh_main_emp_mnt_pegasus		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc05_unit_short_text_emp_grey_wizard	wh_main_monstrous_cavalry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
