trait_level_effects_tables	0
trait_level	effect	effect_scope	value
wh2_main_skill_innate_def_malekith	wh2_main_effect_upkeep_reduction_malekith_witch_king	general_to_force_own	-50
wh2_main_skill_innate_def_malevolent	wh_main_effect_general_aura_mod_all_during_attack	character_to_character_own	25
wh2_main_skill_innate_def_malicious	wh2_main_effect_agent_recruitment_xp_def_death_hag	character_to_province_own	2
wh2_main_skill_innate_def_malicious	wh_main_effect_building_construction_cost_mod_worship_def	character_to_region_own	-40
wh2_main_skill_innate_def_morathi	wh2_main_effect_character_mod_loyalty_regional	character_to_character_regionwide_local_region	2
wh2_main_skill_innate_def_spiteful	wh_main_effect_force_unit_stat_melee_attack	character_to_force_own	3
wh2_main_skill_innate_def_spiteful	wh_main_effect_force_unit_stat_melee_damage	character_to_force_own	5
wh2_main_skill_innate_def_vicious	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	3
wh2_main_skill_innate_def_vicious	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	3
wh2_main_skill_innate_dwf_ancestral_blood_grimnir	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh2_main_skill_innate_dwf_ancestral_blood_grungni	wh_main_effect_building_construction_cost_mod	character_to_region_own	-15
wh2_main_skill_innate_dwf_ancestral_blood_valaya	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-20
wh2_main_skill_innate_emp_imperious	wh_main_effect_character_stat_mod_charge_bonus	character_to_character_own	10
wh2_main_skill_innate_emp_monster_hunter	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	6
wh2_main_skill_innate_emp_monster_tracker	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	10
wh2_main_skill_innate_emp_monster_tracker	wh_main_effect_agent_movement_range_mod	character_to_character_own	5
wh2_main_skill_innate_emp_noble	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	10
wh2_main_skill_innate_emp_regal	wh_main_effect_public_order_characters	character_to_province_own	4
wh2_main_skill_innate_grn_big_bully	wh_main_effect_tech_recruitment_cost_reduction_bigun_black_orcs	general_to_force_own	-10
wh2_main_skill_innate_grn_big_bully	wh_main_effect_tech_unit_xp_levels_bigun_black_orcs	general_to_force_own	1
wh2_main_skill_innate_grn_bragga	wh_main_effect_character_stat_mod_morale	character_to_character_own	5
wh2_main_skill_innate_grn_mushroom_addicted	wh_dlc06_effect_upkeep_for_goblin_units	character_to_force_own_unseen	-15
wh2_main_skill_innate_grn_serial_danca	wh_dlc03_effect_ability_enable_banner_of_outrage	character_to_character_own	1
wh2_main_skill_innate_grn_tortura	wh_main_effect_public_order_characters	character_to_enemy_province	-3
wh2_main_skill_innate_hef_alastar_the_white_lion	wh2_main_effect_building_recruitment_cost_reduction_hef_resource_furs	general_to_force_own	-30
wh2_main_skill_innate_hef_alastar_the_white_lion	wh2_main_effect_buildling_upkeep_reduction_hef_resource_furs	general_to_force_own	-25
wh2_main_skill_innate_hef_alastar_the_white_lion	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	15
wh2_main_skill_innate_hef_loremaster_army_0_disfavoured	wh2_main_effect_tech_upkeep_reduction_hef_swordmasters_whitelions	agent_to_parent_army_own	20
wh2_main_skill_innate_hef_loremaster_army_0_flat_footed	wh_main_effect_agent_action_success_chance	character_to_character_own	-10
wh2_main_skill_innate_hef_loremaster_army_0_shivery	wh2_main_effect_tech_melee_defence_increase_hef_phoenix	agent_to_parent_army_own	-8
wh2_main_skill_innate_hef_loremaster_army_0_shivery	wh_main_effect_force_all_campaign_post_battle_loot_mod	agent_to_parent_army_general_own	-10
wh2_main_skill_innate_hef_loremaster_army_3_fit	wh_main_effect_agent_action_success_chance	character_to_character_own	5
wh2_main_skill_innate_hef_loremaster_army_3_stimulated	wh2_main_effect_tech_melee_defence_increase_hef_phoenix	agent_to_parent_army_own	8
wh2_main_skill_innate_hef_loremaster_army_3_stimulated	wh_main_effect_force_all_campaign_post_battle_loot_mod	agent_to_parent_army_general_own	10
wh2_main_skill_innate_hef_loremaster_army_3_well_known	wh2_main_effect_tech_charge_speed_increase_hef_swordmasters_lions	agent_to_parent_army_own	5
wh2_main_skill_innate_hef_loremaster_army_3_well_known	wh2_main_effect_tech_upkeep_reduction_hef_swordmasters_whitelions	agent_to_parent_army_own	-10
wh2_main_skill_innate_hef_loremaster_army_7_athletic	wh_main_effect_agent_action_success_chance	character_to_character_own	10
wh2_main_skill_innate_hef_loremaster_army_7_athletic	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	12
wh2_main_skill_innate_hef_loremaster_army_7_athletic	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	25
wh2_main_skill_innate_hef_loremaster_army_7_bladelord	wh2_main_effect_tech_charge_speed_increase_hef_swordmasters_lions	agent_to_parent_army_own	10
wh2_main_skill_innate_hef_loremaster_army_7_bladelord	wh2_main_effect_tech_upkeep_reduction_hef_swordmasters_whitelions	agent_to_parent_army_own	-20
wh2_main_skill_innate_hef_loremaster_army_7_bladelord	wh2_main_effect_trait_unit_recruitment_duration_hef_swordmasters	character_to_province_own	-1
wh2_main_skill_innate_hef_loremaster_army_7_exhilerated	wh2_main_effect_tech_melee_defence_increase_hef_phoenix	agent_to_parent_army_own	12
wh2_main_skill_innate_hef_loremaster_army_7_exhilerated	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	25
wh2_main_skill_innate_hef_loremaster_army_7_exhilerated	wh_main_effect_force_all_campaign_post_battle_loot_mod	agent_to_parent_army_general_own	25
wh2_main_skill_innate_hef_loremaster_army_7_exhilerated	wh_main_effect_general_mod_tunnel_interception_chance	agent_to_parent_army_general_own	50
wh2_main_skill_innate_hef_loremaster_battle_0_feeble	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	-10
wh2_main_skill_innate_hef_loremaster_battle_0_mooncalf	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	-5
wh2_main_skill_innate_hef_loremaster_battle_0_squishy	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	-5
wh2_main_skill_innate_hef_loremaster_battle_3_elusive	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	5
wh2_main_skill_innate_hef_loremaster_battle_3_elusive	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_skill_innate_hef_loremaster_battle_3_fortuitous	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	10
wh2_main_skill_innate_hef_loremaster_battle_3_primed	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-10
wh2_main_skill_innate_hef_loremaster_battle_3_primed	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	5
wh2_main_skill_innate_hef_loremaster_battle_7_conductor	wh_main_effect_ability_enable_arcane_conduit	character_to_character_own	1
wh2_main_skill_innate_hef_loremaster_battle_7_conductor	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-15
wh2_main_skill_innate_hef_loremaster_battle_7_conductor	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	10
wh2_main_skill_innate_hef_loremaster_battle_7_protected	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	10
wh2_main_skill_innate_hef_loremaster_battle_7_protected	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	20
wh2_main_skill_innate_hef_loremaster_battle_7_resilient	wh_main_effect_character_stat_mod_armour	character_to_character_own	10
wh2_main_skill_innate_hef_loremaster_battle_7_resilient	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	10
wh2_main_skill_innate_hef_loremaster_campaign_0_deviant	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	1
wh2_main_skill_innate_hef_loremaster_campaign_0_frigid	wh_main_effect_province_growth_characters	character_to_province_own	-5
wh2_main_skill_innate_hef_loremaster_campaign_0_rebel	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own_provincewide	-5
wh2_main_skill_innate_hef_loremaster_campaign_3_advocate	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	3
wh2_main_skill_innate_hef_loremaster_campaign_3_fruitful	wh2_main_effect_province_growth_characters_factionwide	character_to_province_own_factionwide	2
wh2_main_skill_innate_hef_loremaster_campaign_3_fruitful	wh_main_effect_province_growth_characters	character_to_province_own	5
wh2_main_skill_innate_hef_loremaster_campaign_3_healer	wh_main_effect_force_all_campaign_replenishment_rate	agent_to_parent_army_own	5
wh2_main_skill_innate_hef_loremaster_campaign_7_disciple	wh_dlc06_effect_bonus_damage_fighting_against_chaos	agent_to_parent_army_own	15
wh2_main_skill_innate_hef_loremaster_campaign_7_disciple	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	6
wh2_main_skill_innate_hef_loremaster_campaign_7_fecund	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1
wh2_main_skill_innate_hef_loremaster_campaign_7_fecund	wh2_main_effect_province_growth_characters_factionwide	character_to_province_own_factionwide	5
wh2_main_skill_innate_hef_loremaster_campaign_7_fecund	wh_main_effect_province_growth_characters	character_to_province_own	20
wh2_main_skill_innate_hef_loremaster_campaign_7_medic	wh_main_effect_force_all_campaign_replenishment_rate	region_to_force_own	10
wh2_main_skill_innate_hef_loremaster_campaign_7_medic	wh_main_effect_force_army_campaign_attrition_all_resistance	agent_to_parent_army_own	-20
wh2_main_skill_innate_hef_mage_army_0_flustered	wh_main_effect_character_stat_mod_ward_save_missile_enemy	character_to_force_enemy_provincewide	10
wh2_main_skill_innate_hef_mage_army_0_inhibited	wh2_main_effect_character_stat_mod_ward_save_magic_enemy	character_to_force_enemy_provincewide	10
wh2_main_skill_innate_hef_mage_army_0_wet	wh2_main_effect_trait_unit_recruitment_duration_hef_phoenix	character_to_province_own	1
wh2_main_skill_innate_hef_mage_army_3_dampener	wh_main_effect_military_force_winds_of_magic_depletion_mod_character_enemy	general_to_force_enemy_regionwide	-8
wh2_main_skill_innate_hef_mage_army_3_flammable	wh2_main_effect_tech_ward_save_hef_phoenix	agent_to_parent_army_own	5
wh2_main_skill_innate_hef_mage_army_3_resistant	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	5
wh2_main_skill_innate_hef_mage_army_7_incendiary	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1
wh2_main_skill_innate_hef_mage_army_7_incendiary	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	100
wh2_main_skill_innate_hef_mage_army_7_incendiary	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_main_skill_innate_hef_mage_army_7_incendiary	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	100
wh2_main_skill_innate_hef_mage_army_7_incendiary	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	10
wh2_main_skill_innate_hef_mage_army_7_negator	wh2_main_effect_magic_shadow_enable_melkoths_enfeebling_foe_upgraded	character_to_character_own	1
wh2_main_skill_innate_hef_mage_army_7_negator	wh2_main_effect_magic_shadow_enable_melkoths_mystifying_miasma_upgraded	character_to_character_own	1
wh2_main_skill_innate_hef_mage_army_7_protective	wh2_main_effect_magic_metal_enable_glittering_robe_upgraded	character_to_character_own	1
wh2_main_skill_innate_hef_mage_army_7_protective	wh2_main_effect_magic_metal_enable_transmutation_of_lead_upgraded	character_to_character_own	1
wh2_main_skill_innate_hef_mage_battle_0_enervated	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	-5
wh2_main_skill_innate_hef_mage_battle_0_peaky	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	-10
wh2_main_skill_innate_hef_mage_battle_0_uni_ped	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	-15
wh2_main_skill_innate_hef_mage_battle_3_fortuitous	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	10
wh2_main_skill_innate_hef_mage_battle_3_primed	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-10
wh2_main_skill_innate_hef_mage_battle_3_primed	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	5
wh2_main_skill_innate_hef_mage_battle_3_spry	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	10
wh2_main_skill_innate_hef_mage_battle_7_conductor	wh2_main_effect_magic_heavens_enable_urannons_thunderbolt_upgraded	character_to_character_own	1
wh2_main_skill_innate_hef_mage_battle_7_conductor	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	-15
wh2_main_skill_innate_hef_mage_battle_7_conductor	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	10
wh2_main_skill_innate_hef_mage_battle_7_limber	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	30
wh2_main_skill_innate_hef_mage_battle_7_limber	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	20
wh2_main_skill_innate_hef_mage_battle_7_protected	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	10
wh2_main_skill_innate_hef_mage_battle_7_protected	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	20
wh2_main_skill_innate_hef_mage_campaign_0_incompetent	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	-10
wh2_main_skill_innate_hef_mage_campaign_0_luddite	wh_main_effect_technology_research_points	character_to_faction_unseen	-5
wh2_main_skill_innate_hef_mage_campaign_0_meddler	wh_main_effect_building_construction_cost_mod	character_to_region_own_provincewide	10
wh2_main_skill_innate_hef_mage_campaign_3_builder	wh_main_effect_building_construction_cost_mod	character_to_region_own_provincewide	-10
wh2_main_skill_innate_hef_mage_campaign_3_dealer	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	10
wh2_main_skill_innate_hef_mage_campaign_3_thinker	wh_main_effect_agent_action_success_chance	region_to_character_own	3
wh2_main_skill_innate_hef_mage_campaign_3_thinker	wh_main_effect_technology_research_points	character_to_faction_unseen	5
wh2_main_skill_innate_hef_mage_campaign_7_administrator	wh2_main_effect_building_construction_time_mod_all	character_to_region_own_provincewide	-30
wh2_main_skill_innate_hef_mage_campaign_7_administrator	wh_main_effect_building_construction_cost_mod	character_to_region_own_provincewide	-30
wh2_main_skill_innate_hef_mage_campaign_7_entrepreneur	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	30
wh2_main_skill_innate_hef_mage_campaign_7_entrepreneur	wh_main_effect_economy_tax_mod	faction_to_faction_own	3
wh2_main_skill_innate_hef_mage_campaign_7_genius	wh2_main_effect_agent_action_success_chance_enemies	character_to_enemy_character_in_region	-10
wh2_main_skill_innate_hef_mage_campaign_7_genius	wh_main_effect_agent_action_success_chance	region_to_character_own	10
wh2_main_skill_innate_hef_mage_campaign_7_genius	wh_main_effect_technology_research_points	character_to_faction_unseen	10
wh2_main_skill_innate_hef_noble_army_0_amateurish	wh2_main_effect_skill_melee_attack_increase_hef_spears_seaguard_archers	agent_to_parent_army_own	-3
wh2_main_skill_innate_hef_noble_army_0_amateurish	wh2_main_effect_skill_melee_defence_increase_hef_spears_seaguard_archers	agent_to_parent_army_own	-3
wh2_main_skill_innate_hef_noble_army_0_intolerable	wh_main_effect_force_unit_stat_morale	agent_to_parent_army_own	-5
wh2_main_skill_innate_hef_noble_army_0_petrified	wh_main_effect_force_army_battle_charge_bonus	agent_to_parent_army_own	-5
wh2_main_skill_innate_hef_noble_army_3_motivator	wh_main_effect_force_unit_stat_morale	agent_to_parent_army_own	5
wh2_main_skill_innate_hef_noble_army_3_percussive	wh_main_effect_force_army_battle_charge_bonus	agent_to_parent_army_own	5
wh2_main_skill_innate_hef_noble_army_3_practiced	wh2_main_effect_skill_melee_attack_increase_hef_spears_seaguard_archers	agent_to_parent_army_own	3
wh2_main_skill_innate_hef_noble_army_7_crushing	wh_main_effect_force_army_battle_charge_bonus	agent_to_parent_army_own	10
wh2_main_skill_innate_hef_noble_army_7_dynamo	wh_main_effect_force_army_campaign_attrition_all_resistance	agent_to_parent_army_own	-20
wh2_main_skill_innate_hef_noble_army_7_dynamo	wh_main_effect_force_unit_stat_morale	agent_to_parent_army_own	10
wh2_main_skill_innate_hef_noble_army_7_honed	wh2_main_effect_skill_melee_attack_increase_hef_spears_seaguard_archers	agent_to_parent_army_own	5
wh2_main_skill_innate_hef_noble_army_7_honed	wh2_main_effect_skill_melee_defence_increase_hef_spears_seaguard_archers	agent_to_parent_army_own	5
wh2_main_skill_innate_hef_noble_army_7_honed	wh2_main_effect_tech_melee_attack_increase_hef_silverhelms	agent_to_parent_army_own	5
wh2_main_skill_innate_hef_noble_army_7_honed	wh2_main_effect_tech_melee_defence_increase_hef_silverhelms	agent_to_parent_army_own	5
wh2_main_skill_innate_hef_noble_battle_0_pale_and_wan	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	-5
wh2_main_skill_innate_hef_noble_battle_0_pigeon_chested	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	-10
wh2_main_skill_innate_hef_noble_battle_0_squishy	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	-5
wh2_main_skill_innate_hef_noble_battle_3_elusive	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	5
wh2_main_skill_innate_hef_noble_battle_3_elusive	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_skill_innate_hef_noble_battle_3_hale_and_hearty	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	5
wh2_main_skill_innate_hef_noble_battle_3_trained	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	5
wh2_main_skill_innate_hef_noble_battle_3_trained	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh2_main_skill_innate_hef_noble_battle_7_dangerous	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	20
wh2_main_skill_innate_hef_noble_battle_7_dangerous	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_main_skill_innate_hef_noble_battle_7_dangerous	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh2_main_skill_innate_hef_noble_battle_7_resilient	wh_main_effect_character_stat_mod_armour	character_to_character_own	20
wh2_main_skill_innate_hef_noble_battle_7_resilient	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	10
wh2_main_skill_innate_hef_noble_battle_7_vigorous	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_skill_innate_hef_noble_battle_7_vigorous	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	10
wh2_main_skill_innate_hef_noble_campaign_0_divisive	wh_main_effect_public_order_characters	character_to_province_own	-2
wh2_main_skill_innate_hef_noble_campaign_0_inattentive	wh_main_effect_force_all_campaign_recruitment_cost_all	region_to_force_own	10
wh2_main_skill_innate_hef_noble_campaign_0_profligate	wh_main_effect_force_all_campaign_upkeep	region_to_force_own	5
wh2_main_skill_innate_hef_noble_campaign_3_attentive	wh_main_effect_force_all_campaign_experience_base_all	agent_to_parent_army_own	1
wh2_main_skill_innate_hef_noble_campaign_3_conciliatory	wh_main_effect_public_order_characters	character_to_province_own	2
wh2_main_skill_innate_hef_noble_campaign_3_prudent	wh_main_effect_force_all_campaign_upkeep	agent_to_parent_army_own	-5
wh2_main_skill_innate_hef_noble_campaign_7_conscientious	wh2_main_effect_agent_recruitment_xp_hef_noble	faction_to_province_own_factionwide	2
wh2_main_skill_innate_hef_noble_campaign_7_conscientious	wh2_main_effect_diplomacy_bonus_humans_elves	faction_to_faction_own_unseen	5
wh2_main_skill_innate_hef_noble_campaign_7_conscientious	wh_main_effect_force_all_campaign_experience_base_all	agent_to_parent_army_own	1
wh2_main_skill_innate_hef_noble_campaign_7_conscientious	wh_main_faction_xp_increase_generals	faction_to_province_own_factionwide	2
wh2_main_skill_innate_hef_noble_campaign_7_emollient	wh2_main_effect_economy_gdp_mod_culture_hef	faction_to_region_own	5
wh2_main_skill_innate_hef_noble_campaign_7_emollient	wh2_main_effect_public_order_characters_factionwide	character_to_province_own_factionwide	1
wh2_main_skill_innate_hef_noble_campaign_7_emollient	wh_main_effect_public_order_characters	character_to_province_own	5
wh2_main_skill_innate_hef_noble_campaign_7_frugal	wh_main_effect_force_all_campaign_upkeep	agent_to_parent_army_own	-15
wh2_main_skill_innate_hef_prince_army_0_fay	wh2_main_effect_unit_stat_mod_ward_save_magic_all_units	general_to_force_own	-10
wh2_main_skill_innate_hef_prince_army_0_ill_prepared	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	-20
wh2_main_skill_innate_hef_prince_army_0_scornful	wh2_main_effect_tech_battle_morale_increase_hef_white_lions_swordmasters_phoenix_guard	general_to_force_own	-10
wh2_main_skill_innate_hef_prince_army_3_competent	wh_main_effect_force_unit_stat_melee_defence	general_to_force_own	3
wh2_main_skill_innate_hef_prince_army_3_respectful	wh2_main_effect_tech_battle_morale_increase_hef_white_lions_swordmasters_phoenix_guard	general_to_force_own	10
wh2_main_skill_innate_hef_prince_army_3_strong_willed	wh2_main_effect_unit_stat_mod_ward_save_magic_all_units	general_to_force_own	5
wh2_main_skill_innate_hef_prince_army_7_doctrinal	wh2_main_effect_tech_battle_morale_increase_hef_white_lions_swordmasters_phoenix_guard	general_to_force_own	10
wh2_main_skill_innate_hef_prince_army_7_doctrinal	wh2_main_effect_tech_melee_attack_increase_hef_white_lions_swordmasters_phoenix_guard	general_to_force_own	5
wh2_main_skill_innate_hef_prince_army_7_doctrinal	wh2_main_effect_tech_melee_damage_increase_hef_white_lions_swordmasters_phoenix_guard	general_to_force_own	10
wh2_main_skill_innate_hef_prince_army_7_dragon_willed	wh2_main_effect_tech_upkeep_reduction_hef_dragons	general_to_force_own	-20
wh2_main_skill_innate_hef_prince_army_7_dragon_willed	wh2_main_effect_trait_unit_recruitment_duration_hef_dragons	character_to_province_own	-1
wh2_main_skill_innate_hef_prince_army_7_dragon_willed	wh2_main_effect_unit_stat_mod_ward_save_magic_all_units	general_to_force_own	10
wh2_main_skill_innate_hef_prince_army_7_resistant	wh2_main_effect_tech_ward_save_missile_infantry	general_to_force_own	5
wh2_main_skill_innate_hef_prince_army_7_resistant	wh2_main_effect_unit_stat_mod_ward_save_magic_all_units	general_to_force_own	5
wh2_main_skill_innate_hef_prince_army_7_resistant	wh_main_effect_force_unit_stat_melee_defence	general_to_force_own	5
wh2_main_skill_innate_hef_prince_battle_0_pale_and_wan	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	-5
wh2_main_skill_innate_hef_prince_battle_0_pigeon_chested	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	-10
wh2_main_skill_innate_hef_prince_battle_0_squishy	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	-5
wh2_main_skill_innate_hef_prince_battle_3_elusive	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	5
wh2_main_skill_innate_hef_prince_battle_3_elusive	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_skill_innate_hef_prince_battle_3_hale_and_hearty	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	5
wh2_main_skill_innate_hef_prince_battle_3_trained	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	5
wh2_main_skill_innate_hef_prince_battle_3_trained	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh2_main_skill_innate_hef_prince_battle_7_dangerous	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	20
wh2_main_skill_innate_hef_prince_battle_7_dangerous	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_main_skill_innate_hef_prince_battle_7_dangerous	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh2_main_skill_innate_hef_prince_battle_7_resilient	wh_main_effect_character_stat_mod_armour	character_to_character_own	20
wh2_main_skill_innate_hef_prince_battle_7_resilient	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	10
wh2_main_skill_innate_hef_prince_battle_7_vigorous	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_skill_innate_hef_prince_battle_7_vigorous	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	10
wh2_main_skill_innate_hef_prince_campaign_0_birdbrained	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	15
wh2_main_skill_innate_hef_prince_campaign_0_disorganised	wh2_main_effect_buildling_upkeep_reduction_hef_resource_wood	general_to_force_own	10
wh2_main_skill_innate_hef_prince_campaign_0_wasteful	wh2_main_effect_force_all_campaign_sacking_income	character_to_character_own	-30
wh2_main_skill_innate_hef_prince_campaign_0_wasteful	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	-50
wh2_main_skill_innate_hef_prince_campaign_3_observant	wh_main_effect_agent_action_outcome_parent_army_xp_gain	general_to_force_own	100
wh2_main_skill_innate_hef_prince_campaign_3_organised	wh2_main_effect_buildling_upkeep_reduction_hef_resource_wood	general_to_force_own	-10
wh2_main_skill_innate_hef_prince_campaign_3_unsentimental	wh2_main_effect_force_all_campaign_sacking_income	character_to_character_own	10
wh2_main_skill_innate_hef_prince_campaign_3_unsentimental	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	25
wh2_main_skill_innate_hef_prince_campaign_7_adept	wh_main_effect_agent_action_outcome_parent_army_xp_gain	general_to_force_own	250
wh2_main_skill_innate_hef_prince_campaign_7_avaricious	wh2_main_effect_force_all_campaign_sacking_income	character_to_character_own	25
wh2_main_skill_innate_hef_prince_campaign_7_avaricious	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	10
wh2_main_skill_innate_hef_prince_campaign_7_avaricious	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	50
wh2_main_skill_innate_hef_prince_campaign_7_efficient	wh2_main_effect_buildling_upkeep_reduction_hef_resource_pastures	general_to_force_own	-15
wh2_main_skill_innate_hef_prince_campaign_7_efficient	wh2_main_effect_buildling_upkeep_reduction_hef_resource_wood	general_to_force_own	-25
wh2_main_skill_innate_hef_princess_army_0_indolent	wh_main_effect_force_army_battle_movement_speed	general_to_force_own	-5
wh2_main_skill_innate_hef_princess_army_0_poltroon	wh_main_effect_character_stat_mod_personal_aura_size	general_to_force_own	-50
wh2_main_skill_innate_hef_princess_army_0_soft_hearted	wh2_main_effect_tech_missile_damage_increase_hef_bow_units	general_to_force_own	-5
wh2_main_skill_innate_hef_princess_army_3_brisk	wh_main_effect_character_stat_mod_missile_attack_rate	general_to_force_own	5
wh2_main_skill_innate_hef_princess_army_3_brisk	wh_main_effect_force_army_battle_movement_speed	general_to_force_own	5
wh2_main_skill_innate_hef_princess_army_3_resolute	wh_main_effect_force_army_battle_charge_bonus	general_to_force_own	5
wh2_main_skill_innate_hef_princess_army_3_resolute	wh_main_effect_force_unit_stat_morale	general_to_force_own	5
wh2_main_skill_innate_hef_princess_army_3_retaliatory	wh2_main_effect_tech_missile_damage_increase_hef_bow_units	general_to_force_own	10
wh2_main_skill_innate_hef_princess_army_3_retaliatory	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	5
wh2_main_skill_innate_hef_princess_army_7_dashing	wh2_main_effect_buildling_upkeep_reduction_hef_resource_pastures	general_to_force_own	-30
wh2_main_skill_innate_hef_princess_army_7_dashing	wh2_main_effect_tech_melee_damage_increase_hef_reavers_silverhelms	general_to_force_own	20
wh2_main_skill_innate_hef_princess_army_7_dashing	wh2_main_effect_tech_missile_damage_increase_hef_reavers	general_to_force_own	20
wh2_main_skill_innate_hef_princess_army_7_dashing	wh_main_effect_force_army_battle_charge_bonus	general_to_force_own	20
wh2_main_skill_innate_hef_princess_army_7_energetic	wh_main_effect_agent_movement_range_mod	character_to_character_own	10
wh2_main_skill_innate_hef_princess_army_7_energetic	wh_main_effect_character_stat_mod_missile_attack_rate	general_to_force_own	10
