character_trait_levels_tables	0
key	level	trait	threshold_points
wh2_main_skill_innate_hef_princess_campaign_0_dullard	1	wh2_main_skill_innate_hef_princess_campaign_0_dullard	0
wh2_main_skill_innate_hef_princess_campaign_0_slovenly	1	wh2_main_skill_innate_hef_princess_campaign_0_slovenly	0
wh2_main_skill_innate_hef_princess_campaign_0_tardy	1	wh2_main_skill_innate_hef_princess_campaign_0_tardy	0
wh2_main_skill_innate_hef_princess_campaign_3_careful	1	wh2_main_skill_innate_hef_princess_campaign_3_careful	0
wh2_main_skill_innate_hef_princess_campaign_3_example	1	wh2_main_skill_innate_hef_princess_campaign_3_example	0
wh2_main_skill_innate_hef_princess_campaign_3_keen	1	wh2_main_skill_innate_hef_princess_campaign_3_keen	0
wh2_main_skill_innate_hef_princess_campaign_7_ardent	1	wh2_main_skill_innate_hef_princess_campaign_7_ardent	0
wh2_main_skill_innate_hef_princess_campaign_7_exemplar	1	wh2_main_skill_innate_hef_princess_campaign_7_exemplar	0
wh2_main_skill_innate_hef_princess_campaign_7_vigilant	1	wh2_main_skill_innate_hef_princess_campaign_7_vigilant	0
wh2_main_skill_innate_hef_teclis_agent_1	1	wh2_main_skill_innate_hef_teclis_agent_1	0
wh2_main_skill_innate_hef_teclis_preeminent_mage	1	wh2_main_skill_innate_hef_teclis_preeminent_mage	0
wh2_main_skill_innate_hef_tyrion_great_warrior	1	wh2_main_skill_innate_hef_tyrion_great_warrior	0
wh2_main_skill_innate_lzd_arrogant	1	wh2_main_skill_innate_lzd_arrogant	0
wh2_main_skill_innate_lzd_humble	1	wh2_main_skill_innate_lzd_humble	0
wh2_main_skill_innate_lzd_kroq_gar	1	wh2_main_skill_innate_lzd_kroq_gar	0
wh2_main_skill_innate_lzd_mazdamundi_venerated	1	wh2_main_skill_innate_lzd_mazdamundi_venerated	0
wh2_main_skill_innate_lzd_pompous	1	wh2_main_skill_innate_lzd_pompous	0
wh2_main_skill_innate_lzd_uncompromising	1	wh2_main_skill_innate_lzd_uncompromising	0
wh2_main_skill_innate_skv_queek_gnawdwells_right_claw	1	wh2_main_skill_innate_skv_queek_gnawdwells_right_claw	0
wh2_main_skill_innate_skv_sharp_claws	1	wh2_main_skill_innate_skv_sharp_claws	0
wh2_main_skill_innate_skv_sharp_teeth	1	wh2_main_skill_innate_skv_sharp_teeth	0
wh2_main_skill_innate_skv_skrolk_plaguelord	1	wh2_main_skill_innate_skv_skrolk_plaguelord	0
wh2_main_skill_innate_skv_sneaky	1	wh2_main_skill_innate_skv_sneaky	0
wh2_main_skill_innate_skv_warpstone_hoarder	1	wh2_main_skill_innate_skv_warpstone_hoarder	0
wh2_main_skill_innate_vmp_dark_majesty	1	wh2_main_skill_innate_vmp_dark_majesty	0
wh2_main_skill_innate_vmp_devious	1	wh2_main_skill_innate_vmp_devious	0
wh2_main_skill_innate_vmp_dread_incarnate	1	wh2_main_skill_innate_vmp_dread_incarnate	0
wh2_main_skill_innate_vmp_lore_keeper	1	wh2_main_skill_innate_vmp_lore_keeper	0
wh2_main_skill_innate_vmp_master_of_the_black_arts	1	wh2_main_skill_innate_vmp_master_of_the_black_arts	0
wh2_main_skill_innate_wef_ariels_chosen	1	wh2_main_skill_innate_wef_ariels_chosen	0
wh2_main_skill_innate_wef_talon_of_kurnous	1	wh2_main_skill_innate_wef_talon_of_kurnous	0
wh_dlc03_skill_innate_bst_khazrak_the_one_eye	1	wh_dlc03_skill_innate_bst_khazrak_the_one_eye	0
wh_dlc03_skill_innate_bst_malagor	1	wh_dlc03_skill_innate_bst_malagor	0
wh_dlc03_skill_innate_bst_morghur_shadowgave	1	wh_dlc03_skill_innate_bst_morghur_shadowgave	0
wh_dlc04_skill_innate_emp_volkmar_the_grim	1	wh_dlc04_skill_innate_emp_volkmar_the_grim	0
wh_dlc04_skill_innate_vmp_helman_ghorst	1	wh_dlc04_skill_innate_vmp_helman_ghorst	0
wh_dlc04_skill_innate_vmp_vlad_von_carstein	1	wh_dlc04_skill_innate_vmp_vlad_von_carstein	0
wh_dlc05_skill_innate_wef_ariels_chosen	1	wh_dlc05_skill_innate_wef_ariels_chosen	0
wh_dlc05_skill_innate_wef_durthu	1	wh_dlc05_skill_innate_wef_durthu	0
wh_dlc05_skill_innate_wef_orion	1	wh_dlc05_skill_innate_wef_orion	0
wh_dlc05_skill_innate_wef_talon_of_kurnous	1	wh_dlc05_skill_innate_wef_talon_of_kurnous	0
wh_dlc06_skill_innate_dwf_belegar	1	wh_dlc06_skill_innate_dwf_belegar	0
wh_dlc06_skill_innate_grn_skarsnik	1	wh_dlc06_skill_innate_grn_skarsnik	0
wh_dlc06_skill_innate_grn_wurrzag	1	wh_dlc06_skill_innate_grn_wurrzag	0
wh_dlc06_skill_node_dwf_ghost_1_champion_innate_dummy	1	wh_dlc06_skill_node_dwf_ghost_1_champion_innate_dummy	0
wh_dlc07_brt_skill_innate_all_honourable	1	wh_dlc07_brt_skill_innate_all_honourable	0
wh_dlc07_brt_skill_innate_all_intelligent	1	wh_dlc07_brt_skill_innate_all_intelligent	0
wh_dlc07_brt_skill_innate_all_magnanimous	1	wh_dlc07_brt_skill_innate_all_magnanimous	0
wh_dlc07_brt_skill_innate_all_melancholic	1	wh_dlc07_brt_skill_innate_all_melancholic	0
wh_dlc07_brt_skill_innate_all_phlegmatic	1	wh_dlc07_brt_skill_innate_all_phlegmatic	0
wh_dlc07_brt_skill_innate_all_sanguine	1	wh_dlc07_brt_skill_innate_all_sanguine	0
wh_dlc07_brt_skill_innate_all_uncompromising	1	wh_dlc07_brt_skill_innate_all_uncompromising	0
wh_dlc07_skill_brt_innate_fay_enchantress	1	wh_dlc07_skill_brt_innate_fay_enchantress	0
wh_dlc08_skill_innate_nor_throgg	1	wh_dlc08_skill_innate_nor_throgg	0
wh_dlc08_skill_innate_nor_wulfrik	1	wh_dlc08_skill_innate_nor_wulfrik	0
wh_main_skill_innate_all_arrogant	1	wh_main_skill_innate_all_arrogant	0
wh_main_skill_innate_all_blind	1	wh_main_skill_innate_all_blind	0
wh_main_skill_innate_all_blood_feud	1	wh_main_skill_innate_all_blood_feud	0
wh_main_skill_innate_all_boring	1	wh_main_skill_innate_all_boring	0
wh_main_skill_innate_all_charismatic	1	wh_main_skill_innate_all_charismatic	0
wh_main_skill_innate_all_choleric	1	wh_main_skill_innate_all_choleric	0
wh_main_skill_innate_all_clumsy	1	wh_main_skill_innate_all_clumsy	0
wh_main_skill_innate_all_deformed	1	wh_main_skill_innate_all_deformed	0
wh_main_skill_innate_all_easily_deceived	1	wh_main_skill_innate_all_easily_deceived	0
wh_main_skill_innate_all_easily_distracted	1	wh_main_skill_innate_all_easily_distracted	0
wh_main_skill_innate_all_easily_trapped	1	wh_main_skill_innate_all_easily_trapped	0
wh_main_skill_innate_all_handsome	1	wh_main_skill_innate_all_handsome	0
wh_main_skill_innate_all_honourable	1	wh_main_skill_innate_all_honourable	0
wh_main_skill_innate_all_humble	1	wh_main_skill_innate_all_humble	0
wh_main_skill_innate_all_intelligent	1	wh_main_skill_innate_all_intelligent	0
wh_main_skill_innate_all_irresolute	1	wh_main_skill_innate_all_irresolute	0
wh_main_skill_innate_all_magnanimous	1	wh_main_skill_innate_all_magnanimous	0
wh_main_skill_innate_all_maimed_arm	1	wh_main_skill_innate_all_maimed_arm	0
wh_main_skill_innate_all_maimed_leg	1	wh_main_skill_innate_all_maimed_leg	0
wh_main_skill_innate_all_melancholic	1	wh_main_skill_innate_all_melancholic	0
wh_main_skill_innate_all_military_heritage	1	wh_main_skill_innate_all_military_heritage	0
wh_main_skill_innate_all_phlegmatic	1	wh_main_skill_innate_all_phlegmatic	0
wh_main_skill_innate_all_sanguine	1	wh_main_skill_innate_all_sanguine	0
wh_main_skill_innate_all_scar_disfiguring	1	wh_main_skill_innate_all_scar_disfiguring	0
wh_main_skill_innate_all_scar_distinguishing	1	wh_main_skill_innate_all_scar_distinguishing	0
wh_main_skill_innate_all_sneaky	1	wh_main_skill_innate_all_sneaky	0
wh_main_skill_innate_all_spurned	1	wh_main_skill_innate_all_spurned	0
wh_main_skill_innate_all_stupid	1	wh_main_skill_innate_all_stupid	0
wh_main_skill_innate_all_ugly	1	wh_main_skill_innate_all_ugly	0
wh_main_skill_innate_all_uncompromising	1	wh_main_skill_innate_all_uncompromising	0
wh_main_skill_innate_brt_louen_leoncouer	1	wh_main_skill_innate_brt_louen_leoncouer	0
wh_main_skill_innate_brt_virtue_audacity	1	wh_main_skill_innate_brt_virtue_audacity	0
wh_main_skill_innate_brt_virtue_confidence	1	wh_main_skill_innate_brt_virtue_confidence	0
wh_main_skill_innate_brt_virtue_discipline	1	wh_main_skill_innate_brt_virtue_discipline	0
wh_main_skill_innate_brt_virtue_duty	1	wh_main_skill_innate_brt_virtue_duty	0
wh_main_skill_innate_brt_virtue_heroism	1	wh_main_skill_innate_brt_virtue_heroism	0
wh_main_skill_innate_brt_virtue_ideal	1	wh_main_skill_innate_brt_virtue_ideal	0
wh_main_skill_innate_brt_virtue_impetuous_knight	1	wh_main_skill_innate_brt_virtue_impetuous_knight	0
wh_main_skill_innate_brt_virtue_joust	1	wh_main_skill_innate_brt_virtue_joust	0
wh_main_skill_innate_brt_virtue_knightly_temper	1	wh_main_skill_innate_brt_virtue_knightly_temper	0
wh_main_skill_innate_brt_virtue_noble_disdain	1	wh_main_skill_innate_brt_virtue_noble_disdain	0
wh_main_skill_innate_brt_virtue_penitent	1	wh_main_skill_innate_brt_virtue_penitent	0
wh_main_skill_innate_brt_virtue_stoicism	1	wh_main_skill_innate_brt_virtue_stoicism	0
wh_main_skill_innate_chs_archaon_the_everchosen	1	wh_main_skill_innate_chs_archaon_the_everchosen	0
wh_main_skill_innate_chs_diabolic_spendour	1	wh_main_skill_innate_chs_diabolic_spendour	0
wh_main_skill_innate_chs_dominance	1	wh_main_skill_innate_chs_dominance	0
wh_main_skill_innate_chs_kholek_suneater	1	wh_main_skill_innate_chs_kholek_suneater	0
wh_main_skill_innate_chs_prince_sigvald_the_magnificent	1	wh_main_skill_innate_chs_prince_sigvald_the_magnificent	0
wh_main_skill_innate_dwf_ancestral_blood_grimnir	1	wh_main_skill_innate_dwf_ancestral_blood_grimnir	0
wh_main_skill_innate_dwf_ancestral_blood_grungni	1	wh_main_skill_innate_dwf_ancestral_blood_grungni	0
wh_main_skill_innate_dwf_ancestral_blood_valaya	1	wh_main_skill_innate_dwf_ancestral_blood_valaya	0
wh_main_skill_innate_dwf_axe_envy	1	wh_main_skill_innate_dwf_axe_envy	0
wh_main_skill_innate_dwf_thorgrim_grudgebearer	1	wh_main_skill_innate_dwf_thorgrim_grudgebearer	0
wh_main_skill_innate_dwf_ungrim_ironfist	1	wh_main_skill_innate_dwf_ungrim_ironfist	0
wh_main_skill_innate_emp_balthasar_gelt	1	wh_main_skill_innate_emp_balthasar_gelt	0
wh_main_skill_innate_emp_karl_franz	1	wh_main_skill_innate_emp_karl_franz	0
wh_main_skill_innate_grn_azhag_the_slaughterer	1	wh_main_skill_innate_grn_azhag_the_slaughterer	0
wh_main_skill_innate_grn_choppa_envy	1	wh_main_skill_innate_grn_choppa_envy	0
wh_main_skill_innate_grn_grimgor_ironhide	1	wh_main_skill_innate_grn_grimgor_ironhide	0
wh_main_skill_innate_grn_stabba_envy	1	wh_main_skill_innate_grn_stabba_envy	0
wh_main_skill_innate_vmp_dark_acolyte	1	wh_main_skill_innate_vmp_dark_acolyte	0
wh_main_skill_innate_vmp_ghoul_whisperer	1	wh_main_skill_innate_vmp_ghoul_whisperer	0
wh_main_skill_innate_vmp_heinrich_kemmler	1	wh_main_skill_innate_vmp_heinrich_kemmler	0
wh_main_skill_innate_vmp_mannfred_von_carstein	1	wh_main_skill_innate_vmp_mannfred_von_carstein	0
wh_main_skill_innate_vmp_summon_creatures	1	wh_main_skill_innate_vmp_summon_creatures	0
wh_pro01_skill_innate_dwf_grombrindal	1	wh_pro01_skill_innate_dwf_grombrindal	0
wh_pro02_skill_innate_vmp_isabella	1	wh_pro02_skill_innate_vmp_isabella	0
