incidents_tables	5
generate	key	ui_image	prioritised	event_category
false	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_4_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_spider_nest_1_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_spider_nest_2_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_spider_nest_2_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_spider_nest_3_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_spider_nest_3_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_spider_nest_4_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_spider_nest_4_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_cursed_sword_1_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_cursed_sword_2_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_cursed_sword_2_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_cursed_sword_3_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_cursed_sword_4_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_cursed_sword_4_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_tattered_library_1_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_tattered_library_2_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_tattered_library_2_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_tattered_library_3_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_tattered_library_3_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_tattered_library_4_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_tattered_library_4_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_underworld_sea_1_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_underworld_sea_2_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_underworld_sea_2_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_underworld_sea_3_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_underworld_sea_3_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_underworld_sea_4_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_the_underworld_sea_4_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_1_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_2_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_2_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_3_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_4_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_4_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_survivor_1_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a_spy	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_survivor_3_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_survivor_3_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_survivor_4_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_survivor_4_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_vault_1_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_vault_2_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_vault_2_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_vault_3_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_vault_3_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_vault_4_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_trapped_vault_4_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_undead_1_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_undead_2_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_undead_2_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_undead_3_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_undead_3_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_undead_4_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_undead_4_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_encounter_at_sea_campaign_1	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_campaign_1_nor	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_campaign_1_tmb	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_campaign_2	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_campaign_2_nor	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_campaign_2_tmb	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_campaign_3	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_campaign_3_nor	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_campaign_3_tmb	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_campaign_4	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_campaign_4_nor	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_campaign_4_tmb	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_combat_1	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_combat_1_nor	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_combat_1_tmb	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_combat_2	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_combat_2_nor	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_combat_2_tmb	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_combat_3	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_combat_3_nor	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_combat_3_tmb	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_combat_4	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_combat_4_nor	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_combat_4_tmb	wh2_sea_encounters_2	false	Event
false	wh2_main_encounter_at_sea_combat_5	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_combat_5_nor	wh2_sea_encounters_1	false	Event
false	wh2_main_encounter_at_sea_combat_5_tmb	wh2_sea_encounters_1	false	Event
true	wh2_main_incident_all_agent_action_chance_up	army_morale_up	false	Event
true	wh2_main_incident_all_agent_action_cost_down	faction	false	Event
true	wh2_main_incident_all_campaign_movement_down_replenish_up	army_morale_up	false	Event
true	wh2_main_incident_all_campaign_movement_up	army_morale_up	false	Event
true	wh2_main_incident_all_character_exp_greatly_up_character_wound	generic	false	Event
true	wh2_main_incident_all_character_exp_up	army_morale_up	false	Event
true	wh2_main_incident_all_construction_cost_down	civilisation_up	false	Event
true	wh2_main_incident_all_construction_cost_up	civilisation_down	false	Setback
true	wh2_main_incident_all_damage_building	settlement_lost	false	Setback
true	wh2_main_incident_all_gdp_down	settlement_lost	false	Event
true	wh2_main_incident_all_gdp_up	funeral	false	Event
true	wh2_main_incident_all_growth_down	civilisation_down	false	Event
true	wh2_main_incident_all_growth_up	civilisation_up	false	Event
true	wh2_main_incident_all_growth_up_greatly_gdp_down	civilisation_up	false	Event
true	wh2_main_incident_all_melee_attack_up	land_victory	false	Event
true	wh2_main_incident_all_melee_defense_up	army_morale_up	false	Event
true	wh2_main_incident_all_morale_down	army_morale_down	false	Event
true	wh2_main_incident_all_morale_up	land_victory	false	Event
true	wh2_main_incident_all_public_order_down	civilisation_down	false	Setback
true	wh2_main_incident_all_public_order_down_greatly_recruitment_cost_down_greatly	civilisation_down	false	Setback
true	wh2_main_incident_all_public_order_up	celebration	false	Event
true	wh2_main_incident_all_ranged_weapon_damage_up	army_morale_up	false	Event
true	wh2_main_incident_all_recruitment_cost_up_unit_exp_up	army_morale_up	false	Event
true	wh2_main_incident_all_replenish_rate_down_recruitment_cost_down	civilisation_up	false	Event
true	wh2_main_incident_all_wom_down	army_morale_down	false	Event
true	wh2_main_incident_all_wom_up	army_morale_up	false	Event
true	wh2_main_incident_all_wom_up_greatly_miscast_rate_up	army_morale_up	false	Event
true	wh2_main_incident_def_agent_spy	celebration	false	Event
true	wh2_main_incident_def_agent_wizard	diplomacy	false	Event
true	wh2_main_incident_def_army_morale_down_recruitment_cost_up	army_morale_down	false	Event
true	wh2_main_incident_def_army_morale_up_public_oder_increses	army_morale_up	false	Event
true	wh2_main_incident_def_building_cost_down	celebration	false	Event
true	wh2_main_incident_def_chaos_corruption_up	diplomacy	false	Event
true	wh2_main_incident_def_cold_one_melee_attack_up	civilisation_up	false	Event
true	wh2_main_incident_def_damage_building_slave_down	settlement_lost	false	Event
true	wh2_main_incident_def_death_hag_witch_elves_recruitment_cost_down_exp_up	faction	false	Event
true	wh2_main_incident_def_growth_down	funeral	false	Event
true	wh2_main_incident_def_morale_up_melee_attack_up_against_hef	politics	false	Event
true	wh2_main_incident_def_public_order_down	politics	false	Event
true	wh2_main_incident_def_raid_sack_income_up	army_morale_up	false	Event
true	wh2_main_incident_def_replenish_rate_up_campaign_movement_up	generic	false	Event
true	wh2_main_incident_def_research_rate_up	messenger	false	Event
false	wh2_main_incident_encounter_at_sea_1_a	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_1_a_nor	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_1_a_tmb	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_1_b	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_1_b_nor	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_1_b_tmb	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_1_c	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_1_c_nor	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_1_c_tmb	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_2_a	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_2_a_nor	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_2_a_tmb	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_2_b	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_2_b_nor	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_2_b_tmb	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_2_c	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_2_c_nor	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_2_c_tmb	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_3_a	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_3_a_nor	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_3_a_tmb	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_3_b	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_3_b_nor	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_3_b_tmb	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_3_c	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_3_c_nor	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_3_c_tmb	wh2_sea_encounters_2	false	Event
false	wh2_main_incident_encounter_at_sea_4_a	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_4_a_nor	wh2_sea_encounters_1	false	Event
false	wh2_main_incident_encounter_at_sea_4_a_tmb	wh2_sea_encounters_1	false	Event
true	wh2_main_incident_hef_agent_champion	celebration	false	Event
true	wh2_main_incident_hef_agent_wizard	generic	false	Event
true	wh2_main_incident_hef_building_cost_down	messenger	false	Event
true	wh2_main_incident_hef_campign_movement_up	army_morale_up	false	Event
true	wh2_main_incident_hef_chaos_corruption_up	civilisation_down	false	Event
true	wh2_main_incident_hef_damage_building	settlement_lost	false	Event
true	wh2_main_incident_hef_growth_down	blockaded	false	Event
true	wh2_main_incident_hef_morale_down_recruitment_cost_increase	politics	false	Event
true	wh2_main_incident_hef_morale_up_melee_defense_up_against_def	generic	false	Event
true	wh2_main_incident_hef_morale_up_public_order_up	land_victory	false	Event
true	wh2_main_incident_hef_phoenix_recruitment_cost_down	civilisation_up	false	Event
true	wh2_main_incident_hef_public_order_down	civilisation_down	false	Event
true	wh2_main_incident_hef_ranged_unit_exp_up	generic	false	Event
true	wh2_main_incident_hef_replenish_rate_up	messenger	false	Event
true	wh2_main_incident_hef_research_rate_up	generic	false	Event
true	wh2_main_incident_hef_trade_income_up	diplomacy	false	Event
false	wh2_main_incident_intercontinental_diplomacy	diplomacy	true	Event
false	wh2_main_incident_intrigue_any_negative_1a	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_any_negative_1b	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_any_negative_1c	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_any_negative_1d	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_any_negative_2a	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_any_negative_2b	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_any_negative_3a	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_any_negative_3b	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_any_positive_1a	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_any_positive_1b	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_any_positive_1c	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_any_positive_1d	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_any_positive_2a	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_any_positive_2b	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_any_positive_3a	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_any_positive_3b	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_def_negative_1a	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_def_negative_1b	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_def_negative_1c	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_def_negative_2a	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_def_negative_3a	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_def_positive_1a	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_def_positive_1b	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_def_positive_1c	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_def_positive_2a	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_def_positive_3a	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_emp_negative_1	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_emp_negative_2	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_emp_negative_3	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_emp_positive_1	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_emp_positive_2	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_emp_positive_3	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_hef_negative_1a	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_hef_negative_1b	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_hef_negative_1c	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_hef_negative_1d	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_hef_negative_2a	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_hef_negative_2b	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_hef_negative_3a	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_hef_negative_3b	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_hef_positive_1a	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_hef_positive_1b	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_hef_positive_1c	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_hef_positive_1d	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_hef_positive_2a	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_hef_positive_2b	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_hef_positive_3a	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_lzd_negative_1a	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_lzd_negative_1b	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_lzd_negative_2a	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_lzd_negative_3a	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_lzd_positive_1a	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_lzd_positive_1b	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_lzd_positive_1c	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_lzd_positive_2a	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_lzd_positive_3a	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_skv_negative_1a	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_skv_negative_1b	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_skv_negative_1c	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_skv_negative_2a	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_skv_negative_3a	court_intrigue_3	false	Diplomatic
false	wh2_main_incident_intrigue_skv_positive_1a	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_skv_positive_1b	court_intrigue_1	false	Diplomatic
false	wh2_main_incident_intrigue_skv_positive_2a	court_intrigue_2	false	Diplomatic
false	wh2_main_incident_intrigue_skv_positive_3a	court_intrigue_3	false	Diplomatic
true	wh2_main_incident_lzd_agent_champion	generic	false	Event
true	wh2_main_incident_lzd_agent_wizard	army_special_spawnings	false	Event
true	wh2_main_incident_lzd_building_cost_down	civilisation_up	false	Event
true	wh2_main_incident_lzd_chaos_corruption_up	messenger	false	Event
true	wh2_main_incident_lzd_cold_one_recruitment_cost_down_campaign_movement_range_up	army_morale_up	false	Event
true	wh2_main_incident_lzd_damage_building	army_morale_down	false	Event
true	wh2_main_incident_lzd_growth_down	politics	false	Event
true	wh2_main_incident_lzd_melee_infantry_melee_defense_up	army_morale_up	false	Event
true	wh2_main_incident_lzd_monster_recruitment_cost_down	land_victory	false	Event
true	wh2_main_incident_lzd_morale_down_recruitment_cost_up	politics	false	Event
true	wh2_main_incident_lzd_morale_up_againt_chs_nors_bst_vmp	faction	false	Event
true	wh2_main_incident_lzd_morale_up_public_order_up	celebration	false	Event
true	wh2_main_incident_lzd_public_order_down	settlement_lost	false	Event
true	wh2_main_incident_lzd_public_order_up_temple_guard_recruitment_cost_down	generic	false	Event
true	wh2_main_incident_lzd_recruitment_cost_up_starting_exp_up	army_morale_up	false	Event
true	wh2_main_incident_lzd_recruitment_morale_up_against_def_skv	celebration	false	Event
true	wh2_main_incident_lzd_research_rate_up	diplomacy	false	Event
true	wh2_main_incident_skv_agent_champion	messenger	false	Event
true	wh2_main_incident_skv_agent_engineer	faction	false	Event
true	wh2_main_incident_skv_building_cost_down	funeral	false	Event
true	wh2_main_incident_skv_campaign_movement_range_increase	civilisation_up	false	Event
true	wh2_main_incident_skv_damage_building	settlement_lost	false	Event
false	wh2_main_incident_skv_growth_down	civilisation_up	false	Event
true	wh2_main_incident_skv_melee_infantry_melee_attack_up_morale_up	army_morale_up	false	Event
true	wh2_main_incident_skv_monster_unit_recruitment_cost_down_growth_down	funeral	false	Event
true	wh2_main_incident_skv_morale_down_recruitment_cost_up	civilisation_down	false	Event
true	wh2_main_incident_skv_morale_up_against_dwf	diplomacy	false	Event
true	wh2_main_incident_skv_morale_up_public_order_up	celebration	false	Event
true	wh2_main_incident_skv_public_order_down	funeral	false	Event
true	wh2_main_incident_skv_raid_sacking_income_up	civilisation_up	false	Event
true	wh2_main_incident_skv_replenish_up	celebration	false	Event
true	wh2_main_incident_skv_research_rate_up	politics	false	Event
true	wh2_main_incident_skv_siege_time_down	besieged	false	Event
true	wh2_main_incident_skv_warp_unit_recruitment_cost_down	civilisation_up	false	Event
true	wh_dlc01_incident_chs_blessings_of_the_maggoth_lords	celebration	false	Religious
true	wh_dlc01_incident_chs_blood_sacrifice	army_morale_up	false	Religious
true	wh_dlc01_incident_chs_chaos_cult_discovered	army_morale_down	false	Religious
true	wh_dlc01_incident_chs_exalted	faction	false	Event
true	wh_dlc01_incident_chs_eye_of_the_gods	civilisation_up	false	Religious
true	wh_dlc01_incident_chs_eye_of_the_gods_bad	civilisation_down	false	Religious
true	wh_dlc01_incident_chs_honour_of_khorne	messenger	false	Event
true	wh_dlc01_incident_chs_intertribal_warfare	faction	false	Domestic
true	wh_dlc01_incident_chs_irresistible_force	besieged	false	Event
true	wh_dlc01_incident_chs_magic_is_chaos	army_morale_up	false	Event
true	wh_dlc01_incident_chs_myriad_gifts_of_mutation	messenger	false	Religious
true	wh_dlc01_incident_chs_northern_crusade	land_defeat	false	Event
true	wh_dlc01_incident_chs_pleasure_palace_of_slaanesh	civilisation_up	false	Religious
true	wh_dlc01_incident_chs_rancid_visitations	land_victory	false	Religious
true	wh_dlc01_incident_chs_temple_of_skulls	civilisation_up	false	Religious
true	wh_dlc01_incident_chs_the_boon_of_tzeentch	celebration	false	Religious
true	wh_dlc01_incident_chs_the_dragon_ogres_awake	faction	false	Event
true	wh_dlc01_incident_chs_the_spawn_tide	diplomacy	false	Religious
true	wh_dlc01_incident_chs_vorpal_hurricane_of_chaos	army_morale_down	false	Setback
true	wh_dlc01_incident_chs_your_rivals_plot	diplomacy	false	Domestic
true	wh_dlc02_incident_all_charge_carnage	carnage_charge	false	Event
true	wh_dlc02_incident_all_magic_carnage	carnage_magic	false	Event
true	wh_dlc02_incident_all_weapon_carnage	carnage_weapons	false	Event
true	wh_dlc03_incident_bst_a_ritual_challenge	faction	false	Domestic
true	wh_dlc03_incident_bst_a_stone_of_the_past	civilisation_up	false	Event
true	wh_dlc03_incident_bst_bloodgreed_beasts	faction	false	Event
true	wh_dlc03_incident_bst_defilement_of_sigmar	army_morale_up	false	Religious
true	wh_dlc03_incident_bst_eye_of_the_gods	civilisation_up	false	Religious
true	wh_dlc03_incident_bst_eye_of_the_gods_bad	civilisation_down	false	Religious
true	wh_dlc03_incident_bst_favoured_by_khorne	messenger	false	Religious
true	wh_dlc03_incident_bst_mage_hunter	politics	false	Event
true	wh_dlc03_incident_bst_rewards_of_ruin	messenger	false	Religious
true	wh_dlc03_incident_bst_skulls_for_the_skull_throne	celebration	false	Religious
true	wh_dlc03_incident_bst_sober_for_once_bad	celebration	false	Event
true	wh_dlc03_incident_bst_sober_for_once_good	celebration	false	Event
true	wh_dlc03_incident_bst_the_black_harvest	messenger	false	Event
false	wh_dlc03_incident_bst_the_fall_of_men	land_victory	false	Event
true	wh_dlc03_incident_bst_the_harbinger	army_morale_up	false	Event
true	wh_dlc03_incident_bst_tribal_celebration	celebration	false	Event
true	wh_dlc03_incident_bst_wandering_giants	faction	false	Event
false	wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2_3	generic	false	Quest
true	wh_dlc05_incident_wef_bark_and_soul	land_victory	false	Event
true	wh_dlc05_incident_wef_from_good_stock	civilisation_up	false	Event
true	wh_dlc05_incident_wef_knowledge_of_the_ancestors	politics	false	Event
true	wh_dlc05_incident_wef_official_masque_business	celebration	false	Event
true	wh_dlc05_incident_wef_only_one	settlement_lost	false	Event
true	wh_dlc05_incident_wef_the_dreamer_of_dreams	messenger	false	Event
true	wh_dlc05_incident_wef_the_forge_of_starlight	land_victory	false	Event
true	wh_dlc05_incident_wef_the_great_council	politics	true	Event
true	wh_dlc05_incident_wef_the_season_of_beginnings	civilisation_up	false	Event
true	wh_dlc05_incident_wef_the_turning_of_the_leaves	generic	false	Event
true	wh_dlc05_incident_wef_the_wild_heath	civilisation_down	false	Event
true	wh_dlc05_incident_wef_vengeance_of_the_asrai	land_victory	false	Event
true	wh_dlc05_incident_wef_voice_of_the_forest	messenger	false	Event
true	wh_dlc05_incident_wef_wraith_and_home	land_victory	false	Event
false	wh_dlc06_dwf_belegar_ironhammer_shield_of_defiance_stage_1.2	besieged	true	Event
false	wh_dlc06_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_4	messenger	false	Quest
true	wh_dlc07_incident_brt_careless_hunting	faction	false	Event
true	wh_dlc07_incident_brt_containing_the_pox	civilisation_down	false	Event
true	wh_dlc07_incident_brt_exquisite_goods	generic	false	Event
true	wh_dlc07_incident_brt_filled_with_prayer	civilisation_up	false	Event
true	wh_dlc07_incident_brt_grandiose_tournament	faction	false	Event
true	wh_dlc07_incident_brt_influx_of_builders	faction	false	Event
true	wh_dlc07_incident_brt_lavish_feast	celebration	false	Event
true	wh_dlc07_incident_brt_not_very_noble	politics	false	Event
true	wh_dlc07_incident_brt_overconfidence	messenger	false	Event
true	wh_dlc07_incident_brt_rowdy_peasants	messenger	false	Event
true	wh_dlc07_incident_brt_splendid_monasteries	civilisation_up	false	Event
true	wh_dlc07_incident_brt_unpeasant_business	generic	false	Event
false	wh_dlc07_incident_greenskin_rebelions	army_morale_up_grn	true	Event
