audio_group_sounds_tables	17
distance_scaled	density_scaled	event_start	event_stop	grouping_size	max_distance	name	split	split_close	split_far	split_offset	spotlight	use_reverb	max_start_delay_near	max_start_delay_far	stop_delay	min_refire_time	size_game_parameter	grouping_switch	linked_group_sound	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	grouping	rtpc_1_max_grouping_difference	rtpc_2_max_grouping_difference	size_scaler	min_distance	dual_group_sound	min_size	one_shot_influence_duration	scaled_azimuth_rtpc	doppler_rtpc_name	obstruction_size	trigger_charge_time_to_target	disable_group_merging
false	false	Battle_Group_Vocalisation_DarkElves_Female_Melee_Play	Battle_Group_Vocalisation_DarkElves_Female_Melee_Stop	24	400	wh2_grp_vocalisation_darkelves_female_melee	false	0	0	0	true	true	0	0	0.6	0.5	Battle_Group_Size_Slew			Battle_Unit_Morale	Unit_Morale_Level				100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_female	6	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Female_Pain		18	250	wh2_grp_vocalisation_darkelves_female_pain	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		4	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Female_Sisters_Taunt_Play	Battle_Group_Vocalisation_DarkElves_Female_Sisters_Taunt_Stop	12	400	wh2_grp_vocalisation_darkelves_female_sisters_taunting	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_female	15	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Female_Taunt		32	400	wh2_grp_vocalisation_darkelves_female_taunt	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Female_Taunt_Play	Battle_Group_Vocalisation_DarkElves_Female_Taunt_Stop	12	400	wh2_grp_vocalisation_darkelves_female_taunting	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_grp_vocalisation_darkelves_female_encouragement	15	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Female_Unit_Response		32	400	wh2_grp_vocalisation_darkelves_female_unit_response	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Female_Unit_Selection_Sisters		32	400	wh2_grp_vocalisation_darkelves_female_unit_selection_sisters	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Female_Unit_Selection_Witch		32	400	wh2_grp_vocalisation_darkelves_female_unit_selection_witch	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Male_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_vocalisation_darkelves_male_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20	100	1	0		5	5	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_DarkElves_Male_Collision		32	250	wh2_grp_vocalisation_darkelves_male_collision	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size			Battle_Group_Vocalisation_Cohesion	Entity_Cohesion				1	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Male_Melee_Play	Battle_Group_Vocalisation_DarkElves_Male_Melee_Stop	24	400	wh2_grp_vocalisation_darkelves_male_melee	false	0	0	0	true	true	0	0	0.6	0.5	Battle_Group_Size_Slew			Battle_Unit_Morale	Unit_Morale_Level				100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_male	6	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Male_Pain		18	250	wh2_grp_vocalisation_darkelves_male_pain	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		4	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Male_Taunt		32	400	wh2_grp_vocalisation_darkelves_male_taunt	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Male_Taunt_Play	Battle_Group_Vocalisation_DarkElves_Male_Taunt_Stop	12	400	wh2_grp_vocalisation_darkelves_male_taunting	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_grp_vocalisation_generic_male_encouragement	15	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Male_Unit_Response		32	400	wh2_grp_vocalisation_darkelves_male_unit_response	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_DarkElves_Male_Unit_Selection		32	400	wh2_grp_vocalisation_darkelves_male_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vox_Oneshot_Deck_Dropper_Bat_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_vocalisation_deck_dropper_bat_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size								100	100	1	0		5	4	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Generic_Female_Routing_Play	Battle_Group_Vocalisation_Generic_Female_Routing_Stop	24	100	wh2_grp_vocalisation_generic_female_routing	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Generic_Male_Encouragement_Play	Battle_Group_Vocalisation_Generic_Male_Encouragement_Stop	18	400	wh2_grp_vocalisation_generic_male_encouragement	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_male	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Generic_Male_Routing_Play	Battle_Group_Vocalisation_Generic_Male_Routing_Stop	24	100	wh2_grp_vocalisation_generic_male_routing	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_HighElves_Female_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_vocalisation_highelves_female_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20	100	1	0		5	5	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_HighElves_Female_Taunt		32	400	wh2_grp_vocalisation_highelves_female_taunt	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_HighElves_Female_Taunt_Play	Battle_Group_Vocalisation_HighElves_Female_Taunt_Stop	32	400	wh2_grp_vocalisation_highelves_female_taunting	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh_grp_vocalisation_human_female_encouragement	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_HighElves_Female_Unit_Response		32	400	wh2_grp_vocalisation_highelves_female_unit_response	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_HighElves_Female_Unit_Selection		32	400	wh2_grp_vocalisation_highelves_female_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_HighElves_Male_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_vocalisation_highelves_male_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20	100	1	0		5	5	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_HighElves_Male_Collision		32	250	wh2_grp_vocalisation_highelves_male_collision	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size			Battle_Group_Vocalisation_Cohesion	Entity_Cohesion				1	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_HighElves_Male_Melee_Play	Battle_Group_Vocalisation_HighElves_Male_Melee_Stop	24	400	wh2_grp_vocalisation_highelves_male_melee	false	0	0	0	true	true	0	0	0.6	0.5	Battle_Group_Size_Slew			Battle_Unit_Morale	Unit_Morale_Level				100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_male	6	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_HighElves_Male_Pain		18	250	wh2_grp_vocalisation_highelves_male_pain	false	0	0	0	false	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_HighElves_Male_Taunt		32	400	wh2_grp_vocalisation_highelves_male_taunt	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_HighElves_Male_Taunt_Play	Battle_Group_Vocalisation_HighElves_Male_Taunt_Stop	12	400	wh2_grp_vocalisation_highelves_male_taunting	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_grp_vocalisation_generic_male_encouragement	15	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_HighElves_Male_Unit_Response		32	400	wh2_grp_vocalisation_highelves_male_unit_response	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_HighElves_Male_Unit_Selection		32	400	wh2_grp_vocalisation_highelves_male_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Horse_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_vocalisation_horse_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size								100	100	1	0		5	3	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Horse_Collision		32	250	wh2_grp_vocalisation_horse_collision	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Horse_Melee_Play	Battle_Group_Vocalisation_Horse_Melee_Stop	24	400	wh2_grp_vocalisation_horse_melee	false	0	0	0	true	true	0	0	0.6	0.5	Battle_Group_Size_Slew								100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_gutteral	6	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Horse_Pain		18	250	wh2_grp_vocalisation_horse_pain	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Kroxigor_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_vocalisation_kroxigor_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size								100	100	1	0		5	3	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Kroxigor_Collision		32	250	wh2_grp_vocalisation_kroxigor_collision	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Kroxigor_Melee_Play	Battle_Group_Vocalisation_Kroxigor_Melee_Stop	24	400	wh2_grp_vocalisation_kroxigor_melee	false	0	0	0	true	true	0	0	0.6	0.5	Battle_Group_Size_Slew								100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_gutteral	6	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Mournguls_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_vocalisation_mourngul_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size								100	100	1	0		5	2.9	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Mournguls_Selection		32	400	wh2_grp_vocalisation_mourngul_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Overlay_Creature_Play	Battle_Group_Vocalisation_Overlay_Creature_Stop	250	1000	wh2_grp_vocalisation_overlay_creature	false	20	28	15	true	true	0	0	0.2	0.5	Battle_Group_Melee_Size								100	100	1	100		25	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Overlay_Humanoid_Female_Play	Battle_Group_Vocalisation_Overlay_Humanoid_Female_Stop	250	1000	wh2_grp_vocalisation_overlay_humanoid_female	false	20	28	15	true	true	0	0	0.2	0.5	Battle_Group_Melee_Size								100	100	1	100		25	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Overlay_Humanoid_Gutteral_Play	Battle_Group_Vocalisation_Overlay_Humanoid_Gutteral_Stop	250	1000	wh2_grp_vocalisation_overlay_humanoid_gutteral	false	20	28	15	true	true	0	0	0.2	0.5	Battle_Group_Melee_Size								100	100	1	100		25	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Overlay_Humanoid_Male_Play	Battle_Group_Vocalisation_Overlay_Humanoid_Male_Stop	250	1000	wh2_grp_vocalisation_overlay_humanoid_male	false	20	28	15	true	true	0	0	0.2	0.5	Battle_Group_Melee_Size								100	100	1	100		25	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Overlay_Humanoid_Nasal_Play	Battle_Group_Vocalisation_Overlay_Humanoid_Nasal_Stop	250	1000	wh2_grp_vocalisation_overlay_humanoid_nasal	false	20	28	15	true	true	0	0	0.2	0.5	Battle_Group_Melee_Size								100	100	1	100		25	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Rat_Ogre_Charge		32	400	wh2_grp_vocalisation_rat_ogre_charge	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Rat_Ogre_Unit_Selection		32	400	wh2_grp_vocalisation_rat_ogre_unit_response	false	0	0	0	false	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Rat_Ogre_Unit_Selection		32	400	wh2_grp_vocalisation_rat_ogre_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vox_Loop_Ripperdactyl_idle_play	Battle_Group_Vox_Loop_Ripperdactyl_idle_stop	22	300	wh2_grp_vocalisation_ripperdactyl_idle	false	5	15	15	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Rotting_Prometheans_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_vocalisation_rotting_prometheans_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size								100	100	1	0		5	5	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Rotting_Prometheans_Unit_Response		32	400	wh2_grp_vocalisation_rotting_prometheans_unit_response	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Rotting_Prometheans_Unit_Selection		32	400	wh2_grp_vocalisation_rotting_prometheans_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Play_Battle_Group_Vocalisation_Salamander_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_vocalisation_salamander_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size								100	100	1	0		5	2.9	Battle_Group_Azimuth		0	0	true
false	false	Play_Battle_Group_Vocalisation_Salamander_Unit_Response		32	400	wh2_grp_vocalisation_salamander_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Idle_Play	Battle_Group_Vocalisation_Saurus_Idle_Stop	32	200	wh2_grp_vocalisation_saurus_Idle	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Charge		32	400	wh2_grp_vocalisation_saurus_charge	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Saurus_Melee_Play	Battle_Group_Vocalisation_Saurus_Melee_Stop	32	400	wh2_grp_vocalisation_saurus_melee	false	0	0	0	false	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_grp_vocalisation_overlay_creature	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Pain		18	250	wh2_grp_vocalisation_saurus_pain	false	0	0	0	false	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Taunt_Play	Battle_Group_Vocalisation_Saurus_Taunt_Stop	32	400	wh2_grp_vocalisation_saurus_taunting	false	0	0	0	false	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Unit_Response		32	400	wh2_grp_vocalisation_saurus_unit_response	false	0	0	0	false	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Unit_Selection		32	400	wh2_grp_vocalisation_saurus_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Idle_Play	Battle_Group_Vocalisation_Skaven_Idle_Stop	32	200	wh2_grp_vocalisation_skaven_Idle	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Charge		32	400	wh2_grp_vocalisation_skaven_charge	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Skaven_Melee_Play	Battle_Group_Vocalisation_Skaven_Melee_Stop	32	400	wh2_grp_vocalisation_skaven_melee	false	0	0	0	false	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_nasal	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Pain		18	250	wh2_grp_vocalisation_skaven_pain	false	0	0	0	false	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Taunt_Play	Battle_Group_Vocalisation_Skaven_Taunt_Stop	32	400	wh2_grp_vocalisation_skaven_taunting	false	0	0	0	false	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_nasal	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Unit_Response		32	400	wh2_grp_vocalisation_skaven_unit_response	false	0	0	0	false	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skinks_Idle_Play	Battle_Group_Vocalisation_Skinks_Idle_Stop	32	200	wh2_grp_vocalisation_skinks_Idle	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skinks_Charge		32	400	wh2_grp_vocalisation_skinks_charge	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Skinks_Melee_Play	Battle_Group_Vocalisation_Skinks_Melee_Stop	32	400	wh2_grp_vocalisation_skinks_melee	false	0	0	0	false	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_nasal	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skinks_Pain		18	250	wh2_grp_vocalisation_skinks_pain	false	0	0	0	false	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skinks_Taunt_Play	Battle_Group_Vocalisation_Skinks_Taunt_Stop	32	400	wh2_grp_vocalisation_skinks_taunting	false	0	0	0	false	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_nasal	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skinks_Unit_Response		32	400	wh2_grp_vocalisation_skinks_unit_response	false	0	0	0	false	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skinks_Unit_Selection		32	400	wh2_grp_vocalisation_skinks_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Syreens_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_vocalisation_syreen_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20	100	1	0		5	3	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Syreens_Pain		18	250	wh2_grp_vocalisation_syreen_pain	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		4	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Syreens_Idle_Play	Battle_Group_Vocalisation_Syreens_Idle_Stop	18	250	wh2_grp_vocalisation_syreens_idle	false	5	15	15	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Syreens_Melee_Play	Battle_Group_Vocalisation_Syreens_Melee_Stop	24	400	wh2_grp_vocalisation_syreens_melee	false	0	0	0	true	true	0	0	0.6	0.5	Battle_Group_Size_Slew			Battle_Unit_Morale	Unit_Morale_Level				100	100	1	0		6	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Syreens_Unit_Selection		32	400	wh2_grp_vocalisation_syreens_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vox_Loop_Terradon_idle_play	Battle_Group_Vox_Loop_Terradon_idle_stop	22	300	wh2_grp_vocalisation_terradon_idle	false	5	15	15	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_TMB_Carrion_Charge		32	400	wh2_grp_vocalisation_tmb_carrion_charge	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Movement_Beast_Medium_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_TMB_Carrion_Idle_Play	Battle_Group_Vocalisation_TMB_Carrion_Idle_Stop	32	250	wh2_grp_vocalisation_tmb_carrion_idle	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Movement_Beast_Medium_Size								100	100	1	0	wh_grp_melee_generic_distant	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_TMB_Carrion_Melee_Play	Battle_Group_Vocalisation_TMB_Carrion_Melee_Stop	32	250	wh2_grp_vocalisation_tmb_carrion_melee	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Movement_Beast_Medium_Size								100	100	1	0	wh2_grp_vocalisation_overlay_creature	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_TMB_Carrion_Pain		18	180	wh2_grp_vocalisation_tmb_carrion_pain	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Movement_Beast_Medium_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_TMB_Carrion_Running_Play	Battle_Group_Vocalisation_TMB_Carrion_Running_Stop	32	250	wh2_grp_vocalisation_tmb_carrion_running	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Movement_Beast_Medium_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_TMB_Carrion_Charge		32	250	wh2_grp_vocalisation_tmb_carrion_taunt	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Movement_Beast_Medium_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_TMB_Carrion_Unit_Selection		32	350	wh2_grp_vocalisation_tmb_carrion_unit_response	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Movement_Beast_Medium_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_tmb_Skeletons_Charge		32	400	wh2_grp_vocalisation_tmb_skeleton_charge	false	0	0	0	true	true	0.3	0.6	0	0.35000002	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20	100	1	0		5	0	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_tmb_Skeletons_Melee_Play	Battle_Group_Vocalisation_tmb_Skeletons_Melee_Stop	32	400	wh2_grp_vocalisation_tmb_skeleton_melee	false	0	0	0	true	true	0.3	0.6	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_grp_vocalisation_overlay_creature	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_tmb_Skeletons_Pain		18	250	wh2_grp_vocalisation_tmb_skeleton_pain	false	0	0	0	true	true	0.3	0.6	0	0.35000002	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
