audio_metadata_tag_entity_overrides_tables	0
metadata_tag	entity_type	sound_event_battle_start	sound_event_battle_stop	sound_event_campaign_start	sound_event_campaign_stop
wh2_hef_dragon_large_star	Vocalisation_Dragon_Large_Melee_Attack	Battle_Individual_Vocalisation_Star_Dragon_Melee_Swing		Campaign_Individual_Vocalisation_Moon_Dragon_Melee_Attack	
wh2_hef_dragon_large_sun	Vocalisation_Dragon_Large_Melee_Attack	Battle_Individual_Vocalisation_Sun_Dragon_Melee_Swing		Campaign_Individual_Vocalisation_Sun_Dragon_Melee_Swing	
wh_dlc_wef_dragon_large_forest	Vocalisation_Dragon_Large_Melee_Attack	Battle_Individual_Vocalisation_Forest_Dragon_Melee_Attack		Campaign_Individual_Vocalisation_Forest_Dragon_Melee_Attack	
wh2_hef_dragon_large_black	Vocalisation_Dragon_Large_Pain	Battle_Individual_Vocalisation_Black_Dragon_Pain		Campaign_Individual_Vocalisation_Black_Dragon_Pain	
wh2_hef_dragon_large_moon	Vocalisation_Dragon_Large_Pain	Battle_Individual_Vocalisation_Moon_Dragon_Pain		Campaign_Individual_Vocalisation_Moon_Dragon_Pain	
wh2_hef_dragon_large_star	Vocalisation_Dragon_Large_Pain	Battle_Individual_Vocalisation_Star_Dragon_Pain		Campaign_Individual_Vocalisation_Star_Dragon_Pain	
wh2_hef_dragon_large_sun	Vocalisation_Dragon_Large_Pain	Battle_Individual_Vocalisation_Sun_Dragon_Pain		Campaign_Individual_Vocalisation_Sun_Dragon_Pain	
wh_dlc_wef_dragon_large_forest	Vocalisation_Dragon_Large_Pain	Battle_Individual_Vocalisation_Forest_Dragon_Pain		Campaign_Individual_Vocalisation_Forest_Dragon_Pain	
wh2_hef_dragon_large_black	Vocalisation_Dragon_Large_Scream_Stop	Battle_Individual_Vocalisation_Black_Dragon_Scream_Stop		Campaign_Individual_Vocalisation_Black_Dragon_Scream_Stop	
wh2_hef_dragon_large_moon	Vocalisation_Dragon_Large_Scream_Stop	Battle_Individual_Vocalisation_Moon_Dragon_Scream_Stop		Campaign_Individual_Vocalisation_Moon_Dragon_Scream_Stop	
wh2_hef_dragon_large_star	Vocalisation_Dragon_Large_Scream_Stop	Battle_Individual_Vocalisation_Star_Dragon_Scream_Stop			
wh2_hef_dragon_large_sun	Vocalisation_Dragon_Large_Scream_Stop	Battle_Individual_Vocalisation_Sun_Dragon_Scream_Stop		Campaign_Individual_Vocalisation_Sun_Dragon_Scream_Stop	
wh_dlc_wef_dragon_large_forest	Vocalisation_Dragon_Large_Scream_Stop	Battle_Individual_Vocalisation_Forest_Dragon_Scream_Stop			
wh2_hef_dragon_large_black	Vocalisation_Dragon_Large_Scream	Battle_Individual_Vocalisation_Black_Dragon_Scream		Campaign_Individual_Vocalisation_Black_Dragon_Scream	
wh2_hef_dragon_large_moon	Vocalisation_Dragon_Large_Scream	Battle_Individual_Vocalisation_Moon_Dragon_Scream		Campaign_Individual_Vocalisation_Moon_Dragon_Scream	
wh2_hef_dragon_large_star	Vocalisation_Dragon_Large_Scream	Battle_Individual_Vocalisation_Star_Dragon_Scream		Campaign_Individual_Vocalisation_Star_Dragon_Scream	
wh2_hef_dragon_large_sun	Vocalisation_Dragon_Large_Scream	Battle_Individual_Vocalisation_Sun_Dragon_Scream		Campaign_Individual_Vocalisation_Sun_Dragon_Scream	
wh_dlc_wef_dragon_large_forest	Vocalisation_Dragon_Large_Scream	Battle_Individual_Vocalisation_Forest_Dragon_Scream		Campaign_Individual_Vocalisation_Forest_Dragon_Scream	
wh_dwarf_default_LH	Vocalisation_Dwarf_Melee_Swing	Battle_Individual_Vocalisation_Dwarf_Melee_Swing_LH		Campaign_Individual_Vocalisation_Dwarf_Melee_Swing	
wh_dwarf_default_LORD	Vocalisation_Dwarf_Melee_Swing	Battle_Individual_Vocalisation_Dwarf_Melee_Swing_LH		Campaign_Individual_Vocalisation_Dwarf_Melee_Swing	
wh_dwarf_ghost_LH	Vocalisation_Dwarf_Melee_Swing	Battle_Individual_Vocalisation_Dwarf_Melee_Swing_LH		Campaign_Individual_Vocalisation_Dwarf_Melee_Swing	
wh_dwarf_grombrindal_LORD	Vocalisation_Dwarf_Melee_Swing	Battle_Individual_Vocalisation_Dwarf_Melee_Swing_LH		Campaign_Individual_Vocalisation_Dwarf_Melee_Swing	
wh_dwarf_runemsith_LH	Vocalisation_Dwarf_Melee_Swing	Battle_Individual_Vocalisation_Dwarf_Melee_Swing_LH		Campaign_Individual_Vocalisation_Dwarf_Melee_Swing	
wh_dwarf_throne_of_power_LH	Vocalisation_Dwarf_Melee_Swing	Battle_Individual_Vocalisation_Dwarf_Melee_Swing_LH		Campaign_Individual_Vocalisation_Dwarf_Melee_Swing	
wh_dwarf_throne_of_power_LORD	Vocalisation_Dwarf_Melee_Swing	Battle_Individual_Vocalisation_Dwarf_Melee_Swing_LH		Campaign_Individual_Vocalisation_Dwarf_Melee_Swing	
wh_dwarf_default_LH	Vocalisation_Dwarf_Roar	Battle_Individual_Vocalisation_Dwarf_Roar_LH		Campaign_Individual_Vocalisation_Dwarf_Roar	
wh_dwarf_default_LORD	Vocalisation_Dwarf_Roar	Battle_Individual_Vocalisation_Dwarf_Roar_LH		Campaign_Individual_Vocalisation_Dwarf_Roar	
wh_dwarf_ghost_LH	Vocalisation_Dwarf_Roar	Battle_Individual_Vocalisation_Dwarf_Roar_LH		Campaign_Individual_Vocalisation_Dwarf_Roar	
wh_dwarf_grombrindal_LORD	Vocalisation_Dwarf_Roar	Battle_Individual_Vocalisation_Dwarf_Roar_LH		Campaign_Individual_Vocalisation_Dwarf_Roar	
wh_dwarf_runemsith_LH	Vocalisation_Dwarf_Roar	Battle_Individual_Vocalisation_Dwarf_Roar_LH		Campaign_Individual_Vocalisation_Dwarf_Roar	
wh_dwarf_throne_of_power_LH	Vocalisation_Dwarf_Roar	Battle_Individual_Vocalisation_Dwarf_Roar_LH		Campaign_Individual_Vocalisation_Dwarf_Roar	
wh_dwarf_throne_of_power_LORD	Vocalisation_Dwarf_Roar	Battle_Individual_Vocalisation_Dwarf_Roar_LH		Campaign_Individual_Vocalisation_Dwarf_Roar	
wh2_def_elf_male_Lokhir_LORD	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Death	
wh2_def_elf_male_Malekith_LORD	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death_Malekith	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_def_elf_male_default_LORD	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_dlc10_def_doomfire_warlocks	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh2_hef_elf_male_default_LORD	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Death				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Death		Campaign_Individual_Vocalisation_Elf_Male_Death	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Death	Battle_Individual_Vocalisation_Elf_Male_Death		Campaign_Individual_Vocalisation_Elf_Male_Death	
wh2_def_elf_male_Lokhir_LORD	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Idle_Melee_Swing	
wh2_def_elf_male_Malekith_LORD	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing_Malekith	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing	
wh2_def_elf_male_default_LORD	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing	
wh2_dlc10_def_doomfire_warlocks	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Melee_Swing	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing	
wh2_hef_elf_male_default_LORD	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Idle_Melee_Swing				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Melee_Swing	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Idle_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing	
wh2_def_elf_male_Lokhir_LORD	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Idle_Roar		Campaign_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Idle_Roar	
wh2_def_elf_male_Malekith_LORD	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Idle_Roar		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Roar_Malekith	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Roar		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Roar	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Roar_LH		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Roar	
wh2_def_elf_male_default_LORD	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Roar_LH		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Roar	
wh2_dlc10_def_doomfire_warlocks	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Roar		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Roar	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Roar		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Roar	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_High_Default_Roar_LH		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Roar	
wh2_hef_elf_male_default_LORD	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_High_Default_Roar_LH		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Roar	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Idle_Roar				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_High_Default_Roar_LH		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Roar	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_Idle_Roar		Campaign_Individual_Vocalisation_Elf_Male_Idle_Roar	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Idle_Roar	Battle_Individual_Vocalisation_Elf_Male_Roar_LH		Campaign_Individual_Vocalisation_Elf_Male_Idle_Roar	
wh2_def_elf_male_Lokhir_LORD	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Idle_Scream	
wh2_def_elf_male_Malekith_LORD	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream_Malekith	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream	
wh2_def_elf_male_default_LORD	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream	
wh2_dlc10_def_doomfire_warlocks	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Idle_Scream	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream	
wh2_hef_elf_male_default_LORD	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Idle_Scream				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Idle_Scream	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Scream		Campaign_Individual_Vocalisation_Elf_Male_Scream	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Idle_Scream	Battle_Individual_Vocalisation_Elf_Male_Scream		Campaign_Individual_Vocalisation_Elf_Male_Scream	
wh2_def_elf_male_Lokhir_LORD	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Jump		Campaign_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Jump	
wh2_def_elf_male_Malekith_LORD	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Jump		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Jump_Malekith	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Jump	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Jump	
wh2_def_elf_male_default_LORD	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Jump	
wh2_dlc10_def_doomfire_warlocks	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Jump	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Jump	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Jump	
wh2_hef_elf_male_default_LORD	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Jump	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Jump				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Jump	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Jump		Campaign_Individual_Vocalisation_Elf_Male_Jump	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Jump	Battle_Individual_Vocalisation_Elf_Male_Jump		Campaign_Individual_Vocalisation_Elf_Male_Jump	
wh2_def_elf_male_Lokhir_LORD	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Land		Campaign_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Land	
wh2_def_elf_male_Malekith_LORD	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Land		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Land_Malekith	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Land	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Land	
wh2_def_elf_male_default_LORD	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Land	
wh2_dlc10_def_doomfire_warlocks	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Land	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Land	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Land	
wh2_hef_elf_male_default_LORD	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Land	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Land				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Land	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Land		Campaign_Individual_Vocalisation_Elf_Male_Land	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Land	Battle_Individual_Vocalisation_Elf_Male_Land		Campaign_Individual_Vocalisation_Elf_Male_Land	
wh2_def_elf_male_Lokhir_LORD	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Death	
wh2_def_elf_male_Malekith_LORD	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death_Malekith	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_def_elf_male_default_LORD	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_dlc10_def_doomfire_warlocks	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Death	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh2_hef_elf_male_default_LORD	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Matched_Death				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Death	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_Death	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Matched_Death	Battle_Individual_Vocalisation_Elf_Male_Matched_Death		Campaign_Individual_Vocalisation_Elf_Male_Death	
wh2_def_elf_male_Lokhir_LORD	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Melee_Swing	
wh2_def_elf_male_Malekith_LORD	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Malekith_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Melee_Swing_Malekith	
wh2_def_elf_male_default	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Melee_Swing	
wh2_def_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Melee_Swing	
wh2_def_elf_male_default_LORD	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Melee_Swing	
wh2_dlc10_def_doomfire_warlocks	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Dark_Default_Melee_Swing	
wh2_hef_elf_male_default	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing	
wh2_hef_elf_male_default_LH	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing	
wh2_hef_elf_male_default_LORD	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing	
wh2_hef_elf_male_phoenix_guard	Vocalisation_Elf_Male_Matched_Melee_Swing				
wh2_hef_elf_male_tyrion_LH	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_High_Default_Melee_Swing	
wh_dlc_wef_elf_male	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing	
wh_dlc_wef_elf_male_LH	Vocalisation_Elf_Male_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Male_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Male_Melee_Swing	
wh2_def_elf_male_Lokhir_LORD	Vocalisation_Elf_Male_Matched_Pain	Battle_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Pain		Campaign_Individual_Vocalisation_Elf_Male_Dark_Lokhir_Pain	
