battle_set_pieces_tables	12
battle_duration	battle_environment	battle_enviroment_audio	battle_name	battle_script	battle_type	frontend_icon_offset_x	frontend_icon_offset_y	is_player_attacker	bmd_layer_type	use_large_armies	battlefield_folder	teleport_cost	catchment_area	intro_movie	outro_movie_win	outro_movie_lose	campaign_pre_battle_intro_movie
60	weather/battle/wh_wef_nit_02.environment		wh_dlc05_qb_wef_orion_the_cloak_of_isha_stage_3_the_night_glens_mini	script\battle\quest_battles\orion\cloak_of_isha\battle_script.lua	classic	-60	-10	true	quest_battle_1	true	qb_dlc05_night_glens	800					
60	weather/battle/wh_wef_morghur_01.environment		wh_dlc05_qb_wef_orion_the_horn_of_the_wild_stage_3_witherhold	script\battle\quest_battles\orion\horn_of_the_wild_hunt\battle_script.lua	classic	-60	-10	true	quest_battle_1	true	qb_dlc05_morghur	500					
60	weather/battle/wh_wef_morghur_01.environment		wh_dlc05_qb_wef_orion_the_horn_of_the_wild_stage_3_witherhold_mini	script\battle\quest_battles\orion\horn_of_the_wild_hunt\battle_script.lua	classic	-60	-60	true	quest_battle_1	true	qb_dlc05_morghur	500					
60	weather/battle/wh_brt_04.environment		wh_dlc05_qb_wef_orion_the_spear_of_kurnous_stage_3_the_oak_of_ages	script\battle\quest_battles\orion\the_spear_of_kurnous\battle_script.lua	classic	80	-45	false	quest_battle_1	true	qb_dlc05_spear_of_kurnous	1000					
60	weather/battle/wh_brt_04.environment		wh_dlc05_qb_wef_orion_the_spear_of_kurnous_stage_3_the_oak_of_ages_mini	script\battle\quest_battles\orion\the_spear_of_kurnous\battle_script.lua	classic	80	-45	false	quest_battle_1	true	qb_dlc05_spear_of_kurnous	1000					
60	weather/battle/wh_mnt_03.environment		wh_dlc06_qb_dwf_belegar_hammer_of_angrund_stage_4_karak_eight_peaks	script/battle/quest_battles/belegar_ironhammer/hammer_of_angrund/battle_script.lua	classic	-20	-30	true	quest_battle_2	true	qb_dlc06_karak_eight_peaks	800					
60	weather/battle/wh_sub_01.environment		wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_subterranean	script/battle/quest_battles/belegar_ironhammer/shield_of_defiance/battle_script.lua	underground_intercept	0	70	true	quest_battle_1	true	qb_dlc06_subterranean	500					
60	weather/battle/wh_nor_01.environment 		wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_3_death_pass	script/battle/quest_battles/skarsnik/skarsniks_prodder_death_pass/battle_script.lua	ambush	0	0	true	quest_battle_1	true	qb_dlc06_skarsnik	500					
60	weather/battle/wh_mnt_03.environment		wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_karak_eight_peaks	script/battle/quest_battles/skarsnik/skarsniks_prodder/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc06_karak_eight_peaks	800					
60	weather/battle/wh_grn_02.environment		wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_4_barrier_idols	script/battle/quest_battles/wurrzag_da_great_green_prophet/baleful_mask/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc06_baleful_mask	500					
60	weather/battle/wh_pass_02.environment		wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_4_black_fire_pass	script/battle/quest_battles/wurrzag_da_great_green_prophet/bonewood_staff/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc06_bonewood_staff	1000					
60	weather/battle/wh_falls_02.environment		wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_squiggly_beast_stage_3	script/battle/quest_battles/wurrzag_da_great_green_prophet/squiggly_beast/battle_script.lua	underground_intercept	0	0	true	quest_battle_1	true	qb_dlc06_squiggly_beast	800					
60	weather/battle/wh_brt_01.environment		wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_estalian_tomb	script\battle\quest_battles\alberic\trident_of_bordeleaux\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_estalian_tomb	500					
60	weather/battle/wh_chs_01.environment		wh_dlc07_qb_brt_errantry_war_northern_chaos_wastes_stage_1_cliff_of_beasts	script\battle\quest_battles\louen\errantry_war_chaos_wastes\battle_script.lua	classic	0	0	false	quest_battle_3	true	qb_cliff_of_beasts	-1					
60	weather/battle/wh_grn_02.environment		wh_dlc07_qb_brt_errantry_war_southern_badlands_stage_1_the_lost_idol	script\battle\quest_battles\louen\errantry_war_badlands\battle_script.lua	classic	0	0	false	quest_battle_2	true	qb_dlc06_baleful_mask	-1					
60	weather/battle/wh_brt_01.environment		wh_dlc07_qb_brt_fay_enchantress_stage_6_chalice_of_potions	script\battle\quest_battles\fay_enchantress\chalice_of_potions\battle_script.lua	classic	0	0	false	quest_battle_1	true	qb_threat_from_the_north	500					
60	weather/battle/wh_grn_02.environment		wh_dlc07_qb_brt_louen_leoncouer_sword_of_couronne_stage_4_la_maisontaal_abbey	script\battle\quest_battles\louen\sword_of_couronne\battle_script.lua	classic	0	0	false	quest_battle_2	true	qb_la_maisontaal_abbey	500					
60	weather/battle/RJ_conflict_of_gods_01.environment		wh_dlc08_qb_chs_final_battle_khorne	script\battle\quest_battles\wulfrik_the_wanderer\final_battle/battle_script.lua	classic	-100	0	true	quest_battle_3	true	qb_dlc08_conflict_of_gods	1500					
60	weather/battle/RJ_conflict_of_gods_01.environment		wh_dlc08_qb_chs_final_battle_nurgle	script\battle\quest_battles\wulfrik_the_wanderer\final_battle/battle_script.lua	classic	200	80	true	quest_battle_3	true	qb_dlc08_conflict_of_gods	1500					
60	weather/battle/RJ_conflict_of_gods_01.environment		wh_dlc08_qb_chs_final_battle_slaanesh	script\battle\quest_battles\wulfrik_the_wanderer\final_battle/battle_script.lua	classic	0	0	true	quest_battle_3	true	qb_dlc08_conflict_of_gods	1500					
60	weather/battle/RJ_conflict_of_gods_01.environment		wh_dlc08_qb_chs_final_battle_tzeentch	script\battle\quest_battles\wulfrik_the_wanderer\final_battle/battle_script.lua	classic	-300	90	true	quest_battle_3	true	qb_dlc08_conflict_of_gods	1500					
60	weather/battle/wh_nor_01.environment		wh_dlc08_qb_nor_monster_hunt_0	script/battle/quest_battles\monster_hunting\monster_0\battle_script.lua	classic	100	30	true	quest_battle_1	true	qb_troll_country	4500					
60	weather/battle/wh_bst_02.environment		wh_dlc08_qb_nor_monster_hunt_1	script/battle/quest_battles\monster_hunting\monster_1\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc_bst_shadow_forest	4500					
60	weather/battle/wh_chs_02.environment		wh_dlc08_qb_nor_monster_hunt_2	script/battle/quest_battles\monster_hunting\monster_2\battle_script.lua	classic	50	20	true	quest_battle_1	true	qb_cliff_of_beasts	4500					
60	weather/battle/wh_sub_01.environment		wh_dlc08_qb_nor_monster_hunt_3	script/battle/quest_battles\monster_hunting\monster_3\battle_script.lua	underground_intercept	0	0	true	quest_battle_2	true	qb_dlc06_subterranean	4500					
60	weather/battle/wh_falls_02.environment		wh_dlc08_qb_nor_monster_hunt_4	script/battle/quest_battles\monster_hunting\monster_4\battle_script.lua	underground_intercept	0	50	true	quest_battle_1	true	qb_dlc06_squiggly_beast	4500					
60	weather/battle/wh_brt_01.environment		wh_dlc08_qb_nor_monster_hunt_5	script/battle/quest_battles\monster_hunting\monster_5\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc05_spear_of_kurnous	4500					
60	weather/battle/wh_nor_04.environment		wh_dlc08_qb_nor_monster_hunt_6	script/battle/quest_battles\monster_hunting\monster_6\battle_script.lua	classic	-90	80	false	quest_battle_3	true	qb_high_pass	4500					
60	weather/battle/wh_vmp_01.environment		wh_dlc08_qb_nor_monster_hunt_7	script/battle/quest_battles\monster_hunting\monster_7\battle_script.lua	classic	0	30	true	quest_battle_1	true	qb_leitziger_ford	4500					
60	weather/battle/RJ_dlc08_wintertooth_crown.environment		wh_dlc08_qb_nor_throgg_wintertooth_crown	script/battle/quest_battles/throgg/wintertooth_crown/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc08_wintertooth_crown	500					
60	weather/battle/RJ_dlc08_sword_of_torgald.environment		wh_dlc08_qb_nor_wulfrik_sword_of_torgald	script/battle/quest_battles/wulfrik_the_wanderer/sword_of_torgald/battle_script.lua	classic	0	0	true		true	qb_dlc08_sword_of_torgald	500					
60	weather/battle/wh_nor_01.environment		wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_troll_country	script/battle/quest_battles/thorgrim_grudgebearer/armour_of_skaldour/battle_script.lua	classic	0	0	false	quest_battle_1	true	qb_troll_country	800					
60	weather/battle/wh_grn_02.environment		wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_the_pillar_of_bone	script/battle/quest_battles/thorgrim_grudgebearer/axe_or_grimnir/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_pillar_of_bone	500					
60	weather/battle/wh_vmp_01.environment		wh_main_qb_dwf_thorgrim_grudgebearer_book_of_grudges_stage_3_battle_of_hel_fenn	script/battle/quest_battles/thorgrim_grudgebearer/book_of_grudges/battle_script.lua	ambush	-40	-30	false	quest_battle_1	true	qb_hel_fenn	1150					
60	weather/battle/wh_pass_02.environment		wh_main_qb_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_3_black_fire_pass	script/battle/quest_battles/thorgrim_grudgebearer/dragon_crown_of_karaz/battle_script.lua	classic	30	80	false	quest_battle_3	true	qb_black_fire_pass	1000					
30	weather/battle/wh_falls_01.environment		wh_main_qb_dwf_thorgrim_grudgebearer_intro_subterranean	script/battle/quest_battles/thorgrim_grudgebearer/first_battle/battle_script.lua	underground_intercept	0	-30	false	quest_battle_1	true	subterranean_battle_03	500					
60	weather/battle/wh_nor_01.environment		wh_main_qb_dwf_ungrim_ironfist_axe_of_dargo_stage_4_battle_of_high_pass	script/battle/quest_battles/ungrim_ironfist/axe_of_dargo/battle_script.lua	classic	0	0	false	quest_battle_2	true	qb_high_pass	1000					
60	weather/battle/wh_nor_01.environment		wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_3.2_battle_of_broken_leg_gully	script/battle/quest_battles/ungrim_ironfist/cloak_of_fyrskar/battle_script.lua	classic	0	0	true	quest_battle_2	true	qb_broken_leg_gully	800					
60	weather/battle/wh_nor_02.environment		wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_4_battle_of_broken_leg_gully	script/battle/quest_battles/ungrim_ironfist/cloak_of_fyrskar_2/battle_script.lua	ambush	0	100	true		true	qb_broken_leg_gully	800					
60	weather/battle/wh_vmp_01.environment		wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_4_leitziger_ford	script/battle/quest_battles/ungrim_ironfist/slayer_crown/battle_script.lua	classic	-50	0	true	quest_battle_1	true	qb_leitziger_ford	500					
60	weather/battle/wh_emp_05.environment		wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_5_6_ancient_dragon_cave	script/battle/quest_battles/ungrim_ironfist/slayer_crown_2/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_ancient_dragon_cave	500					
60	weather/battle/wh_vmp_01.environment		wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.1_estalian_tomb	script/battle/quest_battles/balthasar_gelt/amulet_of_sea_gold_2/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_estalian_tomb	800					
60	weather/battle/wh_emp_03.environment		wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.2_marbads_tomb	script/battle/quest_battles/balthasar_gelt/amulet_of_sea_gold/battle_script.lua	classic	-180	-30	true	quest_battle_1	true	qb_marbads_tomb	800					
60	weather/battle/wh_nor_02.environment		wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.1_battle_of_broken_leg_gully	script/battle/quest_battles/balthasar_gelt/cloak_of_molten_metal/battle_script.lua	classic	50	60	true	quest_battle_2	true	qb_broken_leg_gully	500					
60	weather/battle/wh_nor_04.environment		wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.2_battle_of_broken_leg_gully	script/battle/quest_battles/balthasar_gelt/cloak_of_molten_metal_2/battle_script.lua	classic	0	-50	true	quest_battle_2	true	qb_broken_leg_gully	500					
60	weather/battle/wh_emp_02.environment		wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_5_ancient_dragon_cave	script/battle/quest_battles/balthasar_gelt/cloak_of_molten_metal_3/battle_script.lua	classic	0	-80	true	quest_battle_2	true	qb_ancient_dragon_cave	500					
12	weather/battle/wh_nor_04.environment		wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_2_battle_of_high_pass	script/battle/quest_battles/balthasar_gelt/staff_of_volans/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_high_pass	1000					
60	weather/battle/wh_emp_04.environment		wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_3_battle_of_bloodpine_woods	script/battle/quest_battles/balthasar_gelt/staff_of_volans_2/battle_script.lua	classic	0	0	false	quest_battle_2	true	qb_bloodpine_woods	1000					
60	weather/battle/wh_pass_02.environment		wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass	script/battle/quest_battles/karl_franz/ghal_maraz/battle_script.lua	classic	0	0	false	quest_battle_2	true	qb_black_fire_pass	800					
60	weather/battle/wh_emp_05.environment		wh_main_qb_emp_karl_franz_intro_battle_of_bloodpine_woods	script/battle/quest_battles/karl_franz/first_battle/battle_script.lua	ambush	40	40	true	quest_battle_1	true	qb_bloodpine_woods	500					
60	weather/battle/wh_emp_04.environment		wh_main_qb_emp_karl_franz_reikland_runefang_stage_3_the_threat_from_the_north	script/battle/quest_battles/karl_franz/the_threat_from_the_north/battle_script.lua	classic	0	0	false	quest_battle_1	true	qb_threat_from_the_north	500					
60	weather/battle/wh_vmp_03.environment		wh_main_qb_emp_karl_franz_silver_seal_stage_3.1_shrine_of_ill_omen	script/battle/quest_battles/karl_franz/the_silver_seal/battle_script.lua	classic	90	-100	true	quest_battle_1	true	qb_shrine_of_ill_omen	1000					
60	weather/battle/wh_vmp_01.environment		wh_main_qb_emp_karl_franz_silver_seal_stage_3.2_shrine_of_ill_omen	script/battle/quest_battles/karl_franz/the_silver_seal_2/battle_script.lua	classic	90	-10	true	quest_battle_2	true	qb_shrine_of_ill_omen	1000					
60	weather/battle/wh_brt_02.environment		wh_main_qb_grn_azhag_the_slaughterer_azhags_ard_armour_stage_4_burial_mound_of_grudsnik_da_magnificent	script/battle/quest_battles/azhag_the_slaughterer/azhags_ard_armour/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_burial_mound_of_grudsnik	800					
60	weather/battle/wh_volcano_01.environment		wh_main_qb_grn_azhag_the_slaughterer_crown_of_sorcery_stage_3_todtheim	script/battle/quest_battles/azhag_the_slaughterer/crown_of_sorcery/battle_script.lua	underground_intercept	0	0	true		true	qb_todtheim	500					
60	weather/battle/wh_vmp_03.environment		wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_2_leitziger_ford	script/battle/quest_battles/azhag_the_slaughterer/slaggas_slashas/battle_script.lua	classic	0	0	true	quest_battle_2	true	qb_leitziger_ford	1000					
60	weather/battle/wh_grn_02.environment		wh_main_qb_grn_azhag_the_slaughterer_slaggas_slashas_stage_4_barrier_idols	script/battle/quest_battles/azhag_the_slaughterer/slaggas_slashas_2/battle_script.lua	classic	0	0	true	quest_battle_1	false	qb_barrier_idols	1000					
60	weather/battle/wh_nor_02.environment		wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_2_battle_of_broken_leg_gully	script/battle/quest_battles/grimgor_ironhide/blood_forged_armour/battle_script.lua	classic	0	0	true	quest_battle_3	true	qb_broken_leg_gully	800					
60	weather/battle/wh_nor_04.environment		wh_main_qb_grn_grimgor_ironhide_blood_forged_armour_stage_4_battle_of_high_pass	script/battle/quest_battles/grimgor_ironhide/blood_forged_armour_2/battle_script.lua	classic	0	30	true	quest_battle_1	true	qb_high_pass	800					
60	weather/battle/wh_pass_02.environment		wh_main_qb_grn_grimgor_ironhide_gitsnik_stage_4_black_fire_pass	script/battle/quest_battles/grimgor_ironhide/gitsnik/battle_script.lua	classic	40	-40	true	quest_battle_1	true	qb_black_fire_pass	500					
60	weather/battle/wh_falls_01.environment		wh_main_qb_grn_grimgor_ironhide_intro_subterranean	script/battle/quest_battles/grimgor_ironhide/first_battle/battle_script.lua	underground_intercept	0	0	true	quest_battle_2	true	subterranean_battle_03	500					
60	weather/battle/wh_nor_05.environment		wh_main_qb_vmp_heinrich_kemmler_chaos_tomb_blade_stage_4_glacial_lake	script/battle/quest_battles/heinrich_kemmler/chaos_tomb_blade/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_glacial_lake	500					
60	weather/battle/wh_emp_04.environment		wh_main_qb_vmp_heinrich_kemmler_cloak_of_mists_stage_3_marbads_tomb	script/battle/quest_battles/heinrich_kemmler/cloak_of_mists/battle_script.lua	ambush	0	0	true	quest_battle_2	true	qb_marbads_tomb	800					
60	weather/battle/wh_brt_02.environment		wh_main_qb_vmp_heinrich_kemmler_skull_staff_stage_3_la_maisontaal_abbey	script/battle/quest_battles/heinrich_kemmler/skull_staff/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_la_maisontaal_abbey	1000					
60	weather/battle/wh_grn_03.environment		wh_main_qb_vmp_mannfred_von_carstein_armour_of_templehof_stage_3_barrier_idols	script/battle/quest_battles/mannfred_von_carstein/armour_of_templehof/battle_script.lua	classic	0	0	true	quest_battle_1	false	qb_barrier_idols	800					
60	weather/battle/wh_est_03.environment		wh_main_qb_vmp_mannfred_von_carstein_armour_of_templehof_stage_6_burial_mound_of_grudsnik_da_magnificent	script/battle/quest_battles/mannfred_von_carstein/armour_of_templehof_2/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_burial_mound_of_grudsnik	800					
60	weather/battle/wh_vmp_01.environment		wh_main_qb_vmp_mannfred_von_carstein_intro_battle_of_hel_fenn	script/battle/quest_battles/mannfred_von_carstein/first_battle/battle_script.lua	classic	0	0	true	quest_battle_2	true	qb_hel_fenn	500					
60	weather/battle/wh_grn_02.environment		wh_main_qb_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_4_the_pillar_of_bone	script/battle/quest_battles/mannfred_von_carstein/sword_of_unholy_power/battle_script.lua	classic	-40	-80	true	quest_battle_1	true	qb_pillar_of_bone	500					
60	weather/battle/wh_emp_02.environment		wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_marbads_tomb	script\battle\quest_battles\grombrindal\armour_of_glimril_scales/battle_script.lua	classic	-85	100	true	quest_battle_3	true	qb_marbads_tomb	500					
60	weather/battle/wh_emp_02.environment		wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_marbads_tomb_b	script\battle\quest_battles\grombrindal\armour_of_glimril_scales/battle_script.lua	classic	-85	100	true	quest_battle_3	true	qb_marbads_tomb	500					
60	weather/battle/wh_emp_02.environment		wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith	script\battle\quest_battles\grombrindal\rune_axe_of_grimnir/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_golden_monolith	1150					
60	weather/battle/wh_volcano_01.environment		wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim	script\battle\quest_battles\grombrindal\rune_cloak_of_valaya/battle_script.lua	underground_intercept	0	100	true	quest_battle_2	true	qb_todtheim	1000					
60	weather/battle/wh_sub_01.environment		wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls	script\battle\quest_battles\grombrindal\rune_helm_of_zhufbar/battle_script.lua	underground_intercept	-165	-180	true	quest_battle_3	true	subterranean_battle_03	500					
60	weather/battle/wh_bst_02.environment		wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_the_dead_wood	script/battle/quest_battles/isabella_von_carstein/blood_chalice_of_bathori/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc_bst_shadow_forest	500					
60	weather/battle/wh_vmp_03.environment		wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_marbads_tomb	script/battle/quest_battles/isabella_von_carstein/blood_chalice_of_bathori_2/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_marbads_tomb	500					
