projectiles_tables	44
key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_cavalry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	is_grapple	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles
wh2_dlc12_skv_warp_lightning_ror	artillery	artillery_default	wh2_main_skv_warp_lightning	none	1	low	430	10	50	110	30	0	80	260	false	false	0.1	21	275	9	0	0	70	wh2_main_skv_warp_lightning		wh2_main_skv_warp_lightning_cannon	0.4	true	wh2_dlc12_unit_passive_zzzap	false	6	1	0	300			0	true	true	45	very_high_low_entity	600	false	false	false	true	1	false	false	true	true
wh2_dlc12_skv_warpfire_alt	musket	artillery_flammable	wh2_main_skv_warpfire	none	1	low	100	0	55	30	10	0	8	3	false	false	1	12	40	1.7	0	0	8	wh2_main_skv_warpfire		wh2_warpfiregun_flame	-1	false	wh_main_unit_contact_morale	false	3	4	0.5	40			1	true	true	45	low	135	true	true	false	false	1	false	false	false	false
wh2_dlc12_unit_abilities_drop_rocks_character	artillery	artillery_default	wh2_dlc12_unit_abilities_drop_rocks_character	shell_spin	1	low	20	0	88	15	0	5	80	30	false	false	0.5	1	250	10	0	0	0	wh2_main_unit_abilities_drop_rocks		wh2_Terradon_Bomb	1.5	false		false	10	1	0	25			1	false	false	45	very_low_magic	-1	false	true	false	true	1	false	false	false	false
wh2_dlc12_unit_abilities_drop_rocks_of_chotec	artillery	artillery_default	wh2_dlc12_unit_abilities_drop_rocks_of_chotec	shell_spin	1	low	20	0	88	15	0	5	120	30	false	false	0.5	1	250	10	0	0	0	wh2_main_unit_abilities_drop_rocks		wh2_Terradon_Bomb	1.5	false	wh2_dlc12_unit_contact_flammable	false	10	1	0	25			1	false	false	45	very_low_magic	-1	false	true	false	true	1	false	false	false	false
wh2_dlc12_unit_abilities_drop_rocks_of_sundering	artillery	artillery_default	wh2_dlc12_unit_abilities_drop_rocks_of_sundering	shell_spin	1	low	20	0	88	15	0	5	80	45	false	false	0.5	1	250	10	0	0	0	wh2_main_unit_abilities_drop_rocks		wh2_Terradon_Bomb	1.5	false	wh2_dlc12_unit_contact_sundered_armour	false	10	1	0	25			1	false	false	45	very_low_magic	-1	false	true	false	true	1	false	false	false	false
wh2_dlc12_unit_thunderous_one	artillery	artillery_explosive	wh2_dlc12_ability_thunderous_one	shell_spin	1	low	200	25	50	120	30	0	0	672	false	false	2	1	75	0.1	0	0	0	wh_main_spell_heavens_urannons_thunderbolt		wh2_dlc12_thunderous_one_projectile	2	true		false	0.85	1	0	100			0	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true
wh2_dlc12_weapon_abilities_storm_daemon	artillery	artillery_explosive	wh2_main_spell_ruin_warp_lightning	none	1	low	400	0	50	120	100	0	0	764	false	false	1.5	1	250	1	0	0	0	wh2_dlc12_skv_storm_daemon_lightning		wh2_dlc12_ability_storm_daemon	2	true		false	0.8	1	0	100			0	true	true	45	all	600	false	false	false	true	1	false	false	true	true
wh2_main_army_abilities_bloodwrack_cauldron	fireball	artillery_explosive	wh2_main_army_abilities_bloodwrack_cauldron	shell_spin	1	low	200	25	50	75	30	0	864	216	false	false	2	1	250	1	0	0	0	wh2_main_army_abilities_bloodwrack_cauldron		wh2_main_ability_bloodwrack_cauldron	3.5	true		false	-1	1	0	1000			0	true	true	45	all	-1	false	false	false	true	1	false	false	true	true
wh2_main_army_abilities_bolt_of_spite	arrow	artillery_explosive	wh2_main_army_abilities_bolt_of_spite	shell_spin	1	low	200	25	50	40	30	0	864	216	false	false	2	1	250	1	0	0	0	wh2_main_army_abilities_bolt_of_spite		wh2_main_ability_bolt_of_spite	3.5	true		false	0.1	1	0	1000	wh2_main_army_abilities_bolt_of_spite		0	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true
wh2_main_army_abilities_brazen_cauldron	fireball	artillery_explosive	wh2_main_army_abilities_brazen_cauldron	shell_spin	1	low	200	25	50	75	30	0	864	216	false	false	2	1	250	1	0	0	0	wh2_main_army_abilities_brazen_cauldron		wh2_main_ability_brazen_cauldron	3.5	true		false	-1	1	0	1000			0	true	true	45	all	-1	false	false	false	true	1	false	false	true	true
wh2_main_army_abilities_khaines_flail	artillery	artillery_explosive	wh2_main_army_abilities_khaines_flail	shell_spin	1	low	200	25	50	160	30	0	0	672	false	false	2	1	75	0.1	0	0	0	wh2_main_army_abilities_khaines_flail		wh_magic_urannons_thunderbolt	2	true		false	0.85	1	0	100			0	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true
wh2_main_army_abilities_khaines_lash	artillery	artillery_explosive	wh2_main_army_abilities_khaines_lash	shell_spin	1	low	200	25	50	160	30	0	0	672	false	false	2	1	75	0.1	0	0	0	wh2_main_army_abilities_khaines_lash		wh_magic_urannons_thunderbolt	2	true		false	0.85	1	0	100			0	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true
wh2_main_army_abilities_khaines_scourge	artillery	artillery_explosive	wh2_main_army_abilities_khaines_scourge	shell_spin	1	low	200	25	50	160	30	0	0	672	false	false	2	1	75	0.1	0	0	0	wh2_main_army_abilities_khaines_scourge		wh_magic_urannons_thunderbolt	2	true		false	0.85	1	0	100			0	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true
wh2_main_army_abilities_skaven_bomb	artillery	artillery_explosive	wh2_main_army_abilities_vortic_blast	none	1	low	50	10	5	-1	5	1	1	1	false	false	0.5	27	1	1	0	0	0	wh2_main_no_visual		wh_copter_bomb	0.5	true		false	-1	1	0	10			1	false	false	45	very_low_magic	-1	false	false	false	false	1	false	false	true	true
wh2_main_army_abilities_sky_cauldron	fireball	artillery_explosive	wh2_main_army_abilities_sky_cauldron	shell_spin	1	low	200	25	50	75	30	0	864	216	false	false	2	1	250	1	0	0	0	wh2_main_army_abilities_sky_cauldron		wh2_main_ability_sky_cauldron	3.5	true		false	-1	1	0	1000			0	true	true	45	all	-1	false	false	false	true	1	false	false	true	true
wh2_main_army_abilities_soul_rain	arrow	small_arm_flaming	wh2_main_army_abilities_soul_rain	shell_spin	1	low	40	0	88	30	0	5	52	26	false	false	0.5	1	250	10	0	0	0	wh2_main_army_abilities_soul_rain		wh2_main_ability_soul_rain	1	false		false	10	1	0	25			0	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	false
wh2_main_army_abilities_soul_storm	arrow	small_arm_flaming	wh2_main_army_abilities_soul_storm	shell_spin	1	low	40	0	88	30	0	5	52	26	false	false	0.5	1	250	10	0	0	0	wh2_main_army_abilities_soul_storm		wh2_main_ability_soul_storm	1	false		false	10	1	0	25			0	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	false
wh2_main_army_abilities_soul_torrent	arrow	small_arm_flaming	wh2_main_army_abilities_soul_torrent	shell_spin	1	low	40	0	88	30	0	5	52	26	false	false	0.5	1	250	10	0	0	0	wh2_main_army_abilities_soul_torrent		wh2_main_ability_soul_torrent	1	false		false	10	1	0	25			0	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	false
wh2_main_army_abilities_vauls_hammer	artillery	artillery_explosive	wh2_main_army_abilities_vauls_hammer	none	1	low	10	10	5	-1	5	0	70	70	false	true	0.3	27	2	6	0	0	0	wh2_main_army_abilities_vauls_hammer		wh_copter_bomb	1.2	true		false	-1	1	0	10			0	false	false	45		-1	false	false	false	false	1	false	false	false	true
wh2_main_army_abilities_vortic_blast_shrapnel	artillery	artillery_default	wh2_main_army_abilities_vortic_blast_shrapnel	shell_spin	1	low	50	20	88	23	100	40	1	1	false	false	0.5	23	100	100	0	0	0	wh2_main_army_abilities_vortic_blast_shrapnel		wh2_main_ability_vortic_blast_shrapnel	0.5	true		false	-1	1	0	20			1	false	false	50	high	-1	false	false	false	true	1	false	false	true	true
wh2_main_army_abilities_vortic_enrichment	artillery	artillery_explosive	wh2_main_army_abilities_vortic_enrichment	none	1	low	50	10	5	-1	5	1	0	0	false	false	0.5	27	1	1	0	0	0	wh2_main_no_visual			0.5	false		false	-1	1	0	10			0	false	false	45	very_low_magic	-1	false	false	false	false	1	false	false	false	false
wh2_main_army_abilities_vortic_enrichment_shrapnel	artillery	artillery_default	wh2_main_army_abilities_vortic_enrichment_shrapnel	shell_spin	1	low	50	20	60	23	100	40	0	0	false	false	0.5	23	100	100	0	0	0	wh2_main_army_abilities_vortic_enrichment_shrapnel		wh2_main_ability_vortic_enrichment_shrapnel	0.5	false		false	-1	1	0	20			0	false	false	50	high	-1	false	false	false	true	1	false	false	false	false
wh2_main_army_abilities_warpbomb	artillery	artillery_explosive	wh2_main_army_abilities_warpbomb	none	1	low	10	10	5	-1	5	0	0	0	false	true	1	27	2	6	0	0	0			wh_copter_bomb	1	true		false	-1	1	0	10			0	false	false	45		-1	false	false	false	false	1	false	false	true	false
wh2_main_bound_doombolt	artillery	artillery_explosive	wh2_main_spell_dark_magic_doombolt	shell_spin	1	low	300	25	50	85	30	0	0	224	false	false	1	1	75	0.1	0	0	0	wh2_main_spell_dark_magic_doombolt		wh_magic_dark_magic_doombolt	1	true		false	0.85	1	0	250	wh2_main_army_abilities_bolt_of_spite		0	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true
wh2_main_bound_shems_burning_gaze	musket	small_arm_flaming	wh2_main_bound_shems_burning_gaze	shell_spin	15	low	250	10	88	60	30	5	20	50	false	false	0.25	1	100	1	0	0	33	wh_main_spell_light_shems_burning_gaze		wh_magic_burning_gaze	0.25	false		false	5	1	1	50	wh_main_magic_missile		1	true	true	25	medium_magic	-1	false	false	false	true	1	false	false	false	false
wh2_main_bound_urannons_thunderbolt	artillery	artillery_explosive	wh2_main_bound_urannons_thunderbolt	shell_spin	1	low	200	25	50	120	30	0	0	672	false	false	2	1	75	0.1	0	0	0	wh_main_spell_heavens_urannons_thunderbolt		wh_magic_urannons_thunderbolt	2	true		false	0.85	1	0	100			0	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true
wh2_main_character_abilities_volley_of_dark_arrows	arrow	small_arm_default	wh2_main_character_abilities_volley_of_dark_arrows	none	3	fixed	200	5	65	100	100	15	0	120	false	false	1	20	150	0.1	0	0	0	wh2_main_character_abilities_volley_of_dark_arrows		wh2_main_ability_volley_of_dark_arrows	0.5	false		false	20	1	0	300	wh_dlc05_spell_arrow_of_kurnous		0	false	true	30	very_high_magic	500	false	false	false	false	1	false	false	false	false
wh2_main_character_abilities_volley_of_high_arrows	arrow	small_arm_default	wh2_main_character_abilities_volley_of_high_arrows	none	3	fixed	200	5	65	100	100	15	0	120	false	false	1	20	150	0.1	0	0	0	wh2_main_character_abilities_volley_of_high_arrows		wh2_main_ability_volley_of_high_arrows	0.5	false		false	20	1	0	300	wh_dlc05_spell_arrow_of_kurnous		0	false	true	30	very_high_magic	500	false	false	false	false	1	false	false	false	false
wh2_main_chs_chaos_dragon_breath	artillery	artillery_explosive	wh2_main_chs_chaos_dragon_explosion	none	1	low	90	0	88	52	60	0	32	50	false	false	1	6	80	14	0	0	0	wh2_chs_chaos_dragon_breath		wh2_dragon_breath_dark	1	true		false	3	1	0	45			1	false	true	45	medium	140	false	true	false	true	15	true	true	true	true
wh2_main_def_black_dragon_breath	artillery	artillery_explosive	wh2_main_def_black_dragon_explosion	none	1	low	90	0	88	42	60	0	77	32	false	false	1	6	80	33	0	0	0	wh2_def_black_dragon_breath		wh2_dragon_breath_poison	1	true		false	3	1	0	45			0	false	true	45	medium	140	false	true	false	true	15	true	true	true	true
wh2_main_def_crossbow_bolt	arrow	small_arm_default		none	2	dual_low_fixed	125	0	88	45	10	1.65	3	11	false	false	0.1	14	85	3.5	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1	false		false	-1	1	0	5			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_def_crossbow_bolt_chariot	arrow	small_arm_default		none	2	dual_low_fixed	125	0	88	45	30	1.7	8	24	false	false	0.1	7	85	2.6	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1	true		false	-1	1	0	5			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_def_crossbow_bolt_dreadlord	arrow	small_arm_default		none	2	dual_low_fixed	125	0	88	60	70	1.65	40	140	false	false	0.1	12	100	0.5	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal_LH	0.1	false		false	-1	1	0	5			0	false	true	45	medium	300	false	false	false	false	1	false	false	false	false
wh2_main_def_crossbow_bolt_horse	arrow	small_arm_default		none	2	dual_low_fixed	115	0	88	45	10	1.75	3	11	false	false	0.1	14	85	4	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1	false		false	-1	1	0	5			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_def_crossbow_bolt_pegasus_ror_0	arrow	small_arm_default		none	2	dual_low_fixed	115	0	88	45	30	1.75	6	22	false	false	0.1	14	85	4	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1	false		false	-1	1	0	5			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_def_crossbow_bolt_ror_0	arrow	small_arm_default		none	2	dual_low_fixed	145	0	88	45	10	1	3	11	false	false	0.1	14	90	3.5	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1	false	wh2_dlc09_unit_contact_shieldbreaker	false	-1	1	0	5			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_def_crossbow_bolt_shades	arrow	small_arm_default		none	2	dual_low_fixed	130	0	88	48	20	1.65	3	12	false	false	0.1	10	95	3.4	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1	false		false	-1	1	0	5			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_def_handbow_bolt	arrow	small_arm_default		none	2	low	70	0	88	45	10	2.8	9	3	false	false	0.1	12	40	4	0	0	0	wh2_main_def_handbow_bolt		wh_crossbow_bolt_normal	-1	false		false	-1	1	0	5			0	false	true	45	very_low	170	false	false	false	false	1	false	false	false	false
wh2_main_def_handbow_bolt_khainite_assassin	arrow	small_arm_default		none	2	low	70	0	88	55	70	2	140	40	false	false	0.1	5	50	0.8	0	0	0	wh2_main_def_handbow_bolt		wh_crossbow_bolt_normal	-1	false	wh_main_unit_contact_poison	false	-1	1	0	5			0	false	true	45	very_low	170	false	false	false	false	1	false	false	false	false
wh2_main_def_reaper_bolt_thrower_bolt	artillery	artillery_default		none	1	low	350	8	45	80	40	0	30	120	false	false	0.1	11	275	4	0	0	50	wh2_main_def_reaper_bolt		wh2_bolt_thrower_eagle_claw	-1	true		false	-1	1	0	50			0	false	true	45	large_2	700	false	false	false	false	1	false	false	false	true
wh2_main_def_reaper_bolt_thrower_bolt_spread	artillery	artillery_canister		none	16	low	350	8	45	68	10	3.5	3	8	false	false	0.1	11	275	15	8	0	0	wh2_main_def_reaper_bolt_spread		wh2_bolt_thrower_eagle_claw_spread	0.3	true		false	-1	1	0	13			0	false	true	45	medium	700	false	false	false	false	1	false	false	false	true
wh2_main_def_war_hydra_breath	artillery	artillery_default	wh2_main_def_war_hydra_explosion	none	1	low	90	15	88	50	60	0	54	32	false	false	1	6	80	22	0	0	0	wh2_def_hydra_dragon_breath		wh2_dragon_breath_flame_multi	1	false		false	6	1	0	45			1	false	true	45	medium	100	false	true	false	true	12	false	true	true	false
wh2_main_hef_bow_arrow	arrow	small_arm_default		none	1	dual_low_fixed	165	0	88	45	10	0	16	3	false	false	0.1	11	120	4.7	0	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	false		false	-1	1	0	3			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_hef_bow_arrow_mounted	arrow	small_arm_default		none	1	dual_low_fixed	140	0	88	45	10	0	16	3	false	false	0.1	11	85	3.4	0	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	false		false	-1	1	0	3			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_hef_eagle_claw_bolt	artillery	artillery_default		none	1	low	380	8	45	80	40	0	30	120	false	false	0.1	12	275	4	0	0	50	wh2_main_eagleclaw_bolt		wh2_bolt_thrower_eagle_claw	-1	true		false	-1	1	0	50			0	false	true	45	large_2	700	false	false	false	false	1	false	false	false	true
wh2_main_hef_eagle_claw_bolt_spread	artillery	artillery_canister		none	16	low	380	8	45	68	10	3.5	3	8	false	false	0.1	12	275	15	8	0	0	wh2_main_eagleclaw_bolt_spread		wh2_bolt_thrower_eagle_claw_spread	0.3	true		false	-1	1	0	13			0	false	true	45	medium	700	false	false	false	false	1	false	false	false	true
wh2_main_hef_longbow_arrow	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	45	10	0	16	3	false	false	0.1	11	140	5.7	0	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	false		false	-1	1	0	3			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_hef_longbow_arrow_princess	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	60	100	0	190	80	false	false	0.1	8	150	1	0	0	0	wh2_main_hef_bow_arrow		wh_crossbow_bolt_normal_LH	0.1	false		false	-1	1	0	5			0	false	true	45	medium	300	false	false	false	false	1	false	false	false	false
wh2_main_hef_moon_dragon_breath	artillery	artillery_explosive	wh2_main_hef_moon_dragon_explosion	none	1	low	90	0	88	52	60	0	68	41	false	false	1	6	80	25	0	0	0	wh2_hef_moon_dragon_breath		wh_dragon_breath_flame	1	true		false	3	1	0	45			1	false	true	45	medium	140	false	true	false	true	15	true	true	true	true
wh2_main_hef_reaver_bow_arrow_tiranoc_chariot	arrow	small_arm_default		none	1	dual_low_fixed	165	0	88	50	20	0	16	10	false	false	0.1	7	120	4	0	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	false		false	-1	1	0	3			0	true	true	45	very_low	300	false	false	false	false	3	false	false	false	false
wh2_main_hef_sea_guard_arrow	arrow	small_arm_default		none	1	dual_low_fixed	165	0	88	45	10	0	15	4	false	false	0.1	11	120	5.3	0	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	false		false	-1	1	0	3			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_hef_star_dragon_breath	artillery	artillery_explosive	wh2_main_hef_star_dragon_explosion	none	1	low	90	0	88	54	60	0	32	50	false	false	1	6	80	12	0	0	0	wh2_hef_star_dragon_breath		wh2_dragon_breath_dark	1	true		false	3	1	0	45			1	false	true	45	medium	140	false	true	false	true	15	true	true	true	true
wh2_main_hef_sun_dragon_breath	artillery	artillery_explosive	wh2_main_hef_sun_dragon_explosion	none	1	low	90	0	88	52	60	0	55	22	false	false	1	6	80	35	0	0	0	wh2_hef_sun_dragon_breath		wh_dragon_breath_flame	1	true		false	3	1	0	45			1	false	true	45	medium	140	false	true	false	true	15	true	true	true	true
wh2_main_hero_abilities_doomrocket	artillery	artillery_default	wh2_main_hero_abilities_doomrocket	shell_spin	1	fixed	200	20	65	72	100	0	52	26	false	false	1	23	100	10	0	0	0	wh2_main_hero_abilities_doomrocket		wh2_main_ability_doomrocket	1	true		false	-1	1	0	350			1	true	true	30	medium_magic	-1	false	false	false	true	1	false	false	true	true
wh2_main_hero_abilities_doomrocket_shrapnel	artillery	artillery_default	wh2_main_hero_abilities_doomrocket_shrapnel	shell_spin	1	fixed	200	20	88	20	100	3	0	264	false	false	0.5	23	100	30	0	0	0	wh2_main_hero_abilities_doomrocket_shrapnel			0.5	true		false	-1	1	0	20			1	true	true	30	medium_magic	-1	false	false	false	true	1	false	false	true	true
wh2_main_lzd_bastiladon_solar_engine	artillery	artillery_default	wh2_main_lzd_bastiladon_solar_engine	none	1	low	240	10	45	110	30	0	252	108	false	false	0.3	16	200	2.5	0	0	0	wh2_main_lzd_bastiladon_solar_engine		wh2_solar_engine	1	true	wh_dlc06_unit_contact_blinded	false	2	1	0	100			1	true	true	45	large_2	-1	false	false	false	true	1	true	false	true	true
wh2_main_lzd_blowpipe	arrow	small_arm_default		none	1	low	70	0	75	54	10	0	6	2	false	false	0.1	6	45	3.6	0	0	0	wh2_lzd_blowpipe_dart		wh2_dart_normal	-1	false	wh_main_unit_contact_poison	false	-1	1	0	1			0	false	true	50	low	140	false	false	false	false	1	false	false	false	false
wh2_main_lzd_blowpipe_chamelon_skinks	arrow	small_arm_default		none	1	low	80	0	75	56	20	0	9	3	false	false	0.1	6	45	3	0	0	0	wh2_lzd_blowpipe_dart		wh2_dart_normal	-1	false	wh_main_unit_contact_poison	false	-1	1	0	1			0	false	true	50	low	140	false	false	false	false	1	false	false	false	false
wh2_main_lzd_blowpipe_skink_chief	arrow	small_arm_default		none	1	low	100	0	75	60	100	0	115	35	false	false	0.1	4	75	1	0	0	0	wh2_lzd_blowpipe_dart_hero		wh2_dart_normal	-1	false	wh_main_unit_contact_poison	false	-1	1	0	1			0	false	true	50	low	140	false	false	false	false	1	false	false	false	false
wh2_main_lzd_fireleech_bolas_terradon	javelin	small_arm_default	wh2_main_unit_lzd_terradon_fireleech_bola_explosion	chain_shot_spin	1	low	80	0	75	24	10	0	11	4	false	false	0.1	8	45	6	0	0	0	wh2_lzd_terradon_fire_leech_bola		wh2_bolas	-1	false		false	5	1	0	10			1	false	true	50	low	140	false	false	false	false	1	false	false	false	false
wh2_main_lzd_javelin	javelin	small_arm_default		none	1	low	80	0	75	40	10	0	12	4	false	false	0.1	10	50	2.9	0	0	0	wh2_lzd_javelin		wh_javelin	-1	false	wh_main_unit_contact_poison	false	-1	1	0	5			0	false	true	50	low	140	false	false	false	false	1	false	false	false	false
wh2_main_lzd_javelin_mounted	javelin	small_arm_default		none	1	dual_low_fixed	90	0	75	40	10	0	18	8	false	false	0.1	6	50	2.9	0	0	0	wh2_lzd_javelin		wh_javelin	-1	false	wh_main_unit_contact_poison	false	-1	1	0	5			0	false	true	50	low	140	false	false	false	false	1	false	false	false	false
wh2_main_lzd_javelin_terradon	javelin	small_arm_default		none	1	low	90	0	75	45	10	0	27	13	false	false	0.1	6	50	2.9	0	0	0	wh2_lzd_javelin		wh_javelin	-1	false	wh_main_unit_contact_poison	false	-1	1	0	5			0	false	true	50	low	140	false	false	false	false	1	false	false	false	false
wh2_main_lzd_mon_stegadon_crossbow	artillery	artillery_default		none	1	low	360	10	45	95	20	0	100	300	true	false	0.1	12	275	9	0	0	0	wh2_main_lzd_stegadon_bolt		wh2_bolt_thrower_eagle_claw	0.3	true	wh_main_unit_contact_poison	false	-1	1	0	50			0	false	true	45	very_high	600	false	false	false	false	1	true	false	false	true
wh2_main_lzd_mon_stegadon_crossbow_skink_chief	artillery	artillery_default		none	1	low	360	10	45	95	20	0	100	300	true	false	0.1	12	275	9	0	0	0	wh2_main_lzd_stegadon_bolt		wh_bolt_thrower	0.3	true	wh_main_unit_contact_poison	false	-1	1	0	50			0	false	true	45	very_high	600	false	false	false	false	1	true	false	false	true
wh2_main_lzd_mon_stegadon_crossbow_skink_priest	artillery	artillery_default		none	1	low	360	10	45	95	20	0	100	300	true	false	0.1	12	275	9	0	0	0	wh2_main_lzd_stegadon_bolt		wh_bolt_thrower	0.3	true	wh_main_unit_contact_poison	false	-1	1	0	50			0	false	true	45	very_high	600	false	false	false	false	1	true	false	true	true
wh2_main_lzd_mon_stegadon_giant_blowpipe	artillery	artillery_default		none	1	low	115	12	45	65	25	0	41	14	false	false	0.1	7	90	15	0	0	0	wh2_lzd_blowpipe_dart_hero		wh2_dart_normal	-1	false	wh_main_unit_contact_poison	false	-1	1	0	10			0	false	true	45	low	230	false	false	false	false	8	false	false	true	false
wh2_main_lzd_mon_stegadon_giant_blowpipe_skink_chief	artillery	artillery_default		none	1	low	115	12	45	65	25	0	41	14	false	false	0.1	7	90	15	0	0	0	wh2_lzd_blowpipe_dart_hero		wh2_dart_normal	-1	false	wh_main_unit_contact_poison	false	-1	1	0	10			0	false	true	45	low	230	false	false	false	false	8	false	false	true	false
wh2_main_lzd_mon_stegadon_giant_blowpipe_skink_priest	artillery	artillery_default		none	1	low	115	12	45	65	25	0	41	14	false	false	0.1	7	90	15	0	0	0	wh2_lzd_blowpipe_dart_hero		wh2_dart_normal	-1	false	wh_main_unit_contact_poison	false	-1	1	0	10			0	false	true	45	low	230	false	false	false	false	8	false	false	true	false
wh2_main_skv_death_globe	artillery	artillery_explosive	wh2_main_skv_death_globe	grenade_spin	1	dual_low_fixed	85	4	88	30	10	0	6	16	false	false	0.1	10	60	8	0	0	0	wh2_main_skv_death_globe		wh2_main_skv_death_globe	-1	false		false	6.5	1	0	10			0	true	true	30	very_low	120	false	true	false	false	1	false	false	false	false
wh2_main_skv_doomwheel_warp_lightning	artillery	artillery_explosive	wh2_main_skv_doomwheel_warp_lightning	none	1	low	60	0	80	100	10	0	20	45	false	false	0.1	12	50	5	0	0	0	wh2_main_skv_warp_lightning_doomwheel		wh2_main_skv_doomwheel_warp_lightning	0.2	true		false	6	1	0	200			0	true	true	45	medium	100	false	false	false	true	1	false	false	false	true
wh2_main_skv_plagueclaw	artillery	artillery_default	wh2_main_skv_plagueclaw	axe_spin	1	low	400	35	60	67	10	0	45	105	false	false	0.2	18	600	150	0	0	0	wh2_main_skv_plagueclaw		wh2_catapult_plagueclaw	0.6	true	wh2_main_unit_contact_plague_monk_censer_morale	false	-1	1	0	50			0	true	true	45	high	700	false	false	false	false	1	false	false	true	true
wh2_main_skv_poison_wind_globe	artillery	artillery_default		grenade_spin	1	dual_low_fixed	85	4	88	30	10	0	4	36	false	false	0.1	13	60	8	0	0	32	wh2_main_skv_poison_wind_globe		wh2_main_skv_poison_wind_globe	-1	false		false	6.5	1	0	10			0	true	true	30	very_low	120	false	true	false	false	1	false	false	false	false
wh2_main_skv_sling	sling	small_arm_default		grenade_spin	1	dual_low_fixed	120	0	88	50	10	0	7	1	false	false	0.1	9	85	4.8	0	0	0	wh2_main_skv_sling_bullet		wh2_slingshot_rock_small	-1	false		false	-1	1	0	1			0	false	true	50	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_skv_sling_gutter_runners	sling	small_arm_default		grenade_spin	1	dual_low_fixed	140	0	88	50	15	0	12	2	false	false	0.1	8	85	3.8	0	0	0	wh2_main_skv_sling_bullet		wh2_slingshot_rock_small	-1	false		false	-1	1	0	1			0	false	true	50	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_skv_sling_gutter_runners_poison	sling	small_arm_default		grenade_spin	1	dual_low_fixed	140	0	88	50	15	0	12	2	false	false	0.1	8	85	3.8	0	0	0	wh2_main_skv_sling_bullet_poison		wh2_slingshot_rock_small	-1	false	wh_main_unit_contact_poison	false	-1	1	0	1			0	false	true	50	very_low	300	false	false	false	false	1	false	false	false	false
wh2_main_skv_sling_night_runners	sling	small_arm_default		grenade_spin	1	dual_low_fixed	140	0	88	50	15	0	10	1	false	false	0.1	8	85	4	0	0	0	wh2_main_skv_sling_bullet		wh2_slingshot_rock_small	-1	false		false	-1	1	0	1			0	false	true	50	very_low	300	false	false	false	false	1	false	false	false	false
