audio_markers_tables	2
key	type	battle_start	battle_stop	battle_rtpc	distance_battle	campaign_start	campaign_stop	campaign_rtpc	distance_campaign	min_time	max_time	random_position	flatten_rtpc_to_2d	doppler_rtpc_name
Sound_Environment_Waterfall_Mist_Small	looping_sound	Battle_Environment_Element_Water_Waterfall_Mist_Small_Play	Battle_Environment_Element_Water_Waterfall_Mist_Small_Stop		200				0	0	1	false	false	Campaign_Doppler
Sound_Environment_Wildlife_Seagull	looping_sound	Battle_Environment_Wildlife_Seagull_Play	Battle_Environment_Wildlife_Seagull_Stop		140	Cam_Wildlife_Seagull	Campaign_Stop_Ambiences		25	5	10	false	false	
Sound_Environment_Wind_Canyon_Wind	looping_sound				0	Campaign_Environment_Element_Wind_Canyon_Wind_Play	Campaign_Environment_Element_Wind_Canyon_Wind_Stop		60	0	1	false	false	Campaign_Doppler
Sound_Environment_Wind_Cave_Opening_Large	looping_sound	Battle_Environment_Element_Wind_Cave_Opening_Large_Play	Battle_Environment_Element_Wind_Cave_Opening_Large_Stop		200				0	0	1	false	false	
Sound_Environment_Wind_Cave_Opening_Small	looping_sound	Battle_Environment_Element_Wind_Cave_Opening_Small_Play	Battle_Environment_Element_Wind_Cave_Opening_Small_Stop		140				0	0	1	false	false	
Sound_Environment_Wind_Cave_Roof_Crack	looping_sound	Battle_Environment_Element_Wind_Cave_Roof_Crack_Play	Battle_Environment_Element_Wind_Cave_Roof_Crack_Stop		600				0	0	1	false	false	
Sound_Environment_Wind_Desert_Statues_Wind	looping_sound				0	Campaign_Environment_Element_Wind_Desert_Statues_Wind_Play	Campaign_Environment_Element_Wind_Desert_Statues_Wind_Stop		60	0	1	false	false	Campaign_Doppler
Sound_Environment_Wind_Mountain_Cold_Light	looping_sound				0	Cam_Wind_Mountain_Cold_Light	Campaign_Stop_Ambiences		35	0	1	false	false	Campaign_Doppler
Sound_Environment_Wind_Mountain_Cold_Strong	looping_sound	Battle_Environment_Element_Wind_Mountain_Cold_Play	Battle_Environment_Element_Wind_Mountain_Cold_Stop		200	Cam_Wind_Mountain_Cold_Strong	Campaign_Stop_Ambiences		35	0	1	false	false	Campaign_Doppler
Sound_Environment_Wind_Mountain_Moderate_Light	looping_sound				0	Cam_Wind_Mountain_Moderate_Light	Campaign_Stop_Ambiences		35	0	1	false	false	Campaign_Doppler
Sound_Environment_Wind_Mountain_Moderate_Strong	looping_sound	Battle_Environment_Element_Wind_Mountain_Moderate_Play	Battle_Environment_Element_Wind_Mountain_Moderate_Stop		200	Cam_Wind_Mountain_Moderate_Strong	Campaign_Stop_Ambiences		35	0	1	false	false	Campaign_Doppler
Sound_Environment_Wind_Mountain_Warm_Light	looping_sound				0	Cam_Wind_Mountain_Warm_Light	Campaign_Stop_Ambiences		35	0	1	false	false	Campaign_Doppler
Sound_Environment_Wind_Mountain_Warm_Strong	looping_sound	Battle_Environment_Element_Wind_Mountain_Warm_Play	Battle_Environment_Element_Wind_Mountain_Warm_Stop		200	Cam_Wind_Mountain_Warm_Strong	Campaign_Stop_Ambiences		35	0	1	false	false	Campaign_Doppler
Sound_Environment_Wind_Sand_Dune	looping_sound				0	Campaign_Environment_Element_Winds_Sand_Dunes_Play	Campaign_Stop_Ambiences		35	0	1	false	false	Campaign_Doppler
Sound_Environment_Wind_Skaven_Crack	looping_sound	Battle_Environment_Element_Wind_Cave_Opening_Large_Play	Battle_Environment_Element_Wind_Cave_Opening_Large_Stop		200				0	0	1	false	false	
Sound_Environment_Wind_Vortex	looping_sound	Battle_Environment_Element_Vortex_Play	Battle_Environment_Element_Vortex_Stop		4000	Campaign_Environment_Element_Wind_Vortex_Play	Campaign_Stop_Ambiences		500	0	1	false	false	Campaign_Doppler
Sound_Environment_Wind_Vortex_Grand_Campaign	looping_sound	Battle_Environment_Element_Vortex_Play	Battle_Environment_Element_Vortex_Stop		4000	Campaign_Environment_Element_Wind_Vortex_Grand_Campaign_Play	Campaign_Stop_Ambiences		500	0	1	false	false	Campaign_Doppler
Sound_Environment_Wooden_Structure_Creaks	looping_sound	Battle_Environment_Element_Earth_Wooden_Frame_Creaks_Start	Battle_Environment_Element_Earth_Wooden_Frame_Creaks_Stop		200				25	5	10	false	false	
Volume_Environment_Exclusion	rtpc_volume			Battle_Environment_Exclusion	40				17	0	1	false	true	
Volume_Environment_Wind_Cold	rtpc_volume				0	Campaign_Environment_Element_Wind_Blizzard_Play	Campaign_Environment_Element_Wind_Blizzard_Stop	Campaign_Wind_Cold	25	0	1	false	true	
