special_ability_phases_tables	33
duration	effect_type	id	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	heal_amount_duplicate	damage_chance	damage_amount	max_damaged_entities	heal_amount	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	recharge_time	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group
-1	positive	wh2_dlc11_item_passive_helm_of_the_kraken		false	false	false	0	0	0	0.5	2	0	0	0	2	false	0	0	false	0		wh_main_generic_hp_regen_passive		-1	false	true	true	0	
15	positive	wh2_dlc11_item_passive_the_bordeleaux_flabellum		false	false	false	0	0	-10	0	0	0	0	-1	0	false	0.15	0	false	0		wh_main_generic_buff_morale_passive		-1	false	true	true	0	
34	positive	wh2_dlc11_lord_abilities_claws_of_mourkain		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_buff_attack	wh_ability_positive_banner	120	false	false	true	0	
30	positive	wh2_dlc11_lord_abilities_dark_protection		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_buff_defence	wh_ability_positive_banner	90	false	false	false	0	
22	positive	wh2_dlc11_lord_abilities_dreaded_duelist		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_buff_defence_attack	wh_ability_positive_banner	-1	false	true	true	0	
32	positive	wh2_dlc11_lord_abilities_ghoul_king_of_ushoran		false	false	false	0	0	0	0.5	24	0	0	0	24	false	0	0	false	0		wh_main_generic_hp_regen	wh_ability_positive_banner	120	false	false	false	0	
28	positive	wh2_dlc11_lord_abilities_heart_piercing		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0	wh_dlc06_unit_contact_sundered_armour	wh_main_generic_buff_attack	wh_ability_positive_banner	120	false	false	false	0	
32	positive	wh2_dlc11_lord_abilities_lightning_reflexes		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh2_main_generic_buff_speed_passive	wh_ability_positive_one_shot	90	false	false	false	0	
15	positive	wh2_dlc11_lord_abilities_mananns_luck		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_ward_save_all	wh_ability_positive_banner	-1	false	false	false	0	
30	negative	wh2_dlc11_lord_abilities_power_siphon		false	false	false	0.18	0	15	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_debuff_attack_passive	wh2_dlc11_ability_cst_negative	-1	false	true	true	0	
41	negative	wh2_dlc11_lord_abilities_seduction		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_debuff_attack	wh_ability_negative	120	false	false	true	0	
22	negative	wh2_dlc11_lord_abilities_song_of_enthrallment		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh2_dlc11_deep_debuff_attack	wh2_dlc11_ability_enthrallment	-1	false	true	true	0	
18	negative	wh2_dlc11_lord_abilities_spearfishers_net		false	true	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh2_dlc11_ability_spearfishers_net	wh_ability_negative	-1	false	false	true	0	
11	negative	wh2_dlc11_lord_abilities_storm_of_the_night		false	false	false	0	0	0	1	0	1	40	2	0	false	0	0	false	0		wh2_dlc11_lord_abilities_storm_of_the_night		-1	false	true	true	0	
26	positive	wh2_dlc11_lord_abilities_transfix		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0	wh_dlc06_unit_contact_discouraged	wh2_main_generic_buff_speed_passive	wh_ability_positive_one_shot	120	false	false	false	0	
-1	positive	wh2_dlc11_lord_passive_honour_or_death		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_morale_passive		-1	false	false	false	0	
-1	positive	wh2_dlc11_lord_passive_magical_void		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_buff_defence_passive		-1	false	true	true	0	
-1	negative	wh2_dlc11_lord_passive_merciless_slaver		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_debuff_morale_passive		-1	false	false	true	0	
4	negative	wh2_dlc11_lore_passive_kiss_of_the_deep		false	false	false	0	0	0	0.5	0	1	4	1	0	false	0	0	false	0				-1	false	false	true	0	
30	positive	wh2_dlc11_quest_battle_supply		false	false	false	-0.1	0	0	0.5	10	0	0	-1	10	false	0	0	false	0		wh_main_generic_hp_regen_passive		-1	false	true	true	1	
35	negative	wh2_dlc11_spell_deep_fog_of_the_damned		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_spell_heavens_curse_of_the_midnight_wind	wh2_dlc11_ability_fog_of_the_damned_debuff	-1	false	true	true	0	
35	negative	wh2_dlc11_spell_deep_fog_of_the_damned_upgraded		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_spell_heavens_curse_of_the_midnight_wind	wh2_dlc11_ability_fog_of_the_damned_debuff	-1	false	true	true	0	
10	negative	wh2_dlc11_spell_deep_krakens_pull		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_spell_heavens_curse_of_the_midnight_wind		-1	false	true	true	0	
27	positive	wh2_dlc11_spell_deep_spiteful_shot		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	true	0		wh2_dlc11_spell_deep_spiteful_shot	wh2_dlc11_spell_deep_spiteful_shot	-1	false	true	false	0	
54	positive	wh2_dlc11_spell_deep_spiteful_shot_upgraded		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	true	0		wh2_dlc11_spell_deep_spiteful_shot	wh2_dlc11_spell_deep_spiteful_shot	-1	false	true	false	0	
10	negative	wh2_dlc11_spell_deep_tidecall		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0				-1	false	true	true	0	
10	negative	wh2_dlc11_unit_contact_charmed		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0				-1	false	true	true	0	
10	negative	wh2_dlc11_unit_contact_disrupted		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0				-1	false	true	true	0	
10	negative	wh2_dlc11_unit_contact_monstrous_impact		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0				-1	false	true	true	0	
1	positive	wh2_dlc11_unit_passive_abandon_ship		false	false	false	0	0	0	1	0	1	1	1	0	false	0	0	false	0			wh2_dlc11_ability_abandon_ship	-1	false	true	true	0	
-1	positive	wh2_dlc11_unit_passive_extra_powder		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh2_dlc11_unit_passive_extra_powder		-1	false	true	true	0	
0.1	negative	wh2_dlc11_unit_passive_gaseous_demise_buffer		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_crumble_II	wh2_dlc11_gaseous_demise	-1	false	true	true	0	
1	negative	wh2_dlc11_unit_passive_gaseous_demise_death		false	false	false	0	0	0	0.1	0	1	1000	1	0	false	0	0	false	0		wh_main_generic_crumble_II		-1	false	true	true	0	
0.1	negative	wh2_dlc11_unit_passive_noxious_unstable_buffer		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_crumble_II	wh2_dlc11_gaseous_demise	-1	false	true	true	0	
-1	negative	wh2_dlc11_unit_passive_noxious_unstable_mark_ii		false	false	false	0	0	0	0.1	0	1	1000	1	0	false	0	0	false	0		wh_main_generic_crumble_II		-1	false	true	true	0	
-1	positive	wh2_dlc11_unit_passive_the_ravenous_dead		false	false	false	0	0	0	0.5	8	0	0	0	8	false	0	0	false	0				-1	false	true	true	0	
83	negative	wh2_dlc11_unit_passive_unbinding_deckhands_mob		false	false	false	0	0	0	1	0	1	4	1	0	false	0	0	false	0		wh_main_bound_entity_energy_small		-1	false	true	true	0	
116	negative	wh2_dlc11_unit_passive_unbinding_gunnery_mob		false	false	false	0	0	0	1	0	1	4	1	0	false	0	0	false	0		wh_main_bound_entity_energy_small		-1	false	true	true	0	
88	negative	wh2_dlc11_unit_passive_unbinding_knights_of_the_realm		false	false	false	0	0	0	1	0	1	4	1	0	false	0	0	false	0		wh_main_bound_entity_energy_small		-1	false	true	true	0	
66	negative	wh2_dlc11_unit_passive_unbinding_rotting_prometheans		false	false	false	0	0	0	1	0	1	4	1	0	false	0	0	false	0		wh_main_bound_entity_energy_large		-1	false	true	true	0	
72	negative	wh2_dlc11_unit_passive_unbinding_varghulf		false	false	false	0	0	0	1	0	1	4	1	0	false	0	0	false	0		wh_main_bound_entity_energy_large		-1	false	true	true	0	
-1	positive	wh2_dlc11_weapon_passive_krakens_bane		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack_passive		-1	false	true	true	0	
16	negative	wh2_dlc12_army_abilities_warpstorm_doomrocket		false	false	false	0	0	0	1	0	0.6	12	4	0	false	0	0	false	0				-1	false	true	true	0	
13	negative	wh2_dlc12_character_abilities_brass_orb		false	false	false	0	0	0	1	0	0.6	12	8	0	false	0	0	false	0				-1	false	true	true	0	
18	positive	wh2_dlc12_character_abilities_supreme_shield_of_the_old_ones		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_defence	wh2_dlc12_ability_supreme_shield_of_the_old_ones	-1	false	true	true	0	
-1	positive	wh2_dlc12_item_passive_braid_of_bordeleaux		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack_passive		-1	false	true	true	0	
-1	negative	wh2_dlc12_item_passive_golden_death_mask		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_debuff_attack_passive		-1	false	true	true	0	
-1	positive	wh2_dlc12_item_passive_mask_of_heavens		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_defence_passive		-1	false	true	true	0	
21	positive	wh2_dlc12_item_passive_plaque_of_sotek		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_ward_save_all_passive		-1	false	true	true	0	
30	negative	wh2_dlc12_lord_abilities_drop_sphere_of_tepok		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh2_dlc12_drop_sphere_contact		-1	false	true	true	0	
40	positive	wh2_dlc12_lord_abilities_focus_instincts		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_buff_morale_passive		-1	false	true	false	0	
31	positive	wh2_dlc12_lord_abilities_master_of_the_skies		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_defence	wh_ability_positive_banner	-1	false	true	true	0	
29	positive	wh2_dlc12_lord_abilities_unlimited_power		false	false	false	0	0	0	0	0	0	0	-1	0	false	0.3	20	false	0		wh2_dlc12_ability_unlimited_power	wh2_dlc12_ability_unlimited_power	-1	false	true	true	0	
30	positive	wh2_dlc12_lord_abilities_warriors_crest		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1	false	true	true	0	
15	positive	wh2_dlc12_lord_passive_adrenaline_rush		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack		-1	false	true	true	0	
40	positive	wh2_dlc12_lord_passive_overload		false	false	false	0	0	0	0	0	0	0	-1	0	false	0.15	10	false	0		wh2_main_generic_buff_wom_banner	wh_ability_negative_one_shot	-1	false	true	true	0	
15	positive	wh2_dlc12_lord_passive_secondwind_serum		false	false	false	0	0	0	0.5	24	0	0	-1	24	false	0	0	false	0		wh_main_generic_hp_regen_passive		-1	false	true	true	0	
20	positive	wh2_dlc12_unit_abilities_refuse_to_die		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_morale	wh_ability_positive	-1	false	true	true	0	
25	positive	wh2_dlc12_unit_abilities_shield_of_chaqua		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_defence		-1	false	true	true	0	
18	positive	wh2_dlc12_unit_abilities_toad_rage		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1	false	true	true	0	
20	negative	wh2_dlc12_unit_contact_flammable		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0				-1	false	true	true	0	
30	negative	wh2_dlc12_unit_contact_sundered_armour		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0				-1	false	true	true	0	
10	negative	wh2_dlc12_unit_contact_suppressive_fire		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0				-1	false	true	true	0	
-1	positive	wh2_dlc12_unit_passive_arcane_configuration		false	false	false	0	0	0	0	0	0	0	-1	0	false	0.030000001	0	false	0				-1	false	true	true	0	
-1	positive	wh2_dlc12_unit_passive_blade_swirl		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0	wh_dlc06_unit_contact_sundered_armour			-1	false	true	true	0	
-1	positive	wh2_dlc12_unit_passive_demagoguery		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_defence_morale_passive		-1	false	true	true	0	
5	positive	wh2_dlc12_unit_passive_endless_drum		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack		-1	false	true	true	0.030000001	
-1	positive	wh2_dlc12_unit_passive_portent_of_warding		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_ward_save_all_passive		-1	false	true	true	0	
-1	positive	wh2_dlc12_unit_passive_the_best_defence		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_defence_passive		-1	false	true	true	0	
10	negative	wh2_dlc12_unit_passive_zzzap		false	false	false	0	0	10	0	0	0	0	0	0	false	0	0	false	0				-1	false	true	true	0	
-1	positive	wh2_dlc12_weapon_passive_blade_of_the_ancient_skies		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack_passive		-1	false	true	true	0	
-1	positive	wh2_dlc12_weapon_passive_blade_of_the_serpents_tongue		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0	wh_main_unit_contact_poison	wh_main_generic_buff_attack_passive		-1	false	true	true	0	
-1	positive	wh2_main_army_abilities_channeling_spire		false	false	false	0	0	0	0	0	0	0	-1	0	false	0.15	10	false	0		wh2_main_generic_buff_wom_banner	wh2_main_ability_channeling_spire	-1	false	true	true	0	
27	negative	wh2_main_army_abilities_dark_conduit		false	false	false	1	0	90	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack_banner	wh_ability_positive_one_shot	-1	false	true	true	0	
22	negative	wh2_main_army_abilities_eshin_clanstone		false	false	false	0	0	0	1	0	0.15	9	9	0	false	0	0	false	0			wh2_main_ability_eshin_clanstone	-1	false	true	true	0	
57	negative	wh2_main_army_abilities_holy_stela		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0			wh2_main_ability_holy_stela	-1	false	true	true	0	
11	negative	wh2_main_army_abilities_lure_of_the_pale_queen		false	true	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh2_main_abilities_lure_of_the_pale_queen	wh_ability_negative	-1	false	true	true	0	
28	positive	wh2_main_army_abilities_mors_clanstone		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0			wh2_main_ability_mors_clanstone	-1	false	true	true	0	
22	positive	wh2_main_army_abilities_moulder_clanstone		false	false	false	0	0	0	0.5	24	0	0	0	24	true	0	0	false	0			wh2_main_ability_moulder_clanstone	-1	false	true	true	0	
75	positive	wh2_main_army_abilities_pestilens_clanstone		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0	wh_main_unit_contact_poison		wh2_main_ability_pestilens_clanstone	-1	false	true	true	0	
52	negative	wh2_main_army_abilities_skyre_clanstone		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0			wh2_main_ability_skyre_clanstone	-1	false	true	true	0	
38	negative	wh2_main_army_abilities_temple_of_mists		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0			wh2_main_ability_temple_of_mists	-1	false	true	true	0	
-1	negative	wh2_main_banner_passive_battle_banner		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_debuff_morale_passive		-1	false	true	true	0	
-1	negative	wh2_main_banner_passive_sacred_banner_of_the_horned_rat		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_debuff_morale_passive		-1	false	true	true	0	
-1	negative	wh2_main_banner_passive_storm_banner		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_debuff_attack_passive		-1	false	true	true	0	
29	negative	wh2_main_character_abilities_assassins_trophy		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_debuff_attack	wh_ability_negative_one_shot	-1	false	true	true	0	
44	positive	wh2_main_character_abilities_black_lotus		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0	wh_dlc06_unit_contact_discouraged	wh_main_generic_buff_attack	wh_ability_positive	-1	false	true	true	0	
40	positive	wh2_main_character_abilities_cold_blooded		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh2_main_character_abilities_cold_blooded	wh2_main_ability_cold_blooded	-1	false	true	true	0	
40	positive	wh2_main_character_abilities_dark_venom		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1	false	true	true	0	
17	positive	wh2_main_character_abilities_shield_of_the_old_ones		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_defence	wh2_main_ability_shield_of_the_old_ones	-1	false	true	true	0	
35	positive	wh2_main_character_abilities_swiftness_of_itzl		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0			wh_ability_positive_one_shot	-1	false	true	true	0	
17	positive	wh2_main_character_abilities_verminous_valour		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0			wh_ability_positive_one_shot	-1	false	true	true	0	
47	positive	wh2_main_character_abilities_witchbrew		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0			wh_ability_positive_one_shot	-1	false	true	true	0	
-1	negative	wh2_main_character_passive_aura_of_pestilence		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh2_main_character_passive_aura_of_pestilence		-1	false	true	true	0	
-1	positive	wh2_main_character_passive_darken_the_skies		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0				-1	false	true	true	0	
-1	negative	wh2_main_character_passive_fallen_mages		false	false	false	0	0	0	1	0	1	9999	-1	0	false	0	0	false	0				-1	false	true	true	0	
-1	positive	wh2_main_character_passive_grand_arcane_conduit		false	false	false	0	0	0	0	0	0	0	-1	0	false	0.030000001	30	false	0				-1	false	true	true	0	
-1	positive	wh2_main_character_passive_horn_of_isha		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_buff_attack_passive		-1	false	true	true	0	
-1	positive	wh2_main_character_passive_loose		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0				-1	false	true	true	0	
120	positive	wh2_main_faction_abilities_murderous_mastery		false	false	false	-0.18	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh2_main_faction_abilities_murderous_prowess	wh_ability_positive	-1	false	true	true	0	
90	positive	wh2_main_faction_abilities_murderous_prowess		false	false	false	-0.18	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh2_main_faction_abilities_murderous_prowess	wh2_main_ability_murderous_prowess	-1	false	true	true	0	
-1	positive	wh2_main_faction_abilities_murderous_prowess_indicator		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh2_main_faction_abilities_murderous_prowess_indicator	wh2_main_ability_murderous_prowess	-1	true	true	true	0	
18	positive	wh2_main_item_abilities_amulet_of_itzl		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_ward_save_all	wh2_main_ability_amulet_of_itzl	-1	false	true	true	0	
67	positive	wh2_main_item_abilities_armour_of_the_stars		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh2_main_item_abilities_armour_of_the_stars	wh2_main_ability_armour_of_the_stars	-1	false	true	true	0	
25	positive	wh2_main_item_abilities_aura_of_quetzl		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_defence	wh_ability_positive	-1	false	true	true	0	
38	positive	wh2_main_item_abilities_blade_of_bel_korhadris		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1	false	true	true	0	
14	negative	wh2_main_item_abilities_blood_statuette_of_spite		false	false	false	0	0	0	1	0	0.18	6	9	0	false	0	0	false	0		wh_main_hero_abilities_accusation	wh_ability_negative	-1	false	true	true	0	
36	positive	wh2_main_item_abilities_book_of_hoeth		false	false	false	0	0	0	0	0	0	0	-1	0	false	0.3	0	false	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_banner	-1	false	true	true	0	
18	negative	wh2_main_item_abilities_cube_of_darkness		false	false	false	0	0	0	0	0	0	0	-1	0	false	-0.15	0	false	0		wh2_main_generic_debuff_wom_banner	wh_ability_negative_one_shot	-1	false	true	true	0	
28	positive	wh2_main_item_abilities_dragonhorn		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1	false	true	true	0	
28	positive	wh2_main_item_abilities_pearl_of_infinite_bleakness		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_morale	wh_ability_positive	-1	false	true	true	0	
20	negative	wh2_main_item_abilities_plaque_of_dominion		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_debuff_morale	wh2_main_ability_plaque_of_dominion	-1	false	true	true	0	
31	negative	wh2_main_item_abilities_rival_hide_talisman		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_debuff_attack	wh_ability_negative	-1	false	true	true	0	
11	negative	wh2_main_item_abilities_rod_of_corruption		false	false	false	0	0	0	0.5	0	0.15	6	9	0	false	0	0	false	0		wh_main_hero_abilities_accusation	wh_ability_negative	-1	false	true	true	0	
32	negative	wh2_main_item_abilities_scroll_of_hoeth		false	false	false	0	0	30	0	0	0	0	-1	0	false	-0.15	0	false	0		wh2_main_generic_debuff_wom_banner	wh_ability_negative_banner	-1	false	true	true	0	
15	positive	wh2_main_item_abilities_scrying_stone		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_ward_save_all	wh2_main_ability_scrying_stone	-1	false	true	true	0	
33	positive	wh2_main_item_abilities_skalm		false	false	false	0	0	0	0.5	24	0	0	-1	24	false	0	0	false	0		wh_main_generic_hp_regen	wh_ability_positive	-1	false	true	true	0	
47	positive	wh2_main_item_abilities_skavenbrew		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1	false	true	true	0	
44	positive	wh2_main_item_abilities_starwood_staff		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	20	false	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_banner	-1	false	true	true	0	
67	positive	wh2_main_item_abilities_talisman_of_loec		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1	false	true	true	0	
44	positive	wh2_main_item_abilities_the_bane_shield		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_defence	wh_ability_positive	-1	false	true	true	0	
18	positive	wh2_main_item_abilities_the_guiding_eye		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1	false	true	true	0	
20	positive	wh2_main_item_abilities_the_horn_of_kygor		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_attack	wh_ability_positive	-1	false	true	true	0	
15	negative	wh2_main_item_abilities_the_liber_bubonicus		false	false	false	0	0	0	1	0	0.6	144	1	0	false	0	0	false	0		wh_main_hero_abilities_accusation	wh_ability_negative	-1	false	true	true	0	
16	negative	wh2_main_item_abilities_the_tricksters_pendant		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_debuff_attack	wh_ability_negative	-1	false	true	true	0	
31	negative	wh2_main_item_abilities_the_vortex_shard		false	false	false	0	0	0	0	0	0	0	-1	0	false	-0.3	0	false	0		wh2_main_generic_debuff_wom_banner	wh_ability_negative_banner	-1	false	true	true	0	
29	negative	wh2_main_item_abilities_warpstorm_scroll		false	false	false	0	0	0	2	0	0.33	40	4	0	false	0	0	false	0		wh_main_hero_abilities_accusation	wh_ability_negative	-1	false	true	true	0	
57	positive	wh2_main_item_abilities_worlds_edge_armour		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_defence	wh_ability_positive	-1	false	true	true	0	
-1	positive	wh2_main_item_passive_blessed_tome		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_buff_morale_passive		-1	false	true	true	0	
-1	negative	wh2_main_item_passive_circlet_of_iron		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_debuff_attack_passive		-1	false	true	true	0	
-1	negative	wh2_main_item_passive_curse_charm_of_tepok		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_debuff_attack_passive		-1	false	true	true	0	
-1	positive	wh2_main_item_passive_darkstar_cloak		false	false	false	0	0	0	0	0	0	0	-1	0	false	0.060000002	0	false	0		wh_main_generic_buff_attack_passive		-1	false	true	true	0	
-1	positive	wh2_main_item_passive_diamond_guardian_phoenix		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_ward_save_magic_passive		-1	false	true	true	0	
-1	positive	wh2_main_item_passive_enchanted_spyglass		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_ward_save_missile_passive		-1	false	true	true	0	
1.1	positive	wh2_main_item_passive_heart_of_averlorn		false	false	false	0	0	0	1	1872	0	0	-1	1872	false	0	0	false	0		wh2_main_unit_passive_rebirth		-1	false	true	true	0	
-1	positive	wh2_main_item_passive_loremasters_cloak		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_ward_save_magic_passive		-1	false	true	true	0	
-1	negative	wh2_main_item_passive_pipes_of_piebald		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_debuff_attack_passive		-1	false	true	true	0	
-1	negative	wh2_main_item_passive_portents_of_verminous_doom		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_debuff_morale_passive		-1	false	true	true	0	
-1	negative	wh2_main_item_passive_ring_of_hotek		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_debuff_attack_passive		-1	false	true	true	0	
-1	positive	wh2_main_item_passive_ruby_guardian_phoenix		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_ward_save_missile_passive		-1	false	true	true	0	
-1	positive	wh2_main_item_passive_sacred_incense		false	false	false	0	0	0	0	0	0	0	0	0	false	0	0	false	0		wh_main_generic_ward_save_missile_passive		-1	false	true	true	0	
-1	positive	wh2_main_item_passive_sapphire_guardian_phoenix		false	false	false	0	0	0	0	0	0	0	-1	0	false	0	0	false	0		wh_main_generic_ward_save_magic_passive		-1	false	true	true	0	
