building_chains_tables	6
key	tech_category_tab	encyclopedia_group	chain_category	in_encyclopedia	building_superchain	optional_tier_icon	optional_sort_order	optional_required_horde_commander
wh2_main_hef_settlement_minor			money	true	wh_main_sch_settlement_minor	data\UI\Buildings\tier_icons\tier_hef_city.png	0	
wh2_main_hef_settlement_minor_coast			money	false	wh_main_sch_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_hef_city.png	0	
wh2_main_hef_smith			military	false	wh2_main_sch_support1_smith		0	
wh2_main_hef_stables			military	false	wh2_main_sch_military2_stables		1	
wh2_main_hef_worship			military	false	wh2_main_sch_support2_worship		2	
wh2_main_horde_def_beasts			military	false	wh2_main_sch_horde_def_beasts		2	
wh2_main_horde_def_bombardment_a			military	false	wh2_main_sch_horde_def_bombardment_a		1	
wh2_main_horde_def_bombardment_b			military	false	wh2_main_sch_horde_def_bombardment_b		2	
wh2_main_horde_def_bombardment_c			military	false	wh2_main_sch_horde_def_bombardment_c		3	
wh2_main_horde_def_entertainment			military	false	wh2_main_sch_horde_def_entertainment		2	
wh2_main_horde_def_military			military	false	wh2_main_sch_horde_def_military		0	
wh2_main_horde_def_settlement			money	false	wh2_main_sch_horde_def_settlement	data\UI\Buildings\tier_icons\tier_def_black_ark.png	0	
wh2_main_horde_def_slavery			military	false	wh2_main_sch_horde_def_slavery		1	
wh2_main_horde_def_sorcery			military	false	wh2_main_sch_horde_def_sorcery		3	
wh2_main_horde_def_worship			military	false	wh2_main_sch_horde_def_worship		1	
wh2_main_horde_rogue_settlement			military	false	wh2_main_sch_horde_rogue_settlement		0	
wh2_main_horde_skaven_assassins				false	wh2_main_sch_horde_skaven_assassins		2	
wh2_main_horde_skaven_leadership				false	wh2_main_sch_horde_skaven_leadership		0	
wh2_main_horde_skaven_monsters				false	wh2_main_sch_horde_skaven_monsters		0	
wh2_main_horde_skaven_plagues				false	wh2_main_sch_horde_skaven_plagues		0	
wh2_main_horde_skaven_settlement			money	false	wh2_main_sch_horde_skaven_settlement		0	
wh2_main_horde_skaven_slaves				false	wh2_main_sch_horde_skaven_slaves		1	
wh2_main_horde_skaven_stormvermin				false	wh2_main_sch_horde_skaven_stormvermin		3	
wh2_main_horde_skaven_supplies				false	wh2_main_sch_horde_skaven_supplies		0	
wh2_main_horde_skaven_warmachines				false	wh2_main_sch_horde_skaven_warmachines		0	
wh2_main_horde_skaven_weaponteams			military	false	wh2_main_sch_horde_skaven_weaponteams		0	
wh2_main_lzd_beasts			military	false	wh2_main_sch_military4_monsters		3	
wh2_main_lzd_coldones			military	false	wh2_main_sch_support1_smith		3	
wh2_main_lzd_defence_major			military	false	wh2_main_sch_defence_major_lzd		1	
wh2_main_lzd_defence_minor			military	false	wh2_main_sch_defence_minor		0	
wh2_main_lzd_defence_norsca			military	false	wh2_main_sch_defence_norsca		0	
wh2_main_lzd_energy			money	false	wh2_main_sch_infrastructure6_other		4	
wh2_main_lzd_energy_minor			money	false	wh2_main_sch_infrastructure7_minor		5	
wh2_main_lzd_farm			money	false	wh2_main_sch_infrastructure1_farm		0	
wh2_main_lzd_industry			money	false	wh2_main_sch_infrastructure2_industry		1	
wh2_main_lzd_order			money	false	wh2_main_sch_infrastructure3_order		2	
wh2_main_lzd_outpostnorsca_major			money	true	wh_main_sch_norsca_settlement_major	data\UI\Buildings\tier_icons\tier_lzd_city.png	0	
wh2_main_lzd_outpostnorsca_major_coast			money	false	wh_main_sch_norsca_settlement_major_coast	data\UI\Buildings\tier_icons\tier_lzd_city.png	0	
wh2_main_lzd_outpostnorsca_minor			money	true	wh_main_sch_norsca_settlement_minor	data\UI\Buildings\tier_icons\tier_lzd_city.png	0	
wh2_main_lzd_outpostnorsca_minor_coast			money	false	wh_main_sch_norsca_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_lzd_city.png	0	
wh2_main_lzd_port			money	false	wh_main_sch_port		0	
wh2_main_lzd_resource_animals			money	false	wh2_main_sch_resource_animals		10	
wh2_main_lzd_resource_dyes			money	false	wh_main_sch_human_resource_dyes		10	
wh2_main_lzd_resource_furs			money	false	wh_main_sch_human_resource_furs		10	
wh2_main_lzd_resource_gems			money	false	wh2_main_sch_human_resource_gems		10	
wh2_main_lzd_resource_gold			money	false	wh_main_sch_human_resource_gold		10	
wh2_main_lzd_resource_iron			money	false	wh_main_sch_human_resource_iron		10	
wh2_main_lzd_resource_marble			money	false	wh_main_sch_human_resource_marble		10	
wh2_main_lzd_resource_medicine			money	false	wh2_main_sch_resource_medicine		10	
wh2_main_lzd_resource_obsidian			money	false	wh2_main_sch_resource_obsidian		10	
wh2_main_lzd_resource_pasture			money	false	wh_main_sch_human_resource_pastures		10	
wh2_main_lzd_resource_pottery			money	false	wh_main_sch_human_resource_pottery		10	
wh2_main_lzd_resource_salt			money	false	wh_main_sch_human_resource_salt		10	
wh2_main_lzd_resource_spices			money	false	wh2_main_sch_resource_spices		10	
wh2_main_lzd_resource_wine			money	false	wh_main_sch_human_resource_wine		10	
wh2_main_lzd_resource_wood			money	false	wh_main_sch_human_resource_timber		10	
wh2_main_lzd_saurus			military	false	wh2_main_sch_military2_stables		1	
wh2_main_lzd_scrying			military	false	wh2_main_sch_vampires_raisedead		3	
wh2_main_lzd_settlement_major			money	true	wh_main_sch_settlement_major	data\UI\Buildings\tier_icons\tier_lzd_city.png	0	
wh2_main_lzd_settlement_major_coast			money	false	wh_main_sch_settlement_major_coast	data\UI\Buildings\tier_icons\tier_lzd_city.png	0	
wh2_main_lzd_settlement_minor			money	true	wh_main_sch_settlement_minor	data\UI\Buildings\tier_icons\tier_lzd_city.png	0	
wh2_main_lzd_settlement_minor_coast			money	false	wh_main_sch_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_lzd_city.png	0	
wh2_main_lzd_skinks			military	false	wh2_main_sch_military1_barracks		0	
wh2_main_lzd_slann			military	false	wh2_main_sch_support4_other		4	
wh2_main_lzd_smith			military	false	wh2_main_sch_military5		0	
wh2_main_lzd_terradons			military	false	wh2_main_sch_military3_warmachines		2	
wh2_main_lzd_terradons_tiktakto			military	false	wh2_main_sch_military3_warmachines		2	
wh2_main_lzd_worship_oldones			military	false	wh2_main_sch_support2_worship		2	
wh2_main_lzd_worship_sotek			military	false	wh2_main_sch_infrastructure5_tradingspying		1	
wh2_main_obsolete			military	false	wh2_main_sch_military5		0	
wh2_main_ritual_def			military	false	wh2_main_sch_ritual_def		0	
wh2_main_ritual_hef			military	false	wh2_main_sch_ritual_hef		0	
wh2_main_ritual_lzd			military	false	wh2_main_sch_ritual_lzd		0	
wh2_main_ritual_skv			military	false	wh2_main_sch_ritual_skv		0	
wh2_main_rogue_outpostnorsca_major			military	false	wh_main_sch_norsca_settlement_major		0	
wh2_main_rogue_outpostnorsca_major_coast			military	false	wh_main_sch_norsca_settlement_major_coast		0	
wh2_main_rogue_outpostnorsca_minor			military	false	wh_main_sch_norsca_settlement_minor		0	
wh2_main_rogue_outpostnorsca_minor_coast			military	false	wh_main_sch_norsca_settlement_minor_coast		0	
wh2_main_rogue_port			money	false	wh_main_sch_port		0	
wh2_main_rogue_settlement_major			military	false	wh_main_sch_settlement_major		0	
wh2_main_rogue_settlement_major_coast			military	false	wh_main_sch_settlement_major_coast		0	
wh2_main_rogue_settlement_minor			military	false	wh_main_sch_settlement_minor		0	
wh2_main_rogue_settlement_minor_coast			military	false	wh_main_sch_settlement_minor_coast		0	
wh2_main_savageorc_defence_norsca			military	false	wh2_main_sch_defence_norsca		0	
wh2_main_sch_special_parravon_peaks_brt			military	false	wh2_main_sch_special_parravon_peaks		0	
wh2_main_sch_special_parravon_peaks_hef			military	false	wh2_main_sch_special_parravon_peaks		0	
wh2_main_sch_special_parravon_peaks_wef			military	false	wh2_main_sch_special_parravon_peaks		0	
wh2_main_skv_assassins			military	false	wh2_main_sch_military2_stables		1	
wh2_main_skv_clanrats			military	false	wh2_main_sch_military1_barracks		0	
wh2_main_skv_defence_major			military	false	wh2_main_sch_defence_major_skv		1	
wh2_main_skv_defence_minor			military	false	wh2_main_sch_defence_minor		0	
wh2_main_skv_defence_norsca			military	false	wh2_main_sch_defence_norsca		0	
wh2_main_skv_energy			money	false	wh2_main_sch_infrastructure6_other		1	
wh2_main_skv_engineers			military	false	wh2_main_sch_military3_warmachines		0	
wh2_main_skv_farm			money	false	wh2_main_sch_infrastructure1_farm		0	
wh2_main_skv_industry			money	false	wh2_main_sch_infrastructure2_industry		2	
wh2_main_skv_monsters			military	false	wh2_main_sch_military4_monsters		2	
wh2_main_skv_order			money	false	wh2_main_sch_infrastructure3_order		3	
wh2_main_skv_outpostnorsca_major			money	false	wh_main_sch_norsca_settlement_major	data\UI\Buildings\tier_icons\tier_skv_city.png	0	
wh2_main_skv_outpostnorsca_major_coast			money	false	wh_main_sch_norsca_settlement_major_coast	data\UI\Buildings\tier_icons\tier_skv_city.png	0	
wh2_main_skv_outpostnorsca_minor			money	false	wh_main_sch_norsca_settlement_minor	data\UI\Buildings\tier_icons\tier_skv_city.png	0	
wh2_main_skv_outpostnorsca_minor_coast			money	false	wh_main_sch_norsca_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_skv_city.png	0	
wh2_main_skv_plagues			military	false	wh2_main_sch_support2_worship		1	
wh2_main_skv_port			money	false	wh_main_sch_port		0	
wh2_main_skv_resource_animals			money	false	wh2_main_sch_resource_animals		10	
wh2_main_skv_resource_dyes			money	false	wh_main_sch_human_resource_dyes		10	
wh2_main_skv_resource_furs			money	false	wh_main_sch_human_resource_furs		10	
wh2_main_skv_resource_gems			money	false	wh2_main_sch_human_resource_gems		10	
wh2_main_skv_resource_gold			money	false	wh_main_sch_human_resource_gold		10	
wh2_main_skv_resource_iron			money	false	wh_main_sch_human_resource_iron		10	
wh2_main_skv_resource_marble			money	false	wh_main_sch_human_resource_marble		10	
wh2_main_skv_resource_medicine			money	false	wh2_main_sch_resource_medicine		10	
wh2_main_skv_resource_obsidian			money	false	wh2_main_sch_resource_obsidian		10	
wh2_main_skv_resource_pasture			money	false	wh_main_sch_human_resource_pastures		10	
wh2_main_skv_resource_pottery			money	false	wh_main_sch_human_resource_pottery		10	
wh2_main_skv_resource_salt			money	false	wh_main_sch_human_resource_salt		10	
wh2_main_skv_resource_spices			money	false	wh2_main_sch_resource_spices		10	
wh2_main_skv_resource_wine			money	false	wh_main_sch_human_resource_wine		10	
wh2_main_skv_resource_wood			money	false	wh_main_sch_human_resource_timber		10	
wh2_main_skv_settlement_major			money	false	wh_main_sch_settlement_major	data\UI\Buildings\tier_icons\tier_skv_city.png	0	
wh2_main_skv_settlement_major_coast			money	false	wh_main_sch_settlement_major_coast	data\UI\Buildings\tier_icons\tier_skv_city.png	0	
wh2_main_skv_settlement_minor			money	false	wh_main_sch_settlement_minor	data\UI\Buildings\tier_icons\tier_skv_city.png	0	
wh2_main_skv_settlement_minor_coast			money	false	wh_main_sch_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_skv_city.png	0	
wh2_main_skv_weaponteams			military	false	wh2_main_sch_support1_smith		2	
wh2_main_special_altar_of_ultimate_darkness			military	false	wh2_main_sch_special_altar_of_ultimate_darkness		0	
wh2_main_special_altar_of_ultimate_darkness_vmp			military	false	wh2_main_sch_special_altar_of_ultimate_darkness		0	
wh2_main_special_altdorf_castle_reikguard			military	false	wh2_main_sch_special_altdorf_castle_reikguard		0	
wh2_main_special_altdorf_imperial_palace			money	false	wh2_main_sch_special_altdorf_imperial_palace		2	
wh2_main_special_altdorf_imperial_palace_brt			money	false	wh2_main_sch_special_altdorf_imperial_palace		2	
wh2_main_special_altdorf_imperial_palace_vmp			money	false	wh2_main_sch_special_altdorf_imperial_palace		2	
wh2_main_special_ancestors_hall			happiness	true	wh2_main_sch_special_ancestors_hall		1	
wh2_main_special_anlec_citadel_def			military	false	wh2_main_sch_special_anlec_citadel		0	
wh2_main_special_anlec_citadel_hef			military	false	wh2_main_sch_special_anlec_citadel		0	
wh2_main_special_axlotl_chameleon_shrine			military	false	wh2_main_sch_special_axlotl_chameleon_shrine		0	
wh2_main_special_big_fort			military	false	wh2_main_sch_special_big_fort		1	
wh2_main_special_blood_keep			military	false	wh2_main_sch_special_blood_keep		1	
wh2_main_special_brewery			money	true	wh2_main_sch_special_brewery		0	
wh2_main_special_castle_drachenfels			money	false	wh2_main_sch_special_castle_drachenfels		0	
wh2_main_special_chamber_of_visions			happiness	false	wh2_main_sch_special_chamber_of_visions		0	
wh2_main_special_clar_karond_lairs			military	false	wh2_main_sch_special_clar_karond_lairs		0	
wh2_main_special_clar_karond_lairs_emp			military	false	wh2_main_sch_special_clar_karond_lairs		0	
wh2_main_special_clar_karond_lairs_grn			military	false	wh2_main_sch_special_clar_karond_lairs		0	
wh2_main_special_clar_karond_lairs_other			military	false	wh2_main_sch_special_clar_karond_lairs		0	
wh2_main_special_clar_karond_lairs_skv			military	false	wh2_main_sch_special_clar_karond_lairs		0	
wh2_main_special_clar_karond_lairs_tmb			military	false	wh2_main_sch_special_clar_karond_lairs		0	
wh2_main_special_clar_karond_lairs_vmp			military	false	wh2_main_sch_special_clar_karond_lairs		0	
wh2_main_special_copper_mountain			money	true	wh2_main_sch_special_copper_mountain		1	
wh2_main_special_copper_mountain_skv			money	true	wh2_main_sch_special_copper_mountain		1	
wh2_main_special_corrupted_spawning_pool			money	false	wh2_main_sch_special_corrupted_spawning_pool		0	
wh2_main_special_cothique_palace			military	false	wh2_main_sch_special_cothique_palace		0	
wh2_main_special_def_vauls_anvil			military	false	wh2_main_sch_special_def_vauls_anvil		0	
wh2_main_special_def_vauls_anvil_hef			military	false	wh2_main_sch_special_def_vauls_anvil		0	
wh2_main_special_dorks_rock			military	false	wh2_main_sch_special_dorks_rock		0	
wh2_main_special_drakenhof_court			money	false	wh2_main_sch_special_drakenhof_court		1	
wh2_main_special_eight_peaks_skv			money	false	wh_dlc06_sch_special_eight_peaks		0	
wh2_main_special_ellyrian_stables			military	false	wh2_main_sch_special_ellyrian_stables		0	
wh2_main_special_everqueen_court			military	true	wh2_main_sch_special_everqueen_court		0	
wh2_main_special_everqueen_court_def			military	false	wh2_main_sch_special_everqueen_court		0	
wh2_main_special_everqueen_court_hef			military	false	wh2_main_sch_special_everqueen_court		0	
wh2_main_special_everqueen_court_wef			military	false	wh2_main_sch_special_everqueen_court		0	
wh2_main_special_fallen_gates			money	false	wh2_main_sch_special_fallen_gates		0	
wh2_main_special_fortress_gate_eagle_chaos			military	false	wh2_main_sch_fortress_gate_eagle		0	
wh2_main_special_fortress_gate_eagle_cst			military	false	wh2_main_sch_fortress_gate_eagle		0	
wh2_main_special_fortress_gate_eagle_hef			military	false	wh2_main_sch_fortress_gate_eagle		0	
wh2_main_special_fortress_gate_eagle_skaven			military	false	wh2_main_sch_fortress_gate_eagle		0	
wh2_main_special_fortress_gate_eagle_untainted			military	false	wh2_main_sch_fortress_gate_eagle		0	
wh2_main_special_fortress_gate_eagle_vmp			military	false	wh2_main_sch_fortress_gate_eagle		0	
wh2_main_special_fortress_gate_eagle_wef			military	false	wh2_main_sch_fortress_gate_eagle		0	
wh2_main_special_fortress_gate_griffon_chaos			military	false	wh2_main_sch_fortress_gate_griffon		0	
wh2_main_special_fortress_gate_griffon_cst			military	false	wh2_main_sch_fortress_gate_griffon		0	
wh2_main_special_fortress_gate_griffon_hef			military	false	wh2_main_sch_fortress_gate_griffon		0	
wh2_main_special_fortress_gate_griffon_skaven			military	false	wh2_main_sch_fortress_gate_griffon		0	
wh2_main_special_fortress_gate_griffon_untainted			military	false	wh2_main_sch_fortress_gate_griffon		0	
wh2_main_special_fortress_gate_griffon_vmp			military	false	wh2_main_sch_fortress_gate_griffon		0	
wh2_main_special_fortress_gate_griffon_wef			military	false	wh2_main_sch_fortress_gate_griffon		0	
wh2_main_special_fortress_gate_phoenix_chaos			military	false	wh2_main_sch_fortress_gate_phoenix		0	
wh2_main_special_fortress_gate_phoenix_cst			military	false	wh2_main_sch_fortress_gate_phoenix		0	
wh2_main_special_fortress_gate_phoenix_hef			military	false	wh2_main_sch_fortress_gate_phoenix		0	
wh2_main_special_fortress_gate_phoenix_skaven			military	false	wh2_main_sch_fortress_gate_phoenix		0	
wh2_main_special_fortress_gate_phoenix_untainted			military	false	wh2_main_sch_fortress_gate_phoenix		0	
wh2_main_special_fortress_gate_phoenix_vmp			military	false	wh2_main_sch_fortress_gate_phoenix		0	
wh2_main_special_fortress_gate_phoenix_wef			military	false	wh2_main_sch_fortress_gate_phoenix		0	
wh2_main_special_fortress_gate_unicorn_chaos			military	false	wh2_main_sch_fortress_gate_unicorn		0	
wh2_main_special_fortress_gate_unicorn_cst			military	false	wh2_main_sch_fortress_gate_unicorn		0	
wh2_main_special_fortress_gate_unicorn_hef			military	false	wh2_main_sch_fortress_gate_unicorn		0	
wh2_main_special_fortress_gate_unicorn_skaven			military	false	wh2_main_sch_fortress_gate_unicorn		0	
wh2_main_special_fortress_gate_unicorn_untainted			military	false	wh2_main_sch_fortress_gate_unicorn		0	
wh2_main_special_fortress_gate_unicorn_vmp			military	false	wh2_main_sch_fortress_gate_unicorn		0	
wh2_main_special_fortress_gate_unicorn_wef			military	false	wh2_main_sch_fortress_gate_unicorn		0	
wh2_main_special_galbaraz_mourkain_tmb			military	false	wh2_main_sch_special_galbaraz_mourkain		0	
wh2_main_special_galbaraz_mourkain_vmp			military	false	wh2_main_sch_special_galbaraz_mourkain		0	
wh2_main_special_galbaraz_oathgold_dwf			military	false	wh2_main_sch_special_galbaraz_oathgold		0	
wh2_main_special_galbaraz_oathgold_grn			military	false	wh2_main_sch_special_galbaraz_oathgold		0	
wh2_main_special_galbaraz_oathgold_skv			military	false	wh2_main_sch_special_galbaraz_oathgold		0	
wh2_main_special_ghrond_convent_of_sorcery			military	false	wh2_main_sch_special_ghrond_convent_of_sorcery		0	
wh2_main_special_ghrond_convent_of_sorcery_emp			military	false	wh2_main_sch_special_ghrond_convent_of_sorcery		0	
wh2_main_special_ghrond_convent_of_sorcery_hef			military	false	wh2_main_sch_special_ghrond_convent_of_sorcery		0	
wh2_main_special_ghrond_convent_of_sorcery_other			military	false	wh2_main_sch_special_ghrond_convent_of_sorcery		0	
wh2_main_special_ghrond_convent_of_sorcery_vmp			military	false	wh2_main_sch_special_ghrond_convent_of_sorcery		0	
wh2_main_special_glittering_tower			military	false	wh2_main_sch_special_glittering_tower		0	
wh2_main_special_golden_tower_of_the_gods_lzd			military	false	wh2_main_sch_special_golden_tower_of_the_gods		1	
wh2_main_special_golden_tower_of_the_gods_other			military	false	wh2_main_sch_special_golden_tower_of_the_gods		1	
wh2_main_special_golden_tower_of_the_gods_tmb			military	false	wh2_main_sch_special_golden_tower_of_the_gods		1	
wh2_main_special_hag_graef_mines			military	false	wh2_main_sch_special_hag_graef_mines		0	
wh2_main_special_hag_graef_mines_def			military	false	wh2_main_sch_special_hag_graef_mines		0	
wh2_main_special_hag_graef_mines_tmb			military	false	wh2_main_sch_special_hag_graef_mines		0	
wh2_main_special_hall_of_dragons			military	false	wh2_main_sch_special_hall_of_dragons		0	
wh2_main_special_har_ganeth_hellebron_palace			military	false	wh2_main_sch_special_har_ganeth_hellebron_palace		0	
wh2_main_special_har_ganeth_hellebron_palace_hef			military	false	wh2_main_sch_special_har_ganeth_hellebron_palace		0	
wh2_main_special_har_ganeth_temple_of_khaine			military	false	wh2_main_sch_special_har_ganeth_temple_of_khaine		0	
wh2_main_special_har_ganeth_temple_of_khaine_hef			military	false	wh2_main_sch_special_har_ganeth_temple_of_khaine		0	
wh2_main_special_hellpit_pits			money	false	wh2_main_sch_special_hellpit_pits		0	
wh2_main_special_hexoatl_incubator			military	false	wh2_main_sch_special_hexoatl_incubator		0	
wh2_main_special_hexoatl_stellar_pyramids			happiness	false	wh2_main_sch_special_hexoatl_stellar_pyramids		0	
wh2_main_special_hexoatl_stellar_pyramids_other			happiness	false	wh2_main_sch_special_hexoatl_stellar_pyramids		0	
wh2_main_special_itza_emerald_pools			happiness	false	wh2_main_sch_special_itza_emerald_pools		0	
wh2_main_special_itza_vaults_of_the_old_ones			military	false	wh2_main_sch_special_itza_vaults_of_the_old_ones		0	
wh2_main_special_karaz_a_karak_airport			military	false	wh2_main_sch_karaz_a_karak_airport		0	
wh2_main_special_karond_kar_slavers			military	false	wh2_main_sch_special_karond_kar_slavers		0	
wh2_main_special_lothern_port			military	false	wh2_main_sch_special_lothern_port		0	
wh2_main_special_lothern_port_norsca			money	false	wh2_main_sch_special_lothern_port		0	
wh2_main_special_lothern_port_other			military	false	wh2_main_sch_special_lothern_port		0	
wh2_main_special_lothern_port_tmb			military	false	wh2_main_sch_special_lothern_port		0	
wh2_main_special_magma_caverns			money	true	wh2_main_sch_special_magma_caverns		1	
wh2_main_special_mors_hq			money	false	wh2_main_sch_special_mors_hq		0	
wh2_main_special_mousillon_merovech			money	false	wh2_main_sch_special_mousillon_merovech		0	
wh2_main_special_naggarond_blackguard			military	false	wh2_main_sch_special_naggarond_black_guard		1	
wh2_main_special_naggarond_witch_king			military	false	wh2_main_sch_special_naggarond_witch_king		2	
wh2_main_special_naggarond_witch_king_hef			military	false	wh2_main_sch_special_naggarond_witch_king		2	
wh2_main_special_oyxl_shrine_of_birds			military	false	wh2_main_sch_special_oyxl_shrine_of_birds		0	
wh2_main_special_peg_street_pawnshop			money	true	wh2_main_sch_special_peg_street_pawnshop		1	
wh2_main_special_phoenix_king_court			military	false	wh2_main_sch_special_phoenix_king_court		0	
wh2_main_special_phoenix_king_court_dwf			military	true	wh2_main_sch_special_phoenix_king_court		1	
wh2_main_special_phoenix_king_court_nor			military	true	wh2_main_sch_special_phoenix_king_court		1	
wh2_main_special_pyramid_of_nagash_other			money	false	wh2_main_sch_special_pyramid_of_nagash		0	
wh2_main_special_pyramid_of_nagash_vmp			money	false	wh2_main_sch_special_pyramid_of_nagash		0	
wh2_main_special_quetza_serpent_lairs			military	false	wh2_main_sch_special_quetza_serpent_lairs		0	
wh2_main_special_quintex			military	false	wh2_main_sch_special_quintex		0	
wh2_main_special_quintex_tmb			military	false	wh2_main_sch_special_quintex		0	
wh2_main_special_salzenmund_laurelorn_def			military	false	wh2_main_sch_special_salzenmund_laurelorn		0	
wh2_main_special_salzenmund_laurelorn_hef			military	false	wh2_main_sch_special_salzenmund_laurelorn		0	
wh2_main_special_salzenmund_laurelorn_human			military	false	wh2_main_sch_special_salzenmund_laurelorn		0	
wh2_main_special_salzenmund_laurelorn_wef			military	false	wh2_main_sch_special_salzenmund_laurelorn		0	
wh2_main_special_settlement_altdorf_cst			money	false	wh_main_sch_special_settlement_altdorf		0	
wh2_main_special_settlement_altdorf_def			money	false	wh_main_sch_special_settlement_altdorf		0	
wh2_main_special_settlement_altdorf_dwf			money	false	wh_main_sch_special_settlement_altdorf		0	
wh2_main_special_settlement_altdorf_grn			money	false	wh_main_sch_special_settlement_altdorf		0	
wh2_main_special_settlement_altdorf_hef			money	false	wh_main_sch_special_settlement_altdorf		0	
wh2_main_special_settlement_altdorf_lzd			money	false	wh_main_sch_special_settlement_altdorf		0	
wh2_main_special_settlement_altdorf_norsca			money	false	wh_main_sch_special_settlement_altdorf		0	
wh2_main_special_settlement_altdorf_other			money	false	wh_main_sch_special_settlement_altdorf		0	
wh2_main_special_settlement_altdorf_savage			money	false	wh_main_sch_special_settlement_altdorf		0	
wh2_main_special_settlement_altdorf_skv			money	false	wh_main_sch_special_settlement_altdorf		0	
wh2_main_special_settlement_athel_loren_brt			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_cst			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_def			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_dwf			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_emp			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_grn			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_hef			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_lzd			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_norsca			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_rogue			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_savage			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_skv			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_athel_loren_vmp			money	false	wh_dlc05_sch_wef_settlement_major_main		0	
wh2_main_special_settlement_black_crag_brt			money	false	wh_main_sch_special_settlement_black_crag		0	
wh2_main_special_settlement_black_crag_cst			money	false	wh_main_sch_special_settlement_black_crag		0	
wh2_main_special_settlement_black_crag_def			money	false	wh_main_sch_special_settlement_black_crag		0	
wh2_main_special_settlement_black_crag_emp			money	false	wh_main_sch_special_settlement_black_crag		0	
wh2_main_special_settlement_black_crag_hef			money	false	wh_main_sch_special_settlement_black_crag		0	
wh2_main_special_settlement_black_crag_lzd			money	false	wh_main_sch_special_settlement_black_crag		0	
wh2_main_special_settlement_black_crag_other			money	false	wh_main_sch_special_settlement_black_crag		0	
wh2_main_special_settlement_black_crag_skv			money	false	wh_main_sch_special_settlement_black_crag		0	
wh2_main_special_settlement_black_crag_vmp			money	false	wh_main_sch_special_settlement_black_crag		0	
wh2_main_special_settlement_castle_drakenhof_def			money	false	wh_main_sch_special_settlement_castle_drakenhof		0	
wh2_main_special_settlement_castle_drakenhof_dwf			money	false	wh_main_sch_special_settlement_castle_drakenhof		0	
wh2_main_special_settlement_castle_drakenhof_grn			money	false	wh_main_sch_special_settlement_castle_drakenhof		0	
wh2_main_special_settlement_castle_drakenhof_hef			money	false	wh_main_sch_special_settlement_castle_drakenhof		0	
wh2_main_special_settlement_castle_drakenhof_lzd			money	false	wh_main_sch_special_settlement_castle_drakenhof		0	
wh2_main_special_settlement_castle_drakenhof_norsca			money	false	wh_main_sch_special_settlement_castle_drakenhof		0	
wh2_main_special_settlement_castle_drakenhof_other			money	false	wh_main_sch_special_settlement_castle_drakenhof		0	
wh2_main_special_settlement_castle_drakenhof_savage			money	false	wh_main_sch_special_settlement_castle_drakenhof		0	
wh2_main_special_settlement_castle_drakenhof_skv			money	false	wh_main_sch_special_settlement_castle_drakenhof		0	
wh2_main_special_settlement_colony_major_hef			money	false	wh2_main_sch_special_settlement_elven_colony_major		0	
wh2_main_special_settlement_colony_major_norscaruin_khorne			abandoned	false	wh2_main_sch_special_settlement_elven_colony_major		0	
wh2_main_special_settlement_colony_major_norscaruin_nurgle			abandoned	false	wh2_main_sch_special_settlement_elven_colony_major		0	
wh2_main_special_settlement_colony_major_norscaruin_slaanesh			abandoned	false	wh2_main_sch_special_settlement_elven_colony_major		0	
wh2_main_special_settlement_colony_major_norscaruin_tzeentch			abandoned	false	wh2_main_sch_special_settlement_elven_colony_major		0	
wh2_main_special_settlement_colony_major_other			money	false	wh2_main_sch_special_settlement_elven_colony_major		0	
wh2_main_special_settlement_colony_major_wef			money	false	wh2_main_sch_special_settlement_elven_colony_major		0	
wh2_main_special_settlement_colony_minor_hef			money	false	wh2_main_sch_special_settlement_elven_colony_minor		0	
wh2_main_special_settlement_colony_minor_norscaruin_khorne			abandoned	false	wh2_main_sch_special_settlement_elven_colony_minor		0	
wh2_main_special_settlement_colony_minor_norscaruin_nurgle			abandoned	false	wh2_main_sch_special_settlement_elven_colony_minor		0	
wh2_main_special_settlement_colony_minor_norscaruin_slaanesh			abandoned	false	wh2_main_sch_special_settlement_elven_colony_minor		0	
