campaign_map_attrition_faction_immunities_tables	0
horde_infighting	wh2_main_def_har_ganeth
horde_infighting	wh2_main_def_har_ganeth_separatists
horde_infighting	wh2_main_def_karond_kar
horde_infighting	wh2_main_def_naggarond
horde_infighting	wh2_main_def_naggarond_separatists
horde_infighting	wh2_main_def_scourge_of_khaine
horde_infighting	wh2_main_def_ssildra_tor
horde_infighting	wh2_main_def_the_forgebound
horde_infighting	wh_dlc03_bst_beastmen
horde_infighting	wh_dlc03_bst_beastmen_ally
horde_infighting	wh_dlc03_bst_beastmen_brayherd
horde_infighting	wh_dlc03_bst_beastmen_chaos
horde_infighting	wh_dlc03_bst_beastmen_chaos_brayherd
horde_infighting	wh_dlc03_bst_beastmen_qb1
horde_infighting	wh_dlc03_bst_beastmen_qb2
horde_infighting	wh_dlc03_bst_beastmen_qb3
horde_infighting	wh_dlc03_bst_beastmen_rebels
horde_infighting	wh_dlc03_bst_beastmen_rebels_brayherd
horde_infighting	wh_dlc03_bst_jagged_horn
horde_infighting	wh_dlc03_bst_jagged_horn_brayherd
horde_infighting	wh_dlc03_bst_redhorn
horde_infighting	wh_dlc03_bst_redhorn_brayherd
horde_infighting	wh_dlc08_chs_chaos_challenger_khorne
horde_infighting	wh_dlc08_chs_chaos_challenger_nurgle
horde_infighting	wh_dlc08_chs_chaos_challenger_slaanesh
horde_infighting	wh_dlc08_chs_chaos_challenger_tzeentch
hostile_territory	wh2_dlc10_def_blood_voyage
low_morale	wh2_dlc10_def_blood_voyage
maelstrom	wh2_dlc09_rogue_black_creek_raiders
maelstrom	wh2_dlc09_rogue_dwellers_of_zardok
maelstrom	wh2_dlc09_rogue_eyes_of_the_jungle
maelstrom	wh2_dlc09_rogue_pilgrims_of_myrmidia
maelstrom	wh2_dlc10_def_blood_voyage
maelstrom	wh2_dlc11_brt_bretonnia_dil
maelstrom	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
maelstrom	wh2_dlc11_cst_noctilus
maelstrom	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
maelstrom	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast
maelstrom	wh2_dlc11_cst_rogue_freebooters_of_port_royale
maelstrom	wh2_dlc11_cst_rogue_grey_point_scuttlers
maelstrom	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
maelstrom	wh2_dlc11_cst_rogue_the_churning_gulf_raiders
maelstrom	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
maelstrom	wh2_dlc11_cst_shanty_dragon_spine_privateers
maelstrom	wh2_dlc11_cst_shanty_middle_sea_brigands
maelstrom	wh2_dlc11_cst_shanty_shark_straight_seadogs
maelstrom	wh2_dlc11_def_dark_elves_dil
maelstrom	wh2_dlc11_emp_empire_dil
maelstrom	wh2_dlc11_nor_norsca_dil
maelstrom	wh2_dlc11_nor_norsca_qb4
mountain	wh2_dlc09_rogue_black_creek_raiders
mountain	wh2_dlc09_rogue_dwellers_of_zardok
mountain	wh2_dlc09_rogue_eyes_of_the_jungle
mountain	wh2_dlc09_rogue_pilgrims_of_myrmidia
mountain	wh2_dlc09_tmb_exiles_of_nehek
mountain	wh2_dlc10_def_blood_voyage
mountain	wh2_dlc11_brt_bretonnia_dil
mountain	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
mountain	wh2_dlc11_cst_noctilus
mountain	wh2_dlc11_cst_noctilus_separatists
mountain	wh2_dlc11_cst_pirates_of_sartosa
mountain	wh2_dlc11_cst_pirates_of_sartosa_separatists
mountain	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
mountain	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast
mountain	wh2_dlc11_cst_rogue_freebooters_of_port_royale
mountain	wh2_dlc11_cst_rogue_grey_point_scuttlers
mountain	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
mountain	wh2_dlc11_cst_rogue_the_churning_gulf_raiders
mountain	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
mountain	wh2_dlc11_cst_shanty_dragon_spine_privateers
mountain	wh2_dlc11_cst_shanty_middle_sea_brigands
mountain	wh2_dlc11_cst_shanty_shark_straight_seadogs
mountain	wh2_dlc11_cst_the_drowned
mountain	wh2_dlc11_cst_the_drowned_separatists
mountain	wh2_dlc11_cst_vampire_coast
mountain	wh2_dlc11_cst_vampire_coast_rebellion_rebels
mountain	wh2_dlc11_cst_vampire_coast_rebels
mountain	wh2_dlc11_cst_vampire_coast_separatists
mountain	wh2_dlc11_def_dark_elves_dil
mountain	wh2_dlc11_emp_empire_dil
mountain	wh2_dlc11_nor_norsca_dil
mountain	wh2_dlc11_nor_norsca_qb4
mountain	wh2_dlc11_vmp_the_barrow_legion
mountain	wh2_main_chs_chaos_incursion_def
mountain	wh2_main_chs_chaos_incursion_hef
mountain	wh2_main_chs_chaos_incursion_lzd
mountain	wh2_main_chs_chaos_incursion_skv
mountain	wh2_main_dwf_greybeards_prospectors
mountain	wh2_main_dwf_karak_zorn
mountain	wh2_main_dwf_spine_of_sotek_dwarfs
mountain	wh2_main_nor_aghol
mountain	wh2_main_nor_hung_incursion_def
mountain	wh2_main_nor_hung_incursion_hef
mountain	wh2_main_nor_hung_incursion_lzd
mountain	wh2_main_nor_hung_incursion_skv
mountain	wh2_main_nor_mung
mountain	wh2_main_nor_skeggi
mountain	wh2_main_rogue_abominations
mountain	wh2_main_rogue_beastcatchas
mountain	wh2_main_rogue_bernhoffs_brigands
mountain	wh2_main_rogue_black_spider_tribe
mountain	wh2_main_rogue_boneclubbers_tribe
mountain	wh2_main_rogue_celestial_storm
mountain	wh2_main_rogue_college_of_pyrotechnics
mountain	wh2_main_rogue_def_chs_vashnaar
mountain	wh2_main_rogue_def_mengils_manflayers
mountain	wh2_main_rogue_doomseekers
mountain	wh2_main_rogue_gerhardts_mercenaries
mountain	wh2_main_rogue_hef_tor_elithis
mountain	wh2_main_rogue_hung_warband
mountain	wh2_main_rogue_jerrods_errantry
mountain	wh2_main_rogue_mangy_houndz
mountain	wh2_main_rogue_morrsliebs_howlers
mountain	wh2_main_rogue_pirates_of_the_far_sea
mountain	wh2_main_rogue_pirates_of_the_southern_ocean
mountain	wh2_main_rogue_pirates_of_trantio
mountain	wh2_main_rogue_scions_of_tesseninck
mountain	wh2_main_rogue_scourge_of_aquitaine
mountain	wh2_main_rogue_stuff_snatchers
mountain	wh2_main_rogue_teef_snatchaz
mountain	wh2_main_rogue_the_wandering_dead
mountain	wh2_main_rogue_troll_skullz
mountain	wh2_main_rogue_vauls_expedition
mountain	wh2_main_rogue_vmp_heirs_of_mourkain
mountain	wh2_main_rogue_wef_hunters_of_kurnous
mountain	wh2_main_rogue_worldroot_rangers
mountain	wh2_main_rogue_wrath_of_nature
mountain	wh2_main_vmp_necrarch_brotherhood
mountain	wh2_main_vmp_strygos_empire
mountain	wh2_main_vmp_the_silver_host
mountain	wh2_main_vmp_vampire_coast
mountain	wh_dlc08_chs_chaos_challenger_khorne
mountain	wh_dlc08_chs_chaos_challenger_nurgle
mountain	wh_dlc08_chs_chaos_challenger_slaanesh
mountain	wh_dlc08_chs_chaos_challenger_tzeentch
mountain	wh_dlc08_nor_goromadny_tribe
mountain	wh_dlc08_nor_helspire_tribe
mountain	wh_dlc08_nor_naglfarlings
mountain	wh_dlc08_nor_norsca
mountain	wh_dlc08_nor_vanaheimlings
mountain	wh_dlc08_nor_wintertooth
mountain	wh_main_chs_chaos
mountain	wh_main_chs_chaos_rebels
mountain	wh_main_chs_chaos_separatists
mountain	wh_main_dwf_barak_varr
mountain	wh_main_dwf_dwarf_rebels
mountain	wh_main_dwf_dwarfs
mountain	wh_main_dwf_karak_azul
mountain	wh_main_dwf_karak_hirn
mountain	wh_main_dwf_karak_izor
mountain	wh_main_dwf_karak_kadrin
mountain	wh_main_dwf_karak_norn
mountain	wh_main_dwf_karak_ziflin
mountain	wh_main_dwf_kraka_drak
mountain	wh_main_dwf_zhufbar
mountain	wh_main_grn_crooked_moon
mountain	wh_main_nor_aesling
mountain	wh_main_nor_baersonling
mountain	wh_main_nor_bjornling
mountain	wh_main_nor_graeling
mountain	wh_main_nor_norsca_rebels
mountain	wh_main_nor_sarl
mountain	wh_main_nor_skaeling
mountain	wh_main_nor_varg
mountain	wh_main_vmp_mousillon
mountain	wh_main_vmp_rival_sylvanian_vamps
mountain	wh_main_vmp_schwartzhafen
mountain	wh_main_vmp_vampire_counts
mountain	wh_main_vmp_vampire_rebels
mountain	wh_main_vmp_waldenhof
non_vampire_territory	wh2_dlc09_rogue_black_creek_raiders
non_vampire_territory	wh2_dlc09_rogue_dwellers_of_zardok
non_vampire_territory	wh2_dlc09_rogue_eyes_of_the_jungle
non_vampire_territory	wh2_dlc09_rogue_pilgrims_of_myrmidia
non_vampire_territory	wh2_dlc09_skv_clan_rictus
non_vampire_territory	wh2_dlc09_skv_clan_rictus_separatists
non_vampire_territory	wh2_dlc09_tmb_dune_kingdoms
non_vampire_territory	wh2_dlc09_tmb_exiles_of_nehek
non_vampire_territory	wh2_dlc09_tmb_followers_of_nagash
non_vampire_territory	wh2_dlc09_tmb_khemri
non_vampire_territory	wh2_dlc09_tmb_lybaras
non_vampire_territory	wh2_dlc09_tmb_numas
non_vampire_territory	wh2_dlc09_tmb_rakaph_dynasty
non_vampire_territory	wh2_dlc09_tmb_the_sentinels
non_vampire_territory	wh2_dlc09_tmb_tomb_kings_rebels
non_vampire_territory	wh2_dlc10_def_blood_voyage
non_vampire_territory	wh2_dlc11_brt_bretonnia_dil
non_vampire_territory	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
non_vampire_territory	wh2_dlc11_cst_noctilus
non_vampire_territory	wh2_dlc11_cst_noctilus_separatists
non_vampire_territory	wh2_dlc11_cst_pirates_of_sartosa
non_vampire_territory	wh2_dlc11_cst_pirates_of_sartosa_separatists
non_vampire_territory	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
non_vampire_territory	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast
non_vampire_territory	wh2_dlc11_cst_rogue_freebooters_of_port_royale
non_vampire_territory	wh2_dlc11_cst_rogue_grey_point_scuttlers
non_vampire_territory	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
non_vampire_territory	wh2_dlc11_cst_rogue_the_churning_gulf_raiders
non_vampire_territory	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
non_vampire_territory	wh2_dlc11_cst_shanty_dragon_spine_privateers
non_vampire_territory	wh2_dlc11_cst_shanty_middle_sea_brigands
non_vampire_territory	wh2_dlc11_cst_shanty_shark_straight_seadogs
non_vampire_territory	wh2_dlc11_cst_the_drowned
non_vampire_territory	wh2_dlc11_cst_the_drowned_separatists
non_vampire_territory	wh2_dlc11_cst_vampire_coast
non_vampire_territory	wh2_dlc11_cst_vampire_coast_rebellion_rebels
non_vampire_territory	wh2_dlc11_cst_vampire_coast_rebels
non_vampire_territory	wh2_dlc11_cst_vampire_coast_separatists
non_vampire_territory	wh2_dlc11_def_dark_elves_dil
non_vampire_territory	wh2_dlc11_def_the_blessed_dread
non_vampire_territory	wh2_dlc11_def_the_blessed_dread_separatists
non_vampire_territory	wh2_dlc11_emp_empire_dil
non_vampire_territory	wh2_dlc11_nor_norsca_dil
non_vampire_territory	wh2_dlc11_nor_norsca_qb4
non_vampire_territory	wh2_main_brt_knights_of_origo
non_vampire_territory	wh2_main_brt_knights_of_the_flame
non_vampire_territory	wh2_main_brt_thegans_crusaders
non_vampire_territory	wh2_main_bst_blooded_axe
non_vampire_territory	wh2_main_bst_blooded_axe_brayherd
non_vampire_territory	wh2_main_bst_manblight
non_vampire_territory	wh2_main_bst_manblight_brayherd
non_vampire_territory	wh2_main_bst_ripper_horn
non_vampire_territory	wh2_main_bst_ripper_horn_brayherd
non_vampire_territory	wh2_main_bst_shadowgor
non_vampire_territory	wh2_main_bst_shadowgor_brayherd
non_vampire_territory	wh2_main_bst_skrinderkin
non_vampire_territory	wh2_main_bst_skrinderkin_brayherd
non_vampire_territory	wh2_main_bst_stone_horn
non_vampire_territory	wh2_main_bst_stone_horn_brayherd
non_vampire_territory	wh2_main_chs_chaos_incursion_def
non_vampire_territory	wh2_main_chs_chaos_incursion_hef
non_vampire_territory	wh2_main_chs_chaos_incursion_lzd
non_vampire_territory	wh2_main_chs_chaos_incursion_skv
non_vampire_territory	wh2_main_def_bleak_holds
non_vampire_territory	wh2_main_def_blood_hall_coven
non_vampire_territory	wh2_main_def_clar_karond
non_vampire_territory	wh2_main_def_cult_of_excess
non_vampire_territory	wh2_main_def_cult_of_pleasure
non_vampire_territory	wh2_main_def_cult_of_pleasure_separatists
non_vampire_territory	wh2_main_def_dark_elves
non_vampire_territory	wh2_main_def_dark_elves_intervention
non_vampire_territory	wh2_main_def_dark_elves_rebels
non_vampire_territory	wh2_main_def_deadwood_sentinels
non_vampire_territory	wh2_main_def_drackla_coven
non_vampire_territory	wh2_main_def_ghrond
non_vampire_territory	wh2_main_def_hag_graef
non_vampire_territory	wh2_main_def_har_ganeth
non_vampire_territory	wh2_main_def_har_ganeth_separatists
non_vampire_territory	wh2_main_def_karond_kar
non_vampire_territory	wh2_main_def_naggarond
non_vampire_territory	wh2_main_def_naggarond_separatists
non_vampire_territory	wh2_main_def_scourge_of_khaine
non_vampire_territory	wh2_main_def_ssildra_tor
non_vampire_territory	wh2_main_def_the_forgebound
non_vampire_territory	wh2_main_dwf_greybeards_prospectors
non_vampire_territory	wh2_main_dwf_karak_zorn
non_vampire_territory	wh2_main_dwf_spine_of_sotek_dwarfs
non_vampire_territory	wh2_main_emp_new_world_colonies
non_vampire_territory	wh2_main_emp_pirates_of_sartosa
non_vampire_territory	wh2_main_emp_sudenburg
non_vampire_territory	wh2_main_grn_arachnos
non_vampire_territory	wh2_main_grn_arachnos_waaagh
non_vampire_territory	wh2_main_grn_blue_vipers
non_vampire_territory	wh2_main_grn_blue_vipers_waaagh
non_vampire_territory	wh2_main_hef_avelorn
non_vampire_territory	wh2_main_hef_caledor
non_vampire_territory	wh2_main_hef_chrace
non_vampire_territory	wh2_main_hef_citadel_of_dusk
non_vampire_territory	wh2_main_hef_cothique
non_vampire_territory	wh2_main_hef_eataine
non_vampire_territory	wh2_main_hef_ellyrion
non_vampire_territory	wh2_main_hef_fortress_of_dawn
non_vampire_territory	wh2_main_hef_high_elves
non_vampire_territory	wh2_main_hef_high_elves_intervention
non_vampire_territory	wh2_main_hef_high_elves_rebels
non_vampire_territory	wh2_main_hef_nagarythe
non_vampire_territory	wh2_main_hef_order_of_loremasters
non_vampire_territory	wh2_main_hef_saphery
non_vampire_territory	wh2_main_hef_tiranoc
non_vampire_territory	wh2_main_hef_tor_elasor
non_vampire_territory	wh2_main_hef_yvresse
non_vampire_territory	wh2_main_lzd_hexoatl
non_vampire_territory	wh2_main_lzd_itza
non_vampire_territory	wh2_main_lzd_last_defenders
non_vampire_territory	wh2_main_lzd_lizardmen
non_vampire_territory	wh2_main_lzd_lizardmen_intervention
non_vampire_territory	wh2_main_lzd_lizardmen_rebels
non_vampire_territory	wh2_main_lzd_sentinels_of_xeti
non_vampire_territory	wh2_main_lzd_southern_sentinels
non_vampire_territory	wh2_main_lzd_teotiqua
non_vampire_territory	wh2_main_lzd_tlaqua
non_vampire_territory	wh2_main_lzd_tlaxtlan
non_vampire_territory	wh2_main_lzd_xlanhuapec
non_vampire_territory	wh2_main_lzd_zlatan
non_vampire_territory	wh2_main_nor_aghol
non_vampire_territory	wh2_main_nor_hung_incursion_def
non_vampire_territory	wh2_main_nor_hung_incursion_hef
non_vampire_territory	wh2_main_nor_hung_incursion_lzd
non_vampire_territory	wh2_main_nor_hung_incursion_skv
non_vampire_territory	wh2_main_nor_mung
non_vampire_territory	wh2_main_nor_skeggi
non_vampire_territory	wh2_main_rogue_abominations
non_vampire_territory	wh2_main_rogue_beastcatchas
non_vampire_territory	wh2_main_rogue_bernhoffs_brigands
non_vampire_territory	wh2_main_rogue_black_spider_tribe
non_vampire_territory	wh2_main_rogue_boneclubbers_tribe
non_vampire_territory	wh2_main_rogue_celestial_storm
non_vampire_territory	wh2_main_rogue_college_of_pyrotechnics
non_vampire_territory	wh2_main_rogue_def_chs_vashnaar
non_vampire_territory	wh2_main_rogue_def_mengils_manflayers
non_vampire_territory	wh2_main_rogue_doomseekers
non_vampire_territory	wh2_main_rogue_gerhardts_mercenaries
non_vampire_territory	wh2_main_rogue_hef_tor_elithis
non_vampire_territory	wh2_main_rogue_hung_warband
non_vampire_territory	wh2_main_rogue_jerrods_errantry
non_vampire_territory	wh2_main_rogue_mangy_houndz
non_vampire_territory	wh2_main_rogue_morrsliebs_howlers
non_vampire_territory	wh2_main_rogue_pirates_of_the_far_sea
non_vampire_territory	wh2_main_rogue_pirates_of_the_southern_ocean
non_vampire_territory	wh2_main_rogue_pirates_of_trantio
non_vampire_territory	wh2_main_rogue_scions_of_tesseninck
non_vampire_territory	wh2_main_rogue_scourge_of_aquitaine
non_vampire_territory	wh2_main_rogue_stuff_snatchers
non_vampire_territory	wh2_main_rogue_teef_snatchaz
non_vampire_territory	wh2_main_rogue_the_wandering_dead
non_vampire_territory	wh2_main_rogue_troll_skullz
non_vampire_territory	wh2_main_rogue_vauls_expedition
non_vampire_territory	wh2_main_rogue_vmp_heirs_of_mourkain
non_vampire_territory	wh2_main_rogue_wef_hunters_of_kurnous
non_vampire_territory	wh2_main_rogue_worldroot_rangers
non_vampire_territory	wh2_main_rogue_wrath_of_nature
non_vampire_territory	wh2_main_skv_clan_eshin
non_vampire_territory	wh2_main_skv_clan_gnaw
non_vampire_territory	wh2_main_skv_clan_mordkin
non_vampire_territory	wh2_main_skv_clan_mors
non_vampire_territory	wh2_main_skv_clan_mors_separatists
non_vampire_territory	wh2_main_skv_clan_moulder
non_vampire_territory	wh2_main_skv_clan_pestilens
non_vampire_territory	wh2_main_skv_clan_pestilens_separatists
non_vampire_territory	wh2_main_skv_clan_septik
non_vampire_territory	wh2_main_skv_clan_skyre
non_vampire_territory	wh2_main_skv_clan_spittel
non_vampire_territory	wh2_main_skv_skaven
non_vampire_territory	wh2_main_skv_skaven_intervention
non_vampire_territory	wh2_main_skv_skaven_rebels
non_vampire_territory	wh2_main_skv_unknown_clan_def
non_vampire_territory	wh2_main_skv_unknown_clan_hef
non_vampire_territory	wh2_main_skv_unknown_clan_lzd
non_vampire_territory	wh2_main_skv_unknown_clan_skv
non_vampire_territory	wh2_main_wef_bowmen_of_oreon
non_vampire_territory	wh_dlc03_bst_beastmen
non_vampire_territory	wh_dlc03_bst_beastmen_ally
non_vampire_territory	wh_dlc03_bst_beastmen_brayherd
non_vampire_territory	wh_dlc03_bst_beastmen_chaos
non_vampire_territory	wh_dlc03_bst_beastmen_chaos_brayherd
non_vampire_territory	wh_dlc03_bst_beastmen_qb1
non_vampire_territory	wh_dlc03_bst_beastmen_qb2
non_vampire_territory	wh_dlc03_bst_beastmen_qb3
non_vampire_territory	wh_dlc03_bst_beastmen_rebels
non_vampire_territory	wh_dlc03_bst_beastmen_rebels_brayherd
non_vampire_territory	wh_dlc03_bst_jagged_horn
non_vampire_territory	wh_dlc03_bst_jagged_horn_brayherd
non_vampire_territory	wh_dlc03_bst_redhorn
non_vampire_territory	wh_dlc03_bst_redhorn_brayherd
non_vampire_territory	wh_dlc05_wef_argwylon
non_vampire_territory	wh_dlc05_wef_torgovann
non_vampire_territory	wh_dlc05_wef_wood_elves
non_vampire_territory	wh_dlc05_wef_wood_elves_rebels
non_vampire_territory	wh_dlc05_wef_wydrioth
non_vampire_territory	wh_dlc08_chs_chaos_challenger_khorne
non_vampire_territory	wh_dlc08_chs_chaos_challenger_nurgle
non_vampire_territory	wh_dlc08_chs_chaos_challenger_slaanesh
non_vampire_territory	wh_dlc08_chs_chaos_challenger_tzeentch
non_vampire_territory	wh_dlc08_nor_goromadny_tribe
non_vampire_territory	wh_dlc08_nor_helspire_tribe
non_vampire_territory	wh_dlc08_nor_naglfarlings
non_vampire_territory	wh_dlc08_nor_norsca
non_vampire_territory	wh_dlc08_nor_vanaheimlings
non_vampire_territory	wh_dlc08_nor_wintertooth
non_vampire_territory	wh_main_brt_artois
non_vampire_territory	wh_main_brt_bastonne
non_vampire_territory	wh_main_brt_bordeleaux
non_vampire_territory	wh_main_brt_bretonnia
non_vampire_territory	wh_main_brt_bretonnia_rebels
non_vampire_territory	wh_main_brt_carcassonne
non_vampire_territory	wh_main_brt_lyonesse
non_vampire_territory	wh_main_brt_parravon
non_vampire_territory	wh_main_chs_chaos
non_vampire_territory	wh_main_chs_chaos_rebels
non_vampire_territory	wh_main_chs_chaos_separatists
non_vampire_territory	wh_main_dwf_barak_varr
non_vampire_territory	wh_main_dwf_dwarf_rebels
non_vampire_territory	wh_main_dwf_dwarfs
non_vampire_territory	wh_main_dwf_karak_azul
non_vampire_territory	wh_main_dwf_karak_hirn
non_vampire_territory	wh_main_dwf_karak_izor
non_vampire_territory	wh_main_dwf_karak_kadrin
non_vampire_territory	wh_main_dwf_karak_norn
non_vampire_territory	wh_main_dwf_karak_ziflin
non_vampire_territory	wh_main_dwf_kraka_drak
non_vampire_territory	wh_main_dwf_zhufbar
non_vampire_territory	wh_main_emp_averland
non_vampire_territory	wh_main_emp_empire
non_vampire_territory	wh_main_emp_empire_rebels
non_vampire_territory	wh_main_emp_empire_separatists
non_vampire_territory	wh_main_emp_hochland
non_vampire_territory	wh_main_emp_marienburg
non_vampire_territory	wh_main_emp_marienburg_rebels
non_vampire_territory	wh_main_emp_middenland
non_vampire_territory	wh_main_emp_nordland
non_vampire_territory	wh_main_emp_ostermark
non_vampire_territory	wh_main_emp_ostland
non_vampire_territory	wh_main_emp_stirland
non_vampire_territory	wh_main_emp_talabecland
non_vampire_territory	wh_main_emp_wissenland
non_vampire_territory	wh_main_grn_black_venom
non_vampire_territory	wh_main_grn_black_venom_waaagh
non_vampire_territory	wh_main_grn_bloody_spearz
non_vampire_territory	wh_main_grn_bloody_spearz_waaagh
non_vampire_territory	wh_main_grn_broken_nose
non_vampire_territory	wh_main_grn_broken_nose_waaagh
non_vampire_territory	wh_main_grn_crooked_moon
non_vampire_territory	wh_main_grn_crooked_moon_waaagh
non_vampire_territory	wh_main_grn_greenskins
non_vampire_territory	wh_main_grn_greenskins_rebels
non_vampire_territory	wh_main_grn_greenskins_rebels_waaagh
non_vampire_territory	wh_main_grn_greenskins_waaagh
non_vampire_territory	wh_main_grn_necksnappers
non_vampire_territory	wh_main_grn_necksnappers_waaagh
non_vampire_territory	wh_main_grn_orcs_of_the_bloody_hand
non_vampire_territory	wh_main_grn_orcs_of_the_bloody_hand_waaagh
non_vampire_territory	wh_main_grn_red_eye
non_vampire_territory	wh_main_grn_red_eye_waaagh
non_vampire_territory	wh_main_grn_red_fangs
non_vampire_territory	wh_main_grn_red_fangs_waaagh
non_vampire_territory	wh_main_grn_scabby_eye
non_vampire_territory	wh_main_grn_scabby_eye_waaagh
non_vampire_territory	wh_main_grn_skull-takerz
non_vampire_territory	wh_main_grn_skull-takerz_waaagh
non_vampire_territory	wh_main_grn_skullsmasherz
non_vampire_territory	wh_main_grn_skullsmasherz_waaagh
non_vampire_territory	wh_main_grn_teef_snatchaz
non_vampire_territory	wh_main_grn_teef_snatchaz_waaagh
non_vampire_territory	wh_main_grn_top_knotz
non_vampire_territory	wh_main_grn_top_knotz_waaagh
non_vampire_territory	wh_main_ksl_kislev
non_vampire_territory	wh_main_ksl_kislev_rebels
non_vampire_territory	wh_main_nor_aesling
non_vampire_territory	wh_main_nor_baersonling
non_vampire_territory	wh_main_nor_bjornling
non_vampire_territory	wh_main_nor_graeling
non_vampire_territory	wh_main_nor_norsca_rebels
non_vampire_territory	wh_main_nor_sarl
non_vampire_territory	wh_main_nor_skaeling
non_vampire_territory	wh_main_nor_varg
non_vampire_territory	wh_main_teb_border_princes
non_vampire_territory	wh_main_teb_border_princes_rebels
non_vampire_territory	wh_main_teb_estalia
non_vampire_territory	wh_main_teb_estalia_rebels
non_vampire_territory	wh_main_teb_tilea
non_vampire_territory	wh_main_teb_tilea_rebels
nurgle_plague	wh2_dlc10_def_blood_voyage
nurgle_plague	wh2_main_chs_chaos_incursion_def
nurgle_plague	wh2_main_chs_chaos_incursion_hef
nurgle_plague	wh2_main_chs_chaos_incursion_lzd
nurgle_plague	wh2_main_chs_chaos_incursion_skv
nurgle_plague	wh2_main_nor_aghol
nurgle_plague	wh2_main_nor_hung_incursion_def
nurgle_plague	wh2_main_nor_hung_incursion_hef
nurgle_plague	wh2_main_nor_hung_incursion_lzd
nurgle_plague	wh2_main_nor_hung_incursion_skv
nurgle_plague	wh2_main_nor_skeggi
nurgle_plague	wh_dlc03_bst_beastmen_chaos
nurgle_plague	wh_dlc03_bst_beastmen_chaos_brayherd
nurgle_plague	wh_dlc08_chs_chaos_challenger_khorne
nurgle_plague	wh_dlc08_chs_chaos_challenger_nurgle
nurgle_plague	wh_dlc08_chs_chaos_challenger_slaanesh
nurgle_plague	wh_dlc08_chs_chaos_challenger_tzeentch
nurgle_plague	wh_dlc08_nor_goromadny_tribe
nurgle_plague	wh_dlc08_nor_helspire_tribe
nurgle_plague	wh_dlc08_nor_naglfarlings
nurgle_plague	wh_dlc08_nor_norsca
nurgle_plague	wh_dlc08_nor_vanaheimlings
nurgle_plague	wh_dlc08_nor_wintertooth
nurgle_plague	wh_main_chs_chaos
nurgle_plague	wh_main_chs_chaos_rebels
nurgle_plague	wh_main_chs_chaos_separatists
nurgle_plague	wh_main_nor_aesling
nurgle_plague	wh_main_nor_baersonling
nurgle_plague	wh_main_nor_bjornling
nurgle_plague	wh_main_nor_graeling
nurgle_plague	wh_main_nor_norsca_rebels
nurgle_plague	wh_main_nor_sarl
nurgle_plague	wh_main_nor_skaeling
nurgle_plague	wh_main_nor_varg
reef	wh2_dlc09_rogue_black_creek_raiders
reef	wh2_dlc09_rogue_dwellers_of_zardok
reef	wh2_dlc09_rogue_eyes_of_the_jungle
reef	wh2_dlc09_rogue_pilgrims_of_myrmidia
reef	wh2_dlc10_def_blood_voyage
reef	wh2_dlc11_brt_bretonnia_dil
reef	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
reef	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
reef	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast
reef	wh2_dlc11_cst_rogue_freebooters_of_port_royale
reef	wh2_dlc11_cst_rogue_grey_point_scuttlers
reef	wh2_dlc11_cst_rogue_terrors_of_the_dark_straights
reef	wh2_dlc11_cst_rogue_the_churning_gulf_raiders
reef	wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean
reef	wh2_dlc11_cst_shanty_dragon_spine_privateers
reef	wh2_dlc11_cst_shanty_middle_sea_brigands
reef	wh2_dlc11_cst_shanty_shark_straight_seadogs
reef	wh2_dlc11_def_dark_elves_dil
reef	wh2_dlc11_emp_empire_dil
reef	wh2_dlc11_nor_norsca_dil
reef	wh2_dlc11_nor_norsca_qb4
regionless	wh2_dlc09_rogue_black_creek_raiders
regionless	wh2_dlc09_rogue_dwellers_of_zardok
regionless	wh2_dlc09_rogue_eyes_of_the_jungle
regionless	wh2_dlc09_rogue_pilgrims_of_myrmidia
regionless	wh2_dlc09_skv_clan_rictus_separatists
regionless	wh2_dlc10_def_blood_voyage
regionless	wh2_dlc11_brt_bretonnia_dil
regionless	wh2_dlc11_cst_harpoon_the_sunken_land_corsairs
regionless	wh2_dlc11_cst_noctilus_separatists
regionless	wh2_dlc11_cst_pirates_of_sartosa_separatists
regionless	wh2_dlc11_cst_rogue_bleak_coast_buccaneers
regionless	wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast
regionless	wh2_dlc11_cst_rogue_freebooters_of_port_royale
