variants_tables	6
variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
wh2_dlc11_cst_damned_questing_knight_warhorse	VariantMeshes\wh_variantmodels\hr1\brt\brt_horse\tech	cst_damned_questing_knight_warhorse		1	1	0	
wh2_dlc11_cst_damned_warhorses_barded		cst_damned_warhorses_barded	hr1\brt\brt_horse\imposter\brt_horse_armoured_random_colours_imposter	1	1	0	
wh2_dlc11_cst_damned_warhorses_barded_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	cst_damned_warhorses_barded	hr1\brt\brt_horse\imposter\brt_horse_armoured_random_colours_imposter	1	1	0	
wh2_dlc11_cst_deathshriek_terrorgheist	VariantMeshes\wh_variantmodels\bi2\vmp\vmp_terrorgheist\tech	cst_death_shriek_terrorgheist		1	1	0	
wh2_dlc11_cst_deck_dropper_bat	VariantMeshes\wh_variantmodels\ba1\cst\cst_dropbat\tech	cst_deck_dropper_bat	ba1/cst/cst_dropbat/cst_dropbat_imposter	0.4	1	0	
wh2_dlc11_cst_deck_dropper_bat_ror	VariantMeshes\wh_variantmodels\ba1\cst\cst_dropbat\tech	cst_deck_dropper_bat_ror	ba1/cst/cst_dropbat/cst_dropbat_imposter	0.4	1	0	
wh2_dlc11_cst_deck_dropper_riders_bomb		cst_zombie_gunnery_sword_bomb		1	1	0	
wh2_dlc11_cst_deck_dropper_riders_bomb_ror		cst_zombie_gunnery_sword_bomb_ror		1	1	0.050000004	
wh2_dlc11_cst_deck_dropper_riders_pistol		cst_zombie_gunnery_sword_pistol		1	1	0	
wh2_dlc11_cst_deck_dropper_riders_rifle		cst_zombie_gunnery_rifle		1	1	0	
wh2_dlc11_cst_deck_gunner		cst_deck_gunners		1	1	0.050000004	
wh2_dlc11_cst_deck_gunner_ror		cst_deck_gunners_ror		1	1	0.050000004	
wh2_dlc11_cst_gunnery_wight		cst_gunnery_wight		1	1	0.050000004	
wh2_dlc11_cst_mon_bloated_corpse		cst_bloated_corpse		1	1	0	
wh2_dlc11_cst_necrofex_colossus	VariantMeshes\wh_variantmodels\gi2\cst\cst_necrofex_colossus\tech	cst_necrofex_colossus		1	1	0	
wh2_dlc11_cst_necrofex_colossus_ror	VariantMeshes\wh_variantmodels\gi2\cst\cst_necrofex_colossus\tech	cst_necrofex_colossus_ror		1	1	0.050000004	
wh2_dlc11_cst_rotting_leviathan	VariantMeshes/wh_variantmodels/cr1/cst/cst_leviathan/tech	cst_rotting_leviathan		1	2	0	
wh2_dlc11_cst_rotting_promethean	VariantMeshes/wh_variantmodels/cr1/cst/cst_promethean/tech/	cst_rotting_promethean		1	0.8	0	
wh2_dlc11_cst_rotting_promethean_ror	VariantMeshes/wh_variantmodels/cr1/cst/cst_promethean/tech/	cst_rotting_promethean_ror		1	0.8	0	
wh2_dlc11_cst_sartosa_free_company		cst_sartosa_free_company	hu1\emp\emp_free_company\low_poly\emp_free_company_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_dlc11_cst_sartosa_militia		cst_sartosa_militia	hu1\emp\emp_free_company\low_poly\emp_free_company_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_dlc11_cst_siege_ladder_01		cst_siege_ladder		1	1	0	
wh2_dlc11_cst_syreens		cst_syreens		1	1	0.050000004	
wh2_dlc11_cst_zombie_gunnery_bomb		cst_zombie_gunnery_sword_bomb	hu1/cst/cst_zombie_gunnery/cst_zombie_gunnery_imposter	1	1	0.050000004	
wh2_dlc11_cst_zombie_gunnery_hand_cannon		cst_zombie_gunnery_hand_cannon	hu1/cst/cst_zombie_gunnery/cst_zombie_gunnery_imposter	1	1	0.050000004	
wh2_dlc11_cst_zombie_gunnery_rider_hand_cannon		cst_zombie_gunnery_hand_cannon	hu1/cst/cst_zombie_gunnery/cst_zombie_gunnery_imposter	1	1	0.050000004	
wh2_dlc11_cst_zombie_gunnery_rider_rifle		cst_zombie_gunnery_rifle	hu1/cst/cst_zombie_gunnery/cst_zombie_gunnery_imposter	1	1	0.050000004	
wh2_dlc11_cst_zombie_gunnery_rifle		cst_zombie_gunnery_rifle	hu1/cst/cst_zombie_gunnery/cst_zombie_gunnery_imposter	1	1	0.050000004	
wh2_dlc11_cst_zombie_gunnery_rifle_ror		cst_zombie_gunnery_ror	hu1/cst/cst_zombie_gunnery/cst_zombie_gunnery_imposter	1	1	0.050000004	
wh2_dlc11_def_black_dragon_saddle_lokhir	VariantMeshes\wh_variantmodels\dr1\def\def_black_dragon\tech	def_black_dragon_saddle_lokhir		1	1	0	
wh2_dlc11_def_cha_lokhir		def_cha_lokhir		1	1.2	0	
wh2_dlc11_vmp_barded_nightmare_blood_dragon_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	vmp_blood_knights_steed	hr1\vmp\vmp_barded_nightmare\low_lod\vmp_barded_nightmare_lowlod	1	1	0	
wh2_dlc11_vmp_bloodline_blood_dragon_lord_campaign_01		vmp_bloodline_blood_dragon_lord_campaign_01		1	1.15	0.050000004	
wh2_dlc11_vmp_bloodline_lahmian_lord_campaign_01		vmp_bloodline_lahmian_lord_campaign_01		1	1.15	0.050000004	
wh2_dlc11_vmp_bloodline_necrarch_lord_campaign_01		vmp_bloodline_necrarch_lord_campaign_01		1	1.15	0.050000004	
wh2_dlc11_vmp_bloodline_strigoi_lord_campaign_01		vmp_bloodline_strigoi_lord_campaign_01		1	1.15	0.050000004	
wh2_dlc11_vmp_bloodline_von_carstein_lord_campaign_01		vmp_bloodline_von_carstein_lord_campaign_01		1	1.15	0.050000004	
wh2_dlc11_vmp_depth_guard		cst_depth_guard	hu1/cst/cst_depth_guards/cst_depth_guards_imposter	1	1.16	0.050000004	
wh2_dlc11_vmp_depth_guard_polearms		cst_depth_guard_polearms	hu1/cst/cst_depth_guards/cst_depth_guards_imposter	1	1.16	0.050000004	
wh2_dlc11_vmp_depth_guard_ror		cst_depth_guard_ror	hu1/cst/cst_depth_guards/cst_depth_guards_imposter	1	1.16	0.050000004	
wh2_dlc12_lzd_bastiladon_3	VariantMeshes/wh_variantmodels/hq1/lzd/lzd_bastiladon/tech	lzd_bastiladon_ark_of_sotek		1.2	1	0	
wh2_dlc12_lzd_cold_one_riders_spears_shields_ror		lzd_cold_one_riders_spears_shields_ror	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_grey_imposter	1	1.12	0.02	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_dlc12_lzd_cold_one_ror		lzd_cold_one_ror	rp3\lzd\lzd_cold_one\imposter\lzd_cold_one_imposter	1.15	1	0	
wh2_dlc12_lzd_lord_kroak		lzd_lord_kroak		1	1.6	0	
wh2_dlc12_lzd_lord_kroak_platform		lzd_lord_kroak_platform		1	0.85	0	
wh2_dlc12_lzd_ripperdactyl	VariantMeshes\wh_variantmodels\bi3\lzd\lzd_terradon\tech	lzd_ripperdactyl	bi3/lzd/lzd_ripperdactyl/lzd_ripperdactyl_imposter	1	1	0	
wh2_dlc12_lzd_ripperdactyl_hero	VariantMeshes\wh_variantmodels\bi3\lzd\lzd_terradon\tech	lzd_ripperdactyl	bi3/lzd/lzd_ripperdactyl/lzd_ripperdactyl_imposter	1	1	0	
wh2_dlc12_lzd_ripperdactyl_ror	VariantMeshes\wh_variantmodels\bi3\lzd\lzd_terradon\tech	lzd_ripperdactyl_ror	bi3/lzd/lzd_ripperdactyl/lzd_ripperdactyl_collosadon_imposter	1	1	0	
wh2_dlc12_lzd_salamander		lzd_salamander	lz1/lzd/lzd_salamander/lzd_salamander_imposter	1	1	0	
wh2_dlc12_lzd_salamander_ancient		lzd_salamander_ancient		1	1.8499999	0	
wh2_dlc12_lzd_salamander_ror		lzd_salamander_ror	lz1/lzd/lzd_salamander/lzd_salamander_umbral_imposter	1	1	0	
wh2_dlc12_lzd_saurus_shield_chaqua_ror		lzd_saurus_shield_chaqua_ror	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_grey_imposter	1	1.1	0.050000004	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_dlc12_lzd_skink_chief_red_crested		lzd_skink_chief_red_crested	hu7\lzd\lzd_skink\imposter\lzd_skink_imposter	1	1.1	0	
wh2_dlc12_lzd_skink_chief_red_crested_campaign_01		lzd_skink_chief_red_crested_campaign_01	hu7\lzd\lzd_skink\imposter\lzd_skink_imposter	1	1.1	0	
wh2_dlc12_lzd_skink_chief_red_crested_campaign_02		lzd_skink_chief_red_crested_campaign_02	hu7\lzd\lzd_skink\imposter\lzd_skink_imposter	1	1.1	0	
wh2_dlc12_lzd_skink_chief_red_crested_campaign_03		lzd_skink_chief_red_crested_campaign_03	hu7\lzd\lzd_skink\imposter\lzd_skink_imposter	1	1.1	0	
wh2_dlc12_lzd_skink_red_crested		lzd_skink_red_crested	hu7/lzd/lzd_skink/imposter/lzd_skink_redcrest_imposter	1	1	0	
wh2_dlc12_lzd_skink_red_crested_ror		lzd_skink_red_crested_ror	hu7\lzd\lzd_skink\imposter\lzd_skink_red_imposter	1	1	0	
wh2_dlc12_lzd_skink_ripperdactyl_riders_ror	VariantMeshes\wh_variantmodels\bi3\lzd\lzd_terradon\tech	lzd_skink_ripperdactyl_riders_ror	hu7\lzd\lzd_skink\imposter\lzd_skink_imposter	1	1	0	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_dlc12_lzd_skink_terradon_riders_ror		lzd_skink_terradon_riders_ror	hu7\lzd\lzd_skink\imposter\lzd_skink_imposter	1	1	0	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_dlc12_lzd_stegadon_ancient_engine_gods	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon_ancient_engine_gods		1.6	1	0	
wh2_dlc12_lzd_stegadon_ancient_ror	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon_ancient_ror		1.6	1	0	
wh2_dlc12_lzd_tehenhauin_01		lzd_tehenhauin		1	1.25	0	
wh2_dlc12_lzd_temple_guard_ror		lzd_saurus_temple_guard_ror	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_grey_imposter	1	1.1	0.050000004	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_dlc12_lzd_terradon_ror	VariantMeshes\wh_variantmodels\bi3\lzd\lzd_terradon\tech	lzd_terradon_ror	bi3\lzd\lzd_terradon\imposter\lzd_terradon_imposter	1	1	0	
wh2_dlc12_lzd_terradon_zwup	VariantMeshes\wh_variantmodels\bi3\lzd\lzd_terradon\tech	lzd_terradon_zwup	bi3\lzd\lzd_terradon\imposter\lzd_terradon_imposter	1	1	0	
wh2_dlc12_lzd_tiktaqto		lzd_tiktaqto		1	1.15	0	
wh2_dlc12_skv_campaign_doom_flayer	warmachines/engines/skv_doom_flayer/tech/	campaign_skv_doom_flayer		1	1	0	
wh2_dlc12_skv_campaign_doom_flayer_ikit	warmachines/engines/skv_doom_flayer/tech/	campaign_skv_doom_flayer_ikit		1	1	0	
wh2_dlc12_skv_campaign_doomwheel	art\campaign\chariots\cam_dw1\skv\skv_doom_wheel\tech\	campaign_skv_doomwheel		0.4	1	0	
wh2_dlc12_skv_campaign_doomwheel_ikit	art\campaign\chariots\cam_dw1\skv\skv_doom_wheel\tech\	campaign_skv_doomwheel_ikit		0.4	1	0	
wh2_dlc12_skv_clanrat_ror		skv_clanrat_ror	hu17\skv\skv_clan_rats\imposter\skv_clanrat_imposter	1	1	0.050000004	
wh2_dlc12_skv_doomwheel_ror	warmachines/engines/skv_doomwheel/tech/	skv_skyre_artillery_crew_ror		1	1	0	
wh2_dlc12_skv_doomwheel_ror_tech_lab	warmachines/engines/skv_doomwheel/tech/	skv_doomwheel_warp_01		1	1	0	
wh2_dlc12_skv_ikit		skv_ikit_claw		1	1.15	0	
wh2_dlc12_skv_ikit_campaign		skv_ikit_claw_campaign		1	1.3	0	
wh2_dlc12_skv_ikit_campaign_doomwheel		skv_ikit_claw_campaign_doomwheel		1	1.3	0	
wh2_dlc12_skv_ikit_doomwheel		skv_ikit_claw_doomwheel		1	1.15	0	
wh2_dlc12_skv_ikit_doomwheel_engineer_crew		skv_skyre_artillery_crew_ror_tech_lab		1	1	0	
wh2_dlc12_skv_plague_monk_censer_ror		skv_plague_monk_censer_ror		1	1	0.050000004	
wh2_dlc12_skv_ratling_gun		skv_ratling_gun_gunner		1	1	0.050000004	
wh2_dlc12_skv_ratling_gun_ror		skv_ratling_gun_gunner_ror		1	1	0.050000004	
wh2_dlc12_skv_ratling_gun_ror_tech_lab		skv_ratling_gun_gunner_ror_tech_lab		1	1	0.050000004	
wh2_dlc12_skv_skyre_artillery_crew_ror		skv_skyre_artillery_crew_ror		1	1	0.050000004	
wh2_dlc12_skv_stormvermin_halberd_ror		skv_stormvermin_halberd_ror	hu17\skv\skv_stormvermin\imposter\skv_stormvermin_imposter	1	1.15	0.050000004	
wh2_dlc12_skv_warlock_master		skv_warlock_master		1	1.15	0	
wh2_dlc12_skv_warlock_master_campaign_01		skv_warlock_master_campaign_01		1	1.15	0	
wh2_dlc12_skv_warlock_master_campaign_02		skv_warlock_master_campaign_02		1	1.15	0	
wh2_dlc12_skv_warlock_master_campaign_03		skv_warlock_master_campaign_03		1	1.15	0	
wh2_dlc12_skv_warlock_master_campaign_04		skv_warlock_master_campaign_04		1	1.15	0	
wh2_dlc12_skv_warlock_master_campaign_05		skv_warlock_master_campaign_05		1	1.15	0	
wh2_dlc12_skv_warpfire_thrower_ror_tech_lab		skv_warpfire_gunner_ror_tech_lab		1	1	0.050000004	
wh2_dlc12_skv_warplightning_crew_ror		skv_warplightning_crew		1	1	0.050000004	
wh2_dlc12_skv_warplock_jezzails		skv_weapon_team_jezzails		1	1	0.050000004	
wh2_dlc12_skv_warplock_jezzails_ror_tech_lab		skv_weapon_team_jezzails_ror_tech_lab		1	1	0.050000004	
wh2_dlc12_skv_weapon_team_jezzails_ror		skv_weapon_team_jezzails_ror		1	1	0.050000004	
wh2_main_PLACEHOLDER				1	1	0	
wh2_main_campaign_def_ship_agent		campaign_def_ship_agent		1	0.55	0	
wh2_main_campaign_hef_ship_agent		campaign_hef_ship_agent		1	0.6	0	
wh2_main_campaign_hef_ship_transport		campaign_hef_ship_transport		1	0.5	0	
wh2_main_campaign_lzd_ship_agent		campaign_lzd_ship_agent		1	0.55	0	
wh2_main_campaign_lzd_ship_transport		campaign_lzd_ship_transport		1	0.5	0	
wh2_main_campaign_skv_ship_agent		campaign_skv_agent_ship		1	0.5	0	
wh2_main_campaign_skv_ship_transport		campaign_skv_transport_ship		1	0.5	0	
wh2_main_def_assassin		def_assassin	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_assassin_campaign_01		def_assassin_campaign_01	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_assassin_campaign_02		def_assassin_campaign_02	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_assassin_campaign_03		def_assassin_campaign_03	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_assassin_campaign_04		def_assassin_campaign_04	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_black_ark		campaign_def_ship_black_ark		1	0.6	0	
wh2_main_def_black_dragon_seraphon	VariantMeshes\wh_variantmodels\dr1\def\def_black_dragon\tech	def_seraphon		1	1	0	
wh2_main_def_black_guard		def_black_guard	hu1d\def\def_black_guard\imposter\def_black_guard_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_cauldron_of_blood_campaign	art\campaign\chariots\cam_cbc1\def\def_death_hag_cauldron_of_blood\tech	campaign_def_death_hag_cauldron_of_blood		1	1	0	
wh2_main_def_cold_one		def_cold_one	rp3\def\def_cold_one\imposter\def_cold_one_imposter	1	1	0	
wh2_main_def_cold_one_armoured		def_armoured_cold_one	rp3\def\def_cold_one\imposter\def_armoured_cold_one_imposter	1	1	0	
wh2_main_def_cold_one_campaign	VariantMeshes\wh_variantmodels\rp3\def\def_cold_one\tech	def_cold_one	rp3\def\def_cold_one\imposter\def_cold_one_imposter	1	1	0	
wh2_main_def_cold_one_chariot		def_cold_one_draught	rp3\def\def_cold_one\imposter\def_cold_one_imposter	1.15	1	0	
wh2_main_def_cold_one_chariot_campaign	art\campaign\chariots\cam_coch1\def\def_cold_one_chariot\tech	campaign_def_cold_one_chariot		1	1	0	
wh2_main_def_cold_one_chariot_charioteer		def_cold_one_chariot_charioteer	hu1d\def\def_cold_one_riders\imposter\def_cold_one_riders_imposter	1	1	0	hu1\imposter\humanoid_imposter
wh2_main_def_cold_one_chariot_rider		def_cold_one_chariot_rider	hu1d\def\def_cold_one_riders\imposter\def_cold_one_riders_imposter	1	1	0	hu1\imposter\humanoid_imposter
wh2_main_def_cold_one_knights_rider_0		def_knights_lance	hu1d\def\def_cold_one_riders\imposter\def_cold_one_riders_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_cold_one_knights_rider_1		def_knights	hu1d\def\def_cold_one_riders\imposter\def_cold_one_riders_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_core_troop_crew		def_core_troop_crew	hu1d\def\def_warriors\imposter\def_core_troop_crew_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_core_troop_spear		def_core_troop_spear	hu1d\def\def_warriors\imposter\def_core_troop_spear_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_core_troop_sword		def_core_troop_sword	hu1d\def\def_warriors\imposter\def_core_troop_sword_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_corsairs		def_corsairs	hu1d\def\def_black_ark_corsair\imposter\def_corsairs_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_corsairs_handbows		def_corsairs_handbow	hu1d\def\def_black_ark_corsair\imposter\def_corsairs_handbow_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_dark_pegasus		def_dark_pegasus		1	1	0.050000004	
wh2_main_def_dark_pegasus_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	def_dark_pegasus		1	1	0	
wh2_main_def_dark_pegasus_sulephet		def_dark_pegasus_sulephet		1	1	0.050000004	
wh2_main_def_dark_pegasus_sulephet_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	def_dark_pegasus_sulephet		1	1	0	
wh2_main_def_dark_rider		def_dark_rider	hu1d\def\def_dark_riders\imposter\def_dark_rider_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_dark_rider_crossbow		def_dark_rider_crossbow	hu1d\def\def_dark_riders\imposter\def_dark_rider_crossbow_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_dark_rider_shield		def_dark_rider_shield	hu1d\def\def_dark_riders\imposter\def_dark_rider_shield_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_dark_steed		def_dark_steed	hr1\def\def_dark_steed\imposter\def_dark_steed_imposter	1	1	0.050000004	
wh2_main_def_dark_steed_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	def_dark_steed	hr1\def\def_dark_steed\imposter\def_dark_steed_imposter	1	1	0.050000004	
wh2_main_def_darkshards		def_darkshards	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_darkshards_shields		def_darkshards_shields	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_death_hag		def_death_hag		1	1.1	0.050000004	
wh2_main_def_death_hag_campaign_01		def_death_hag_campaign_01		1	1.1	0.050000004	
wh2_main_def_death_hag_campaign_02		def_death_hag_campaign_02		1	1.1	0.050000004	
wh2_main_def_death_hag_campaign_03		def_death_hag_campaign_03		1	1.1	0.050000004	
wh2_main_def_death_hag_chalice		def_death_hag_chalice		1	1	0.050000004	
wh2_main_def_dreadlord		def_dreadlord	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_dreadlord_campaign_01		def_dreadlord_campaign_01	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_dreadlord_campaign_02		def_dreadlord_campaign_02	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_dreadlord_campaign_03		def_dreadlord_campaign_03	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	1.15	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_dreadlord_female		def_dreadlord_female		1	1.15	0.050000004	
wh2_main_def_dreadlord_female_campaign_01		def_dreadlord_female_campaign_01		1	1.15	0.050000004	
wh2_main_def_dreadlord_female_campaign_02		def_dreadlord_female_campaign_02		1	1.15	0.050000004	
wh2_main_def_dreadlord_female_campaign_03		def_dreadlord_female_campaign_03		1	1.15	0.050000004	
wh2_main_def_har_ganeth_executioners		def_har_ganeth_executioners	hu1d\def\def_executioners\imposter\def_har_ganeth_executioners_imposter	1	1	0	hu1\imposter\humanoid_imposter
wh2_main_def_inf_harpies		def_harpies	hu10b\def\def_harpy\imposter\def_harpies_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_malekith		def_malekith		1	1.2	0	
wh2_main_def_mon_black_dragon	VariantMeshes\wh_variantmodels\dr1\def\def_black_dragon\tech	def_black_dragon		1	1	0	
wh2_main_def_mon_black_dragon_mount	VariantMeshes\wh_variantmodels\dr1\def\def_black_dragon\tech	def_black_dragon_saddle		1	1	0	
wh2_main_def_mon_war_hydra		def_war_hydra		1	1.2	0	
wh2_main_def_morathi		def_morathi		1	1.2	0	
wh2_main_def_morathi_mounted		def_morathi_mounted		1	1.2	0	
wh2_main_def_shade		def_shade	hu1d\def\def_shades\imposter\def_shade_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_shade_dual		def_shade_dual	hu1d\def\def_shades\imposter\def_shade_dual_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_shade_great		def_shade_great	hu1d\def\def_shades\imposter\def_shade_great_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_def_ship_army		campaign_def_ship_army	hu1d\def\def_warriors\imposter\def_warriors_imposter	1	0.6	0	hu1\imposter\humanoid_imposter
wh2_main_def_siege_ladder_01		def_siege_ladder		1	1	0	
wh2_main_def_sorceress		def_sorceress		1	1.15	0.050000004	
wh2_main_def_sorceress_campaign_01		def_sorceress_campaign_01		1	1.15	0.050000004	
wh2_main_def_sorceress_campaign_02		def_sorceress_campaign_02		1	1.15	0.050000004	
wh2_main_def_sorceress_campaign_03		def_sorceress_campaign_03		1	1.15	0.050000004	
wh2_main_def_sorceress_campaign_04		def_sorceress_campaign_04		1	1.15	0.050000004	
wh2_main_def_steed_saddle		def_steed_saddle		1	1	0.050000004	
wh2_main_def_witch_elf		def_witch_elf	hu1b\def\def_witch_elves\imposter\def_witch_elf_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_alastair		hef_alastair		1	1.15	0	
wh2_main_hef_alastair_rider		hef_alastair_rider		1	1.15	0	
wh2_main_hef_archer		hef_archer	hu1d\hef\hef_archers\imposter\hef_archers_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_archer_armoured		hef_archer_armoured	hu1d\hef\hef_archers\imposter\hef_archers_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_barded_steed		hef_barded_steed	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1	1	0.050000004	
wh2_main_hef_barded_steed_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	hef_barded_steed	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1	1	0.050000004	
wh2_main_hef_charioteer_archer		hef_archer_charioteer	hu1d\hef\hef_spearmen\imposter\hef_spearmen_charioteer_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_charioteer_spear		hef_spearmen_charioteer	hu1d\hef\hef_spearmen\imposter\hef_spearmen_charioteer_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_dragon_princes		hef_dragon_prince		1	1	0	
wh2_main_hef_dragon_steed		hef_dragon_steed		1	1	0.050000004	
wh2_main_hef_eagle_claw_bolt_thrower_crew		hef_sea_guard_crew		1	1	0.050000004	
wh2_main_hef_gate_guard		hef_gate_guard		1	1	0.050000004	
wh2_main_hef_great_eagle		hef_great_eagle		1	1	0	
wh2_main_hef_great_eagle_mount	VariantMeshes\wh_variantmodels\bi1\hef\hef_great_eagle\tech	hef_great_eagle_mount		1	1	0	
wh2_main_hef_ithilmar_chariot_campaign	art\campaign\chariots\cam_tc1\hef\hef_hero_tiranoc_chariot\tech	campaign_hef_hero_tiranoc_chariot		1	1	0	
wh2_main_hef_loremaster		hef_loremaster		1	1.15	0.050000004	
wh2_main_hef_loremaster_campaign_01		hef_loremaster_campaign_01		1	1.15	0.050000004	
wh2_main_hef_loremaster_campaign_02		hef_loremaster_campaign_02		1	1.15	0.050000004	
wh2_main_hef_loremaster_campaign_03		hef_loremaster_campaign_03		1	1.15	0.050000004	
wh2_main_hef_mage		hef_mage		1	1.15	0.050000004	
wh2_main_hef_mage_campaign_01		hef_mage_campaign_01		1	1.15	0.050000004	
wh2_main_hef_mage_campaign_02		hef_mage_campaign_02		1	1.15	0.050000004	
wh2_main_hef_mage_campaign_03		hef_mage_campaign_03		1	1.15	0.050000004	
wh2_main_hef_mage_rider		hef_mage		1	1	0.050000004	
wh2_main_hef_malhandhir		hef_malhandhir		1	1	0.050000004	
wh2_main_hef_malhandhir_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	hef_malhandhir		1	1	0.050000004	
wh2_main_hef_moon_dragon	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_moon_dragon		1	1	0	
wh2_main_hef_moon_dragon_mount	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_moon_dragon_mount		1	1	0	
wh2_main_hef_noble		hef_noble		1	1.15	0.050000004	
wh2_main_hef_noble_campaign_01		hef_noble_campaign_01		1	1.15	0.050000004	
wh2_main_hef_noble_campaign_02		hef_noble_campaign_02		1	1.15	0.050000004	
wh2_main_hef_noble_campaign_03		hef_noble_campaign_03		1	1.15	0.050000004	
wh2_main_hef_noble_rider		hef_noble		1	1	0.050000004	
wh2_main_hef_phoenix_flamespyre		hef_phoenix_flamespyre		1	1	0	
wh2_main_hef_phoenix_frostheart		hef_phoenix_frostheart		1	1	0	
wh2_main_hef_phoenix_guard		hef_phoenix_guard	hu1d\hef\hef_phoenix_guard\imposter\hef_phoenix_guard_imposter	1	1	0	hu1d\hef\hef_phoenix_guard\imposter\hef_phoenix_guard_super_imposter
wh2_main_hef_prince		hef_prince		1	1.15	0.050000004	
wh2_main_hef_prince_campaign_01		hef_prince_campaign_01		1	1.15	0.050000004	
wh2_main_hef_prince_campaign_02		hef_prince_campaign_02		1	1.15	0.050000004	
wh2_main_hef_prince_campaign_03		hef_prince_campaign_03		1	1.15	0.050000004	
