character_skill_nodes_skill_locks_tables	0
wh2_dlc11_skill_cst_lord_crime_0	wh2_dlc11_skill_cst_admiral_tech_04_crime_05	1
wh2_dlc11_skill_cst_lord_crime_1	wh2_dlc11_skill_cst_admiral_tech_04_crime_05	1
wh2_dlc11_skill_cst_lord_crime_2_sword	wh2_dlc11_skill_cst_admiral_tech_04_crime_05	1
wh2_dlc11_skill_cst_lord_crime_1	wh2_dlc11_skill_node_cst_admiral_crime_02	1
wh2_dlc11_skill_cst_lord_crime_2	wh2_dlc11_skill_node_cst_admiral_crime_02	1
wh2_dlc11_skill_cst_lord_crime_3	wh2_dlc11_skill_node_cst_admiral_crime_02	1
wh2_dlc11_skill_cst_lord_crime_0	wh2_dlc11_skill_node_cst_admiral_crime_03	1
wh2_dlc11_skill_cst_lord_crime_2	wh2_dlc11_skill_node_cst_admiral_crime_03	1
wh2_dlc11_skill_cst_lord_crime_3	wh2_dlc11_skill_node_cst_admiral_crime_03	1
wh2_dlc11_skill_cst_lord_crime_0	wh2_dlc11_skill_node_cst_admiral_crime_04	1
wh2_dlc11_skill_cst_lord_crime_1	wh2_dlc11_skill_node_cst_admiral_crime_04	1
wh2_dlc11_skill_cst_lord_crime_3	wh2_dlc11_skill_node_cst_admiral_crime_04	1
wh2_dlc11_skill_cst_lord_crime_0	wh2_dlc11_skill_node_cst_admiral_crime_05	1
wh2_dlc11_skill_cst_lord_crime_1	wh2_dlc11_skill_node_cst_admiral_crime_05	1
wh2_dlc11_skill_cst_lord_crime_2	wh2_dlc11_skill_node_cst_admiral_crime_05	1
wh2_dlc11_skill_cst_lord_crime_1	wh2_dlc11_skill_node_cst_admiral_death_crime_02	1
wh2_dlc11_skill_cst_lord_crime_2	wh2_dlc11_skill_node_cst_admiral_death_crime_02	1
wh2_dlc11_skill_cst_lord_crime_3	wh2_dlc11_skill_node_cst_admiral_death_crime_02	1
wh2_dlc11_skill_cst_lord_crime_0	wh2_dlc11_skill_node_cst_admiral_death_crime_03	1
wh2_dlc11_skill_cst_lord_crime_2	wh2_dlc11_skill_node_cst_admiral_death_crime_03	1
wh2_dlc11_skill_cst_lord_crime_3	wh2_dlc11_skill_node_cst_admiral_death_crime_03	1
wh2_dlc11_skill_cst_lord_crime_0	wh2_dlc11_skill_node_cst_admiral_death_crime_04	1
wh2_dlc11_skill_cst_lord_crime_1	wh2_dlc11_skill_node_cst_admiral_death_crime_04	1
wh2_dlc11_skill_cst_lord_crime_3	wh2_dlc11_skill_node_cst_admiral_death_crime_04	1
wh2_dlc11_skill_cst_lord_crime_0	wh2_dlc11_skill_node_cst_admiral_death_crime_05	1
wh2_dlc11_skill_cst_lord_crime_1	wh2_dlc11_skill_node_cst_admiral_death_crime_05	1
wh2_dlc11_skill_cst_lord_crime_2	wh2_dlc11_skill_node_cst_admiral_death_crime_05	1
wh2_dlc11_skill_cst_lord_crime_1	wh2_dlc11_skill_node_cst_admiral_deep_crime_02	1
wh2_dlc11_skill_cst_lord_crime_2	wh2_dlc11_skill_node_cst_admiral_deep_crime_02	1
wh2_dlc11_skill_cst_lord_crime_3	wh2_dlc11_skill_node_cst_admiral_deep_crime_02	1
wh2_dlc11_skill_cst_lord_crime_0	wh2_dlc11_skill_node_cst_admiral_deep_crime_03	1
wh2_dlc11_skill_cst_lord_crime_2	wh2_dlc11_skill_node_cst_admiral_deep_crime_03	1
wh2_dlc11_skill_cst_lord_crime_3	wh2_dlc11_skill_node_cst_admiral_deep_crime_03	1
wh2_dlc11_skill_cst_lord_crime_0	wh2_dlc11_skill_node_cst_admiral_deep_crime_04	1
wh2_dlc11_skill_cst_lord_crime_1	wh2_dlc11_skill_node_cst_admiral_deep_crime_04	1
wh2_dlc11_skill_cst_lord_crime_3	wh2_dlc11_skill_node_cst_admiral_deep_crime_04	1
wh2_dlc11_skill_cst_lord_crime_0	wh2_dlc11_skill_node_cst_admiral_deep_crime_05	1
wh2_dlc11_skill_cst_lord_crime_1	wh2_dlc11_skill_node_cst_admiral_deep_crime_05	1
wh2_dlc11_skill_cst_lord_crime_2	wh2_dlc11_skill_node_cst_admiral_deep_crime_05	1
wh2_dlc11_skill_cst_cylostra_unique_4	wh2_dlc11_skill_node_cst_cylostra_unique_3	1
wh2_dlc11_skill_cst_cylostra_unique_3	wh2_dlc11_skill_node_cst_cylostra_unique_4	1
wh_dlc08_skill_nor_lords_battle_fight_or_die	wh2_dlc11_skill_node_nor_marauder_chieftain_battle_13	1
wh_dlc08_skill_nor_lord_battle_stand_or_die	wh2_dlc11_skill_node_nor_marauder_chieftain_battle_14	1
wh_dlc08_skill_nor_lords_battle_fight_or_die	wh2_dlc11_skill_node_nor_throgg_battle_13	1
wh_dlc08_skill_nor_lord_battle_stand_or_die	wh2_dlc11_skill_node_nor_throgg_battle_14	1
wh_dlc08_skill_nor_lords_battle_fight_or_die	wh2_dlc11_skill_node_nor_wulfrik_battle_13	1
wh_dlc08_skill_nor_lord_battle_stand_or_die	wh2_dlc11_skill_node_nor_wulfrik_battle_14	1
wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_grave_sentinels	wh2_dlc11_skill_node_vmp_bloodline_blood_dragon_lord_special_01	1
wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_doomrider	wh2_dlc11_skill_node_vmp_bloodline_blood_dragon_lord_special_04	1
wh2_dlc11_skill_vmp_bloodline_strigoi_unique_infinite_hatred	wh2_dlc11_skill_node_vmp_bloodline_strigoi_lord_special_01	1
wh2_dlc11_skill_vmp_bloodline_strigoi_unique_curse_of_vorag	wh2_dlc11_skill_node_vmp_bloodline_strigoi_lord_special_04	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh2_dlc11_skill_node_wef_ancient_treeman_ability_01	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_2	wh2_dlc11_skill_node_wef_ancient_treeman_ability_01	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh2_dlc11_skill_node_wef_ancient_treeman_ability_02	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_2	wh2_dlc11_skill_node_wef_ancient_treeman_ability_02	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh2_dlc11_skill_node_wef_ancient_treeman_ability_03	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_2	wh2_dlc11_skill_node_wef_ancient_treeman_ability_03	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh2_dlc11_skill_node_wef_ancient_treeman_ability_04	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_2	wh2_dlc11_skill_node_wef_ancient_treeman_ability_04	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh2_dlc11_skill_node_wef_glade_lord_ability_01	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_2	wh2_dlc11_skill_node_wef_glade_lord_ability_01	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh2_dlc11_skill_node_wef_glade_lord_ability_02	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_2	wh2_dlc11_skill_node_wef_glade_lord_ability_02	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh2_dlc11_skill_node_wef_glade_lord_ability_03	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_2	wh2_dlc11_skill_node_wef_glade_lord_ability_03	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh2_dlc11_skill_node_wef_glade_lord_ability_04	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_2	wh2_dlc11_skill_node_wef_glade_lord_ability_04	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh2_dlc11_skill_node_wef_glade_lord_fem_ability_01	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_2	wh2_dlc11_skill_node_wef_glade_lord_fem_ability_01	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh2_dlc11_skill_node_wef_glade_lord_fem_ability_02	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_2	wh2_dlc11_skill_node_wef_glade_lord_fem_ability_02	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh2_dlc11_skill_node_wef_glade_lord_fem_ability_03	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_2	wh2_dlc11_skill_node_wef_glade_lord_fem_ability_03	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh2_dlc11_skill_node_wef_glade_lord_fem_ability_04	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_2	wh2_dlc11_skill_node_wef_glade_lord_fem_ability_04	1
wh2_dlc12_skill_lzd_skink_chief_unique_1	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_0	1
wh2_dlc12_skill_lzd_skink_chief_unique_2	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_0	1
wh2_dlc12_skill_lzd_skink_chief_unique_0	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_1	1
wh2_dlc12_skill_lzd_skink_chief_unique_2	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_1	1
wh2_dlc12_skill_lzd_skink_chief_unique_0	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_2	1
wh2_dlc12_skill_lzd_skink_chief_unique_1	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_2	1
wh2_dlc12_skill_lzd_skink_chief_unique_4	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_3	1
wh2_dlc12_skill_lzd_skink_chief_unique_5	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_3	1
wh2_dlc12_skill_lzd_skink_chief_unique_3	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_4	1
wh2_dlc12_skill_lzd_skink_chief_unique_5	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_4	1
wh2_dlc12_skill_lzd_skink_chief_unique_3	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_5	1
wh2_dlc12_skill_lzd_skink_chief_unique_4	wh2_dlc12_skill_lzd_skink_chief_legendary_unique_5	1
wh2_dlc12_skill_lzd_skink_chief_unique_1	wh2_dlc12_skill_lzd_skink_chief_unique_0	1
wh2_dlc12_skill_lzd_skink_chief_unique_2	wh2_dlc12_skill_lzd_skink_chief_unique_0	1
wh2_dlc12_skill_lzd_skink_chief_unique_0	wh2_dlc12_skill_lzd_skink_chief_unique_1	1
wh2_dlc12_skill_lzd_skink_chief_unique_2	wh2_dlc12_skill_lzd_skink_chief_unique_1	1
wh2_dlc12_skill_lzd_skink_chief_unique_0	wh2_dlc12_skill_lzd_skink_chief_unique_2	1
wh2_dlc12_skill_lzd_skink_chief_unique_1	wh2_dlc12_skill_lzd_skink_chief_unique_2	1
wh2_dlc12_skill_lzd_skink_chief_unique_4	wh2_dlc12_skill_lzd_skink_chief_unique_3	1
wh2_dlc12_skill_lzd_skink_chief_unique_5	wh2_dlc12_skill_lzd_skink_chief_unique_3	1
wh2_dlc12_skill_lzd_skink_chief_unique_3	wh2_dlc12_skill_lzd_skink_chief_unique_4	1
wh2_dlc12_skill_lzd_skink_chief_unique_5	wh2_dlc12_skill_lzd_skink_chief_unique_4	1
wh2_dlc12_skill_lzd_skink_chief_unique_3	wh2_dlc12_skill_lzd_skink_chief_unique_5	1
wh2_dlc12_skill_lzd_skink_chief_unique_4	wh2_dlc12_skill_lzd_skink_chief_unique_5	1
wh2_dlc12_skill_lzd_tehenhauin_4	wh2_dlc12_skill_lzd_tehenhauin_0	1
wh2_dlc12_skill_lzd_tehenhauin_0	wh2_dlc12_skill_lzd_tehenhauin_4	1
wh2_main_skill_lzd_blessing_huanchi	wh2_dlc12_skill_node_lzd_tiktaqto_generic_3	1
wh2_main_skill_lzd_blessing_itzl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_3	1
wh2_main_skill_lzd_blessing_quetzl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_3	1
wh2_main_skill_lzd_blessing_tepok	wh2_dlc12_skill_node_lzd_tiktaqto_generic_3	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_3	1
wh2_main_skill_lzd_blessing_chotec	wh2_dlc12_skill_node_lzd_tiktaqto_generic_4	1
wh2_main_skill_lzd_blessing_huanchi	wh2_dlc12_skill_node_lzd_tiktaqto_generic_4	1
wh2_main_skill_lzd_blessing_itzl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_4	1
wh2_main_skill_lzd_blessing_tepok	wh2_dlc12_skill_node_lzd_tiktaqto_generic_4	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_4	1
wh2_main_skill_lzd_blessing_chotec	wh2_dlc12_skill_node_lzd_tiktaqto_generic_5	1
wh2_main_skill_lzd_blessing_huanchi	wh2_dlc12_skill_node_lzd_tiktaqto_generic_5	1
wh2_main_skill_lzd_blessing_itzl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_5	1
wh2_main_skill_lzd_blessing_quetzl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_5	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_5	1
wh2_main_skill_lzd_blessing_chotec	wh2_dlc12_skill_node_lzd_tiktaqto_generic_6	1
wh2_main_skill_lzd_blessing_itzl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_6	1
wh2_main_skill_lzd_blessing_quetzl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_6	1
wh2_main_skill_lzd_blessing_tepok	wh2_dlc12_skill_node_lzd_tiktaqto_generic_6	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_6	1
wh2_main_skill_lzd_blessing_chotec	wh2_dlc12_skill_node_lzd_tiktaqto_generic_7	1
wh2_main_skill_lzd_blessing_huanchi	wh2_dlc12_skill_node_lzd_tiktaqto_generic_7	1
wh2_main_skill_lzd_blessing_itzl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_7	1
wh2_main_skill_lzd_blessing_quetzl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_7	1
wh2_main_skill_lzd_blessing_tepok	wh2_dlc12_skill_node_lzd_tiktaqto_generic_7	1
wh2_main_skill_lzd_blessing_chotec	wh2_dlc12_skill_node_lzd_tiktaqto_generic_8	1
wh2_main_skill_lzd_blessing_huanchi	wh2_dlc12_skill_node_lzd_tiktaqto_generic_8	1
wh2_main_skill_lzd_blessing_quetzl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_8	1
wh2_main_skill_lzd_blessing_tepok	wh2_dlc12_skill_node_lzd_tiktaqto_generic_8	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_dlc12_skill_node_lzd_tiktaqto_generic_8	1
wh2_dlc12_skill_skv_ikit_personal_6	wh2_dlc12_skill_node_skv_ikit_claw_personal_05	1
wh2_dlc12_skill_skv_ikit_personal_5	wh2_dlc12_skill_node_skv_ikit_claw_personal_06	1
wh2_dlc12_skill_skv_engineer_unique_3	wh2_dlc12_skill_node_skv_master_engineer_unique_02	1
wh2_dlc12_skill_skv_engineer_unique_4	wh2_dlc12_skill_node_skv_master_engineer_unique_02	1
wh2_dlc12_skill_skv_engineer_unique_2	wh2_dlc12_skill_node_skv_master_engineer_unique_03	1
wh2_dlc12_skill_skv_engineer_unique_4	wh2_dlc12_skill_node_skv_master_engineer_unique_03	1
wh2_dlc12_skill_skv_engineer_unique_2	wh2_dlc12_skill_node_skv_master_engineer_unique_04	1
wh2_dlc12_skill_skv_engineer_unique_3	wh2_dlc12_skill_node_skv_master_engineer_unique_04	1
wh2_main_skill_def_spy_poison_2	wh2_main_skill_node_def_assassin_poisons_1	1
wh2_main_skill_def_spy_poison_3	wh2_main_skill_node_def_assassin_poisons_1	1
wh2_main_skill_def_spy_poison_1	wh2_main_skill_node_def_assassin_poisons_2	1
wh2_main_skill_def_spy_poison_3	wh2_main_skill_node_def_assassin_poisons_2	1
wh2_main_skill_def_spy_poison_1	wh2_main_skill_node_def_assassin_poisons_3	1
wh2_main_skill_def_spy_poison_2	wh2_main_skill_node_def_assassin_poisons_3	1
wh2_main_skill_def_death_hag_gift_2	wh2_main_skill_node_def_death_hag_gifts_1	1
wh2_main_skill_def_witchbrew	wh2_main_skill_node_def_death_hag_gifts_1	1
wh2_main_skill_def_death_hag_gift_1	wh2_main_skill_node_def_death_hag_gifts_2	1
wh2_main_skill_def_witchbrew	wh2_main_skill_node_def_death_hag_gifts_2	1
wh2_main_skill_def_death_hag_gift_1	wh2_main_skill_node_def_death_hag_gifts_3	1
wh2_main_skill_def_death_hag_gift_2	wh2_main_skill_node_def_death_hag_gifts_3	1
wh2_main_skill_def_names_of_power_2	wh2_main_skill_node_def_dreadlord_fem_names_of_power_1	1
wh2_main_skill_def_names_of_power_3	wh2_main_skill_node_def_dreadlord_fem_names_of_power_1	1
wh2_main_skill_def_names_of_power_1	wh2_main_skill_node_def_dreadlord_fem_names_of_power_2	1
wh2_main_skill_def_names_of_power_3	wh2_main_skill_node_def_dreadlord_fem_names_of_power_2	1
wh2_main_skill_def_names_of_power_1	wh2_main_skill_node_def_dreadlord_fem_names_of_power_3	1
wh2_main_skill_def_names_of_power_2	wh2_main_skill_node_def_dreadlord_fem_names_of_power_3	1
wh2_main_skill_def_names_of_power_2	wh2_main_skill_node_def_dreadlord_names_of_power_1	1
wh2_main_skill_def_names_of_power_3	wh2_main_skill_node_def_dreadlord_names_of_power_1	1
wh2_main_skill_def_names_of_power_1	wh2_main_skill_node_def_dreadlord_names_of_power_2	1
wh2_main_skill_def_names_of_power_3	wh2_main_skill_node_def_dreadlord_names_of_power_2	1
wh2_main_skill_def_names_of_power_1	wh2_main_skill_node_def_dreadlord_names_of_power_3	1
wh2_main_skill_def_names_of_power_2	wh2_main_skill_node_def_dreadlord_names_of_power_3	1
wh2_main_skill_def_malekith_warleader_1	wh2_main_skill_node_def_malekith_unique_0	1
wh2_main_skill_def_malekith_tyrant_0	wh2_main_skill_node_def_malekith_unique_2	1
wh2_main_skill_def_morathi_unique_2	wh2_main_skill_node_def_morathi_unique_0	1
wh2_main_skill_def_morathi_unique_0	wh2_main_skill_node_def_morathi_unique_2	1
wh2_main_skill_hef_noble_unique_2	wh2_main_skill_node_hef_noble_unique_1	1
wh2_main_skill_hef_noble_unique_3	wh2_main_skill_node_hef_noble_unique_1	1
wh2_main_skill_hef_noble_unique_1	wh2_main_skill_node_hef_noble_unique_2	1
wh2_main_skill_hef_noble_unique_3	wh2_main_skill_node_hef_noble_unique_2	1
wh2_main_skill_hef_noble_unique_1	wh2_main_skill_node_hef_noble_unique_3	1
wh2_main_skill_hef_noble_unique_2	wh2_main_skill_node_hef_noble_unique_3	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_prince_dedication_1	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_prince_dedication_1	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_prince_dedication_1	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_prince_dedication_1	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_prince_dedication_1	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_prince_dedication_1	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_prince_dedication_1	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_prince_dedication_2	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_prince_dedication_2	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_prince_dedication_2	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_prince_dedication_2	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_prince_dedication_2	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_prince_dedication_2	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_prince_dedication_2	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_prince_dedication_3	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_prince_dedication_3	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_prince_dedication_3	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_prince_dedication_3	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_prince_dedication_3	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_prince_dedication_3	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_prince_dedication_3	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_prince_dedication_4	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_prince_dedication_4	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_prince_dedication_4	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_prince_dedication_4	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_prince_dedication_4	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_prince_dedication_4	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_prince_dedication_4	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_prince_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_prince_dedication_5	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_prince_dedication_5	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_prince_dedication_5	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_prince_dedication_5	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_prince_dedication_5	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_prince_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_prince_dedication_6	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_prince_dedication_6	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_prince_dedication_6	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_prince_dedication_6	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_prince_dedication_6	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_prince_dedication_6	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_prince_dedication_6	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_prince_dedication_7	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_prince_dedication_7	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_prince_dedication_7	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_prince_dedication_7	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_prince_dedication_7	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_prince_dedication_7	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_prince_dedication_7	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_prince_dedication_8	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_prince_dedication_8	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_prince_dedication_8	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_prince_dedication_8	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_prince_dedication_8	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_prince_dedication_8	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_prince_dedication_8	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_1	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_1	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_1	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_1	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_1	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_1	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_1	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_7	1
