audio_projectiles_tables	14
key	max_attenuation_fire	max_attenuation_impact	max_attenuation_inflight	inflight_min_speed	fire_start_event	fire_stop_event	incoming_event	impact_event	impact_blood_event	inflight_start_event	inflight_stop_event	hit_tree_start_event	hit_tree_stop_event	idle_start_event	idle_stop_event	max_attenuation_idle	obstruction_size	use_reverb	group_fire	group_inflight	group_impact	incoming_time	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	switch_1	fire_only_trigger_once_per_volley	inflight_only_trigger_once_per_volley	impact_only_trigger_once_per_volley	flyby_event	flyby_distance	doppler_rtpc_name	limitation	limitation_scale_fire	limitation_scale_inflight	limitation_scale_impact	limitation_scale_incoming	limitation_scale_flyby
wh2_solar_engine	400	400	400	0	Battle_Individual_Solar_Engine_Fire		Battle_Individual_Projectile_Incoming_Shell			Battle_Individual_Solar_Engine_Inflight_Start	Battle_Individual_Solar_Engine_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	false			wh2_grp_projectile_solar_engine_impact	1						false	false	true	Battle_Individual_Projectile_Solar_Engine_Flyby	50	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_ushabti_bolt	0	240	255	22				Battle_Individual_Projectile_Ushabti_Bolt_Impact		Battle_Individual_Projectile_Ushabti_Bolt_InFlight_Play	Battle_Individual_Projectile_Ushabti_Bolt_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true				1						false	false	false		20	Battle_Projectile_Doppler	small	1	0	1	0.5	0.5
wh2_ushabti_bolt_ror	0	240	255	22				Battle_Individual_Projectile_Ushabti_Bolt_Impact		Battle_Individual_Projectile_Ushabti_Bolt_InFlight_Play	Battle_Individual_Projectile_Ushabti_Bolt_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true				1						false	false	false		20	Battle_Projectile_Doppler	small	1	0	1	0.5	0.5
wh2_warpfiregun_flame	100	150	90	10												100	0	false		wh2_grp_warpfiregun_loop	wh2_grp_projectile_warpfiregun_flame	1						false	false	false		10		medium	1	0	1	0.5	0.5
wh_bolt_thrower	0	240	255	22			Battle_Individual_Projectile_Incoming_Bolt_Thrower_Bolt	Battle_Individual_Projectile_Bolt_Thrower_Impact		Battle_Individual_Projectile_Bolt_Thrower_InFlight_Play	Battle_Individual_Projectile_Bolt_Thrower_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false				1						false	false	false	Battle_Individual_Projectile_Incoming_Bolt_Thrower_Bolt	20	Battle_Projectile_Doppler	small	1	0	1	0.5	0.5
wh_bow_arrow_flaming	150	100	100	22	Battle_Individual_Projectile_Arrow_Fire_Flaming			Battle_Individual_Projectile_Arrow_Impact		Battle_Individual_Projectile_Arrow_InFlight_Flaming_Play	Battle_Individual_Projectile_Arrow_InFlight_Flaming_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false	wh_grp_projectile_arrow_fire_flaming	wh_grp_projectile_arrow_inflight_flaming	wh_grp_projectile_arrow_impact_flaming	1						false	false	false	Battle_Individual_Projectile_Arrow_Passby	17		small	1	0	1	0.5	0.8
wh_bow_arrow_magical	150	150	100	22	Battle_Individual_Projectile_Arrow_Fire_Magical			Battle_Individual_Projectile_Arrow_Impact_Magical		Battle_Individual_Projectile_Arrow_InFlight_Magical_Play	Battle_Individual_Projectile_Arrow_InFlight_Magical_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false	wh_grp_projectile_arrow_fire_magical	wh_grp_projectile_arrow_inflight_magical	wh_grp_projectile_arrow_impact_magical	1						false	false	false	Battle_Individual_Projectile_Arrow_Passby	17		medium	1	0	1	0.5	0.8
wh_bow_arrow_normal	150	100	100	22	Battle_Individual_Projectile_Arrow_Fire_Normal			Battle_Individual_Projectile_Arrow_Impact		Battle_Individual_Projectile_Arrow_InFlight_Normal_Play	Battle_Individual_Projectile_Arrow_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false	wh_grp_projectile_arrow_fire_normal	wh_grp_projectile_arrow_inflight_normal	wh_grp_projectile_arrow_impact_normal	1						false	false	false	Battle_Individual_Projectile_Arrow_Passby	17		small	1	0	1	0.5	0.8
wh_bullet	250	100	100	10				Battle_Individual_Projectile_Bullet_Impact				Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true		wh_grp_projectile_bullet_inflight	wh_grp_projectile_bullet_impact	1						false	false	false		10		small	1	0	1	0.5	0.5
wh_bullet_multi	250	100	100	10				Battle_Individual_Projectile_Bullet_Impact				Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true		wh_grp_projectile_bullet_inflight	wh_grp_projectile_bullet_impact	1						false	true	false		10		small	1	0	1	0.5	0.5
wh_bullet_multi_impact	250	100	100	10				Battle_Individual_Projectile_Bullet_Impact				Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true		wh_grp_projectile_bullet_inflight	wh_grp_projectile_bullet_impact_multi	1						false	true	false	Battle_Individual_Projectile_Bullet_Large_Passby	25		small	1	0	1	0.5	1
wh_cannon_cannonball_flaming	400	400	300	10			Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Cannon_Ball_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true			wh2_grp_projectile_cannonball_impact	1	Battle_Projectile_Speed	Projectile_Speed				false	false	true		10	Battle_Projectile_Doppler	large	1	0	1	0.5	0.5
wh_cannon_cannonball_normal	400	400	300	10			Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Cannon_Ball_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true			wh2_grp_projectile_cannonball_impact	1	Battle_Projectile_Speed	Projectile_Speed				false	false	true		10	Battle_Projectile_Doppler	large	1	0	1	0.5	0.5
wh_cannon_necrofex_cannonball_normal	400	400	300	10			Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Cannon_Ball_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true			wh2_grp_projectile_cannonball_impact	1	Battle_Projectile_Speed	Projectile_Speed				false	true	true		10	Battle_Projectile_Doppler	large	1	0	1	0.5	0.5
wh_cannon_rock_cluster	400	400	300	10				Play_Battle_Individual_Projectile_Rock_Cluster_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true			wh2_grp_projectile_bullet_impact_multi_large	1	Battle_Projectile_Speed	Projectile_Speed			Battle_Projectile_Impact_Target	false	false	true	Battle_Individual_Projectile_Bullet_Large_Passby	25	Battle_Projectile_Doppler	medium	1	0	1	0.5	1
wh_carcass	0	175	300	10						Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	false				1	Battle_Projectile_Speed	Projectile_Speed				false	false	false		10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_carcass_debris	0	20	0	10												100	0	false				1						false	false	false		10		small	1	0	1	0.5	0.5
wh_catapult_rock_flaming	250	500	300	10	Battle_Individual_Projectile_Rock_Launch_Whoosh		Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Rock_Impact		Battle_Individual_Projectile_Rock_InFlight_Play	Battle_Individual_Projectile_Rock_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				1	Battle_Projectile_Speed	Projectile_Speed				false	false	false	Battle_Individual_Projectile_Incoming_Rock	25	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_catapult_rock_normal	250	500	300	10	Battle_Individual_Projectile_Rock_Launch_Whoosh		Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Rock_Impact		Battle_Individual_Projectile_Rock_InFlight_Play	Battle_Individual_Projectile_Rock_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				1	Battle_Projectile_Speed	Projectile_Speed				false	false	false	Battle_Individual_Projectile_Incoming_Rock	25	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_copter_bomb	0	500	300	10			Battle_Individual_Projectile_Incoming_Shell_Small	Battle_Individual_Projectile_Bomb_Explosion		Battle_Individual_Projectile_Bomb_InFlight_Play	Battle_Individual_Projectile_Bomb_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				1	Battle_Projectile_Speed	Projectile_Speed	Battle_Projectile_Height	Projectile_Height		false	false	false		10		large	1	0	1	0.5	0.5
wh_copter_grenade	100	400	300	10			Battle_Individual_Projectile_Incoming_Shell_Small	Battle_Individual_Projectile_Grenade_Explosion		Battle_Individual_Projectile_Bomb_Cargo_InFlight_Play	Battle_Individual_Projectile_Bomb_Cargo_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				1	Battle_Projectile_Speed	Projectile_Speed				false	false	false		10		large	1	0	1	0.5	0.5
wh_crossbow_bolt_flaming	150	100	100	22	Battle_Individual_Projectile_Bolt_Fire_Flaming			Battle_Individual_Projectile_Bolt_Impact		Battle_Individual_Projectile_Bolt_InFlight_Flaming_Play	Battle_Individual_Projectile_Bolt_InFlight_Flaming_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false			wh_grp_projectile_crossbow_impact	1						false	false	false	Battle_Individual_Projectile_Arrow_Passby	18		small	1	0	1	0.5	1
wh_crossbow_bolt_normal	150	100	100	22	Battle_Individual_Projectile_Bolt_Fire			Battle_Individual_Projectile_Bolt_Impact		Battle_Individual_Projectile_Bolt_InFlight_Normal_Play	Battle_Individual_Projectile_Bolt_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false			wh_grp_projectile_crossbow_impact	1						false	false	false	Battle_Individual_Projectile_Arrow_Passby	18		small	1	0	1	0.5	1
wh_crossbow_bolt_normal_LH	150	240	100	22	Battle_Individual_Projectile_Bolt_Fire_LH			Battle_Individual_Projectile_Bolt_Impact_LH		Battle_Individual_Projectile_Bolt_InFlight_Normal_Play	Battle_Individual_Projectile_Bolt_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false			wh_grp_projectile_crossbow_impact	1						false	false	false	Battle_Individual_Projectile_Arrow_Passby	18		medium	1	0	1	0.5	1
wh_death_star	0	100	200	22				Battle_Individual_Projectile_Death_Star_Impact		Battle_Individual_Projectile_Death_Star_InFlight_Play	Battle_Individual_Projectile_Death_Star_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false				1						false	false	false		10		small	1	0	1	0.5	0.5
wh_dlc05_ability_the_bow_of_loren	500	500	360	10												500	0	true		wh_dlc05_ability_the_bow_of_loren_inflight	wh_dlc05_ability_the_bow_of_loren_impact	1						false	false	false		10		magic	1	0	1	0.5	0.5
wh_dlc05_weapon_abilities_arrow_of_kurnous	500	500	500	10	Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Launch			Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Impact		Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Inflight_Start	Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Inflight_Stop					500	0	true				1						false	false	false	Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Flyby	10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh_dlc07_ability_chalice_of_potions	0	1000	1000	0			Battle_IND_Magic_Bretonnia_Chalice_of_Potions_Incoming			Battle_IND_Magic_Bretonnia_Chalice_of_Potions_Inflight_Start	Battle_IND_Magic_Bretonnia_Chalice_of_Potions_Inflight_Stop					100	0	false				0	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10		large	1	0	1	0.5	0.5
wh_dlc08_abilities_copious_vomit	500	500	500	10	Battle_IND_Magic_Ability_Copious_Vomit_Launch			Battle_IND_Magic_Ability_Copious_Vomit_Impact		Battle_IND_Magic_Ability_Copious_Vomit_Loop_Start	Battle_IND_Magic_Ability_Copious_Vomit_Loop_Stop					500	0	true				1						true	true	true		10		magic	1	0	1	0.5	0.5
wh_doomdiver_goblin	310	250	310	0	Battle_Individual_Projectile_Doom_Diver_Fire		Battle_Individual_Projectile_Doom_Diver_Incoming	Battle_Individual_Projectile_Doom_Driver_Impact		Battle_Individual_Projectile_Doom_Diver_InFlight_Play	Battle_Individual_Projectile_Doom_Diver_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				1.8	Battle_Projectile_Speed	Projectile_Speed				false	false	false		10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_dragon_breath_flame	100	300	200	10												100	0	false		wh2_grp_projectile_dragons_breath_flaming_loop		1						false	false	false		10		medium	1	0	1	0.5	0.5
wh_dragon_breath_ice	100	300	200	10												100	0	false		wh_grp_projectile_dragons_breath_ice_loop		1						false	false	false		10		medium	1	0	1	0.5	0.5
wh_drakegun_flame	100	150	90	10												100	0	false		wh_grp_drakegun_loop	wh2_grp_projectile_warpfiregun_flame	1						false	false	false		10		medium	1	0	1	0.5	0.5
wh_drakegun_troll_hammer	250	500	300	10			Battle_Individual_Projectile_Incoming_Rock_small	Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Rock_Small_InFlight_Normal_Play	Battle_Individual_Projectile_Rock_Small_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true				1						false	false	false		10		medium	1	0	1	0.5	0.5
wh_flame_cannon_flame	150	400	300	10			Battle_Individual_Projectile_Incoming_Fire	Battle_Individual_Projectile_Flameball_Impact		Battle_Individual_Projectile_Flameball_Inflight_Start	Battle_Individual_Projectile_Flameball_Inflight_Stop					100	0	true				1.1	Battle_Projectile_Speed	Projectile_Speed				false	false	false		10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_grenade	100	50	200	10				Battle_Individual_Projectile_Grenade_Impact_reduced		Battle_Individual_Projectile_Grenade_InFlight_Play	Battle_Individual_Projectile_Grenade_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false			wh_grp_projectile_grenade_launcher_impact	1						false	false	false		10		small	1	0	1	0.5	0.5
wh_hell_cannon_ice_blast	250	610	400	10			Battle_Individual_Projectile_Incoming_Rock			Battle_Individual_Projectile_Ice_Forged_Legion_InFlight_Play	Battle_Individual_Projectile_Ice_Forged_Legion_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				0.8						false	false	false	Battle_Individual_Projectile_Soul_FlyBy	10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh_hell_cannon_soul	250	610	310	10			Battle_Individual_Projectile_Incoming_Rock			Battle_Individual_Projectile_Soul_InFlight_Play	Battle_Individual_Projectile_Soul_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				1						false	false	false	Battle_Individual_Projectile_Soul_FlyBy	10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_helstorm_rocket	400	400.15	400	10			Battle_Individual_Projectile_Incoming_Rocket			Battle_Individual_Projectile_Rocket_InFlight_Play	Battle_Individual_Projectile_Rocket_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true			wh_grp_drakegun_loop	1	Battle_Projectile_Height	Projectile_Height				false	false	false		10	Battle_Projectile_Doppler	large	1	0	1	0.5	0.5
wh_javelin	0	100	300	10	Battle_Individual_Projectile_Javelin_Fire_Normal			Battle_Individual_Projectile_Javelin_Impact		Battle_Individual_Projectile_Javelin_InFlight_Normal_Play	Battle_Individual_Projectile_Javelin_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	false		wh_grp_projectile_javelin_inflight_normal	wh_grp_projectile_javelin_impact_normal	1						false	false	false		10		small	1	0	1	0.5	0.5
wh_magic_amber_spear	500	500	500	10	Battle_IND_Magic_Beasts_The_Amber_Spear_Launch					Battle_IND_Magic_Beasts_The_Amber_Spear_Inflight_Start	Battle_IND_Magic_Beasts_The_Amber_Spear_Inflight_Stop					500	0	true			wh_grp_spell_beasts_amber_spear	1						false	false	false	Battle_IND_Magic_Beasts_The_Amber_Spear_Flyby	10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh_magic_bolt_of_illumination	400	400	400	0	Battle_Individual_Magic_Luminark_Fire			Battle_Individual_Magic_Luminark_Impact		Battle_Individual_Magic_Bolt_Of_Illumination_Inflight_Start	Battle_Individual_Magic_Bolt_Of_Illumination_Inflight_Stop					100	0	false				1						false	false	false		10		magic	1	0	1	0.5	0.5
wh_magic_bound_soulfire	500	500	360	10												500	0	true		wh_magic_piercing_bolts_of_burning_inflight	wh_magic_piercing_bolts_of_burning_impact	1						false	true	false		10		magic	1	0	1	0.5	0.5
wh_magic_burning_gaze	500	500	360	10			Battle_IND_Magic_Light_Shems_Burning_Gaze_Incoming									500	0	true	wh_grp_spell_light_burning_gaze_launch	wh_grp_spell_light_burning_gaze_inflight	wh_grp_spell_light_burning_gaze_impact	1						true	true	true		10		magic	1	0	1	0.5	0.5
wh_magic_comet_of_casandora	0	1000	1000	0			Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Heavens_Comet_Inflight_Start	Battle_IND_Magic_Heavens_Comet_Inflight_Stop					100	0	false				1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10		magic	1	0	1	0.5	0.5
wh_magic_dark_magic_doombolt	0	1000	1000	0						Battle_IND_Magic_Dark_Doombolt_Incoming						100	0	false				0.0000000014901161	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10		magic	1	0	1	0.5	0.5
wh_magic_fireball	500	500	500	10	Battle_IND_Magic_Fire_Fireball_Launch		Battle_IND_Magic_Fire_Fireball_Incoming			Battle_IND_Magic_Fire_Fireball_Inflight_Start	Battle_IND_Magic_Fire_Fireball_Inflight_Stop					500	0	true			wh_grp_spell_fire_fireball	1						false	false	false		10		magic	1	0	1	0.5	0.5
wh_magic_gaze_of_mork	500	700	700	10												100	0	false	wh_grp_spell_big_waaagh_gaze_of_mork_launch	wh_grp_spell_big_waaagh_gaze_of_mork_inflight	wh_grp_spell_big_waaagh_gaze_of_mork_Impact	1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		true	true	true		10		magic	1	0	1	0.5	0.5
wh_magic_piercing_bolts_of_burning	500	500	360	10			Battle_IND_Magic_Fire_Piercing_Bolts_of_Burning_Incoming									500	0	true		wh_magic_piercing_bolts_of_burning_inflight	wh_magic_piercing_bolts_of_burning_impact	1						false	true	false		10		magic	1	0	1	0.5	0.5
wh_magic_ruin_warp_lightning	0	1000	1000	0												100	0	false				0.0000000014901161	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10		magic	1	0	1	0.5	0.5
wh_magic_searing_doom	500	500	360	10												500	0	true		wh_magic_searing_doom_inflight	wh_magic_searing_doom_impact	1						false	false	true		10		magic	1	0	1	0.5	0.5
wh_magic_urannons_thunderbolt	500	500	500	10			Battle_IND_Magic_Heavens_Urannons_Thunderbolt_Incoming			Battle_IND_Magic_Heavens_Urannons_Thunderbolt_Inflight_Start	Battle_IND_Magic_Heavens_Urannons_Thunderbolt_Inflight_Stop					500	0	true				1						false	false	false		10		magic	1	0	1	0.5	0.5
wh_magic_vindictive_glare	700	700	300	10						Battle_IND_Magic_Lil_Waaagh_Vindictive_Inflight_Start	Battle_IND_Magic_Lil_Waaagh_Vindictive_Inflight_Stop					500	0	true	wh_grp_spell_lil_waaagh_vindictive_glare_launch		wh_grp_spell_lil_waaagh_vindictive_glare_impact	1						true	true	false		10		magic	1	0	1	0.5	0.5
wh_main_spell_vampires_gaze_of_nagash	500	700	700	10												100	0	true	wh_grp_spell_vampires_gaze_of_nagash_launch	wh_grp_spell_vampires_gaze_of_nagash_inflight	wh_grp_spell_vampires_gaze_of_nagash_impact	1						true	true	true	Battle_IND_Magic_Vampire_Gaze_Of_Nagash_Flyby	10		magic	1	0	1	0.5	0.5
wh_miners_blasting_charge	250	40	50	10												100	0	false				1						false	false	false		10		large	1	0	1	0.5	0.5
wh_mortar_cannonball	250	300	300	10			Battle_Individual_Projectile_Incoming_Shell			Battle_Individual_Projectile_Mortar_InFlight_Play	Battle_Individual_Projectile_Mortar_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				1	Battle_Projectile_Speed	Projectile_Speed	Battle_Projectile_Height	Projectile_Height		false	false	false		10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_rock_split	250	500	300	10	Battle_Individual_Projectile_Rock_Launch_Whoosh		Battle_Individual_Projectile_Incoming_Rock_small	Battle_Individual_Projectile_Rock_Split_Impact		Battle_Individual_Projectile_Rock_Split_InFlight_Play	Battle_Individual_Projectile_Rock_Split_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				1	Battle_Projectile_Speed	Projectile_Speed				false	false	false	Battle_Individual_Projectile_Incoming_Rock_small	25	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_rock_split_split	250	500	300	10	Battle_Individual_Projectile_Rock_Launch_Whoosh		Battle_Individual_Projectile_Incoming_Rock_small	Battle_Individual_Projectile_Rock_Split_Split_Impact		Battle_Individual_Projectile_Rock_Split_InFlight_Play	Battle_Individual_Projectile_Rock_Split_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				1	Battle_Projectile_Speed	Projectile_Speed				false	false	false	Battle_Individual_Projectile_Incoming_Rock_small	25	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_shrapnel_fragment	0	50	100	10				Battle_Individual_Projectile_Shrapnel_Fragment_Impact		Battle_Individual_Projectile_Shrapnel_Fragment_Inflight_Play	Battle_Individual_Projectile_Shrapnel_Fragment_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false				1						false	false	false		10		small	1	0	1	0.5	0.5
wh_steam_gun_steam	100	100	110	10												100	0	false				1						false	false	false		10		large	1	0	1	0.5	0.5
wh_terrorghiest_shriek	250	300	300	10												100	0	true				1						false	false	false		10		large	1	0	1	0.5	0.5
wh_throwing_axe	0	50	100	10				Battle_Individual_Projectile_Throwing_Axe_Impact		Battle_Individual_Projectile_Throwing_Axe_InFlight_Play	Battle_Individual_Projectile_Throwing_Axe_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false				1						false	false	false		10		small	1	0	1	0.5	0.5
wh_tower_blessed_stone	150	250	100	22	Battle_Individual_Projectile_Arrow_Fire_Normal			Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Arrow_InFlight_Normal_Play	Battle_Individual_Projectile_Arrow_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false	wh_grp_projectile_arrow_fire_normal		wh_grp_projectile_arrow_impact_normal	1						false	false	false		10		large	1	0	1	0.5	0.5
wh_tower_bones	150	250	100	22	Battle_Individual_Projectile_Arrow_Fire_Normal			Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Arrow_InFlight_Normal_Play	Battle_Individual_Projectile_Arrow_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false	wh_grp_projectile_arrow_fire_normal		wh_grp_projectile_arrow_impact_normal	1						false	false	false		10		large	1	0	1	0.5	0.5
wh_tower_caged_bats	100	250	150	10				Battle_Individual_Projectile_Rock_Small_Impact								100	0	false				1						false	false	false		10		large	1	0	1	0.5	0.5
wh_tower_clockwork_bomb	400	250	300	10			Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				1	Battle_Projectile_Speed	Projectile_Speed	Battle_Projectile_Height	Projectile_Height		false	false	false		10		large	1	0	1	0.5	0.5
