effect_bundles_to_effects_junctions_tables	2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wh2_dlc10_bundle_alarielle_corruption_92	wh2_dlc10_effect_alarielle_corruption_amount	faction_to_faction_own_unseen	92	start_turn_completed
wh2_dlc10_bundle_alarielle_corruption_93	wh2_dlc10_effect_alarielle_corruption_amount	faction_to_faction_own_unseen	93	start_turn_completed
wh2_dlc10_bundle_alarielle_corruption_94	wh2_dlc10_effect_alarielle_corruption_amount	faction_to_faction_own_unseen	94	start_turn_completed
wh2_dlc10_bundle_alarielle_corruption_95	wh2_dlc10_effect_alarielle_corruption_amount	faction_to_faction_own_unseen	95	start_turn_completed
wh2_dlc10_bundle_alarielle_corruption_96	wh2_dlc10_effect_alarielle_corruption_amount	faction_to_faction_own_unseen	96	start_turn_completed
wh2_dlc10_bundle_alarielle_corruption_97	wh2_dlc10_effect_alarielle_corruption_amount	faction_to_faction_own_unseen	97	start_turn_completed
wh2_dlc10_bundle_alarielle_corruption_98	wh2_dlc10_effect_alarielle_corruption_amount	faction_to_faction_own_unseen	98	start_turn_completed
wh2_dlc10_bundle_alarielle_corruption_99	wh2_dlc10_effect_alarielle_corruption_amount	faction_to_faction_own_unseen	99	start_turn_completed
wh2_dlc10_bundle_alarielle_corruption_9	wh2_dlc10_effect_alarielle_corruption_amount	faction_to_faction_own_unseen	9	start_turn_completed
wh2_dlc10_bundle_anc_magic_standard_banner_of_avelorn	wh2_dlc10_effect_ability_enable_banner_of_avelorn	character_to_character_own_banner	1	start_turn_completed
wh2_dlc10_bundle_blood_voyage_player	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	-40	start_turn_completed
wh2_dlc10_bundle_blood_voyage_player	wh_dlc03_effect_replenishment_removed	force_to_general_own	-999	start_turn_completed
wh2_dlc10_bundle_blood_voyage_player	wh_dlc04_effect_unit_enable_can_siege_dummy	force_to_general_own	1	start_turn_completed
wh2_dlc10_bundle_blood_voyage_player	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	30	start_turn_completed
wh2_dlc10_bundle_blood_voyage_player	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-80	start_turn_completed
wh2_dlc10_bundle_blood_voyage_player	wh_main_effect_unit_enable_attribute_unbreakable	force_to_force_own	1	start_turn_completed
wh2_dlc10_bundle_blood_voyage	wh_dlc03_effect_replenishment_removed	force_to_general_own	-999	start_turn_completed
wh2_dlc10_bundle_blood_voyage	wh_dlc04_effect_unit_enable_can_siege_dummy	force_to_general_own	1	start_turn_completed
wh2_dlc10_bundle_blood_voyage	wh_main_effect_agent_action_assassinate_success_chance_enemy	force_to_general_own	-100	start_turn_completed
wh2_dlc10_bundle_blood_voyage	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	-10	start_turn_completed
wh2_dlc10_bundle_blood_voyage	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-100	start_turn_completed
wh2_dlc10_bundle_blood_voyage	wh_main_effect_unit_enable_attribute_unbreakable	force_to_force_own	1	start_turn_completed
wh2_dlc10_bundle_death_night_alarielle	wh2_dlc10_death_night_bar_lock	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc10_bundle_death_night_morathi_untainted	wh_main_effect_religion_conversion_untainted_all_regions	faction_to_region_own	3	start_turn_completed
wh2_dlc10_bundle_death_night_morathi	wh2_dlc10_death_night_bar_lock	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc10_bundle_monster_hunt_army_rampage	wh2_dlc10_effect_unit_enable_attribute_rampage	character_to_force_own_unseen	1	start_turn_completed
wh2_dlc10_bundle_stance_army_tunnelling_alith_anar	wh2_dlc10_effect_force_army_campaign_stance_tunnelling_movement_dummy	army_to_army_own_unseen	1	start_turn_completed
wh2_dlc10_bundle_stance_army_tunnelling_alith_anar	wh_main_effect_force_all_campaign_stance_ap_cost_dummy	army_to_army_own_unseen	100	start_turn_completed
wh2_dlc10_bundle_stance_army_tunnelling_alith_anar	wh_main_effect_force_all_campaign_stance_cannot_attack_dummy	army_to_army_own_unseen	1	start_turn_completed
wh2_dlc10_bundle_stance_army_tunnelling_alith_anar	wh_main_effect_force_army_campaign_attrition_all_immunity	army_to_army_own_unseen	1	start_turn_completed
wh2_dlc10_dark_elf_fortress_gate	wh_main_effect_province_growth_other	province_to_province_own	-1000	start_turn_completed
wh2_dlc10_death_night_effect_1	wh2_dlc10_effect_hellebron_fatigue_start_very_tired	faction_to_army_own_unseen	5	start_turn_completed
wh2_dlc10_death_night_effect_1	wh2_dlc10_effect_physical_resist_hellebron	faction_to_army_own_unseen	-20	start_turn_completed
wh2_dlc10_death_night_effect_1	wh_main_effect_force_unit_stat_morale	faction_to_force_own	-10	start_turn_completed
wh2_dlc10_death_night_effect_1	wh_main_effect_province_tax_rate	faction_to_province_own	-10	start_turn_completed
wh2_dlc10_death_night_effect_1	wh_main_effect_public_order_faction	faction_to_province_own	-10	start_turn_completed
wh2_dlc10_death_night_effect_2	wh2_dlc10_effect_hellebron_fatigue_start_winded	faction_to_army_own_unseen	2	start_turn_completed
wh2_dlc10_death_night_effect_2	wh2_dlc10_effect_physical_resist_hellebron	faction_to_army_own_unseen	-10	start_turn_completed
wh2_dlc10_death_night_effect_2	wh_main_effect_force_unit_stat_morale	faction_to_force_own	-5	start_turn_completed
wh2_dlc10_death_night_effect_2	wh_main_effect_province_tax_rate	faction_to_province_own	-5	start_turn_completed
wh2_dlc10_death_night_effect_2	wh_main_effect_public_order_faction	faction_to_province_own	-5	start_turn_completed
wh2_dlc10_death_night_effect_3	wh2_dlc10_effect_hellebron_fatigue_resistance	faction_to_army_own_unseen	-5	start_turn_completed
wh2_dlc10_death_night_effect_3	wh2_dlc10_effect_physical_resist_hellebron	faction_to_army_own_unseen	5	start_turn_completed
wh2_dlc10_death_night_effect_3	wh_main_effect_force_unit_stat_morale	faction_to_force_own	5	start_turn_completed
wh2_dlc10_death_night_effect_3	wh_main_effect_public_order_faction	faction_to_province_own	2	start_turn_completed
wh2_dlc10_death_night_effect_4	wh2_dlc10_effect_hellebron_fatigue_resistance	faction_to_army_own_unseen	-15	start_turn_completed
wh2_dlc10_death_night_effect_4	wh2_dlc10_effect_physical_resist_hellebron	faction_to_army_own_unseen	10	start_turn_completed
wh2_dlc10_death_night_effect_4	wh2_main_effect_character_mod_loyalty_new_turn	faction_to_character_own_unseen	1	start_turn_completed
wh2_dlc10_death_night_effect_4	wh_main_effect_force_unit_stat_morale	faction_to_force_own	10	start_turn_completed
wh2_dlc10_death_night_effect_4	wh_main_effect_public_order_faction	faction_to_province_own	4	start_turn_completed
wh2_dlc10_death_night_effect_5	wh2_dlc10_effect_hellebron_fatigue_resistance	faction_to_army_own_unseen	-25	start_turn_completed
wh2_dlc10_death_night_effect_5	wh2_dlc10_effect_physical_resist_hellebron	faction_to_army_own_unseen	20	start_turn_completed
wh2_dlc10_death_night_effect_5	wh2_main_effect_character_mod_loyalty_new_turn	faction_to_character_own_unseen	2	start_turn_completed
wh2_dlc10_death_night_effect_5	wh_main_effect_force_unit_stat_morale	faction_to_force_own	10	start_turn_completed
wh2_dlc10_death_night_effect_5	wh_main_effect_public_order_faction	faction_to_province_own	6	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_10	wh2_dlc10_effect_building_income	faction_to_region_own	10	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_10	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	10	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_10	wh_dlc10_effect_public_order	faction_to_province_own	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_10	wh_main_effect_force_unit_stat_morale	faction_to_force_own	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_10	wh_main_effects_province_growth_faction	faction_to_province_own	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_1	wh2_dlc10_effect_building_income	faction_to_region_own_increasing	1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_1	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_1	wh_dlc10_effect_public_order	faction_to_province_own	1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_1	wh_main_effect_force_unit_stat_morale	faction_to_force_own	1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_1	wh_main_effects_province_growth_faction	faction_to_province_own	1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_2	wh2_dlc10_effect_building_income	faction_to_region_own_increasing	2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_2	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_2	wh_dlc10_effect_public_order	faction_to_province_own_increasing	1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_2	wh_main_effect_force_unit_stat_morale	faction_to_force_own_increasing	1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_2	wh_main_effects_province_growth_faction	faction_to_province_own_increasing	1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_3	wh2_dlc10_effect_building_income	faction_to_region_own_increasing	4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_3	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_3	wh_dlc10_effect_public_order	faction_to_province_own	2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_3	wh_main_effect_force_unit_stat_morale	faction_to_force_own	2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_3	wh_main_effects_province_growth_faction	faction_to_province_own	2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_4	wh2_dlc10_effect_building_income	faction_to_region_own_increasing	3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_4	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_4	wh_dlc10_effect_public_order	faction_to_province_own_increasing	2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_4	wh_main_effect_force_unit_stat_morale	faction_to_force_own_increasing	2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_4	wh_main_effects_province_growth_faction	faction_to_province_own_increasing	2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_5	wh2_dlc10_effect_building_income	faction_to_region_own_increasing	6	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_5	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_increasing	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_5	wh_dlc10_effect_public_order	faction_to_province_own	3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_5	wh_main_effect_force_unit_stat_morale	faction_to_force_own	3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_5	wh_main_effects_province_growth_faction	faction_to_province_own	3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_6	wh2_dlc10_effect_building_income	faction_to_region_own_increasing	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_6	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	10	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_6	wh_dlc10_effect_public_order	faction_to_province_own_increasing	3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_6	wh_main_effect_force_unit_stat_morale	faction_to_force_own_increasing	3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_6	wh_main_effects_province_growth_faction	faction_to_province_own_increasing	3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_7	wh2_dlc10_effect_building_income	faction_to_region_own_increasing	8	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_7	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	10	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_7	wh_dlc10_effect_public_order	faction_to_province_own	4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_7	wh_main_effect_force_unit_stat_morale	faction_to_force_own	4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_7	wh_main_effects_province_growth_faction	faction_to_province_own	4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_8	wh2_dlc10_effect_building_income	faction_to_region_own_increasing	7	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_8	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	10	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_8	wh_dlc10_effect_public_order	faction_to_province_own_increasing	4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_8	wh_main_effect_force_unit_stat_morale	faction_to_force_own_increasing	4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_8	wh_main_effects_province_growth_faction	faction_to_province_own_increasing	4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_9	wh2_dlc10_effect_building_income	faction_to_region_own_increasing	9	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_9	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	10	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_9	wh_dlc10_effect_public_order	faction_to_province_own	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_9	wh_main_effect_force_unit_stat_morale	faction_to_force_own	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_all_9	wh_main_effects_province_growth_faction	faction_to_province_own	5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_10	wh2_dlc10_effect_building_income	faction_to_region_own	-20	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_10	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	-10	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_10	wh_dlc10_effect_construction_cost	faction_to_region_own	30	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_10	wh_dlc10_effect_public_order	faction_to_province_own	-5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_1	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-11	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_1	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_decreasing	-1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_1	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	16	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_1	wh_dlc10_effect_public_order	faction_to_province_own	-3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_2	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-12	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_2	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_decreasing	-2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_2	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	18	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_2	wh_dlc10_effect_public_order	faction_to_province_own_decreasing	-3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_3	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-13	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_3	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_decreasing	-3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_3	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	19	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_3	wh_dlc10_effect_public_order	faction_to_province_own	-4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_4	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-14	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_4	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_decreasing	-4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_4	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	21	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_4	wh_dlc10_effect_public_order	faction_to_province_own	-4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_5	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-15	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_5	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_decreasing	-5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_5	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	22	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_5	wh_dlc10_effect_public_order	faction_to_province_own	-4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_6	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-16	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_6	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_decreasing	-6	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_6	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	24	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_6	wh_dlc10_effect_public_order	faction_to_province_own_decreasing	-4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_7	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-17	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_7	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_decreasing	-7	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_7	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	25	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_7	wh_dlc10_effect_public_order	faction_to_province_own	-5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_8	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-18	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_8	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_decreasing	-8	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_8	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	27	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_8	wh_dlc10_effect_public_order	faction_to_province_own	-5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_9	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-19	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_9	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_decreasing	-9	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_9	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	28	start_turn_completed
wh2_dlc10_defender_of_ulthuan_inner_9	wh_dlc10_effect_public_order	faction_to_province_own	-5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_10	wh2_dlc10_effect_building_income	faction_to_region_own	-10	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_10	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	15	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_10	wh_dlc10_effect_public_order	faction_to_province_own	-3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_1	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_1	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_1	wh_dlc10_effect_public_order	faction_to_province_own	-1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_2	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_2	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_2	wh_dlc10_effect_public_order	faction_to_province_own	-1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_3	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-3	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_3	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_3	wh_dlc10_effect_public_order	faction_to_province_own	-1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_4	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-4	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_4	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	6	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_4	wh_dlc10_effect_public_order	faction_to_province_own_decreasing	-1	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_5	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-5	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_5	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	7	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_5	wh_dlc10_effect_public_order	faction_to_province_own	-2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_6	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-6	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_6	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	9	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_6	wh_dlc10_effect_public_order	faction_to_province_own	-2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_7	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-7	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_7	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	10	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_7	wh_dlc10_effect_public_order	faction_to_province_own	-2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_8	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-8	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_8	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	12	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_8	wh_dlc10_effect_public_order	faction_to_province_own_decreasing	-2	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_9	wh2_dlc10_effect_building_income	faction_to_region_own_decreasing	-9	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_9	wh_dlc10_effect_construction_cost	faction_to_region_own_increasing	13	start_turn_completed
wh2_dlc10_defender_of_ulthuan_outer_9	wh_dlc10_effect_public_order	faction_to_province_own	-3	start_turn_completed
wh2_dlc10_lord_trait_def_hellebron	wh2_dlc10_effect_agent_cap_increase_def_death_hag	faction_to_faction_own_unseen	2	start_turn_completed
wh2_dlc10_lord_trait_def_hellebron	wh2_dlc10_effect_force_all_campaign_captives	faction_to_force_own_unseen	25	start_turn_completed
wh2_dlc10_lord_trait_def_hellebron	wh2_dlc12_effect_faction_effect_hellebron_unique_rite_dummy	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc10_lord_trait_hef_alarielle	wh2_dlc10_effect_agent_cap_increase_hef_handmaiden	faction_to_faction_own_unseen	2	start_turn_completed
wh2_dlc10_lord_trait_hef_alarielle	wh2_dlc10_faction_trait_ritual_cost_alarielle	faction_to_faction_own_unseen	-75	start_turn_completed
wh2_dlc10_lord_trait_hef_alarielle	wh2_dlc12_effect_faction_effect_alarielle_unique_rite_dummy	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc10_lord_trait_hef_alith_anar	wh2_dlc10_effect_faction_all_campaign_movement_range	faction_to_force_own	10	start_turn_completed
wh2_dlc10_lord_trait_hef_alith_anar	wh2_dlc10_effect_global_recruitment_duration_all	faction_to_faction_own_unseen	-1	start_turn_completed
wh2_dlc10_lord_trait_hef_alith_anar	wh2_dlc10_hef_lord_trait_alith_anar_climate_dummy	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc10_lord_trait_hef_alith_anar	wh2_dlc12_effect_faction_effect_alith_unique_rite_dummy	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc10_power_of_nature	wh_main_effect_military_force_winds_of_magic_depletion_mod_region	region_to_force_own	10	start_turn_completed
wh2_dlc10_power_of_nature	wh_main_effect_public_order_base	region_to_province_own	3	start_turn_completed
wh2_dlc10_power_of_nature	wh_main_effect_religion_conversion_untainted_events	region_to_region_own	5	start_turn_completed
wh2_dlc10_power_of_nature	wh_main_effects_province_growth_faction	region_to_province_own	10	start_turn_completed
wh2_dlc10_ritual_def_drakira	wh2_dlc10_effect_rite_def_drakira_diplomacy_vs_hef	faction_to_faction_own_unseen	-25	start_turn_completed
wh2_dlc10_ritual_def_drakira	wh2_dlc10_effect_rite_def_drakira_leadership_vs_hef	faction_to_force_own	10	start_turn_completed
wh2_dlc10_ritual_def_drakira	wh2_dlc10_effect_rite_def_drakira_recruit_rank_death_hag	faction_to_province_own_unseen	2	start_turn_completed
wh2_dlc10_ritual_def_drakira	wh2_dlc10_effect_rite_def_drakira_weapon_vs_hef	faction_to_force_own	15	start_turn_completed
wh2_dlc10_ritual_hef_lileath	wh2_dlc10_effect_rite_hef_lileath_action_cost_hef_handmaiden	faction_to_character_own_unseen	-75	start_turn_completed
wh2_dlc10_ritual_hef_lileath	wh2_dlc10_effect_rite_hef_lileath_armour_dryad	faction_to_force_own_unseen	20	start_turn_completed
wh2_dlc10_ritual_hef_lileath	wh2_dlc10_effect_rite_hef_lileath_recruit_rank_hef_handmaiden	faction_to_province_own_unseen	3	start_turn_completed
wh2_dlc10_ritual_hef_lileath	wh2_dlc10_effect_rite_hef_lileath_recruit_rank_sisters_of_avelorn	faction_to_force_own_unseen	2	start_turn_completed
wh2_dlc11_bundle_amanar_attack	wh_main_effect_force_army_campaign_siege_defend_holdout_time	region_to_region_own	-2	start_turn_completed
wh2_dlc11_bundle_amanar_attack	wh_main_effect_force_unit_stat_morale	region_to_force_own	-8	start_turn_completed
wh2_dlc11_bundle_amanar_attack	wh_main_effect_province_growth_other	region_to_province_own	-4	start_turn_completed
wh2_dlc11_bundle_amanar_attack	wh_main_effect_public_order_events	region_to_province_own	-5	start_turn_completed
wh2_dlc11_bundle_amanar_control	wh2_dlc11_effect_amanar_control_dummy	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc11_bundle_amanar_control	wh2_dlc11_effect_attrition_immunity_sea_monster	faction_to_force_own	1	start_turn_completed
wh2_dlc11_bundle_anc_magic_standard_bloodied_banner_of_slayers	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own_banner	10	start_turn_completed
wh2_dlc11_bundle_anc_magic_standard_bloodied_banner_of_slayers	wh_main_effect_character_stat_mod_morale	character_to_character_own_banner	5	start_turn_completed
wh2_dlc11_bundle_anc_magic_standard_boatswain	wh_main_effect_character_stat_mod_morale	character_to_character_own_banner	5	start_turn_completed
wh2_dlc11_bundle_anc_magic_standard_burnt_banner_of_knights	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own_banner	1	start_turn_completed
wh2_dlc11_bundle_anc_magic_standard_burnt_banner_of_knights	wh_main_effect_character_stat_mod_charge_add	character_to_character_own_banner	10	start_turn_completed
wh2_dlc11_bundle_anc_magic_standard_corpse_surgeon	wh2_main_effect_ability_enable_regeneration	character_to_character_own_banner	1	start_turn_completed
wh2_dlc11_bundle_anc_magic_standard_dead_mans_chest	wh_main_effect_force_unit_stat_armour	character_to_character_own_banner	10	start_turn_completed
wh2_dlc11_bundle_anc_magic_standard_dead_mans_chest	wh_main_effect_force_unit_stat_morale	character_to_character_own_banner	5	start_turn_completed
wh2_dlc11_bundle_anc_magic_standard_holed_banner_of_militia	wh_main_effect_character_stat_mod_ammunition	character_to_character_own_banner	10	start_turn_completed
