character_skill_utilization_hints_junctions_tables	0
USEFUL_ALWAYS	wh_dlc04_skill_emp_lord_unique_arch_lector_warhorse
USEFUL_ALWAYS	wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_altar_of_sigmar
USEFUL_ALWAYS	wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_cooldown
USELESS_ALWAYS	wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_flagellants_boost_1
USELESS_ALWAYS	wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_flagellants_boost_2
USEFUL_ALWAYS	wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_flagellants_boost_3
USEFUL_ALWAYS	wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_warhorse
USEFUL_ALWAYS	wh_dlc04_skill_vmp_lord_unique_helman_ghorst_corpse_cart
USEFUL_ALWAYS	wh_dlc04_skill_vmp_lord_unique_helman_ghorst_corpse_cart_boost
USEFUL_ALWAYS	wh_dlc04_skill_vmp_lord_unique_helman_ghorst_forbidden_scripture
USEFUL_ALWAYS	wh_dlc04_skill_vmp_lord_unique_helman_ghorst_morbid_reunion
USEFUL_ALWAYS	wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart
USEFUL_ALWAYS	wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart_balefire
USEFUL_ALWAYS	wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart_lodestone
USEFUL_ALWAYS	wh_dlc04_skill_vmp_lord_unique_strigoi_ghoul_king_terrorgheist
USEFUL_ALWAYS	wh_dlc04_skill_vmp_lord_unique_vlad_von_carstein_cloud_of_horror
USEFUL_ALWAYS	wh_dlc04_skill_vmp_lord_unique_vlad_von_carstein_coven_of_undeath
USEFUL_ALWAYS	wh_dlc04_skill_vmp_lord_unique_vlad_von_carstein_mesmerising_aura
USEFUL_ALWAYS	wh_dlc05_skill_emp_wizard_unique_grey_wizard_barded_warhorse
USEFUL_ALWAYS	wh_dlc05_skill_emp_wizard_unique_grey_wizard_pegasus
USEFUL_ALWAYS	wh_dlc05_skill_emp_wizard_unique_grey_wizard_warhorse
USEFUL_ALWAYS	wh_dlc05_skill_emp_wizard_unique_jade_wizard_barded_warhorse
USEFUL_ALWAYS	wh_dlc05_skill_emp_wizard_unique_jade_wizard_pegasus
USEFUL_ALWAYS	wh_dlc05_skill_emp_wizard_unique_jade_wizard_warhorse
USEFUL_ALWAYS	wh_dlc05_skill_innate_wef_durthu
USEFUL_ALWAYS	wh_dlc05_skill_innate_wef_orion
USEFUL_ALWAYS	wh_dlc05_skill_magic_shadow_enfeebling_foe
USEFUL_ALWAYS	wh_dlc05_skill_magic_shadow_mystifying_miasma
USEFUL_ALWAYS	wh_dlc05_skill_magic_shadow_okkams_mindrazor
USEFUL_ALWAYS	wh_dlc05_skill_magic_shadow_penumbral_pendulum
USEFUL_ALWAYS	wh_dlc05_skill_magic_shadow_pit_of_shades
USEFUL_ALWAYS	wh_dlc05_skill_magic_shadow_smoke_and_mirrors
USEFUL_ALWAYS	wh_dlc05_skill_magic_shadow_the_withering
USEFUL_ALWAYS	wh_dlc05_skill_vmp_lord_unique_red_duke_barded_nightmare
USEFUL_ALWAYS	wh_dlc05_skill_vmp_lord_unique_red_duke_hellsteed
USEFUL_ALWAYS	wh_dlc05_skill_vmp_lord_unique_red_duke_zombie_dragon
USEFUL_ALWAYS	wh_dlc05_skill_wef_ancient_treeman_unique_ap_damage_treekin
USEFUL_ALWAYS	wh_dlc05_skill_wef_ancient_treeman_unique_damage_resistance_treekin
USELESS_ALWAYS	wh_dlc05_skill_wef_general_campaign_chaos_reduction
USELESS_ALWAYS	wh_dlc05_skill_wef_general_campaign_protection_from_agents
USELESS_ALWAYS	wh_dlc05_skill_wef_general_campaign_steal_ancillaries
USELESS_ALWAYS	wh_dlc05_skill_wef_general_personal_buff_battle_speed
USEFUL_ALWAYS	wh_dlc05_skill_wef_glade_lord_unique_battle_speed_elven_units
USEFUL_ALWAYS	wh_dlc05_skill_wef_glade_lord_unique_elven_steed
USEFUL_ALWAYS	wh_dlc05_skill_wef_glade_lord_unique_elven_steed_fem
USEFUL_ALWAYS	wh_dlc05_skill_wef_glade_lord_unique_forest_dragon
USEFUL_ALWAYS	wh_dlc05_skill_wef_glade_lord_unique_forest_dragon_fem
USEFUL_ALWAYS	wh_dlc05_skill_wef_glade_lord_unique_great_eagle
USEFUL_ALWAYS	wh_dlc05_skill_wef_glade_lord_unique_great_eagle_fem
USEFUL_ALWAYS	wh_dlc06_skill_dwf_lord_unique_belegar_greenskin_slayer
USEFUL_ALWAYS	wh_dlc06_skill_dwf_lord_unique_belegar_oathstone
USEFUL_ALWAYS	wh_dlc06_skill_dwf_runelord_anvil_of_doom
USEFUL_ALWAYS	wh_dlc06_skill_grn_lord_battle_savage_ladz
USELESS_ALWAYS	wh_dlc06_skill_grn_lord_campaign_deff_from_below
USEFUL_ALWAYS	wh_dlc06_skill_grn_night_goblin_warboss_great_cave_squig
USEFUL_ALWAYS	wh_dlc06_skill_grn_poison_for_armies
USEFUL_ALWAYS	wh_dlc06_skill_grn_wurrzag_da_great_prophet_spleenrippa
USEFUL_ALWAYS	wh_dlc06_skill_grn_wurrzag_grants_magic_attacks
USEFUL_ALWAYS	wh_dlc07_skill_brt_alberic_unique_general_barded_warhorse
USEFUL_ALWAYS	wh_dlc07_skill_brt_alberic_unique_general_hippogryph
USEFUL_ALWAYS	wh_dlc07_skill_brt_alberic_unique_general_royal_pegasus
USEFUL_ALWAYS	wh_dlc07_skill_brt_damsel_beasts_unique_unicorn
USEFUL_ALWAYS	wh_dlc07_skill_brt_damsel_heavens_unique_unicorn
USEFUL_ALWAYS	wh_dlc07_skill_brt_damsel_life_unique_unicorn
USEFUL_ALWAYS	wh_dlc07_skill_brt_grail_vow
USEFUL_ALWAYS	wh_dlc07_skill_brt_knight_vow
USEFUL_ALWAYS	wh_dlc07_skill_brt_louen_unique_crown_of_brettonia
USEFUL_ALWAYS	wh_dlc07_skill_brt_louen_unique_lions_shield
USEFUL_ALWAYS	wh_dlc07_skill_brt_prophetess_beasts_unique_brettonian_royal_pegasus
USEFUL_ALWAYS	wh_dlc07_skill_brt_prophetess_beasts_unique_brettonian_warhorse
USEFUL_ALWAYS	wh_dlc07_skill_brt_prophetess_life_unique_brettonian_royal_pegasus
USEFUL_ALWAYS	wh_dlc07_skill_brt_prophetess_life_unique_brettonian_warhorse
USEFUL_ALWAYS	wh_dlc07_skill_brt_prophetess_unique_brettonian_royal_pegasus
USEFUL_ALWAYS	wh_dlc07_skill_brt_prophetess_unique_brettonian_warhorse
USEFUL_ALWAYS	wh_dlc07_skill_brt_questing_vow
USEFUL_ALWAYS	wh_dlc08_skill_emp_lord_unique_balthasar_unique_0
USEFUL_ALWAYS	wh_dlc08_skill_emp_lord_unique_balthasar_unique_1
USEFUL_ALWAYS	wh_dlc08_skill_emp_lord_unique_balthasar_unique_2
USEFUL_ALWAYS	wh_dlc08_skill_emp_lord_unique_balthasar_unique_5
USEFUL_ALWAYS	wh_dlc08_skill_emp_lord_unique_karl_0
USEFUL_ALWAYS	wh_dlc08_skill_emp_lord_unique_karl_4
USEFUL_ALWAYS	wh_dlc08_skill_emp_lord_unique_karl_5
USEFUL_ALWAYS	wh_dlc08_skill_nor_chieftain_unique_marauder_chariot
USEFUL_ALWAYS	wh_dlc08_skill_nor_chieftain_unique_norscan_warhorse
USEFUL_ALWAYS	wh_dlc08_skill_nor_chieftain_unique_war_mammoth
USEFUL_ALWAYS	wh_dlc08_skill_nor_lord_battle_stand_or_die
USEFUL_ALWAYS	wh_dlc08_skill_nor_lords_battle_fight_or_die
USEFUL_ALWAYS	wh_dlc08_skill_nor_lords_campaign_fuelled_by_war
USEFUL_ALWAYS	wh_dlc08_skill_nor_lords_campaign_norse_resilience
USEFUL_ALWAYS	wh_dlc08_skill_nor_lords_campaign_spawn_of_chaos
USEFUL_ALWAYS	wh_dlc08_skill_nor_lords_campaign_unnatural_healing
USELESS_ALWAYS	wh_dlc08_skill_nor_lords_self_quicksilver
USEFUL_ALWAYS	wh_dlc08_skill_nor_lords_unique_aura_of_chaos
USEFUL_ALWAYS	wh_dlc08_skill_nor_lords_unique_eye_of_the_gods
USEFUL_ALWAYS	wh_dlc08_skill_nor_shaman_death_unique_marauder_chariot
USEFUL_ALWAYS	wh_dlc08_skill_nor_shaman_death_unique_norscan_warhorse
USEFUL_ALWAYS	wh_dlc08_skill_nor_shaman_fire_unique_marauder_chariot
USEFUL_ALWAYS	wh_dlc08_skill_nor_shaman_fire_unique_norscan_warhorse
USEFUL_ALWAYS	wh_dlc08_skill_nor_shaman_metal_unique_marauder_chariot
USEFUL_ALWAYS	wh_dlc08_skill_nor_shaman_metal_unique_norscan_warhorse
USEFUL_ALWAYS	wh_dlc08_skill_nor_wulfrik_self_hunter_of_champions
USEFUL_ALWAYS	wh_dlc08_skill_nor_wulfrik_unique_eternal_challenger
USEFUL_ALWAYS	wh_dlc08_skill_nor_wulfrik_unique_marauder_chariot
USEFUL_ALWAYS	wh_dlc08_skill_nor_wulfrik_unique_norscan_warhorse
USEFUL_ALWAYS	wh_dlc08_skill_nor_wulfrik_unique_war_mammoth
USELESS_ALWAYS	wh_dlc08_skill_nor_wulfrik_unique_world_walker
USEFUL_ALWAYS	wh_main_skill_all_all_self_deadly_onslaught
USELESS_ALWAYS	wh_main_skill_all_all_self_devastating_charge
USEFUL_ALWAYS	wh_main_skill_all_all_self_hard_to_hit
USELESS_ALWAYS	wh_main_skill_all_all_self_indomitable
USEFUL_ALWAYS	wh_main_skill_all_all_self_thick-skinned
USEFUL_ALWAYS	wh_main_skill_all_all_self_wound-maker
USEFUL_ALWAYS	wh_main_skill_all_all_self_wound-maker_2
USELESS_ALWAYS	wh_main_skill_all_dignitary_self_conviction
USEFUL_ALWAYS	wh_main_skill_all_lord_battle_inspiring_presence
USEFUL_ALWAYS	wh_main_skill_all_lord_battle_stand_your_ground
USELESS_ALWAYS	wh_main_skill_all_lord_campaign_alert
USEFUL_ALWAYS	wh_main_skill_all_lord_campaign_lightning_strike
USELESS_ALWAYS	wh_main_skill_all_lord_campaign_premonition
USEFUL_ALWAYS	wh_main_skill_all_lord_campaign_route_marcher
USEFUL_ALWAYS	wh_main_skill_all_lord_self_full_plate_armour
USEFUL_ALWAYS	wh_main_skill_all_magic_all_06_evasion
USELESS_ALWAYS	wh_main_skill_all_magic_all_11_diviner
USEFUL_ALWAYS	wh_main_skill_all_magic_death_01_spirit_leech
USEFUL_ALWAYS	wh_main_skill_all_magic_fire_01_fireball
USEFUL_ALWAYS	wh_main_skill_all_magic_fire_04_kindleflame
USEFUL_ALWAYS	wh_main_skill_all_magic_fire_05_the_burning_head
USEFUL_ALWAYS	wh_main_skill_all_magic_fire_09_piercing_bolts_of_burning
USEFUL_ALWAYS	wh_main_skill_all_magic_fire_10_flame_storm
USEFUL_ALWAYS	wh_main_skill_all_magic_heavens_01_harmonic_convergence
USEFUL_ALWAYS	wh_main_skill_all_magic_heavens_02_wind_blast
USEFUL_ALWAYS	wh_main_skill_all_magic_heavens_03_rolling_skies
USEFUL_ALWAYS	wh_main_skill_all_magic_heavens_04_curse_of_the_midnight_wind
USEFUL_ALWAYS	wh_main_skill_all_magic_heavens_05_urannons_thunderbolt
USEFUL_ALWAYS	wh_main_skill_all_magic_heavens_09_comet_of_casandora
USEFUL_ALWAYS	wh_main_skill_all_magic_light_01_shems_burning_gaze
USEFUL_ALWAYS	wh_main_skill_all_magic_light_03_exorcism
USEFUL_ALWAYS	wh_main_skill_all_magic_light_05_net_of_amyntok
USEFUL_ALWAYS	wh_main_skill_all_magic_light_09_banishment
USEFUL_ALWAYS	wh_main_skill_all_magic_metal_01_searing_doom
USEFUL_ALWAYS	wh_main_skill_all_magic_metal_03_metalshifting
USEFUL_ALWAYS	wh_main_skill_all_magic_metal_05_gehennas_golden_hounds
USELESS_ALWAYS	wh_main_skill_all_spy_self_cornered_rat
USEFUL_ALWAYS	wh_main_skill_brt_all_unique_ladys_mantle
USELESS_ALWAYS	wh_main_skill_brt_lord_battle_basic_training
USELESS_ALWAYS	wh_main_skill_brt_lord_battle_engines_of_war
USEFUL_ALWAYS	wh_main_skill_brt_lord_battle_low-born_militia
USELESS_ALWAYS	wh_main_skill_brt_lord_campaign_devoted_of_the_goddess
USELESS_ALWAYS	wh_main_skill_brt_lord_campaign_lordly_conqueror
USEFUL_ALWAYS	wh_main_skill_brt_lord_unique_general_barded_warhorse
USEFUL_ALWAYS	wh_main_skill_brt_lord_unique_general_hippogryph
USEFUL_ALWAYS	wh_main_skill_brt_lord_unique_general_royal_pegasus
USEFUL_ALWAYS	wh_main_skill_brt_lord_unique_louen_beaquis
USEFUL_ALWAYS	wh_main_skill_brt_lord_unique_louen_beloved_son_of_bretonnia
USEFUL_ALWAYS	wh_main_skill_brt_lord_unique_louen_the_army_of_the_king
USEFUL_ALWAYS	wh_main_skill_brt_lord_unique_louen_the_ladys_champion
USEFUL_ALWAYS	wh_main_skill_brt_lord_unique_the_blessing_of_the_lady
USELESS_ALWAYS	wh_main_skill_brt_wizard_unique_damsel_aura_of_the_lady
USEFUL_ALWAYS	wh_main_skill_brt_wizard_unique_damsel_beasts_warhorse
USEFUL_ALWAYS	wh_main_skill_brt_wizard_unique_damsel_life_warhorse
USEFUL_ALWAYS	wh_main_skill_brt_wizard_unique_damsel_warhorse
USEFUL_ALWAYS	wh_main_skill_chs_all_unique_aura_of_chaos
USEFUL_ALWAYS	wh_main_skill_chs_lord_battle_chaos_vanguard
USEFUL_ALWAYS	wh_main_skill_chs_lord_battle_dominating_presence
USELESS_ALWAYS	wh_main_skill_chs_lord_battle_hearts_of_iron
USEFUL_ALWAYS	wh_main_skill_chs_lord_battle_legion_of_doom
USELESS_ALWAYS	wh_main_skill_chs_lord_battle_machines_of_death
USEFUL_ALWAYS	wh_main_skill_chs_lord_battle_voice_of_the_dark_gods
USEFUL_ALWAYS	wh_main_skill_chs_lord_campaign_corruption
USELESS_ALWAYS	wh_main_skill_chs_lord_campaign_dark_apothecary
USEFUL_ALWAYS	wh_main_skill_chs_lord_unique_archaon_chosen_of_the_gods
USEFUL_ALWAYS	wh_main_skill_chs_lord_unique_archaon_dorghar
USEFUL_ALWAYS	wh_main_skill_chs_lord_unique_kholek_lord_of_the_storm
USEFUL_ALWAYS	wh_main_skill_chs_lord_unique_kholek_storm_rage
USEFUL_ALWAYS	wh_main_skill_chs_lord_unique_sigvald_favoured_son
USELESS_ALWAYS	wh_main_skill_chs_lord_unique_sigvald_marked_by_slaanesh
USEFUL_ALWAYS	wh_main_skill_dwf_lord_battle_axe_lord
USELESS_ALWAYS	wh_main_skill_dwf_lord_battle_lord_of_the_deeps
USELESS_ALWAYS	wh_main_skill_dwf_lord_battle_obstinacy
USEFUL_ALWAYS	wh_main_skill_dwf_lord_campaign_enquiring_mind
USELESS_ALWAYS	wh_main_skill_dwf_lord_campaign_miners_instinct
USELESS_ALWAYS	wh_main_skill_dwf_lord_campaign_pure-beard
USEFUL_ALWAYS	wh_main_skill_dwf_lord_self_ancestral_grudge
USEFUL_ALWAYS	wh_main_skill_dwf_lord_unique_thorgrim_high_king
USEFUL_ALWAYS	wh_main_skill_dwf_lord_unique_ungrim_dragon_slayer
USEFUL_ALWAYS	wh_main_skill_dwf_lord_unique_ungrim_slayer
USEFUL_ALWAYS	wh_main_skill_dwf_lord_unique_ungrim_slayer_king
USEFUL_ALWAYS	wh_main_skill_emp_all_unique_sigmars_ward
USEFUL_ALWAYS	wh_main_skill_emp_champion_unique_captain_warhorse
USEFUL_ALWAYS	wh_main_skill_emp_champion_unique_hold_the_line
USEFUL_ALWAYS	wh_main_skill_emp_dignitary_self_benediction
USEFUL_ALWAYS	wh_main_skill_emp_dignitary_self_faiths_bastion
USEFUL_ALWAYS	wh_main_skill_emp_dignitary_unique_volkmar_hammer_of_sigmar
USEFUL_ALWAYS	wh_main_skill_emp_dignitary_unique_volkmar_priest_shield_of_faith
USEFUL_ALWAYS	wh_main_skill_emp_dignitary_unique_volkmar_soulfire
USEFUL_ALWAYS	wh_main_skill_emp_dignitary_unique_warrior_priest_hammer_of_sigmar
USEFUL_ALWAYS	wh_main_skill_emp_dignitary_unique_warrior_priest_righteous_fury
USEFUL_ALWAYS	wh_main_skill_emp_dignitary_unique_warrior_priest_shield_of_faith
USEFUL_ALWAYS	wh_main_skill_emp_dignitary_unique_warrior_priest_soulfire
USEFUL_ALWAYS	wh_main_skill_emp_dignitary_unique_warrior_priest_warhorse
USEFUL_ALWAYS	wh_main_skill_emp_lord_battle_honest_steel
USELESS_ALWAYS	wh_main_skill_emp_lord_battle_mighty_forge
USELESS_ALWAYS	wh_main_skill_emp_lord_battle_speed_of_horse
USELESS_ALWAYS	wh_main_skill_emp_lord_campaign_fervent
USEFUL_ALWAYS	wh_main_skill_emp_lord_campaign_headhunter
USELESS_ALWAYS	wh_main_skill_emp_lord_campaign_iron_disciplinarian
USEFUL_ALWAYS	wh_main_skill_emp_lord_campaign_quartermaster
USEFUL_ALWAYS	wh_main_skill_emp_lord_unique_balthasar_imperial_pegasus
USEFUL_ALWAYS	wh_main_skill_emp_lord_unique_balthasar_loremaster_lore_of_metal
USEFUL_ALWAYS	wh_main_skill_emp_lord_unique_general_imperial_griffon
USEFUL_ALWAYS	wh_main_skill_emp_lord_unique_general_imperial_pegasus
USEFUL_ALWAYS	wh_main_skill_emp_lord_unique_general_warhorse
USEFUL_ALWAYS	wh_main_skill_emp_lord_unique_karl_franz_deathclaw
USEFUL_ALWAYS	wh_main_skill_emp_lord_unique_karl_franz_imperial_pegasus
USEFUL_ALWAYS	wh_main_skill_emp_lord_unique_karl_franz_warhorse
USEFUL_ALWAYS	wh_main_skill_emp_spy_unique_witch_hunter_accusation
USELESS_ALWAYS	wh_main_skill_emp_spy_unique_witch_hunter_grim_resolve
USEFUL_ALWAYS	wh_main_skill_emp_spy_unique_witch_hunter_magic_resistance
USEFUL_ALWAYS	wh_main_skill_emp_spy_unique_witch_hunter_tools_of_judgement
USEFUL_ALWAYS	wh_main_skill_emp_wizard_unique_bright_wizard_imperial_pegasus
USEFUL_ALWAYS	wh_main_skill_emp_wizard_unique_bright_wizard_warhorse
USEFUL_ALWAYS	wh_main_skill_emp_wizard_unique_celestial_wizard_imperial_pegasus
USEFUL_ALWAYS	wh_main_skill_emp_wizard_unique_celestial_wizard_warhorse
USEFUL_ALWAYS	wh_main_skill_emp_wizard_unique_light_wizard_imperial_pegasus
USEFUL_ALWAYS	wh_main_skill_emp_wizard_unique_light_wizard_warhorse
USEFUL_ALWAYS	wh_main_skill_grn_all_unique_dodgy_geezer
USEFUL_ALWAYS	wh_main_skill_grn_lord_battle_da_boyz
USEFUL_ALWAYS	wh_main_skill_grn_lord_battle_savages
USELESS_ALWAYS	wh_main_skill_grn_lord_battle_tunnel_boss
USELESS_ALWAYS	wh_main_skill_grn_lord_campaign_deff_from_below
USEFUL_ALWAYS	wh_main_skill_grn_lord_campaign_mob_boss
USELESS_ALWAYS	wh_main_skill_grn_lord_campaign_out-clevering
USELESS_ALWAYS	wh_main_skill_grn_lord_campaign_really_green
USEFUL_ALWAYS	wh_main_skill_grn_lord_campaign_waaghpath
USEFUL_ALWAYS	wh_main_skill_grn_lord_self_waaagh
USEFUL_ALWAYS	wh_main_skill_grn_lord_unique_azhag_get_on_wiv_it
USEFUL_ALWAYS	wh_main_skill_grn_lord_unique_azhag_skullmuncha
USEFUL_ALWAYS	wh_main_skill_grn_lord_unique_goblin_great_shaman_giant_wolf
USEFUL_ALWAYS	wh_main_skill_grn_lord_unique_grimgor_hatred
USEFUL_ALWAYS	wh_main_skill_grn_lord_unique_orc_warboss_war_boar
USEFUL_ALWAYS	wh_main_skill_grn_lord_unique_orc_warboss_wyvern
USEFUL_ALWAYS	wh_main_skill_grn_spy_unique_goblin_big_boss_nasty_skulker
USEFUL_ALWAYS	wh_main_skill_ksl_wizard_unique_celestial_wizard_warhorse
USELESS_ALWAYS	wh_main_skill_lord_all_campaign_reassuring_presence
USEFUL_ALWAYS	wh_main_skill_nor_wizard_unique_chaos_sorcerer_metal_warhorse
USEFUL_ALWAYS	wh_main_skill_teb_wizard_unique_bright_wizard_warhorse
USEFUL_ALWAYS	wh_main_skill_vmp_all_unique_grave_ward
USEFUL_ALWAYS	wh_main_skill_vmp_all_unique_master_of_the_dead
USEFUL_ALWAYS	wh_main_skill_vmp_all_unique_master_of_the_dead_helman
USELESS_ALWAYS	wh_main_skill_vmp_lord_battle_creatures_of_the_night
USELESS_ALWAYS	wh_main_skill_vmp_lord_battle_evil_souls
USELESS_ALWAYS	wh_main_skill_vmp_lord_campaign_ancient_cunning
USELESS_ALWAYS	wh_main_skill_vmp_lord_campaign_darkling_skies
USEFUL_ALWAYS	wh_main_skill_vmp_lord_campaign_uncanny_prescience
USEFUL_ALWAYS	wh_main_skill_vmp_lord_unique_mannfred_barded_nightmare
USEFUL_ALWAYS	wh_main_skill_vmp_lord_unique_mannfred_hellsteed
USEFUL_ALWAYS	wh_main_skill_vmp_lord_unique_mannfred_zombie_dragon
USEFUL_ALWAYS	wh_main_skill_vmp_lord_unique_necromancer_barded_nightmare
USEFUL_ALWAYS	wh_main_skill_vmp_lord_unique_necromancer_hellsteed
USEFUL_ALWAYS	wh_main_skill_vmp_lord_unique_vampire_lord_barded_nightmare
USEFUL_ALWAYS	wh_main_skill_vmp_lord_unique_vampire_lord_hellsteed
USEFUL_ALWAYS	wh_main_skill_vmp_lord_unique_vampire_lord_zombie_dragon
USEFUL_ALWAYS	wh_pro01_skill_dwf_lord_unique_grombrindal_campaign_range
USEFUL_ALWAYS	wh_pro01_skill_dwf_lord_unique_grombrindal_casualty_replenishment
USEFUL_ALWAYS	wh_pro01_skill_dwf_lord_unique_grombrindal_experience
USEFUL_ALWAYS	wh_pro01_skill_dwf_lord_unique_grombrindal_recruitment_cost
USEFUL_ALWAYS	wh_pro02_skill_vmp_lord_unique_isabella_barded_nightmare
USEFUL_ALWAYS	wh_pro02_skill_vmp_lord_unique_isabella_hellsteed
