cdir_events_dilemma_option_junctions_tables	2
dilemma_key	id	option_key	value
wh2_dlc11_cst_dilemma_shipping_ledger	1459540961	CND_CULTURE	wh2_dlc11_cst_vampire_coast
wh2_main_dilemma_loyalty_def_sunless_seas_1	1459651376	CND_CULTURE	wh2_main_def_dark_elves
wh2_main_dilemma_loyalty_skv_moulder_and_scurry_1	14620526	VAR_FOLLOWUP_CHANCE	100
wh2_dlc11_cst_dilemma_great_golden_idol	1463226136	GEN_CND_FACTION_NEIGHBOURS	
wh2_main_dilemma_loyalty_def_contest_of_claws_1	1465282945	CND_CULTURE	wh2_main_def_dark_elves
wh2_dlc11_great_vortex_cst_cylostra_the_bordeleaux_flabellum_stage_4	1467358713	GEN_TARGET_NONE	 
wh2_main_hef_intrigue_life_in_the_lagoon	1468601095	CND_FIRST_ROUND	5
wh2_main_dilemma_encounter_at_sea_3	1469648337	VAR_CHANCE	100
wh2_main_hef_intrigue_the_caledor_question	1475157636	GEN_TARGET_FACTION	
wh2_main_dilemma_loyalty_positive_skv_mine_mine	1478298551	CND_CULTURE	wh2_main_skv_skaven
wh2_dlc10_sword_of_khaine_lv2	1479249367	GEN_TARGET_NONE	
wh2_main_dilemma_loyalty_skv_moulder_and_scurry_2_a	1479591652	CND_CULTURE	wh2_main_skv_skaven
wh2_main_dilemma_loyalty_positive_def_wrongly_accused	1481749132	GEN_TARGET_MODEL	
wh2_dlc11_cst_dilemma_supplies_adrift	1486049497	CND_ROUNDS_UNTIL_NEXT	40
wh_dlc08_qb_nor_monster_hunt_4_stage_2	1489434647	VAR_CHANCE	100
wh_dlc08_nor_sacrificial_altars	1491269151	CND_HAS_AGENT	champion
wh2_main_lzd_knowledge_regained	1493331924	CND_MIN_TREASURY	3000
wh_dlc08_nor_monster_hunt_6_dilemma_reward	1493432916	VAR_FOLLOWUP_CHANCE	100
wh_dlc08_nor_bestial_servants	1495372128	CND_CAN_RECRUIT_UNIT_CATEGORY	cavalry
wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_b	1500605593	VAR_CHANCE	100
wh2_main_dilemma_loyalty_positive_def_assassin	1501957467	VAR_CHANCE	100
wh2_main_dilemma_encounter_at_sea_3_a	1502561231	GEN_TARGET_NONE	
wh_dlc08_nor_shrine_or_shine	1503304430	CND_ROUNDS_UNTIL_NEXT	40
wh_dlc08_nor_archaon_choice	1504176723	CND_FACTION	wh_dlc08_nor_norsca
wh2_main_dilemma_loyalty_def_all_along_the_watch_towers_1	1504241039	CND_FIRST_ROUND	1
wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_1	150630585	CND_FIRST_ROUND	1
wh2_dlc11_th_puzzle_3_6	1508297433	GEN_TARGET_MODEL	
wh2_dlc09_tmb_dilemma_almighty_monuments	1512243098	CND_CULTURE	wh2_dlc09_tmb_tomb_kings
wh2_dlc09_tmb_dilemma_eternal_servitude	1513335729	CND_FIRST_ROUND	10
wh2_main_lzd_the_greater_good	1516035371	VAR_CHANCE	10
wh2_main_lzd_new_blood	1516809070	GEN_TARGET_NONE	
wh2_dlc11_cst_dilemma_great_naval_battle	1517676323	VAR_CHANCE	12
wh2_dlc11_cst_dilemma_ocean_of_opportunities	1522336588	CND_CULTURE	wh2_dlc11_cst_vampire_coast
wh_dlc08_nor_sacrificial_altars	1524090915	CND_HAS_AGENT	dignitary
wh2_dlc08_confederate_wh_main_nor_aesling	1526448572	VAR_CHANCE	100
wh2_dlc08_confederate_wh_main_nor_sarl	1527013318	VAR_CHANCE	100
wh_dlc08_nor_eager_for_blood	1530028299	GEN_TARGET_NONE	
wh2_dlc08_confederate_wh_dlc08_nor_wintertooth	1530414645	GEN_CND_FACTION	wh_dlc08_nor_wintertooth
wh2_main_dilemma_encounter_at_sea_4	1530894516	VAR_FOLLOWUP_CHANCE	100
wh2_dlc11_cst_dilemma_great_naval_battle	1534190975	GEN_TARGET_NONE	
wh2_dlc11_cst_dilemma_grim_tidings	1539984494	CND_FACTION	wh2_dlc11_cst_pirates_of_sartosa
wh2_dlc11_dilemma_neo_encounter_at_sea_2_a	154028164	VAR_FOLLOWUP_CHANCE	100
wh2_main_hef_intrigue_they_who_whisper	1541546469	CND_FACTION	wh2_main_hef_eataine
wh2_dlc11_th_puzzle_3_10	1543637293	GEN_TARGET_MODEL	
wh2_main_dilemma_loyalty_positive_skv_so_so_pretty	1543928145	CND_CULTURE	wh2_main_skv_skaven
wh2_dlc10_nor_monster_hunt_9_dilemma_reward	1546909029	GEN_TARGET_NONE	
wh2_dlc11_cst_dilemma_plan_of_action	1548935146	GEN_TARGET_NONE	
wh_dlc08_qb_nor_monster_hunt_0_stage_2	1549298016	VAR_CHANCE	100
wh2_main_lzd_charging_in	1550426174	CND_ROUNDS_UNTIL_NEXT	20
wh2_main_hef_intrigue_retainer_of_power	1553671128	CND_ROUNDS_UNTIL_NEXT	25
wh2_dlc09_tmb_dilemma_liche_priest	1554413842	CND_ROUNDS_UNTIL_NEXT	40
wh_dlc08_nor_archaon_choice	1555573455	GEN_TARGET_NONE	
wh2_dlc11_cst_dilemma_shipping_ledger	1557861677	GEN_CND_STANCE	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
wh2_dlc08_confederate_wh2_main_nor_skeggi	1558848332	VAR_CHANCE	100
wh2_dlc11_cst_dilemma_great_golden_idol	1558926808	CND_CULTURE	wh2_dlc11_cst_vampire_coast
wh2_dlc11_cst_dilemma_rotten_wood	1561741657	CND_ROUNDS_UNTIL_NEXT	60
wh2_dlc11_th_puzzle_3_7	1566452515	GEN_CND_HUMAN	
wh2_dlc11_th_puzzle_2_6	1569498120	VAR_FOLLOWUP_CHANCE	100
wh2_main_lzd_blood_sacrifice	1572274174	VAR_CHANCE	10
wh2_dlc11_th_puzzle_2_8	1573000763	GEN_TARGET_MODEL	
wh2_dlc11_dilemma_neo_encounter_at_sea_1_b	1573266447	GEN_TARGET_NONE	
wh2_main_dilemma_loyalty_positive_skv_connivers	1575367301	CND_FIRST_ROUND	1
wh2_dlc09_tmb_arkhan_the_tomb_blade_of_arkhan_stage_2	1577489899	GEN_TARGET_NONE	
wh2_main_dilemma_ritual_of_vaul_3	1577799714	VAR_CHANCE	100
wh2_main_dilemma_loyalty_positive_skv_dust_it_off	1581049199	GEN_TARGET_MODEL	
wh2_main_hef_intrigue_the_court_of_many_kings	158118873	VAR_CHANCE	5
wh2_dlc11_vor_cst_dilemma_ocean_of_opportunities	1581556459	CND_HAS_ARMY	
wh2_main_def_names_of_power_ca_3_siege	1583644321	GEN_TARGET_MODEL	
wh2_main_dilemma_loyalty_def_the_purge_1	1584154969	CND_ROUNDS_UNTIL_NEXT	10
wh2_main_hef_intrigue_the_caledor_question	1587356746	CND_FIRST_ROUND	5
wh2_main_lzd_blood_sacrifice	1592358703	GEN_TARGET_FACTION	
wh2_dlc11_th_puzzle_3_10	1593326687	VAR_CHANCE	100
wh2_dlc11_vor_cst_dilemma_ocean_of_opportunities	1594282002	CND_ROUNDS_UNTIL_NEXT	40
wh2_main_dilemma_loyalty_skv_shades_of_grey_1	1594633899	CND_FIRST_ROUND	1
wh2_main_dilemma_loyalty_positive_def_the_traitors	1595243804	VAR_CHANCE	100
wh2_dlc11_cst_dilemma_grim_tidings	1596188298	VAR_CHANCE	4
wh2_dlc11_cst_dilemma_ancient_treasure	160006284	GEN_CND_CULTURE	wh2_dlc09_tmb_tomb_kings
wh2_main_dilemma_loyalty_positive_skv_dust_it_off	1600194981	CND_FIRST_ROUND	1
wh2_main_lzd_one_shot	1601889886	CND_FIRST_ROUND	25
wh2_main_hef_intrigue_they_who_whisper	1602272227	CND_FACTION	wh2_main_hef_avelorn
wh2_dlc09_tmb_dilemma_eternal_servitude	1603954574	VAR_CHANCE	3
wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_1	160489393	VAR_FOLLOWUP_CHANCE	100
wh2_main_hef_intrigue_retainer_of_power	1605490884	GEN_TARGET_NONE	
wh2_main_dilemma_loyalty_positive_skv_so_so_pretty	1605916550	GEN_TARGET_MODEL	
wh2_dlc11_th_puzzle_4_1	1611453558	VAR_CHANCE	100
wh2_main_dilemma_loyalty_skv_moulder_and_scurry_1	1614011125	CND_ROUNDS_UNTIL_NEXT	10
wh2_main_dilemma_loyalty_positive_def_the_statue	161517741	CND_ROUNDS_UNTIL_NEXT	10
wh2_dlc09_tmb_dilemma_the_banisher	1615786408	CND_FIRST_ROUND	10
wh2_main_def_names_of_power_co_1_potion	162046380	VAR_CHANCE	100
wh2_main_def_names_of_power_ar_6_raid	1621235017	GEN_TARGET_MODEL	
wh_dlc08_nor_sacrificial_altars	1622658680	VAR_CHANCE	5
wh2_dlc09_tmb_dilemma_the_banisher	1623344028	CND_CULTURE	wh2_dlc09_tmb_tomb_kings
wh2_dlc09_tmb_dilemma_scaly_sacrifice	1624134985	CND_FIRST_ROUND	12
wh2_main_dilemma_loyalty_positive_skv_dust_it_off	1624312865	CND_CULTURE	wh2_main_skv_skaven
wh2_dlc11_th_puzzle_2_10	1626197274	VAR_FOLLOWUP_CHANCE	100
wh2_dlc09_tmb_dilemma_drying_rivers	1629985891	VAR_CHANCE	3
wh2_dlc08_confederate_wh_dlc08_nor_vanaheimlings	1630236429	VAR_CHANCE	100
wh2_main_def_names_of_power_ar_5_tideofbattle	1631500294	VAR_CHANCE	100
wh2_main_hef_intrigue_retainer_of_power	1631995812	CND_FACTION	wh2_main_hef_avelorn
wh2_dlc11_th_puzzle_2_4	1632550044	VAR_CHANCE	100
wh2_main_def_names_of_power_ca_5_draft	1634473701	VAR_CHANCE	100
wh2_main_dilemma_loyalty_positive_def_the_dagger	1635422140	CND_ROUNDS_UNTIL_NEXT	10
wh2_main_hef_intrigue_the_hunt_and_the_hunter	1636850309	CND_FIRST_ROUND	5
wh_dlc08_nor_bestial_servants	1637275754	GEN_TARGET_NONE	
wh2_dlc11_th_puzzle_1_9	163814637	VAR_FOLLOWUP_CHANCE	100
wh2_dlc11_cst_dilemma_pirate_haven	163972773	CND_CULTURE	wh2_dlc11_cst_vampire_coast
wh2_dlc11_cst_dilemma_supplies_adrift	1639768403	GEN_TARGET_NONE	
wh2_main_dilemma_loyalty_positive_skv_clawback_provision	1641424515	VAR_CHANCE	100
wh2_dlc09_tmb_dilemma_eternal_servitude	1642541570	CND_CULTURE	wh2_dlc09_tmb_tomb_kings
wh2_main_dilemma_vortex_campaign_victory_hef_lzd	1645365093	GEN_TARGET_NONE	
wh2_main_hef_intrigue_court_of_the_sea	1645853856	CND_ROUNDS_UNTIL_NEXT	20
wh_dlc08_qb_nor_monster_hunt_4_stage_2	1646434172	GEN_TARGET_NONE	 
wh2_dlc08_confederate_wh_dlc08_nor_vanaheimlings	1647640831	GEN_CND_FACTION	wh_dlc08_nor_vanaheimlings
wh2_main_dilemma_loyalty_def_dark_crag_1	1650428426	CND_CULTURE	wh2_main_def_dark_elves
wh2_main_dilemma_loyalty_positive_def_insurgents	1651586602	CND_FIRST_ROUND	1
wh2_dlc08_confederate_wh_main_nor_bjornling	1662108680	VAR_CHANCE	100
wh2_main_hef_intrigue_the_folly_of_youth	1669779721	CND_ROUNDS_UNTIL_NEXT	20
wh2_main_dilemma_encounter_at_sea_1	1673357363	GEN_TARGET_NONE	
wh2_dlc11_dilemma_neo_encounter_at_sea_3_c	1673904565	VAR_FOLLOWUP_CHANCE	100
wh2_dlc09_skv_tretch_lucky_skullhelm_stage_3	1676422794	VAR_FOLLOWUP_CHANCE	100
wh2_main_hef_intrigue_retainer_of_power	1678478789	CND_MIN_TREASURY	1500
wh2_dlc08_confederate_wh_main_nor_varg	1680186226	VAR_CHANCE	100
wh2_main_dilemma_loyalty_skv_moulder_and_scurry_1	1682138521	GEN_TARGET_MODEL	
wh2_dlc10_sword_of_khaine_pick_or_not	1682642080	VAR_CHANCE	100
wh2_dlc09_agent_choice	1684170155	CND_FIRST_ROUND	5
wh2_main_dilemma_loyalty_def_sunless_seas_1	1684737139	GEN_TARGET_MODEL	
wh2_dlc11_cst_dilemma_great_golden_idol	1684924982	CND_ROUNDS_UNTIL_NEXT	80
wh2_main_hef_intrigue_you_can_dance	1684940024	CND_FIRST_ROUND	5
wh2_main_hef_intrigue_favour_of_the_phoenix	1685519546	GEN_TARGET_NONE	
wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_b	1687730383	GEN_TARGET_PARENT	
wh2_dlc11_cst_dilemma_salvage_supplies	1688606789	CND_CULTURE	wh2_dlc11_cst_vampire_coast
wh2_main_dilemma_loyalty_def_black_council_1	1689391986	CND_FIRST_ROUND	1
wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	1693690503	CND_FIRST_ROUND	5
wh2_main_hef_intrigue_favour_of_the_phoenix	1694506899	VAR_CHANCE	5
wh2_main_dilemma_vortex_campaign_victory_def_skv	1699783621	GEN_TARGET_NONE	
wh2_main_hef_intrigue_they_who_whisper	1701554515	GEN_TARGET_NONE	
wh2_dlc10_qb_nor_monster_hunt_8_stage_2	1701986961	VAR_CHANCE	100
wh2_dlc11_th_puzzle_2_7	1703226346	VAR_CHANCE	100
wh2_main_hef_intrigue_they_who_whisper	1703501896	CND_FACTION	wh2_main_hef_order_of_loremasters
wh2_main_dilemma_loyalty_skv_rattus_ex_machina_1	1703600524	VAR_FOLLOWUP_CHANCE	100
wh2_main_dilemma_encounter_at_sea_2	1703992845	VAR_FOLLOWUP_CHANCE	100
wh2_main_hef_intrigue_wed_to_etiquette	1705560241	CND_FIRST_ROUND	5
wh2_dlc11_th_puzzle_3_2	1705765215	VAR_FOLLOWUP_CHANCE	100
wh2_dlc11_th_puzzle_2_8	1707211462	GEN_CND_HUMAN	
wh2_main_dilemma_loyalty_positive_def_the_audience	1709748263	VAR_CHANCE	100
wh2_main_lzd_ways_and_means	170985507	CND_FIRST_ROUND	10
wh2_main_dilemma_grand_campaign_victory	1712147069	GEN_TARGET_NONE	
wh2_main_dilemma_loyalty_positive_skv_loyal_musk	1712244569	GEN_TARGET_MODEL	
wh2_main_hef_intrigue_the_court_of_many_kings	171744238	CND_FACTION	wh2_main_hef_avelorn
wh2_dlc08_confederate_wh_dlc08_nor_goromadny_tribe	1718770277	GEN_CND_FACTION	wh_dlc08_nor_goromadny_tribe
wh_dlc08_nor_grim_visions	1720219885	VAR_CHANCE	3
wh2_main_dilemma_loyalty_def_contest_of_claws_1	1720782033	CND_ROUNDS_UNTIL_NEXT	10
wh2_main_def_names_of_power_ca_6_captive	1722954966	GEN_TARGET_MODEL	
wh2_dlc11_th_puzzle_1_7	1723660813	GEN_TARGET_MODEL	
wh2_dlc11_dilemma_neo_encounter_at_sea_2_b	1726522859	GEN_TARGET_NONE	
wh2_dlc11_th_puzzle_3_5	1727256381	GEN_CND_HUMAN	
wh2_main_dilemma_loyalty_def_black_dragon_egg_1	1727522699	CND_ROUNDS_UNTIL_NEXT	10
wh2_dlc11_cst_dilemma_plan_of_action	1730670987	CND_CULTURE	wh2_dlc11_cst_vampire_coast
wh2_main_dilemma_loyalty_skv_price_of_treachery_1	1733365285	CND_CULTURE	wh2_main_skv_skaven
wh2_main_hef_intrigue_favour_of_the_phoenix	1735200425	CND_FACTION	wh2_main_hef_order_of_loremasters
wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_b	1737019406	VAR_CHANCE	100
wh2_main_dilemma_loyalty_skv_what_we_do_in_the_shadows_1	1739313132	VAR_FOLLOWUP_CHANCE	100
wh2_dlc11_dilemma_neo_encounter_at_sea_4_a_tmb	1740024209	VAR_CHANCE	100
wh2_main_hef_intrigue_the_hunt_and_the_hunter	1740038386	CND_ROUNDS_UNTIL_NEXT	25
wh2_main_dilemma_loyalty_skv_shades_of_grey_1	1742725277	VAR_CHANCE	100
wh2_dlc11_dilemma_neo_encounter_at_sea_3_c	1745320447	VAR_CHANCE	100
wh2_main_dilemma_loyalty_def_stitch_up_1	174548938	CND_CULTURE	wh2_main_def_dark_elves
wh2_main_hef_intrigue_court_of_the_sea	1748763431	CND_FACTION	wh2_main_hef_eataine
wh2_dlc11_cst_dilemma_great_golden_idol	175084268	GEN_CND_DIPLOMACY_AVAILABLE	
wh2_main_dilemma_loyalty_positive_def_the_alchemist	1751613994	CND_FIRST_ROUND	1
wh2_main_dilemma_loyalty_positive_skv_whisper_rumours	1757856705	CND_FIRST_ROUND	1
wh2_main_dilemma_loyalty_def_contest_of_claws_1	1758832797	GEN_TARGET_MODEL	
wh2_dlc11_th_puzzle_1_6	176373352	GEN_CND_HUMAN	
wh2_main_dilemma_loyalty_def_sorceror_delinquent_1	1764537516	CND_ROUNDS_UNTIL_NEXT	10
wh2_dlc09_tmb_dilemma_crumbling_buildings	1765987551	GEN_CND_NOT_REGION	wh_main_yn_edri_eternos_the_oak_of_ages
wh2_main_lzd_new_blood	1768086981	CND_CULTURE	wh2_main_lzd_lizardmen
wh2_dlc11_th_puzzle_4_2	1768708384	VAR_CHANCE	100
wh2_main_dilemma_loyalty_skv_shades_of_grey_2_a	1770734375	VAR_CHANCE	100
wh2_main_dilemma_loyalty_def_dark_crag_1	1776881748	VAR_CHANCE	100
wh2_dlc11_th_puzzle_4_8	1777349506	GEN_CND_HUMAN	
wh2_main_dilemma_loyalty_positive_skv_clawback_provision	1777933120	CND_FIRST_ROUND	1
wh2_dlc11_th_puzzle_3_3	1778041700	VAR_FOLLOWUP_CHANCE	100
wh_dlc08_nor_prove_their_worth	1778148828	CND_FACTION	wh_dlc08_nor_wintertooth
wh2_main_hef_intrigue_you_can_dance	1778170436	CND_ROUNDS_UNTIL_NEXT	25
wh2_dlc11_th_puzzle_3_4	1782154742	VAR_CHANCE	100
wh2_dlc11_cst_dilemma_rotten_wood	1784475191	GEN_TARGET_NONE	
wh_dlc08_nor_rare_metal	1786595578	GEN_TARGET_NONE	
wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	1787406283	CND_MIN_TREASURY	1500
wh2_dlc09_tmb_dilemma_lost_tombs	1788712204	CND_ROUNDS_UNTIL_NEXT	40
wh2_dlc11_cst_dilemma_plan_of_action	1789184327	CND_ROUNDS_UNTIL_NEXT	40
wh2_dlc08_confederate_wh_dlc08_nor_goromadny_tribe	1789838864	GEN_TARGET_FACTION	
wh2_main_dilemma_loyalty_def_black_dragon_egg_1	179222539	VAR_CHANCE	100
wh2_dlc11_th_puzzle_3_8	1794092626	GEN_CND_HUMAN	
wh2_dlc11_cst_dilemma_salvage_supplies	1794318112	CND_ROUNDS_UNTIL_NEXT	40
wh2_main_lzd_blood_sacrifice	1795616068	CND_CULTURE	wh2_main_lzd_lizardmen
wh2_main_hef_intrigue_the_caledor_question	17961777	CND_FACTION	wh2_main_hef_avelorn
wh2_dlc11_cst_dilemma_supplies_adrift	1796185626	CND_HAS_ARMY	
wh_dlc08_nor_the_dying_skald	1798326106	CND_FACTION	wh_dlc08_nor_wintertooth
wh2_main_def_names_of_power_ar_6_raid	1799934754	VAR_CHANCE	100
wh2_main_hef_intrigue_signed_sealed_delivered	1800771832	CND_FACTION	wh2_main_hef_eataine
wh2_main_dilemma_treasure_hunt_spider_nest	1801219780	GEN_TARGET_MODEL	
wh2_dlc11_cst_dilemma_great_golden_idol	1801720637	CND_FIRST_ROUND	12
wh_dlc08_nor_blood_iron	1801863478	CND_FACTION	wh_dlc08_nor_wintertooth
wh2_dlc10_nor_monster_hunt_10_dilemma_reward	1803801219	GEN_TARGET_NONE	
wh2_main_lzd_blood_sacrifice	1805583857	GEN_CND_NEUTRAL	
wh2_dlc11_th_puzzle_4_3	1807465890	VAR_FOLLOWUP_CHANCE	100
wh2_dlc11_dilemma_neo_encounter_at_sea_2_c	1812678638	VAR_CHANCE	100
wh2_dlc11_cst_dilemma_ocean_of_opportunities	1813440062	CND_ROUNDS_UNTIL_NEXT	40
wh2_main_lzd_skilled_forces	1815557749	CND_CULTURE	wh2_main_lzd_lizardmen
wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_b	1818091052	VAR_CHANCE	100
wh2_main_dilemma_loyalty_positive_skv_a_noise_problem	1818265478	CND_CULTURE	wh2_main_skv_skaven
wh2_dlc09_skv_tretch_lucky_skullhelm_stage_3	1818972439	GEN_CND_CHARACTER_ID	2140785057
wh2_main_hef_intrigue_retainer_of_power	1821698709	CND_FACTION	wh2_main_hef_eataine
wh2_main_hef_intrigue_in_fighting	1825413448	CND_FACTION	wh2_main_hef_avelorn
wh2_dlc11_cst_dilemma_shyish_wanes	1826612982	CND_ROUNDS_UNTIL_NEXT	60
wh2_dlc11_cst_dilemma_great_naval_battle	1827757683	CND_CAN_RECRUIT_UNIT_CATEGORY	inf_melee
wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	1828659318	GEN_CND_NEUTRAL	
wh2_dlc11_th_puzzle_3_2	1830713260	GEN_TARGET_MODEL	
wh2_dlc11_th_puzzle_3_3	1832780007	VAR_CHANCE	100
wh2_main_dilemma_loyalty_skv_moulder_and_scurry_1	1833810095	CND_CULTURE	wh2_main_skv_skaven
wh2_main_def_names_of_power_co_4_teacher	1834264820	GEN_TARGET_MODEL	
wh2_main_dilemma_treasure_hunt_scavengers	1838236038	VAR_FOLLOWUP_CHANCE	100
wh2_dlc11_th_puzzle_1_8	1838287115	VAR_CHANCE	100
wh_dlc08_nor_monster_hunt_2_dilemma_reward	1838675285	VAR_CHANCE	100
wh2_dlc08_confederate_wh_dlc08_nor_naglfarlings	1840366291	GEN_TARGET_FACTION	
wh2_main_dilemma_encounter_at_sea_2	1840495667	VAR_CHANCE	100
wh_dlc08_qb_nor_monster_hunt_4_stage_2	1841482103	VAR_FOLLOWUP_CHANCE	100
wh2_dlc11_th_puzzle_4_9	1843600553	GEN_TARGET_MODEL	
wh2_main_def_names_of_power_ar_1_sacrifice	1848258142	VAR_CHANCE	100
wh2_main_hef_intrigue_wed_to_etiquette	1849378794	CND_FACTION	wh2_main_hef_order_of_loremasters
wh2_main_dilemma_loyalty_skv_the_skavenblight_question_2_b	1849541125	VAR_CHANCE	100
wh2_main_dilemma_loyalty_def_all_along_the_watch_towers_1	1849745806	VAR_CHANCE	100
wh2_main_lzd_which_hero	1854966229	GEN_TARGET_NONE	
wh2_dlc11_th_puzzle_1_5	1857571824	GEN_TARGET_MODEL	
wh2_dlc11_th_puzzle_1_7	1858310861	GEN_CND_HUMAN	
wh2_dlc09_tmb_dilemma_almighty_monuments	1858503982	GEN_TARGET_NONE	
wh2_dlc09_tmb_dilemma_stray_mortals	1858517419	GEN_TARGET_NONE	
wh2_main_dilemma_encounter_at_sea_3_a	1858689604	VAR_CHANCE	100
wh2_main_lzd_seal_or_strike	1861455430	CND_ROUNDS_UNTIL_NEXT	20
wh2_main_dilemma_loyalty_positive_skv_test_of_loyalty	1861721111	CND_FIRST_ROUND	1
wh2_dlc11_th_puzzle_3_8	1863451332	VAR_CHANCE	100
wh_dlc08_nor_monster_hunt_0_dilemma_reward	1864552883	GEN_TARGET_NONE	
wh2_main_dilemma_vortex_campaign_victory_hef_lzd	1865705713	VAR_CHANCE	100
wh2_main_dilemma_loyalty_skv_price_of_treachery_1	186668644	VAR_FOLLOWUP_CHANCE	100
wh2_dlc08_confederate_wh_dlc08_nor_goromadny_tribe	1869690348	VAR_CHANCE	100
wh2_main_hef_intrigue_life_in_the_lagoon	1871482453	CND_MIN_TREASURY	1500
wh2_main_lzd_ancient_skills	1876488409	VAR_CHANCE	10
wh2_dlc11_dilemma_neo_encounter_at_sea_4_a	1876505931	VAR_FOLLOWUP_CHANCE	100
wh2_main_lzd_skilled_forces	1876925393	VAR_CHANCE	10
wh2_dlc11_th_puzzle_4_9	187866668	VAR_FOLLOWUP_CHANCE	100
wh2_main_lzd_blood_sacrifice	1882297896	GEN_CND_DIPLOMACY_AVAILABLE	
wh2_main_lzd_blood_sacrifice	1882556638	CND_FIRST_ROUND	8
wh2_dlc11_dilemma_neo_encounter_at_sea_4_a	1883464804	VAR_CHANCE	100
wh2_dlc09_tmb_dilemma_soulless_sphinx	1887225428	CND_CULTURE	wh2_dlc09_tmb_tomb_kings
wh2_main_hef_intrigue_wed_to_etiquette	1887784998	CND_ROUNDS_UNTIL_NEXT	20
wh2_main_dilemma_loyalty_positive_def_wrongly_accused	1888818070	VAR_CHANCE	100
wh2_dlc10_nor_monster_hunt_9_dilemma_reward	1889547495	VAR_FOLLOWUP_CHANCE	100
wh2_main_hef_intrigue_the_court_of_many_kings	1894408915	CND_FIRST_ROUND	5
wh_dlc08_nor_surfeit_of_loot	1895630205	CND_ROUNDS_UNTIL_NEXT	45
wh2_dlc11_th_puzzle_2_5	1898505087	VAR_FOLLOWUP_CHANCE	100
wh2_main_hef_intrigue_court_of_the_sea	1898777428	CND_FACTION	wh2_main_hef_order_of_loremasters
wh2_main_lzd_which_hero	1898999229	VAR_CHANCE	10
wh_dlc08_nor_the_dying_skald	1899453189	VAR_CHANCE	1
wh2_main_dilemma_loyalty_skv_pestilential_proposition_1	1900355758	CND_CULTURE	wh2_main_skv_skaven
wh2_dlc11_th_puzzle_3_6	1904594414	GEN_CND_HUMAN	
wh2_main_hef_intrigue_you_can_dance	1908975155	GEN_TARGET_NONE	
wh2_dlc08_confederate_wh_main_nor_bjornling	1909704301	GEN_CND_FACTION	wh_main_nor_bjornling
wh2_main_def_names_of_power_ca_6_captive	191582658	VAR_CHANCE	100
wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_b	1916430752	GEN_TARGET_PARENT	
wh2_main_dilemma_loyalty_skv_pestilential_proposition_2_a	1917217126	VAR_CHANCE	100
wh2_main_dilemma_loyalty_positive_def_insurgents	1919025370	GEN_TARGET_MODEL	
wh2_main_dilemma_encounter_at_sea_3	1919801730	VAR_FOLLOWUP_CHANCE	100
wh2_dlc11_th_puzzle_1_8	1925449073	GEN_TARGET_MODEL	
wh2_main_dilemma_loyalty_positive_def_the_traitors	1928731683	CND_CULTURE	wh2_main_def_dark_elves
wh2_dlc10_sword_of_khaine_lv3	1931743374	VAR_CHANCE	100
wh2_dlc11_vor_cst_dilemma_ocean_of_opportunities	1932321218	VAR_CHANCE	8
wh2_dlc11_th_puzzle_4_8	193309858	GEN_TARGET_MODEL	
wh2_main_lzd_magic_for_blades	1935126840	CND_ROUNDS_UNTIL_NEXT	20
wh_dlc08_nor_hidden_fissure	1937715237	CND_FACTION	wh_dlc08_nor_norsca
wh2_main_hef_intrigue_in_fighting	1940406761	CND_MIN_TREASURY	3000
wh2_main_dilemma_loyalty_def_black_council_1	1943283288	CND_ROUNDS_UNTIL_NEXT	10
wh2_dlc10_nor_monster_hunt_8_dilemma_reward	1943520319	GEN_TARGET_NONE	 
wh2_dlc09_tmb_dilemma_sinking_pyramid	1943815287	CND_FIRST_ROUND	30
wh2_main_lzd_magic_for_blades	1944257949	CND_FIRST_ROUND	7
wh2_main_lzd_which_hero	1945960492	CND_NOT_HAS_AGENT	spy
wh2_dlc09_tmb_dilemma_drying_rivers	1946582375	CND_FIRST_ROUND	20
wh2_main_dilemma_loyalty_positive_def_the_curse_of_kurnous	1948138529	CND_CULTURE	wh2_main_def_dark_elves
wh2_dlc11_th_puzzle_4_9	1949635886	VAR_CHANCE	100
wh2_main_dilemma_loyalty_def_the_purge_1	1950697281	VAR_CHANCE	100
wh2_main_hef_intrigue_wed_to_etiquette	1950996936	VAR_CHANCE	5
wh2_main_lzd_born_killers	1951726748	CND_ROUNDS_UNTIL_NEXT	20
wh2_dlc10_monster_hunt_10_stage_2	195303440	VAR_CHANCE	100
wh2_main_dilemma_loyalty_def_blessing_of_khaine_1	1954375218	CND_CULTURE	wh2_main_def_dark_elves
wh2_dlc11_th_puzzle_4_5	1957125142	GEN_CND_HUMAN	
wh_dlc08_nor_grim_visions	1958137638	CND_FIRST_ROUND	10
