region_to_province_junctions_tables	1
wh2_main_vor_the_broken_land	wh2_main_vor_the_broken_land_blacklight_tower	false
wh2_main_vor_the_broken_land	wh2_main_vor_the_broken_land_karond_kar	true
wh2_main_vor_the_broken_land	wh2_main_vor_the_broken_land_slavers_point	false
wh2_main_vor_the_capes	wh2_main_vor_the_capes_citadel_of_dusk	true
wh2_main_vor_fortress_of_dawn	wh2_main_vor_the_capes_fortress_of_dawn	true
wh2_main_vor_the_capes	wh2_main_vor_the_capes_tip_of_lustria	false
wh2_main_vor_the_chill_road	wh2_main_vor_the_chill_road_ashrak	false
wh2_main_vor_the_chill_road	wh2_main_vor_the_chill_road_ghrond	true
wh2_main_vor_the_chill_road	wh2_main_vor_the_chill_road_the_great_arena	false
wh2_main_vor_the_clawed_coast	wh2_main_vor_the_clawed_coast_hoteks_column	true
wh2_main_vor_the_clawed_coast	wh2_main_vor_the_clawed_coast_the_monoliths	false
wh2_main_vor_the_clawed_coast	wh2_main_vor_the_clawed_coast_the_twisted_glade	false
wh2_main_vor_the_creeping_jungle	wh2_main_vor_the_creeping_jungle_temple_of_kara	false
wh2_main_vor_the_creeping_jungle	wh2_main_vor_the_creeping_jungle_tlanxla	false
wh2_main_vor_the_creeping_jungle	wh2_main_vor_the_creeping_jungle_tlaxtlan	true
wh2_main_vor_the_dragon_isles	wh2_main_vor_the_dragon_isles_isle_of_the_crimson_skull	false
wh2_main_vor_the_dragon_isles	wh2_main_vor_the_dragon_isles_the_blood_hall	true
wh2_main_vor_the_forbidden_jungle	wh2_main_vor_the_forbidden_jungle_chamber_of_visions	false
wh2_main_vor_the_forbidden_jungle	wh2_main_vor_the_forbidden_jungle_sentinels_of_xeti	true
wh2_main_vor_galleons_graveyard	wh2_main_vor_the_galleons_graveyard	true
wh2_main_vor_the_great_desert	wh2_main_vor_the_great_desert_bel_aliad	false
wh2_main_vor_the_great_desert	wh2_main_vor_the_great_desert_black_tower_of_arkhan	true
wh2_main_vor_the_great_desert	wh2_main_vor_the_great_desert_pools_of_despair	false
wh2_main_vor_the_jungles_of_the_gods	wh2_main_vor_the_jungles_of_the_gods_caverns_of_sotek	false
wh2_main_vor_the_jungles_of_the_gods	wh2_main_vor_the_jungles_of_the_gods_tor_surpindar	true
wh2_main_vor_the_lost_valleys	wh2_main_vor_the_lost_valleys_oyxl	true
wh2_main_vor_the_lost_valleys	wh2_main_vor_the_lost_valleys_subatuun	false
wh2_main_vor_the_lost_valleys	wh2_main_vor_the_lost_valleys_the_sentinel_of_time	false
wh2_main_vor_northern_red_rivers	wh2_main_vor_the_red_rivers_cuexotl	true
wh2_main_vor_southern_red_rivers	wh2_main_vor_the_red_rivers_golden_tower_of_the_gods	false
wh2_main_vor_northern_red_rivers	wh2_main_vor_the_red_rivers_nahuontl	false
wh2_main_vor_southern_red_rivers	wh2_main_vor_the_red_rivers_soteks_trail	false
wh2_main_vor_northern_red_rivers	wh2_main_vor_the_red_rivers_sun-tree_glades	false
wh2_main_vor_southern_red_rivers	wh2_main_vor_the_red_rivers_zlatan	true
wh2_main_vor_the_road_of_skulls	wh2_main_vor_the_road_of_skulls_har_ganeth	true
wh2_main_vor_the_road_of_skulls	wh2_main_vor_the_road_of_skulls_kauark	false
wh2_main_vor_the_road_of_skulls	wh2_main_vor_the_road_of_skulls_spite_reach	false
wh2_main_vor_the_road_of_skulls	wh2_main_vor_the_road_of_skulls_the_black_pillar	false
wh2_main_vor_the_turtle_isles	wh2_main_vor_the_turtle_isles_golden_ziggurat	false
wh2_main_vor_the_turtle_isles	wh2_main_vor_the_turtle_isles_great_turtle_isle	true
wh2_main_vor_the_turtle_isles	wh2_main_vor_the_turtle_isles_mud_isle	false
wh2_main_vor_the_vampire_coast	wh2_main_vor_the_vampire_coast_pox_marsh	false
wh2_main_vor_the_vampire_coast	wh2_main_vor_the_vampire_coast_the_awakening	true
wh2_main_vor_the_vampire_coast	wh2_main_vor_the_vampire_coast_the_blood_swamps	false
wh2_main_vor_volcanic_islands	wh2_main_vor_the_vampire_coast_the_star_tower	true
wh2_main_vor_tiranoc	wh2_main_vor_tiranoc_salvation_isle	false
wh2_main_vor_tiranoc	wh2_main_vor_tiranoc_the_high_vale	false
wh2_main_vor_tiranoc	wh2_main_vor_tiranoc_tor_anroc	true
wh2_main_vor_tiranoc	wh2_main_vor_tiranoc_whitepeak	false
wh2_main_vor_unicorn_gate	wh2_main_vor_unicorn_gate	true
wh2_main_vor_volcanic_islands	wh2_main_vor_volcanic_islands_fuming_serpent	false
wh2_main_vor_western_jungles	wh2_main_vor_western_jungles_deaths-head_monoliths	false
wh2_main_vor_western_jungles	wh2_main_vor_western_jungles_statues_of_the_gods	false
wh2_main_vor_western_jungles	wh2_main_vor_western_jungles_tlaqua	true
wh2_main_western_jungles	wh2_main_western_jungles_cuexotl	false
wh2_main_western_jungles	wh2_main_western_jungles_tlaqua	true
wh2_main_yvresse	wh2_main_yvresse_elessaeli	false
wh2_main_yvresse	wh2_main_yvresse_tor_yvresse	true
wh_main_wydrioth	wh_main_athel_loren_crag_halls	true
wh_main_torgovann	wh_main_athel_loren_vauls_anvil	true
wh_main_argwylon	wh_main_athel_loren_waterfall_palace	true
wh_main_talsyn	wh_main_athel_loren_yn_edryl_korian	true
wh_main_averland	wh_main_averland_averheim	true
wh_main_averland	wh_main_averland_grenzstadt	false
wh_main_bastonne_et_montfort	wh_main_bastonne_et_montfort_castle_bastonne	true
wh_main_bastonne_et_montfort	wh_main_bastonne_et_montfort_montfort	false
wh_main_black_mountains	wh_main_black_mountains_karak_angazhar	false
wh_main_black_mountains	wh_main_black_mountains_karak_hirn	true
wh_main_black_mountains	wh_main_black_mountains_mighdal_vongalbarak	false
wh_main_blightwater	wh_main_blightwater_deff_gorge	false
wh_main_blightwater	wh_main_blightwater_karak_azgal	true
wh_main_blightwater	wh_main_blightwater_kradtommen	false
wh_main_blightwater	wh_main_blightwater_misty_mountain	false
wh_main_blood_river_valley	wh_main_blood_river_valley_barag_dawazbag	false
wh_main_blood_river_valley	wh_main_blood_river_valley_barak_varr	true
wh_main_blood_river_valley	wh_main_blood_river_valley_dok_karaz	false
wh_main_blood_river_valley	wh_main_blood_river_valley_varenka_hills	false
wh_main_bordeleaux_et_aquitaine	wh_main_bordeleaux_et_aquitaine_aquitaine	false
wh_main_bordeleaux_et_aquitaine	wh_main_bordeleaux_et_aquitaine_bordeleaux	true
wh_main_carcassone_et_brionne	wh_main_carcassone_et_brionne_brionne	false
wh_main_carcassone_et_brionne	wh_main_carcassone_et_brionne_castle_carcassonne	true
wh_main_couronne_et_languille	wh_main_couronne_et_languille_couronne	true
wh_main_couronne_et_languille	wh_main_couronne_et_languille_languille	false
wh_main_death_pass	wh_main_death_pass_iron_rock	false
wh_main_death_pass	wh_main_death_pass_karag_dron	false
wh_main_death_pass	wh_main_death_pass_karak_drazh	true
wh_main_desolation_of_nagash	wh_main_desolation_of_nagash_black_iron_mine	false
wh_main_desolation_of_nagash	wh_main_desolation_of_nagash_karak_azul	true
wh_main_desolation_of_nagash	wh_main_desolation_of_nagash_spitepeak	false
wh_main_eastern_badlands	wh_main_eastern_badlands_crooked_fang_fort	false
wh_main_eastern_badlands	wh_main_eastern_badlands_dringorackaz	false
wh_main_eastern_badlands	wh_main_eastern_badlands_karak_eight_peaks	true
wh_main_eastern_badlands	wh_main_eastern_badlands_valayas_sorrow	false
wh_main_eastern_border_princes	wh_main_eastern_border_princes_akendorf	true
wh_main_eastern_border_princes	wh_main_eastern_border_princes_matorca	false
wh_main_eastern_oblast	wh_main_eastern_oblast_praag	true
wh_main_eastern_oblast	wh_main_eastern_oblast_volksgrad	false
wh_main_eastern_sylvania	wh_main_eastern_sylvania_castle_drakenhof	true
wh_main_eastern_sylvania	wh_main_eastern_sylvania_eschen	false
wh_main_eastern_sylvania	wh_main_eastern_sylvania_waldenhof	false
wh_main_estalia	wh_main_estalia_bilbali	false
wh_main_estalia	wh_main_estalia_magritta	true
wh_main_estalia	wh_main_estalia_tobaro	false
wh_main_forest_of_arden	wh_main_forest_of_arden_castle_artois	true
wh_main_forest_of_arden	wh_main_forest_of_arden_gisoreux	false
wh_main_gianthome_mountains	wh_main_gianthome_mountains_khazid_bordkarag	false
wh_main_gianthome_mountains	wh_main_gianthome_mountains_kraka_drak	true
wh_main_gianthome_mountains	wh_main_gianthome_mountains_sjoktraken	false
wh_main_goromadny_mountains	wh_main_goromandy_mountains_baersonlings_camp	true
wh_main_goromadny_mountains	wh_main_goromandy_mountains_frozen_landing	false
wh_main_helspire_mountains	wh_main_helspire_mountains_graeling_moot	true
wh_main_helspire_mountains	wh_main_helspire_mountains_serpent_jetty	false
wh_main_helspire_mountains	wh_main_helspire_mountains_the_monolith_of_katam	false
wh_main_hochland	wh_main_hochland_brass_keep	false
wh_main_hochland	wh_main_hochland_hergig	true
wh_main_ice_tooth_mountains	wh_main_ice_tooth_mountains_doomkeep	false
wh_main_ice_tooth_mountains	wh_main_ice_tooth_mountains_icedrake_fjord	true
wh_main_ice_tooth_mountains	wh_main_ice_tooth_mountains_longship_graveyard	false
wh_main_lyonesse	wh_main_lyonesse_lyonesse	true
wh_main_lyonesse	wh_main_lyonesse_mousillon	false
wh_main_massif_orcal	wh_main_massif_orcal_massif_orcal	true
wh_main_middenland	wh_main_middenland_carroburg	false
wh_main_middenland	wh_main_middenland_middenheim	true
wh_main_middenland	wh_main_middenland_weismund	false
wh_main_mountains_of_hel	wh_main_mountains_of_hel_aeslings_conclave	true
wh_main_mountains_of_hel	wh_main_mountains_of_hel_altar_of_spawns	false
wh_main_mountains_of_hel	wh_main_mountains_of_hel_winter_pyre	false
wh_main_mountains_of_naglfari	wh_main_mountains_of_naglfari_naglfari_plain	false
wh_main_mountains_of_naglfari	wh_main_mountains_of_naglfari_varg_camp	true
wh_main_nordland	wh_main_nordland_dietershafen	false
wh_main_nordland	wh_main_nordland_salzenmund	true
wh_main_northern_grey_mountains	wh_main_northern_grey_mountains_blackstone_post	true
wh_main_northern_grey_mountains	wh_main_northern_grey_mountains_grung_zint	false
wh_main_northern_grey_mountains	wh_main_northern_grey_mountains_karak_ziflin	false
wh_main_northern_oblast	wh_main_northern_oblast_fort_ostrosk	true
wh_main_northern_oblast	wh_main_northern_oblast_fort_straghov	false
wh_main_northern_worlds_edge_mountains	wh_main_northern_worlds_edge_mountains_karak_ungor	true
wh_main_northern_worlds_edge_mountains	wh_main_northern_worlds_edge_mountains_khazid_irkulaz	false
wh_main_ostermark	wh_main_ostermark_bechafen	true
wh_main_ostermark	wh_main_ostermark_essen	false
wh_main_ostermark	wh_main_ostermark_mordheim	false
wh_main_ostermark	wh_main_ostermark_nagenhof	false
wh_main_ostland	wh_main_ostland_castle_von_rauken	false
wh_main_ostland	wh_main_ostland_norden	false
wh_main_ostland	wh_main_ostland_wolfenburg	true
wh_main_parravon_et_quenelles	wh_main_parravon_et_quenelles_parravon	true
wh_main_parravon_et_quenelles	wh_main_parravon_et_quenelles_quenelles	false
wh_main_peak_pass	wh_main_peak_pass_gnashraks_lair	false
wh_main_peak_pass	wh_main_peak_pass_karak_kadrin	true
wh_main_reikland	wh_main_reikland_altdorf	true
wh_main_reikland	wh_main_reikland_eilhart	false
wh_main_reikland	wh_main_reikland_grunburg	false
wh_main_reikland	wh_main_reikland_helmgart	false
wh_main_rib_peaks	wh_main_rib_peaks_grom_peak	false
wh_main_rib_peaks	wh_main_rib_peaks_mount_gunbad	true
wh_main_southern_badlands	wh_main_southern_badlands_agrul_migdhal	false
wh_main_southern_badlands	wh_main_southern_badlands_galbaraz	true
wh_main_southern_badlands	wh_main_southern_badlands_gor_gazan	false
wh_main_southern_badlands	wh_main_southern_badlands_gronti_mingol	false
wh_main_southern_grey_mountains	wh_main_southern_grey_mountains_grimhold	false
wh_main_southern_grey_mountains	wh_main_southern_grey_mountains_karak_azgaraz	false
wh_main_southern_grey_mountains	wh_main_southern_grey_mountains_karak_norn	true
wh_main_southern_oblast	wh_main_southern_oblast_fort_jakova	false
wh_main_southern_oblast	wh_main_southern_oblast_kislev	true
wh_main_southern_oblast	wh_main_southern_oblast_zavastra	false
wh_main_stirland	wh_main_stirland_the_moot	false
wh_main_stirland	wh_main_stirland_wurtbad	true
wh_main_talabecland	wh_main_talabecland_kappelburg	false
wh_main_talabecland	wh_main_talabecland_kemperbad	false
wh_main_talabecland	wh_main_talabecland_krugenheim	false
wh_main_talabecland	wh_main_talabecland_talabheim	true
wh_main_the_silver_road	wh_main_the_silver_road_karaz_a_karak	true
wh_main_the_silver_road	wh_main_the_silver_road_mount_squighorn	false
wh_main_the_silver_road	wh_main_the_silver_road_the_pillars_of_grungni	false
wh_main_the_vaults	wh_main_the_vaults_karak_bhufdar	false
wh_main_the_vaults	wh_main_the_vaults_karak_izor	true
wh_main_the_vaults	wh_main_the_vaults_zarakzil	false
wh_main_the_wasteland	wh_main_the_wasteland_gorssel	false
wh_main_the_wasteland	wh_main_the_wasteland_marienburg	true
wh_main_tilea	wh_main_tilea_luccini	false
wh_main_tilea	wh_main_tilea_miragliano	true
wh_main_troll_country	wh_main_troll_country_erengrad	true
wh_main_troll_country	wh_main_troll_country_zoishenk	false
wh_main_trollheim_mountains	wh_main_trollheim_mountains_bay_of_blades	false
wh_main_trollheim_mountains	wh_main_trollheim_mountains_sarl_encampment	true
wh_main_trollheim_mountains	wh_main_trollheim_mountains_the_tower_of_khrakk	false
wh_main_vanaheim_mountains	wh_main_vanaheim_mountains_bjornlings_gathering	true
wh_main_vanaheim_mountains	wh_main_vanaheim_mountains_pack_ice_bay	false
wh_main_vanaheim_mountains	wh_main_vanaheim_mountains_troll_fjord	false
wh_main_western_badlands	wh_main_western_badlands_bitterstone_mine	false
wh_main_western_badlands	wh_main_western_badlands_dragonhorn_mines	false
wh_main_western_badlands	wh_main_western_badlands_ekrund	true
wh_main_western_badlands	wh_main_western_badlands_stonemine_tower	false
wh_main_western_border_princes	wh_main_western_border_princes_myrmidens	true
wh_main_western_border_princes	wh_main_western_border_princes_zvorak	false
wh_main_western_sylvania	wh_main_western_sylvania_castle_templehof	true
wh_main_western_sylvania	wh_main_western_sylvania_fort_oberstyre	false
wh_main_western_sylvania	wh_main_western_sylvania_schwartzhafen	false
wh_main_wissenland	wh_main_wissenland_nuln	true
wh_main_wissenland	wh_main_wissenland_pfeildorf	false
wh_main_wissenland	wh_main_wissenland_wissenburg	false
wh_main_yn_edri_eternos	wh_main_yn_edri_eternos_the_oak_of_ages	true
wh_main_zhufbar	wh_main_zhufbar_karag_dromar	false
wh_main_zhufbar	wh_main_zhufbar_oakenhammer	false
wh_main_zhufbar	wh_main_zhufbar_zhufbar	true
