unit_abilities_to_additional_ui_effects_juncs_tables	0
wh2_dlc12_unit_abilities_drop_rocks_of_chotec	wh_main_bombardment_small_strike_aoe
wh2_dlc12_unit_abilities_drop_rocks_of_sundering	wh_main_all_strong_against_multiple
wh2_dlc12_unit_abilities_drop_rocks_of_sundering	wh_main_all_weak_against_single
wh2_dlc12_unit_abilities_drop_rocks_of_sundering	wh_main_bombardment_small_strike_aoe
wh2_dlc12_unit_abilities_refuse_to_die	wh2_dlc12_refuse_to_die
wh2_dlc12_unit_passive_arcane_configuration	wh_main_all_improved_recharge_rate
wh2_dlc12_unit_passive_endless_drum	wh2_dlc11_all_replenish_ammo
wh2_dlc12_unit_passive_thunderous_one	wh2_dlc12_ability_thunderous_one
wh2_dlc12_unit_passive_thunderous_one	wh2_main_all_magical_damage_minor
wh2_dlc12_unit_passive_thunderous_one	wh_main_all_strong_against_multiple
wh2_dlc12_weapon_abilities_storm_daemon	wh2_main_all_good_against_armour
wh2_dlc12_weapon_abilities_storm_daemon	wh2_main_all_magical_damage_major
wh2_dlc12_weapon_abilities_storm_daemon	wh_main_projectile_effective_all_ranges
wh2_dlc12_weapon_abilities_storm_daemon	wh_main_projectile_high_penetration
wh2_main_army_abilities_bloodwrack_cauldron	wh2_main_army_ap_damage_explosion_ranged
wh2_main_army_abilities_bloodwrack_cauldron	wh2_main_army_damage_explosion_ranged
wh2_main_army_abilities_bloodwrack_cauldron	wh_main_all_magical
wh2_main_army_abilities_bloodwrack_cauldron	wh_main_all_strong_against_units
wh2_main_army_abilities_bloodwrack_cauldron	wh_main_all_weak_against_single
wh2_main_army_abilities_bolt_of_spite	wh2_main_army_homing
wh2_main_army_abilities_bolt_of_spite	wh_main_all_strong_against_single
wh2_main_army_abilities_bolt_of_spite	wh_main_bombardment_small_strike_aoe
wh2_main_army_abilities_brazen_cauldron	wh2_main_army_ap_damage_ranged
wh2_main_army_abilities_brazen_cauldron	wh2_main_army_damage_ranged
wh2_main_army_abilities_brazen_cauldron	wh_main_all_magical
wh2_main_army_abilities_brazen_cauldron	wh_main_all_strong_against_units
wh2_main_army_abilities_brazen_cauldron	wh_main_all_weak_against_single
wh2_main_army_abilities_channeling_spire	wh_main_all_improved_recharge_rate
wh2_main_army_abilities_channeling_spire	wh_main_all_increased_max_power
wh2_main_army_abilities_dark_conduit	wh2_main_all_good_against_armour
wh2_main_army_abilities_dark_conduit	wh2_main_all_huge_static_aoe
wh2_main_army_abilities_dark_conduit	wh2_main_all_magical_damage_massive
wh2_main_army_abilities_dark_conduit	wh2_main_spell_friendly_fire_explosion
wh2_main_army_abilities_eagle_sanctuary	wh2_main_all_summon_eagle
wh2_main_army_abilities_eagle_sanctuary	wh_main_all_summoned_unit
wh2_main_army_abilities_eagle_sanctuary	wh_main_all_summoned_unit_single_use
wh2_main_army_abilities_eshin_clanstone	wh_main_all_direct_damage
wh2_main_army_abilities_eshin_clanstone	wh_main_all_direct_damage_resist
wh2_main_army_abilities_eshin_clanstone	wh_main_all_strong_against_multiple
wh2_main_army_abilities_eshin_clanstone	wh_main_all_weak_against_single
wh2_main_army_abilities_feral_cold_ones	wh2_main_all_summon_feral_cold_ones
wh2_main_army_abilities_feral_cold_ones	wh_main_all_summoned_unit
wh2_main_army_abilities_feral_cold_ones	wh_main_all_summoned_unit_single_use
wh2_main_army_abilities_geomantic_nexus	wh2_main_all_summon_skink_priest
wh2_main_army_abilities_geomantic_nexus	wh_main_all_summoned_unit_magic
wh2_main_army_abilities_geomantic_nexus	wh_main_all_summoned_unit_single_use
wh2_main_army_abilities_khaines_flail	wh2_main_army_projectiles_2
wh2_main_army_abilities_khaines_flail	wh_main_all_good_vs_artillery
wh2_main_army_abilities_khaines_flail	wh_main_all_strong_against_multiple
wh2_main_army_abilities_khaines_flail	wh_main_all_weak_against_single
wh2_main_army_abilities_khaines_flail	wh_main_bombardment_small_strike_aoe
wh2_main_army_abilities_khaines_lash	wh2_main_army_projectiles
wh2_main_army_abilities_khaines_lash	wh_main_all_good_vs_artillery
wh2_main_army_abilities_khaines_lash	wh_main_all_strong_against_multiple
wh2_main_army_abilities_khaines_lash	wh_main_all_weak_against_single
wh2_main_army_abilities_khaines_lash	wh_main_bombardment_small_strike_aoe
wh2_main_army_abilities_khaines_scourge	wh2_main_army_projectiles_3
wh2_main_army_abilities_khaines_scourge	wh_main_all_good_vs_artillery
wh2_main_army_abilities_khaines_scourge	wh_main_all_strong_against_multiple
wh2_main_army_abilities_khaines_scourge	wh_main_all_weak_against_single
wh2_main_army_abilities_khaines_scourge	wh_main_bombardment_small_strike_aoe
wh2_main_army_abilities_moulder_clanstone	wh_main_all_replenish
wh2_main_army_abilities_moulder_clanstone	wh_main_all_resurrect
wh2_main_army_abilities_moulder_clanstone	wh_main_all_resurrect_hp
wh2_main_army_abilities_shadows_of_anlec	wh_main_all_can_disrupt_formation
wh2_main_army_abilities_shadows_of_anlec	wh_main_all_magical_and_flaming
wh2_main_army_abilities_shadows_of_anlec	wh_main_all_strong_against_units
wh2_main_army_abilities_shadows_of_anlec	wh_main_all_weak_against_single
wh2_main_army_abilities_shadows_of_anlec	wh_main_vortex_large_breath
wh2_main_army_abilities_sky_cauldron	wh_main_all_magical
wh2_main_army_abilities_sky_cauldron	wh_main_all_strong_against_units
wh2_main_army_abilities_sky_cauldron	wh_main_all_weak_against_single
wh2_main_army_abilities_soul_rain	wh2_main_army_scattershot
wh2_main_army_abilities_soul_rain	wh_main_all_strong_against_unit
wh2_main_army_abilities_soul_rain	wh_main_all_weak_against_single
wh2_main_army_abilities_soul_rain	wh_main_bombardment_large_strike_aoe
wh2_main_army_abilities_soul_storm	wh2_main_army_scattershot_3
wh2_main_army_abilities_soul_storm	wh_main_all_strong_against_unit
wh2_main_army_abilities_soul_storm	wh_main_all_weak_against_single
wh2_main_army_abilities_soul_storm	wh_main_bombardment_large_strike_aoe
wh2_main_army_abilities_soul_torrent	wh2_main_army_scattershot_2
wh2_main_army_abilities_soul_torrent	wh_main_all_strong_against_unit
wh2_main_army_abilities_soul_torrent	wh_main_all_weak_against_single
wh2_main_army_abilities_soul_torrent	wh_main_bombardment_large_strike_aoe
wh2_main_army_abilities_the_menace_below	wh2_main_all_summon_clan_rats
wh2_main_army_abilities_the_menace_below	wh_main_all_direct_damage_unbinding
wh2_main_army_abilities_vauls_hammer	wh2_main_all_allows_siege_assaults
wh2_main_army_abilities_vauls_hammer	wh2_main_all_building_equipment_target
wh2_main_army_abilities_vauls_hammer	wh_main_projectile_powerful_explosion
wh2_main_army_abilities_vortic_blast	wh2_main_spell_shrapnel_magical
wh2_main_army_abilities_vortic_blast	wh_main_projectile_powerful_explosion
wh2_main_army_abilities_vortic_enrichment	wh2_main_spell_friendly_fire_explosion
wh2_main_army_abilities_vortic_enrichment	wh2_main_spell_shrapnel_magical_healing
wh2_main_army_abilities_vortic_enrichment	wh_main_projectile_powerful_explosion
wh2_main_army_abilities_warpbomb	wh2_main_army_sacrifice
wh2_main_army_abilities_warpbomb	wh_main_all_can_disrupt_formation
wh2_main_army_abilities_warpbomb	wh_main_projectile_powerful_explosion
wh2_main_character_abilities_arcane_vassal	wh2_main_spell_friendly_fire_explosion
wh2_main_character_abilities_arcane_vassal	wh2_main_spell_shrapnel_magical
wh2_main_character_abilities_arcane_vassal	wh_main_all_weak_against_single
wh2_main_character_abilities_cold_blooded	wh2_dlc11_suppress_rampage
wh2_main_character_abilities_concealment_bombs	wh2_main_all_flanking
wh2_main_character_abilities_concealment_bombs	wh2_main_all_hiding
wh2_main_character_abilities_swiftness_of_itzl	wh2_main_spell_escape
wh2_main_character_abilities_swiftness_of_itzl	wh2_main_spell_friendly_fire_explosion
wh2_main_character_abilities_swiftness_of_itzl	wh_main_all_poor_vs_large
wh2_main_character_abilities_verminous_valour	wh2_main_spell_escape
wh2_main_character_abilities_verminous_valour	wh2_main_spell_friendly_fire_explosion
wh2_main_character_abilities_verminous_valour	wh_main_all_poor_vs_large
wh2_main_character_abilities_volley_of_dark_arrows	wh_main_all_armour_piercing
wh2_main_character_abilities_volley_of_dark_arrows	wh_main_projectile_effective_long_range
wh2_main_character_abilities_volley_of_dark_arrows	wh_main_projectile_high_penetration
wh2_main_character_abilities_volley_of_high_arrows	wh_main_all_armour_piercing
wh2_main_character_abilities_volley_of_high_arrows	wh_main_projectile_effective_long_range
wh2_main_character_abilities_volley_of_high_arrows	wh_main_projectile_high_penetration
wh2_main_character_passive_grand_arcane_conduit	wh_main_all_improved_recharge_rate
wh2_main_character_passive_grand_arcane_conduit	wh_main_all_increased_max_power_high
wh2_main_hero_abilities_doomrocket	wh2_main_spell_shrapnel_flak
wh2_main_hero_abilities_doomrocket	wh_main_all_magical_and_flaming
wh2_main_hero_abilities_doomrocket	wh_main_all_strong_against_multiple
wh2_main_hero_abilities_doomrocket	wh_main_all_weak_against_single
wh2_main_hero_abilities_doomrocket	wh_main_projectile_effective_long_range
wh2_main_item_abilities_armour_of_the_stars	wh2_main_all_flanking
wh2_main_item_abilities_armour_of_the_stars	wh2_main_all_hiding
wh2_main_item_abilities_black_dragon_egg	wh2_main_all_good_against_armour
wh2_main_item_abilities_black_dragon_egg	wh2_main_all_magical_damage_moderate
wh2_main_item_abilities_black_dragon_egg	wh_main_all_strong_against_units
wh2_main_item_abilities_black_dragon_egg	wh_main_vortex_large_breath_long
wh2_main_item_abilities_blood_statuette_of_spite	wh_main_all_direct_damage
wh2_main_item_abilities_blood_statuette_of_spite	wh_main_all_direct_damage_resist
wh2_main_item_abilities_blood_statuette_of_spite	wh_main_all_strong_against_multiple
wh2_main_item_abilities_blood_statuette_of_spite	wh_main_all_weak_against_single
wh2_main_item_abilities_book_of_hoeth	wh_main_all_improved_recharge_rate_high
wh2_main_item_abilities_cube_of_darkness	wh_main_all_reduced_recharge_rate_high
wh2_main_item_abilities_rod_of_corruption	wh_main_all_direct_damage
wh2_main_item_abilities_rod_of_corruption	wh_main_all_direct_damage_resist
wh2_main_item_abilities_rod_of_corruption	wh_main_all_strong_against_multiple
wh2_main_item_abilities_rod_of_corruption	wh_main_all_weak_against_single
wh2_main_item_abilities_scroll_of_hoeth	wh_main_all_reduced_recharge_rate_high
wh2_main_item_abilities_skalm	wh_main_all_replenish
wh2_main_item_abilities_starwood_staff	wh_main_all_increased_max_power_high
wh2_main_item_abilities_the_liber_bubonicus	wh_main_all_direct_damage
wh2_main_item_abilities_the_liber_bubonicus	wh_main_all_direct_damage_resist
wh2_main_item_abilities_the_liber_bubonicus	wh_main_all_strong_against_single
wh2_main_item_abilities_the_liber_bubonicus	wh_main_all_weak_against_multiple
wh2_main_item_abilities_the_vortex_shard	wh_main_all_reduced_recharge_rate_v_high
wh2_main_item_abilities_warpstorm_scroll	wh_main_all_direct_damage
wh2_main_item_abilities_warpstorm_scroll	wh_main_all_direct_damage_resist
wh2_main_item_abilities_warpstorm_scroll	wh_main_all_strong_against_multiple
wh2_main_item_abilities_warpstorm_scroll	wh_main_all_weak_against_single
wh2_main_item_bound_gilded_horn_of_galon_konook	wh2_main_all_magical_damage_major
wh2_main_item_bound_gilded_horn_of_galon_konook	wh2_main_spell_medium_vortex
wh2_main_item_bound_gilded_horn_of_galon_konook	wh_main_all_strong_against_units
wh2_main_item_bound_gilded_horn_of_galon_konook	wh_main_all_weak_against_single
wh2_main_item_passive_darkstar_cloak	wh_main_all_improved_recharge_rate
wh2_main_item_passive_heart_of_averlorn	wh_main_all_replenish_burst
wh2_main_item_passive_supreme_spellshield	wh2_main_all_increases_with_enemies_in_range
wh2_main_item_passive_supreme_spellshield	wh_main_all_reduced_max_power
wh2_main_item_passive_the_book_of_the_phoenix	wh2_main_all_rebirth_buff_chance
wh2_main_item_passive_the_book_of_the_phoenix	wh2_main_all_rebirth_debuff_chance
wh2_main_item_passive_warpstone_armour	wh_main_all_direct_damage
wh2_main_item_passive_warpstone_armour	wh_main_all_direct_damage_resist
wh2_main_item_passive_warpstone_armour	wh_main_all_strong_against_multiple
wh2_main_item_passive_warpstone_armour	wh_main_all_weak_against_single
wh2_main_lord_abilities_gaze_of_malice	wh2_main_all_magical_damage_moderate
wh2_main_lord_abilities_gaze_of_malice	wh2_main_all_weak_against_armour
wh2_main_lord_abilities_gaze_of_malice	wh_main_all_can_disrupt_formation
wh2_main_lord_abilities_gaze_of_malice	wh_main_all_strong_against_units
wh2_main_lord_abilities_gaze_of_malice	wh_main_vortex_large_breath_short
wh2_main_lord_abilities_potion_of_charoi	wh_main_all_replenish
wh2_main_lord_abilities_the_ruination_of_cities	wh2_main_all_magical_damage_major
wh2_main_lord_abilities_the_ruination_of_cities	wh2_main_all_random_launch_direction
wh2_main_lord_abilities_the_ruination_of_cities	wh2_main_army_vortices_3
wh2_main_lord_abilities_the_ruination_of_cities	wh_main_all_strong_against_units
wh2_main_lord_abilities_the_ruination_of_cities	wh_main_all_weak_against_single
wh2_main_mount_bound_pestilent_breath	wh2_main_all_magical_damage_moderate
wh2_main_mount_bound_pestilent_breath	wh2_main_all_weak_against_armour
wh2_main_mount_bound_pestilent_breath	wh_main_all_can_disrupt_formation
wh2_main_mount_bound_pestilent_breath	wh_main_all_strong_against_units
wh2_main_mount_bound_pestilent_breath	wh_main_vortex_large_breath
wh2_main_mount_bound_scorch	wh2_main_all_magical_and_flaming_major
wh2_main_mount_bound_scorch	wh2_main_all_weak_against_armour
wh2_main_mount_bound_scorch	wh_main_all_strong_against_units
wh2_main_mount_bound_scorch	wh_main_all_weak_against_single
wh2_main_mount_bound_scorch	wh_main_vortex_large_breath_long
wh2_main_mount_passive_billowing_death	wh_main_all_direct_damage
wh2_main_spell_bound_black_staff	wh_main_all_direct_damage_self
wh2_main_spell_bound_black_staff	wh_main_all_improved_recharge_rate_high
wh2_main_spell_bound_black_staff	wh_main_all_increased_max_power_high
wh2_main_spell_bound_hand_of_gods	wh2_main_all_good_against_armour
wh2_main_spell_bound_hand_of_gods	wh2_main_all_magical_and_flaming_major
wh2_main_spell_bound_hand_of_gods	wh_main_all_good_vs_large
wh2_main_spell_bound_hand_of_gods	wh_main_all_strong_against_single
wh2_main_spell_bound_hand_of_gods	wh_main_projectile_good_high_angle
wh2_main_spell_bound_khaines_ring_of_fury	wh2_main_all_good_against_armour
wh2_main_spell_bound_khaines_ring_of_fury	wh2_main_all_magical_and_flaming_major
wh2_main_spell_bound_khaines_ring_of_fury	wh2_main_spell_medium_wind
wh2_main_spell_bound_khaines_ring_of_fury	wh_main_all_strong_against_units
wh2_main_spell_bound_khaines_ring_of_fury	wh_main_all_weak_against_single
wh2_main_spell_bound_radiant_gem_of_hoeth	wh_main_all_replenish
wh2_main_spell_bound_ring_of_corin	wh_main_all_strong_against_single
wh2_main_spell_bound_ring_of_corin	wh_main_all_weak_against_multiple
wh2_main_spell_bound_rod_of_the_storm	wh2_main_all_good_against_armour
wh2_main_spell_bound_rod_of_the_storm	wh2_main_all_magical_damage_major
wh2_main_spell_bound_rod_of_the_storm	wh_main_all_good_vs_artillery
wh2_main_spell_bound_rod_of_the_storm	wh_main_all_strong_against_multiple
wh2_main_spell_bound_rod_of_the_storm	wh_main_bombardment_small_strike_aoe
wh2_main_spell_bound_rubric_of_dark_dimensions	wh2_main_all_good_against_armour
wh2_main_spell_bound_rubric_of_dark_dimensions	wh2_main_all_huge_static_aoe
wh2_main_spell_bound_rubric_of_dark_dimensions	wh2_main_all_magical_damage_moderate
wh2_main_spell_bound_rubric_of_dark_dimensions	wh_main_all_can_disrupt_formation
wh2_main_spell_bound_rubric_of_dark_dimensions	wh_main_all_strong_against_units
wh2_main_spell_bound_the_gem_of_sunfire	wh2_main_all_magical_and_flaming_major
wh2_main_spell_bound_the_gem_of_sunfire	wh2_main_spell_medium_vortex
wh2_main_spell_bound_the_gem_of_sunfire	wh_main_all_strong_against_units
wh2_main_spell_bound_the_gem_of_sunfire	wh_main_all_weak_against_single
wh2_main_spell_bound_tome_of_furion	wh2_main_all_magical_damage_major
wh2_main_spell_bound_tome_of_furion	wh2_main_bombardment_medium_strike_aoe
wh2_main_spell_bound_tome_of_furion	wh_main_all_strong_against_single
wh2_main_spell_bound_tome_of_furion	wh_main_all_strong_against_unit
wh2_main_spell_bound_wand_of_the_kharaidon	wh2_main_all_magical_damage_major
wh2_main_spell_bound_wand_of_the_kharaidon	wh2_main_bombardment_medium_strike_aoe
wh2_main_spell_bound_wand_of_the_kharaidon	wh_main_all_strong_against_single
wh2_main_spell_bound_wand_of_the_kharaidon	wh_main_all_strong_against_unit
wh2_main_spell_dark_magic_bladewind_upgraded	wh2_main_all_magical_damage_major
wh2_main_spell_dark_magic_bladewind_upgraded	wh2_main_all_weak_against_armour
wh2_main_spell_dark_magic_bladewind_upgraded	wh2_main_spell_large_vortex
wh2_main_spell_dark_magic_bladewind_upgraded	wh_main_all_strong_against_units
wh2_main_spell_dark_magic_bladewind_upgraded	wh_main_spell_upgraded_duration
wh2_main_spell_dark_magic_bladewind	wh2_main_all_magical_damage_major
wh2_main_spell_dark_magic_bladewind	wh2_main_all_weak_against_armour
wh2_main_spell_dark_magic_bladewind	wh2_main_spell_large_vortex
wh2_main_spell_dark_magic_bladewind	wh_main_all_strong_against_units
wh2_main_spell_dark_magic_chillwind_upgraded	wh2_main_all_good_against_armour
wh2_main_spell_dark_magic_chillwind_upgraded	wh2_main_all_magical_damage_minor
wh2_main_spell_dark_magic_chillwind_upgraded	wh2_main_spell_small_wind
wh2_main_spell_dark_magic_chillwind_upgraded	wh2_main_spell_upgraded_frostbite
wh2_main_spell_dark_magic_chillwind_upgraded	wh_main_all_strong_against_units
wh2_main_spell_dark_magic_chillwind	wh2_main_all_good_against_armour
wh2_main_spell_dark_magic_chillwind	wh2_main_all_magical_damage_minor
wh2_main_spell_dark_magic_chillwind	wh2_main_spell_small_wind
wh2_main_spell_dark_magic_chillwind	wh_main_all_strong_against_units
wh2_main_spell_dark_magic_doombolt_upgraded	wh2_main_all_good_against_armour
wh2_main_spell_dark_magic_doombolt_upgraded	wh2_main_all_magical_damage_major
wh2_main_spell_dark_magic_doombolt_upgraded	wh2_main_bombardment_medium_strike_aoe
wh2_main_spell_dark_magic_doombolt_upgraded	wh_main_all_strong_against_single
wh2_main_spell_dark_magic_doombolt_upgraded	wh_main_all_strong_against_unit
wh2_main_spell_dark_magic_doombolt_upgraded	wh_main_spell_upgraded_ap_damage_ranged
wh2_main_spell_dark_magic_doombolt	wh2_main_all_good_against_armour
wh2_main_spell_dark_magic_doombolt	wh2_main_all_magical_damage_major
wh2_main_spell_dark_magic_doombolt	wh2_main_bombardment_medium_strike_aoe
wh2_main_spell_dark_magic_doombolt	wh_main_all_strong_against_single
wh2_main_spell_dark_magic_doombolt	wh_main_all_strong_against_unit
wh2_main_spell_dark_magic_power_of_darkness	wh_main_all_direct_damage_self
wh2_main_spell_dark_magic_power_of_darkness	wh_main_all_improved_recharge_rate_high
wh2_main_spell_dark_magic_power_of_darkness	wh_main_all_increased_max_power_high
wh2_main_spell_dark_magic_soul_stealer	wh2_main_spell_absorb_hp
wh2_main_spell_dark_magic_soul_stealer	wh_main_all_direct_damage
wh2_main_spell_dark_magic_soul_stealer	wh_main_all_strong_against_single
wh2_main_spell_dark_magic_soul_stealer	wh_main_all_weak_against_multiple
wh2_main_spell_dark_magic_word_of_pain_upgraded	wh2_main_spell_upgraded_melee_defence
wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell	wh2_main_all_huge_static_aoe
wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell	wh2_main_all_summon_stormvermin
wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell	wh_main_all_can_disrupt_formation
wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell	wh_main_all_direct_damage_unbinding
wh2_main_spell_grey_seer_the_dreaded_thirteenth_spell	wh_main_all_strong_against_units
wh2_main_spell_high_magic_apotheosis_upgraded	wh_main_all_replenish
wh2_main_spell_high_magic_apotheosis_upgraded	wh_main_spell_upgraded_cast_range
wh2_main_spell_high_magic_apotheosis	wh_main_all_replenish
wh2_main_spell_high_magic_arcane_unforging_upgraded	wh2_main_spell_upgraded_cooldown
wh2_main_spell_high_magic_arcane_unforging_upgraded	wh_main_all_direct_damage_resist
wh2_main_spell_high_magic_arcane_unforging_upgraded	wh_main_all_strong_against_single
wh2_main_spell_high_magic_arcane_unforging_upgraded	wh_main_all_weak_against_multiple
wh2_main_spell_high_magic_arcane_unforging	wh_main_all_direct_damage_resist
wh2_main_spell_high_magic_arcane_unforging	wh_main_all_strong_against_single
wh2_main_spell_high_magic_arcane_unforging	wh_main_all_weak_against_multiple
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh2_main_all_good_against_armour
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh2_main_all_magical_and_flaming_major
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh2_main_spell_medium_wind
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh_main_all_strong_against_units
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh_main_all_weak_against_single
wh2_main_spell_high_magic_fiery_convocation_upgraded	wh_main_spell_upgraded_ap_damage
wh2_main_spell_high_magic_fiery_convocation	wh2_main_all_good_against_armour
wh2_main_spell_high_magic_fiery_convocation	wh2_main_all_magical_and_flaming_major
wh2_main_spell_high_magic_fiery_convocation	wh2_main_spell_medium_wind
wh2_main_spell_high_magic_fiery_convocation	wh_main_all_strong_against_units
wh2_main_spell_high_magic_fiery_convocation	wh_main_all_weak_against_single
wh2_main_spell_high_magic_hand_of_glory_upgraded	wh2_main_spell_upgraded_speed
wh2_main_spell_high_magic_soul_quench_upgraded	wh2_main_all_magical_damage_moderate
wh2_main_spell_high_magic_soul_quench_upgraded	wh_main_all_direct_damage
wh2_main_spell_high_magic_soul_quench_upgraded	wh_main_all_strong_against_multiple
wh2_main_spell_high_magic_soul_quench_upgraded	wh_main_projectile_effective_long_range
wh2_main_spell_high_magic_soul_quench_upgraded	wh_main_projectile_powerful_explosion
wh2_main_spell_high_magic_soul_quench_upgraded	wh_main_spell_upgraded_damage
wh2_main_spell_high_magic_soul_quench	wh2_main_all_magical_damage_moderate
wh2_main_spell_high_magic_soul_quench	wh_main_all_direct_damage
wh2_main_spell_high_magic_soul_quench	wh_main_all_strong_against_multiple
wh2_main_spell_high_magic_soul_quench	wh_main_projectile_effective_long_range
wh2_main_spell_high_magic_soul_quench	wh_main_projectile_powerful_explosion
wh2_main_spell_high_magic_tempest_upgraded	wh2_main_all_magical_damage_major
wh2_main_spell_high_magic_tempest_upgraded	wh2_main_spell_huge_vortex
wh2_main_spell_high_magic_tempest_upgraded	wh_main_all_good_against_flying
wh2_main_spell_high_magic_tempest_upgraded	wh_main_all_strong_against_single
wh2_main_spell_high_magic_tempest_upgraded	wh_main_spell_upgraded_duration
wh2_main_spell_high_magic_tempest	wh2_main_all_magical_damage_major
wh2_main_spell_high_magic_tempest	wh2_main_spell_huge_vortex
wh2_main_spell_high_magic_tempest	wh_main_all_good_against_flying
wh2_main_spell_high_magic_tempest	wh_main_all_strong_against_single
wh2_main_spell_plague_bless_with_filth_upgraded	wh_main_spell_upgraded_duration
wh2_main_spell_plague_pestilent_birth	wh2_main_all_summon_plague_monks
wh2_main_spell_plague_pestilent_birth	wh_dlc04_all_summon_flanker
wh2_main_spell_plague_pestilent_birth	wh_main_all_direct_damage_unbinding
wh2_main_spell_plague_pestilent_breath_upgraded	wh2_main_all_magical_damage_moderate
wh2_main_spell_plague_pestilent_breath_upgraded	wh2_main_all_weak_against_armour
wh2_main_spell_plague_pestilent_breath_upgraded	wh2_main_spell_upgraded_poison
wh2_main_spell_plague_pestilent_breath_upgraded	wh_main_all_can_disrupt_formation
wh2_main_spell_plague_pestilent_breath_upgraded	wh_main_all_strong_against_units
wh2_main_spell_plague_pestilent_breath_upgraded	wh_main_vortex_large_breath
wh2_main_spell_plague_pestilent_breath	wh2_main_all_magical_damage_moderate
wh2_main_spell_plague_pestilent_breath	wh2_main_all_weak_against_armour
wh2_main_spell_plague_pestilent_breath	wh_main_all_can_disrupt_formation
wh2_main_spell_plague_pestilent_breath	wh_main_all_strong_against_units
wh2_main_spell_plague_pestilent_breath	wh_main_vortex_large_breath
wh2_main_spell_plague_plague_upgraded	wh2_main_all_good_against_armour
wh2_main_spell_plague_plague_upgraded	wh2_main_all_magical_damage_major
wh2_main_spell_plague_plague_upgraded	wh_main_all_strong_against_units
wh2_main_spell_plague_plague_upgraded	wh_main_all_weak_against_single
wh2_main_spell_plague_plague_upgraded	wh_main_spell_upgraded_ap_damage
wh2_main_spell_plague_plague_upgraded	wh_main_vortex_large_expanding_aoe
wh2_main_spell_plague_plague	wh2_main_all_good_against_armour
wh2_main_spell_plague_plague	wh2_main_all_magical_damage_major
wh2_main_spell_plague_plague	wh_main_all_strong_against_units
wh2_main_spell_plague_plague	wh_main_all_weak_against_single
wh2_main_spell_plague_plague	wh_main_vortex_large_expanding_aoe
wh2_main_spell_plague_vermintide	wh2_main_all_summon_clan_rats
wh2_main_spell_plague_vermintide	wh_main_all_defend_vs_charge
wh2_main_spell_plague_vermintide	wh_main_all_direct_damage_unbinding
wh2_main_spell_plague_wither_upgraded	wh_main_spell_upgraded_armour
wh2_main_spell_ruin_cracks_call_upgraded	wh2_main_all_magical_damage_major
wh2_main_spell_ruin_cracks_call_upgraded	wh2_main_spell_medium_wind
wh2_main_spell_ruin_cracks_call_upgraded	wh_main_all_strong_against_units
wh2_main_spell_ruin_cracks_call_upgraded	wh_main_all_weak_against_single
wh2_main_spell_ruin_cracks_call_upgraded	wh_main_spell_upgraded_damage
wh2_main_spell_ruin_cracks_call	wh2_main_all_good_against_armour
wh2_main_spell_ruin_cracks_call	wh2_main_all_magical_damage_major
wh2_main_spell_ruin_cracks_call	wh2_main_spell_medium_wind
wh2_main_spell_ruin_cracks_call	wh_main_all_strong_against_units
wh2_main_spell_ruin_cracks_call	wh_main_all_weak_against_single
wh2_main_spell_ruin_death_frenzy_upgraded	wh_main_spell_upgraded_added_effect_range
wh2_main_spell_ruin_howling_warpgale_upgraded	wh_main_spell_upgraded_duration
wh2_main_spell_ruin_scorch_upgraded	wh2_main_all_magical_and_flaming_major
wh2_main_spell_ruin_scorch_upgraded	wh2_main_all_weak_against_armour
wh2_main_spell_ruin_scorch_upgraded	wh_main_all_strong_against_units
wh2_main_spell_ruin_scorch_upgraded	wh_main_all_weak_against_single
wh2_main_spell_ruin_scorch_upgraded	wh_main_spell_upgraded_cast_range
wh2_main_spell_ruin_scorch_upgraded	wh_main_vortex_large_breath_long
wh2_main_spell_ruin_scorch	wh2_main_all_magical_and_flaming_major
wh2_main_spell_ruin_scorch	wh2_main_all_weak_against_armour
wh2_main_spell_ruin_scorch	wh_main_all_strong_against_units
wh2_main_spell_ruin_scorch	wh_main_all_weak_against_single
wh2_main_spell_ruin_scorch	wh_main_vortex_large_breath_long
wh2_main_spell_ruin_skitterleap_upgraded	wh2_main_all_flanking
wh2_main_spell_ruin_skitterleap_upgraded	wh2_main_all_hiding
wh2_main_spell_ruin_skitterleap_upgraded	wh_main_spell_upgraded_duration
wh2_main_spell_ruin_skitterleap	wh2_main_all_flanking
wh2_main_spell_ruin_skitterleap	wh2_main_all_hiding
wh2_main_spell_ruin_warp_lightning_upgraded	wh2_main_all_good_against_armour
wh2_main_spell_ruin_warp_lightning_upgraded	wh2_main_all_magical_damage_moderate
wh2_main_spell_ruin_warp_lightning_upgraded	wh2_main_bombardment_medium_strike_aoe
wh2_main_spell_ruin_warp_lightning_upgraded	wh_main_all_strong_against_multiple
wh2_main_spell_ruin_warp_lightning_upgraded	wh_main_all_weak_against_single
wh2_main_spell_ruin_warp_lightning_upgraded	wh_main_spell_upgraded_projectiles
