culture_settlement_occupation_options_tables	8
option	acting_army_faction_effect_bundle	acting_army_faction_effect_bundle_turns	target_settlement_faction_effect_bundle	target_settlement_faction_effect_bundle_turns	group	acting_army_effect_bundle	acting_army_effect_bundle_turns	id	tooltip	icon	base_loot	building_loot_mod
occupation_decision_loot		0		0	wh2_main_sc_rogue_pirates_of_trantio_occupation_decision_loot		0	1518225177	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_loot		0	1520670401	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_stuff_snatchers_occupation_decision_loot		0	1526347920	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_wrath_of_nature_occupation_decision_treasure_hunt		0	1529750034	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_jerrods_errantry_occupation_decision_occupy		0	1552378746	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_scourge_of_aquitaine_occupation_decision_do_nothing		0	1553738659	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_scourge_of_aquitaine_occupation_decision_treasure_hunt		0	1554055236	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_wrath_of_nature_occupation_decision_loot		0	157027072	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_treasure_hunt		0		0	wh_occupation_decision_norsca		0	1572361422	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_occupy		0		0	wh_occupation_decision_norsca_occupy		0	1595781982	Occupy||You occupy this settlement.	occupy	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_vauls_expedition_occupation_decision_occupy		0	1603532907	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_occupy		0	1619019012	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_hunters_of_kurnous_occupation_decision_treasure_hunt		0	1633455852	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_sack		0		0	wh2_dlc09_rogue_black_creek_raiders_occupation_decision_sack		0	1636300599	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_resettle		0	1644580143	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_dlc09_rogue_eyes_of_the_jungle_occupation_decision_sack		0	1646225429	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_black_spider_tribe_occupation_decision_resettle		0	1653456014	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_loot		0	1654677519	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_treasure_hunt		0	1655500920	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_do_nothing		0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_do_nothing		0	1662205812	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_treasure_hunt		0	1666688458	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_pirates_of_trantio_occupation_decision_colonise		0	1686826343	Colonise||Settle your troops.	colonise	0	1
occupation_decision_colonise		0		0	wh2_dlc09_rogue_black_creek_raiders_occupation_decision_colonise		0	169263530	Colonise||Settle your troops.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_black_spider_tribe_occupation_decision_raze_without_occupy		0	1706263105	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_colonise		0		0	wh2_main_sc_rogue_abominations_occupation_decision_colonise		0	1722183266	Colonise||Settle your troops.	colonise	0	1
occupation_decision_colonise		0		0	wh2_dlc09_rogue_pilgrims_of_myrmidia_occupation_decision_colonise		0	1726885913	Colonise||Settle your troops.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_celestial_storm_occupation_decision_occupy		0	17282989	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_loot		0	1741375880	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_college_of_pyrotechnics_occupation_decision_sack		0	1743729955	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_sack		0	1744087855	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_loot		0	174558334	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_do_nothing		0	175329851	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_treasure_hunt		0	1754768178	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_sack		0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_sack		0	1764888954	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_tor_elithis_occupation_decision_treasure_hunt		0	1771126560	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_tor_elithis_occupation_decision_colonise		0	1773140841	Colonise||Settle your troops.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_occupy		0	1775491988	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_occupy		0	178515110	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_black_spider_tribe_occupation_decision_treasure_hunt		0	1791445083	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_loot		0	1803832869	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_resettle		0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_resettle		0	1808714346	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_hunters_of_kurnous_occupation_decision_colonise		0	1821216631	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_do_nothing		0	1822456386	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_raze_without_occupy	wh_dlc08_bundle_god_slaanesh	0		0	wh_occupation_decision_norsca		0	1824195232	Raze for the Serpent||You raze this region and erect a monument to the Mighty Serpent.\n\nAttaining allegiance to this God will reward you with the following:\n\n[[col:green]]Level 1 - [[img:icon_upkeep]][[/img]]Upkeep: -10% for all units (all forces)\n\nLevel 2 - [[img:icon_army]][[/img]]Lord recruit rank: +5 (all provinces)[[/col]]\n\n[[col:yellow]]Level 3 - [[img:icon_god_snake]][[/img]]A specialist Chaos sorcerer, Kihar the Tormentor, will be recruited to fight for your faction[[/col]]	raze	-100	0
occupation_decision_resettle		0		0	wh2_main_sc_rogue_pirates_of_the_southern_ocean_occupation_decision_resettle		0	1825327019	Resettle||With no regions currently under your control you have the option to settle your army here.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_pirates_of_the_southern_ocean_occupation_decision_loot		0	1827423963	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_dlc09_rogue_pilgrims_of_myrmidia_occupation_decision_occupy		0	1834852874	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh_occupation_decision_norsca_occupy		0	1838434180	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_sack		0	184015622	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_treasure_hunt		0	1840895909	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_abominations_occupation_decision_treasure_hunt		0	1842488273	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_pirates_of_trantio_occupation_decision_do_nothing		0	1858477980	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_resettle		0		0	wh2_dlc09_rogue_dwellers_of_zardok_occupation_decision_resettle		0	1859704771	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_sack		0	1861824734	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_bernhoffs_brigands_occupation_decision_occupy		0	1871732775	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_colonise		0	1874397997	Colonise||Settle your troops.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_occupy		0	1877687819	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_wrath_of_nature_occupation_decision_resettle		0	1895038916	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_vauls_expedition_occupation_decision_sack		0	1897978920	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_treasure_hunt		0		0	wh2_dlc09_rogue_eyes_of_the_jungle_occupation_decision_treasure_hunt		0	189861589	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_resettle		0	1901422251	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_treasure_hunt		0	1914558271	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_loot		0	1916974677	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_raze_without_occupy		0	1929126504	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_loot		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_loot		0	1942353263	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_sack		0	1962817245	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_raze_without_occupy	wh_dlc08_bundle_god_khorne	0		0	wh_occupation_decision_norsca		0	1963655228	Raze for the Hound||You raze this region and erect a monument to the Great Hound.\n\nAttaining allegiance to this God will reward you with the following:\n\n[[col:green]]Level 1 - [[img:icon_weapon_damage]][[/img]]Weapon strength: +10% for melee infantry units (all forces)\n\nLevel 2 - [[img:icon_xp]][[/img]]Unit experience gain per turn: +100 (all forces)[[/col]]\n\n[[col:yellow]]Level 3 - [[img:icon_god_hound]][[/img]]A unique and extremely powerful Hellcannon unit, the Ice-Forged Legion, will become available for recruitment[[/col]].	raze	-100	0
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_do_nothing		0	1964012767	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_troll_skullz_occupation_decision_colonise		0	1966857726	Colonise||Settle your troops.	colonise	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_college_of_pyrotechnics_occupation_decision_resettle		0	1968527227	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_vauls_expedition_occupation_decision_colonise		0	197088902	Colonise||Settle your troops.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_loot		0	1972364658	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_celestial_storm_occupation_decision_raze_without_occupy		0	1974097622	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_resettle		0	1984548064	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_dlc09_rogue_pilgrims_of_myrmidia_occupation_decision_treasure_hunt		0	1985585985	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_colonise		0	1995518499	Colonise||Settle your troops.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_treasure_hunt		0	2001701324	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_treasure_hunt		0		0	wh2_dlc09_rogue_dwellers_of_zardok_occupation_decision_treasure_hunt		0	2013679529	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_abominations_occupation_decision_occupy		0	2017371061	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_stuff_snatchers_occupation_decision_sack		0	2048728336	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_occupy		0	2053788775	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_college_of_pyrotechnics_occupation_decision_colonise		0	2054849241	Colonise||Settle your troops.	colonise	0	1
occupation_decision_resettle		0		0	wh2_dlc09_rogue_black_creek_raiders_occupation_decision_resettle		0	2062600144	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_treasure_hunt		0	2064441370	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_colonise		0	2079314256	Colonise||Settle your troops.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_pirates_of_trantio_occupation_decision_treasure_hunt		0	2091577911	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_occupy		0		0	wh2_dlc09_rogue_dwellers_of_zardok_occupation_decision_occupy		0	2093904449	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_resettle		0	2102037769	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_wrath_of_nature_occupation_decision_raze_without_occupy		0	210831043	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_resettle		0	2108916292	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_dlc09_rogue_black_creek_raiders_occupation_decision_raze_without_occupy		0	2115816894	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_resettle		0	2135671210	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_stuff_snatchers_occupation_decision_treasure_hunt		0	2137520555	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_resettle		0	2141395194	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_raze_without_occupy		0	2143540270	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_colonise		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_colonise		0	23289940	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_do_nothing		0	241004773	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_jerrods_errantry_occupation_decision_resettle		0	273949402	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_treasure_hunt		0	286479405	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_celestial_storm_occupation_decision_loot		0	292009110	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_tor_elithis_occupation_decision_do_nothing		0	302336655	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_jerrods_errantry_occupation_decision_loot		0	3024063	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_resettle		0	309208588	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_do_nothing		0	310304338	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_do_nothing		0		0	wh2_dlc09_rogue_black_creek_raiders_occupation_decision_do_nothing		0	312540687	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_occupy		0	318302077	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_wrath_of_nature_occupation_decision_sack		0	32348480	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_vauls_expedition_occupation_decision_resettle		0	33010856	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_stuff_snatchers_occupation_decision_occupy		0	330701027	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_occupy		0		0	wh2_dlc09_rogue_eyes_of_the_jungle_occupation_decision_occupy		0	331678166	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_black_spider_tribe_occupation_decision_sack		0	337857139	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_colonise		0	338811607	Colonise||Settle your troops.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_college_of_pyrotechnics_occupation_decision_loot		0	344245101	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_occupy		0	347600671	Occupy||You occupy this settlement.	occupy	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_occupy		0	349035968	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh_occupation_decision_norsca_occupy_outpost		0	358483105	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_loot		0	360748892	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_occupy		0	362128600	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_sack		0	364882552	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_raze_without_occupy	wh_dlc07_occupation_bretonnia_chivalry_dummy_razing_humans	0		0	wh_occupation_decision_bretonnia_raze		0	367	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_dlc09_rogue_pilgrims_of_myrmidia_occupation_decision_resettle		0	37154126	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_college_of_pyrotechnics_occupation_decision_occupy		0	375938188	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_abominations_occupation_decision_resettle		0	379147647	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
