campaign_group_member_criteria_factions_tables	0
wh2_main_rogue_black_spider_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BlackSpiderTribe_&_OtherFactionGreenskin_&_Positive
wh2_main_rogue_black_spider_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BlackSpiderTribe_&_OtherFactionVamp
wh2_main_rogue_black_spider_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BlackSpiderTribe_&_OtherFactionVamp_&_Negative
wh2_main_rogue_black_spider_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BlackSpiderTribe_&_OtherFactionVamp_&_Positive
wh2_main_rogue_black_spider_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BlackSpiderTribe_&_Positive
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_Negative
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionBretonnia
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionBretonnia_&_Negative
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionBretonnia_&_Positive
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionChaos
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionChaos_&_Negative
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionChaos_&_Positive
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionDwarf
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionDwarf_&_Negative
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionDwarf_&_Positive
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionEmpire
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionEmpire_&_Negative
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionEmpire_&_Positive
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionGreenskin
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionGreenskin_&_Negative
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionGreenskin_&_Positive
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionVamp
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionVamp_&_Negative
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_OtherFactionVamp_&_Positive
wh2_main_rogue_boneclubbers_tribe	diplomacy_FactionGroup_Rogue_GRN_Faction_BoneclubbersTribe_&_Positive
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_Negative
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionBretonnia
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionBretonnia_&_Negative
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionBretonnia_&_Positive
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionChaos
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionChaos_&_Negative
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionChaos_&_Positive
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionDwarf
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionDwarf_&_Negative
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionDwarf_&_Positive
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionEmpire
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionEmpire_&_Negative
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionEmpire_&_Positive
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionGreenskin
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionGreenskin_&_Negative
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionGreenskin_&_Positive
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionVamp
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionVamp_&_Negative
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_OtherFactionVamp_&_Positive
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	diplomacy_FactionGroup_Rogue_GRN_Faction_BoyzOfTheForbiddenCoast_&_Positive
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_Negative
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionBretonnia
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionBretonnia_&_Negative
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionBretonnia_&_Positive
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionChaos
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionChaos_&_Negative
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionChaos_&_Positive
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionDwarf
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionDwarf_&_Negative
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionDwarf_&_Positive
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionEmpire
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionEmpire_&_Negative
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionEmpire_&_Positive
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionGreenskin
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionGreenskin_&_Negative
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionGreenskin_&_Positive
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionVamp
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionVamp_&_Negative
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_OtherFactionVamp_&_Positive
wh2_main_rogue_mangy_houndz	diplomacy_FactionGroup_Rogue_GRN_Faction_MangyHoundz_&_Positive
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_Negative
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionBretonnia
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionBretonnia_&_Negative
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionBretonnia_&_Positive
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionChaos
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionChaos_&_Negative
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionChaos_&_Positive
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionDwarf
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionDwarf_&_Negative
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionDwarf_&_Positive
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionEmpire
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionEmpire_&_Negative
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionEmpire_&_Positive
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionGreenskin
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionGreenskin_&_Negative
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionGreenskin_&_Positive
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionVamp
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionVamp_&_Negative
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_OtherFactionVamp_&_Positive
wh2_main_rogue_stuff_snatchers	diplomacy_FactionGroup_Rogue_GRN_Faction_StuffSnatchers_&_Positive
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_Negative
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionBretonnia
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionBretonnia_&_Negative
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionBretonnia_&_Positive
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionChaos
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionChaos_&_Negative
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionChaos_&_Positive
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionDwarf
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionDwarf_&_Negative
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionDwarf_&_Positive
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionEmpire
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionEmpire_&_Negative
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionEmpire_&_Positive
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionGreenskin
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionGreenskin_&_Negative
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionGreenskin_&_Positive
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionVamp
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionVamp_&_Negative
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_OtherFactionVamp_&_Positive
wh2_main_rogue_teef_snatchaz	diplomacy_FactionGroup_Rogue_GRN_Faction_TeefSnatchaz_&_Positive
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_Negative
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionBretonnia
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionBretonnia_&_Negative
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionBretonnia_&_Positive
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionChaos
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionChaos_&_Negative
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionChaos_&_Positive
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionDwarf
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionDwarf_&_Negative
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionDwarf_&_Positive
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionEmpire
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionEmpire_&_Negative
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionEmpire_&_Positive
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionGreenskin
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionGreenskin_&_Negative
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionGreenskin_&_Positive
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionVamp
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionVamp_&_Negative
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_OtherFactionVamp_&_Positive
wh2_main_rogue_troll_skullz	diplomacy_FactionGroup_Rogue_GRN_Faction_TrollSkullz_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBeastmen
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBeastmen_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBeastmen_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBretonnia
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBretonnia_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionBretonnia_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionChaos
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionChaos_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionChaos_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDarkElves
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDarkElves_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDarkElves_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDwarf
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDwarf_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionDwarf_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionEmpire
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionEmpire_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionEmpire_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionGreenskin
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionGreenskin_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionGreenskin_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionHighElves
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionHighElves_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionHighElves_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionLizardmen
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionLizardmen_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionLizardmen_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionSkaven
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionSkaven_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionSkaven_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionTombKings
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionTombKings_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionTombKings_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionVamp
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionVamp_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionVamp_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionWoodElves
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionWoodElves_&_Negative
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_OtherFactionWoodElves_&_Positive
wh2_main_rogue_hef_tor_elithis	diplomacy_FactionGroup_Rogue_HE_Faction_TorElithis_&_Positive
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_Negative
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBeastmen
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBeastmen_&_Negative
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBeastmen_&_Positive
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBretonnia
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBretonnia_&_Negative
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionBretonnia_&_Positive
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionChaos
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionChaos_&_Negative
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionChaos_&_Positive
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDarkElves
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDarkElves_&_Negative
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDarkElves_&_Positive
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDwarf
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDwarf_&_Negative
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionDwarf_&_Positive
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionEmpire
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionEmpire_&_Negative
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionEmpire_&_Positive
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionGreenskin
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionGreenskin_&_Negative
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionGreenskin_&_Positive
wh2_main_rogue_vauls_expedition	diplomacy_FactionGroup_Rogue_HE_Faction_VaulsExpedition_&_OtherFactionHighElves
