building_level_armed_citizenry_junctions_tables	1
wh_main_dwf_outpostnorsca_minor_1	133280392	wh_main_dwf_inf_miners_0
wh2_main_special_settlement_skavenblight_cst_4	1332947989	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_rogue_outpostnorsca_major_coast_1	1333179814	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_special_settlement_naggarond_cst_4	1333191099	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_rogue_outpostnorsca_minor_coast_2	1333319793	wh_main_vmp_mon_crypt_horrors
wh2_main_hef_settlement_major_5	1333527392	wh2_main_hef_cha_noble_0
wh2_main_rogue_outpostnorsca_minor_coast_2	1333793993	wh_main_chs_mon_chaos_warhounds_1
wh2_main_special_settlement_hexoatl_skv_4	1333819173	wh2_main_skv_inf_death_runners_0
wh2_main_special_settlement_the_awakening_emp_2	1333865491	wh_main_emp_inf_spearmen_1
wh_main_emp_outpostnorsca_minor_1	133391385	wh_main_emp_inf_swordsmen
wh2_main_special_settlement_khemri_def_5	1333933089	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_special_settlement_miragliano_norsca_4	133404960	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_rogue_settlement_minor_coast_2	1334494613	wh_main_emp_cav_outriders_0
wh2_dlc09_special_settlement_pyramid_of_nagash_def_2	1334568967	wh2_main_def_inf_bleakswords_0
wh2_main_special_settlement_gaean_vale_savage_1	1334639299	wh_main_grn_inf_savage_orc_arrer_boyz
wh_main_brt_worship_3	1334719520	wh_main_brt_cha_damsel_0
wh2_main_special_settlement_the_awakening_dwf_1	1334742557	wh_main_dwf_inf_dwarf_warrior_0
wh2_main_rogue_settlement_major_coast_1	1334776316	wh_main_emp_inf_spearmen_1
wh2_main_special_settlement_lahmia_lzd_1	1334813017	wh2_main_lzd_inf_skink_cohort_0
wh2_dlc09_special_settlement_khemri_tmb_5	1334958400	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_rogue_settlement_major_coast_1	1335081292	wh2_main_hef_art_eagle_claw_bolt_thrower
wh_dlc05_special_settlement_skavenblight_1_wef	1335437602	wh_dlc05_wef_treeman
wh2_main_special_settlement_hellpit_other_4	1335439921	wh2_main_def_cha_death_hag_0
wh2_main_rogue_settlement_minor_3	1335512208	wh_main_chs_cav_chaos_knights_0
wh_main_savage_outpostnorsca_minor_1_coast	1335520328	wh_main_grn_inf_savage_orcs
wh2_main_special_settlement_colony_minor_other_3	1336067439	wh_main_vmp_mon_dire_wolves
wh2_main_special_settlement_athel_loren_grn_1	1336082262	wh_main_grn_inf_orc_boyz
wh2_main_special_settlement_sartosa_emp_5	1336380004	wh_main_emp_inf_greatswords
wh2_main_rogue_outpostnorsca_major_1	1336703710	wh_main_chs_mon_chaos_spawn
wh2_main_special_fortress_gate_unicorn_cst_5	1336825735	wh2_dlc11_cst_mon_mournguls_0
wh_main_grn_outpostnorsca_major_3_coast_skarsnik	1337003287	wh_main_grn_inf_goblin_spearmen
wh2_main_rogue_settlement_minor_coast_2	1337321201	wh_dlc05_wef_mon_treekin_0
wh_main_brt_walls_3	1337354790	wh_main_brt_cav_pegasus_knights
wh2_dlc11_special_settlement_galleons_graveyard_3	133736670	wh2_dlc11_cst_inf_depth_guard_1
wh_main_grn_outpostnorsca_major_1	1337431279	wh_main_grn_inf_goblin_spearmen
wh2_main_special_settlement_the_awakening_vmp_5	1337444705	wh_main_vmp_cha_vampire_0
wh2_main_rogue_settlement_minor_coast_2	1337466221	wh_main_dwf_inf_irondrakes_2
wh2_main_special_settlement_lahmia_brt_2	1337530708	wh_main_brt_cav_mounted_yeomen_0
wh2_main_special_settlement_athel_loren_grn_4	1337728353	wh_main_grn_inf_night_goblins
wh2_main_skv_outpostnorsca_major_1_coast	1337740982	wh2_main_skv_inf_skavenslaves_0
wh2_main_special_settlement_karaz_a_karak_cst_4	1337839792	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_rogue_settlement_minor_coast_3	1337867438	wh_main_grn_inf_goblin_spearmen
wh2_main_rogue_settlement_minor_coast_1	1337936378	wh_dlc06_grn_inf_squig_explosive_0
wh_main_special_settlement_karaz_a_karak_1_norsca	1337970091	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_special_settlement_hexoatl_other_lzd_2	1337992887	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_fortress_gate_eagle_untainted_5	1338378981	wh2_dlc09_tmb_mon_ushabti_0
wh2_main_special_settlement_gaean_vale_vmp_4	1338383861	wh_main_vmp_inf_crypt_ghouls
wh2_dlc09_special_settlement_naggarond_tmb_4	1338727425	wh2_dlc09_tmb_mon_tomb_scorpion_0
wh2_main_special_settlement_athel_loren_savage_3	1338972901	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_special_settlement_sartosa_emp_3	133900967	wh_main_emp_inf_halberdiers
wh2_main_rogue_outpostnorsca_minor_1	1339013459	wh_main_grn_mon_arachnarok_spider_0
wh_main_vmp_outpostnorsca_minor_3_coast	1339013771	wh_main_vmp_inf_zombie
wh2_main_special_settlement_itza_norsca_1	1339021199	wh_main_nor_inf_chaos_marauders_0
wh2_dlc09_special_settlement_altdorf_tmb_2	1339105812	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_dlc11_vampirecoast_settlement_major_coast_5	1339550714	wh2_dlc11_cst_inf_depth_guard_0
wh2_dlc11_cst_outpostnorsca_minor_3_coast	1339661836	wh2_dlc11_cst_cav_deck_droppers_0
wh2_main_special_settlement_the_awakening_hef_2	1339798020	wh2_main_hef_inf_lothern_sea_guard_0
wh2_main_special_settlement_altdorf_cst_1	1339801129	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_dlc09_tmb_settlement_major_5	1339830614	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_dlc09_special_settlement_karaz_a_karak_tmb_5	1339861775	wh2_dlc09_tmb_art_screaming_skull_catapult_0
wh2_main_rogue_settlement_minor_coast_3	1340084634	wh_main_grn_cav_forest_goblin_spider_riders_1
wh2_main_rogue_settlement_minor_1	1340220619	wh_main_vmp_inf_crypt_ghouls
wh2_main_special_settlement_sartosa_dwf_5	1340644356	wh_main_dwf_inf_longbeards_1
wh2_main_rogue_settlement_minor_coast_1	1340663905	wh2_main_skv_mon_rat_ogres
wh2_main_special_fortress_gate_phoenix_untainted_3	1340745102	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_main_special_settlement_colony_minor_other_3	1340924429	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_rogue_settlement_major_2	1341020698	wh_dlc03_bst_inf_cygor_0
wh2_main_special_settlement_eight_peaks_skv_1	1341040585	wh2_main_skv_inf_stormvermin_0
wh2_main_special_settlement_colony_minor_hef_2	1341320696	wh2_main_hef_inf_spearmen_0
wh2_dlc09_special_settlement_black_crag_tmb_5	1341806904	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_main_special_settlement_skavenblight_norsca_3	1341836038	wh_main_nor_inf_chaos_marauders_0
wh2_main_special_settlement_khemri_dwf_1	1341838261	wh_main_dwf_inf_dwarf_warrior_0
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_5	1342154796	wh2_main_skv_inf_stormvermin_0
wh_dlc05_wef_settlement_major_5_coast	1342233604	wh_dlc05_wef_cha_waystalker_0
wh2_dlc11_cst_outpostnorsca_minor_2	1342265337	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_main_special_settlement_skavenblight_other_4	1342353769	wh_main_emp_inf_halberdiers
wh2_main_special_settlement_the_awakening_tmb_4	1342381891	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_main_special_settlement_miragliano_norsca_4	1342420409	wh_dlc08_nor_cha_skin_wolf_werekin_0
wh2_main_special_settlement_gaean_vale_brt_1	1342521122	wh_main_brt_inf_spearmen_at_arms
wh_main_special_settlement_karaz_a_karak_2_norsca	1342777211	wh_dlc08_nor_inf_marauder_champions_0
wh2_dlc11_cst_outpostnorsca_major_2_coast	1342948623	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_settlement_altdorf_norsca_5	134393135	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_special_settlement_colony_major_wef_2	1343958230	wh_dlc05_wef_cav_hawk_riders_0
wh2_main_special_settlement_athel_loren_lzd_3	1343979402	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_yvresse_amphitheatre_def	1343995756	wh2_main_def_inf_witch_elves_0
wh2_main_special_settlement_sartosa_grn_5	1344259931	wh_main_grn_inf_night_goblin_fanatics
wh2_main_special_fortress_gate_unicorn_untainted_1	1344374981	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_dlc09_special_settlement_khemri_tmb_4	1344484764	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_main_rogue_outpostnorsca_minor_1	1344667900	wh_dlc06_grn_inf_squig_herd_0
wh2_main_special_settlement_the_awakening_dwf_4	1344691702	wh_main_dwf_inf_quarrellers_0
wh2_main_special_fortress_gate_eagle_cst_5	1344720555	wh2_dlc11_cst_mon_rotting_prometheans_0
wh2_main_special_fortress_gate_griffon_cst_5	1344943850	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_special_settlement_the_awakening_skv_2	1345099064	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_the_awakening_grn_2	1345102394	wh_main_grn_inf_orc_arrer_boyz
wh2_dlc11_cst_outpostnorsca_major_4_coast	134511350	wh2_dlc11_cst_inf_syreens
wh2_main_special_settlement_miragliano_skv_3	1345124792	wh2_main_skv_inf_death_runners_0
wh_main_nor_settlement_major_5	134513957	wh_dlc08_nor_inf_marauder_berserkers_0
wh2_main_special_settlement_lothern_skv_1	1345314002	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_lothern_cst_5	1345547692	wh2_dlc11_cst_inf_syreens
wh2_main_special_settlement_couronne_savage_3	1345560284	wh_main_grn_cha_goblin_big_boss_0
wh2_main_special_settlement_couronne_norsca_2	1345571760	wh_main_nor_inf_chaos_marauders_0
wh_main_grn_settlement_major_5_coast	1345815075	wh_main_grn_cha_goblin_big_boss_0
wh2_main_special_settlement_naggarond_norsca_5	1345854964	wh_main_nor_inf_chaos_marauders_0
wh_main_special_settlement_black_crag_2_norsca	1346169219	wh_main_nor_inf_chaos_marauders_0
wh2_dlc09_special_settlement_black_crag_tmb_5	1346192393	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_the_awakening_hef_3	1346228051	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_special_settlement_khemri_lzd_1	1346500794	wh2_main_lzd_inf_skink_cohort_0
wh2_main_rogue_outpostnorsca_major_2	1346816051	wh_main_emp_cav_outriders_0
wh2_main_special_settlement_skavenblight_other_2	1346837236	wh_main_dwf_inf_quarrellers_0
wh_main_special_settlement_eight_peaks_5_norsca	1346933786	wh_dlc08_nor_inf_marauder_berserkers_0
wh2_main_rogue_settlement_major_2	1347104787	wh_dlc04_emp_inf_free_company_militia_0
wh2_dlc09_tmb_settlement_minor_coast_2	1347127045	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_1	134717502	wh_main_dwf_inf_quarrellers_0
wh2_main_special_settlement_colony_major_other_3	1347242382	wh2_dlc09_tmb_inf_skeleton_archers_0
wh_main_emp_settlement_major_4_coast	1347304745	wh_main_emp_cha_captain_0
wh2_main_special_settlement_kislev_cst_2	1347379192	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_lzd_defence_norsca_1	134748376	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_rogue_settlement_major_coast_1	1347492368	wh_dlc06_grn_inf_squig_explosive_0
wh2_main_special_fortress_gate_eagle_cst_3	1347556876	wh2_dlc11_cst_inf_depth_guard_0
wh2_main_special_settlement_naggarond_lzd_3	1347636024	wh2_main_lzd_inf_skink_cohort_1
wh2_dlc09_special_settlement_gaean_vale_tmb_3	1347685322	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_dlc09_special_settlement_kislev_tmb_1	1347785289	wh2_dlc09_tmb_inf_skeleton_archers_0
wh_main_dwf_outpostnorsca_major_4	1348026787	wh_main_dwf_inf_quarrellers_0
wh2_main_rogue_settlement_minor_2	1348130884	wh_main_emp_inf_handgunners
wh2_main_special_settlement_the_awakening_vmp_3	1348184164	wh_main_vmp_inf_crypt_ghouls
wh2_main_skv_outpostnorsca_minor_1_coast	1348675712	wh2_main_skv_inf_night_runners_0
wh2_main_special_silver_hall	1348712483	wh_main_dwf_cha_thane
wh2_main_special_settlement_athel_loren_savage_2	1348808221	wh_main_grn_inf_savage_orcs
wh2_main_special_settlement_sartosa_emp_1	1348819243	wh_main_emp_inf_spearmen_0
wh2_main_rogue_outpostnorsca_major_coast_1	1349104820	wh2_main_hef_inf_archers_0
wh2_main_special_settlement_the_awakening_lzd_4	1349294853	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_settlement_the_awakening_vmp_4	1349364506	wh_main_vmp_mon_fell_bats
wh2_main_special_settlement_altdorf_norsca_1	1349383322	wh_dlc08_nor_inf_marauder_champions_0
wh_main_grn_outpostnorsca_major_4_skarsnik	1349735670	wh_main_grn_inf_night_goblins
wh2_main_special_settlement_itza_hef_2	134975509	wh2_main_hef_inf_spearmen_0
wh2_dlc09_special_settlement_miragliano_tmb_5	1349755859	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_main_rogue_settlement_minor_3	1350000498	wh_main_brt_cav_mounted_yeomen_0
wh2_main_special_settlement_kislev_norsca_5	135044798	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_rogue_settlement_minor_3	135067228	wh_dlc05_bst_mon_harpies_0
wh2_main_special_settlement_itza_cst_4	1350703851	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_rogue_outpostnorsca_minor_coast_3	13507473	wh_main_chs_cav_chaos_knights_0
wh2_main_special_settlement_athel_loren_rogue_1	1351017083	wh2_main_hef_inf_archers_1
wh2_main_rogue_outpostnorsca_major_coast_3	1351063353	wh2_main_def_inf_shades_2
wh2_main_rogue_settlement_minor_coast_2	1351138965	wh_main_brt_art_field_trebuchet
wh2_main_rogue_outpostnorsca_major_1	1351210312	wh_main_vmp_cav_black_knights_3
wh2_main_special_settlement_athel_loren_rogue_1	1351217676	wh_main_dwf_veh_gyrobomber
wh2_main_special_settlement_hellpit_other_1	1351382723	wh_main_grn_inf_orc_boyz
wh2_dlc11_cst_outpostnorsca_major_1_coast	1351562075	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh2_main_rogue_outpostnorsca_major_coast_2	1351587973	wh_main_dwf_inf_irondrakes_2
wh2_main_special_settlement_naggarond_norsca_1	1351635746	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_rogue_outpostnorsca_major_coast_1	1351726179	wh_main_chs_cav_chaos_knights_1
wh2_dlc09_special_settlement_altdorf_tmb_5	1351875412	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_main_rogue_outpostnorsca_minor_2	1351894610	wh2_main_skv_inf_gutter_runners_1
wh2_main_special_fortress_gate_eagle_untainted_4	1352055925	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_main_lzd_outpostnorsca_major_2_coast	1352205095	wh2_main_lzd_inf_skink_cohort_0
wh_dlc05_special_settlement_hellpit_1_wef	1352309630	wh_dlc05_wef_cav_hawk_riders_0
wh2_main_special_settlement_hellpit_other_2	1352357886	wh_main_grn_inf_goblin_spearmen
wh_main_grn_outpostnorsca_major_2	1352408047	wh_main_grn_inf_goblin_spearmen
wh2_main_rogue_outpostnorsca_major_coast_3	1352451003	wh_main_emp_inf_spearmen_1
wh2_main_rogue_settlement_major_coast_1	1352790142	wh_main_emp_cav_outriders_1
wh2_main_rogue_settlement_major_2	1352834546	wh_main_grn_inf_black_orcs
wh_main_special_settlement_couronne_5_brt	1353153013	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_hellpit_5	1353164207	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_itza_other_lzd_1	1353627683	wh2_main_lzd_inf_skink_cohort_0
wh2_dlc09_special_settlement_altdorf_tmb_5	1353639270	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_castle_drakenhof_norsca_4	1353676277	wh_dlc08_nor_mon_chaos_ice_trolls
wh2_main_rogue_settlement_major_1	1353837738	wh_main_grn_inf_black_orcs
wh2_main_special_settlement_hellpit_other_4	1353854066	wh_main_emp_inf_halberdiers
wh2_main_special_fortress_gate_griffon_cst_5	1353897222	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_special_fortress_gate_phoenix_untainted_4	135396678	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_main_special_settlement_naggarond_lzd_3	1354070764	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_rogue_settlement_major_1	135413641	wh_main_vmp_inf_crypt_ghouls
wh2_main_special_fortress_gate_unicorn_cst_5	1354188456	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_settlement_lahmia_lzd_5	1354214855	wh2_main_lzd_mon_ancient_stegadon
wh_main_grn_outpostnorsca_major_4_wurrzag	1354774498	wh_main_grn_inf_savage_orcs
wh_main_vmp_outpostnorsca_major_3_coast	1354986273	wh_main_vmp_inf_zombie
wh_main_grn_outpostnorsca_major_5_coast_skarsnik	1355163211	wh_main_grn_inf_night_goblins
wh2_main_special_settlement_lothern_lzd_5	1355228668	wh2_main_lzd_mon_kroxigors
wh2_dlc09_special_settlement_eight_peaks_tmb_3	1355281706	wh2_dlc09_tmb_inf_tomb_guard_0
wh_dlc05_special_settlement_skavenblight_1_wef	1355432062	wh_dlc05_wef_mon_great_eagle_0
wh2_main_special_smithys_tavern	1355565727	wh_dlc04_emp_inf_free_company_militia_0
wh2_main_rogue_settlement_minor_2	1355633075	wh_main_emp_art_helstorm_rocket_battery
wh2_main_rogue_settlement_major_coast_3	1355651374	wh_main_chs_cav_marauder_horsemen_1
wh2_main_special_settlement_khemri_hef_5	1355873146	wh2_main_hef_inf_lothern_sea_guard_1
wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_2	1355990985	wh_main_nor_mon_chaos_trolls
wh2_main_special_settlement_lahmia_vmp_2	1356158157	wh_main_vmp_inf_skeleton_warriors_1
wh_main_brt_settlement_major_5	1356270647	wh_main_brt_cha_paladin_0
wh2_main_special_settlement_khemri_lzd_4	1356286681	wh2_main_lzd_inf_skink_cohort_1
wh2_main_hef_settlement_minor_3_coast	1356296666	wh2_main_hef_cha_noble_0
wh_main_special_settlement_couronne_4_brt	1356364500	wh_main_brt_cav_pegasus_knights
wh2_main_special_fortress_gate_griffon_cst_3	1356810255	wh2_dlc11_cst_inf_depth_guard_1
wh_main_savage_outpostnorsca_major_3	1356825814	wh_main_grn_inf_savage_orc_big_uns
wh2_main_special_settlement_miragliano_skv_2	1356916445	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_gaean_vale_norsca_3	1357098006	wh_main_nor_inf_chaos_marauders_1
wh2_main_special_settlement_lahmia_skv_4	1357219862	wh2_main_skv_inf_stormvermin_0
wh2_main_special_settlement_hellpit_4	1357341181	wh2_main_skv_inf_plague_monk_censer_bearer
wh2_main_rogue_outpostnorsca_minor_coast_2	1357429586	wh2_main_hef_inf_archers_0
wh2_main_special_settlement_skavenblight_other_3	1357487957	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_dlc09_special_settlement_lahmia_tmb_3	1357488316	wh2_dlc09_tmb_inf_tomb_guard_0
wh_dlc05_special_settlement_gaean_vale_3_wef	1357746591	wh_dlc05_wef_cha_waystalker_0
wh2_main_special_settlement_gaean_vale_emp_2	1357800394	wh_main_emp_inf_crossbowmen
wh2_dlc09_tmb_settlement_major_coast_5	1357821281	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_main_rogue_settlement_minor_3	1357889383	wh_dlc07_brt_inf_grail_reliquae_0
wh2_dlc09_special_settlement_khemri_tmb_2	1357898801	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_tmb_outpostnorsca_minor_2_coast	1357932949	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_dlc11_vampirecoast_settlement_minor_coast_1	1358051658	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh_main_special_settlement_black_crag_2_norsca	1358299598	wh_main_nor_inf_chaos_marauders_0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_1	1358508564	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_colony_minor_other_2	1358548137	wh_main_dwf_inf_dwarf_warrior_0
wh2_main_special_settlement_skavenblight_other_2	1358563899	wh_main_vmp_inf_skeleton_warriors_1
wh2_main_special_settlement_miragliano_norsca_5	1358655001	wh_main_nor_inf_chaos_marauders_1
wh2_main_special_settlement_karaz_a_karak_emp_5	1358678842	wh_main_emp_cha_captain_0
wh2_main_special_fortress_gate_griffon_untainted_1	1358836498	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_dlc09_tmb_settlement_major_coast_4	13589113	wh2_dlc09_tmb_inf_nehekhara_warriors_0
wh2_main_special_settlement_black_crag_cst_5	1359085906	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_rogue_settlement_major_coast_2	1359276343	wh_dlc01_chs_mon_trolls_1
wh2_main_special_settlement_khemri_norsca_5	1359290826	wh_dlc08_nor_mon_chaos_ice_trolls
wh2_main_special_settlement_black_crag_skv_4	1359431731	wh2_main_skv_inf_stormvermin_0
wh2_main_special_settlement_colony_major_other_4	1359438306	wh_main_vmp_inf_grave_guard_0
wh2_dlc11_cst_outpostnorsca_major_3	1359530265	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_main_special_settlement_couronne_hef_3	1359612517	wh2_main_hef_cha_noble_0
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_1	1359677396	wh2_main_skv_inf_skavenslaves_0
wh2_main_special_settlement_gaean_vale_vmp_3	1359713810	wh_main_vmp_inf_crypt_ghouls
wh2_main_rogue_settlement_minor_1	1359827452	wh2_main_skv_inf_gutter_runner_slingers_1
wh_main_savage_outpostnorsca_minor_3_coast	1359863107	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_special_settlement_skavenblight_other_4	1359968363	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_main_rogue_settlement_major_coast_2	1360004402	wh_main_dwf_inf_hammerers
wh_main_vmp_outpostnorsca_major_4_coast	1360177002	wh_main_vmp_inf_grave_guard_0
wh2_main_special_settlement_skavenblight_other_4	1360234939	wh2_main_def_inf_black_guard_0
wh2_main_special_settlement_drakenhof_cst_3	1360435694	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_settlement_skavenblight_other_2	1360479878	wh_main_vmp_inf_zombie
wh2_main_special_settlement_athel_loren_grn_4	1360686043	wh_main_grn_inf_orc_big_uns
wh2_main_rogue_settlement_minor_2	1360696215	wh_dlc05_wef_mon_treekin_0
wh2_main_special_settlement_hellpit_2	1360699304	wh2_main_skv_inf_night_runners_1
wh2_main_special_settlement_the_awakening_wef_3	1360708139	wh_dlc05_wef_inf_glade_guard_2
wh2_main_special_settlement_skavenblight_cst_3	1360800493	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_rogue_settlement_minor_coast_2	1360801730	wh2_main_hef_inf_spearmen_0
wh2_main_hef_outpostnorsca_minor_2_coast	136088216	wh2_main_hef_inf_spearmen_0
wh_main_brt_outpostnorsca_major_5	1361086197	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_skavenblight_other_2	1361213843	wh2_main_hef_inf_spearmen_0
wh2_main_special_settlement_the_awakening_brt_2	1361500950	wh_main_brt_cav_mounted_yeomen_0
wh2_main_special_fortress_gate_griffon_cst_5	1361554938	wh2_dlc11_cst_mon_bloated_corpse_0
wh_main_brt_outpostnorsca_major_5	1361634678	wh_dlc07_brt_inf_spearmen_at_arms_1
wh2_main_special_settlement_colony_major_other_5	1361710013	wh_main_vmp_inf_grave_guard_0
wh2_main_def_outpostnorsca_major_2_coast	1361885025	wh2_main_def_inf_darkshards_1
wh2_main_special_settlement_the_awakening_skv_3	1362064804	wh2_main_skv_cha_warlock_engineer
wh2_dlc09_special_settlement_black_crag_tmb_1	1362108762	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_main_rogue_settlement_major_2	1362133845	wh_dlc01_chs_cav_gorebeast_chariot
wh2_dlc09_tmb_settlement_minor_1	1362493417	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh_dlc05_special_settlement_gaean_vale_2_wef	136281830	wh_dlc05_wef_cav_hawk_riders_0
wh2_main_special_settlement_colony_major_other_4	1362909559	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_dlc09_special_settlement_itza_tmb_1	1363035404	wh2_dlc09_tmb_inf_skeleton_archers_0
wh_main_special_settlement_couronne_3_brt	1363164228	wh_main_brt_cha_paladin_0
wh2_main_rogue_settlement_minor_coast_3	136320390	wh_main_brt_art_field_trebuchet
wh2_dlc09_special_black_tower_of_arkhan_other	1363263911	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_main_special_pyramid_of_nagash_vmp	1363317127	wh_main_vmp_inf_grave_guard_1
wh2_main_special_fortress_gate_griffon_cst_5	1363328810	wh2_dlc11_cst_mon_mournguls_0
wh2_main_rogue_outpostnorsca_major_3	1363507383	wh_main_chs_mon_chaos_spawn
wh2_main_rogue_settlement_major_1	1363800292	wh_dlc04_emp_inf_free_company_militia_0
wh2_main_special_fortress_gate_eagle_untainted_5	1363816635	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_athel_loren_cst_5	13639327	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_rogue_outpostnorsca_minor_1	13640341	wh_dlc05_wef_inf_dryads_0
wh2_main_rogue_settlement_major_2	1364233966	wh_main_brt_cav_knights_of_the_realm
wh2_main_special_settlement_kislev_skv_4	1364308594	wh2_main_skv_cha_warlock_engineer
wh2_dlc09_special_settlement_pyramid_of_nagash_def_1	1364348528	wh2_main_def_inf_dreadspears_0
wh2_main_rogue_outpostnorsca_major_coast_2	136443775	wh_main_vmp_mon_crypt_horrors
wh_main_grn_outpostnorsca_minor_1_wurrzag	136444090	wh_main_grn_inf_savage_orcs
wh2_main_rogue_outpostnorsca_major_2	1364698236	wh_main_dwf_veh_gyrobomber
wh2_main_special_settlement_athel_loren_skv_2	1364856412	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_sartosa_cst_2	1364878668	wh2_dlc11_cst_inf_depth_guard_0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_2	1364910225	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_sartosa_hef_4	1364939828	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_lzd_outpostnorsca_minor_2_coast	1364963972	wh2_main_lzd_cav_cold_one_spearmen_0
wh2_dlc11_vampirecoast_defence_walls_1	136498324	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_dlc11_vampirecoast_settlement_major_2	1365007788	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_settlement_skavenblight_cst_1	1365146956	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh2_main_special_settlement_gaean_vale_def_1	1365229969	wh2_main_def_inf_darkshards_0
wh2_dlc09_special_settlement_eight_peaks_tmb_1	1365231413	wh2_dlc09_tmb_inf_skeleton_archers_0
wh_dlc05_special_settlement_gaean_vale_2_wef	1365286834	wh_dlc05_wef_inf_glade_guard_2
wh2_main_special_ellyrian_stables	1365423954	wh2_main_hef_cav_ellyrian_reavers_1
