main_units_tables	36
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
	-1	hero	1	false	wh2_main_def_cha_sorceress_dark_1	1	0	450	wh_main_shp_transport	1	1	1	0	1100			wh2_main_def_cha_sorceress_dark_1	275	heavy		false	false	0	11896	false		wh2_main_vo_culture_Dark_Elves	wh2_main_wizard_dark	wh2_main_wizard_dark	0	true	emp_general_foot	wh2_main_cam_mnt_def_dark_steed	true	false		450	0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_def_cha_sorceress_dark_2	1	0	600	wh_main_shp_transport	1	1	1	0	1400			wh2_main_def_cha_sorceress_dark_2	350	heavy		false	false	0	12392	false		wh2_main_vo_culture_Dark_Elves	wh2_main_wizard_dark	wh2_main_wizard_dark	0	true	emp_general_foot	wh2_main_cam_mnt_def_cold_one	true	false		600	0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_def_cha_sorceress_dark_3	1	0	850	wh_main_shp_transport	1	1	1	0	1500			wh2_main_def_cha_sorceress_dark_3	375	heavy		false	false	0	13086	false		wh2_main_vo_culture_Dark_Elves	wh2_main_wizard_dark	wh2_main_wizard_dark	0	true	emp_general_foot	wh2_main_cam_mnt_def_dark_pegasus	true	false		850	0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_def_cha_sorceress_fire_0	1	0	300	wh_main_shp_transport	1	1	1	0	1000			wh2_main_def_cha_sorceress_fire_0	250	heavy		false	false	0	13229	false		wh2_main_vo_culture_Dark_Elves	wizard_fire	wizard_fire	0	true	emp_general_foot		true	false		300	0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_def_cha_sorceress_fire_1	1	0	450	wh_main_shp_transport	1	1	1	0	1100			wh2_main_def_cha_sorceress_fire_1	275	heavy		false	false	0	13235	false		wh2_main_vo_culture_Dark_Elves	wizard_fire	wizard_fire	0	true	emp_general_foot	wh2_main_cam_mnt_def_dark_steed	true	false		450	0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_def_cha_sorceress_fire_2	1	0	600	wh_main_shp_transport	1	1	1	0	1400			wh2_main_def_cha_sorceress_fire_2	350	heavy		false	false	0	13238	false		wh2_main_vo_culture_Dark_Elves	wizard_fire	wizard_fire	0	true	emp_general_foot	wh2_main_cam_mnt_def_cold_one	true	false		600	0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_def_cha_sorceress_fire_3	1	0	850	wh_main_shp_transport	1	1	1	0	1500			wh2_main_def_cha_sorceress_fire_3	375	heavy		false	false	0	13239	false		wh2_main_vo_culture_Dark_Elves	wizard_fire	wizard_fire	0	true	emp_general_foot	wh2_main_cam_mnt_def_dark_pegasus	true	false		850	0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_def_cha_sorceress_shadow_0	1	0	300	wh_main_shp_transport	1	1	1	0	1000			wh2_main_def_cha_sorceress_shadow_0	250	heavy		false	false	0	13204	false		wh2_main_vo_culture_Dark_Elves	wizard_shadows	wizard_shadows	0	true	emp_general_foot		true	false		300	0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_def_cha_sorceress_shadow_1	1	0	450	wh_main_shp_transport	1	1	1	0	1100			wh2_main_def_cha_sorceress_shadow_1	275	heavy		false	false	0	13209	false		wh2_main_vo_culture_Dark_Elves	wizard_shadows	wizard_shadows	0	true	emp_general_foot	wh2_main_cam_mnt_def_dark_steed	true	false		450	0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_def_cha_sorceress_shadow_2	1	0	600	wh_main_shp_transport	1	1	1	0	1400			wh2_main_def_cha_sorceress_shadow_2	350	heavy		false	false	0	13216	false		wh2_main_vo_culture_Dark_Elves	wizard_shadows	wizard_shadows	0	true	emp_general_foot	wh2_main_cam_mnt_def_cold_one	true	false		600	0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_def_cha_sorceress_shadow_3	1	0	850	wh_main_shp_transport	1	1	1	0	1500			wh2_main_def_cha_sorceress_shadow_3	375	heavy		false	false	0	13220	false		wh2_main_vo_culture_Dark_Elves	wizard_shadows	wizard_shadows	0	true	emp_general_foot	wh2_main_cam_mnt_def_dark_pegasus	true	false		850	0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sorceress	0	true	false	2	false	false	
	-1	melee_infantry	1	false	wh2_main_def_inf_black_ark_corsairs_0	100	0	650	wh_main_shp_transport	1	1	100	0	650			wh2_main_def_inf_black_ark_corsairs_0	162	medium		false	false	0	11818	true		wh2_main_vo_culture_Dark_Elves	wh2_main_infantry_dual_swords	wh2_main_infantry_dual_swords	3	false	wef_infantry_15_degrees		false	true		650	0	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false	
	-1	missile_infantry	1	false	wh2_main_def_inf_black_ark_corsairs_1	100	0	750	wh_main_shp_transport	1	1	100	0	750			wh2_main_def_inf_black_ark_corsairs_1	187	medium		false	false	0	11827	true		wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_handbow	wh2_main_def_missile_infantry_handbow	3	false	wef_infantry_15_degrees		false	true		375	375	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	2	false	wh2_main_def_inf_black_guard_0	100	0	1300	wh_main_shp_transport	1	1	100	0	1300			wh2_main_def_inf_black_guard_0	325	medium		false	false	0	11809	true		wh2_main_vo_culture_Dark_Elves	infantry_spear_halberd	infantry_spear_halberd	5	false	def_black_guard		false	true		1300	0	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	1	false	wh2_main_def_inf_bleakswords_0	120	0	450	wh_main_shp_transport	1	1	120	0	450			wh2_main_def_inf_bleakswords_0	112	medium		false	false	0	11801	true		wh2_main_vo_culture_Dark_Elves	infantry_sword	infantry_sword	1	false	wef_infantry_15_degrees		false	true		450	0	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false	
	-1	missile_infantry	1	false	wh2_main_def_inf_darkshards_0	90	0	600	wh_main_shp_transport	1	1	90	0	600			wh2_main_def_inf_darkshards_0	150	medium		false	false	0	11760	true		wh2_main_vo_culture_Dark_Elves	missile_infantry_bow	missile_infantry_bow	2	false	wef_infantry_15_degrees		false	true		120	480	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false	
	-1	missile_infantry	1	false	wh2_main_def_inf_darkshards_1	90	0	675	wh_main_shp_transport	1	1	90	0	675			wh2_main_def_inf_darkshards_1	169	medium		false	false	0	11770	true		wh2_main_vo_culture_Dark_Elves	missile_infantry_bow	missile_infantry_bow	3	false	wef_infantry_15_degrees		false	true		195	480	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	1	false	wh2_main_def_inf_dreadspears_0	120	0	450	wh_main_shp_transport	1	1	120	0	450			wh2_main_def_inf_dreadspears_0	112	medium		false	false	0	11813	true		wh2_main_vo_culture_Dark_Elves	infantry_spear	infantry_spear	2	false	wef_infantry_30_degrees		false	true		450	0	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	2	false	wh2_main_def_inf_har_ganeth_executioners_0	100	0	1200	wh_main_shp_transport	1	1	100	0	1200			wh2_main_def_inf_har_ganeth_executioners_0	300	medium		false	false	0	13091	true		wh2_main_vo_culture_Dark_Elves	infantry_sword_great	infantry_sword_great	5	false	wef_infantry_15_degrees		false	true		1200	0	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false	
	-1	monstrous_infantry	1	false	wh2_main_def_inf_harpies	60	0	600	wh_main_shp_transport	1	1	60	0	600			wh2_main_def_inf_harpies	150	medium		false	false	0	12403	true		wh2_main_vo_culture_Harpy	wh_dlc05_bst_harpies	wh_dlc05_bst_harpies	3	false	def_harpy		false	true		600	0	false	vo_culture_None	false	wh_main_vo_actor_group_sound	0	true	false	6	false	false	
	-1	missile_infantry	1	false	wh2_main_def_inf_shades_0	80	0	950	wh_main_shp_transport	1	1	80	0	950			wh2_main_def_inf_shades_0	237	medium		false	false	0	11778	true		wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_bow_shades	wh2_main_def_missile_infantry_bow_shades	3	false	wef_infantry_15_degrees		false	true		285	665	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false	
	-1	missile_infantry	1	false	wh2_main_def_inf_shades_1	80	0	1050	wh_main_shp_transport	1	1	80	0	1050			wh2_main_def_inf_shades_1	262	medium		false	false	0	11784	true		wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_bow_shades_dual_weapons	wh2_main_def_missile_infantry_bow_shades_dual_weapons	4	false	def_corsairs		false	true		330	720	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false	
	-1	missile_infantry	2	false	wh2_main_def_inf_shades_2	80	0	1150	wh_main_shp_transport	1	1	80	0	1150			wh2_main_def_inf_shades_2	287	medium		false	false	0	11788	true		wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_bow_shades_great_weapons	wh2_main_def_missile_infantry_bow_shades_great_weapons	4	false	wef_infantry_45_degrees		false	true		360	790	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false	
	-1	melee_infantry	1	false	wh2_main_def_inf_witch_elves_0	100	0	800	wh_main_shp_transport	1	1	100	0	800			wh2_main_def_inf_witch_elves_0	200	medium		false	false	0	11795	true		wh2_main_vo_culture_Dark_Elves	wh2_main_def_infantry_dual_daggers	wh2_main_def_infantry_dual_daggers	5	false	emp_soldier_15_degrees		false	true		800	0	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Witch_Elves_Inf	0	true	false	4	false	false	
	-1	monster	3	false	wh2_main_def_mon_black_dragon	1	0	2100	wh_main_shp_transport	1	1	1	0	2100			wh2_main_def_mon_black_dragon	525	heavy		false	false	0	12417	true		wh2_main_vo_culture_Black_Dragon	dragon	dragon	5	true	hef_dragon		true	false		2100	0	true	wh2_main_vo_culture_Dark_Elves	false	wh_main_vo_actor_default	0	false	true	2	true	false	
	-1	monster	3	false	wh2_main_def_mon_war_hydra_0	1	0	1650	wh_main_shp_transport	1	1	1	0	1650			wh2_main_def_mon_war_hydra	412	very_heavy		false	false	0	12415	true		wh2_main_vo_culture_Hydra	wh2_main_def_mon_war_hydra	wh2_main_def_mon_war_hydra	5	true	def_war_hydra		true	false		1650	0	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	true	false	
	-1	warmachine	1	false	wh2_main_hef_art_eagle_claw_bolt_thrower	32	0	700	wh_main_shp_transport	1	1	32	0	700			wh2_main_hef_art_eagle_claw_bolt_thrower	175	very_heavy		false	false	0	12313	true		wh2_main_vo_culture_High_Elves	wh_dlc06_bolt_thrower	wh_dlc06_bolt_thrower	3	false	default		false	true		70	630	true	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Infantry	0	true	false	6	false	false	
	-1	melee_cavalry	3	false	wh2_main_hef_cav_dragon_princes	60	0	1400	wh_main_shp_transport	1	1	60	0	1400			wh2_main_hef_cav_dragon_princes	350	heavy		false	false	0	12304	true		wh2_main_vo_culture_High_Elves	shock_cavalry	shock_cavalry	5	false	emp_reiksguard		false	true		1400	0	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	6	false	false	
	-1	melee_cavalry	1	false	wh2_main_hef_cav_ellyrian_reavers_0	60	0	600	wh_main_shp_transport	1	1	60	0	600			wh2_main_hef_cav_ellyrian_reavers_0	150	heavy		false	false	0	11864	true		wh2_main_vo_culture_High_Elves	shock_cavalry	shock_cavalry	2	false	emp_reiksguard		false	true		600	0	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	6	false	false	
	-1	missile_cavalry	1	false	wh2_main_hef_cav_ellyrian_reavers_1	60	0	750	wh_main_shp_transport	1	1	60	0	750			wh2_main_hef_cav_ellyrian_reavers_1	187	heavy		false	false	0	11870	true		wh2_main_vo_culture_High_Elves	missile_cavalry_bow	missile_cavalry_bow	2	false	emp_reiksguard		false	true		150	450	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	5	false	false	
	-1	chariot	2	false	wh2_main_hef_cav_ithilmar_chariot	8	0	1100	wh_main_shp_transport	1	1	8	0	1100			wh2_main_hef_cav_ithilmar_chariot	275	heavy		false	false	0	12330	true		wh2_main_vo_culture_High_Elves	chariot	chariot	4	true	default		false	true	composite_scene\porthole\ithilmar_chariot_porthole_01.csc	1100	0	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	6	false	false	
	-1	melee_cavalry	1	false	wh2_main_hef_cav_silver_helms_0	60	0	900	wh_main_shp_transport	1	1	60	0	900			wh2_main_hef_cav_silver_helms_0	225	heavy		false	false	0	11857	true		wh2_main_vo_culture_High_Elves	shock_cavalry	shock_cavalry	3	false	emp_reiksguard		false	true		900	0	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	6	false	false	
	-1	melee_cavalry	2	false	wh2_main_hef_cav_silver_helms_1	60	0	1000	wh_main_shp_transport	1	1	60	0	1000			wh2_main_hef_cav_silver_helms_1	250	heavy		false	false	0	11863	true		wh2_main_vo_culture_High_Elves	shock_cavalry	shock_cavalry	3	false	emp_reiksguard		false	true		1000	0	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	6	false	false	
	-1	chariot	2	false	wh2_main_hef_cav_tiranoc_chariot	12	0	850	wh_main_shp_transport	1	1	12	0	850			wh2_main_hef_cav_tiranoc_chariot	212	heavy		false	false	0	12320	true		wh2_main_vo_culture_High_Elves	missile_chariot	missile_chariot	4	true	default		false	true	composite_scene\porthole\tiranoc_chariot_porthole_01.csc	204	475.99997	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Mounted	0	true	false	5	false	false	
	-1	lord	1	false	wh2_main_hef_cha_alastar_0	1	0	1150	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_alastair_0	300	heavy		false	false	0	2005813255	false		wh2_main_vo_culture_High_Elves	lord_infantry_axe_great	lord_infantry_axe_great	0	true	hef_general_foot		true	false		1200	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_alastar_3	1	0	1600	wh_main_shp_transport	1	1	1	0	1500			wh2_main_hef_cha_alastair_3	375	heavy		false	false	0	188325913	false		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	true	false		1600	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_alastar_4	1	0	2000	wh_main_shp_transport	1	1	1	0	2000			wh2_main_hef_cha_alastair_4	500	heavy		false	false	0	565057115	false		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_sun_dragon	true	false		2000	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_alastar_5	1	0	2600	wh_main_shp_transport	1	1	1	0	2600			wh2_main_hef_cha_alastair_5	650	heavy		false	false	0	1460087977	false		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_star_dragon	true	false		2600	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false	
	-1	hero	1	false	wh2_main_hef_cha_loremaster_of_hoeth_0	1	0	950	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_loremaster_of_hoeth_0	267	heavy		false	false	0	11697	false		wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_loremaster	wh2_main_hef_hero_loremaster	0	true	hef_general_foot		true	false		1000	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Loremasters_of_Hoeth	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_mage_high_0	1	0	300	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_mage_high_0	250	medium		false	false	0	11691	false		wh2_main_vo_culture_High_Elves	wh2_main_wizard_high	wh2_main_wizard_high	0	true	emp_general_foot		true	false		300	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_mage_high_1	1	0	450	wh_main_shp_transport	1	1	1	0	1100			wh2_main_hef_cha_mage_high_1	275	medium		false	false	0	11878	false		wh2_main_vo_culture_High_Elves	wh2_main_wizard_high	wh2_main_wizard_high	0	true	emp_general_foot	wh2_main_cam_mnt_hef_elven_steed	true	false		450	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_mage_high_4	2	0	750	wh_main_shp_transport	1	1	2	0	1500			wh2_main_hef_cha_mage_high_4	375	medium		false	false	0	12288	false		wh2_main_vo_culture_High_Elves	wh2_main_wizard_high	wh2_main_wizard_high	0	true	emp_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	true	false		750	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_mage_life_0	1	0	300	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_mage_life_0	250	medium		false	false	0	13129	false		wh2_main_vo_culture_High_Elves	wizard_life	wizard_life	0	true	emp_general_foot		true	false		300	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_mage_life_1	1	0	450	wh_main_shp_transport	1	1	1	0	1100			wh2_main_hef_cha_mage_life_1	275	medium		false	false	0	13137	false		wh2_main_vo_culture_High_Elves	wizard_life	wizard_life	0	true	emp_general_foot	wh2_main_cam_mnt_hef_elven_steed	true	false		450	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_mage_life_4	2	0	750	wh_main_shp_transport	1	1	2	0	1500			wh2_main_hef_cha_mage_life_4	375	medium		false	false	0	13156	false		wh2_main_vo_culture_High_Elves	wizard_life	wizard_life	0	true	emp_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	true	false		750	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_mage_light_0	1	0	300	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_mage_light_0	250	medium		false	false	0	13180	false		wh2_main_vo_culture_High_Elves	wizard_light	wizard_light	0	true	emp_general_foot		true	false		300	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_mage_light_1	1	0	450	wh_main_shp_transport	1	1	1	0	1100			wh2_main_hef_cha_mage_light_1	275	medium		false	false	0	13186	false		wh2_main_vo_culture_High_Elves	wizard_light	wizard_light	0	true	emp_general_foot	wh2_main_cam_mnt_hef_elven_steed	true	false		450	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_mage_light_4	2	0	750	wh_main_shp_transport	1	1	2	0	1500			wh2_main_hef_cha_mage_light_4	375	medium		false	false	0	13200	false		wh2_main_vo_culture_High_Elves	wizard_light	wizard_light	0	true	emp_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	true	false		750	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Mage	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_noble_0	1	0	750	wh_main_shp_transport	1	1	1	0	750			wh2_main_hef_cha_noble_0	187	heavy		false	false	0	13297	false		wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	wh2_main_hef_hero_champion	0	true	hef_general_foot		true	false		750	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_noble_2	1	0	950	wh_main_shp_transport	1	1	1	0	950			wh2_main_hef_cha_noble_2	237	heavy		false	false	0	13303	false		wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	wh2_main_hef_hero_champion	0	true	hef_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	true	false		950	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_noble_3	1	0	1100	wh_main_shp_transport	1	1	1	0	1100			wh2_main_hef_cha_noble_3	275	heavy		false	false	0	13305	false		wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	wh2_main_hef_hero_champion	0	true	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	true	false		1100	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false	
	-1	hero	1	false	wh2_main_hef_cha_noble_4	2	0	1200	wh_main_shp_transport	1	1	2	0	1200			wh2_main_hef_cha_noble_4	300	heavy		false	false	0	13307	false		wh2_main_vo_culture_High_Elves	wh2_main_hef_hero_champion	wh2_main_hef_hero_champion	0	true	hef_general_foot	wh2_main_cam_mnt_hef_ithilmar_chariot	true	false		1200	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Noble	0	true	false	2	false	false	
	-1	lord	1	false	wh2_main_hef_cha_prince_0	1	0	950	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_prince_0	250	heavy		false	false	0	11690	false		wh2_main_vo_culture_High_Elves	lord_infantry_sword	lord_infantry_sword	0	true	hef_general_foot		true	false		1000	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_prince_2	1	0	1150	wh_main_shp_transport	1	1	1	0	1200			wh2_main_hef_cha_prince_2	300	heavy		false	false	0	11892	false		wh2_main_vo_culture_High_Elves	lord_cavalry	lord_cavalry	0	true	hef_general_foot	wh2_main_cam_mnt_hef_barded_ithilmar_steed	true	false		1200	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_prince_3	1	0	1400	wh_main_shp_transport	1	1	1	0	1400			wh2_main_hef_cha_prince_3	350	heavy		false	false	0	12272	false		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	true	false		1400	0	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_prince_4	1	0	1900	wh_main_shp_transport	1	1	1	0	1900			wh2_main_hef_cha_prince_4	500	heavy		false	false	0	12280	false		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_sun_dragon	true	false		1900	0	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_prince_5	1	0	2600	wh_main_shp_transport	1	1	1	0	2600			wh2_main_hef_cha_prince_5	650	heavy		false	false	0	13309	false		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	true	hef_general_foot	wh2_main_cam_mnt_hef_star_dragon	true	false		2600	0	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Prince	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_princess_0	1	0	950	wh_main_shp_transport	1	1	1	0	1000			wh2_main_hef_cha_princess_0	250	heavy		false	false	0	13103	false		wh2_main_vo_culture_High_Elves	wh2_main_lord_infantry_hybrid	wh2_main_lord_infantry_hybrid	0	true	emp_general_foot		true	false		600	400	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Princess	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_princess_1	1	0	1050	wh_main_shp_transport	1	1	1	0	1100			wh2_main_hef_cha_princess_1	275	heavy		false	false	0	13108	false		wh2_main_vo_culture_High_Elves	wh2_main_lord_cavalry_hybrid	wh2_main_lord_cavalry_hybrid	0	true	emp_general_foot	wh2_main_cam_mnt_hef_elven_steed	true	false		650	450	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Princess	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_princess_3	1	0	1400	wh_main_shp_transport	1	1	1	0	1400			wh2_main_hef_cha_princess_3	350	heavy		false	false	0	13121	false		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	true	emp_general_foot	wh2_main_cam_mnt_hef_great_eagle	true	false		900	500	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Princess	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_princess_4	1	0	2200	wh_main_shp_transport	1	1	1	0	2200			wh2_main_hef_cha_princess_4	550	heavy		false	false	0	13127	false		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	true	emp_general_foot	wh2_main_cam_mnt_hef_moon_dragon	true	false		1700	500	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Princess	0	true	false	0	false	false	
	-1	lord	1	false	wh2_main_hef_cha_princess_5	1	0	2600	wh_main_shp_transport	1	1	1	0	2600			wh2_main_hef_cha_princess_5	650	heavy		false	false	0	13313	false		wh2_main_vo_culture_High_Elves	lord_dragon	lord_dragon	0	true	emp_general_foot	wh2_main_cam_mnt_hef_star_dragon	true	false		2100	500	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Princess	0	true	false	0	false	false	
