missions_tables	6
generate	key	localised_description	localised_title	mission_type	ui_icon	ui_image	prioritised	event_category	set_piece_battle	location_x	location_y	quest_mission	trigger_radius	quest_character	quest_mission_final	sticky_by_default
false	wh2_dlc12_brt_alberic_braid_of_bordeleaux	Bordeleaux is a dukedom with long-standing maritime traditions, the inhabitants of its long coastline having had a strong relationship with the ocean by virtue of drawing much of their livelihood and sustenance from it. But across the oceans of the Old World and beyond, trouble brews. Seaborne bandits ply the straits in their ships of war, preying on those foolish enough to sail unsuitably prepared to defend their cargo from those with no qualms about taking it with deadly force. Sometimes it is not even wealth that the bloodthirsty pirates desire, with many murderous, Undead commanders simply hellbent on acquiring yet more dead bodies to raise into their zombie pirate crews.\n\nThe seafaring Bordelens are well-accustomed to having to deal with pirates, which is why Duke Alberic found it unusual that he was recently visited by several nobles from the coastal fiefdoms complaining that entire fishing fleets operating out of their estates had gone missing with increasing frequency. Renowned for his personal courage and astounding self-discipline, the duke refuses to stand by and allow his people’s livelihoods to be put at risk without taking action.\n\nThere is no better place for Alberic to begin his expedition to cleanse the oceans than Sartosa, the City of Pirates, which lies to the south on the other side of the Estalian Peninsula. Though the infamous thief-ridden port is thought to currently be under the control of the bloodthirsty sea captain Aranessa Saltspite, Alberic knows that the inherent backstabbing nature of pirates means that any number of belligerent enemies could be encountered there. He therefore scrambles his attendants to prepare for departure. Finally, he has a purpose – this may not be a Grail Quest, but it is still worthy of the aging duke’s attention.	Braid of Bordeleaux	CAPTURE_REGIONS	rom_event_mission.png	brt/generic	true	Quest		0	0	true	0	2140783515	true	false
false	wh2_dlc12_brt_fay_morgianas_mirror	There are thought to have been many Enchantresses through the centuries, and she has certainly gone by many names. And no-one really knows how many ages the current Fay Enchantress, Morgiana, has lived through, but as she travels the land between sacred groves, she draws to her side young children who harbour latent powers inside themselves, most of whom return to serve Bretonnia as Damsels.\n\nIt is fabled that one such girl was favoured above all others by the Lady of the Lake. As the story goes, when Morgiana took her from her parents, the child gifted the Fay Enchantress a most resplendent hand mirror, said to have inexplicable magical properties born of the child’s own power. Such was the potency of the artefact that the Enchantress always took it to the battlefield whenever forced into violent confrontation with her foes.\n\nNow, however, the power of Morgiana’s Mirror has waned. Upon communing with the Lady of the Lake, the Fay Enchantress discovers that the mirror’s power is closely tied to the purity of the Bretonnian soil. With the defiling taint of the many belligerent races of the Old World creeping across the land, the Enchantress’ mission is clear. The only way to restore the mirror to its full potency is to ward away all signs of corruption that may fester across the dukedoms.	Morgiana's Mirror	AT_LEAST_X_RELIGION_IN_PROVINCES	rom_event_mission.png	brt/generic	true	Quest		0	0	true	0	2140784159	true	false
false	wh2_dlc12_brt_louen_armour_of_brilliance	The Bretonnian warrior Agilulf is well known amongst the dukedom's Knightly classes. Once a great Grail Knight, he successfully embarked on countless chivalrous quests to rid the world of its foulest monsters - thousands were slain by his sword. He was also famous for the glittering armour he wore, which possessed a magical sheen that would blind his enemies in combat, frequently giving him the upper hand. No-one really knows what became of Agilulf or how he met his end, needless to say that he failed to return from his final Knightly quest and was assumed to have been killed. Neither he nor his resplendent armour were ever seen again – until today!\n\nA piece of armour bearing Agilulf’s heraldry is brought before King Louen, recovered by a group of Grail Knights returning from a holy quest. The iconography proves beyond doubt that the armour belonged to a member of Agilulf’s household, but it does not possess the fabled radiance and is surprisingly brittle. Upon consulting with the Fay Enchantress, King Louen discovers both that it is indeed Agilulf’s armour and that its sheen and durability are magically linked, its dullness and fragility an indication that its magical properties have long since waned. The only way to restore Agilulf's armour is to buff and polish until its brilliance returns, firstly by melting it down and then by re-forging it. Such work is no job for a peasant smithy – instead, this requires a master craftsman's hands.	Armour of Brilliance	CONSTRUCT_N_BUILDINGS_INCLUDING	rom_event_mission.png	brt/generic	true	Quest		0	0	true	0	2140783351	true	false
false	wh2_dlc12_great_vortex_ikit_claw_storm_daemon_mp	Ikit Claw understands very well that direct confrontation with the Lizardmen is not viable, but wiping those tiresome toads from the face of the world always remains a priority, as the Lizardmen plot the demise of all Skaven with equal vigour. In an effort to weaken them before facing them in battle, he set into motion a plan to corrupt their ‘blessed’ spawning pools. Bringing his multifarious capabilities to bear, Ikit used a Warpstone Tractor Beam of his own design to blast the Chaos Moon, raining down fragments to corrupt not just the Lizardmen’s spawning pools themselves, but also the entire surrounding area. The outrageous scheme would deliver the added bonus of supplying Ikit with bountiful deposits of Warpstone to fuel further experiments back at his Forbidden Workshop.\n\nNo plan survives contact with an enemy, however, not even one formulated by the great Ikit Claw, and certainly not when faced with such an advanced foe as the perfidious Lizardmen. Irritatingly, the ever-watchful Slann Astromancers had spotted the falling Warpstone as Ikit approached so are fully battle-ready, and a Skaven scouting party reports that additional Lizardmen reinforcements are already on their way. Collecting some of the pure, fallen Warpstone from the field, Ikit repairs his deadly Warp-lightning thrower, Storm Daemon, and steels himself for the fray. There’s nothing else for it – he must hold his ground and make use of the chaos caused by the storm to gain advantage on the battlefield.	Storm Daemon	MOVE_TO_REGION	rom_event_mission.png	skv/generic	false	Quest		0	0	true	0	2140784558	false	false
false	wh2_dlc12_great_vortex_ikit_claw_storm_daemon_stage_1	Right now, all of Ikit Claw’s not inconsiderable intellect is ranged against the hated Lizardmen, against whom, in a rare moment of solidarity, the various Skaven clans have united. He understands very well that direct confrontation with the Lizardmen is not viable, but wiping those tiresome toads from the face of the world has to remain the priority, as Ikit knows the Lizardmen are plotting the demise of all Skaven with equal vigour. He needs to find a way to weaken them before facing them in battle and fancies there will be no better way than corrupting their ‘blessed’ spawning pools. The location of these are of course unknown, but this doesn’t present much of a problem – the Chief Warlock Engineer isn’t above extracting the information he needs from enemy captives himself, when the need arises…	Storm Daemon	MOVE_TO_REGION	rom_event_mission.png	skv/generic	true	Quest		0	0	true	0	2140784558	false	false
false	wh2_dlc12_great_vortex_ikit_claw_storm_daemon_stage_2	After hours of brutal torture, involving several different nightmarish devices designed to deliver the truth in between bouts of screaming agony, Ikit is just getting into his stride when a location is finally revealed by the unfortunate captive. Turning to his assistants, he draws his claw across his own throat in silent instruction; immediately, they move in to relieve the dying Lizardman of what little remains of his miserable life. There’s no time to waste – Ikit must send a spy to confirm that the spawning pools are indeed where they are supposed to be.	Storm Daemon	MOVE_TO_REGION	rom_event_mission.png	skv/generic	true	Quest		0	0	true	0	2140784558	false	false
false	wh2_dlc12_great_vortex_ikit_claw_storm_daemon_stage_3	Having confirmed the spawning pools’ location, Ikit Claw moves in for the kill by bringing his multifarious capabilities to bear. Always looking for new ways to bring about the destruction of his enemies, he plans to use a new device to blast the Chaos Moon so fragments rain down and corrupt not just the spawning pools themselves, but also the entire surrounding area. If successful, this scheme will deliver the added bonus of supplying Ikit with almost endless deposits of Warpstone to fuel further experiments back at his Forbidden Workshop. To better achieve his goal, Ikit now decides to construct a Warpstone beam to blast chunks from the Chaos Moon and guide them directly to their target.	Storm Daemon	CONSTRUCT_N_BUILDINGS_INCLUDING	rom_event_mission.png	skv/generic	true	Quest		0	0	true	0	2140784558	false	false
false	wh2_dlc12_great_vortex_ikit_claw_storm_daemon_stage_4	No plan survives contact with an enemy, not even one formulated by the great Ikit Claw, and certainly not when faced with such an advanced foe as the perfidious Lizardmen. Irritatingly, the ever-watchful Slann Astromancers must have spotted the blasted Warpstone closing in, for they are fully battle-ready, and a Skaven scouting party reports that additional reinforcements are already on their way. Collecting some of the pure, fallen Warpstone from the field, Ikit repairs his deadly Warp-lightning thrower, Storm Daemon, and steels himself for the fray. There’s nothing else for it – he must hold his ground and make use of the chaos caused by the storm to gain advantage on the battlefield.	Storm Daemon	FIGHT_SET_PIECE_BATTLE	rom_event_mission.png	skv/generic	true	Quest	wh2_dlc12_qb_skv_ikit_claw_storm_daemon_stage_4	137	197	true	10	2140784558	true	false
false	wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_1	Lord Kroak is one of the First Generation of Slann Mage-Priests, and possibly the eldest, making him one of the most powerful active creatures of any race. He has an added advantage, however, in that he is technically dead; Kroak’s mortal body was killed during the Great Catastrophe but his remains were preserved by loyal Skink attendants, enabling him to re-emerge as the first Relic Priest. Due to his death, Kroak’s meditative cycles are significantly longer than those of younger Slann. An elder Slann must be awakened to reveal his last known location as, simply put, no one else is old enough to remember!	Lord Kroak	PERFORM_RITUAL	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	2140784458	false	false
false	wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_2	Unfortunately, it appears that the Lord Kroak was roused from his slumber far too early; not enough time had passed since his previous awakening, so he remains in a semi-dream state. This has caused some confusion – both for Kroak and for his attendants – although he is able to give a rough indication as to his whereabouts, pinpointing his exact location will require deeper investigation by his loyal attendants.	Lord Kroak	MOVE_TO_REGION	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	2140784458	false	false
false	wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3	After a considerable amount of searching high and low right across Lustria, Lord Kroak’s Skink scouts finally locate the overgrown temple-tomb in which the ancient Relic Priest is meditating, as ever, upon the fine details of the Great Plan. However, in their haste it would appear that the scouts were somewhat careless, as they have been followed to Kroak’s location by a force of those insidious ratmen, the Skaven! They plan to destroy him, once and for all, by incinerating his physical remains that anchor him to the world. This must not come to pass – defend Kroak from harm whilst his priests awaken him!	Lord Kroak	FIGHT_SET_PIECE_BATTLE	rom_event_mission.png	lzd/generic	true	Quest	wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3	377	68	true	10	2140784458	true	false
false	wh2_dlc12_great_vortex_lzd_tehenhauin_plaque_of_sotek_mp	Tehenhauin’s following began as a small but dedicated band, but quickly grew as more and more of the Red Crested Skinks of Chaqua rallied to the hallowed words of the Serpent-God. The plagues of heinous ratmen fanning out above and beneath the jungle floor were proof that the Prophecy was coming true. The Prophet enjoyed many victories over them, and with each pathetic Skaven body slaughtered and crushed, Sotek’s worldly power grew stronger and His following – the Cult of Sotek – grew greater still. Committing wholeheartedly to the Prophecy of Sotek, the Prophet and his apostles rounded up those Skaven not slain in battle and prepared them for ritualistic sacrifice in the Serpent-God’s name. Thousands upon thousands of gibbering, jabbering rat men were dragged to the altars and snake pits, the air filled with their fear-musk mixed with the stench of their foul urine and the sounds of their pathetic whining and begging. Much Skaven blood was spilt in the Serpent-God’s name that day.\n\nNow, with Sotek’s arrival finally at hand, Tehenhauin lays an elaborate trap for the Skaven that he knows still dwell beneath the jungle floors of noble Lustria. If everything goes according to his plan, the remaining Skaven host will be driven back and then herded to Gwakmol Crater, where they would be unable to escape their certain fate. Though the Skaven outnumber the Lizardmen many times over, the Prophet’s ever-growing force is empowered by their leader’s undeniable vigour, and they feel assured of victory despite the seemingly insurmountable odds.	Plaque of Sotek	MOVE_TO_REGION	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	788765945	false	false
false	wh2_dlc12_great_vortex_lzd_tehenhauin_plaque_of_sotek_stage_1	The Plaque of Sotek tells of the Prophecy of the Great Serpent-God, whose blessing wards His chosen servants from harm. Only those who have gained Sotek’s favour are granted a blessing such as this, and attaining that favour involves a rite of passage, even for the bearer of the sacred totem of the Serpent-God, the fabled one true Prophet of Sotek, Tehenhauin. Only by following the Prophecy to the letter, exactly as it appears upon this ancient plaque, can its bearer truly understand and harness its awesome power. Tehenhauin, therefore, knows that it was foretold many aeons hence that his pilgrimage would begin in Chaqua, the legendary City of Gold, currently laid low by the vile Skaven of Clan Pestilens…	Plaque of Sotek	MOVE_TO_REGION	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	788765945	false	false
false	wh2_dlc12_great_vortex_lzd_tehenhauin_plaque_of_sotek_stage_2	As is the case for many a great prophet through the centuries, Tehenhauin’s following began as a small but dedicated band, but quickly grew as more and more of the Red Crested Skinks of Chaqua rallied to the hallowed words of the Serpent-God. Now, it appears that the Prophecy is coming true, for there are plagues of heinous ratmen fanning out above and beneath the jungle floor, indicating that the time of the Serpent-God is finally at hand. Upon hearing his pronouncement, hundreds of Skinks rally to the Prophet of Sotek’s noble call to arms.	Plaque of Sotek	ARMY_CONTAINS_N_UNITS_OF_TYPE	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	788765945	false	false
false	wh2_dlc12_great_vortex_lzd_tehenhauin_plaque_of_sotek_stage_3	The Prophet of Sotek’s following has indeed grown many-fold, for the righteous Lizardmen of Chaqua rallied to his call and to the hallowed word of Sotek himself. At last, the time had come to begin the great migration from Chaqua and take the fight directly to the Skaven’s foul nest-lairs and filthy warrens, for the Serpent-God’s appetite for the right kind of slaughter must be fulfilled before He can return, bringing salvation to the Lizardmen of Lustria.	Plaque of Sotek	KILL_X_ENTITIES	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	788765945	false	false
false	wh2_dlc12_great_vortex_lzd_tehenhauin_plaque_of_sotek_stage_4	With each victory, with each pathetic Skaven body slaughtered and crushed, Sotek’s worldly power grows stronger and His following – the Cult of Sotek – grows greater still. Even a great triumph over the ancient enemy such as this, however, cannot sate the rasping thirst of the Serpent-God for the blood and lifeforce of His mortal enemy. Tehenhauin, therefore, commits wholeheartedly to the Prophecy foretold upon the Plaque of Sotek, happily rounding up those Skaven not slain in battle and preparing them for ritualistic sacrifice in the Serpent-God’s name.	Plaque of Sotek	HAVE_AT_LEAST_X_OF_A_POOLED_RESOURCE	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	788765945	false	false
false	wh2_dlc12_great_vortex_lzd_tehenhauin_plaque_of_sotek_stage_4_other	With each victory, with each pathetic Skaven body slaughtered and crushed, Sotek’s worldly power grows stronger and His following – the Cult of Sotek – grows greater still. Even a great triumph over the ancient enemy such as this, however, cannot sate the rasping thirst of the Serpent-God for the blood and lifeforce of His mortal enemy. Tehenhauin, therefore, commits wholeheartedly to the Prophecy foretold upon the Plaque of Sotek, happily rounding up those Skaven not slain in battle and preparing them for ritualistic sacrifice in the Serpent-God’s name.	Plaque of Sotek	HAVE_AT_LEAST_X_MONEY	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	788765945	false	false
false	wh2_dlc12_great_vortex_lzd_tehenhauin_plaque_of_sotek_stage_5	Sacrifices of great importance involve, as you might expect, the ritual killing of thousands upon thousands of gibbering, jabbering rat men, and the air is filled with their fear-musk mixed with the stench of their foul urine and the sounds of their pathetic whining and begging. With the sacrificial victims shackled, anointed and otherwise prepared for their ignominious ends, Tehenhauin is ready for yet another great sacrifice to the Sotek the Serpent-God. Though the venerable Slann will never permit filthy Skaven captives to enter their revered temple-cities, the Prophet’s ritual ceremony will nevertheless go ahead as planned: Skaven blood will be spilt this fine day!	Plaque of Sotek	PERFORM_RITUAL	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	788765945	false	false
false	wh2_dlc12_great_vortex_lzd_tehenhauin_plaque_of_sotek_stage_5_other	Sacrifices of great importance involve, as you might expect, the ritual killing of thousands upon thousands of gibbering, jabbering rat men, and the air is filled with their fear-musk mixed with the stench of their foul urine and the sounds of their pathetic whining and begging. With the sacrificial victims shackled, anointed and otherwise prepared for their ignominious ends, Tehenhauin is ready for yet another great sacrifice to the Sotek the Serpent-God. Though the venerable Slann will never permit filthy Skaven captives to enter their revered temple-cities, the Prophet’s ritual ceremony will nevertheless go ahead as planned: Skaven blood will be spilt this fine day!	Plaque of Sotek	PERFORM_RITUAL	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	788765945	false	false
false	wh2_dlc12_great_vortex_lzd_tehenhauin_plaque_of_sotek_stage_5_tiktaqto	Sacrifices of great importance involve, as you might expect, the ritual killing of thousands upon thousands of gibbering, jabbering rat men, and the air is filled with their fear-musk mixed with the stench of their foul urine and the sounds of their pathetic whining and begging. With the sacrificial victims shackled, anointed and otherwise prepared for their ignominious ends, Tehenhauin is ready for yet another great sacrifice to the Sotek the Serpent-God. Though the venerable Slann will never permit filthy Skaven captives to enter their revered temple-cities, the Prophet’s ritual ceremony will nevertheless go ahead as planned: Skaven blood will be spilt this fine day!	Plaque of Sotek	PERFORM_RITUAL	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	788765945	false	false
false	wh2_dlc12_great_vortex_lzd_tehenhauin_plaque_of_sotek_stage_6	With Sotek’s arrival finally at hand, Tehenhauin lays an elaborate trap for the Skaven that he knows still dwell beneath the jungle floors of noble Lustria. If everything goes according to his plan, the remaining Skaven host will be driven back and then herded to Gwakmol Crater, where they would be unable to escape their certain fate. Though the Skaven outnumber the Lizardmen many times over, the Prophet’s ever-growing force is empowered by their leader’s undeniable vigour, and they feel assured of victory despite the seemingly insurmountable odds.	Plaque of Sotek	FIGHT_SET_PIECE_BATTLE	rom_event_mission.png	lzd/generic	true	Quest	wh2_dlc12_lzd_tehenhauin_plaque_of_sotek_stage_6	126	98	true	10	788765945	true	false
false	wh2_dlc12_great_vortex_lzd_tiktaqto_mask_of_heavens_mp	Having felt the power of his Mask of Heavens fading, Tiktaq’to had an inkling that something was amiss. So Hexoatl’s greatest Terradon Rider, the legendary Master of Skies, set out to search for the cause of the disturbance atop his fearsome mount, Zwup. He had first sensed the problem upon his arrival in the Southlands, which led him to conclude that something somewhere on the continent must have been causing it.\n\nSoaring above the vast and immense jungles, Tiktaq’to searched for an explanation through the dense jungle canopy and eventually spotted vermin-like footprints on the ground below. Upon closer inspection, and utilising his highly-developed reptilian senses, he caught the distinct stench of the ratmen’s fear-musk still hanging in the humid air – the Skaven were nearby, and there had to be a link between their presence and the continued weakening of his ancient, revered artefact. After further tracking and skirmishes with small bands of Skavenslaves, Tiktaq’to and his Terradon Riders learnt of an even larger Skaven presence in the jungle. Worse still, they were causing damage to the Geomantic Web through the desecration of the temple ruins in the area, likely whilst searching for the damnable Warpstone deposits.\n\nOnly the defiling activities of the despicable Skaven could’ve caused such local disruption to the Web, in turn explaining the weakening of the blessings upon Tiktaq’to’s Mask of Heavens. Now he has acquired this knowledge, there is little else to be done but head to their last known location and slaughter every last one of the blasphemous Skaven-spawn with extreme prejudice!	Mask of Heavens	MOVE_TO_REGION	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	2140784788	false	false
false	wh2_dlc12_great_vortex_lzd_tiktaqto_mask_of_heavens_stage_1	Although the Mask of Heavens' power is fading, thrice-blessed artefacts such as this are not so easy to destroy – something is amiss. Tiktaq’to, Hexoatl's greatest Terradon Rider – the legendary Master of Skies, no less – must search for the source of this disturbance atop his fearsome mount called Zwup. With the connection to the rest of his Terradon pack weakened, however, he must call in riders from further afield to aid him. Once Tiktaq'to has assembled a complete squadron, he can begin his search for the cause of this blasphemy!	Mask of Heavens	ARMY_CONTAINS_N_UNITS_OF_TYPE	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	2140784788	false	false
false	wh2_dlc12_great_vortex_lzd_tiktaqto_mask_of_heavens_stage_2	With his squadron finally assembled, Tiktaq’to sets off in search of the disturbance. The weakening of the Mask of Heavens began when the Master of Skies arrived in the Southlands jungles, leading Tiktaq’to to conclude that this continent must be the source of the disturbance. Be that as it may, the Southlands jungles are vast and immense, and searching through the dense jungle canopy is no easy feat, even for the most experienced aerial combatant among the Lizardmen. Pausing for thought, Tiktaq’to realises that the search must begin where he first noticed the power of the Mask of Heavens fade.	Mask of Heavens	MOVE_TO_PROVINCE	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	2140784788	false	false
false	wh2_dlc12_great_vortex_lzd_tiktaqto_mask_of_heavens_stage_3	Through the cracks in the leafy jungle ceiling, Tiktaq’to spots vermin-like footprints on the ground below. Upon further inspection and utilising his highly-developed reptilian senses, he catches the distinct stench of Skaven fear-musk still hanging in the humid air. Though their thoroughly despicable presence is not unheard of on this continent, the Master of Skies is suspicious that there is a direct link to the continued weakening of his ancient, revered artefact. Whilst there is no proof that these two incidents are related, Tiktaq’to instinctively knows that following the ratmen’s tracks will lead him to the source of the problem.	Mask of Heavens	DEFEAT_N_ARMIES_OF_FACTION	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	2140784788	false	false
false	wh2_dlc12_great_vortex_lzd_tiktaqto_mask_of_heavens_stage_4	After tracking down the wretched rat-spawn and immediately before putting an end to their worthless lives, Tiktaq’to and his Terradon Riders learn of an even larger Skaven presence here in the jungle, but their vast underground network of tunnels is masking their whereabouts from any flying above ground. The Master of Skies knows he is close, but now he needs the specialized expertise of another; he needs the aid of a Skink Priest – one able to swiftly use the Winds of Magic to pinpoint the deadly vermin’s filthy, disgusting lair, before he and his noble riders wipe it from the face of Lustria.	Mask of Heavens	EMBED_AGENT	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	2140784788	false	false
false	wh2_dlc12_great_vortex_lzd_tiktaqto_mask_of_heavens_stage_5	The Skink Priest immediately feels a disturbance in the area – he had no need to use the Winds of Magic after all, for he was able to instinctively feel the damage to the Geomantic Web. Whether intentionally or not, the foul rat-spawn must have desecrated the lost temple ruins in this place, probably whilst searching for their damnable Warpstone deposits – only something like that could’ve caused such local disruption to the Web, in turn explaining the weakening of the blessings upon Tiktaq’to’s Mask of Heavens. Now he has acquired this knowledge, there is little else to be done but head to the temple and slaughter every last one of the blasphemous Skaven-spawn with extreme prejudice!	Mask of Heavens	FIGHT_SET_PIECE_BATTLE	rom_event_mission.png	lzd/generic	true	Quest	wh2_dlc12_lzd_tiktaqto_mask_of_heavens_stage_5	359	138	true	10	2140784788	true	false
false	wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_1	Lord Kroak is one of the First Generation of Slann Mage-Priests, and possibly the eldest, making him one of the most powerful active creatures of any race. He has an added advantage, however, in that he is technically dead; Kroak’s mortal body was killed during the Great Catastrophe but his remains were preserved by loyal Skink attendants, enabling him to re-emerge as the first Relic Priest. Due to his death, Kroak’s meditative cycles are significantly longer than those of younger Slann. An elder Slann must be awakened to reveal his last known location as, simply put, no one else is old enough to remember!	Lord Kroak	PERFORM_RITUAL	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	2140784448	false	false
false	wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_2	Unfortunately, it appears that the Lord Kroak was roused from his slumber far too early; not enough time had passed since his previous awakening, so he remains in a semi-dream state. This has caused some confusion – both for Kroak and for his attendants – although he is able to give a rough indication as to his whereabouts, pinpointing his exact location will require deeper investigation by his loyal attendants.	Lord Kroak	MOVE_TO_REGION	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	2140784448	false	false
false	wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_3	After a considerable amount of searching high and low right across Lustria, Lord Kroak’s Skink scouts finally locate the overgrown temple-tomb in which the ancient Relic Priest is meditating, as ever, upon the fine details of the Great Plan. However, in their haste it would appear that the scouts were somewhat careless, as they have been followed to Kroak’s location by a force of those insidious ratmen, the Skaven! They plan to destroy him, once and for all, by incinerating his physical remains that anchor him to the world. This must not come to pass – defend Kroak from harm whilst his priests awaken him!	Lord Kroak	FIGHT_SET_PIECE_BATTLE	rom_event_mission.png	lzd/generic	true	Quest	wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_3	160	199	true	10	2140784448	true	false
false	wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_1	Lord Kroak is one of the First Generation of Slann Mage-Priests, and possibly the eldest, making him one of the most powerful active creatures of any race. He has an added advantage, however, in that he is technically dead; Kroak’s mortal body was killed during the Great Catastrophe but his remains were preserved by loyal Skink attendants, enabling him to re-emerge as the first Relic Priest. Due to his death, Kroak’s meditative cycles are significantly longer than those of younger Slann. An elder Slann must be awakened to reveal his last known location as, simply put, no one else is old enough to remember!	Lord Kroak	PERFORM_RITUAL	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	788765945	false	false
false	wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_2	Unfortunately, it appears that the Lord Kroak was roused from his slumber far too early; not enough time had passed since his previous awakening, so he remains in a semi-dream state. This has caused some confusion – both for Kroak and for his attendants – although he is able to give a rough indication as to his whereabouts, pinpointing his exact location will require deeper investigation by his loyal attendants.	Lord Kroak	MOVE_TO_REGION	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	788765945	false	false
false	wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_3	After a considerable amount of searching high and low right across Lustria, Lord Kroak’s Skink scouts finally locate the overgrown temple-tomb in which the ancient Relic Priest is meditating, as ever, upon the fine details of the Great Plan. However, in their haste it would appear that the scouts were somewhat careless, as they have been followed to Kroak’s location by a force of those insidious ratmen, the Skaven! They plan to destroy him, once and for all, by incinerating his physical remains that anchor him to the world. This must not come to pass – defend Kroak from harm whilst his priests awaken him!	Lord Kroak	FIGHT_SET_PIECE_BATTLE	rom_event_mission.png	lzd/generic	true	Quest	wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_3	160	199	true	10	788765945	true	false
false	wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_1	Lord Kroak is one of the First Generation of Slann Mage-Priests, and possibly the eldest, making him one of the most powerful active creatures of any race. He has an added advantage, however, in that he is technically dead; Kroak’s mortal body was killed during the Great Catastrophe but his remains were preserved by loyal Skink attendants, enabling him to re-emerge as the first Relic Priest. Due to his death, Kroak’s meditative cycles are significantly longer than those of younger Slann. An elder Slann must be awakened to reveal his last known location as, simply put, no one else is old enough to remember!	Lord Kroak	PERFORM_RITUAL	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	2140784788	false	false
false	wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_2	Unfortunately, it appears that the Lord Kroak was roused from his slumber far too early; not enough time had passed since his previous awakening, so he remains in a semi-dream state. This has caused some confusion – both for Kroak and for his attendants – although he is able to give a rough indication as to his whereabouts, pinpointing his exact location will require deeper investigation by his loyal attendants.	Lord Kroak	MOVE_TO_REGION	rom_event_mission.png	lzd/generic	true	Quest		0	0	true	0	2140784788	false	false
false	wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3	After a considerable amount of searching high and low right across Lustria, Lord Kroak’s Skink scouts finally locate the overgrown temple-tomb in which the ancient Relic Priest is meditating, as ever, upon the fine details of the Great Plan. However, in their haste it would appear that the scouts were somewhat careless, as they have been followed to Kroak’s location by a force of those insidious ratmen, the Skaven! They plan to destroy him, once and for all, by incinerating his physical remains that anchor him to the world. This must not come to pass – defend Kroak from harm whilst his priests awaken him!	Lord Kroak	FIGHT_SET_PIECE_BATTLE	rom_event_mission.png	lzd/generic	true	Quest	wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3	377	68	true	10	2140784788	true	false
false	wh2_dlc12_ikit_claw_storm_daemon_mp	Ikit Claw understands very well that direct confrontation with the Lizardmen is not viable, but wiping those tiresome toads from the face of the world always remains a priority, as the Lizardmen plot the demise of all Skaven with equal vigour. In an effort to weaken them before facing them in battle, he set into motion a plan to corrupt their ‘blessed’ spawning pools. Bringing his multifarious capabilities to bear, Ikit used a Warpstone Tractor Beam of his own design to blast the Chaos Moon, raining down fragments to corrupt not just the Lizardmen’s spawning pools themselves, but also the entire surrounding area. The outrageous scheme would deliver the added bonus of supplying Ikit with bountiful deposits of Warpstone to fuel further experiments back at his Forbidden Workshop.\n\nNo plan survives contact with an enemy, however, not even one formulated by the great Ikit Claw, and certainly not when faced with such an advanced foe as the perfidious Lizardmen. Irritatingly, the ever-watchful Slann Astromancers had spotted the falling Warpstone as Ikit approached so are fully battle-ready, and a Skaven scouting party reports that additional Lizardmen reinforcements are already on their way. Collecting some of the pure, fallen Warpstone from the field, Ikit repairs his deadly Warp-lightning thrower, Storm Daemon, and steels himself for the fray. There’s nothing else for it – he must hold his ground and make use of the chaos caused by the storm to gain advantage on the battlefield.	Storm Daemon	MOVE_TO_REGION	rom_event_mission.png	skv/generic	false	Quest		0	0	true	0	2140785068	false	false
