unit_special_abilities_tables	46
key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	assume_specific_behaviour	clear_current_order	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active
wh2_dlc11_unit_passive_gaseous_demise	1.1	0.1	1	0	true	0	0	false	0.1		false	false	false	0		false	0.4	true	309199461				0	0	wh_abilities_generic_explosion				wh2_dlc11_unit_abilities_gaseous_demise	0					vo_battle_special_ability_generic_response	256	0				false	false	true	false		
wh2_dlc11_unit_passive_noxious_unstable_mark_ii	-1	-1	1	0	true	0	0	false	-1		false	false	false	0		false	0.6	true	1080983851				0	0	wh_abilities_generic_explosion				wh2_dlc11_unit_abilities_gaseous_demise	0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_dlc11_unit_passive_the_hunger	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	2049230715				0	0	wh_abilities_generic_regeneration_no_ring					0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_dlc11_unit_passive_the_ravenous_dead	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	236345996				0	0	wh_abilities_generic_regeneration_no_ring					0					vo_battle_special_ability_generic_response	0	158				false	false	true	false		
wh2_dlc11_unit_passive_unbinding_deckhands_mob	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	1232096778				0	0						0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_dlc11_unit_passive_unbinding_gunnery_mob	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	2055089306				0	0						0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_dlc11_unit_passive_unbinding_knights_of_the_realm	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	605359799				0	0						0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_dlc11_unit_passive_unbinding_rotting_prometheans	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	1129433602				0	0						0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_dlc11_unit_passive_unbinding_varghulf	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	1826501087				0	0						0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_dlc11_weapon_passive_krakens_bane	-1	-1	-1	40	true	-1	0	true	-1		false	false	false	0		false	0	true	1559422467				0	0	wh_abilities_generic_buff	wh_abilities_generic_buff				0					vo_battle_special_ability_generic_response	161	79				false	false	true	false		
wh2_main_army_abilities_bloodwrack_cauldron	7	120	3	0	false	0	0	false	45		false	true	true	-1		false	5	false	4000	wh2_main_army_abilities_bloodwrack_cauldron			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	240				false	false	true	false		
wh2_main_army_abilities_bolt_of_spite	7	120	3	0	false	0	0	false	45		false	true	false	-1		false	5	false	4019	wh2_main_army_abilities_bolt_of_spite			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		projectile_large_explosive	wh_group_unit		vo_battle_special_ability_black_ark	0	240				false	false	true	false		
wh2_main_army_abilities_brazen_cauldron	7	90	3	0	false	0	0	false	45		false	true	true	-1		false	3	false	3992	wh2_main_army_abilities_brazen_cauldron			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	160				false	false	true	false		
wh2_main_army_abilities_channeling_spire	67	60	3	40	false	5	0	true	45		false	false	true	-1		false	1	false	1284689169				0	0	wh_army_abilities_generic_buff_wom	wh_army_abilities_generic_buff_wom	wh2_main_army_abilities_channeling_spire			0		augment_spellcasting	wh_group_character_targeting		vo_battle_special_ability_generic_response	25	50				true	false	true	false		
wh2_main_army_abilities_dark_conduit	27	120	3	0	false	0	0	false	45		true	false	false	-1		false	5	false	648954790				0	0	wh_army_abilities_generic_explosion				wh2_main_army_abilities_dark_conduit	0		augment_melee	wh_group_unit		vo_battle_special_ability_generic_response	119	119				false	false	true	false		
wh2_main_army_abilities_eagle_sanctuary	1	120	3	0	false	0	0	false	45		true	false	true	-1		false	5	false	1613584312		wh2_main_hef_mon_great_eagle_summoned		0	0						0		threatened	wh_group_rune		vo_battle_special_ability_generic_response	122	122			wh_main_targeting_pre_spawn_solo_flying_ui_central	false	false	true	false		
wh2_main_army_abilities_eshin_clanstone	22	120	3	40	false	0	-1	true	45		false	false	true	-1		false	0	false	1569130502				0	0	wh_army_abilities_generic_direct_damage	wh_army_abilities_generic_direct_damage	wh2_main_army_abilities_eshin_clanstone			0		hex_ranged	wh_group_unit		vo_battle_special_ability_generic_response	0	238				false	true	true	false		
wh2_main_army_abilities_feral_cold_ones	1	120	3	0	false	0	0	false	45		false	true	true	-1		false	5	false	1112955567		wh2_main_lzd_cav_cold_ones_feral_0_summoned		0	0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn	wh2_main_army_abilities_feral_cold_ones			0		hex_ranged_summon	wh_group_rune		vo_battle_special_ability_generic_response	121	121			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false		
wh2_main_army_abilities_geomantic_nexus	1	90	2	0	false	0	0	false	45		true	false	true	-1		false	3	false	1485396600		wh2_main_lzd_cha_skink_priest_0_summoned		0	0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn	wh2_main_army_abilities_geomantic_nexus			0		augment_spellcasting	wh_group_unit		vo_battle_special_ability_generic_response	82	82			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false		
wh2_main_army_abilities_holy_stela	57	60	3	40	false	0	-1	true	45		false	false	true	-1		false	0	false	1037849602				0	0	wh_army_abilities_generic_hex	wh_army_abilities_generic_hex	wh2_main_army_abilities_holy_stela			0		hex_ranged	wh_group_unit		vo_battle_special_ability_generic_response	21	82				false	true	true	false		
wh2_main_army_abilities_khaines_flail	4	90	3	0	false	0	0	false	45		false	true	true	-1		false	3	false	3978	wh2_main_army_abilities_khaines_flail			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	160				false	false	true	false		
wh2_main_army_abilities_khaines_lash	4	60	3	0	false	0	0	false	45		false	true	true	-1		false	1	false	3977	wh2_main_army_abilities_khaines_lash			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	80				false	false	true	false		
wh2_main_army_abilities_khaines_scourge	4	120	3	0	false	0	0	false	45		false	true	true	-1		false	5	false	3987	wh2_main_army_abilities_khaines_scourge			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	240				false	false	true	false		
wh2_main_army_abilities_lure_of_the_pale_queen	11	90	3	40	false	0	-1	false	45		false	false	true	-1		false	0	false	887348281				0	0	wh_army_abilities_generic_hex					0		hex_ranged	wh_group_unit		vo_battle_special_ability_generic_response	161	0				false	true	true	false		
wh2_main_army_abilities_mors_clanstone	28	120	3	40	false	-1	0	true	45		false	false	true	-1		false	0	false	533682966				0	0	wh_army_abilities_generic_augment	wh_army_abilities_generic_augment	wh2_main_army_abilities_mors_clanstone			0		augment_melee	wh_group_unit		vo_battle_special_ability_generic_response	0	235				true	false	true	false		
wh2_main_army_abilities_moulder_clanstone	22	120	3	30	false	-1	0	true	45		false	false	true	-1		false	0	false	1158788666				0	0	wh_army_abilities_generic_regeneration	wh_army_abilities_generic_regeneration	wh2_main_army_abilities_moulder_clanstone			0		healing	wh_group_unit		vo_battle_special_ability_generic_response	0	241				true	false	true	false		
wh2_main_army_abilities_pestilens_clanstone	75	120	3	40	false	-1	0	true	45		false	false	true	-1		false	0	false	1294921264				0	0	wh_army_abilities_generic_augment	wh_army_abilities_generic_augment	wh2_main_army_abilities_pestilens_clanstone			0		augment_melee	wh_group_unit		vo_battle_special_ability_generic_response	119	119				true	false	true	false		
wh2_main_army_abilities_shadows_of_anlec	8	60	3	0	false	0	0	false	45		false	true	true	-1		false	1	false	880966636				0	0	wh_army_abilities_generic_breath	wh_army_abilities_generic_breath			wh2_main_army_abilities_shadows_of_anlec	0		aoe	wh_group_unit		vo_battle_special_ability_spell_cast_negative	25	51				false	false	true	false		
wh2_main_army_abilities_sky_cauldron	7	60	3	0	false	0	0	false	45		false	true	true	-1		false	1	false	3988	wh2_main_army_abilities_sky_cauldron			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	80				false	false	true	false		
wh2_main_army_abilities_skyre_clanstone	52	120	3	55	false	0	-1	true	45		false	false	true	-1		false	0	false	763879573				0	0	wh_army_abilities_generic_hex	wh_army_abilities_generic_hex	wh2_main_army_abilities_skyre_clanstone			0		hex_ranged	wh_group_unit		vo_battle_special_ability_generic_response	122	122				false	true	true	false		
wh2_main_army_abilities_soul_rain	9	60	3	0	false	0	0	false	45		false	true	true	-1		false	1	false	4001	wh2_main_army_abilities_soul_rain			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	80				false	false	true	false		
wh2_main_army_abilities_soul_storm	9	120	3	0	false	0	0	false	45		false	true	true	-1		false	5	false	4017	wh2_main_army_abilities_soul_storm			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	240				false	false	true	false		
wh2_main_army_abilities_soul_torrent	9	90	3	0	false	0	0	false	45		false	true	true	-1		false	3	false	4007	wh2_main_army_abilities_soul_torrent			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	160				false	false	true	false		
wh2_main_army_abilities_temple_of_mists	38	120	3	40	false	0	-1	true	45		false	false	true	-1		false	0	false	1051518243				0	0	wh_army_abilities_generic_hex		wh2_main_army_abilities_temple_of_mists			0		hex_ranged	wh_group_unit		vo_battle_special_ability_generic_response	81	165				false	true	true	false		
wh2_main_army_abilities_the_menace_below	1	45	1	0	false	0	0	false	45		false	true	true	-1		false	1	false	1666061018	wh2_main_spell_plague_vermintide	wh2_main_skv_inf_clanrats_0_summoned_small		0	0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn	wh2_vermintide_decal			0		hex_ranged_summon	wh_group_rune		vo_battle_special_ability_generic_response	40	40		unit_position_offset	wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false		
wh2_main_army_abilities_vauls_hammer	1	120	2	0	false	0	0	false	45		false	true	false	-1		false	5	false	1396171807	wh2_main_army_abilities_vauls_hammer			0	0	wh_army_abilities_generic_explosion					0		aoe	wh_group_unit		vo_battle_special_ability_spell_cast_negative	0	275				false	false	true	false		
wh2_main_army_abilities_vortic_blast	5	30	-1	0	false	0	0	false	0		false	true	true	-1		false	0	false	2085025702	wh2_main_army_abilities_skaven_bomb			0	0	wh_army_abilities_generic_explosion_no_ring					0		aoe	wh_group_unit		vo_battle_special_ability_spell_cast_negative	0	79				false	false	true	false		
wh2_main_army_abilities_vortic_enrichment	5	30	-1	0	false	0	0	false	0		false	false	true	-1		false	0	false	288097083	wh2_main_army_abilities_heal_splosion			0	0	wh_army_abilities_generic_explosion_no_ring					0		healing	wh_group_unit		vo_battle_special_ability_generic_response	0	79				false	false	true	false		
wh2_main_army_abilities_warpbomb	16	60	3	0	false	0	0	false	45		true	false	false	-1		false	1	false	211562102	wh2_main_army_abilities_warpbomb			0	0	wh_army_abilities_generic_explosion				wh2_main_army_abilities_warpbomb	0		augment_melee	wh_group_unit		vo_battle_special_ability_generic_response	0	79				false	false	true	false		
wh2_main_banner_passive_battle_banner	-1	-1	-1	55	false	0	-1	true	-1		false	false	false	0		false	0	true	4376				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	37	37				false	false	true	false		
wh2_main_banner_passive_sacred_banner_of_the_horned_rat	-1	-1	-1	55	false	0	-1	true	-1		false	false	false	0		false	0	true	4378				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	37	37				false	false	true	false		
wh2_main_banner_passive_storm_banner	-1	-1	-1	55	false	0	-1	true	-1		false	false	false	0		false	0	true	4385				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	37	37				false	false	true	false		
wh2_main_character_abilities_arcane_vassal	1	120	-1	0	true	0	0	false	0		true	false	false	200		false	0	false	4395				0	0	wh_abilities_generic_explosion	wh_abilities_generic_explosion			wh2_main_character_abilities_arcane_vassal	0		aoe	wh_group_character		vo_battle_special_ability_spell_cast_negative	0	236				false	false	true	true		
wh2_main_character_abilities_assassins_trophy	29	60	-1	0	false	0	0	false	0		false	true	false	150		false	0	false	884072960				0	0	wh_abilities_generic_debuff_no_ring					0		hex_melee	wh_group_lord_ability		vo_battle_special_ability_spell_cast_negative	78	0				false	false	true	false		
wh2_main_character_abilities_black_lotus	44	60	1	0	true	0	0	false	0		false	false	false	0		false	0	false	1148690019				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	79	0				false	false	true	false		
wh2_main_character_abilities_cold_blooded	40	60	-1	0	true	0	0	false	0		true	false	false	200		false	0	false	4392				0	0	wh_abilities_generic_buff_no_ring					0		augment_morale	wh_group_character_targeting		vo_battle_special_ability_generic_response	0	0				false	false	true	true		
wh2_main_character_abilities_concealment_bombs	67	90	3	0	true	0	0	false	0		false	false	false	0		false	0	false	1669441472				0	0	wh_abilities_generic_full_hide_no_ring					0		flanking_opportunity	wh_group_unit		vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_main_character_abilities_dark_venom	40	60	1	0	true	0	0	false	0		false	false	false	0		false	0	false	1431309745				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	81	0				false	false	true	false		
wh2_main_character_abilities_shield_of_the_old_ones	17	90	-1	40	true	-1	0	true	0		false	false	true	150		false	0	false	710943816				0	0	wh_abilities_generic_buff	wh_abilities_generic_buff	wh2_main_character_abilities_slann_forcefield			0		augment_morale_area	wh_group_character		vo_battle_special_ability_generic_response	78	78				true	false	true	true		
wh2_main_character_abilities_swiftness_of_itzl	35	90	-1	0	true	0	0	false	0		false	false	false	0		false	0	false	1628800509				0	0	wh_abilities_generic_explosion				wh2_main_character_abilities_swiftness_of_itzl	0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	76	76				false	false	true	false		
wh2_main_character_abilities_verminous_valour	17	60	-1	0	true	0	0	false	0		false	false	false	0		false	0	false	1845629677				0	0	wh_abilities_generic_explosion				wh2_main_character_abilities_verminous_valour	0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	30	45				false	false	true	false		
wh2_main_character_abilities_volley_of_dark_arrows	-1	90	3	0	false	0	0	false	0	wh2_main_character_abilities_volley_of_dark_arrows	false	true	false	200		false	1	false	743824972			cast_forward_short	0	0	wh_spell_generic_missiles					0		projectile	wh_group_character_targeting		vo_battle_special_ability_spell_cast_negative	40	119				false	false	true	false		
wh2_main_character_abilities_volley_of_high_arrows	-1	90	3	0	false	0	0	false	0	wh2_main_character_abilities_volley_of_high_arrows	false	true	false	200		false	1	false	1247185280			cast_forward_short	0	0	wh_spell_generic_missiles					0		projectile	wh_group_item		vo_battle_special_ability_spell_cast_negative	40	119				false	false	true	false		
wh2_main_character_abilities_witchbrew	47	90	3	0	true	0	0	false	0		false	false	false	0		false	0	false	1073096641				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	107	53				false	false	true	false		
wh2_main_character_passive_aura_of_pestilence	-1	-1	-1	40	false	0	-1	true	-1		false	false	false	0		false	0	true	98025761				0	0	wh_abilities_generic_debuff		wh2_main_character_passive_aura_of_pestilence			0					vo_battle_special_ability_generic_response	81	0				false	false	true	false		
wh2_main_character_passive_darken_the_skies	-1	-1	-1	40	true	-1	0	true	-1		false	false	false	0		false	0	true	1455800820				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	51	104				false	false	true	false		
wh2_main_character_passive_fallen_mages	-1	-1	1	0	true	0	0	false	-1		false	false	false	0		false	0	true	628119075				0	0						1	wh2_main_character_passive_fallen_mages				vo_battle_special_ability_generic_response	38	38				false	false	false	false		
wh2_main_character_passive_grand_arcane_conduit	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	3694				0	0	wh_abilities_generic_buff_wom_no_ring					0					vo_battle_special_ability_generic_response	121	121				false	false	true	false		
wh2_main_character_passive_horn_of_isha	-1	-1	-1	40	true	-1	0	true	-1		false	false	false	0		false	0	true	4367				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	82	82				false	false	true	false		
wh2_main_character_passive_loose	-1	-1	-1	40	true	-1	0	true	-1		false	false	false	0		false	0	true	1035897985				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	26	52				false	false	true	false		
wh2_main_faction_abilities_murderous_mastery	120	-1	1	0	true	0	0	false	-1		false	false	false	0		false	0	true	4310				0	0						0			wh_group_unit		vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_main_faction_abilities_murderous_prowess	90	-1	1	0	true	0	0	false	-1		false	false	false	0		false	0	true	4300				0	0						0			wh_group_unit		vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_main_faction_abilities_murderous_prowess_indicator	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	955919049				0	0						0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_main_hero_abilities_doomrocket	-1	90	1	0	false	0	0	false	0	wh2_main_hero_abilities_doomrocket	false	true	false	200		true	1	false	4396			cast_forward_short	0	0	wh_spell_generic_missile	wh_spell_generic_missile				0		projectile	wh_group_unit		vo_battle_special_ability_spell_cast_negative	0	161				false	false	true	false		
wh2_main_item_abilities_amulet_of_itzl	18	60	1	0	true	0	0	false	0		false	false	false	0		false	0	false	4044				0	0	wh_abilities_generic_buff_no_ring					0		augment_defense	wh_group_dark_magic		vo_battle_special_ability_generic_response	41	41				false	false	true	false		
wh2_main_item_abilities_armour_of_the_stars	67	90	-1	0	true	0	0	false	0		false	false	false	0		false	0	false	4053				0	0	wh_abilities_generic_full_hide_no_ring					0		flanking_opportunity	wh_group_item		vo_battle_special_ability_generic_response	79	79				false	false	true	false		
wh2_main_item_abilities_aura_of_quetzl	25	90	-1	40	true	-1	0	false	0		false	false	false	0		false	0	false	4103				0	0	wh_abilities_generic_buff					0		augment_defense_area	wh_group_item		vo_battle_special_ability_generic_response	107	53				false	false	true	false		
wh2_main_item_abilities_black_dragon_egg	16	90	3	0	false	0	0	false	0		false	true	true	100		true	3	false	4028				0	20	wh_abilities_generic_breath_long	wh_abilities_generic_breath_long			wh2_main_item_abilities_black_dragon_egg	0		vortex_breath	wh_group_item		vo_battle_special_ability_spell_cast_negative	0	163				false	false	true	false		
wh2_main_item_abilities_blade_of_bel_korhadris	38	90	-1	0	true	0	0	false	0		false	false	false	0		false	0	false	4070				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_item		vo_battle_special_ability_generic_response	0	161				false	false	true	false		
wh2_main_item_abilities_blood_statuette_of_spite	14	60	4	0	false	0	1	false	0		false	true	false	100		false	0	false	4220				0	0	wh_abilities_generic_direct_damage_no_ring					0		hex_melee	wh_group_item		vo_battle_special_ability_generic_response	0	78				false	false	true	false		
wh2_main_item_abilities_book_of_hoeth	36	90	-1	0	true	0	0	false	0		false	false	false	0		false	0	false	4059				0	0	wh_abilities_generic_buff_wom_no_ring					0		augment_spellcasting	wh_group_character		vo_battle_special_ability_generic_response	0	158				false	false	true	false		
wh2_main_item_abilities_cube_of_darkness	18	60	-1	0	false	0	1	false	0		false	true	false	100		false	0	false	4227				0	0	wh_abilities_generic_debuff_wom_no_ring					0		hex_spellcaster	wh_group_item		vo_battle_special_ability_generic_response	40	40				false	false	true	false		
wh2_main_item_abilities_dragonhorn	28	60	1	40	true	-1	0	false	0		false	false	false	0		false	0	false	4080				0	0	wh_abilities_generic_buff					0		augment_ranged_area	wh_group_item		vo_battle_special_ability_generic_response	0	79				false	false	true	false		
wh2_main_item_abilities_pearl_of_infinite_bleakness	28	60	-1	40	true	-1	0	false	0		false	false	false	0		false	0	false	4087				0	0	wh_abilities_generic_buff					0		augment_morale_area	wh_group_item		vo_battle_special_ability_generic_response	121	121				false	false	true	false		
wh2_main_item_abilities_plaque_of_dominion	20	60	-1	30	false	0	-1	true	0		false	false	false	0		false	0	false	4211				0	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0		hex_morale_area	wh_group_item		vo_battle_special_ability_generic_response	40	39				false	false	true	false		
wh2_main_item_abilities_rival_hide_talisman	31	60	1	40	false	0	-1	true	0		false	false	false	0		false	0	false	4232				0	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0		augment_melee_area	wh_group_item		vo_battle_special_ability_generic_response	77	0				false	false	true	false		
wh2_main_item_abilities_rod_of_corruption	11	120	-1	30	false	0	-1	true	0		false	false	false	0		false	0	false	4167				0	0	wh_abilities_generic_direct_damage	wh_abilities_generic_direct_damage	wh_abilities_generic_direct_damage_active			0		augment_melee	wh_group_weapon_blunt		vo_battle_special_ability_generic_response	0	239				false	false	true	false		
wh2_main_item_abilities_scroll_of_hoeth	32	120	-1	0	false	0	1	false	0		false	true	false	100		false	0	false	4135				0	0	wh_abilities_generic_debuff_wom_no_ring					0		hex_spellcaster	wh_group_item		vo_battle_special_ability_generic_response	121	121				false	false	true	false		
wh2_main_item_abilities_scrying_stone	15	60	-1	0	true	0	0	false	0		false	false	false	0		false	0	false	4126				0	0	wh_abilities_generic_buff_no_ring					0		augment_defense	wh_group_item		vo_battle_special_ability_generic_response	41	41				false	false	true	false		
wh2_main_item_abilities_skalm	33	60	1	0	true	0	0	false	0		false	false	false	0		false	0	false	4128				0	0	wh_abilities_generic_regeneration_no_ring					0		healing	wh_group_item		vo_battle_special_ability_generic_response	0	78				false	false	true	false		
wh2_main_item_abilities_skavenbrew	47	90	1	0	true	1	0	false	0		true	false	false	100		false	0	false	4127				0	0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0		augment_melee	wh_group_item		vo_battle_special_ability_generic_response	158	0				false	false	true	true		
wh2_main_item_abilities_starwood_staff	44	90	-1	0	true	0	0	false	0		false	false	false	0		false	0	false	4064				0	0	wh_abilities_generic_buff_wom_no_ring					0		augment_spellcasting	wh_group_item		vo_battle_special_ability_generic_response	79	79				false	false	true	false		
wh2_main_item_abilities_talisman_of_loec	67	60	1	0	true	0	0	false	0		false	false	false	0		false	0	false	4055				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_item		vo_battle_special_ability_generic_response	79	0				false	false	true	false		
wh2_main_item_abilities_the_bane_shield	44	60	1	40	true	-1	0	true	0		false	false	false	0		false	0	false	4084				0	0	wh_abilities_generic_buff	wh_abilities_generic_buff	wh_abilities_generic_buff			0		augment_defense	wh_group_item		vo_battle_special_ability_generic_response	39	39				false	false	true	false		
wh2_main_item_abilities_the_guiding_eye	18	60	-1	40	true	-1	0	false	0		false	false	false	0		false	0	false	4088				0	0	wh_abilities_generic_buff					0		augment_ranged_area	wh_group_item		vo_battle_special_ability_generic_response	39	39				false	false	true	false		
wh2_main_item_abilities_the_horn_of_kygor	20	90	-1	40	true	-1	0	false	0		false	false	false	0		false	0	false	4109				0	0	wh_abilities_generic_buff					0		augment_self_area	wh_group_item		vo_battle_special_ability_generic_response	82	82				false	false	true	false		
wh2_main_item_abilities_the_liber_bubonicus	15	120	2	0	false	0	1	false	0		false	true	false	100		false	0	false	4172				0	0	wh_abilities_generic_direct_damage_no_ring					0		hex_melee	wh_group_item		vo_battle_special_ability_generic_response	0	239				false	false	true	false		
wh2_main_item_abilities_the_tricksters_pendant	16	60	-1	40	false	0	-1	true	0		false	true	true	100		false	0	false	4184				0	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0		hex_spellcaster	wh_group_item		vo_battle_special_ability_generic_response	0	81				false	false	true	false		
wh2_main_item_abilities_the_vortex_shard	31	60	1	0	false	0	1	false	0		false	true	false	100		false	0	false	4189				0	0	wh_abilities_generic_debuff_wom_no_ring					0		hex_spellcaster	wh_group_item		vo_battle_special_ability_generic_response	39	39				false	false	true	false		
wh2_main_item_abilities_warpstorm_scroll	29	60	1	55	false	0	-1	false	0		false	true	true	100		false	0	false	4235				0	0	wh_abilities_generic_direct_damage					0		hex_melee_area	wh_group_item		vo_battle_special_ability_generic_response	0	78				false	false	true	false		
wh2_main_item_abilities_worlds_edge_armour	57	60	1	0	true	0	0	false	0		false	false	false	0		false	0	false	4116				0	0	wh_abilities_generic_buff_no_ring					0		augment_defense	wh_group_weapon_armour		vo_battle_special_ability_generic_response	87	0				false	false	true	false		
wh2_main_item_bound_gilded_horn_of_galon_konook	13	90	2	0	false	0	0	false	0		false	true	true	150		false	3	false	4589				0	20	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_main_item_bound_gilded_horn_of_galon_konook	0		vortex	wh_group_magic_wand		vo_battle_special_ability_spell_cast_negative	0	163				false	false	true	false		
wh2_main_item_passive_blessed_tome	-1	-1	-1	30	true	-1	0	true	-1		false	false	false	0		false	0	true	4571				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	79	79				false	false	true	false		
wh2_main_item_passive_circlet_of_iron	-1	-1	-1	-1	false	0	-1	false	-1		false	false	false	0		false	0	true	4147				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	122	122				false	false	true	false		
wh2_main_item_passive_curse_charm_of_tepok	-1	-1	-1	55	false	0	-1	true	-1		false	false	false	0		false	0	true	4230				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	40	40				false	false	true	false		
wh2_main_item_passive_darkstar_cloak	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	4094				0	0	wh_abilities_generic_buff_wom_no_ring					0					vo_battle_special_ability_generic_response	0	79				false	false	true	false		
wh2_main_item_passive_diamond_guardian_phoenix	-1	-1	-1	-1	false	-1	0	true	-1		false	false	false	0		false	0	true	4594				0	0	wh_abilities_generic_buff_no_ring					0					vo_battle_special_ability_generic_response	40	40				false	false	true	false		
wh2_main_item_passive_enchanted_spyglass	-1	-1	-1	40	false	-1	0	true	-1		false	false	false	0		false	0	true	4562				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	0	160				false	false	true	false		
