cdir_events_mission_issuer_junctions_tables	0
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_5_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_6_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_7_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_8_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_9_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_me_1_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_me_2_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_me_3_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_me_4_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_me_5_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_me_6_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_me_7_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_me_8_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_1_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_2_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_3_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_4_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_5_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_6_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_7_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_8_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_me_1_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_me_2_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_me_3_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_me_4_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_me_5_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_me_6_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_me_7_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_me_8_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_lake_treasure_me_9_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_1_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_2_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_3_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_4_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_5_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_6_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_7_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_8_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_me_1_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_me_2_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_me_3_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_me_4_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_me_5_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_me_6_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_me_7_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_river_treasure_me_8_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_1_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_2_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_3_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_4_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_5_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_6_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_7_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_8_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_me_1_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_me_2_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_me_3_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_me_4_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_me_5_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_me_6_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_me_7_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_skull_treasure_me_8_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_starting_treasure_aranessa
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_starting_treasure_aranessa_me
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_starting_treasure_cylostra
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_starting_treasure_cylostra_me
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_starting_treasure_luthor
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_starting_treasure_luthor_me
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_starting_treasure_noctilus
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_starting_treasure_noctilus_me
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_1_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_2_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_3_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_4_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_5_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_6_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_7_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_8_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_me_1_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_me_2_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_me_3_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_me_4_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_me_5_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_me_6_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_me_7_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_structure_treasure_me_8_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_1_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_2_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_3_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_4_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_5_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_6_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_7_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_me_1_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_me_2_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_me_3_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_me_4_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_me_5_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_me_6_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_me_7_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_symbols_treasure_me_8_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_1_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_2_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_3_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_4_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_5_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_6_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_7_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_me_1_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_me_2_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_me_3_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_me_4_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_me_5_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_me_6_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_me_7_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_unique_treasure_me_8_level_3
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_1_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_2_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_3_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_4_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_5_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_6_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_7_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_8_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_me_1_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_me_2_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_me_3_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_me_4_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_me_5_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_me_6_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_me_7_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_volcano_treasure_me_8_level_1
CLAN_ELDERS	wh2_dlc11_cst_vortex_harkon_quest_for_slann_gold_stage_1
CLAN_ELDERS	wh2_dlc11_cst_vortex_harkon_quest_for_slann_gold_stage_2
CLAN_ELDERS	wh2_dlc11_cst_vortex_harkon_quest_for_slann_gold_stage_3
CLAN_ELDERS	wh2_dlc11_cst_vortex_harkon_quest_for_slann_gold_stage_4
CLAN_ELDERS	wh2_dlc11_cst_vortex_noctilus_captain_roths_moondial_stage_1
CLAN_ELDERS	wh2_dlc11_cst_vortex_noctilus_captain_roths_moondial_stage_2
CLAN_ELDERS	wh2_dlc11_cst_vortex_noctilus_captain_roths_moondial_stage_3
CLAN_ELDERS	wh2_dlc11_cst_vortex_noctilus_captain_roths_moondial_stage_4
CLAN_ELDERS	wh2_dlc11_cylostra_the_bordeleaux_flabellum_mp
CLAN_ELDERS	wh2_dlc11_def_lokhir_red_blades_stage_1
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_aranessa_krakens_bane_stage_1
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_aranessa_krakens_bane_stage_2
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_aranessa_krakens_bane_stage_3
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_aranessa_krakens_bane_stage_4
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_aranessa_krakens_bane_stage_5
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_cylostra_shifting_isles_bretonnia
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_cylostra_shifting_isles_high_elf
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_cylostra_the_bordeleaux_flabellum_stage_1
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_cylostra_the_bordeleaux_flabellum_stage_2
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_cylostra_the_bordeleaux_flabellum_stage_3
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_cylostra_the_bordeleaux_flabellum_stage_5a
CLAN_ELDERS	wh2_dlc11_great_vortex_cst_cylostra_the_bordeleaux_flabellum_stage_5b
CLAN_ELDERS	wh2_dlc11_great_vortex_cylostra_the_bordeleaux_flabellum_mp
CLAN_ELDERS	wh2_dlc11_great_vortex_def_lokhir_red_blades_stage_1
CLAN_ELDERS	wh2_dlc11_great_vortex_lokhir_fellheart_helm_of_the_kraken_mp
CLAN_ELDERS	wh2_dlc11_great_vortex_lokhir_helm_of_the_kraken_stage_1
CLAN_ELDERS	wh2_dlc11_great_vortex_lokhir_helm_of_the_kraken_stage_2
CLAN_ELDERS	wh2_dlc11_great_vortex_lokhir_helm_of_the_kraken_stage_3
CLAN_ELDERS	wh2_dlc11_great_vortex_lokhir_helm_of_the_kraken_stage_4
CLAN_ELDERS	wh2_dlc11_great_vortex_lokhir_helm_of_the_kraken_stage_5
CLAN_ELDERS	wh2_dlc11_great_vortex_qb_cst_aranessa_saltspite_krakens_bane_MP
CLAN_ELDERS	wh2_dlc11_great_vortex_qb_cst_luthor_harkon_slann_gold_MP
CLAN_ELDERS	wh2_dlc11_great_vortex_qb_cst_noctilus_captain_roths_moondial_MP
CLAN_ELDERS	wh2_dlc11_lokhir_fellheart_helm_of_the_kraken_mp
CLAN_ELDERS	wh2_dlc11_lokhir_helm_of_the_kraken_stage_1
CLAN_ELDERS	wh2_dlc11_lokhir_helm_of_the_kraken_stage_2
CLAN_ELDERS	wh2_dlc11_lokhir_helm_of_the_kraken_stage_3
CLAN_ELDERS	wh2_dlc11_lokhir_helm_of_the_kraken_stage_4
CLAN_ELDERS	wh2_dlc11_lokhir_helm_of_the_kraken_stage_5
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_brt
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_bst
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_chs
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_cst
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_def
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_dwf
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_emp
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_grn
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_hef
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_lzd
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_nor
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_skv
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_tmb
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_vmp
CLAN_ELDERS	wh2_dlc11_mis_cst_assassinate_character_agent_wef
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_brt
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_cst
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_def
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_dwf
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_emp
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_grn
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_hef
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_lzd
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_nor
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_skv
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_tmb
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_vmp
CLAN_ELDERS	wh2_dlc11_mis_cst_capture_regions_wef
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_brt
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_bst
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_chs
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_cst
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_def
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_dwf
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_emp
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_grn
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_hef
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_lzd
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_nor
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_skv
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_tmb
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_vmp
CLAN_ELDERS	wh2_dlc11_mis_cst_declare_war_wef
CLAN_ELDERS	wh2_dlc11_mis_cst_diplomatic_assassinate_character
CLAN_ELDERS	wh2_dlc11_mis_cst_diplomatic_capture_region
CLAN_ELDERS	wh2_dlc11_mis_cst_diplomatic_eliminate_character_in_battle
CLAN_ELDERS	wh2_dlc11_mis_cst_diplomatic_engage_force
CLAN_ELDERS	wh2_dlc11_mis_cst_diplomatic_raid_region
CLAN_ELDERS	wh2_dlc11_mis_cst_diplomatic_raze_sack_settlement
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_brt
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_bst
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_chs
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_cst
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_def
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_dwf
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_emp
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_grn
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_hef
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_lzd
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_nor
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_skv
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_tmb
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_vmp
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_wef
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_brt
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_bst
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_chs
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_cst
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_def
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_dwf
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_emp
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_grn
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_hef
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_lzd
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_nor
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_skv
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_tmb
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_vmp
CLAN_ELDERS	wh2_dlc11_mis_cst_eliminate_character_in_battle_high_rank_wef
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_brt
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_bst
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_chs
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_cst
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_def
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_dwf
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_emp
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_grn
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_hef
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_brt
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_bst
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_chs
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_cst
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_def
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_dwf
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_emp
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_grn
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_hef
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_lzd
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_nor
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_skv
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_tmb
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_vmp
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_invading_wef
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_lzd
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_nor
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_skv
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_tmb
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_vmp
CLAN_ELDERS	wh2_dlc11_mis_cst_engage_force_army_wef
CLAN_ELDERS	wh2_dlc11_mis_cst_make_alliance_0
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_brt
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_cst
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_def
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_dwf
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_emp
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_grn
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_hef
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_lzd
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_nor
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_skv
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_tmb
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_vmp
CLAN_ELDERS	wh2_dlc11_mis_cst_raid_region_wef
CLAN_ELDERS	wh2_dlc11_mis_cst_raise_force_army
CLAN_ELDERS	wh2_dlc11_mis_cst_raise_force_navy
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_brt
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_cst
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_def
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_dwf
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_emp
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_grn
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_hef
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_lzd
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_nor
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_skv
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_tmb
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_vmp
CLAN_ELDERS	wh2_dlc11_mis_cst_raze_sack_settlement_wef
CLAN_ELDERS	wh2_dlc11_mis_cst_recruit_agent_champion
CLAN_ELDERS	wh2_dlc11_mis_cst_recruit_agent_dignitary
CLAN_ELDERS	wh2_dlc11_mis_cst_recruit_agent_engineer
CLAN_ELDERS	wh2_dlc11_mis_cst_recruit_unit_land_infantry_melee
CLAN_ELDERS	wh2_dlc11_mis_cst_recruit_unit_land_infantry_ranged
CLAN_ELDERS	wh2_dlc11_mis_cst_recruit_unit_land_land_artillery
CLAN_ELDERS	wh2_dlc11_mis_cst_recruit_unit_land_war_beast
CLAN_ELDERS	wh2_dlc11_mission_harpoon
CLAN_ELDERS	wh2_dlc11_mission_piece_of_eight_1
CLAN_ELDERS	wh2_dlc11_mission_piece_of_eight_2
CLAN_ELDERS	wh2_dlc11_mission_piece_of_eight_3
CLAN_ELDERS	wh2_dlc11_mission_piece_of_eight_4
CLAN_ELDERS	wh2_dlc11_mission_piece_of_eight_5
CLAN_ELDERS	wh2_dlc11_mission_piece_of_eight_6
CLAN_ELDERS	wh2_dlc11_mission_piece_of_eight_7
CLAN_ELDERS	wh2_dlc11_mission_sea_shanty_1
CLAN_ELDERS	wh2_dlc11_mission_sea_shanty_2
CLAN_ELDERS	wh2_dlc11_mission_sea_shanty_3
CLAN_ELDERS	wh2_dlc11_noctilus_declare_war
CLAN_ELDERS	wh2_dlc11_noctilus_first_turn_mission
CLAN_ELDERS	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_MP
CLAN_ELDERS	wh2_dlc11_qb_cst_luthor_harkon_slann_gold_MP
CLAN_ELDERS	wh2_dlc11_qb_cst_noctilus_captain_roths_moondial_MP
CLAN_ELDERS	wh2_dlc11_vor_cst_dilemma_ocean_of_opportunities_0
CLAN_ELDERS	wh2_dlc11_vor_cst_dilemma_ocean_of_opportunities_1
CLAN_ELDERS	wh2_dlc11_vor_cst_dilemma_ocean_of_opportunities_2
CLAN_ELDERS	wh2_dlc11_vor_cst_dilemma_ocean_of_opportunities_3
CLAN_ELDERS	wh2_dlc12_brt_alberic_braid_of_bordeleaux
CLAN_ELDERS	wh2_dlc12_brt_fay_morgianas_mirror
