battle_personalities_tables	7
key	man_animations_table	type	missile_type	variant	battle_entity	rider_attachment_point	battle_entity_stats	autonomous_rider_hero
wh2_main_hef_ithilmar_chariot_rider2	hu1d_elf_wm_tiranoc_chariot01_spear	autonomous_rider		wh2_main_hef_charioteer_spear	wh_main_cavalry_rider_standard_blood	ap_crewposition_1		false
wh2_main_hef_noble_eagle	hu1d_elf_bi1_eagle_wb_halberd	autonomous_rider		wh2_main_hef_noble	wh2_main_hef_rider_360_hero_blood			true
wh2_main_hef_prince_dragon_rider1	hu1d_elf_dr1_dragon_wb_sword_and_shield	autonomous_rider		wh2_main_hef_prince	wh_main_infantry_standard_large_blood			true
wh2_main_hef_prince_eagle_rider1	hu1d_elf_bi1_eagle_wb_sword_and_shield	autonomous_rider		wh2_main_hef_prince	wh_main_infantry_standard_large_blood			true
wh2_main_hef_princess_dragon	hu1b_elf_dr1_dragon_wb_sword_and_bow	autonomous_rider		wh2_main_hef_princess	wh2_main_hef_rider_360_hero_blood		wh2_main_hef_princess	true
wh2_main_hef_princess_eagle	hu1b_elf_bi1_eagle_wb_sword_and_bow	autonomous_rider		wh2_main_hef_princess	wh2_main_hef_rider_360_hero_blood	ap_saddle_rider_01	wh2_main_hef_princess	true
wh2_main_hef_tiranoc_chariot_charioteer	hu1d_elf_wm_tiranoc_chariot01_whip	autonomous_rider		wh2_main_hef_charioteer_archer	wh_main_cavalry_rider_standard_blood	ap_crewposition_0		false
wh2_main_hef_tiranoc_chariot_rider1	hu1d_elf_wm_tiranoc_chariot01_sword_and_bow	autonomous_rider		wh2_main_hef_archer	wh_main_cavalry_rider_standard_blood	ap_crewposition_1	wh2_main_hef_tiranoc_chariot_archer	false
wh2_main_hef_tiranoc_chariot_rider2	hu1d_elf_wm_tiranoc_chariot01_sword_and_bow2	autonomous_rider		wh2_main_hef_archer	wh_main_cavalry_rider_standard_blood	ap_crewposition_2	wh2_main_hef_tiranoc_chariot_archer	false
wh2_main_lzd_cha_kroq_gar_carnosaur	hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	autonomous_rider		wh2_main_lzd_lord_kroq_gar	wh2_main_lzd_warbeast_rider_360_hero_blood_kroqgar	ap_saddle_rider1		true
wh2_main_lzd_cha_saurus_old_blood_carnosaur	hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	autonomous_rider		wh2_main_lzd_lord_saurus_old_blood	wh2_main_lzd_warbeast_rider_360_hero_blood	ap_saddle_rider1		true
wh2_main_lzd_cha_scar_veteran_carnosaur	hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	autonomous_rider		wh2_main_lzd_hero_saurus_scar_veteran	wh2_main_lzd_warbeast_rider_360_hero_blood	ap_saddle_rider1		true
wh2_main_lzd_mazdamundi_0	hu9_slann_wm_platform01_mace	autonomous_rider		wh2_main_lzd_lord_mazdamundi	wh2_main_lzd_infantry_standard_mazdamundi_rider	ap_platform_rider_0		true
wh2_main_lzd_mon_ancient_stegadon_rider_0	hu7_skink_hq1_stegadon_wb_giant_blowpipe	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_inf_skink_stegadon_rider_230_blood_dismembers	ap_platform_rider_5	wh2_main_lzd_mon_ancient_stegadon_rider	false
wh2_main_lzd_mon_ancient_stegadon_rider_1	hu7_skink_hq1_stegadon_wb_giant_blowpipe_02	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_inf_skink_stegadon_rider_230_blood_dismembers	ap_platform_rider_6	wh2_main_lzd_mon_ancient_stegadon_rider	false
wh2_main_lzd_mon_ancient_stegadon_rider_attendant_0	hu7_skink_hq1_stegadon_wb_javelin	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_platform_rider_attendant	wh2_main_lzd_mon_skink_rider_secondary_ammo	false
wh2_main_lzd_mon_ancient_stegadon_rider_mazdamundi_0	hu9_slann_mace	autonomous_rider		wh2_main_lzd_lord_mazdamundi	wh2_main_lzd_infantry_standard_mazdamundi_rider	ap_platform_rider_slann		true
wh2_main_lzd_mon_ancient_stegadon_rider_mazdamundi_skink_1	hu7_skink_hq1_stegadon_wb_javelin	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_platform_rider_3	wh2_main_lzd_mon_skink_rider_primary_ammo	false
wh2_main_lzd_mon_ancient_stegadon_rider_mazdamundi_skink_2	hu7_skink_hq1_stegadon_wb_javelin	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_platform_rider_4	wh2_main_lzd_mon_skink_rider_primary_ammo	false
wh2_main_lzd_mon_bastiladon_1_rider_0	hu7_skink_hq1_bastilidon_wb_javelin	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_bastiladon_rider_0	wh2_main_lzd_mon_skink_rider_primary_ammo	false
wh2_main_lzd_mon_bastiladon_1_rider_1	hu7_skink_hq1_bastilidon_wb_javelin_b	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_bastiladon_rider_1	wh2_main_lzd_mon_skink_rider_primary_ammo	false
wh2_main_lzd_mon_bastiladon_1_rider_2	hu7_skink_hq1_bastilidon_wb_javelin_02	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_bastiladon_rider_2	wh2_main_lzd_mon_skink_rider_primary_ammo	false
wh2_main_lzd_mon_bastiladon_1_rider_3	hu7_skink_hq1_bastilidon_wb_javelin_02_b	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_bastiladon_rider_3	wh2_main_lzd_mon_skink_rider_primary_ammo	false
wh2_main_lzd_mon_bastiladon_rider_0	hu7_skink_hq1_bastilidon_wb_javelin	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_bastiladon_rider_0	wh2_main_lzd_mon_skink_rider_secondary_ammo	false
wh2_main_lzd_mon_bastiladon_rider_1	hu7_skink_hq1_bastilidon_wb_javelin_b	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_bastiladon_rider_1	wh2_main_lzd_mon_skink_rider_secondary_ammo	false
wh2_main_lzd_mon_bastiladon_rider_2	hu7_skink_hq1_bastilidon_wb_javelin_02	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_bastiladon_rider_2	wh2_main_lzd_mon_skink_rider_secondary_ammo	false
wh2_main_lzd_mon_bastiladon_rider_3	hu7_skink_hq1_bastilidon_wb_javelin_02_b	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_bastiladon_rider_3	wh2_main_lzd_mon_skink_rider_secondary_ammo	false
wh2_main_lzd_mon_stegadon_engine_rider_skink_chief_0	hu7_skink_staff_and_club	autonomous_rider		wh2_main_lzd_skink_chief	wh2_main_lzd_warbeast_rider_360_hero_blood	ap_platform_rider_engine		true
wh2_main_lzd_mon_stegadon_engine_rider_skink_priest_0	hu7_skink_staff_and_club	autonomous_rider		wh2_main_lzd_skink_priest	wh2_main_lzd_warbeast_rider_360_hero_blood	ap_platform_rider_engine		true
wh2_main_lzd_mon_stegadon_rider_0	hu7_skink_hq1_stegadon_wb_javelin	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_platform_rider_0	wh2_main_lzd_mon_skink_rider_secondary_ammo	false
wh2_main_lzd_mon_stegadon_rider_1	hu7_skink_hq1_stegadon_wb_javelin	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_platform_rider_1	wh2_main_lzd_mon_skink_rider_secondary_ammo	false
wh2_main_lzd_mon_stegadon_rider_2	hu7_skink_hq1_stegadon_wb_javelin	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_platform_rider_2	wh2_main_lzd_mon_skink_rider_secondary_ammo	false
wh2_main_lzd_mon_stegadon_rider_3	hu7_skink_hq1_stegadon_wb_javelin	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_platform_rider_3	wh2_main_lzd_mon_skink_rider_secondary_ammo	false
wh2_main_lzd_mon_stegadon_rider_4	hu7_skink_hq1_stegadon_wb_javelin	autonomous_rider		wh2_main_lzd_skink_crew	wh2_main_lzd_warbeast_rider_360_blood	ap_platform_rider_4	wh2_main_lzd_mon_skink_rider_secondary_ammo	false
wh2_main_lzd_mon_stegadon_rider_skink_chief_0	hu7_skink_staff_and_club	autonomous_rider		wh2_main_lzd_skink_chief	wh2_main_lzd_warbeast_rider_360_hero_blood	ap_platform_rider_0		true
wh2_main_lzd_mon_stegadon_rider_skink_priest_0	hu7_skink_staff_and_club	autonomous_rider		wh2_main_lzd_skink_priest	wh2_main_lzd_warbeast_rider_360_hero_blood	ap_platform_rider_0		true
wh2_main_lzd_slann_0	hu9_slann_wm_platform01_mace	autonomous_rider		wh2_main_lzd_slann	wh2_main_lzd_slann_mage	ap_platform_rider_0		true
wh2_main_skv_cha_grey_seer_1	hu17_skaven_wm_screaming_bell_staff	autonomous_rider		wh2_main_skv_grey_seer	wh_main_infantry_rider	ap_platform_rider_0		true
wh2_main_skv_cha_plague_priest_2	hu17_skaven_censer	autonomous_rider		wh2_main_skv_plague_priest	wh2_main_skv_infantry_hero_plague_priest	ap_platform_rider_0		true
wh2_main_skv_cha_warlord_1	hu17_skaven_warlord_hu18_rat_ogre_drill	autonomous_rider		wh2_main_skv_warlord	wh_main_infantry_rider	ap_platform_rider_0		true
wh2_main_skv_veh_doomwheel_crew_0	hu17_skaven_doom_wheel_driver_02	autonomous_rider		wh2_main_skv_warplightning_crew	wh2_main_infantry_rider_very_large	ap_crewposition_1		false
wh2_main_skv_veh_doomwheel_crew_0_ror	hu17_skaven_doom_wheel_driver_02	autonomous_rider		wh2_dlc12_skv_skyre_artillery_crew_ror	wh2_main_infantry_rider_very_large	ap_crewposition_1		false
wh2_main_skv_veh_doomwheel_driver_0	hu17_skaven_doom_wheel_driver_01	autonomous_rider		wh2_main_skv_skyre_artillery_crew	wh2_main_infantry_rider_very_large	ap_crewposition_0		false
wh2_main_skv_veh_doomwheel_driver_0_ror	hu17_skaven_doom_wheel_driver_01	autonomous_rider		wh2_dlc12_skv_skyre_artillery_crew_ror	wh2_main_infantry_rider_very_large	ap_crewposition_0		false
wh2_main_skv_veh_doomwheel_rat1	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_0		false
wh2_main_skv_veh_doomwheel_rat10	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_9		false
wh2_main_skv_veh_doomwheel_rat11	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_10		false
wh2_main_skv_veh_doomwheel_rat12	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_11		false
wh2_main_skv_veh_doomwheel_rat13	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_12		false
wh2_main_skv_veh_doomwheel_rat14	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_13		false
wh2_main_skv_veh_doomwheel_rat15	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_14		false
wh2_main_skv_veh_doomwheel_rat16	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_15		false
wh2_main_skv_veh_doomwheel_rat17	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_16		false
wh2_main_skv_veh_doomwheel_rat18	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_17		false
wh2_main_skv_veh_doomwheel_rat19	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_18		false
wh2_main_skv_veh_doomwheel_rat2	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_1		false
wh2_main_skv_veh_doomwheel_rat20	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_19		false
wh2_main_skv_veh_doomwheel_rat3	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_2		false
wh2_main_skv_veh_doomwheel_rat4	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_3		false
wh2_main_skv_veh_doomwheel_rat5	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_4		false
wh2_main_skv_veh_doomwheel_rat6	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_5		false
wh2_main_skv_veh_doomwheel_rat7	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_6		false
wh2_main_skv_veh_doomwheel_rat8	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_7		false
wh2_main_skv_veh_doomwheel_rat9	rt1b_doomwheel01	autonomous_rider		wh2_main_skv_doomwheel_rat	wh2_main_infantry_rider_very_large	ap_rat_8		false
wh2_main_skv_veh_doomwheel_warp_lightning_0	wm_doomwheel_warp_lightning01	autonomous_rider		dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	ap_weapon_front	wh2_main_skv_veh_doomwheel_warp_lightning	false
wh2_main_skv_veh_doomwheel_warp_lightning_1	wm_doomwheel_warp_lightning01	autonomous_rider		dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	ap_weapon_left	wh2_main_skv_veh_doomwheel_warp_lightning	false
wh2_main_skv_veh_doomwheel_warp_lightning_2	wm_doomwheel_warp_lightning01	autonomous_rider		dummy_variant	wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	ap_weapon_right	wh2_main_skv_veh_doomwheel_warp_lightning	false
wh_dlc01_chs_cha_chaos_lord_10	hu1c_chaos_bc3_manticore_wb_sword_and_shield	autonomous_rider		wh_chs_ch_chaos_lord	wh_main_infantry_standard_large_hero_blood_dismembers			true
wh_dlc01_chs_cha_chaos_lord_2	hu1c_chaos_dr1b_chaos_dragon_wb_sword_and_shield	autonomous_rider		wh_chs_ch_chaos_lord	wh_main_infantry_standard_large_hero_blood_dismembers			true
wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	hu1c_chaos_dr1b_chaos_dragon_wb_sword_and_shield	autonomous_rider		wh_chs_ch_sorcerer_lord	wh_main_infantry_standard_large_hero_blood_dismembers			true
wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	hu1c_chaos_bc3_manticore_wb_staff_and_sword	autonomous_rider		wh_chs_ch_sorcerer_lord	wh_main_infantry_standard_large_hero_blood_dismembers			true
wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	hu1c_chaos_dr1b_chaos_dragon_wb_sword_and_shield	autonomous_rider		wh_chs_ch_sorcerer_lord	wh_main_infantry_standard_large_hero_blood_dismembers			true
wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	hu1c_chaos_bc3_manticore_wb_staff_and_sword	autonomous_rider		wh_chs_ch_sorcerer_lord	wh_main_infantry_standard_large_hero_blood_dismembers			true
wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	hu1c_chaos_dr1b_chaos_dragon_wb_sword_and_shield	autonomous_rider		wh_chs_ch_sorcerer_lord	wh_main_infantry_standard_large_hero_blood_dismembers			true
wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	hu1c_chaos_bc3_manticore_wb_staff_and_sword	autonomous_rider		wh_chs_ch_sorcerer_lord	wh_main_infantry_standard_large_hero_blood_dismembers			true
wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3	hu1c_chaos_bc3_manticore_wb_staff_and_sword	autonomous_rider		wh_chs_ch_sorcerer_lord	wh_main_infantry_standard_large_hero_blood_dismembers			true
wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4	hu1c_chaos_dr1b_chaos_dragon_wb_sword_and_shield	autonomous_rider		wh_chs_ch_sorcerer_lord	wh_main_infantry_standard_large_hero_blood_dismembers			true
wh_dlc01_chs_cha_chaos_sorcerer_shadows_3	hu1c_chaos_bc3_manticore_wb_staff_and_sword	autonomous_rider		wh_chs_ch_sorcerer_lord	wh_main_infantry_standard_large_hero_blood_dismembers			true
wh_dlc01_chs_cha_exalted_hero_10	hu1c_chaos_bc3_manticore_wb_sword_and_shield	autonomous_rider		wh_chs_ch_exalted_hero	wh_main_infantry_standard_large_blood			true
wh_dlc03_bst_razorgor_chariot_rider1	hu6_gor_wm_razorgor_chariot_whip	autonomous_rider		wh_dlc03_bst_gors	wh_main_infantry_rider	ap_crewposition_0		false
wh_dlc03_bst_razorgor_chariot_rider2	hu6_gor_wm_razorgor_chariot_spear	autonomous_rider		wh_dlc03_bst_bestigors	wh_main_infantry_rider	ap_crewposition_1		false
wh_dlc03_bst_razorgor_khazrak_chariot_rider2	hu6_gor_wm_razorgor_chariot_sword_and_whip	autonomous_rider		wh_dlc03_bst_ch_khazrak	wh_main_infantry_standard_hero_blood	ap_crewposition_1		true
wh_dlc03_bst_razorgor_lord_chariot_rider2	hu6_gor_wm_razorgor_chariot_dual_axe	autonomous_rider		wh_dlc03_bst_ch_beastlords	wh_main_infantry_standard_hero_blood	ap_crewposition_1		false
wh_dlc03_bst_razorgor_shaman_chariot_rider2	hu6_gor_wm_razorgor_chariot_staff_and_sword	autonomous_rider		wh_dlc03_bst_ch_bray_shaman	wh_main_infantry_standard_hero_blood	ap_crewposition_1		true
wh_dlc03_emp_cha_boris_todbringer_3	hu1_empire_bc2_griffon_wb_sword_shield	autonomous_rider		wh_dlc03_emp_ch_boris_todbringer	wh_main_infantry_standard_blood_dismembers			true
wh_dlc03_emp_cha_wizard_beasts_3	hu1_empire_bc2_griffon_wb_staff_and_sword	autonomous_rider		wh_dlc03_emp_ch_wizard_beasts	wh_main_infantry_standard_wizard_rider_blood_dismembers			true
wh_dlc04_emp_war_altar_rider_0	hu1_volkmar_staff_and_hammer	autonomous_rider		wh_dlc04_emp_ch_volkmar	wh_main_infantry_rider	ap_crewposition_1		true
wh_dlc04_emp_war_altar_rider_1	hu1_empire_hammer_and_book	autonomous_rider		wh_emp_ch_warrior_priest	wh_main_infantry_rider	ap_crewposition_0		false
wh_dlc04_vmp_cha_strigoi_ghoul_king_1	hu8_strigoi_bi2_terrorgheist_wb	autonomous_rider		wh_dlc04_vmp_strigoi	wh_main_infantry_standard			true
wh_dlc04_vmp_claw_of_nagash_banshee1	gh1_banshee_mortisengine_nagash	autonomous_rider		wh_vmp_ch_banshee_nagash	wh_main_infantry_rider	ap_banshee_0		false
wh_dlc04_vmp_claw_of_nagash_banshee2	gh1_banshee_mortisengine_nagash	autonomous_rider		wh_vmp_ch_banshee_nagash	wh_main_infantry_rider	ap_banshee_1		false
wh_dlc04_vmp_claw_of_nagash_banshee3	gh1_banshee_mortisengine_nagash	autonomous_rider		wh_vmp_ch_banshee_nagash	wh_main_infantry_rider	ap_banshee_2		false
wh_dlc04_vmp_claw_of_nagash_cairn_wraith1	gh1_cairn_wraith_nagash	autonomous_rider		wh_vmp_ghost_cairnwraith_nagash	wh_main_infantry_rider	ap_cairn_wraith_0		false
wh_dlc04_vmp_claw_of_nagash_cairn_wraith2	gh1_cairn_wraith_nagash	autonomous_rider		wh_vmp_ghost_cairnwraith_nagash	wh_main_infantry_rider	ap_cairn_wraith_1		false
wh_dlc04_vmp_claw_of_nagash_horse1	hr1_vmp_skeletal_steed_mortisengine	autonomous_rider		wh_vmp_barded_skeletal_steed_nagash	wh_main_infantry_rider	ap_draughtposition_0		false
wh_dlc04_vmp_claw_of_nagash_horse2	hr1_vmp_skeletal_steed_mortisengine	autonomous_rider		wh_vmp_barded_skeletal_steed_nagash	wh_main_infantry_rider	ap_draughtposition_1		false
wh_dlc04_vmp_claw_of_nagash_horse3	hr1_vmp_skeletal_steed_mortisengine	autonomous_rider		wh_vmp_barded_skeletal_steed_nagash	wh_main_infantry_rider	ap_draughtposition_2		false
wh_dlc04_vmp_claw_of_nagash_knight01	hu1_skeleton_hr1_skeletal_steed_mortis_engine	autonomous_rider		wh_vmp_black_knight_lance_nagash	wh_main_infantry_rider	ap_riderposition_0		false
wh_dlc04_vmp_claw_of_nagash_knight02	hu1_skeleton_hr1_skeletal_steed_mortis_engine	autonomous_rider		wh_vmp_black_knight_lance_nagash	wh_main_infantry_rider	ap_riderposition_1		false
wh_dlc04_vmp_claw_of_nagash_knight03	hu1_skeleton_hr1_skeletal_steed_mortis_engine	autonomous_rider		wh_vmp_black_knight_lance_nagash	wh_main_infantry_rider	ap_riderposition_2		false
wh_dlc04_vmp_claw_of_nagash_rider1	hu1_empire_staff_and_sword	autonomous_rider		wh_dlc04_vmp_necromancer_corpsemaster	wh_main_infantry_rider	ap_crewposition_0		false
wh_dlc04_vmp_claw_of_nagash_skeleton1	hu1_sk_mortisengine_left_00	autonomous_rider		wh_vmp_skeleton_spearmen_nagash	wh_main_infantry_rider	ap_skeleton_0		false
wh_dlc04_vmp_claw_of_nagash_skeleton2	hu1_sk_mortisengine_left_01	autonomous_rider		wh_vmp_skeleton_nagash	wh_main_infantry_rider	ap_skeleton_1		false
wh_dlc04_vmp_claw_of_nagash_skeleton3	hu1_sk_mortisengine_left_02	autonomous_rider		wh_vmp_skeleton_nagash	wh_main_infantry_rider	ap_skeleton_2		false
wh_dlc04_vmp_claw_of_nagash_skeleton4	hu1_sk_mortisengine_right_00	autonomous_rider		wh_vmp_skeleton_spearmen_nagash	wh_main_infantry_rider	ap_skeleton_3		false
wh_dlc04_vmp_claw_of_nagash_skeleton5	hu1_sk_mortisengine_right_01	autonomous_rider		wh_vmp_skeleton_nagash	wh_main_infantry_rider	ap_skeleton_4		false
wh_dlc04_vmp_claw_of_nagash_skeleton6	hu1_sk_mortisengine_right_02	autonomous_rider		wh_vmp_skeleton_nagash	wh_main_infantry_rider	ap_skeleton_5		false
wh_dlc04_vmp_corpse_cart_rider1	hu1_vampire_wm_corpse_cart_whip	autonomous_rider		wh_dlc04_vmp_necromancer_corpsemaster	wh_main_infantry_rider	ap_crewposition_0		false
wh_dlc04_vmp_corpse_cart_rider1_helman	hu1_vampire_wm_corpse_cart_staff_and_sword	autonomous_rider		wh_dlc04_vmp_ch_master_necromancer_helman	wh_main_infantry_rider	ap_crewposition_0		true
wh_dlc04_vmp_corpse_cart_rider1_master_necromancer	hu1_vampire_wm_corpse_cart_staff_and_sword	autonomous_rider		wh_vmp_ch_master_necromancer	wh_main_infantry_rider	ap_crewposition_0		true
wh_dlc04_vmp_corpse_cart_rider1_necromancer	hu1_vampire_wm_corpse_cart_staff_and_sword	autonomous_rider		wh_vmp_ch_necromancer	wh_main_infantry_rider	ap_crewposition_0		true
wh_dlc04_vmp_mortis_engine_banshee1	gh1_banshee_mortisengine	autonomous_rider		wh_vmp_ch_banshee	wh_main_infantry_rider	ap_banshee_0		false
wh_dlc04_vmp_mortis_engine_banshee2	gh1_banshee_mortisengine	autonomous_rider		wh_vmp_ch_banshee	wh_main_infantry_rider	ap_banshee_1		false
wh_dlc04_vmp_mortis_engine_banshee3	gh1_banshee_mortisengine	autonomous_rider		wh_vmp_ch_banshee	wh_main_infantry_rider	ap_banshee_2		false
wh_dlc04_vmp_mortis_engine_cairn_wraith1	gh1_cairn_wraith	autonomous_rider		wh_vmp_ghost_cairnwraith_mortis	wh_main_infantry_rider	ap_cairn_wraith_0		false
wh_dlc04_vmp_mortis_engine_cairn_wraith2	gh1_cairn_wraith	autonomous_rider		wh_vmp_ghost_cairnwraith_mortis	wh_main_infantry_rider	ap_cairn_wraith_1		false
wh_dlc04_vmp_mortis_engine_horse1	hr1_vmp_skeletal_steed_mortisengine	autonomous_rider		wh_vmp_barded_skeletal_steed_mortis	wh_main_infantry_rider	ap_draughtposition_0		false
wh_dlc04_vmp_mortis_engine_horse2	hr1_vmp_skeletal_steed_mortisengine	autonomous_rider		wh_vmp_barded_skeletal_steed_mortis	wh_main_infantry_rider	ap_draughtposition_1		false
wh_dlc04_vmp_mortis_engine_horse3	hr1_vmp_skeletal_steed_mortisengine	autonomous_rider		wh_vmp_barded_skeletal_steed_mortis	wh_main_infantry_rider	ap_draughtposition_2		false
wh_dlc04_vmp_mortis_engine_knight01	hu1_skeleton_hr1_skeletal_steed_mortis_engine	autonomous_rider		wh_vmp_black_knight_lance_mortis	wh_main_infantry_rider	ap_riderposition_0		false
wh_dlc04_vmp_mortis_engine_knight02	hu1_skeleton_hr1_skeletal_steed_mortis_engine	autonomous_rider		wh_vmp_black_knight_lance_mortis	wh_main_infantry_rider	ap_riderposition_1		false
wh_dlc04_vmp_mortis_engine_knight03	hu1_skeleton_hr1_skeletal_steed_mortis_engine	autonomous_rider		wh_vmp_black_knight_lance_mortis	wh_main_infantry_rider	ap_riderposition_2		false
wh_dlc04_vmp_mortis_engine_rider1	hu1_empire_staff_and_sword	autonomous_rider		wh_dlc04_vmp_necromancer_corpsemaster	wh_main_infantry_rider	ap_crewposition_0		false
wh_dlc04_vmp_mortis_engine_skeleton1	hu1_sk_mortisengine_left_00	autonomous_rider		wh_vmp_skeleton_spearmen_mortis	wh_main_infantry_rider	ap_skeleton_0		false
wh_dlc04_vmp_mortis_engine_skeleton2	hu1_sk_mortisengine_left_01	autonomous_rider		wh_vmp_skeleton_mortis	wh_main_infantry_rider	ap_skeleton_1		false
wh_dlc04_vmp_mortis_engine_skeleton3	hu1_sk_mortisengine_left_02	autonomous_rider		wh_vmp_skeleton_mortis	wh_main_infantry_rider	ap_skeleton_2		false
wh_dlc04_vmp_mortis_engine_skeleton4	hu1_sk_mortisengine_right_00	autonomous_rider		wh_vmp_skeleton_spearmen_mortis	wh_main_infantry_rider	ap_skeleton_3		false
wh_dlc04_vmp_mortis_engine_skeleton5	hu1_sk_mortisengine_right_01	autonomous_rider		wh_vmp_skeleton_mortis	wh_main_infantry_rider	ap_skeleton_4		false
wh_dlc04_vmp_mortis_engine_skeleton6	hu1_sk_mortisengine_right_02	autonomous_rider		wh_vmp_skeleton_mortis	wh_main_infantry_rider	ap_skeleton_5		false
wh_dlc05_brt_cha_armand_aquitaine_3	hu1_bretonnian_bc2b_hippogryph_wb_sword_shield	autonomous_rider		wh_dlc05_brt_armand_aquitaine	wh_main_infantry_standard_hero_blood_dismembers			true
wh_dlc05_grn_cha_snorko_one_finger_1	hu2_orc_bi2_wyvern_wb_sword_and_shield	autonomous_rider		wh_dlc05_grn_snorko_one_finger	wh_main_grn_cha_orc_hero_blood_dismembers			true
wh_dlc05_vmp_cha_red_duke_3	hu1_vampire_counts_dr1_zombie_dragon_wb_sword_and_shield	autonomous_rider		wh_dlc05_vmp_the_red_duke	wh_main_infantry_standard_blood_dismembers			true
