campaign_group_member_criteria_subcultures_tables	0
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_BST_Faction_Abominations_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_DE_Faction_MengilsManflayers_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_DE_Faction_Vashnaar_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionBretonnia	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionBretonnia_&_Negative	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionBretonnia_&_Positive	wh_dlc03_sc_bst_beastmen
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DWF_Faction_BleakCoastBuccaneers_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_DWF_Faction_Doomseekers_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_EMP_Faction_BernhoffsBrigands_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_EMP_Faction_CollegeofPyrotechnics_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionBretonnia	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionBretonnia_&_Negative	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionBretonnia_&_Positive	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionChaos	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionChaos_&_Negative	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionChaos_&_Positive	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionDwarf	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionDwarf_&_Negative	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionDwarf_&_Positive	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionEmpire	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionEmpire_&_Negative	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionEmpire_&_Positive	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionGreenskin	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionGreenskin_&_Negative	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionGreenskin_&_Positive	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionVamp	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionVamp_&_Negative	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_FreebootersOfPortRoyale_OtherFactionVamp_&_Positive	wh2_dlc11_cst_rogue_freebooters_of_port_royale
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_FactionGroup_Rogue_EMP_Faction_GerhardtsMercenaries_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
