unit_sets_tables	1
key	use_unit_exp_level_range	min_unit_exp_level_inclusive	max_unit_exp_level_inclusive
wh2_main_lzd_cha_skink_priest_beasts_0	false	-1	-1
wh2_main_lzd_inf_chameleon_skinks_blessed_0	false	-1	-1
wh2_main_lzd_inf_saurus_spearmen_blessed_1	false	-1	-1
wh2_main_lzd_inf_saurus_warriors_blessed_1	false	-1	-1
wh2_main_lzd_inf_skink_skirmishers_blessed_0	false	-1	-1
wh2_main_lzd_inf_temple_guards_blessed	false	-1	-1
wh2_main_lzd_mon_bastiladon_blessed_2	false	-1	-1
wh2_main_lzd_mon_carnosaur_blessed_0	false	-1	-1
wh2_main_lzd_mon_kroxigors_blessed	false	-1	-1
wh2_main_lzd_mon_stegadon_blessed_1	false	-1	-1
wh2_main_skv_cha_plague_priest_0	false	-1	-1
wh2_main_skv_cha_warlock_engineer	false	-1	-1
wh2_pro06_tmb_mon_bone_giant_0	false	-1	-1
wh2_pro06_tmb_vet_bone_giant	true	7	9
wh_dlc05_wef_cha_spellsinger_life_0	false	-1	-1
wh_dlc05_wef_mon_treekin	false	-1	-1
wh_dlc07_peasant_economy_unit_set	false	-1	-1
wh_dlc07_peasant_mob	false	-1	-1
wh_dlc07_peasant_penalty	false	-1	-1
wh_dlc08_all_mammoths_skin_wolves_ice_wolves_hounds	false	-1	-1
wh_dlc08_empire_luminark	false	-1	-1
wh_dlc08_feral_mammoth	false	-1	-1
wh_dlc11_cst_cha_gunnery_wight	false	-1	-1
wh_main_brt_cha_damsel_0	false	-1	-1
wh_main_brt_cha_damsel_prophetess	false	-1	-1
wh_main_emp_cha_wizard_fire_0	false	-1	-1
wh_main_grn_cha_orc_shaman_0	false	-1	-1
wh_main_vmp_cha_necromancer_0	false	-1	-1
wh_main_vmp_cha_vampire_0	false	-1	-1
wh_pro02_isabella_discount	false	-1	-1
wh_pro02_isabella_extra_upkeep	false	-1	-1
wh_pro02_vampire_heroes	false	-1	-1
