dilemmas_tables	5
generate	key	localised_description	localised_title	ui_image	prioritized	event_category	sound_popup_override	sound_click_override
false	wh2_dlc11_th_puzzle_2_4	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – the Old Ones believed that alignment is all.	Dial of the Old Ones	vc_puzzle_2_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_2_5	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – the Old Ones believed that alignment is all.	Dial of the Old Ones	vc_puzzle_2_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_2_6	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – the Old Ones believed that alignment is all.	Dial of the Old Ones	vc_puzzle_2_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_2_7	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – the Old Ones believed that alignment is all.	Dial of the Old Ones	vc_puzzle_2_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_2_8	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – the Old Ones believed that alignment is all.	Dial of the Old Ones	vc_puzzle_2_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_2_9	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – the Old Ones believed that alignment is all.	Dial of the Old Ones	vc_puzzle_2_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_1	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_10	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_11	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_12	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_2	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_3	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_4	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_5	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_6	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_7	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_8	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_3_9	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the treasure, solve the puzzle – solitude is always desired.	Rubric of the Old Ones	vc_puzzle_3_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_4_1	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the Old Ones’ treasure, solve the puzzle – a die has six faces; may the fates keep them rolling high (especially if you’re making a ward save…)	Cuboid of the Old Ones	vc_puzzle_4_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_4_2	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the Old Ones’ treasure, solve the puzzle – a die has six faces; may the fates keep them rolling high (especially if you’re making a ward save…)	Cuboid of the Old Ones	vc_puzzle_4_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_4_3	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the Old Ones’ treasure, solve the puzzle – a die has six faces; may the fates keep them rolling high (especially if you’re making a ward save…)	Cuboid of the Old Ones	vc_puzzle_4_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_4_4	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the Old Ones’ treasure, solve the puzzle – a die has six faces; may the fates keep them rolling high (especially if you’re making a ward save…)	Cuboid of the Old Ones	vc_puzzle_4_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_4_5	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the Old Ones’ treasure, solve the puzzle – a die has six faces; may the fates keep them rolling high (especially if you’re making a ward save…)	Cuboid of the Old Ones	vc_puzzle_4_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_4_6	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the Old Ones’ treasure, solve the puzzle – a die has six faces; may the fates keep them rolling high (especially if you’re making a ward save…)	Cuboid of the Old Ones	vc_puzzle_4_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_4_7	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the Old Ones’ treasure, solve the puzzle – a die has six faces; may the fates keep them rolling high (especially if you’re making a ward save…)	Cuboid of the Old Ones	vc_puzzle_4_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_4_8	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the Old Ones’ treasure, solve the puzzle – a die has six faces; may the fates keep them rolling high (especially if you’re making a ward save…)	Cuboid of the Old Ones	vc_puzzle_4_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
false	wh2_dlc11_th_puzzle_4_9	Throughout the world, the Old Ones left vast troves of power for use by their most trusted servants. To prevent such power falling into the wrong hands, they placed wards and cryptographic locks over them. As millennia have passed, these wards have weakened but the arcane locks remain.\n\nTo access the Old Ones’ treasure, solve the puzzle – a die has six faces; may the fates keep them rolling high (especially if you’re making a ward save…)	Cuboid of the Old Ones	vc_puzzle_4_background	true	TreasureHunt	UI_CAM_EVENT_Dilemma	
true	wh2_dlc11_vor_cst_dilemma_ocean_of_opportunities	'Conversations' with several captured admirals 'ave brought information to light regarding several potential targets. We'll only 'ave time to strike one, however, so must choose wisely. Which convoy should we attack?	An Ocean of Opportunities 	messenger	false	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_def_names_of_power_ar_1_sacrifice	Death Night looms over the Druchii. As the hour approaches, you receive a vision from Khaine, who expects a great sacrifice if his favour is to be bestowed upon you. Those most valuable to you would make the best sacrifices - your sister, or your closest guard. Choose; who is to die on this fateful night?	Name of Power - The Sacrifice	epithets	false	Family		
false	wh2_main_def_names_of_power_ar_2_caravan	Whilst travelling a dangerous and treacherous road, your entourage is set upon by a horde of Beastmen. You believe you can fight them off, but there are options; either charge into the fight with the Cold Ones at your side, or slip away to safety and pick off their leader from the shadows...	Name of Power - The Caravan	epithets	false	Family		
false	wh2_main_def_names_of_power_ar_3_battle	A would-be usurper struggles in vain against your army. As his force falls around him, he stands resolute and delivers a challenge. Fight him, face to face, like a true warrior. Has he earned that right? 	Name of Power - The Usurper	epithets	false	Family		
false	wh2_main_def_names_of_power_ar_4_beast	On the march, you are assaulted by a feral Manticore! It howls, singling you out for combat. How to react - attempt to slay the savage beast or try to tame it?	Name of Power - The Wild Beast	epithets	false	Family		
false	wh2_main_def_names_of_power_ar_5_tideofbattle	A rival warrior has brought battle to your army; he is fierce and you are spread too thinly. There are but two viable options - fall back to a better position or draw all your forces together for one last, savage push…	Name of Power - Tide of Battle	epithets	false	Family		
false	wh2_main_def_names_of_power_ar_6_raid	Whilst raiding, your fleet spots a small, relatively-undefended coastal village; an attractive target. As a demonstration of force, your Black Ark Corsairs could assault the village by sailing directly into the bay and storming the beach. However, there could be prudence in beaching further downwind and attacking secretly, under cover of darkness...	Name of Power - The Raid	epithets	false	Family		
false	wh2_main_def_names_of_power_ca_1_ambush	Whilst travelling a long thoroughfare, an ambush is spotted ahead; a large force of Dark Elf rebels surrounds your forces. You are separated from your troops, so fighting on will likely end in defeat. You must think quickly if you wish to survive…	Name of Power - The Ambush	epithets	false	Family		
false	wh2_main_def_names_of_power_ca_2_spoils	A cadre of Dwarfish merchants foolishly crossed your path. Within moments, they all lay dead. Afterwards, it was discovered they were in possession of a large trove of treasure. How to split the spoils - if at all?	Name of Power - Spoils of Victory	epithets	false	Family		
false	wh2_main_def_names_of_power_ca_3_siege	A jumped-up, upstart noble thinks to mollify you, throwing insults that cannot be tolerated. Your agents discover that soon he will leave the safety of his stronghold on a journey. Whilst he is gone, you could raze his manor to the ground by way of revenge. It is poorly guarded, yet access must be gained; how to get in?	Name of Power - Assault on the Manor	epithets	false	Family		
false	wh2_main_def_names_of_power_ca_4_sorceress	One of your commanders, wracked by uncertainty, consults a renowned Sorceress to peer into the future. For her skills, she demands more and more of them - bordering on extortion. This attempted blackmail naturally leads to her death, but not before she can utter a curse. The Sorceress is consumed by a flash of baleful purple light, leaving behind a faintly-glowing gemstone. The gem throbs with power - how is it to be used?	Name of Power - The Gem of the Sorceress	epithets	false	Family		
false	wh2_main_def_names_of_power_ca_5_draft	With the untimely and not-at-all suspicious death of a rival Lord, a large swathe of land and its sadly disloyal inhabitants have fallen under your control. You should either draft them into your army, and break them to your will, or disperse them throughout your land, isolating them and diluting their potential for rebellion.	Name of Power - The New Vassals	epithets	false	Family		
false	wh2_main_def_names_of_power_ca_6_captive	During a dark and treacherous night, some insubordinate slaves made a break for freedom. It didn't take long to catch some and for others to be ripped apart by hounds. The leader is in one of the captured groups; what is to be the fate of this traitor?	Name of Power - The Captive	epithets	false	Family		
false	wh2_main_def_names_of_power_co_1_potion	In lieu of the tithes he owes you, a Dark Elf alchemist offers to brew a magical concoction. However, he only has sufficient reagents for one potion only - one of resilience or one of aggression. Which would you prefer?	Name of Power - The Potion	epithets	false	Family		
false	wh2_main_def_names_of_power_co_2_dragon	In the gnarled and treacherous peaks surrounding one of your estates, a Dragon's lair has been discovered. Its inhabitant is an old, tired specimen, docile enough to offer one of its ancient scales, imbued with magic. In return, the Dragon wishes to be left to rest in peace. So... accept the offer or slay the gargantuan beast?	Name of Power - Dragon's Lair	epithets	false	Family		
false	wh2_main_def_names_of_power_co_3_smith	A new blacksmith's forge set up on your land has been ransacked and looted by a gang of peripheral outlaws. After catching and brutally executing the perpetrators, the priest who owns the smith offers you a blessed weapon as a token of his thanks. Which dark blessing would suit you best?	Name of Power - The Priest of Vaul	epithets	false	Family		
false	wh2_main_def_names_of_power_co_4_teacher	Hailing from a distant land, a famed warrior comes, offering to teach his fearsome combat skills to your armies. After you accept his proposition, the warrior explains the lessons. Which, he asks, do you wish to learn?	Name of Power - The Teacher	epithets	false	Family		
false	wh2_main_def_names_of_power_co_5_hex	Another attempt to usurp your power! A rival has employed a Sorceress to place a hex upon you. Outraged, you deployed a punitive expedition to hunt the caster down. Before long, she finds her end upon a sacrificial pyre to Khaine; such is the lot of all such wretches. It is your furious will, however, that your rival's entire family is put to the sword. Khaine smiles on these dark deeds and offers a blessing - the choice of which, however, is yours to make...	Name of Power - The Hex	epithets	false	Family		
false	wh2_main_def_names_of_power_co_6_hydra	A routine hunt turned to drama when a beast of legend - the Hydra - was awoken! In a battle for the ages, you defeated the beast after fighting all day and the following night too. Now, however, the monster is vanquished. How best to celebrate your victory?	Name of Power - The Hydra	epithets	false	Family		
false	wh2_main_dilemma_encounter_at_sea_1	While your crew search a wreck, the deck heaves and water bursts through the rotting hole. What is left of the ship begins to sink, taking its cargo with it. Your crew only have time to salvage a few crates before the ocean claims it, but what should they save?	The Ocean Claims Its Own	wh2_sea_encounters_1	false	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_encounter_at_sea_1_a	A loaded shipwreck starts to sink as your heavy-booted crew fail to take care while offloading the salvage. There is only time for one more load before they must abandon ship!	Abandon Ship!	wh2_sea_encounters_2	false	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_encounter_at_sea_2	This site is home to an ancient shrine to a lost god. The place is bathed in power and as your followers approach angry runes upon the shrine illuminate, their glow a beacon to the wary. "Choose!" booms a deep disembodied voice…	Stranger Things	wh2_sea_encounters_1	false	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_encounter_at_sea_2_a	Mist clings to the ground and stubbornly refuses to shift even as your followers stride forth. They approach a place of ancient power. It is forbidding, but those who dare to tread here may be rewarded, or so the prophecy scrawled into the map states...	The Power That Surrounds Us	wh2_sea_encounters_2	false	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_encounter_at_sea_3	Landing on a small island, your warriors stumble upon an encampment. Debris and spilled accoutrements suggest the original incumbents left in a hurry. Then, a roar pierces the air... something is coming - scavenge what you can and scarper!	Abandoned Camp	wh2_sea_encounters_1	false	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_encounter_at_sea_3_a	A strange campsite is discovered, populated by statues. A fire still burns and a cooking pot bubbles and yet no living thing attends, just statues fashioned in the throes of a failed escape. Then, in the undergrowth, something hisses - this needs to be a lightning-fast raid!	The Remnants	wh2_sea_encounters_2	false	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_encounter_at_sea_4	Clearly, two ships met in combat and brought each other low, their rival crews drowning in battle and hatred. But their loss could be your gain, as the sunken ships lean on each other in unstable fashion. Time is short - salvage must be sought quickly!	In the Aftermath	wh2_sea_encounters_1	false	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_encounter_at_sea_4_a	Your followers have come upon two shipwrecks. Battle at sea pleases not just the gods of war but the gods of the sea as well. Salvage from such a vicious battle is possible, but the sea gods demand their tribute, so only a quarter of the cargo should be taken.	Tribute to the Sea Gods	wh2_sea_encounters_2	false	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_grand_campaign_victory	{{tr:wh2_main_dilemma_grand_campaign_victory_first}}\n\n{{tr:wh2_main_dilemma_grand_campaign_victory_second}}	Victory!	victory	false	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_grand_campaign_victory_arkhan	{{tr:wh2_main_dilemma_grand_campaign_victory_first}}\n\nAt long last the way is clear, all are subjugated before the Liche King, all sedition is extinguished, and the world is ready to receive its new god – the Supreme Lord of the Undead awaits his most loyal servant’s summons!	Victory!	victory	false	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_def_all_along_the_watch_towers_1	A message has been received, asking that we send aid to the northern watch towers, which are ill-maintained and in danger of allowing the forces of Chaos to slip past them. Such a thing would be… troublesome, to say the least.	All Along the Watchtowers	lord_loyalty_low	true	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_def_black_council_1	Rumour has it that Ezresor has been asking questions about you. He is said to be Malekith's spymaster on the Black Council, though there is no proving it. If he could be… coerced, Malekith may think more highly of you…	The Black Council	lord_loyalty_low	true	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_def_black_dragon_egg_1	A Black Dragon egg appears to have rolled from its nest to lay before you. Malekith will surely desire such a thing, but if you were to take it… just think of the power that could be yours to command!	Black Dragon Egg	lord_loyalty_low	true	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_def_blessing_of_khaine_1	We have found a strange idol. Inscribed with the markings of Khaine, it exhorts us to offer great sacrifice for 'untold power'. Remember that no power, sir, has ever come without sacrifice…	The Blessing of Khaine	lord_loyalty_low	true	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_def_contest_of_claws_1	The battle of the Beastmasters is upon us! Clar Karond and Karond Kar throw their greatest monsters at one another in a show of strength, pride, and cunning. Malekith is said to favour Clar Karond this season; maybe something should happen to the opposition?	The Contest of Claws	lord_loyalty_low	true	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_def_dark_crag_1	The power politics playing out at Hag Graef affect us all, Lord. The First Dreadlord controls trade and resources; having someone we can… 'trust' in the role will be of use to us in the future.	The Dark Crag	lord_loyalty_low	true	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_def_price_of_treachery_1	On our marches we have come across the remains of an utterly-beaten Lizardmen army. When we picked through the remains, their general - surprisingly not yet dead - begged us for mercy, offering mysterious power in exchange. That power could be yours, my lord...	The Price of Treachery	lord_loyalty_low	true	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_def_sorceror_delinquent_1	You have discovered that most pitiful and distrusted of creatures: the male Sorcerer! Malekith, in his wisdom, has decreed that all such wretches must die by his hands, but now this one is begging pathetically at your feet, proffering power in exchange for his freedom…	The Sorcerer Delinquent	lord_loyalty_low	true	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_def_stitch_up_1	It is known, Lord, that many assassins choose to stitch their lips together as a sign of their trustworthiness, so they can literally never speak of their silent, deadly deeds. Should this one appease the gods and the tenets of his chosen career path?	Stitch-Up	lord_loyalty_low	true	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_def_sunless_seas_1	Those suspicious, murky, mountain-dwelling Shade tribe, the Knives of Khaine, have approached you, asking for assistance to chart the Underworld Sea. If they can find better routes across the continent, then all Dark Elves will benefit!	Sunless Seas	lord_loyalty_low	true	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_def_the_purge_1	The debauched and murderous Death Night is upon us! The Hag Queens descend, vicious and desperate for sacrifice. Maybe we could appease them, through a… a donation?	The Purge	lord_loyalty_low	true	Event	UI_CAM_EVENT_Dilemma	
false	wh2_main_dilemma_loyalty_positive_def_a_tribute	During the monthly court meeting, one of your Lords brings forth a chest full of gold. Pompously, they declare it is a tribute to the crown. Of course, they hope for a glimpse of your favour and the prestige that it brings amongst his peers.	A Tribute	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_assassin	During a particularly bloody festival, an assassin suddenly dashes out from behind a tapestry. He leaps at you, poisoned dagger clenched in his fist; with a graceful sweep of their blade, one of your Lords strikes at him, severing his outstretched arm. Guards quickly seize the would-be killer, but your Lord demands the honour of the kill.	Assassin!	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_insurgents	Survivors of the infamous Har Kaldra Rebellion have been found sheltering in the northern mountains. Your Lord begs for the honour of leading the expedition to root out the traitors once and for all. You agree and before long they are being herded into the central plaza in chains. What should be done with this traitorous filth?	Insurgents	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_the_alchemist	An Asur Mage has been captured in a recent raid. Your Lord desperately wants to make them their personal slave. However, this Mage has a gift for prophecy, so it might be beneficial to claim him as your own…	The Alchemist	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_the_audience	One of your Lords answers an annual summons to court. Is that fear you spy in the eyes of a loyal subject or eager anticipation of a reward?	The Audience	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_the_beastmaster	A Beastmaster has been caught digging up the remains of Bracchus, the legendary mount that once belonged to the Beastlord Rakarth, a distant relative of your Lord. As the Beastmaster is an influential figure, the Lord asks you to adjudicate over the matter.	The Beastmaster	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_the_black_council	A Black Council is called, so the Dreadlords and other figures of importance are summoned to the court. This is the day to issue new decrees for those lands under your control.	The Black Council	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_the_curse_of_kurnous	A curse has befallen the local forest. One of your Lords has begged for the help of Kurnous, a God of the Hunt, in order to track down some slaves that have escaped from his estate. However, he neglected to carry out the required sacrifice first…	The Curse of Kurnous	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_the_dagger	Your Lord has been caught secretly commissioning one of the court blacksmiths to create a sublime dagger enchanted with curses.	The Dagger	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_the_hermit	A powerful Sorceress who lives as a hermit in the black forests is the sister of one of your Lords. She has been accused of sheltering traitors and your minion pleads for her life. This reeks of concern, which makes your Lord weak and fallible yet makes him ripe for manipulation at a later time...	The Hermit	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_the_relic	During a feast, one of your loyal Lords accidentally lets slip that some of his noble family members are in the possession of a priceless relic!	The Relic	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_the_statue	One of your Lords has arrogantly thought to erect a giant brass statue in the capital without obtaining your permission. The statue is of Hukon the Sunderer, a minor deity. To make matters worse, you can see this eyesore from your balcony. What should be done?	The Statue	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_the_traitors	A Lord has become aware of a plot that threatens your rule and comes to your court to bring you the conspirators in chains. How should this issue be dealt with?	The Traitors	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_def_wrongly_accused	Naggarothi politics are devious and deadly. One of your Lords has fallen victim to a plot by rivals seeking to claim his wealth and titles. Treason is the charge but during the trial the case falls apart. The other Lords in the room shuffle around uneasily, avoiding your wrathful gaze. What is your sentence?	Wrongly Accused?	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_skv_a_noise_problem	Overseers notice that Skavenslaves have recently been less productive. An investigation reveals that they are avoiding certain shortcuts because of ominous noises from the depths. Dispatched to investigate, your Lord returns with news of an abandoned laboratory. Inside there was a single artefact - a box producing very unsettling noises indeed!	A Noise Problem	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_skv_clawback_provision	Over the past few weeks, your Warlock Engineers have reported parts missing from your personal supply. Your spies eventually track the thief to its lair; it turns out that one of your Lords is secretly building a large mechanical claw to extract and crush previously unminable rock to extract the valuable Warpstone within!	Claw Back Provisions	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_skv_connivers	A pathetic, mewling craven of a minion-Lord has come to you with news that others plot-scheme your downfall. This wretch has done well to bring this to-to your attention…	Connivers!	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_skv_dust_it_off	One of your Warlock Engineers has found a new way to enrich Warpstone! Unfortunately, a laboratory explosion occurred the following day, leaving nothing behind but a pile of eerily-glowing Warpstone dust!	Dust It Off!	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_skv_item_of_power	Word has reached your ears that one you thought less-treacherous than other Lords has stolen from you-you. An item of great power has come into his possession and instead of offering it in tribute, he has kept it for himself! Oh dear…	Item of Power	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_skv_keg_of_boom	During a raid on a minor Dwarf outpost, one of your Lords captures a Dwarfen powder hall.	Kegs of Boom	politics	true	Event		
false	wh2_main_dilemma_loyalty_positive_skv_loyal_musk	This one remains loyal, yes-yes. Too loyal perhaps-maybe? Must be planning-scheming, only possible answer. But what to do-do?	Loyal Musk	politics	true	Event		
