unit_variants_colours_tables	2
faction	primary_colour_b	primary_colour_g	primary_colour_r	secondary_colour_b	secondary_colour_g	secondary_colour_r	soldier_type	tertiary_colour_b	tertiary_colour_g	tertiary_colour_r	key	unit_variant
wh_main_brt_bordeleaux	239	239	239	36	36	36	soldier	0	0	0	24096	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	132	41	36	15	15	145	soldier	0	0	0	24097	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	250	250	250	205	101	42	soldier	0	0	0	24104	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	18	16	137	136	43	38	soldier	0	0	0	24110	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	136	64	29	243	243	243	soldier	0	0	0	24115	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	83	201	238	19	19	19	soldier	0	0	0	24116	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	95	35	35	77	171	214	soldier	0	0	0	24119	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	23	29	34	18	20	145	soldier	0	0	0	24121	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	132	41	36	15	15	145	soldier	0	0	0	24129	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	250	250	250	205	101	42	soldier	0	0	0	24134	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	30	30	30	241	241	241	soldier	0	0	0	24138	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	236	236	245	11	11	139	soldier	0	0	0	24139	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	25	25	180	14	14	25	soldier	0	0	0	2414	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	25	25	180	14	14	25	soldier	0	0	0	24145	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	18	18	37	64	178	214	soldier	0	0	0	24154	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	16	16	132	135	42	37	soldier	0	0	0	24156	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	239	239	241	75	126	220	soldier	0	0	0	24162	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	45	193	244	22	26	142	soldier	0	0	0	24169	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	12	14	134	238	238	246	soldier	0	0	0	24174	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb1	239	239	239	36	36	36	soldier	0	0	0	24178	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	18	18	37	64	178	214	soldier	0	0	0	2418	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia	30	30	30	241	241	241	soldier	0	0	0	24182	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	236	236	245	11	11	139	soldier	0	0	0	24184	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	18	16	137	136	43	38	soldier	0	0	0	24191	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	136	64	29	243	243	243	soldier	0	0	0	24197	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	25	25	180	14	14	25	soldier	0	0	0	242	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	83	201	238	19	19	19	soldier	0	0	0	24206	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	95	35	35	77	171	214	soldier	0	0	0	24213	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	23	29	34	18	20	145	soldier	0	0	0	24217	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	132	41	36	15	15	145	soldier	0	0	0	24225	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	250	250	250	205	101	42	soldier	0	0	0	24226	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	16	16	132	135	42	37	soldier	0	0	0	2423	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb2	30	30	30	241	241	241	soldier	0	0	0	24236	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	236	236	245	11	11	139	soldier	0	0	0	24244	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	25	25	180	14	14	25	soldier	0	0	0	24246	wh_dlc07_brt_cav_questing_knights_0
wh2_dlc11_cst_noctilus	255	255	255	0	0	0	soldier	0	0	0	242474195	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_bretonnia_qb2	18	18	37	64	178	214	soldier	0	0	0	24255	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	16	16	132	135	42	37	soldier	0	0	0	24264	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	239	239	241	75	126	220	soldier	0	0	0	24268	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	45	193	244	22	26	142	soldier	0	0	0	24269	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	239	239	241	75	126	220	soldier	0	0	0	2427	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb2	12	14	134	238	238	246	soldier	0	0	0	24276	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb2	239	239	239	36	36	36	soldier	0	0	0	24285	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	25	25	180	14	14	25	soldier	0	0	0	24295	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	45	193	244	22	26	142	soldier	0	0	0	2430	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb3	18	16	137	136	43	38	soldier	0	0	0	24303	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	136	64	29	243	243	243	soldier	0	0	0	24312	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	12	14	134	238	238	246	soldier	0	0	0	2432	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb3	83	201	238	19	19	19	soldier	0	0	0	24321	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	95	35	35	77	171	214	soldier	0	0	0	24323	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	18	18	37	64	178	214	soldier	0	0	0	24327	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	23	29	34	18	20	145	soldier	0	0	0	24334	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	132	41	36	15	15	145	soldier	0	0	0	24338	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	250	250	250	205	101	42	soldier	0	0	0	24348	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	30	30	30	241	241	241	soldier	0	0	0	24352	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	236	236	245	11	11	139	soldier	0	0	0	24353	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	25	25	180	14	14	25	soldier	0	0	0	24358	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	18	18	37	64	178	214	soldier	0	0	0	24364	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	16	16	132	135	42	37	soldier	0	0	0	24374	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	239	239	241	75	126	220	soldier	0	0	0	24377	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	45	193	244	22	26	142	soldier	0	0	0	24380	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	12	14	134	238	238	246	soldier	0	0	0	24385	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_qb3	239	239	239	36	36	36	soldier	0	0	0	24386	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	16	16	132	135	42	37	soldier	0	0	0	24393	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	18	16	137	136	43	38	soldier	0	0	0	24397	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	136	64	29	243	243	243	soldier	0	0	0	24407	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	239	239	239	36	36	36	soldier	0	0	0	2441	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_rebels	83	201	238	19	19	19	soldier	0	0	0	24417	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	18	16	137	136	43	38	soldier	0	0	0	2442	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	95	35	35	77	171	214	soldier	0	0	0	24424	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	23	29	34	18	20	145	soldier	0	0	0	24434	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	132	41	36	15	15	145	soldier	0	0	0	24435	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	250	250	250	205	101	42	soldier	0	0	0	24445	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	30	30	30	241	241	241	soldier	0	0	0	24454	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	236	236	245	11	11	139	soldier	0	0	0	24459	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	25	25	180	14	14	25	soldier	0	0	0	24462	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	136	64	29	243	243	243	soldier	0	0	0	2447	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	24470	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	24475	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	24476	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	24486	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	24487	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	83	201	238	19	19	19	soldier	0	0	0	2449	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	24493	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	95	35	35	77	171	214	soldier	0	0	0	2452	wh_main_brt_cha_paladin_0
wh_main_brt_bastonne	23	29	34	18	20	145	soldier	0	0	0	2453	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	239	239	241	75	126	220	soldier	0	0	0	24543	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	45	193	244	22	26	142	soldier	0	0	0	24576	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	18	16	137	136	43	38	soldier	0	0	0	24579	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	136	64	29	243	243	243	soldier	0	0	0	24587	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	83	201	238	19	19	19	soldier	0	0	0	24588	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	95	35	35	77	171	214	soldier	0	0	0	24594	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	23	29	34	18	20	145	soldier	0	0	0	24602	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	132	41	36	15	15	145	soldier	0	0	0	2461	wh_main_brt_cha_paladin_0
wh_main_brt_carcassonne	132	41	36	15	15	145	soldier	0	0	0	24610	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	250	250	250	205	101	42	soldier	0	0	0	24618	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	30	30	30	241	241	241	soldier	0	0	0	24620	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	236	236	245	11	11	139	soldier	0	0	0	24625	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	25	25	180	14	14	25	soldier	0	0	0	24633	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	18	18	37	64	178	214	soldier	0	0	0	24634	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	16	16	132	135	42	37	soldier	0	0	0	24644	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	239	239	241	75	126	220	soldier	0	0	0	24647	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	250	250	250	205	101	42	soldier	0	0	0	2465	wh_main_brt_cha_paladin_0
wh_main_brt_carcassonne	45	193	244	22	26	142	soldier	0	0	0	24650	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	12	14	134	238	238	246	soldier	0	0	0	24656	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_carcassonne	239	239	239	36	36	36	soldier	0	0	0	24664	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	12	14	134	238	238	246	soldier	0	0	0	24674	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	18	16	137	136	43	38	soldier	0	0	0	24683	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	136	64	29	243	243	243	soldier	0	0	0	24686	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	83	201	238	19	19	19	soldier	0	0	0	24691	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	95	35	35	77	171	214	soldier	0	0	0	24698	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	23	29	34	18	20	145	soldier	0	0	0	24703	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	30	30	30	241	241	241	soldier	0	0	0	2471	wh_main_brt_cha_paladin_0
wh_main_brt_lyonesse	132	41	36	15	15	145	soldier	0	0	0	24712	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	250	250	250	205	101	42	soldier	0	0	0	24718	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	30	30	30	241	241	241	soldier	0	0	0	24722	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	236	236	245	11	11	139	soldier	0	0	0	24728	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	25	25	180	14	14	25	soldier	0	0	0	24729	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	18	18	37	64	178	214	soldier	0	0	0	24730	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	16	16	132	135	42	37	soldier	0	0	0	24737	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	239	239	241	75	126	220	soldier	0	0	0	24739	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	236	236	245	11	11	139	soldier	0	0	0	2474	wh_main_brt_cha_paladin_0
wh_main_brt_lyonesse	45	193	244	22	26	142	soldier	0	0	0	24742	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	12	14	134	238	238	246	soldier	0	0	0	24750	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	136	64	29	243	243	243	soldier	0	0	0	24757	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_lyonesse	239	239	239	36	36	36	soldier	0	0	0	24763	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	239	239	239	36	36	36	soldier	0	0	0	24765	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	18	16	137	136	43	38	soldier	0	0	0	24769	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	136	64	29	243	243	243	soldier	0	0	0	24777	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	83	201	238	19	19	19	soldier	0	0	0	24779	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	95	35	35	77	171	214	soldier	0	0	0	24787	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	23	29	34	18	20	145	soldier	0	0	0	24790	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	132	41	36	15	15	145	soldier	0	0	0	24797	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	250	250	250	205	101	42	soldier	0	0	0	24799	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	30	30	30	241	241	241	soldier	0	0	0	24805	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	236	236	245	11	11	139	soldier	0	0	0	24811	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	25	25	180	14	14	25	soldier	0	0	0	24818	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	25	25	180	14	14	25	soldier	0	0	0	2482	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	18	16	137	136	43	38	soldier	0	0	0	24822	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	136	64	29	243	243	243	soldier	0	0	0	24823	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	83	201	238	19	19	19	soldier	0	0	0	24832	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	95	35	35	77	171	214	soldier	0	0	0	24838	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	23	29	34	18	20	145	soldier	0	0	0	24845	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	132	41	36	15	15	145	soldier	0	0	0	24854	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	18	18	37	64	178	214	soldier	0	0	0	2486	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	250	250	250	205	101	42	soldier	0	0	0	24864	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	30	30	30	241	241	241	soldier	0	0	0	24866	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	236	236	245	11	11	139	soldier	0	0	0	24875	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	18	18	37	64	178	214	soldier	0	0	0	24877	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	25	25	180	14	14	25	soldier	0	0	0	24882	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	18	18	37	64	178	214	soldier	0	0	0	24886	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	16	16	132	135	42	37	soldier	0	0	0	24894	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	239	239	241	75	126	220	soldier	0	0	0	24899	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	45	193	244	22	26	142	soldier	0	0	0	24901	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	12	14	134	238	238	246	soldier	0	0	0	24906	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_parravon	239	239	239	36	36	36	soldier	0	0	0	24910	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	16	16	132	135	42	37	soldier	0	0	0	24919	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bastonne	16	16	132	135	42	37	soldier	0	0	0	2492	wh_main_brt_cha_paladin_0
wh_main_brt_artois	239	239	241	75	126	220	soldier	0	0	0	24924	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_artois	45	193	244	22	26	142	soldier	0	0	0	24925	wh_dlc07_brt_cav_questing_knights_0
wh_main_brt_bretonnia	18	16	137	136	43	38	soldier	0	0	0	24934	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_artois	12	14	134	238	238	246	soldier	0	0	0	24943	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_artois	239	239	239	36	36	36	soldier	0	0	0	24946	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	239	239	241	75	126	220	soldier	0	0	0	2497	wh_main_brt_cha_paladin_0
wh_main_brt_bastonne	45	193	244	22	26	142	soldier	0	0	0	2501	wh_main_brt_cha_paladin_0
wh_main_brt_bastonne	12	14	134	238	238	246	soldier	0	0	0	2508	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	18	18	37	64	178	214	soldier	0	0	0	251	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia	83	201	238	19	19	19	soldier	0	0	0	25141	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	239	239	239	36	36	36	soldier	0	0	0	2515	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	16	16	132	135	42	37	soldier	0	0	0	252	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	18	16	137	136	43	38	soldier	0	0	0	2524	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	136	64	29	243	243	243	soldier	0	0	0	2526	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	83	201	238	19	19	19	soldier	0	0	0	2530	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	95	35	35	77	171	214	soldier	0	0	0	25341	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	95	35	35	77	171	214	soldier	0	0	0	2537	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	23	29	34	18	20	145	soldier	0	0	0	2544	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	132	41	36	15	15	145	soldier	0	0	0	2546	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	239	239	241	75	126	220	soldier	0	0	0	255	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	250	250	250	205	101	42	soldier	0	0	0	2551	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	30	30	30	241	241	241	soldier	0	0	0	2561	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	236	236	245	11	11	139	soldier	0	0	0	2566	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	18	16	137	136	43	38	soldier	0	0	0	25709	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	136	64	29	243	243	243	soldier	0	0	0	25715	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	83	201	238	19	19	19	soldier	0	0	0	25723	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	95	35	35	77	171	214	soldier	0	0	0	25731	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	25	25	180	14	14	25	soldier	0	0	0	2575	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	18	18	37	64	178	214	soldier	0	0	0	2577	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	23	29	34	18	20	145	soldier	0	0	0	25793	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	132	41	36	15	15	145	soldier	0	0	0	25818	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	250	250	250	205	101	42	soldier	0	0	0	25822	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	30	30	30	241	241	241	soldier	0	0	0	25830	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	236	236	245	11	11	139	soldier	0	0	0	25831	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	16	16	132	135	42	37	soldier	0	0	0	2584	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	25	25	180	14	14	25	soldier	0	0	0	25841	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	18	18	37	64	178	214	soldier	0	0	0	25845	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	16	16	132	135	42	37	soldier	0	0	0	25846	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	239	239	241	75	126	220	soldier	0	0	0	25848	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	45	193	244	22	26	142	soldier	0	0	0	25851	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	12	14	134	238	238	246	soldier	0	0	0	25858	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	239	239	241	75	126	220	soldier	0	0	0	2586	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	239	239	239	36	36	36	soldier	0	0	0	25863	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	45	193	244	22	26	142	soldier	0	0	0	2589	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	45	193	244	22	26	142	soldier	0	0	0	259	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	12	14	134	238	238	246	soldier	0	0	0	2592	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	239	239	239	36	36	36	soldier	0	0	0	2602	wh_main_brt_cha_paladin_3
wh_main_brt_bastonne	18	16	137	136	43	38	soldier	0	0	0	2608	wh_main_brt_cha_paladin_4
wh_main_brt_bastonne	136	64	29	243	243	243	soldier	0	0	0	2618	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia	23	29	34	18	20	145	soldier	0	0	0	26230	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	18	16	137	136	43	38	soldier	0	0	0	26234	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	136	64	29	243	243	243	soldier	0	0	0	26237	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	83	201	238	19	19	19	soldier	0	0	0	26240	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	95	35	35	77	171	214	soldier	0	0	0	26246	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bastonne	83	201	238	19	19	19	soldier	0	0	0	2625	wh_main_brt_cha_paladin_4
wh_main_brt_bordeleaux	23	29	34	18	20	145	soldier	0	0	0	26254	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	132	41	36	15	15	145	soldier	0	0	0	26257	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	250	250	250	205	101	42	soldier	0	0	0	26264	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	30	30	30	241	241	241	soldier	0	0	0	26270	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	236	236	245	11	11	139	soldier	0	0	0	26277	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	25	25	180	14	14	25	soldier	0	0	0	26285	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	18	18	37	64	178	214	soldier	0	0	0	26294	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	16	16	132	135	42	37	soldier	0	0	0	26304	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	239	239	241	75	126	220	soldier	0	0	0	26309	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	45	193	244	22	26	142	soldier	0	0	0	26312	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	12	14	134	238	238	246	soldier	0	0	0	26321	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bordeleaux	239	239	239	36	36	36	soldier	0	0	0	26330	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bretonnia	132	41	36	15	15	145	soldier	0	0	0	26333	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bretonnia	250	250	250	205	101	42	soldier	0	0	0	26334	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bretonnia_qb1	18	16	137	136	43	38	soldier	0	0	0	26335	wh_dlc07_brt_cav_knights_errant_0
wh_main_brt_bretonnia_qb1	136	64	29	243	243	243	soldier	0	0	0	26338	wh_dlc07_brt_cav_knights_errant_0
