audio_group_sound_assignments_tables	1
entity_type	group_sound	situation	ability
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_charge	charge	
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_encouragement	cheering	
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_collision	collision	
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_encouragement	encouragement	
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_melee	fighting	
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_idle	idle	
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_pain	injured	
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_idle	moving	
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_moving_taunt	moving_taunt	
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_unit_response	response	
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_unit_selection	selection	
wh2_skaven_tailslashers	wh2_dlc12_grp_vocalisation_skaven_taunting	taunting	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_charge	charge	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_encouragement	cheering	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_collision	collision	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_encouragement	encouragement	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_melee	fighting	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_idle	idle	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_idle	idle_shoot	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_pain	injured	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_idle	moving	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_moving_taunt	moving_taunt	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_unit_response	response	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_unit_selection	selection	
wh2_skaven_warpfire_thrower_team	wh2_dlc12_grp_vocalisation_skaven_taunting	taunting	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_charge	charge	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_encouragement	cheering	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_collision	collision	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_encouragement	encouragement	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_melee	fighting	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_idle	idle	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_idle	idle_shoot	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_pain	injured	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_idle	moving	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_moving_taunt	moving_taunt	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_unit_response	response	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_unit_selection	selection	
wh2_skaven	wh2_dlc12_grp_vocalisation_skaven_taunting	taunting	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_charge	charge	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_encouragement	cheering	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_collision	collision	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_encouragement	encouragement	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_melee	fighting	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_idle	idle	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_idle	idle_shoot	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_pain	injured	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_idle	moving	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_moving_taunt	moving_taunt	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_unit_response	response	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_unit_selection	selection	
wh2_skinks	wh2_dlc12_grp_vocalisation_skink_taunting	taunting	
wh2_terradon	wh2_dlc12_grp_vocalisation_terradon_charge	charge	
wh2_terradon	wh2_grp_vocalisation_terradon_idle	idle	
wh2_terradon	wh2_grp_vocalisation_terradon_idle	moving	
wh2_terradon	wh2_dlc12_grp_vocalisation_terradon_unit_response	response	
wh2_terradon	wh2_dlc12_grp_vocalisation_terradon_unit_response	selection	
wh2_tmb_carrion	wh2_grp_vocalisation_tmb_carrion_charge	charge	
wh2_tmb_carrion	wh2_grp_vocalisation_tmb_carrion_taunt	cheer	
wh2_tmb_carrion	wh2_grp_vocalisation_tmb_carrion_melee	encouragement	
wh2_tmb_carrion	wh2_grp_vocalisation_tmb_carrion_melee	fighting	
wh2_tmb_carrion	wh2_grp_vocalisation_tmb_carrion_idle	idle	
wh2_tmb_carrion	wh2_grp_vocalisation_tmb_carrion_pain	injured	
wh2_tmb_carrion	wh2_grp_vocalisation_tmb_carrion_running	moving	
wh2_tmb_carrion	wh2_grp_vocalisation_tmb_carrion_unit_response	response	
wh2_tmb_carrion	wh2_grp_vocalisation_tmb_carrion_taunt	taunt	
wh2_tmb_necro_serpent	wh2_dlc09_ability_curse_of_djaf_group	burning	
wh2_tmb_necro_serpent	wh_grp_vocalisation_necro_serpent_charge	charge	
wh2_tmb_necro_serpent	wh_grp_vocalisation_necro_serpent_melee	fighting	
wh2_tmb_necro_serpent	wh_grp_vocalisation_necro_serpent_unit_response	response	
wh2_tmb_necro_serpent	wh_grp_vocalisation_necro_serpent_unit_selection	selection	
wh2_tmb_necro_serpent	wh_grp_vocalisation_necro_serpent_taunting	taunting	
wh2_tmb_skeleton_tomb_guard	wh2_grp_vocalisation_tmb_skeleton_charge	charge	
wh2_tmb_skeleton_tomb_guard	wh2_grp_vocalisation_tmb_skeleton_taunting	cheering	
wh2_tmb_skeleton_tomb_guard	wh2_grp_vocalisation_tmb_skeleton_melee	encouragement	
wh2_tmb_skeleton_tomb_guard	wh2_grp_vocalisation_tmb_skeleton_melee	fighting	
wh2_tmb_skeleton_tomb_guard	wh2_grp_vocalisation_tmb_skeleton_pain	injured	
wh2_tmb_skeleton_tomb_guard	wh2_grp_vocalisation_tmb_skeleton_taunt	moving_taunt	
wh2_tmb_skeleton_tomb_guard	wh2_grp_vocalisation_tmb_skeleton_unit_response	response	
wh2_tmb_skeleton_tomb_guard	wh2_grp_vocalisation_tmb_skeleton_unit_selection	selection	
wh2_tmb_skeleton_tomb_guard	wh2_grp_vocalisation_tmb_skeleton_taunt	taunt	
wh2_tmb_skeleton_tomb_guard	wh2_grp_vocalisation_tmb_skeleton_taunting	taunting	
wh2_tmb_skeleton	wh2_grp_vocalisation_tmb_skeleton_charge	charge	
wh2_tmb_skeleton	wh2_grp_vocalisation_tmb_skeleton_taunting	cheering	
wh2_tmb_skeleton	wh2_grp_vocalisation_tmb_skeleton_melee	encouragement	
wh2_tmb_skeleton	wh2_grp_vocalisation_tmb_skeleton_melee	fighting	
wh2_tmb_skeleton	wh2_grp_vocalisation_tmb_skeleton_pain	injured	
wh2_tmb_skeleton	wh2_grp_vocalisation_tmb_skeleton_taunt	moving_taunt	
wh2_tmb_skeleton	wh2_grp_vocalisation_tmb_skeleton_unit_response	response	
wh2_tmb_skeleton	wh2_grp_vocalisation_tmb_skeleton_unit_selection	selection	
wh2_tmb_skeleton	wh2_grp_vocalisation_tmb_skeleton_taunt	taunt	
wh2_tmb_skeleton	wh2_grp_vocalisation_tmb_skeleton_taunting	taunting	
wh2_tmb_ushabti	wh2_grp_vocalisation_tmb_ushabti_charge	charge	
wh2_tmb_ushabti	wh2_grp_vocalisation_tmb_ushabti_taunt	cheer	
wh2_tmb_ushabti	wh2_grp_vocalisation_tmb_ushabti_melee	encouragement	
wh2_tmb_ushabti	wh2_grp_vocalisation_tmb_ushabti_melee	fighting	
wh2_tmb_ushabti	wh2_grp_vocalisation_tmb_ushabti_pain	injured	
wh2_tmb_ushabti	wh2_grp_vocalisation_tmb_ushabti_unit_response	response	
wh2_tmb_ushabti	wh2_grp_vocalisation_tmb_ushabti_unit_selection	selection	
wh2_tmb_ushabti	wh2_grp_vocalisation_tmb_ushabti_taunt	taunt	
wh_chaos_archaon_LORD	wh_grp_vocalisation_chaos_default_charge	charge	
wh_chaos_archaon_LORD	wh_grp_vocalisation_chaos_default_taunting	cheering	
wh_chaos_archaon_LORD	wh_grp_vocalisation_chaos_default_melee	encouragement	
wh_chaos_archaon_LORD	wh_grp_vocalisation_chaos_default_melee	fighting	
wh_chaos_archaon_LORD	wh_grp_vocalisation_chaos_default_pain	injured	
wh_chaos_archaon_LORD	wh_grp_vocalisation_chaos_default_unit_response	response	
wh_chaos_archaon_LORD	wh_grp_vocalisation_chaos_default_unit_response	selection	
wh_chaos_archaon_LORD	wh_grp_vocalisation_chaos_default_taunting	taunting	
wh_chaos_chosen	wh_grp_vocalisation_chaos_chosen_charge	charge	
wh_chaos_chosen	wh_grp_vocalisation_chaos_chosen_taunting	cheering	
wh_chaos_chosen	wh_grp_vocalisation_chaos_default_melee	encouragement	
wh_chaos_chosen	wh_grp_vocalisation_chaos_default_melee	fighting	
wh_chaos_chosen	wh_grp_vocalisation_chaos_default_pain	injured	
wh_chaos_chosen	wh_grp_vocalisation_chaos_chosen_taunt	moving_taunt	
wh_chaos_chosen	wh_grp_vocalisation_chaos_chosen_unit_response	response	
wh_chaos_chosen	wh_grp_vocalisation_chaos_chosen_unit_selection	selection	
wh_chaos_chosen	wh_grp_vocalisation_chaos_chosen_taunt	taunt	
wh_chaos_chosen	wh_grp_vocalisation_chaos_chosen_taunting	taunting	
wh_chaos_default	wh_grp_vocalisation_chaos_default_charge	charge	
wh_chaos_default	wh_grp_vocalisation_chaos_default_taunting	cheering	
wh_chaos_default	wh2_grp_vocalisation_chaos_default_collision	collision	
wh_chaos_default	wh2_grp_vocalisation_chaos_default_encouragement	encouragement	
wh_chaos_default	wh_grp_vocalisation_chaos_default_melee	fighting	
wh_chaos_default	wh_grp_vocalisation_chaos_default_pain	injured	
wh_chaos_default	wh_grp_vocalisation_chaos_default_taunt	moving_taunt	
wh_chaos_default	wh_grp_vocalisation_chaos_default_unit_response	response	
wh_chaos_default	wh_grp_vocalisation_chaos_default_unit_selection	selection	
wh_chaos_default	wh_grp_vocalisation_chaos_default_taunt	taunt	
wh_chaos_default	wh_grp_vocalisation_chaos_default_taunting	taunting	
wh_chaos_marauder	wh_grp_vocalisation_chaos_marauder_charge	charge	
wh_chaos_marauder	wh_grp_vocalisation_chaos_marauder_taunting	cheering	
wh_chaos_marauder	wh2_grp_vocalisation_chaos_marauder_collision	collision	
wh_chaos_marauder	wh2_grp_vocalisation_chaos_marauder_encouragement	encouragement	
wh_chaos_marauder	wh_grp_vocalisation_chaos_marauder_melee	fighting	
wh_chaos_marauder	wh_grp_vocalisation_chaos_marauder_pain	injured	
wh_chaos_marauder	wh_grp_vocalisation_chaos_marauder_moving_taunt	moving_taunt	
wh_chaos_marauder	wh_grp_vocalisation_chaos_marauder_unit_response	response	
wh_chaos_marauder	wh_grp_vocalisation_chaos_marauder_unit_selection	selection	
wh_chaos_marauder	wh_grp_vocalisation_chaos_marauder_taunt	taunt	
wh_chaos_marauder	wh_grp_vocalisation_chaos_marauder_taunting	taunting	
wh_chaos_sigvald_LORD	wh_grp_vocalisation_chaos_default_charge	charge	
wh_chaos_sigvald_LORD	wh_grp_vocalisation_chaos_default_taunting	cheering	
wh_chaos_sigvald_LORD	wh_grp_vocalisation_chaos_default_melee	encouragement	
wh_chaos_sigvald_LORD	wh_grp_vocalisation_chaos_default_melee	fighting	
wh_chaos_sigvald_LORD	wh_grp_vocalisation_chaos_default_pain	injured	
wh_chaos_sigvald_LORD	wh_grp_vocalisation_chaos_default_unit_response	response	
wh_chaos_sigvald_LORD	wh_grp_vocalisation_chaos_default_unit_response	selection	
wh_chaos_sigvald_LORD	wh_grp_vocalisation_chaos_default_taunting	taunting	
wh_crypt_ghoul_LH	wh_grp_vocalisation_crypt_ghoul_charge	charge	
wh_crypt_ghoul_LH	wh_grp_vocalisation_crypt_ghoul_melee	encouragement	
wh_crypt_ghoul_LH	wh_grp_vocalisation_crypt_ghoul_melee	fighting	
wh_crypt_ghoul_LH	wh_grp_vocalisation_crypt_ghoul_pain	injured	
wh_crypt_ghoul_LH	wh_grp_vocalisation_crypt_ghoul_unit_response	response	
wh_crypt_ghoul_LH	wh_grp_vocalisation_crypt_ghoul_unit_response	selection	
wh_crypt_ghoul	wh_grp_vocalisation_crypt_ghoul_charge	charge	
wh_crypt_ghoul	wh_grp_vocalisation_crypt_ghoul_melee	encouragement	
wh_crypt_ghoul	wh_grp_vocalisation_crypt_ghoul_melee	fighting	
wh_crypt_ghoul	wh_grp_vocalisation_crypt_ghoul_pain	injured	
wh_crypt_ghoul	wh_grp_vocalisation_crypt_ghoul_unit_response	response	
wh_crypt_ghoul	wh_grp_vocalisation_crypt_ghoul_unit_response	selection	
wh_crypt_ghoul	wh_grp_vocalisation_crypt_ghoul_taunt	taunt	
wh_crypt_horror_LH	wh_grp_vocalisation_crypt_ghoul_charge	charge	
wh_crypt_horror_LH	wh_grp_vocalisation_crypt_ghoul_melee	encouragement	
wh_crypt_horror_LH	wh_grp_vocalisation_crypt_ghoul_melee	fighting	
wh_crypt_horror_LH	wh_grp_vocalisation_crypt_ghoul_pain	injured	
wh_crypt_horror_LH	wh_grp_vocalisation_crypt_ghoul_unit_response	response	
wh_crypt_horror_LH	wh_grp_vocalisation_crypt_ghoul_unit_response	selection	
wh_crypt_horror_LH	wh_grp_vocalisation_crypt_ghoul_taunting	taunting	
wh_crypt_horror	wh_grp_vocalisation_crypt_ghoul_charge	charge	
wh_crypt_horror	wh_grp_vocalisation_crypt_ghoul_melee	encouragement	
wh_crypt_horror	wh_grp_vocalisation_crypt_ghoul_melee	fighting	
wh_crypt_horror	wh_grp_vocalisation_crypt_ghoul_pain	injured	
wh_crypt_horror	wh_grp_vocalisation_crypt_ghoul_unit_response	response	
wh_crypt_horror	wh_grp_vocalisation_crypt_ghoul_unit_response	selection	
wh_crypt_horror	wh_grp_vocalisation_crypt_ghoul_taunting	taunting	
wh_demigryph	wh_grp_vocalisation_griffin_and_demigryph_charge	charge	
wh_demigryph	wh_grp_vocalisation_griffin_and_demigryph_melee	encouragement	
wh_demigryph	wh_grp_vocalisation_griffin_and_demigryph_melee	fighting	
wh_demigryph	wh_grp_vocalisation_griffin_and_demigryph_pain	injured	
wh_demigryph	wh_grp_vocalisation_griffin_and_demigryph_unit_response	response	
wh_demigryph	wh_grp_vocalisation_griffin_and_demigryph_taunting	taunting	
wh_dire_wolve_warhound_LH	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_charge	charge	
wh_dire_wolve_warhound_LH	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_melee	encouragement	
wh_dire_wolve_warhound_LH	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_melee	fighting	
wh_dire_wolve_warhound_LH	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_pain	injured	
wh_dire_wolve_warhound_LH	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_unit_response	response	
wh_dire_wolve_warhound_LH	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_unit_response	selection	
wh_dire_wolve_warhound	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_charge	charge	
wh_dire_wolve_warhound	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_melee	encouragement	
wh_dire_wolve_warhound	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_melee	fighting	
wh_dire_wolve_warhound	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_pain	injured	
wh_dire_wolve_warhound	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_unit_response	response	
wh_dire_wolve_warhound	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_unit_response	selection	
wh_dire_wolve_warhound	wh_grp_vocalisation_dire_wolves_and_chaos_warhound_taunt	taunt	
wh_dlc_centigor	wh_grp_vocalisation_beastmen_charge	charge	
wh_dlc_centigor	wh_grp_vocalisation_beastmen_taunting	cheering	
wh_dlc_centigor	wh_grp_vocalisation_beastmen_melee	encouragement	
wh_dlc_centigor	wh_grp_vocalisation_beastmen_melee	fighting	
wh_dlc_centigor	wh_grp_vocalisation_beastmen_pain	injured	
wh_dlc_centigor	wh_grp_vocalisation_beastmen_moving_taunt	moving_taunt	
wh_dlc_centigor	wh_grp_vocalisation_beastmen_unit_response	response	
wh_dlc_centigor	wh_grp_vocalisation_beastmen_unit_selection	selection	
wh_dlc_centigor	wh_grp_vocalisation_beastmen_taunting	taunting	
wh_dlc_chaos_forsaken	wh_grp_vocalisation_chaos_forsaken_charge	charge	
wh_dlc_chaos_forsaken	wh_grp_vocalisation_chaos_forsaken_taunting	cheering	
wh_dlc_chaos_forsaken	wh_grp_vocalisation_chaos_forsaken_melee	encouragement	
wh_dlc_chaos_forsaken	wh_grp_vocalisation_chaos_forsaken_melee	fighting	
wh_dlc_chaos_forsaken	wh_grp_vocalisation_chaos_forsaken_pain	injured	
wh_dlc_chaos_forsaken	wh_grp_vocalisation_chaos_forsaken_moving_taunt	moving_taunt	
wh_dlc_chaos_forsaken	wh_grp_vocalisation_chaos_forsaken_unit_response	response	
wh_dlc_chaos_forsaken	wh_grp_vocalisation_chaos_forsaken_unit_selection	selection	
wh_dlc_chaos_forsaken	wh_grp_vocalisation_chaos_forsaken_taunt	taunt	
wh_dlc_chaos_forsaken	wh_grp_vocalisation_chaos_forsaken_taunting	taunting	
wh_dlc_gor_LORD_ALT	wh_grp_vocalisation_beastmen_charge	charge	
wh_dlc_gor_LORD_ALT	wh_grp_vocalisation_beastmen_taunting	cheering	
wh_dlc_gor_LORD_ALT	wh_grp_vocalisation_beastmen_melee	encouragement	
wh_dlc_gor_LORD_ALT	wh_grp_vocalisation_beastmen_melee	fighting	
wh_dlc_gor_LORD_ALT	wh_grp_vocalisation_beastmen_pain	injured	
wh_dlc_gor_LORD_ALT	wh_grp_vocalisation_beastmen_unit_response	response	
wh_dlc_gor_LORD_ALT	wh_grp_vocalisation_beastmen_unit_selection	selection	
wh_dlc_gor_LORD_ALT	wh_grp_vocalisation_beastmen_taunting	taunting	
wh_dlc_gor_LORD	wh_grp_vocalisation_beastmen_charge	charge	
wh_dlc_gor_LORD	wh_grp_vocalisation_beastmen_taunting	cheering	
wh_dlc_gor_LORD	wh_grp_vocalisation_beastmen_melee	encouragement	
wh_dlc_gor_LORD	wh_grp_vocalisation_beastmen_melee	fighting	
wh_dlc_gor_LORD	wh_grp_vocalisation_beastmen_pain	injured	
wh_dlc_gor_LORD	wh_grp_vocalisation_beastmen_unit_response	response	
wh_dlc_gor_LORD	wh_grp_vocalisation_beastmen_unit_selection	selection	
wh_dlc_gor_LORD	wh_grp_vocalisation_beastmen_taunting	taunting	
wh_dlc_gor_bray_shamen_LH	wh_grp_vocalisation_beastmen_charge	charge	
wh_dlc_gor_bray_shamen_LH	wh_grp_vocalisation_beastmen_taunting	cheering	
wh_dlc_gor_bray_shamen_LH	wh_grp_vocalisation_beastmen_melee	encouragement	
wh_dlc_gor_bray_shamen_LH	wh_grp_vocalisation_beastmen_melee	fighting	
wh_dlc_gor_bray_shamen_LH	wh_grp_vocalisation_beastmen_pain	injured	
wh_dlc_gor_bray_shamen_LH	wh_grp_vocalisation_beastmen_unit_response	response	
wh_dlc_gor_bray_shamen_LH	wh_grp_vocalisation_beastmen_unit_selection	selection	
wh_dlc_gor_bray_shamen_LH	wh_grp_vocalisation_beastmen_taunting	taunting	
wh_dlc_gor	wh_grp_vocalisation_beastmen_charge	charge	
wh_dlc_gor	wh_grp_vocalisation_beastmen_taunting	cheering	
wh_dlc_gor	wh_grp_vocalisation_beastmen_melee	encouragement	
wh_dlc_gor	wh_grp_vocalisation_beastmen_melee	fighting	
wh_dlc_gor	wh_grp_vocalisation_beastmen_pain	injured	
wh_dlc_gor	wh_grp_vocalisation_beastmen_moving_taunt	moving_taunt	
wh_dlc_gor	wh_grp_vocalisation_beastmen_unit_response	response	
wh_dlc_gor	wh_grp_vocalisation_beastmen_unit_selection	selection	
wh_dlc_gor	wh_grp_vocalisation_beastmen_taunting	taunting	
wh_dlc_minotaur	wh_grp_vocalisation_minotaur_charge	charge	
wh_dlc_minotaur	wh_grp_vocalisation_minotaur_taunting	cheering	
wh_dlc_minotaur	wh_grp_vocalisation_minotaur_melee	encouragement	
wh_dlc_minotaur	wh_grp_vocalisation_minotaur_melee	fighting	
wh_dlc_minotaur	wh_grp_vocalisation_minotaur_pain	injured	
wh_dlc_minotaur	wh_grp_vocalisation_minotaur_unit_response	response	
wh_dlc_minotaur	wh_grp_vocalisation_minotaur_unit_selection	selection	
wh_dlc_minotaur	wh_grp_vocalisation_minotaur_taunting	taunting	
wh_dlc_nor_fimir	wh_grp_vocalisation_fimir_charge	charge	
wh_dlc_nor_fimir	wh_grp_vocalisation_fimir_melee	encouragement	
wh_dlc_nor_fimir	wh_grp_vocalisation_fimir_melee	fighting	
wh_dlc_nor_fimir	wh_grp_vocalisation_fimir_idle	idle	
wh_dlc_nor_fimir	wh_grp_vocalisation_fimir_pain	injured	
wh_dlc_nor_fimir	wh_grp_vocalisation_fimir_unit_response	response	
wh_dlc_nor_fimir	wh_grp_vocalisation_fimir_taunt	taunt	
wh_dlc_nor_skin_wolves	wh_grp_vocalisation_skin_wolves_charge	charge	
wh_dlc_nor_skin_wolves	wh_grp_vocalisation_skin_wolves_melee	cheering	
wh_dlc_nor_skin_wolves	wh_grp_vocalisation_skin_wolves_melee	encouragement	
wh_dlc_nor_skin_wolves	wh_grp_vocalisation_skin_wolves_melee	fighting	
wh_dlc_nor_skin_wolves	wh_grp_vocalisation_skin_wolves_idle	idle	
wh_dlc_nor_skin_wolves	wh_grp_vocalisation_skin_wolves_pain	injured	
wh_dlc_nor_skin_wolves	wh_grp_vocalisation_skin_wolves_unit_response	response	
wh_dlc_nor_skin_wolves	wh_grp_vocalisation_skin_wolves_unit_response	selection	
wh_dlc_nor_skin_wolves	wh_grp_vocalisation_skin_wolves_taunt	taunting	
wh_dlc_squig_LH	wh_grp_vocalisation_squig_charge	charge	
wh_dlc_squig_LH	wh_grp_vocalisation_squig_melee	encouragement	
wh_dlc_squig_LH	wh_grp_vocalisation_squig_melee	fighting	
wh_dlc_squig_LH	wh_grp_vocalisation_squig_pain	injured	
wh_dlc_squig_LH	wh_grp_vocalisation_squig_unit_response	response	
wh_dlc_squig_LH	wh_grp_vocalisation_squig_unit_response	selection	
wh_dlc_squig	wh_grp_vocalisation_squig_charge	charge	
wh_dlc_squig	wh_grp_vocalisation_squig_melee	encouragement	
wh_dlc_squig	wh_grp_vocalisation_squig_melee	fighting	
wh_dlc_squig	wh_grp_vocalisation_squig_pain	injured	
wh_dlc_squig	wh_grp_vocalisation_squig_running	moving	
wh_dlc_squig	wh_grp_vocalisation_squig_unit_response	response	
wh_dlc_squig	wh_grp_vocalisation_squig_unit_selection	selection	
wh_dlc_ungor	wh_grp_vocalisation_ungor_charge	charge	
wh_dlc_ungor	wh_grp_vocalisation_ungor_taunting	cheering	
wh_dlc_ungor	wh_grp_vocalisation_ungor_melee	encouragement	
wh_dlc_ungor	wh_grp_vocalisation_ungor_melee	fighting	
wh_dlc_ungor	wh_grp_vocalisation_ungor_pain	injured	
wh_dlc_ungor	wh_grp_vocalisation_beastmen_moving_taunt	moving_taunt	
wh_dlc_ungor	wh_grp_vocalisation_ungor_unit_response	response	
wh_dlc_ungor	wh_grp_vocalisation_ungor_unit_selection	selection	
wh_dlc_ungor	wh_grp_vocalisation_ungor_taunting	taunting	
wh_dlc_wef_dryad	wh_grp_vocalisation_dryads_charge	charge	
wh_dlc_wef_dryad	wh_grp_vocalisation_dryads_melee	encouragement	
wh_dlc_wef_dryad	wh_grp_vocalisation_dryads_melee	fighting	
wh_dlc_wef_dryad	wh_grp_vocalisation_dryads_idle	idle	
wh_dlc_wef_dryad	wh_grp_vocalisation_dryads_pain	injured	
wh_dlc_wef_dryad	wh_grp_vocalisation_dryads_unit_response	response	
wh_dlc_wef_dryad	wh_grp_vocalisation_dryads_unit_response	selection	
wh_dlc_wef_dryad	wh_grp_vocalisation_dryads_melee	taunting	
wh_dlc_wef_elf_female	wh_grp_vocalisation_woodelf_female_charge	charge	
wh_dlc_wef_elf_female	wh_grp_vocalisation_woodelf_female_taunting	cheering	
wh_dlc_wef_elf_female	wh_grp_vocalisation_human_female_collision	collision	
wh_dlc_wef_elf_female	wh_grp_vocalisation_human_female_encouragement	encouragement	
wh_dlc_wef_elf_female	wh_grp_vocalisation_human_female_melee	fighting	
wh_dlc_wef_elf_female	wh_grp_vocalisation_human_female_pain	injured	
wh_dlc_wef_elf_female	wh_grp_vocalisation_woodelf_female_taunt	moving_taunt	
wh_dlc_wef_elf_female	wh_grp_vocalisation_woodelf_female_unit_response	response	
wh_dlc_wef_elf_female	wh_grp_vocalisation_woodelf_female_unit_selection	selection	
wh_dlc_wef_elf_female	wh_grp_vocalisation_woodelf_female_taunt	taunt	
wh_dlc_wef_elf_female	wh_grp_vocalisation_woodelf_female_taunting	taunting	
wh_dlc_wef_elf_male	wh_grp_vocalisation_woodelf_male_charge	charge	
wh_dlc_wef_elf_male	wh_grp_vocalisation_woodelf_male_taunting	cheering	
wh_dlc_wef_elf_male	wh_grp_vocalisation_woodelf_male_collision	collision	
wh_dlc_wef_elf_male	wh2_grp_vocalisation_generic_male_encouragement	encouragement	
wh_dlc_wef_elf_male	wh_grp_vocalisation_woodelf_male_melee	fighting	
wh_dlc_wef_elf_male	wh_grp_vocalisation_woodelf_male_pain	injured	
wh_dlc_wef_elf_male	wh_grp_vocalisation_woodelf_male_taunt	moving_taunt	
wh_dlc_wef_elf_male	wh_grp_vocalisation_woodelf_male_unit_response	response	
wh_dlc_wef_elf_male	wh_grp_vocalisation_woodelf_male_unit_selection	selection	
wh_dlc_wef_elf_male	wh_grp_vocalisation_woodelf_male_taunt	taunt	
wh_dlc_wef_elf_male	wh_grp_vocalisation_woodelf_male_taunting	taunting	
wh_dlc_wef_harpies	wh_grp_vocalisation_harpies_charge	charge	
wh_dlc_wef_harpies	wh_grp_vocalisation_harpies_melee	encouragement	
wh_dlc_wef_harpies	wh_grp_vocalisation_harpies_melee	fighting	
wh_dlc_wef_harpies	wh_grp_vocalisation_harpies_idle	idle	
wh_dlc_wef_harpies	wh_grp_vocalisation_harpies_pain	injured	
wh_dlc_wef_harpies	wh_grp_vocalisation_harpies_running	moving	
wh_dlc_wef_harpies	wh_grp_vocalisation_harpies_unit_response	response	
wh_dlc_wef_harpies	wh_grp_vocalisation_harpies_unit_response	selection	
wh_dlc_wef_harpies	wh_grp_vocalisation_dryads_melee	taunting	
wh_dlc_wef_medium_bird_hawk	wh_grp_vocalisation_medium_bird_charge	charge	
wh_dlc_wef_medium_bird_hawk	wh_grp_vocalisation_medium_bird_melee	encouragement	
wh_dlc_wef_medium_bird_hawk	wh_grp_vocalisation_medium_bird_melee	fighting	
wh_dlc_wef_medium_bird_hawk	wh_grp_vocalisation_medium_bird_idle	idle	
wh_dlc_wef_medium_bird_hawk	wh_grp_vocalisation_medium_bird_pain	injured	
wh_dlc_wef_medium_bird_hawk	wh_grp_vocalisation_medium_bird_running	moving	
