battles_tables	13
key	type	is_naval	specification	screenshot_path	map_path	team_size_1	team_size_2	release	multiplayer	singleplayer	intro_movie	year	defender_funds_ratio	has_key_buildings	matchmaking	playable_area_width	playable_area_height	is_large_settlement	has_15m_walls	is_underground	catchment_name	tile_upgrade	battle_environment	battle_environment_audio
wh2_dlc11_cst_island_galleons_graveyard_2	ambush	false	terrain/battles/cst_island_galleons_graveyard/	UI/Frontend UI/battle_map_images/the_galleons_graveyard_03.png		1	1	true	true	true		0	0	false	false	0	0	false	false	false	catchment_03		weather/battle/wh_galleons_grave_01.environment	dlc11_coast_galleons_graveyard
wh2_dlc11_cst_qb_harkon	classic	false	terrain\battles\qb_wh2_dlc11_harkon\	UI/Frontend UI/battle_map_images/slann_gold.png		1	1	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_lzd_harkon_01.environment	dlc11_coast_desert_island
wh2_dlc11_qb_skjold	classic	false	terrain/battles/qb_wh2_dlc11_skjold/	UI/Frontend UI/battle_map_images/skjold.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false	catchment_01		weather/battle/wh_skjold.environment	dlc11_coast_snowy_island
wh2_dlc11_siege_city_a_cst	siege	false	terrain\battles\city_a_cst\	ui/frontend ui/battle_map_images/the_awakening.png		4	4	true	true	true		0	0.7	false	false	0	0	false	false	false		faction:cst	weather/battle/wh_vmp_port_01.environment	vampire
wh2_dlc11_siege_city_b_cst	siege	false	terrain\battles\city_b_cst\	ui/frontend ui/battle_map_images/pox_marsh.png		4	4	true	true	true		0	0.7	false	false	0	0	false	false	false		faction:cst	weather/battle/wh_vmp_port_b.environment	vampire
wh2_dlc11_siege_city_d_cst	siege	false	terrain\battles\city_d_cst\	ui/frontend ui/battle_map_images/the_blood_swamps.png		4	4	true	true	true		0	0.7	false	false	0	0	false	false	false		faction:cst	weather/battle/wh_vmp_port_01.environment	vampire
wh2_dlc11_siege_city_f_cst	siege	false	terrain\battles\city_f_cst\	ui/frontend ui/battle_map_images/sartosa.png		4	4	true	true	true		0	0.7	false	false	0	0	false	false	false		faction:cst	weather/battle/wh_vmp_port_01.environment	vampire
wh2_dlc11_siege_city_g_cst	siege	false	terrain\battles\city_g_cst\	ui/frontend ui/battle_map_images/grey_rock_point.png		4	4	true	true	true		0	0.7	false	false	0	0	false	false	false		faction:cst	weather/battle/wh_vmp_port_g.environment	vampire
wh2_dlc12_island_desert_01	classic	false	terrain\battles\island_desert_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_desert.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_cst_island_yi_desert.environment	dlc11_coast_desert_island
wh2_dlc12_island_desert_02	classic	false	terrain\battles\island_desert_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_desert_shore_a.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_cst_island_yi_desert.environment	dlc11_coast_desert_island
wh2_dlc12_island_desert_03	classic	false	terrain\battles\island_desert_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_desert_shore_b.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_cst_island_yi_desert.environment	dlc11_coast_desert_island
wh2_dlc12_island_grassy_01	classic	false	terrain\battles\island_grassy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_grass.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_cst_island_pit_grass.environment	dlc12_prophet_grassy_island
wh2_dlc12_island_grassy_02	classic	false	terrain\battles\island_grassy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_grass_shore_a.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_cst_island_pit_grass.environment	dlc12_prophet_grassy_island
wh2_dlc12_island_grassy_03	classic	false	terrain\battles\island_grassy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_grass_shore_b.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_cst_island_pit_grass.environment	dlc12_prophet_grassy_island
wh2_dlc12_island_rocky_01	classic	false	terrain\battles\island_rocky_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_rocky.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_cst_island_circle_01_rocky.environment	dlc11_coast_rocky_island
wh2_dlc12_island_rocky_02	classic	false	terrain\battles\island_rocky_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_rocky_shore_a.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_cst_island_circle_01_rocky.environment	dlc11_coast_rocky_island
wh2_dlc12_island_rocky_03	classic	false	terrain\battles\island_rocky_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_rocky_shore_b.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_cst_island_circle_01_rocky.environment	dlc11_coast_rocky_island
wh2_dlc12_island_snowy_01	classic	false	terrain\battles\island_snowy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_snowy.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_cst_island_yi_snow.environment	dlc11_coast_snowy_island
wh2_dlc12_island_snowy_02	classic	false	terrain\battles\island_snowy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_snowy_shore_a.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_cst_island_yi_snow.environment	dlc11_coast_snowy_island
wh2_dlc12_island_snowy_03	classic	false	terrain\battles\island_snowy_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_snowy_shore_b.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_cst_island_yi_snow.environment	dlc11_coast_snowy_island
wh2_dlc12_island_tropical_01	classic	false	terrain\battles\island_tropical_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_tropical.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_cst_island_yi_desert.environment	dlc12_prophet_tropical_island
wh2_dlc12_island_tropical_02	classic	false	terrain\battles\island_tropical_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_tropical_shore_a.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_cst_island_yi_desert.environment	dlc12_prophet_tropical_island
wh2_dlc12_island_tropical_03	classic	false	terrain\battles\island_tropical_01\	UI/Frontend UI/battle_map_images/wh_qb_dlc12_tropical_shore_b.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_cst_island_yi_desert.environment	dlc12_prophet_tropical_island
wh2_dlc12_qb_ikit_claw_storm_daemon	classic	false	terrain\battles\qb_dlc12_ikit_claw_storm_daemon\	UI/Frontend UI/battle_map_images/storm_daemon.png		2	2	true	true	true		0	0	false	true	0	0	false	false	false	Catchment_01		weather/battle/wh_ikit_claw.environment	lizardmen_qb_fallen_gates
wh2_dlc12_qb_tehenhauin_plaque_of_sotek	classic	false	terrain\battles\tehenhauin\	UI/Frontend UI/battle_map_images/plaque_of_sotek.png		1	1	true	true	true		0	0	false	false	0	0	false	false	false	catchment_02		weather/battle/wh_tehenhuain.environment	lizardmen_qb_fallen_gates
wh2_dlc12_qb_tiktaqto_mask_of_heavens	classic	false	terrain\battles\qb_dlc12_mask_of_heavens\	UI/Frontend UI/battle_map_images/mask_of_heavens.png		1	1	true	true	true		0	0	false	false	0	0	false	false	false	catchment_02		weather/battle/wh_tik_taq_to.environment	lizardmen_qb_fallen_gates
wh2_final_battle	classic	false	terrain/battles/wh2_final_battle/	UI/Frontend UI/battle_map_images/isle_of_the_dead.png		4	4	true	false	true		0	0	false	false	0	0	false	false	true			weather/battle/wh_final_battle_01.environment	dark_elves_volcanic
wh2_main_chokepoint_badlands_chasm	river_crossing_battle	false	terrain/battles/chokepoint_badlands_chasm/	UI/Frontend UI/battle_map_images/badlands_chasm.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_grn_03.environment	greenskin
wh2_main_chokepoint_badlands_mountain_pass	river_crossing_battle	false	terrain/battles/chokepoint_badlands_mountain_pass/	UI/Frontend UI/battle_map_images/badlands_mountain_pass.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_grn_01.environment	skaven_desert
wh2_main_chokepoint_badlands_river	river_crossing_battle	false	terrain/battles/chokepoint_badlands_river/	UI/Frontend UI/battle_map_images/badlands_river.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_grn_02.environment	greenskin
wh2_main_chokepoint_badlands_river_b	river_crossing_battle	false	terrain/battles/chokepoint_badlands_river_b/	UI/Frontend UI/battle_map_images/badlands_river_b.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_grn_05.environment	greenskin
wh2_main_chokepoint_blood_river_valley_river	river_crossing_battle	false	terrain/battles/chokepoint_blood_river_valley_river/	UI/Frontend UI/battle_map_images/blood_river_valley_river.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_blood_river.environment	greenskin
wh2_main_chokepoint_def_chasm	river_crossing_battle	false	terrain/battles/chokepoint_def_chasm/	UI/Frontend UI/battle_map_images/def_chasm.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_chasm_01.environment	dark_elves_volcanic_lava_river
wh2_main_chokepoint_def_chasm_b	river_crossing_battle	false	terrain/battles/chokepoint_def_chasm_b/	UI/Frontend UI/battle_map_images/def_chasm_b.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_norsca_02.environment	dark_elves_volcanic_lava_river
wh2_main_chokepoint_def_grassland_river	river_crossing_battle	false	terrain/battles/chokepoint_def_grassland_river/	UI/Frontend UI/battle_map_images/def_grassland_river.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_03.environment	dark_elves_hills
wh2_main_chokepoint_generic_mountain_pass	river_crossing_battle	false	terrain/battles/chokepoint_generic_mountain_pass/	UI/Frontend UI/battle_map_images/generic_mountain_pass.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_ult_04.environment	dark_elves_hills
wh2_main_chokepoint_grassland_river	river_crossing_battle	false	terrain/battles/chokepoint_grassland_river/	UI/Frontend UI/battle_map_images/grassland_river.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_ult_02.environment	high_elves_hills
wh2_main_chokepoint_grassland_river_b	river_crossing_battle	false	terrain/battles/chokepoint_grassland_river_b/	UI/Frontend UI/battle_map_images/grassland_river_b.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_ult_05.environment	empire
wh2_main_chokepoint_lzd_lustria_mountain_pass	river_crossing_battle	false	terrain/battles/chokepoint_lzd_lustria_mountain_pass/	UI/Frontend UI/battle_map_images/lzd_lustria_mountain_pass.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_lzd_07.environment	lizardmen_swamp
wh2_main_chokepoint_lzd_lustria_river_b	river_crossing_battle	false	terrain/battles/chokepoint_lzd_lustria_river_b/	UI/Frontend UI/battle_map_images/ldz_lustria_river_b.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_lzd_06.environment	lizardmen_mountain
wh2_main_chokepoint_lzd_river_a	river_crossing_battle	false	terrain/battles/chokepoint_lzd_river_a/	UI/Frontend UI/battle_map_images/lzd_river_a.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_lzd_river_a_01.environment	lizardmen_swamp
wh2_main_chokepoint_norsca_chasm	river_crossing_battle	false	terrain/battles/chokepoint_norsca_chasm/	UI/Frontend UI/battle_map_images/norsca_chasm.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_nor_05.environment	nordic
wh2_main_chokepoint_norsca_river	river_crossing_battle	false	terrain/battles/chokepoint_norsca_river/	UI/Frontend UI/battle_map_images/norsca_river.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_norsca_02.environment	dark_elves_cold
wh2_main_chokepoint_northern_mountain_pass	river_crossing_battle	false	terrain/battles/chokepoint_northern_mountain_pass/	UI/Frontend UI/battle_map_images/northern_mountain_pass.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_norsca_01.environment	dark_elves_cold
wh2_main_chokepoint_northern_river	river_crossing_battle	false	terrain/battles/chokepoint_northern_river/	UI/Frontend UI/battle_map_images/northern_river.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_norsca_03.environment	nordic
wh2_main_chokepoint_northern_river_b	river_crossing_battle	false	terrain/battles/chokepoint_northern_river_b/	UI/Frontend UI/battle_map_images/northern_river_b.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_norsca_01.environment	nordic
wh2_main_chokepoint_southland_chasm	river_crossing_battle	false	terrain/battles/chokepoint_southland_chasm/	UI/Frontend UI/battle_map_images/southland_chasm.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_stl_04.environment	skaven_desert
wh2_main_chokepoint_southland_mountain_pass	river_crossing_battle	false	terrain/battles/chokepoint_southland_mountain_pass/	UI/Frontend UI/battle_map_images/southland_mountain_pass.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_stl_02.environment	skaven_desert
wh2_main_chokepoint_southland_river	river_crossing_battle	false	terrain/battles/chokepoint_southland_river/	UI/Frontend UI/battle_map_images/southland_river.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_stl_01.environment	skaven_desert
wh2_main_chokepoint_southland_river_b	river_crossing_battle	false	terrain/battles/chokepoint_southland_river_b/	UI/Frontend UI/battle_map_images/southland_river_b.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_stl_03.environment	skaven_desert
wh2_main_chokepoint_sylvania_river	river_crossing_battle	false	terrain/battles/chokepoint_sylvania_river/	UI/Frontend UI/battle_map_images/sylvania_river.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_stl_04.environment	empire
wh2_main_chokepoint_ult_forest_river	river_crossing_battle	false	terrain/battles/chokepoint_ult_forest_river/	UI/Frontend UI/battle_map_images/ult_forest_river.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_ult_02.environment	high_elves_hills
wh2_main_chokepoint_ult_grassland_river	river_crossing_battle	false	terrain/battles/chokepoint_ult_grassland_river/	UI/Frontend UI/battle_map_images/ult_grassland_river.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_ult_05.environment	high_elves_hills
wh2_main_chokepoint_ult_plains_river	river_crossing_battle	false	terrain/battles/chokepoint_ult_plains_river/	UI/Frontend UI/battle_map_images/ult_plains_river.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_ult_03.environment	high_elves_hills
wh2_main_ffa_troll_country	free_for_all	false	terrain\battles\qb_troll_country\	ui/frontend ui/battle_map_images/troll_country.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false	catchment_01		weather/battle/wh_nor_07.environment	nordic
wh2_main_minor_settlement_fortress_gates	siege	false	terrain\battles\city_fortress_gate\	UI/Frontend UI/battle_map_images/eagle_gate.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:hef	weather/battle/wh_fortress_gate_02.environment	high_elves_hills
wh2_main_siege_city_b_def	siege	false	terrain\battles\city_b_def\	UI/Frontend UI/battle_map_images/ancient_quintex.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:def	weather/battle/wh_def_city_b_01.environment	dark_elves_cold
wh2_main_siege_city_b_lzd	siege	false	terrain\battles\city_b_lzd\	UI/Frontend UI/battle_map_images/teotiqua.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:lzd	weather/battle/wh_lzd_b_01.environment	lizardmen_swamp
wh2_main_siege_city_c_def	siege	false	terrain\battles\city_c_def\	UI/Frontend UI/battle_map_images/arnheim.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:def	weather/battle/wh_def_c_01.environment	dark_elves_volcanic
wh2_main_siege_city_c_lzd	siege	false	terrain\battles\city_c_lzd\	UI/Frontend UI/battle_map_images/itza.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:lzd	weather/battle/wh_lzd_06.environment	lizardmen_swamp
wh2_main_siege_city_d_def	siege	false	terrain\battles\city_d_def\	UI/Frontend UI/battle_map_images/clar_karond.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:def	weather/battle/wh_def_city_d_01.environment	dark_elves_volcanic
wh2_main_siege_city_d_lzd	siege	false	terrain\battles\city_d_lzd\	UI/Frontend UI/battle_map_images/pahuax.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:lzd	weather/battle/wh_lzd_03.environment	lizardmen_jungle
wh2_main_siege_city_e_hef	siege	false	terrain\battles\city_e_hef\	UI/Frontend UI/battle_map_images/tor_yvresse.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:hef	weather/battle/wh_ult_04.environment	high_elves_beach
wh2_main_siege_city_e_skv	siege	false	terrain\battles\city_e_skv\	UI/Frontend UI/battle_map_images/hellpit.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:skv	weather/battle/wh_skv_hell_pit_01.environment	skaven_marsh
wh2_main_siege_city_f_hef	siege	false	terrain\battles\city_f_hef\	UI/Frontend UI/battle_map_images/the_star_tower.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:hef	weather/battle/wh_ult_05.environment	high_elves_beach
wh2_main_siege_city_f_lzd	siege	false	terrain\battles\city_f_lzd\	UI/Frontend UI/battle_map_images/macu_peaks.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:lzd	weather/battle/wh_lzd_f_01.environment	lizardmen_mountain
wh2_main_siege_city_h_dwf	siege	false	terrain\battles\city_h_dwf\	UI/Frontend UI/battle_map_images/karak_zorn.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:dwf	weather/battle/wh_dwf_h_01.environment	cave
wh2_main_siege_city_h_hef	siege	false	terrain\battles\city_h_hef\	UI/Frontend UI/battle_map_images/tor_koruali.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:hef	weather/battle/wh_ult_03.environment	high_elves_beach
wh2_main_siege_city_h_lzd	siege	false	terrain\battles\city_h_lzd\	UI/Frontend UI/battle_map_images/xlanhuapec.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:lzd	weather/battle/wh_lzd_05.environment	lizardmen_mountain
wh2_main_siege_city_h_skv	siege	false	terrain\battles\city_h_skv\	UI/Frontend UI/battle_map_images/skavenblight.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:skv	weather/battle/wh_skv_blight_01.environment	skaven_marsh
wh2_main_siege_city_m_def	siege	false	terrain\battles\city_m_def\	UI/Frontend UI/battle_map_images/hag_hall.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:def	weather/battle/wh_def_city_m_01.environment	dark_elves_hills
wh2_main_siege_city_m_lzd	siege	false	terrain\battles\city_m_lzd\	UI/Frontend UI/battle_map_images/spektazuma.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:lzd	weather/battle/wh_lzd_04.environment	lizardmen_mountain
wh2_main_siege_city_m_skv	siege	false	terrain\battles\city_m_skv\	UI/Frontend UI/battle_map_images/ruins.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:skv	weather/battle/wh_skv_ruins_01.environment	skaven_cavern
wh2_main_siege_city_n_def	siege	false	terrain\battles\city_n_def\	UI/Frontend UI/battle_map_images/naggarond.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:def	weather/battle/wh_def_city_n.environment	dark_elves_cold
wh2_main_siege_city_n_hef	siege	false	terrain\battles\city_n_hef\	UI/Frontend UI/battle_map_images/white_tower_of_hoeth.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:hef	weather/battle/wh_ult_02.environment	high_elves_hills
wh2_main_siege_city_n_lzd	siege	false	terrain\battles\city_n_lzd\	UI/Frontend UI/battle_map_images/hexoatl.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:lzd	weather/battle/wh_lzd_03.environment	lizardmen_swamp
wh2_main_siege_city_p_def	siege	false	terrain\battles\city_p_def\	UI/Frontend UI/battle_map_images/ghrond.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:def	weather/battle/wh_def_04.environment	dark_elves_hills
wh2_main_siege_city_p_emp	siege	false	terrain\battles\city_p_emp\	UI/Frontend UI/battle_map_images/port_reaver.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:emp	weather/battle/wh_emp_city_p.environment	lizardmen_mountain
wh2_main_siege_city_p_hef	siege	false	terrain\battles\city_p_hef\	UI/Frontend UI/battle_map_images/vauls_anvil.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:hef	weather/battle/wh_ult_01.environment	high_elves_hills
wh2_main_siege_city_p_lzd	siege	false	terrain\battles\city_p_lzd\	UI/Frontend UI/battle_map_images/temple_of_skulls.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:lzd	weather/battle/wh_lzd_01.environment	lizardmen_mountain
wh2_main_siege_city_q_def	siege	false	terrain\battles\city_q_def\	UI/Frontend UI/battle_map_images/karond_kar.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:def	weather/battle/wh_def_norsca_01.environment	dark_elves_cold
wh2_main_siege_city_q_hef	siege	false	terrain\battles\city_q_hef\	UI/Frontend UI/battle_map_images/lothern.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:hef	weather/battle/wh_ult_04.environment	high_elves_beach
wh2_main_siege_city_q_lzd	siege	false	terrain\battles\city_q_lzd\	UI/Frontend UI/battle_map_images/marks_of_the_old_ones.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:lzd	weather/battle/wh_lzd_02.environment	lizardmen_jungle
wh2_main_siege_city_r_def	siege	false	terrain\battles\city_r_def\	UI/Frontend UI/battle_map_images/hag_graef.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:def	weather/battle/wh_def_bleak_02.environment	dark_elves_volcanic
wh2_main_siege_city_r_hef	siege	false	terrain\battles\city_r_hef\	UI/Frontend UI/battle_map_images/gaean_vale.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:hef	weather/battle/wh_ult_05.environment	high_elves_beach
wh2_main_subterranean_a_skv	underground_intercept	false	terrain/battles/subterranean_battle_a_skv/	UI/Frontend UI/battle_map_images/the_black_chasm.png		1	1	true	true	true		0	0	false	false	0	0	false	false	true			weather/battle/wh_skv_sub_01.environment	skaven_cavern
wh2_main_subterranean_b_skv	underground_intercept	false	terrain/battles/subterranean_battle_b_skv/	UI/Frontend UI/battle_map_images/warpblade_tunnels.png		1	1	true	true	true		0	0	false	false	0	0	false	false	true			weather/battle/wh_skv_sub_02.environment	skaven_cavern
wh2_main_subterranean_c_skv	underground_intercept	false	terrain/battles/subterranean_battle_c_skv/	UI/Frontend UI/battle_map_images/gnaw_pit.png		1	1	true	true	true		0	0	false	false	0	0	false	false	true			weather/battle/wh_skv_sub_03.environment	skaven_cavern
wh2_main_unfortified_def_a	unfortified_settlement	false	terrain/battles/unfortified_def_a/	UI/Frontend UI/battle_map_images/slavers_point.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_bleak_02.environment	dark_elves_volcanic
wh2_main_unfortified_def_b	unfortified_settlement	false	terrain/battles/unfortified_def_b/	UI/Frontend UI/battle_map_images/ironspike.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_norsca_01.environment	dark_elves_cold
wh2_main_unfortified_def_c	unfortified_settlement	false	terrain/battles/unfortified_def_c/	UI/Frontend UI/battle_map_images/titan_peak.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_norsca_02.environment	dark_elves_cold
wh2_main_unfortified_def_d	unfortified_settlement	false	terrain/battles/unfortified_def_d/	UI/Frontend UI/battle_map_images/ice_rock_gorge.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_norsca_01.environment	dark_elves_cold
wh2_main_unfortified_hef_a	unfortified_settlement	false	terrain/battles/unfortified_hef_a/	UI/Frontend UI/battle_map_images/tor_dranil.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_ult_05.environment	high_elves_hills
wh2_main_unfortified_hef_b	unfortified_settlement	false	terrain/battles/unfortified_hef_b/	UI/Frontend UI/battle_map_images/evershale.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_ult_02.environment	high_elves_hills
wh2_main_unfortified_hef_c	unfortified_settlement	false	terrain/battles/unfortified_hef_c/	UI/Frontend UI/battle_map_images/tower_of_the_stars.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_ult_04.environment	high_elves_hills
wh2_main_unfortified_hef_d	unfortified_settlement	false	terrain/battles/unfortified_hef_d/	UI/Frontend UI/battle_map_images/dawns_light.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_ult_01.environment	high_elves_hills
wh2_main_unfortified_lzd_a	unfortified_settlement	false	terrain/battles/unfortified_lzd_a/	UI/Frontend UI/battle_map_images/monument_of_the_sun.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_lzd_02.environment	lizardmen_mountain
wh2_main_unfortified_lzd_b	unfortified_settlement	false	terrain/battles/unfortified_lzd_b/	UI/Frontend UI/battle_map_images/avenue_of_gold.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_lzd_06.environment	lizardmen_swamp
wh2_main_unfortified_lzd_c	unfortified_settlement	false	terrain/battles/unfortified_lzd_c/	UI/Frontend UI/battle_map_images/quittax_unfortified.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_lzd_05.environment	lizardmen_jungle
wh2_main_unfortified_lzd_d	unfortified_settlement	false	terrain/battles/unfortified_lzd_d/	UI/Frontend UI/battle_map_images/the_golden_colossus_unfortified.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_lzd_03.environment	lizardmen_jungle
wh2_main_unfortified_skv_a	unfortified_settlement	false	terrain/battles/unfortified_skv_a/	UI/Frontend UI/battle_map_images/altar_of_the_horned_rat.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_skv_sub_01.environment	skaven_cavern
wh2_main_unfortified_skv_b	unfortified_settlement	false	terrain/battles/unfortified_skv_b/	UI/Frontend UI/battle_map_images/skv_unfortified_B.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_skv_sub_02.environment	skaven_marsh
wh2_main_unfortified_skv_c	unfortified_settlement	false	terrain/battles/unfortified_skv_c/	UI/Frontend UI/battle_map_images/yuatek.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_skv_sub_04.environment	skaven_cavern
wh2_mp_ffa_01	free_for_all	false	Terrain/battles/mp_ffa_01/	UI/Frontend UI/battle_map_images/grove_of_slaughter.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_def_02.environment	dark_elves_volcanic
