campaign_mount_animation_set_overrides_tables	2
character_animation_set	mount_unit	rider_animation_set	vfx_filter_override
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_dlc01_nor_cha_chaos_sorcerer_lord_1	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_death_10	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_death_11	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_death_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_fire_10	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_fire_11	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_fire_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_metal_10	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_metal_11	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_chs_cha_chaos_sorcerer_metal_9	cam_hu1c_chaos_bc3_manticore_wb_staff_and_sword	0
cam_hu1c_chaos_staff_and_sword	wh_main_nor_cha_chaos_sorcerer_1	cam_hu1c_chaos_hr1_warhorse_staff_and_sword	0
cam_hu1c_chaos_sword_and_shield	wh_dlc01_chs_cha_chaos_lord_10	cam_hu1c_chaos_bc3_manticore_wb_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_dlc01_chs_cha_chaos_lord_2	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_dlc01_chs_cha_exalted_hero_10	cam_hu1c_chaos_bc3_manticore_wb_axe_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_dlc08_chs_cha_chaos_lord_2_qb	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_main_chs_cha_archaon_the_everchosen_1	cam_hu1c_chaos_hr1_warhorse_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_main_chs_cha_chaos_lord_11	cam_hu1c_chaos_hr1_warhorse_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_main_chs_cha_chaos_lord_12	cam_hu1c_chaos_hr1_warhorse_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_main_chs_cha_exalted_hero_12	cam_hu1c_chaos_hr1_warhorse_sword_and_shield	0
cam_hu1c_chaos_sword_and_shield	wh_main_chs_cha_exalted_hero_13	cam_hu1c_chaos_hr1_warhorse_sword_and_shield	0
cam_hu1d_elf_dual_sword	wh2_dlc11_def_cha_lokhir_fellheart_1	cam_lord_hu1d_elf_dr1_dragon_wb_sword_and_shield	0
cam_hu1d_elf_staff_and_sword	wh2_main_hef_cha_teclis_1	cam_lord_hu1d_elf_hr1_warhorse_sword	0
cam_hu1d_elf_sword_and_bow	wh_dlc05_wef_cha_glade_lord_1	cam_hu1d_elf_sword_and_bow_hr1_warhorse_sword_and_bow	0
cam_hu1d_elf_sword_and_bow	wh_dlc05_wef_cha_glade_lord_2	cam_hu1d_elf_sword_and_bow_bi1_eagle_sword_and_bow	0
cam_hu1d_elf_sword_and_bow	wh_dlc05_wef_cha_glade_lord_3	cam_hu1d_elf_sword_and_bow_dr1_dragon_sword_and_bow	0
cam_hu1d_elf_sword_and_shield	wh2_main_hef_cha_prince_2	cam_lord_hu1d_elf_hr1_warhorse_lance_sword_shield	0
cam_hu1d_elf_sword_and_shield	wh2_main_hef_cha_prince_3	cam_lord_hu1d_elf_bi1_eagle_wb_sword_and_shield	0
cam_hu1d_elf_sword_and_shield	wh2_main_hef_cha_prince_4	cam_lord_hu1d_elf_dr1_dragon_wb_sword_and_shield	0
cam_hu1d_elf_sword_and_shield	wh2_main_hef_cha_prince_5	cam_lord_hu1d_elf_dr1_dragon_wb_sword_and_shield	0
cam_hu1d_elf_sword	wh2_main_hef_cha_tyrion_1	cam_lord_hu1d_elf_hr1_warhorse_sword	23
cam_hu2_orc_staff_and_sword	wh_dlc06_grn_cha_wurrzag_1	cam_hu2_orc_bo1_warboar_staff_and_sword	0
cam_hu2_orc_staff_and_sword	wh_main_grn_cha_orc_shaman_1	cam_hu2_orc_bo1_warboar_staff_and_sword	0
cam_hu2_orc_sword_and_axe	wh_main_grn_cha_azhag_the_slaughterer_1	cam_hu2_orc_bi2_wyvern_wb_sword_and_axe	0
cam_hu2_orc_sword_and_shield	wh_main_grn_cha_orc_warboss_1	cam_hu2_orc_bi2_wyvern_wb_sword_and_shield	0
cam_hu2_orc_sword_and_shield	wh_main_grn_cha_orc_warboss_2	cam_hu2_orc_bo1_warboar_sword_and_shield	0
cam_hu3_dwarf_hammer	wh_dlc06_dwf_cha_runelord_1	cam_hu3_dwarf_wm_throne_of_power01_axe	0
cam_hu5_goblin_spear_and_shield	wh_dlc06_grn_cha_night_goblin_warboss_1	cam_hu5_goblin_rp2_squig_spear_and_shield	0
cam_hu5_goblin_spear_and_shield	wh_main_grn_cha_goblin_big_boss_1	cam_hu5_goblin_wf1_wolf_spear_and_shield	0
cam_hu5_goblin_spear_and_shield	wh_main_grn_cha_goblin_big_boss_2	cam_hu5_goblin_sp1_giant_spider_spear_and_shield	0
cam_hu5_goblin_staff_and_sword	wh_main_grn_cha_goblin_great_shaman_1	cam_hu5_goblin_wf1_wolf_staff_and_sword	0
cam_hu6_gor_axe	wh_dlc03_bst_cha_beastlord_1	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_staff_and_sword	wh_dlc03_bst_cha_bray_shaman_beasts_1	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_staff_and_sword	wh_dlc03_bst_cha_bray_shaman_death_1	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_staff_and_sword	wh_dlc03_bst_cha_bray_shaman_wild_1	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu6_gor_sword_and_whip	wh_dlc03_bst_cha_khazrak_one_eye_1	cam_hu6_gor_staff_and_sword_wm_razorgor_chariot	0
cam_hu8_strigoi	wh2_dlc11_vmp_cha_bloodline_strigoi_lord_1	cam_hu8_strigoi_bi2_terrorgheist_wb	0
cam_hu8_strigoi	wh_dlc04_vmp_cha_strigoi_ghoul_king_1	cam_hu8_strigoi_bi2_terrorgheist_wb	0
cam_lord_hc9_cst_cylostra_fan_and_staff	wh2_dlc11_cst_cha_cylostra_direfin_1	cam_lord_hc9_cst_cylostra_cr1_leviathan_wb_fan_and_staff	0
cam_lord_hu17_dlc12_warlock_gauntlets	wh2_dlc12_skv_cha_warlock_master_1	cam_lord_hu17_dlc12_wm_doomflayer01_warlock_gauntlets	0
cam_lord_hu17_dlc12_warlock_gauntlets	wh2_dlc12_skv_cha_warlock_master_2	cam_lord_hu17_dlc12_wm_doomwheel01_warlock_gauntlets	0
cam_lord_hu17_skaven_halberd_and_claw_gun	wh2_dlc12_skv_cha_ikit_claw_1	cam_lord_hu17_dlc12_wm_doomflayer01_ikit_halberd_and_claw_gun	18
cam_lord_hu17_skaven_halberd_and_claw_gun	wh2_dlc12_skv_cha_ikit_claw_2	cam_lord_hu17_dlc12_wm_doomwheel01_ikit_halberd_and_claw_gun	18
cam_lord_hu1_arkhan_staff_and_sword	wh2_dlc09_tmb_cha_arkhan_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	0
cam_lord_hu1_arkhan_staff_and_sword	wh2_dlc09_tmb_cha_arkhan_2	cam_lord_hu1_arkhan_chariot_staff_and_sword	0
cam_lord_hu1_cst_admiral_halberd	wh2_dlc11_cst_cha_vampire_fleet_admiral_1	cam_lord_hu1_cst_admiral_cr1_promethean_wb_halberd	0
cam_lord_hu1_cst_admiral_halberd	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1	cam_lord_hu1_cst_admiral_cr1_promethean_wb_halberd	0
cam_lord_hu1_cst_admiral_halberd	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1	cam_lord_hu1_cst_admiral_cr1_promethean_wb_halberd	0
cam_lord_hu1_cst_luthor_cutlass_and_pistol	wh2_dlc11_cst_cha_luthor_harkon_1	cam_lord_hu1_cst_luthor_bi2_terrorgheist_wb_cutlass_and_pistol	0
cam_lord_hu1_cst_noctilus_2handed_axe	wh2_dlc11_cst_inf_count_noctilus_1	cam_lord_hu1_cst_noctilus_gi2_colossus_wb_2handed_axe	0
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_khatep_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	45
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_khatep_2	cam_lord_hu1_liche_priest_staff_and_sword_chariot	45
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_khatep_3	cam_lord_hu1_liche_priest_staff_and_sword_casket_of_souls	45
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_liche_priest_death_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	44
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_liche_priest_light_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	44
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	44
cam_lord_hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_cha_liche_priest_shadow_1	cam_hu1_empire_hr1_warhorse_staff_and_sword	44
cam_lord_hu1_settra_2handed_halberd	wh2_dlc09_tmb_cha_settra_1	cam_lord_hu1_tomb_hr1_tomb_steed_halberd	45
cam_lord_hu1_settra_2handed_halberd	wh2_dlc09_tmb_cha_settra_2	cam_lord_hu1_settra_2handed_halberd_chariot	45
cam_lord_hu1_settra_2handed_halberd	wh2_dlc09_tmb_cha_settra_3	cam_lord_hu1_settra_2handed_halberd_chariot	45
cam_lord_hu1_tomb_halberd_and_shield	wh2_dlc09_tmb_cha_tomb_prince_1	cam_lord_hu1_tomb_hr1_tomb_steed_halberd_and_shield	0
cam_lord_hu1_tomb_halberd_and_shield	wh2_dlc09_tmb_cha_tomb_prince_2	cam_lord_hu1_tomb_halberd_and_shield_wm_chariot01	0
cam_lord_hu1b_alarielle_staff_and_sword	wh2_dlc10_hef_cha_alarielle_the_radiant_1	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_alarielle_staff_and_sword	wh2_dlc10_hef_cha_alarielle_the_radiant_2	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_alarielle_staff_and_sword	wh2_dlc10_hef_cha_alarielle_the_radiant_3	cam_lord_hu1b_elf_bi1_alarielle_wb_staff_and_sword	0
cam_lord_hu1b_cst_admiral_cutlass_and_pistol	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1	cam_lord_hu1b_cst_admiral_cr1_promethean_wb_cutlass_and_pistol	0
cam_lord_hu1b_cst_admiral_cutlass_and_pistol	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1	cam_lord_hu1b_cst_admiral_cr1_promethean_wb_cutlass_and_pistol	0
cam_lord_hu1b_cst_admiral_cutlass_and_pistol	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1	cam_lord_hu1b_cst_admiral_cr1_promethean_wb_cutlass_and_pistol	0
cam_lord_hu1b_cst_aranessa_halberd	wh2_dlc11_cst_cha_aranessa_1	cam_lord_hu1b_cst_aranessa_cr1_promethean_wb_halberd	0
cam_lord_hu1b_def_staff_and_sword	wh2_main_def_cha_morathi_1	cam_hu1b_bretonnian_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_dual_sword	wh2_dlc10_def_cha_crone_1	cam_lord_hu1b_elf_hr1_warhorse_dual_sword	0
cam_lord_hu1b_elf_dual_sword	wh2_dlc10_def_cha_crone_4	cam_lord_hu1b_elf_dual_sword_wm_blood_cauldron01	0
cam_lord_hu1b_elf_dual_sword	wh2_dlc10_def_cha_crone_5	cam_lord_hu1b_elf_bc3_manticore_wb_dual_sword	0
cam_lord_hu1b_elf_dual_sword	wh2_main_def_cha_death_hag_1	cam_lord_hu1b_elf_dual_sword_wm_blood_cauldron01	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_beasts_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_beasts_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_beasts_3	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_death_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_death_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_sorceress_death_3	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_beasts_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_beasts_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_beasts_3	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_beasts_4	cam_lord_hu1b_elf_bc3_manticore_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_beasts_5	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_dark_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_dark_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_dark_3	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_dark_4	cam_lord_hu1b_elf_bc3_manticore_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_dark_5	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_death_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_death_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_death_3	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_death_4	cam_lord_hu1b_elf_bc3_manticore_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_death_5	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_fire_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_fire_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_fire_3	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_fire_4	cam_lord_hu1b_elf_bc3_manticore_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_fire_5	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_shadow_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_shadow_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_shadow_3	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_shadow_4	cam_lord_hu1b_elf_bc3_manticore_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_def_cha_supreme_sorceress_shadow_5	cam_lord_hu1b_elf_dr1_dragon_wb_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_hef_cha_mage_heavens_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_hef_cha_mage_heavens_2	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_hef_cha_mage_shadows_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_dlc10_hef_cha_mage_shadows_2	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_dark_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_dark_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_dark_3	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_fire_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_fire_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_fire_3	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_shadow_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_shadow_2	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_def_cha_sorceress_shadow_3	cam_hero_hu1b_elf_rp3_cold_one_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_high_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_high_4	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_life_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_life_4	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_light_1	cam_lord_hu1b_elf_hr1_warhorse_staff_and_sword	0
cam_lord_hu1b_elf_staff_and_sword	wh2_main_hef_cha_mage_light_4	cam_hero_hu1b_elf_wm_tiranoc_chariot_01_staff_and_sword	0
cam_lord_hu1b_elf_sword_and_bow	wh2_main_hef_cha_princess_1	cam_lord_hu1b_elf_hr1_warhorse_sword_bow	0
cam_lord_hu1b_elf_sword_and_bow	wh2_main_hef_cha_princess_3	cam_lord_hu1b_elf_bi1_eagle_wb_sword_and_shield	0
cam_lord_hu1b_elf_sword_and_bow	wh2_main_hef_cha_princess_4	cam_lord_hu1b_elf_dr1_dragon_wb_sword_and_bow	0
cam_lord_hu1b_elf_sword_and_bow	wh2_main_hef_cha_princess_5	cam_lord_hu1b_elf_dr1_dragon_wb_sword_and_bow	0
cam_lord_hu1b_elf_sword_and_shield	wh2_main_def_cha_dreadlord_female_1	cam_lord_hu1b_elf_hr1_warhorse_sword_and_shield	0
cam_lord_hu1b_elf_sword_and_shield	wh2_main_def_cha_dreadlord_female_2	cam_lord_hu1b_elf_rp3_cold_one_sword_and_shield	0
cam_lord_hu1b_elf_sword_and_shield	wh2_main_def_cha_dreadlord_female_4	cam_lord_hu1b_elf_dr1_dragon_wb_sword_and_shield	0
cam_lord_hu1b_elf_sword_and_shield	wh2_main_def_cha_dreadlord_female_5	cam_lord_hu1b_elf_hr1_pegasus_sword_and_shield	0
cam_lord_hu1b_khalida_staff_and_sword	wh2_dlc09_tmb_cha_khalida_1	cam_lord_hu1b_khalida_sn1_serpent_staff_and_sword	0
cam_lord_hu1b_khalida_staff_and_sword	wh2_dlc09_tmb_cha_khalida_2	cam_lord_hu1b_khalida_chariot_staff_and_sword	0
cam_lord_hu1d_def_sword_and_shield	wh2_main_def_cha_malekith_1	cam_lord_hu1d_elf_rp3_cold_one_sword_shield	0
cam_lord_hu1d_def_sword_and_shield	wh2_main_def_cha_malekith_2	cam_lord_hu1d_elf_wm_cold_one_chariot01_sword_shield	0
cam_lord_hu1d_def_sword_and_shield	wh2_main_def_cha_malekith_3	cam_lord_hu1d_elf_dr1_dragon_wb_sword_and_shield	0
cam_lord_hu1d_elf_sword_crossbow	wh2_main_def_cha_dreadlord_1	cam_lord_hu1d_elf_hr1_warhorse_sword_crossbow	0
cam_lord_hu1d_elf_sword_crossbow	wh2_main_def_cha_dreadlord_2	cam_lord_hu1d_elf_wm_rp3_cold_one_sword_crossbow	0
cam_lord_hu1d_elf_sword_crossbow	wh2_main_def_cha_dreadlord_4	cam_lord_hu1d_elf_dr1_dragon_wb_crossbow	0
cam_lord_hu1d_elf_sword_crossbow	wh2_main_def_cha_dreadlord_5	cam_lord_hu1d_elf_hr1_pegasus_sword_and_crossbow	0
cam_lord_hu7_dlc12_skink_chief_2h_greatweapon	wh2_dlc12_lzd_cha_skink_chief_red_crested_1	cam_lord_hu7_dlc12_skink_rp3_cold_one_chief_2h_greatweapon	0
cam_lord_hu7_dlc12_skink_chief_2h_greatweapon	wh2_dlc12_lzd_cha_skink_chief_red_crested_2	cam_lord_hu7_dlc12_skink_bi3_terradon_chief_2h_greatweapon	0
cam_lord_hu7_dlc12_skink_chief_2h_greatweapon	wh2_dlc12_lzd_cha_skink_chief_red_crested_3	cam_lord_hu7_dlc12_skink_hq1_stegadon_wb_2h_greatweapon	0
cam_lord_hu7_dlc12_skink_sword_and_plaque	wh2_dlc12_lzd_cha_tehenhauin_1	cam_lord_hu7_dlc12_rp3_cold_one_sword_and_plaque	0
cam_lord_hu7_dlc12_skink_sword_and_plaque	wh2_dlc12_lzd_cha_tehenhauin_2	cam_lord_hu7_dlc12_skink_bi3_terradon_sword_and_plague	0
cam_lord_hu7_dlc12_skink_sword_and_plaque	wh2_dlc12_lzd_cha_tehenhauin_3	cam_lord_hu7_dlc12_skink_hq1_stegadon_wb_sword_and_plaque	0
cam_lord_hu7_dlc12_skink_tiktaqto_sword	wh2_dlc12_lzd_cha_tiktaqto_1	cam_lord_hu7_dlc12_skink_bi3_terradon_tiktaqto_sword	0
cam_lord_hu7b_saurus_club_and_shield	wh2_main_lzd_cha_saurus_old_blood_1	cam_lord_hu7b_saurus_rp3_cold_one_club_and_shield	0
cam_lord_hu7b_saurus_club_and_shield	wh2_main_lzd_cha_saurus_old_blood_2	cam_lord_hu7b_saurus_rp3b_carnosaur_wb_club_and_shield	0
