audio_vo_actor_groups_tables	3
name	vo_actor_1	vo_actor_2	vo_actor_3	vo_actor_4	vo_actor_5	vo_actor_6	vo_actor_7	vo_actor_8	vo_actor_9	vo_actor_10	vo_actor_11	vo_actor_12	vo_actor_13	vo_actor_14	vo_actor_15	cooldown_overlap
wh_main_vo_actor_Empire_General	wh_main_vo_actor_Empire_General1	wh_main_vo_actor_Empire_General2														0
wh_main_vo_actor_Empire_Infantry	wh_main_vo_actor_Empire_Inf1	wh_main_vo_actor_Empire_Inf2	wh_main_vo_actor_Empire_Inf3	wh_main_vo_actor_Empire_Inf4	wh_main_vo_actor_Empire_Inf5	wh_main_vo_actor_Empire_Inf6	wh_main_vo_actor_Empire_Inf7	wh_main_vo_actor_Empire_Inf8	wh_main_vo_actor_Empire_Inf9	wh_main_vo_actor_Empire_Inf10						0
wh_main_vo_actor_Empire_KarlFranz	wh_main_vo_actor_Empire_KarlFranz															0
wh_main_vo_actor_Empire_Kislev	wh_main_vo_actor_Empire_Kislev															0
wh_main_vo_actor_Empire_LightWizard	wh_main_vo_actor_Empire_LightWizard1	wh_main_vo_actor_Empire_LightWizard2														0
wh_main_vo_actor_Empire_Mounted	wh_main_vo_actor_Empire_Mtd1	wh_main_vo_actor_Empire_Mtd2	wh_main_vo_actor_Empire_Mtd3	wh_main_vo_actor_Empire_Mtd4	wh_main_vo_actor_Empire_Mtd5											0
wh_main_vo_actor_Empire_WarriorPriest	wh_main_vo_actor_Empire_WarriorPriest2	wh_main_vo_actor_Empire_WarriorPriest1														0
wh_main_vo_actor_Empire_WitchHunter	wh_main_vo_actor_Empire_WitchHunter1	wh_main_vo_actor_Empire_WitchHunter2														0
wh_main_vo_actor_Goblin_BigBoss	wh_main_vo_actor_Goblin_BigBoss2	wh_main_vo_actor_Goblin_BigBoss1														0
wh_main_vo_actor_Goblin_GreatShaman	wh_main_vo_actor_Goblin_GreatShaman2	wh_main_vo_actor_Goblin_GreatShaman1														0
wh_main_vo_actor_Goblin_Infantry	wh_main_vo_actor_Goblin_Inf1	wh_main_vo_actor_Goblin_Inf2	wh_main_vo_actor_Goblin_Inf3	wh_main_vo_actor_Goblin_Inf4	wh_main_vo_actor_Goblin_Inf5	wh_main_vo_actor_Goblin_Inf6	wh_main_vo_actor_Goblin_Inf7	wh_main_vo_actor_Goblin_Inf8								0
wh_main_vo_actor_Goblin_NightShaman	wh_main_vo_actor_Goblin_NightShaman2	wh_main_vo_actor_Goblin_NightShaman1														0
wh_main_vo_actor_Orc_AzhagTheSlaughterer	wh_main_vo_actor_Orc_AzhagTheSlaughterer															0
wh_main_vo_actor_Orc_GrimgorIronhide	wh_main_vo_actor_Orc_GrimgorIronhide															0
wh_main_vo_actor_Orc_Infantry	wh_main_vo_actor_Orc_Inf1	wh_main_vo_actor_Orc_Inf2	wh_main_vo_actor_Orc_Inf3	wh_main_vo_actor_Orc_Inf4	wh_main_vo_actor_Orc_Inf5											0
wh_main_vo_actor_Orc_Shaman	wh_main_vo_actor_Orc_Shaman1	wh_main_vo_actor_Orc_Shaman2														0
wh_main_vo_actor_Orc_Warboss	wh_main_vo_actor_Orc_Warboss1	wh_main_vo_actor_Orc_Warboss2														0
wh_main_vo_actor_Vampire_Banshee	wh_main_vo_actor_Vampire_Banshee															0
wh_main_vo_actor_Vampire_FemaleVamp	wh_main_vo_actor_Vampire_FemaleVamp2	wh_main_vo_actor_Vampire_FemaleVamp1														0
wh_main_vo_actor_Vampire_HeinrichKemmler	wh_main_vo_actor_Vampire_HeinrichKemmler															0
wh_main_vo_actor_Vampire_Lord	wh_main_vo_actor_Vampire_Lord1	wh_main_vo_actor_Vampire_Lord2														0
wh_main_vo_actor_Vampire_MannfredVonCarstein	wh_main_vo_actor_Vampire_MannfredVonCarstein															0
wh_main_vo_actor_Vampire_MasterNecromancer	wh_main_vo_actor_Vampire_MasterNecromancer1	wh_main_vo_actor_Vampire_MasterNecromancer2														0
wh_main_vo_actor_Vampire_Necromancer	wh_main_vo_actor_Vampire_Necromancer2	wh_main_vo_actor_Vampire_Necromancer1														0
wh_main_vo_actor_Vampire_WightKing	wh_main_vo_actor_Vampire_WightKing1	wh_main_vo_actor_Vampire_WightKing2														0
wh_main_vo_actor_default	wh_main_vo_actor_default															0
wh_main_vo_actor_group_sound	wh_main_vo_actor_group_sound															0
wh_pro01_vo_actor_Dwarf_Grombrindal	wh_pro01_vo_actor_Dwarf_Grombrindal															0
wh_pro02_vo_actor_Vampire_Isabella_Von_Carstein	wh_pro02_vo_actor_Vampire_Isabella_Von_Carstein															0
wh_pro03_vo_actor_Vampire_chaos_Krell	wh_pro03_vo_actor_Vampire_chaos_Krell															0
wh_vo_actor_silent	wh_silent															0
