land_units_to_unit_abilites_junctions_tables	0
wh_main_character_abilities_arcane_conduit	wh2_dlc11_cst_cha_cylostra_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_cylostra_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_cylostra_1
wh_main_character_abilities_deadly_onslaught	wh2_dlc11_cst_cha_damned_paladin_0
wh_main_character_abilities_foe_seeker	wh2_dlc11_cst_cha_damned_paladin_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_damned_paladin_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_damned_paladin_0
wh_main_character_abilities_deadly_onslaught	wh2_dlc11_cst_cha_damned_paladin_1
wh_main_character_abilities_foe_seeker	wh2_dlc11_cst_cha_damned_paladin_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_damned_paladin_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_damned_paladin_1
wh2_dlc11_character_abilities_ballistic_enchantment	wh2_dlc11_cst_cha_gunnery_wight_0
wh2_dlc11_character_abilities_cackle_fruit	wh2_dlc11_cst_cha_gunnery_wight_0
wh2_dlc11_hero_abilities_bomb_throw	wh2_dlc11_cst_cha_gunnery_wight_0
wh2_dlc11_hero_abilities_more_powder	wh2_dlc11_cst_cha_gunnery_wight_0
wh2_dlc11_hero_passive_dead_eyes	wh2_dlc11_cst_cha_gunnery_wight_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cha_gunnery_wight_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_gunnery_wight_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_gunnery_wight_0
wh2_dlc11_character_abilities_ballistic_enchantment	wh2_dlc11_cst_cha_gunnery_wight_1
wh2_dlc11_character_abilities_cackle_fruit	wh2_dlc11_cst_cha_gunnery_wight_1
wh2_dlc11_hero_abilities_bomb_throw	wh2_dlc11_cst_cha_gunnery_wight_1
wh2_dlc11_hero_abilities_more_powder	wh2_dlc11_cst_cha_gunnery_wight_1
wh2_dlc11_hero_passive_dead_eyes	wh2_dlc11_cst_cha_gunnery_wight_1
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cha_gunnery_wight_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_gunnery_wight_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_gunnery_wight_1
wh2_dlc11_character_abilities_hornswaggle	wh2_dlc11_cst_cha_luthor_harkon_0
wh2_dlc11_lord_abilities_power_siphon	wh2_dlc11_cst_cha_luthor_harkon_0
wh2_dlc11_lord_passive_magical_void	wh2_dlc11_cst_cha_luthor_harkon_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cha_luthor_harkon_0
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_luthor_harkon_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_luthor_harkon_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_luthor_harkon_0
wh2_dlc11_character_abilities_hornswaggle	wh2_dlc11_cst_cha_luthor_harkon_1
wh2_dlc11_lord_abilities_power_siphon	wh2_dlc11_cst_cha_luthor_harkon_1
wh2_dlc11_lord_passive_magical_void	wh2_dlc11_cst_cha_luthor_harkon_1
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cha_luthor_harkon_1
wh2_main_unit_abilities_death_shriek	wh2_dlc11_cst_cha_luthor_harkon_1
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_luthor_harkon_1
wh_main_unit_passive_regeneration	wh2_dlc11_cst_cha_luthor_harkon_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_luthor_harkon_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_luthor_harkon_1
wh2_dlc11_unit_passive_the_hunger	wh2_dlc11_cst_cha_mourngul_haunter
wh_dlc04_unit_passive_chilling_aura	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_character_abilities_deadly_onslaught	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_character_abilities_foe_seeker	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_mourngul_haunter
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_0
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_0
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_1
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_1
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_death_1
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_0
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_0
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_deeps_1
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_0
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_1
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_0
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_death_1
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_0
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_admiral_female_deeps_1
wh2_dlc11_character_abilities_taunt	wh2_dlc11_cst_cha_vampire_fleet_captain_0
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_captain_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_captain_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_captain_0
wh2_dlc11_character_abilities_taunt	wh2_dlc11_cst_cha_vampire_fleet_captain_1
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_captain_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_captain_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_captain_1
wh2_dlc11_character_abilities_taunt	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0
wh2_dlc11_character_abilities_taunt	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_captain_death_1
wh2_dlc11_character_abilities_taunt	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0
wh2_dlc11_character_abilities_taunt	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_1
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_inf_deck_gunners_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_deck_gunners_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_deck_gunners_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_inf_deck_gunners_ror_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_deck_gunners_ror_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_deck_gunners_ror_0
wh2_dlc11_unit_passive_the_hunger	wh2_dlc11_cst_inf_depth_guard_0
wh_main_unit_passive_frenzy	wh2_dlc11_cst_inf_depth_guard_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_depth_guard_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_depth_guard_0
wh2_dlc11_unit_passive_the_hunger	wh2_dlc11_cst_inf_depth_guard_1
wh_main_unit_passive_frenzy	wh2_dlc11_cst_inf_depth_guard_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_depth_guard_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_depth_guard_1
wh2_dlc11_unit_passive_the_hunger	wh2_dlc11_cst_inf_depth_guard_ror_0
wh_main_unit_passive_frenzy	wh2_dlc11_cst_inf_depth_guard_ror_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_depth_guard_ror_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_depth_guard_ror_0
wh_pro04_unit_abilities_enrage	wh2_dlc11_cst_inf_depth_guard_ror_0
wh_dlc03_unit_passive_drunken	wh2_dlc11_cst_inf_sartosa_free_company_0
wh_dlc03_unit_passive_drunken	wh2_dlc11_cst_inf_sartosa_militia_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_syreens
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_syreens
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_zombie_deckhands_mob_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_zombie_deckhands_mob_1
wh2_dlc11_unit_passive_unbinding_deckhands_mob	wh2_dlc11_cst_inf_zombie_deckhands_mob_necrofex_summoned_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_zombie_deckhands_mob_necrofex_summoned_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_zombie_deckhands_mob_necrofex_summoned_0
wh_dlc03_unit_passive_drunken	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0
wh_main_unit_passive_frenzy	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0
wh2_dlc11_unit_passive_unbinding_deckhands_mob	wh2_dlc11_cst_inf_zombie_deckhands_mob_summoned_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_zombie_deckhands_mob_summoned_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_zombie_deckhands_mob_summoned_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_inf_zombie_gunnery_mob_2
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_zombie_gunnery_mob_2
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_zombie_gunnery_mob_2
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_inf_zombie_gunnery_mob_3
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_zombie_gunnery_mob_3
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_zombie_gunnery_mob_3
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_inf_zombie_gunnery_mob_summoned_0
wh2_dlc11_unit_passive_unbinding_gunnery_mob	wh2_dlc11_cst_inf_zombie_gunnery_mob_summoned_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_inf_zombie_gunnery_mob_summoned_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_inf_zombie_gunnery_mob_summoned_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_animated_hulks_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_animated_hulks_0
wh2_dlc11_unit_passive_gaseous_demise	wh2_dlc11_cst_mon_bloated_corpse_0
wh2_dlc11_unit_passive_noxious_unstable_mark_ii	wh2_dlc11_cst_mon_bloated_corpse_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_bloated_corpse_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_fell_bats
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_fell_bats
wh2_dlc11_unit_passive_the_hunger	wh2_dlc11_cst_mon_mournguls_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_mournguls_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_mournguls_0
wh2_dlc11_unit_passive_the_hunger	wh2_dlc11_cst_mon_mournguls_ror_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_mournguls_ror_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_mournguls_ror_0
wh2_dlc11_unit_passive_abandon_ship	wh2_dlc11_cst_mon_necrofex_colossus_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_mon_necrofex_colossus_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_necrofex_colossus_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_necrofex_colossus_0
wh2_dlc11_unit_passive_abandon_ship	wh2_dlc11_cst_mon_necrofex_colossus_ror_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_mon_necrofex_colossus_ror_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_necrofex_colossus_ror_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_necrofex_colossus_ror_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_rotting_leviathan_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_rotting_leviathan_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_rotting_prometheans_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_rotting_prometheans_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror
wh_main_unit_passive_regeneration	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror
wh2_dlc11_unit_passive_unbinding_rotting_prometheans	wh2_dlc11_cst_mon_rotting_prometheans_summoned_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_rotting_prometheans_summoned_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_rotting_prometheans_summoned_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_scurvy_dogs
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_scurvy_dogs
wh2_main_unit_abilities_death_shriek	wh2_dlc11_cst_mon_terrorgheist
wh_main_unit_passive_regeneration	wh2_dlc11_cst_mon_terrorgheist
wh_main_unit_passive_unstable	wh2_dlc11_cst_mon_terrorgheist
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_mon_terrorgheist
wh2_dlc11_lord_abilities_dreaded_duelist	wh2_dlc11_def_cha_lokhir_fellheart_0
wh2_dlc11_lord_passive_merciless_slaver	wh2_dlc11_def_cha_lokhir_fellheart_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc11_def_cha_lokhir_fellheart_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc11_def_cha_lokhir_fellheart_0
wh_main_character_abilities_deadly_onslaught	wh2_dlc11_def_cha_lokhir_fellheart_0
wh_main_character_abilities_foe_seeker	wh2_dlc11_def_cha_lokhir_fellheart_0
wh2_dlc11_lord_abilities_dreaded_duelist	wh2_dlc11_def_cha_lokhir_fellheart_1
wh2_dlc11_lord_passive_merciless_slaver	wh2_dlc11_def_cha_lokhir_fellheart_1
wh2_main_unit_abilities_noxious_breath	wh2_dlc11_def_cha_lokhir_fellheart_1
wh_main_character_abilities_deadly_onslaught	wh2_dlc11_def_cha_lokhir_fellheart_1
wh_main_character_abilities_foe_seeker	wh2_dlc11_def_cha_lokhir_fellheart_1
wh2_dlc11_lord_abilities_heart_piercing	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0
wh2_dlc11_lord_passive_honour_or_death	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0
wh_main_lord_passive_the_hunger	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0
wh_main_unit_passive_frenzy	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0
wh_main_unit_passive_unstable	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0
wh2_dlc11_lord_abilities_heart_piercing	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1
wh2_dlc11_lord_passive_honour_or_death	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1
wh_main_lord_passive_the_hunger	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1
wh_main_unit_passive_frenzy	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1
wh_main_unit_passive_unstable	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1
wh2_dlc11_lord_abilities_heart_piercing	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2
wh2_dlc11_lord_passive_honour_or_death	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2
wh_main_lord_passive_the_hunger	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2
wh_main_unit_passive_frenzy	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2
wh_main_unit_passive_unstable	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_2
wh2_dlc11_lord_abilities_heart_piercing	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
wh2_dlc11_lord_passive_honour_or_death	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
wh2_main_unit_abilities_pestilential_breath	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
wh_main_hero_passive_swarm_of_flies	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
wh_main_lord_passive_the_hunger	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
wh_main_unit_passive_frenzy	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
wh_main_unit_passive_unstable	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_3
wh2_dlc11_lord_abilities_lightning_reflexes	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0
wh2_dlc11_lord_abilities_seduction	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0
wh_main_lord_passive_the_hunger	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0
wh_main_unit_passive_unstable	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_0
wh2_dlc11_lord_abilities_lightning_reflexes	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1
wh2_dlc11_lord_abilities_seduction	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1
wh_main_lord_passive_the_hunger	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1
wh_main_unit_passive_unstable	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_1
wh2_dlc11_lord_abilities_lightning_reflexes	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2
wh2_dlc11_lord_abilities_seduction	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2
wh_main_lord_passive_the_hunger	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2
wh_main_unit_passive_unstable	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_2
wh2_dlc11_lord_abilities_lightning_reflexes	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3
wh2_dlc11_lord_abilities_seduction	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3
wh2_main_unit_abilities_pestilential_breath	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3
wh_main_hero_passive_swarm_of_flies	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3
wh_main_lord_passive_the_hunger	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3
wh_main_unit_passive_unstable	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_vmp_cha_bloodline_lahmian_lord_3
wh2_dlc11_lord_abilities_dark_protection	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0
wh_main_character_abilities_arcane_conduit	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0
wh_main_lord_passive_the_hunger	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0
wh_main_unit_passive_unstable	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_0
wh2_dlc11_lord_abilities_dark_protection	wh2_dlc11_vmp_cha_bloodline_necrarch_lord_1
