audio_metadata_tags_tables	8
key	sound_event_battle_start	sound_event_battle_stop	sound_event_campaign_start	sound_event_campaign_stop	limitation_scale	entity_type_switch	melee_hit_category	melee_hit_type_override	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	scaled_sound_upsize	scaled_max_delay	scaled_sound_next	requires_cinematic	max_probability	min_probability	is_vocalisation	play_at_bone	play_at_position	play_at_base	require_ground_type_limited	require_ground_type	require_armour_type	require_melee_weapon_type	require_shield_type	triggers_blood	is_tracked	require_reverb	require_obstruction	can_play_under_splice	ignore_if_headless	play_on_looping_sound	cinematic_only	doppler_rtpc_name	flip_direction	blood_enabled_only	use_limitation_type_override	limitation_type_override	culling_distance_override	ignore_alpha_check	override_vo
Cine2_LH_Impact_Sword_Alternate_Small_Moderate_NoPL	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Impact_Moderate_Small				1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine2_LH_Impact_Sword_Alternate_Small_Quiet	Battle_Individual_Cinematic_Kit_V2_Animation_LH_Impact_Quiet_Small				1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine2_LH_Impact_Sword_Small_Moderate	Battle_Individual_Cinematic_Kit_V2_Animation_LH_Impact_Moderate_Small				1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine2_LH_Impact_Sword_Small_Moderate_NoPL	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Impact_Moderate_Small				1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine2_LH_Impact_Sword_Small_Quiet	Battle_Individual_Cinematic_Kit_V2_Animation_LH_Impact_Quiet_Small				1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Impact_Loud_Extra_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Impact_Loud_Extra_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Impact_Loud_Extra_Large		0.1								0	0		false	100	30	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Impact_Loud_Huge	Battle_Individual_Cinematic_Kit_Animation_Generic_Impact_Loud_Huge		Campaign_Individual_Cinematic_Kit_Animation_Generic_Impact_Loud_Huge		0.1								0	0		false	100	20	false	true	false	false	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Impact_Loud_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Impact_Loud_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Impact_Loud_Large		0.1								0	0		false	100	10	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Impact_Moderate_Extra_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Impact_Moderate_Extra_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Impact_Moderate_Extra_Large		0.1								0	0		false	100	20	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Impact_Moderate_Huge	Battle_Individual_Cinematic_Kit_Animation_Generic_Impact_Moderate_Huge		Campaign_Individual_Cinematic_Kit_Animation_Generic_Impact_Moderate_Huge		0.1								0	0		false	100	0	false	true	false	false	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Impact_Moderate_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Impact_Moderate_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Impact_Moderate_Large		0.080000006								0	0		false	100	0	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Impact_Moderate_Large_skaven_vfx	Battle_Individual_Cinematic_Kit_Animation_Generic_Impact_Moderate_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Impact_Moderate_Large		0.080000006								0	0		false	100	0	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Impact_Quiet_Extra_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Impact_Quiet_Extra_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Impact_Quiet_Extra_Large		0.1								0	0		false	100	0	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Impact_Quiet_Huge	Battle_Individual_Cinematic_Kit_Animation_Generic_Impact_Quiet_Huge		Campaign_Individual_Cinematic_Kit_Animation_Generic_Impact_Quiet_Huge		0.1								0	0		false	100	20	false	true	false	false	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Impact_Quiet_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Impact_Quiet_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Impact_Quiet_Large		0.050000004								0	0		false	100	0	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Jump_Extra_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Jump_Extra_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Jump_Extra_Large		0.1								0	0		false	100	0	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Jump_Huge	Battle_Individual_Cinematic_Kit_Animation_Generic_Jump_Huge		Campaign_Individual_Cinematic_Kit_Animation_Generic_Jump_Huge		0.080000006								0	0		false	100	0	false	true	false	false	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Jump_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Jump_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Jump_Large		0.080000006								0	0		false	100	0	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Whoosh_Loud_Extra_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Loud_Extra_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Loud_Extra_Large		0.1								0	0		false	100	20	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Whoosh_Loud_Huge	Battle_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Loud_Huge		Campaign_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Loud_Huge		0.1								0	0		false	100	0	false	true	false	false	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Whoosh_Loud_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Loud_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Loud_Large		0.1								0	0		false	100	0	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Whoosh_Moderate_Extra_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Moderate_Extra_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Moderate_Extra_Large		0.2								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Whoosh_Moderate_Huge	Battle_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Moderate_Huge		Campaign_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Moderate_Huge		0.1								0	0		false	100	20	false	true	false	false	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_Gen_Whoosh_Moderate_Large	Battle_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Moderate_Large		Campaign_Individual_Cinematic_Kit_Animation_Generic_Whoosh_Moderate_Large		0.1								0	0		false	100	0	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Impact_Loud_Extra_Large	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Impact_Loud_Extra_Large		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Impact_Loud_Extra_Large		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Impact_Loud_Medium	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Impact_Loud_Medium		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Impact_Loud_Medium		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Impact_Loud_Small	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Impact_Loud_Small		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Impact_Loud_Small		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Impact_Moderate_Extra_Large	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Impact_Moderate_Extra_Large		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Impact_Moderate_Extra_Large		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Impact_Moderate_Medium	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Impact_Moderate_Medium		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Impact_Moderate_Medium		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Impact_Moderate_Small	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Impact_Moderate_Small		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Impact_Moderate_Small		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Impact_Quiet_Extra_Large	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Impact_Quiet_Extra_Large		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Impact_Quiet_Extra_Large		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Impact_Quiet_Medium	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Impact_Quiet_Medium		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Impact_Quiet_Medium		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Impact_Quiet_Small	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Impact_Quiet_Small		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Impact_Quiet_Small		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Jump_Extra_Large	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Jump_Extra_Large		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Jump_Extra_Large		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Jump_Medium	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Jump_Medium		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Jump_Medium		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Jump_Small	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Jump_Small		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Jump_Small		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Whoosh_Loud_Extra_Large	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Whoosh_Loud_Extra_Large		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Whoosh_Loud_Extra_Large		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Whoosh_Loud_Medium	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Whoosh_Loud_Medium		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Whoosh_Loud_Medium		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Whoosh_Loud_Small	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Whoosh_Loud_Small		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Whoosh_Loud_Small		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Whoosh_Moderate_Extra_Large	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Whoosh_Moderate_Extra_Large		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Whoosh_Modeate_Extra_Large		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Whoosh_Moderate_Medium	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Whoosh_Moderate_Medium		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Whoosh_Modeate_Medium		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Cine_LH_Whoosh_Moderate_Small	Play_Battle_Individual_Cinematic_Kit_Animation_LH_Whoosh_Moderate_Small		Play_Campaign_Individual_Cinematic_Kit_Animation_LH_Whoosh_Modeate_Small		1								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	false	true	false	true	false	false	true		false	false	false	Lord_Hero	0	false	false
Corpse_Cart_Bell_Frame_Squeak	Battle_Individual_Artillery_Corpse_Cart_Bell_Frame_Squeak		Campaign_Individual_Artillery_Corpse_Cart_Bell_Frame_Squeak		1								0	0		false	100	100	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Corpse_Cart_Bell_Pendulum_Hit	Battle_Individual_Artillery_Corpse_Cart_Bell_Pendulum_Hit		Campaign_Individual_Artillery_Corpse_Cart_Bell_Pendulum_Hit		1								0	0		false	100	100	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Drop_Shield_Bounce	Battle_Individual_Melee_Weapon_Drop_Shield_Bounce		Campaign_Individual_Melee_Weapon_Drop_Shield_Bounce		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	true	false	false	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Drop_Shield_Rest	Battle_Individual_Melee_Weapon_Drop_Shield_Rest		Campaign_Individual_Melee_Weapon_Drop_Shield_Rest		0								0	0		false	100	100	false	false	false	true	true	false	false	false	true	false	false	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Drop_Weapon_Rest	Battle_Individual_Melee_Weapon_Drop_Weapon_Rest		Campaign_Individual_Melee_Weapon_Drop_Weapon_Rest		0								0	0		false	100	100	false	false	false	true	true	false	false	true	false	false	false	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Effect_fire_burst_Large					1								0	0		false	100	100	false	true	false	true	false	false	false	false	false	false	false	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Effect_fire_burst_Medium					1								0	0		false	100	100	false	true	false	true	false	false	false	false	false	false	false	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Flying_Entity_Incoming_Extra_Large	Battle_Individual_Foley_Flying_Entity_Incoming_Extra_Large		Campaign_Individual_Foley_Flying_Entity_Incoming		1								0	0		false	100	100	false	true	false	true	false	false	false	false	false	false	false	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Flying_Entity_Incoming_Huge	Battle_Individual_Foley_Flying_Entity_Incoming_Huge		Campaign_Individual_Foley_Flying_Entity_Incoming		1								0	0		false	100	100	false	true	false	true	false	false	false	false	false	false	false	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Flying_Entity_Incoming_Large	Battle_Individual_Foley_Flying_Entity_Incoming_Large		Campaign_Individual_Foley_Flying_Entity_Incoming		1								0	0		false	100	100	false	true	false	true	false	false	false	false	false	false	false	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Animated_Hulk_Claw_Left					0	Generic_Entity_Type_Foley_Hybrid_Creature							0	0		false	100	100	true	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Animated_Hulk_Claw_Right					0	Generic_Entity_Type_Foley_Hybrid_Creature							0	0		false	100	100	true	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Animated_Hulk_Fast					0	Generic_Entity_Type_Foley_Hybrid_Creature							0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Animated_Hulk_Medium					0	Generic_Entity_Type_Foley_Hybrid_Creature							0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Animated_Hulk_Slow					0	Generic_Entity_Type_Foley_Hybrid_Creature							0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Animated_Hulk_Tentacle_Fast					0	Generic_Entity_Type_Foley_Hybrid_Creature							0	0		false	100	100	true	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Animated_Hulk_Tentacle_Slow					0	Generic_Entity_Type_Foley_Hybrid_Creature							0	0		false	100	100	true	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Bell_Grail_Main	Battle_Individual_Foley_Bells_Grail_Main				0								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Bell_Grail_Tail	Battle_Individual_Foley_Bells_Grail_Tail				0								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Bloated_Corpse_Flies	Battle_Individual_Foley_Bloated_Corpse_Flies_Start				0								0	0		false	100	10	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Bloated_Corpse_Limb_Fast	Battle_Individual_Foley_Bloated_Corpse_Limb_Fast				0								0	0		false	100	10	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Bloated_Corpse_Limb_Slow	Battle_Individual_Foley_Bloated_Corpse_Limb_Slow				0								0	0		false	100	10	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Bloated_Corpse_Torso_Fast	Battle_Individual_Foley_Bloated_Corpse_Torso_Fast				0								0	0		false	100	10	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Bloated_Corpse_Torso_Slow	Battle_Individual_Foley_Bloated_Corpse_Torso_Slow				0								0	0		false	100	10	false	true	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Bone_Giant_Fast_Short	Battle_IND_Foley_BoneGiant_FastShort				0								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Bone_Giant_Slow_Long	Battle_IND_Foley_BoneGiant_SlowLong				0								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Bone_Giant_Slow_Short	Battle_IND_Foley_BoneGiant_SlowShort				0								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Extra_Large_Limb_Fast	Battle_Individual_Foley_Creature_Extra_Large_Limb_Fast		Campaign_Individual_Foley_Creature_Extra_Large_Limb_Fast		0								0	0		false	100	100	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Extra_Large_Limb_Slow	Battle_Individual_Foley_Creature_Extra_Large_Limb_Slow		Campaign_Individual_Foley_Creature_Extra_Large_Limb_Slow		0								0	0		false	100	100	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Extra_Large_Torso_Fast	Battle_Individual_Foley_Creature_Extra_Large_Torso_Fast		Campaign_Individual_Foley_Creature_Extra_Large_Torso_Fast		0								0	0		false	100	100	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Extra_Large_Torso_Slow	Battle_Individual_Foley_Creature_Extra_Large_Torso_Slow		Campaign_Individual_Foley_Creature_Extra_Large_Torso_Slow		0								0	0		false	100	100	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Huge_Limb_Fast	Battle_Individual_Foley_Creature_Huge_Limb_Fast		Campaign_Individual_Foley_Creature_Huge_Limb_Fast		0								0	0		false	100	100	false	true	false	false	false	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Huge_Limb_Slow	Battle_Individual_Foley_Creature_Huge_Limb_Slow		Campaign_Individual_Foley_Creature_Huge_Limb_Slow		0								0	0		false	100	100	false	true	false	false	false	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Huge_Torso_Fast	Battle_Individual_Foley_Creature_Huge_Torso_Fast		Campaign_Individual_Foley_Creature_Huge_Torso_Fast		0								0	0		false	100	100	false	true	false	false	false	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Huge_Torso_Slow	Battle_Individual_Foley_Creature_Huge_Torso_Slow		Campaign_Individual_Foley_Creature_Huge_Torso_Slow		0								0	0		false	100	100	false	true	false	false	false	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Large_Limb_Fast	Battle_Individual_Foley_Creature_Large_Limb_Fast		Campaign_Individual_Foley_Creature_Large_Limb_Fast		0								0	0		false	100	0	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Large_Limb_Slow	Battle_Individual_Foley_Creature_Large_Limb_Slow		Campaign_Individual_Foley_Creature_Large_Limb_Slow		0								0	0		false	100	0	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Large_Torso_Fast	Battle_Individual_Foley_Creature_Large_Torso_Fast		Campaign_Individual_Foley_Creature_Large_Torso_Fast		0								0	0		false	100	100	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Large_Torso_Slow	Battle_Individual_Foley_Creature_Large_Torso_Slow		Campaign_Individual_Foley_Creature_Large_Torso_Slow		0								0	0		false	100	100	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Medium_Limb_Fast	Battle_Individual_Foley_Creature_Medium_Limb_Fast		Campaign_Individual_Foley_Creature_Medium_Limb_Fast		0								0	0		false	100	10	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Medium_Limb_Slow	Battle_Individual_Foley_Creature_Medium_Limb_Slow		Campaign_Individual_Foley_Creature_Medium_Limb_Slow		0								0	0		false	100	10	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Medium_Torso_Fast	Battle_Individual_Foley_Creature_Medium_Torso_Fast		Campaign_Individual_Foley_Creature_Medium_Torso_Fast		0								0	0		false	100	10	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Medium_Torso_Slow	Battle_Individual_Foley_Creature_Medium_Torso_Slow		Campaign_Individual_Foley_Creature_Medium_Torso_Slow		0								0	0		false	100	10	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Creature_Small_Limb_Fast	Battle_Individual_Foley_Creature_Small_Limb_Fast		Campaign_Individual_Foley_Creature_Small_Limb_Fast		0								0	0		false	100	10	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	30	false	false
Foley_Creature_Small_Limb_Slow	Battle_Individual_Foley_Creature_Small_Limb_Slow		Campaign_Individual_Foley_Creature_Small_Limb_Slow		0								0	0		false	100	10	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	26	false	false
Foley_Creature_Small_Torso_Fast	Battle_Individual_Foley_Creature_Small_Torso_Fast		Campaign_Individual_Foley_Creature_Small_Torso_Fast		0								0	0		false	100	10	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	30	false	false
Foley_Creature_Small_Torso_Slow	Battle_Individual_Foley_Creature_Small_Torso_Slow		Campaign_Individual_Foley_Creature_Small_Torso_Slow		0								0	0		false	100	10	false	false	false	true	false	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	30	false	false
Foley_Deck_Gunner_Crew_Ammo_Crate_Impact	Battle_Individual_Small_Arms_Deck_Gun_Ammo_Crate_Impact				0								0	0		false	100	10	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Deck_Gunner_Crew_Ammo_Crate_Run	Battle_Individual_Small_Arms_Deck_Gun_Ammo_Crate_Run				0								0	0		false	5	1	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Deck_Gunner_Crew_Gun_Movement	Battle_Individual_Small_Arms_Deck_Gun_Movement_Foley				0								0	0		false	100	10	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Foley_Fish_Splash	Battle_Environment_Wildlife_Fish_Splash		Cam_Fauna_Fish_Splash		0								0	0		false	100	100	false	false	false	true	false	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
