effect_bonus_value_subculture_junctions_tables	0
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_gerhardts_mercenaries
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_heirs_of_mourkain
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_hung_warband
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_hunters_of_kurnous
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_jerrods_errantry
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_mangy_houndz
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_mengils_manflayers
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_morrsliebs_howlers
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_pirates_of_the_far_sea
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_pirates_of_the_southern_ocean
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_pirates_of_trantio
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_scions_of_tesseninck
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_scourge_of_aquitaine
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_stuff_snatchers
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_teef_snatchaz
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_the_wandering_dead
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_tor_elithis
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_troll_skullz
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_vashnaar
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_vauls_expedition
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_worldroot_rangers
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_rogue_wrath_of_nature
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_sc_def_dark_elves
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_sc_hef_high_elves
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh2_main_sc_lzd_lizardmen
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_dlc03_sc_bst_beastmen
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_dlc05_sc_wef_wood_elves
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_main_sc_brt_bretonnia
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_main_sc_chs_chaos
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_main_sc_dwf_dwarfs
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_main_sc_emp_empire
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_main_sc_grn_greenskins
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_main_sc_grn_savage_orcs
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_main_sc_ksl_kislev
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_main_sc_nor_norsca
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_main_sc_teb_teb
diplomatic_mod	wh2_main_vortex_victory_diplomacy_penalty_skv	wh_main_sc_vmp_vampire_counts
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_dlc09_sc_tmb_tomb_kings
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_abominations
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_beastcatchas
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_bernhoffs_brigands
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_black_spider_tribe
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_boneclubbers_tribe
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_celestial_storm
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_college_of_pyrotechnics
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_doomseekers
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_gerhardts_mercenaries
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_heirs_of_mourkain
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_hung_warband
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_hunters_of_kurnous
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_jerrods_errantry
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_mangy_houndz
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_mengils_manflayers
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_morrsliebs_howlers
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_pirates_of_the_far_sea
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_pirates_of_the_southern_ocean
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_pirates_of_trantio
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_scions_of_tesseninck
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_scourge_of_aquitaine
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_teef_snatchaz
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_the_wandering_dead
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_tor_elithis
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_troll_skullz
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_vashnaar
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_vauls_expedition
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_worldroot_rangers
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_rogue_wrath_of_nature
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_sc_def_dark_elves
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_sc_hef_high_elves
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_sc_lzd_lizardmen
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh2_main_sc_skv_skaven
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh_dlc03_sc_bst_beastmen
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh_dlc05_sc_wef_wood_elves
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh_main_sc_brt_bretonnia
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh_main_sc_chs_chaos
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh_main_sc_dwf_dwarfs
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh_main_sc_emp_empire
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh_main_sc_grn_greenskins
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh_main_sc_grn_savage_orcs
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh_main_sc_nor_norsca
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh_main_sc_teb_teb
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_mod	wh_main_sc_vmp_vampire_counts
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_penalty_beastmen	wh_dlc03_sc_bst_beastmen
diplomatic_mod_tech	wh_dlc03_faction_diplomacy_penalty_chaos_technology	wh_main_sc_chs_chaos
diplomatic_mod	wh_dlc03_faction_diplomacy_penalty_chaos	wh_main_sc_chs_chaos
diplomatic_mod_tech	wh_dlc05_tech_diplomacy_bonus_bretonnia	wh_main_sc_brt_bretonnia
diplomatic_mod_tech	wh_dlc05_tech_diplomacy_bonus_dwarfs	wh_main_sc_dwf_dwarfs
diplomatic_mod_tech	wh_dlc05_tech_diplomacy_bonus_empire	wh_main_sc_emp_empire
diplomatic_mod_tech	wh_dlc05_tech_diplomacy_bonus_greenskins	wh_main_sc_grn_greenskins
diplomatic_mod_tech	wh_dlc05_tech_diplomacy_bonus_greenskins	wh_main_sc_grn_savage_orcs
diplomatic_mod_tech	wh_dlc05_tech_diplomacy_bonus_teb_norsca	wh_main_sc_nor_norsca
diplomatic_mod_tech	wh_dlc05_tech_diplomacy_bonus_teb_norsca	wh_main_sc_teb_teb
diplomatic_mod	wh_dlc05_tech_diplomacy_bonus_vampire_coast	wh2_dlc11_sc_cst_vampire_coast
diplomatic_mod_tech	wh_dlc05_tech_diplomacy_bonus_vampires	wh_main_sc_vmp_vampire_counts
sacking_mod	wh_dlc08_effect_campaign_sacking_income_brets_tilea_dwarfs	wh_main_sc_brt_bretonnia
sacking_mod	wh_dlc08_effect_campaign_sacking_income_brets_tilea_dwarfs	wh_main_sc_dwf_dwarfs
sacking_mod	wh_dlc08_effect_campaign_sacking_income_brets_tilea_dwarfs	wh_main_sc_teb_teb
sacking_mod	wh_dlc08_effect_campaign_sacking_income_empire_vamps_greenskins	wh_main_sc_emp_empire
sacking_mod	wh_dlc08_effect_campaign_sacking_income_empire_vamps_greenskins	wh_main_sc_grn_greenskins
sacking_mod	wh_dlc08_effect_campaign_sacking_income_empire_vamps_greenskins	wh_main_sc_vmp_vampire_counts
sacking_mod	wh_dlc08_effect_campaign_sacking_income_new_world_factions	wh2_dlc09_sc_tmb_tomb_kings
sacking_mod	wh_dlc08_effect_campaign_sacking_income_new_world_factions	wh2_main_sc_def_dark_elves
sacking_mod	wh_dlc08_effect_campaign_sacking_income_new_world_factions	wh2_main_sc_hef_high_elves
sacking_mod	wh_dlc08_effect_campaign_sacking_income_new_world_factions	wh2_main_sc_lzd_lizardmen
sacking_mod	wh_dlc08_effect_campaign_sacking_income_new_world_factions	wh2_main_sc_skv_skaven
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_dlc09_sc_tmb_tomb_kings
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_abominations
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_beastcatchas
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_bernhoffs_brigands
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_black_spider_tribe
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_boneclubbers_tribe
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_celestial_storm
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_college_of_pyrotechnics
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_doomseekers
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_gerhardts_mercenaries
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_heirs_of_mourkain
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_hung_warband
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_hunters_of_kurnous
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_jerrods_errantry
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_mangy_houndz
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_mengils_manflayers
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_morrsliebs_howlers
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_pirates_of_the_far_sea
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_pirates_of_the_southern_ocean
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_pirates_of_trantio
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_scions_of_tesseninck
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_scourge_of_aquitaine
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_teef_snatchaz
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_the_wandering_dead
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_tor_elithis
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_troll_skullz
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_vashnaar
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_vauls_expedition
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_worldroot_rangers
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_rogue_wrath_of_nature
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_sc_def_dark_elves
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_sc_hef_high_elves
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_sc_lzd_lizardmen
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh2_main_sc_skv_skaven
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh_dlc03_sc_bst_beastmen
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh_dlc05_sc_wef_wood_elves
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh_main_sc_brt_bretonnia
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh_main_sc_chs_chaos
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh_main_sc_dwf_dwarfs
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh_main_sc_emp_empire
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh_main_sc_grn_greenskins
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh_main_sc_grn_savage_orcs
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh_main_sc_nor_norsca
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh_main_sc_teb_teb
diplomatic_mod	wh_dlc10_faction_diplomacy_mod	wh_main_sc_vmp_vampire_counts
diplomatic_mod	wh_main_faction_diplomacy_bonus_beastmen	wh_dlc03_sc_bst_beastmen
diplomatic_mod_tech	wh_main_faction_diplomacy_bonus_order_factions_technology	wh2_main_sc_hef_high_elves
diplomatic_mod_tech	wh_main_faction_diplomacy_bonus_order_factions_technology	wh2_main_sc_lzd_lizardmen
diplomatic_mod_tech	wh_main_faction_diplomacy_bonus_order_factions_technology	wh_main_sc_brt_bretonnia
diplomatic_mod_tech	wh_main_faction_diplomacy_bonus_order_factions_technology	wh_main_sc_emp_empire
diplomatic_mod_tech	wh_main_faction_diplomacy_bonus_order_factions_technology	wh_main_sc_ksl_kislev
diplomatic_mod_tech	wh_main_faction_diplomacy_bonus_order_factions_technology	wh_main_sc_teb_teb
diplomatic_mod_other	wh_main_faction_diplomacy_penalty_dwarfs_confederation	wh_main_sc_dwf_dwarfs
diplomatic_mod	wh_main_faction_diplomacy_penalty_dwarfs	wh_main_sc_dwf_dwarfs
diplomatic_mod_other	wh_main_faction_diplomacy_penalty_empire_confederation	wh_main_sc_emp_empire
diplomatic_mod	wh_main_faction_diplomacy_penalty_empire	wh_main_sc_emp_empire
diplomatic_mod_other	wh_main_faction_diplomacy_penalty_greenskins_confederation	wh_main_sc_grn_greenskins
diplomatic_mod	wh_main_faction_diplomacy_penalty_greenskins	wh_main_sc_grn_greenskins
diplomatic_mod_tech	wh_main_faction_diplomacy_penalty_norsca_technology	wh_main_sc_nor_norsca
diplomatic_mod	wh_main_faction_diplomacy_penalty_norsca	wh_main_sc_nor_norsca
diplomatic_mod_other	wh_main_faction_diplomacy_penalty_vampire_counts_confederation	wh_main_sc_vmp_vampire_counts
diplomatic_mod	wh_main_faction_diplomacy_penalty_vampire_counts	wh_main_sc_vmp_vampire_counts
diplomatic_mod_other	wh_main_faction_diplomacy_penalty_wood_elves_confederation	wh_dlc05_sc_wef_wood_elves
diplomatic_mod_tech	wh_main_faction_diplomacy_penalty_wood_elves	wh_dlc05_sc_wef_wood_elves
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_dlc09_rogue_black_creek_raiders
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_dlc09_rogue_dwellers_of_zardok
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_dlc09_rogue_eyes_of_the_jungle
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_dlc09_rogue_pilgrims_of_myrmidia
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_dlc09_sc_tmb_tomb_kings
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_abominations
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_beastcatchas
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_bernhoffs_brigands
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_black_spider_tribe
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_boneclubbers_tribe
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_celestial_storm
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_college_of_pyrotechnics
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_doomseekers
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_gerhardts_mercenaries
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_heirs_of_mourkain
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_hung_warband
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_hunters_of_kurnous
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_jerrods_errantry
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_mangy_houndz
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_mengils_manflayers
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_morrsliebs_howlers
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_pirates_of_the_far_sea
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_pirates_of_the_southern_ocean
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_pirates_of_trantio
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_scions_of_tesseninck
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_scourge_of_aquitaine
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_stuff_snatchers
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_teef_snatchaz
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_the_wandering_dead
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_tor_elithis
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_troll_skullz
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_vashnaar
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_vauls_expedition
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_worldroot_rangers
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_rogue_wrath_of_nature
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_sc_def_dark_elves
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_sc_hef_high_elves
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_sc_lzd_lizardmen
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh2_main_sc_skv_skaven
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_dlc03_sc_bst_beastmen
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_dlc05_sc_wef_wood_elves
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_brt_bretonnia
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_chs_chaos
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_dwf_dwarfs
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_emp_empire
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_grn_greenskins
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_grn_savage_orcs
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_ksl_kislev
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_nor_norsca
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_teb_teb
diplomatic_mod	wh_main_faction_political_diplomacy_mod	wh_main_sc_vmp_vampire_counts
