technology_node_links_tables	2
child_key	initial_descent_tiers	parent_key	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset
tech_grn_main_1_4	0	tech_grn_main_1_3	2	4	0	0
tech_grn_side_1_3_1	0	tech_grn_main_1_3	3	1	0	0
tech_grn_side_1_4_1	0	tech_grn_main_1_3	1	3	0	0
tech_grn_main_2_1	0	tech_grn_main_1_4	2	4	0	0
tech_grn_unlock_arachnarok	0	tech_grn_main_1_4	3	1	0	0
tech_grn_unlock_doomdiver	0	tech_grn_main_1_4	3	1	0	0
tech_grn_main_2_2	0	tech_grn_main_2_1	2	4	0	0
tech_grn_side_2_1_1	0	tech_grn_main_2_1	1	3	0	0
tech_grn_unlock_siegeengines	0	tech_grn_main_2_1	3	1	0	0
tech_grn_main_2_3	0	tech_grn_main_2_2	2	4	0	0
tech_grn_side_2_2_1	0	tech_grn_main_2_2	1	3	0	0
tech_grn_side_2_3_1	0	tech_grn_main_2_2	3	1	0	0
tech_grn_main_3_2	0	tech_grn_main_3_1	2	4	0	0
tech_grn_side_3_1_1	0	tech_grn_main_3_1	3	1	0	0
tech_grn_main_3_3	0	tech_grn_main_3_2	2	4	0	0
tech_grn_side_3_2_1	0	tech_grn_main_3_2	3	1	0	0
tech_grn_side_3_3_1	0	tech_grn_main_3_3	3	1	0	0
tech_grn_main_we_dun_like_dat	0	tech_grn_main_big_boss_is_watchin_you	3	1	0	0
tech_grn_main_da_red_wuns_go_fasta	0	tech_grn_main_da_bigger_da_better	3	1	0	0
tech_grn_main_train_arder	0	tech_grn_main_da_bigger_da_better	2	4	0	0
tech_grn_main_extra_big_wheelz	0	tech_grn_main_da_red_wuns_go_fasta	2	4	0	0
tech_grn_main_big_boss_is_watchin_you	0	tech_grn_main_dat_fort_can_be_bigga	2	4	0	0
tech_grn_main_no_stuff_for_losahs	0	tech_grn_main_dat_fort_can_be_bigga	3	1	0	0
tech_grn_main_follow_da_biggest	0	tech_grn_main_do_as_yur_told	1	3	0	0
tech_grn_main_shrug_it_off	0	tech_grn_main_do_as_yur_told	2	4	0	0
tech_grn_main_endlus_green_tide	0	tech_grn_main_egstensiv_training_program	2	4	0	0
tech_grn_main_line_up_for_fun_thingz	0	tech_grn_main_endlus_green_tide	2	4	0	0
tech_grn_main_tis_not_komplikatud	0	tech_grn_main_extra_big_wheelz	2	4	0	0
tech_grn_main_loot_dat_armor	0	tech_grn_main_get_two_of_da_choppas	2	4	0	0
tech_grn_main_meat_for_da_spiderz	0	tech_grn_main_keep_goin_afta_dem	2	4	0	0
tech_grn_main_da_bigger_da_better	0	tech_grn_main_knock_dem_eadz	2	4	0	0
tech_grn_main_promis_of_plunder	0	tech_grn_main_knock_dem_eadz	3	1	0	0
tech_grn_main_lets_fight_dem_hummies	0	tech_grn_main_lets_fight_dem_dwarfs	2	4	0	0
tech_grn_main_funguz_brew_supa_strong	0	tech_grn_main_line_up_for_fun_thingz	3	1	0	0
tech_grn_main_keep_goin_afta_dem	0	tech_grn_main_make_em_more_pointy	2	4	0	0
tech_grn_main_sacrifices_for_dat_big_thing	0	tech_grn_main_meat_for_da_spiderz	2	4	0	0
tech_grn_main_waaaagh_arder	0	tech_grn_main_more_boys_more_fight	2	4	0	0
tech_grn_main_we_ar_da_best	0	tech_grn_main_more_boys_more_fight	1	3	0	0
tech_grn_main_egstensiv_training_program	0	tech_grn_main_nikkit_all	2	4	0	0
tech_grn_main_dat_fort_can_be_bigga	0	tech_grn_main_no_fightin_til_dis_finusht	2	4	0	0
tech_grn_main_fight_in_da_pitz	0	tech_grn_main_shrug_it_off	3	1	0	0
tech_grn_main_get_two_of_da_choppas	0	tech_grn_main_shrug_it_off	1	3	0	0
tech_grn_main_knock_dem_eadz	0	tech_grn_main_shrug_it_off	2	4	0	0
tech_grn_main_make_em_more_pointy	0	tech_grn_main_simpul_trainin_program	3	1	0	0
tech_grn_main_nikkit_all	0	tech_grn_main_simpul_trainin_program	2	4	0	0
tech_grn_main_shoot_fasta	0	tech_grn_main_stikkem_up	3	1	0	0
tech_grn_main_simpul_trainin_program	0	tech_grn_main_stikkem_up	2	4	0	0
tech_grn_main_best_stuff_is_ourz	0	tech_grn_main_train_arder	1	3	0	0
tech_grn_main_more_boys_more_fight	0	tech_grn_main_train_arder	2	4	0	0
tech_grn_main_jump_n_thump	0	tech_grn_main_trolololol	2	4	0	0
tech_grn_main_trolololol	0	tech_grn_main_trololol	2	4	0	0
tech_grn_main_trololol	0	tech_grn_main_we_like_dem_skin_pictures	2	4	0	0
tech_grn_main_lets_fight_dem_dwarfs	0	tech_grn_main_we_strong_join_uz	3	1	0	0
tech_grn_main_no_fightin_til_dis_finusht	0	tech_grn_main_we_strong_join_uz	2	4	0	0
tech_grn_main_do_as_yur_told	0	tech_grn_main_wer_gonna_fight	2	4	0	0
tech_grn_main_stikkem_up	0	tech_grn_main_wer_gonna_fight	2	4	0	0
tech_grn_main_we_like_dem_skin_pictures	0	tech_grn_main_wer_gonna_fight	1	4	0	0
tech_grn_main_we_strong_join_uz	0	tech_grn_main_wer_gonna_fight	3	4	0	0
tech_grn_main_squigs	0	tech_grn_side_1_2_1	1	3	0	0
tech_grn_main_4_1	0	tech_grn_unlock_arachnarok	1	3	0	0
tech_grn_side_4_1_1	0	tech_grn_unlock_arachnarok	2	4	0	0
tech_grn_main_3_1	0	tech_grn_unlock_doomdiver	2	4	0	0
tech_grn_unlock_rocklobber	0	tech_grn_unlock_doomdiver	3	1	0	0
tech_hef_0_01	0	tech_hef_0_00	2	4	0	0
tech_hef_0_03	0	tech_hef_0_00	2	4	0	0
tech_hef_0_05	0	tech_hef_0_00	2	4	0	0
tech_hef_0_07	0	tech_hef_0_00	2	4	0	0
tech_hef_0_09	0	tech_hef_0_00	2	4	0	0
tech_hef_0_02	0	tech_hef_0_01	2	4	0	0
tech_hef_0_04	0	tech_hef_0_03	2	4	0	0
tech_hef_0_06	0	tech_hef_0_05	2	4	0	0
tech_hef_0_08	0	tech_hef_0_07	2	4	0	0
tech_hef_0_10	0	tech_hef_0_09	2	4	0	0
tech_hef_1_01	0	tech_hef_1_00	2	4	0	0
tech_hef_1_03	0	tech_hef_1_00	2	4	0	0
tech_hef_1_05	0	tech_hef_1_00	2	4	0	0
tech_hef_1_07	0	tech_hef_1_00	2	4	0	0
tech_hef_1_09	0	tech_hef_1_00	2	4	0	0
tech_hef_1_02	0	tech_hef_1_01	2	4	0	0
tech_hef_1_04	0	tech_hef_1_03	2	4	0	0
tech_hef_1_06	0	tech_hef_1_05	2	4	0	0
tech_hef_1_08	0	tech_hef_1_07	2	4	0	0
tech_hef_1_10	0	tech_hef_1_09	2	4	0	0
tech_hef_2_01	0	tech_hef_2_00	2	4	0	0
tech_hef_2_03	0	tech_hef_2_00	2	4	0	0
tech_hef_2_05	0	tech_hef_2_00	2	4	0	0
tech_hef_2_07	0	tech_hef_2_00	2	4	0	0
tech_hef_2_10	0	tech_hef_2_00	2	4	0	0
tech_hef_2_02	0	tech_hef_2_01	2	4	0	0
tech_hef_2_04	0	tech_hef_2_03	2	4	0	0
tech_hef_2_06	0	tech_hef_2_05	2	4	0	0
tech_hef_2_08	0	tech_hef_2_07	2	4	0	0
tech_hef_2_09	0	tech_hef_2_10	2	4	0	0
tech_hef_3_01	0	tech_hef_3_00	2	4	0	0
tech_hef_3_03	0	tech_hef_3_00	2	4	0	0
tech_hef_3_05	0	tech_hef_3_00	2	4	0	0
tech_hef_3_07	0	tech_hef_3_00	2	4	0	0
tech_hef_3_10	0	tech_hef_3_00	2	4	0	0
tech_hef_3_02	0	tech_hef_3_01	2	4	0	0
tech_hef_3_04	0	tech_hef_3_03	2	4	0	0
tech_hef_3_06	0	tech_hef_3_05	2	4	0	0
tech_hef_3_08	0	tech_hef_3_07	2	4	0	0
tech_hef_3_09	0	tech_hef_3_10	2	4	0	0
tech_hef_5_01	0	tech_hef_5_00	2	4	0	0
tech_hef_5_05	0	tech_hef_5_00	2	4	0	0
tech_hef_5_02	0	tech_hef_5_01	2	4	0	0
tech_hef_5_03	0	tech_hef_5_02	2	4	0	0
tech_hef_5_04	0	tech_hef_5_03	2	4	0	0
tech_hef_5_06	0	tech_hef_5_05	2	4	0	0
tech_hef_5_07	0	tech_hef_5_06	2	4	0	0
tech_hef_5_08	0	tech_hef_5_07	2	4	0	0
tech_lzd_1_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_2_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_3_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_4_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_5_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_6_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_7_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_8_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_1_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_2_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_3_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_4_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_5_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_6_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_7_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_8_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_1_2	0	tech_lzd_1_1	2	4	0	0
tech_lzd_1_3	0	tech_lzd_1_2	2	4	0	0
tech_lzd_1_4	0	tech_lzd_1_3	2	4	0	0
tech_lzd_1_5	0	tech_lzd_1_4	2	4	0	0
tech_lzd_1_6	0	tech_lzd_1_5	2	4	0	0
tech_lzd_1_7	0	tech_lzd_1_6	2	4	0	0
tech_lzd_2_2	0	tech_lzd_2_1	2	4	0	0
tech_lzd_2_3	0	tech_lzd_2_2	2	4	0	0
tech_lzd_2_4	0	tech_lzd_2_3	2	4	0	0
tech_lzd_2_5	0	tech_lzd_2_4	2	4	0	0
tech_lzd_2_6	0	tech_lzd_2_5	2	4	0	0
tech_lzd_2_7	0	tech_lzd_2_6	2	4	0	0
tech_lzd_3_2	0	tech_lzd_3_1	2	4	0	0
tech_lzd_3_3	0	tech_lzd_3_2	2	4	0	0
tech_lzd_3_4	0	tech_lzd_3_3	2	4	0	0
tech_lzd_3_5	0	tech_lzd_3_4	2	4	0	0
tech_lzd_3_6	0	tech_lzd_3_5	2	4	0	0
tech_lzd_3_7	0	tech_lzd_3_6	2	4	0	0
tech_lzd_4_2	0	tech_lzd_4_1	2	4	0	0
tech_lzd_4_3	0	tech_lzd_4_2	2	4	0	0
tech_lzd_4_4	0	tech_lzd_4_3	2	4	0	0
tech_lzd_4_5	0	tech_lzd_4_4	2	4	0	0
tech_lzd_4_6	0	tech_lzd_4_5	2	4	0	0
tech_lzd_4_7	0	tech_lzd_4_6	2	4	0	0
tech_lzd_5_2	0	tech_lzd_5_1	2	4	0	0
tech_lzd_5_3	0	tech_lzd_5_2	2	4	0	0
tech_lzd_5_4	0	tech_lzd_5_3	2	4	0	0
tech_lzd_5_5	0	tech_lzd_5_4	2	4	0	0
tech_lzd_5_6	0	tech_lzd_5_5	2	4	0	0
tech_lzd_5_7	0	tech_lzd_5_6	2	4	0	0
tech_lzd_6_2	0	tech_lzd_6_1	2	4	0	0
tech_lzd_6_3	0	tech_lzd_6_2	2	4	0	0
tech_lzd_6_4	0	tech_lzd_6_3	2	4	0	0
tech_lzd_6_5	0	tech_lzd_6_4	2	4	0	0
tech_lzd_6_6	0	tech_lzd_6_5	2	4	0	0
tech_lzd_6_7	0	tech_lzd_6_6	2	4	0	0
tech_lzd_7_2	0	tech_lzd_7_1	2	4	0	0
tech_lzd_7_3	0	tech_lzd_7_2	2	4	0	0
tech_lzd_7_4	0	tech_lzd_7_3	2	4	0	0
tech_lzd_7_5	0	tech_lzd_7_4	2	4	0	0
tech_lzd_7_6	0	tech_lzd_7_5	2	4	0	0
tech_lzd_7_7	0	tech_lzd_7_6	2	4	0	0
tech_lzd_8_2	0	tech_lzd_8_1	2	4	0	0
tech_lzd_8_3	0	tech_lzd_8_2	2	4	0	0
tech_lzd_8_4	0	tech_lzd_8_3	2	4	0	0
tech_lzd_8_5	0	tech_lzd_8_4	2	4	0	0
tech_lzd_8_6	0	tech_lzd_8_5	2	4	0	0
tech_lzd_8_7	0	tech_lzd_8_6	2	4	0	0
tech_nor_creatures_02	0	tech_nor_creatures_01	1	4	0	0
tech_nor_creatures_04	0	tech_nor_creatures_01	2	4	0	0
tech_nor_creatures_06	0	tech_nor_creatures_01	3	4	0	0
tech_nor_creatures_03	0	tech_nor_creatures_02	2	4	0	0
tech_nor_creatures_05	0	tech_nor_creatures_04	2	4	0	0
tech_nor_creatures_07	0	tech_nor_creatures_06	2	4	0	0
tech_nor_marauders_03	0	tech_nor_marauders_01	2	4	0	0
tech_nor_marauders_05	0	tech_nor_marauders_02	2	4	0	0
tech_nor_marauders_02	0	tech_nor_marauders_03	1	3	0	0
tech_nor_marauders_04	0	tech_nor_marauders_03	3	1	0	0
tech_nor_marauders_06	0	tech_nor_marauders_03	2	4	0	0
tech_nor_marauders_07	0	tech_nor_marauders_04	2	4	0	0
tech_nor_marauders_05	0	tech_nor_marauders_06	1	3	0	0
tech_nor_nw_02	0	tech_nor_nw_01	2	4	0	0
tech_nor_nw_04	0	tech_nor_nw_01	2	4	0	0
tech_nor_nw_06	0	tech_nor_nw_01	2	4	0	0
tech_nor_nw_08	0	tech_nor_nw_01	2	4	0	0
tech_nor_nw_10	0	tech_nor_nw_01	2	4	0	0
tech_nor_nw_20	0	tech_nor_nw_01	2	4	0	0
tech_nor_nw_03	0	tech_nor_nw_02	2	4	0	0
tech_nor_nw_05	0	tech_nor_nw_04	2	4	0	0
tech_nor_nw_07	0	tech_nor_nw_06	2	4	0	0
tech_nor_nw_09	0	tech_nor_nw_08	2	4	0	0
tech_nor_nw_11	0	tech_nor_nw_10	2	4	0	0
tech_nor_nw_21	0	tech_nor_nw_20	2	4	0	0
tech_nor_other_03	0	tech_nor_other_01	2	4	0	0
tech_nor_other_02	0	tech_nor_other_03	1	3	0	0
tech_nor_other_04	0	tech_nor_other_03	3	1	0	0
tech_nor_other_05	0	tech_nor_other_03	2	4	0	0
tech_nor_nw_01	0	tech_nor_other_05	2	4	0	0
tech_nor_other_06	0	tech_nor_other_05	1	4	0	0
tech_nor_other_13	0	tech_nor_other_05	3	4	0	0
tech_nor_other_07	0	tech_nor_other_06	1	4	0	0
tech_nor_other_09	0	tech_nor_other_06	2	4	0	0
tech_nor_other_11	0	tech_nor_other_06	3	4	0	0
tech_nor_other_08	0	tech_nor_other_07	2	4	0	0
tech_nor_other_10	0	tech_nor_other_09	2	4	0	0
tech_nor_other_12	0	tech_nor_other_11	2	4	0	0
tech_nor_other_14	0	tech_nor_other_13	1	4	0	0
tech_nor_other_16	0	tech_nor_other_13	2	4	0	0
tech_nor_other_18	0	tech_nor_other_13	3	4	0	0
tech_nor_other_15	0	tech_nor_other_14	2	4	0	0
tech_nor_other_17	0	tech_nor_other_16	2	4	0	0
tech_nor_other_19	0	tech_nor_other_18	2	4	0	0
tech_skv_1_1	0	tech_skv_1_0	2	4	0	0
tech_skv_1_2	0	tech_skv_1_1	3	1	0	0
tech_skv_1_4	0	tech_skv_1_1	2	4	0	0
tech_skv_1_3	0	tech_skv_1_2	2	4	0	0
tech_skv_1_5	0	tech_skv_1_4	1	3	0	0
tech_skv_1_6	0	tech_skv_1_4	2	4	0	0
tech_skv_1_7	0	tech_skv_1_6	2	4	0	0
tech_skv_5_4	0	tech_skv_1_6	3	1	0	0
tech_skv_4_0	0	tech_skv_1_7	1	3	0	0
tech_skv_6_0	0	tech_skv_1_7	2	1	0.5	0
tech_skv_2_1	0	tech_skv_2_0	2	4	0	0
tech_skv_2_2	0	tech_skv_2_1	2	4	0	0
tech_skv_2_3	0	tech_skv_2_2	1	3	0	0
tech_skv_2_4	0	tech_skv_2_2	3	1	0	0
tech_skv_2_5	0	tech_skv_2_2	2	4	0	0
tech_skv_5_4	0	tech_skv_2_5	2	4	0	0
tech_skv_3_1	0	tech_skv_3_0	2	4	0	0
tech_skv_3_2	0	tech_skv_3_1	1	3	0	0
tech_skv_3_3	0	tech_skv_3_1	3	1	0	0
tech_skv_3_4	0	tech_skv_3_1	2	4	0	0
tech_skv_3_6	0	tech_skv_3_3	2	4	0	0
tech_skv_3_5	0	tech_skv_3_4	1	3	0	0
tech_skv_5_0	0	tech_skv_3_4	2	3	0	0
tech_skv_3_7	0	tech_skv_3_6	2	4	0	0
tech_skv_8_0	0	tech_skv_3_7	2	4	0	0.5
tech_skv_4_1	0	tech_skv_4_0	2	4	0	0
tech_skv_4_2	0	tech_skv_4_1	2	4	0	0
tech_skv_4_3	0	tech_skv_4_2	2	4	0	0
tech_skv_5_1	0	tech_skv_5_0	2	4	0	0
tech_skv_5_2	0	tech_skv_5_1	2	4	0	0
tech_skv_5_3	0	tech_skv_5_1	1	4	0	0
tech_skv_5_4	0	tech_skv_5_3	1	3	0	0
tech_skv_8_0	0	tech_skv_5_4	2	1	0.5	-0.5
tech_skv_9_0	0	tech_skv_5_4	2	4	0	0
tech_skv_6_1	0	tech_skv_6_0	3	1	0	0
tech_skv_6_2	0	tech_skv_6_0	2	4	0	0
tech_skv_6_3	0	tech_skv_6_2	3	1	0	0
tech_skv_7_0	0	tech_skv_6_2	2	4	0	0
tech_skv_7_1	0	tech_skv_7_0	1	3	0	0
tech_skv_7_2	0	tech_skv_7_0	2	4	0	0
tech_skv_9_0	0	tech_skv_7_0	3	1	0	0
tech_skv_7_3	0	tech_skv_7_2	1	3	0	0
tech_skv_8_1	0	tech_skv_8_0	4	1	0	0
tech_skv_8_2	0	tech_skv_8_0	1	4	0.5	0
tech_skv_8_3	0	tech_skv_8_0	2	4	-0.5	0
tech_skv_8_4	0	tech_skv_8_0	2	4	0	0
tech_skv_8_5	0	tech_skv_8_0	2	4	0.5	0
tech_skv_9_1	0	tech_skv_9_0	3	1	0	0
tech_skv_9_2	0	tech_skv_9_0	2	4	0	0
tech_vmp_beasts_02	0	tech_vmp_beasts_01	2	4	0	0
tech_vmp_beasts_03	0	tech_vmp_beasts_02	3	1	0	0
tech_vmp_beasts_04	0	tech_vmp_beasts_02	2	4	0	0
tech_vmp_beasts_05	0	tech_vmp_beasts_04	1	3	0	0
tech_vmp_beasts_06	0	tech_vmp_beasts_04	2	4	0	0
tech_vmp_beasts_07	0	tech_vmp_beasts_06	3	1	0	0
tech_vmp_beasts_08	0	tech_vmp_beasts_06	2	4	0	0
tech_vmp_beasts_09	0	tech_vmp_beasts_08	2	4	0	0
tech_vmp_binding_02	0	tech_vmp_binding_01	2	4	0	0
tech_vmp_binding_03	0	tech_vmp_binding_02	1	3	0	0
tech_vmp_binding_04	0	tech_vmp_binding_02	3	1	0	0
tech_vmp_binding_05	0	tech_vmp_binding_02	2	4	0	0
tech_vmp_binding_06	0	tech_vmp_binding_03	2	4	0	0
tech_vmp_binding_07	0	tech_vmp_binding_04	2	4	0	0
tech_vmp_binding_08	0	tech_vmp_binding_05	2	4	0	0
tech_vmp_binding_10	0	tech_vmp_binding_07	2	4	0	0
tech_vmp_binding_09	0	tech_vmp_binding_08	1	3	0	0
tech_vmp_blood_02	0	tech_vmp_blood_01	2	4	0	0
tech_vmp_blood_03	0	tech_vmp_blood_02	2	4	0	0
tech_vmp_blood_04	0	tech_vmp_blood_02	1	4	0	0
tech_vmp_blood_05	0	tech_vmp_blood_03	3	1	0	0
tech_vmp_blood_06	0	tech_vmp_blood_03	2	4	0	0
tech_vmp_blood_06A	0	tech_vmp_blood_04	2	4	0	0
tech_vmp_blood_06A	0	tech_vmp_blood_06	1	3	0	0
tech_vmp_blood_07	0	tech_vmp_blood_06	3	1	0	0
tech_vmp_blood_08	0	tech_vmp_blood_06	2	4	0	0
tech_vmp_blood_09	0	tech_vmp_blood_08	1	3	0	0
tech_vmp_blood_10	0	tech_vmp_blood_08	3	1	0	0
tech_vmp_blood_11	0	tech_vmp_blood_08	2	4	0	0
tech_vmp_blood_09A	0	tech_vmp_blood_09	2	4	0	0
tech_vmp_blood_12	0	tech_vmp_blood_10	2	4	0	0
tech_vmp_bones_02	0	tech_vmp_bones_01	2	4	0	0
tech_vmp_bones_03	0	tech_vmp_bones_02	3	1	0	0
tech_vmp_bones_05	0	tech_vmp_bones_02	2	4	0	0
tech_vmp_bones_2a	0	tech_vmp_bones_02	1	3	0	0
tech_vmp_bones_04	0	tech_vmp_bones_03	3	1	0	0
tech_vmp_bones_4a	0	tech_vmp_bones_04	3	1	0	0
tech_vmp_bones_06	0	tech_vmp_bones_05	3	1	0	0
tech_vmp_bones_08	0	tech_vmp_bones_05	2	4	0	0
tech_vmp_bones_5a	0	tech_vmp_bones_05	1	3	0	0
tech_vmp_bones_07	0	tech_vmp_bones_06	3	1	0	0
tech_vmp_bones_09	0	tech_vmp_bones_08	3	1	0	0
tech_vmp_bones_10	0	tech_vmp_bones_09	3	1	0	0
