effect_bundles_tables	1
key	localised_description	localised_title	ui_icon	bundle_target
wh2_dlc11_payload_dilemma_grim_tidings_second	A true pirate sails ahead even if danger is certain.	Pirate’s Life	replenishment.png	faction
wh2_dlc11_payload_dilemma_pirate_haven_first	The fools continue to pay us for protection; once their loot dries up, who will come to save them?	Coin from Curs	income.png	faction
wh2_dlc11_payload_dilemma_plan_of_action_first	This boon will enable us to reach shores far further away than is usual.	Push Ahead	campaign_movement.png	faction
wh2_dlc11_payload_dilemma_plan_of_action_second	This boon allows us to traverse lands that would normally cause us to suffer great losses with no worries at all!	Land Ho!	replenishment.png	faction
wh2_dlc11_payload_dilemma_rotten_wood_first	We have moved all our remaining resources into our settlements, but our fleets suffer as a result.	The Fleet Suffers	construction.png	faction
wh2_dlc11_payload_dilemma_rotten_wood_second	We have moved all our remaining resources to our fleets, but our settlements suffer as a result.	The Settlements Suffer	construction.png	faction
wh2_dlc11_payload_dilemma_salvage_supplies_first	We had to sacrifice our troops' armour; it will take us some time to ‘acquire’ new equipment.	Damaged Armour	armour.png	faction
wh2_dlc11_payload_dilemma_salvage_supplies_second	We had to sacrifice our troops' weapons; it will take us some time to ‘acquire’ new equipment.	Rusted Weapons	weapon_damage.png	faction
wh2_dlc11_payload_dilemma_shipping_ledger_second	The refugees we intercepted have replenished our ranks, enabling us to grow our army considerably.	Refuge in the Afterlife	replenishment.png	faction
wh2_dlc11_payload_dilemma_shyish_wanes_first	Moving at reduced speeds has enabled our casters to harness much more power from the Winds of Magic; both they and our army are reinforced with a new-found strength.	Consolidating Our Power	magic.png	faction
wh2_dlc11_payload_dilemma_shyish_wanes_second	Our connection to the Winds of Magic is thinning, but should our forces crumble we will still have more than enough power to raise fresh troops.	Push On!	army.png	faction
wh2_dlc11_payload_dilemma_supplies_adrift_first	Our frontline has been reinforced by this lucky find!	Fodder No More!	armour.png	faction
wh2_dlc11_payload_dilemma_supplies_adrift_second	Our forces are well equipped with state-of-the-art weaponry.	Gun Line	accuracy.png	faction
wh2_dlc11_payload_effect_casualty_replenishment	You have taken captives from among the raiders.	Raiders Casualty Replenishment	treasury.png	faction
wh2_dlc11_payload_effect_increase_recruit_rank	You have managed to recruit experienced, veteran slavers.	Slavers Recruit Rank	treasury.png	faction
wh2_dlc11_payload_improved_agent_cst_fleet_captain	Your Fleet Captains have been greatly improved!	Deadly Fleet Captains	fleet_captain.png	faction
wh2_dlc11_payload_improved_agent_cst_gunnery_wight	Your Gunnery Wights have been greatly improved!	Enhanced Gunnery Wight	gunnery_wight.png	faction
wh2_dlc11_payload_improved_agent_cst_mourngul_haunter	Your Mourngul Haunters have been greatly improved!	Voracious Mourngul Haunters	mourngul_haunter.png	faction
wh2_dlc11_payload_incident_armoury_acquisition	The newly-enlisted soldiers come equipped with some fine weapons that far exceed our usual, salvaged stock.	Advanced Weapons	ammo.png	faction
wh2_dlc11_payload_incident_dissenting_voices	The citizens of our pirate empire have threatened rebellion against their overlords; it may take some time to root out all of these would-be rebels.	Rabble Rousers	public_order.png	faction
wh2_dlc11_payload_incident_favourable_winds	Our good fortune with regards to the wind means that no shore is too far away.	Full Sail Ahead	campaign_movement.png	faction
wh2_dlc11_payload_incident_incompetent_escorts	The number of trade caravans has increased and the quality of its guards has plummeted, which is proving profitable for us.	Revelry in Raiding	icon_effects_raiding.png	faction
wh2_dlc11_payload_incident_mass_exodus	Our populace is unhappy with our rule and have fled to other lands beyond our borders.	Sedition at Home	growth.png	faction
wh2_dlc11_payload_incident_overflowing_with_power	This great swell has given our spellcasters a limitless pool of magic to draw from, but channelling so much power is dangerous for both the caster and those around them. 	Double-Edged Sword 	magic.png	faction
wh2_dlc11_payload_incident_perfect_cover	Our silent legion lay in wait, ready to strike unwitting fools.	Deadly Ambushers	icon_effects_ambush.png	faction
wh2_dlc11_payload_incident_rotten_weather	Our armies are crumbling due to this unfortunate weather.	Rapid Decomposition	replenishment.png	faction
wh2_dlc11_payload_incident_shallow_graves	All occupants of these shoddy graves will be enlisted.	No Grave Unturned	replenishment.png	faction
wh2_dlc11_payload_incident_stolen_schematics	These plans will help us greatly in our own research.	Stolen Secrets	technology.png	faction
wh2_dlc11_payload_incident_strength_from_shyish	Death's wind billows around us, its presence strengthening our crew no end.	Death's Howl	morale.png	faction
wh2_dlc11_payload_incident_unnatural_talent	Mortals are restricted; their bodies can only take so much before they break. We are not bound by such restrictions.	Mortal Shackles	agent.png	faction
wh2_dlc11_payload_morale_versus_norsca	Your warriors relish the opportunity to do battle with the Norscan tribes.	Norscan Dogs	morale.png	faction
wh2_dlc11_payload_morale_versus_vampire_coast	Your warriors relish the opportunity to do battle with the Vampire Coast.	Swashbuckling	morale.png	faction
wh2_dlc11_post_battle_cst_share_the_loot	 	Share the Loot	edict_cst_share_the_spoils.png	character
wh2_dlc11_post_battle_cst_share_the_loot_xp	 	Share the Loot	edict_cst_share_the_spoils.png	force
wh2_dlc11_ritual_cst_eternal_service	{{tr:wh2_dlc11_ritual_cst_eternal_service_description}}	Curse of Eternal Service	effect_rite.png	faction
wh2_dlc11_ritual_cst_queens_cannon	{{tr:wh2_dlc11_ritual_cst_queens_cannon_description}}	Curse of the Queen’s Cannon	effect_rite.png	faction
wh2_dlc11_ritual_cst_sea_mist	{{tr:wh2_dlc11_ritual_cst_sea_mist_description}}	Curse of the Sea Mist	effect_rite.png	faction
wh2_dlc11_ritual_def_anath_raema	{{tr:wh2_dlc11_ritual_def_anath_raema_description}}	Sacrifice to Anath Raema	effect_rite.png	faction
wh2_dlc11_ror_reward_1	A beautiful centrepiece of the frigid ocean, cursed by the Ruinous Ones’ rejection of those who worshipped them so vehemently.	The Pearl of the Kraken Sea	cst_piece_of_eight.png	faction
wh2_dlc11_ror_reward_2	You need the luckiest of lucky charms to tinker with the Dark Arts, especially if unprepared for their deathly consequences…	Lucky Levi’s Keepsake	cst_piece_of_eight.png	faction
wh2_dlc11_ror_reward_3	A most rare mintage of Estalian silver, above which flying horrors of the sky seem to gather and circle.	The Doubloon of Castelo Novo	cst_piece_of_eight.png	faction
wh2_dlc11_ror_reward_4	The only Vorgo gold outside of the southern Grey Mountains is cursed with the anguish of hungry, insatiable ghouls.	The Vorgo Nugget	cst_piece_of_eight.png	faction
wh2_dlc11_ror_reward_5	A mysterious glob of Athel Loren amber, enchanted to ensure that even dead flesh will never remain idle.	Panteleon’s Pendant	cst_piece_of_eight.png	faction
wh2_dlc11_ror_reward_6	Only this final gold bar can manifest the trigger-happy apparitions that serve the Shadewraith’s ghostly turncoat captain.	Von Zeich’s Last Ingot	cst_piece_of_eight.png	faction
wh2_dlc11_ror_reward_7	The great warriors’ souls trapped within wait to be returned to this plain as terrifying sentries in service to the admirals of the night.	The Stone of Schwartzhafen	cst_piece_of_eight.png	faction
wh2_dlc11_ror_reward_8	The wrath of Vanhel is harnessed within these golden ingots, primed for release in monstrous proportions.	The Cursed Bullion of Bogenhafen	cst_piece_of_eight.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken	 	 	 	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_bundle_01	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_description}}\n\n(Awoken 1 [[img:icon_general]][[/img]]Lord from this Bloodline)	Blood Dragon Gifts	bloodline_blood_dragon.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_bundle_02	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_description}}\n\n(Awoken 2 [[img:icon_general]][[/img]]Lords from this Bloodline)	Blood Dragon Dark Arts	bloodline_blood_dragon.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_bundle_03	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_description}}\n\n(Awoken 3 [[img:icon_general]][[/img]]Lords from this Bloodline)	Blood Dragon Forbidden Dark Arts	bloodline_blood_dragon.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_01	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_description}}\n\n(Awoken 1 [[img:icon_general]][[/img]]Lord from this Bloodline)	Lahmian Gifts	bloodline_lahmian.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_02	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_description}}\n\n(Awoken 2 [[img:icon_general]][[/img]]Lords from this Bloodline)	Lahmian Dark Arts	bloodline_lahmian.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_03	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_description}}\n\n(Awoken 3 [[img:icon_general]][[/img]]Lords from this Bloodline)	Lahmian Forbidden Dark Arts	bloodline_lahmian.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_bundle_01	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_description}}\n\n(Awoken 1 [[img:icon_general]][[/img]]Lord from this Bloodline)	Necrarch Gifts	bloodline_necrarch.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_bundle_02	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_description}}\n\n(Awoken 2 [[img:icon_general]][[/img]]Lords from this Bloodline)	Necrarch Dark Arts	bloodline_necrarch.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_bundle_03	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_description}}\n\n(Awoken 3 [[img:icon_general]][[/img]]Lords from this Bloodline)	Necrarch Forbidden Dark Arts	bloodline_necrarch.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_bundle_01	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_description}}\n\n(Awoken 1 [[img:icon_general]][[/img]]Lord from this Bloodline)	Strigoi Gifts	bloodline_strigoi.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_bundle_02	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_description}}\n\n(Awoken 2 [[img:icon_general]][[/img]]Lords from this Bloodline)	Strigoi Dark Arts	bloodline_strigoi.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_bundle_03	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_description}}\n\n(Awoken 3 [[img:icon_general]][[/img]]Lords from this Bloodline)	Strigoi Forbidden Dark Arts	bloodline_strigoi.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_01	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_description}}\n\n(Awoken 1 [[img:icon_general]][[/img]]Lord from this Bloodline)	Von Carstein Gifts	bloodline_von_carstein.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_02	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_description}}\n\n(Awoken 2 [[img:icon_general]][[/img]]Lords from this Bloodline)	Von Carstein Dark Arts	bloodline_von_carstein.png	faction
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_03	{{tr:wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_description}}\n\n(Awoken 3 [[img:icon_general]][[/img]]Lords from this Bloodline)	Von Carstein Forbidden Dark Arts	bloodline_von_carstein.png	faction
wh2_dlc12_bundle_agent_action_engineer_hinder_settlement_success_actor	This [[img:icon_hero]][[/img]]Hero must rest after working to expand the Under-Empire.	Exhaustion	dlc12_under_empire.png	character
wh2_dlc12_bundle_agent_action_kroak_hinder_settlement_success_lord_kroak_settlement	This [[img:icon_hero]][[/img]]Hero must rest following the use of Ultimate Deliverance on target settlement.	Meditative State	agent.png	character
wh2_dlc12_bundle_agent_action_kroak_hinder_settlement_success_lord_kroak_walls	This [[img:icon_hero]][[/img]]Hero must rest following the use of Colossal Deliverance on target settlement.	Meditative State	agent.png	character
wh2_dlc12_bundle_magic_standard_cape_of_sniper	 	Cape of Sniper	public_order.png	character
wh2_dlc12_bundle_magic_standard_incendiary_rounds	 	Incendiary Rounds	public_order.png	character
wh2_dlc12_bundle_magic_standard_tracer_rounds	 	Tracer Rounds	public_order.png	character
wh2_dlc12_bundle_underempire_army_spawn	This army has emerged from an Under-City below a settlement, and with surprise on their side they are raring for battle!	The Vermintide	dlc12_under_empire.png	force
wh2_dlc12_bundle_underempire_cooldown	The Under-Empire has been expanded recently, more time is required before our agents can gather the neccessary supplies to continue expansion.	Under-Empire Expanded	dlc12_under_empire.png	faction
wh2_dlc12_force_temporary_replenish	Test subjects are prodded, stabbed, shot, zapped, burnt, dematerialised – you name it. If it causes pain or death, it probably happens here.	Kill-Experiment Field	replenishment.png	force
wh2_dlc12_ikit_workshop_doomflayer_part_0	Nicknamed "Doomballs", these dangerous micro-replicas of the Doomsphere provide Doom-flayers with a potent but unpredictable power source.	Micro-Reactors	 	faction
wh2_dlc12_ikit_workshop_doomflayer_part_1	Mechanical flaying is a complex business; a Doom-flayer’s parts need constant analysis to stay in sync and to maximise power.	Doom Diagnostics	 	faction
wh2_dlc12_ikit_workshop_doomflayer_part_2	Allows the Warlock Masters to 'plug-in' to their Doom-flayers, redirecting some of the Warp-energy to their own bodies.	Biointerfaces	 	faction
wh2_dlc12_ikit_workshop_doomflayer_part_3	What happens when you stick foldable blades onto the ones you already have? An inescapable maelstrom of screaming, agonising, flaying death! Ouch!	Deployable Skewer-Blades	 	faction
wh2_dlc12_ikit_workshop_doomflayer_part_4	Equipping a Doom-flayer with a set of motorized whirling blades gives it the ability to deflect incoming projectiles.	Propeller Knife-Blades	 	faction
wh2_dlc12_ikit_workshop_doomflayer_part_5	Warpstone-powered incendiary devices triggered around the Doom-flayer are effective countermeasures against anything thrown at them... which is typically an awful lot!	Warp-Flares	 	faction
wh2_dlc12_ikit_workshop_doomflayer_part_6	The secret recipe for this black stone alloy results in blades that get sharper and sharper the more they cut and slash.	Obsidian Alloy	 	faction
wh2_dlc12_ikit_workshop_doomflayer_part_7	Similar to the Doomwheel’s 'Meat Shield' technique, putrid flesh is used to assault the enemy’s senses as a method of distraction.	Decomposing Decoys	 	faction
wh2_dlc12_ikit_workshop_doomflayer_part_8	Rigorous testing has shown that penetrating these reinforced, serrated armour plates is near-impossible without damaging the penetrating weapon.	Spiked Armour Plates	 	faction
wh2_dlc12_ikit_workshop_doomflayer_part_9	An iron ball of death is more effective the less it is dragged down by resistance – be that by wind, blood, flesh, or bone!	Aero-Die-Namics	 	faction
wh2_dlc12_ikit_workshop_doomwheel_part_0	These components allow a cyclical energy transfer between the scurrying rats powering the Doomwheel and its Warpstone generator, leading to incredible power surges.	Warpstone Dynamos	 	faction
wh2_dlc12_ikit_workshop_doomwheel_part_1	Adding these to a Doomwheel's Warpstone generator allows a Warlock Master to overcharge its power output to unpredictable levels.	Warp-Spark Plugs	 	faction
wh2_dlc12_ikit_workshop_doomwheel_part_2	A portable power system used for keeping other Doomwheel systems operational when the scurrying rats are at full automotive capacity.	Micro-Warp-Batteries	 	faction
wh2_dlc12_ikit_workshop_doomwheel_part_3	Allows Warp Lightning bolts to be split with a stunning 200% efficiency, using a technique likely 'acquired' from the Luminarks of Nuln.	Splitter Prisms	 	faction
wh2_dlc12_ikit_workshop_doomwheel_part_4	Using these curiously-designed parts, power transfer can occur at impossible speeds, leading to even more devastating zappers.	Superconductors	 	faction
wh2_dlc12_ikit_workshop_doomwheel_part_5	Fitted to Doomwheel bolt-throwers, these allow Warp-energy to be briefly stored before firing, making for more concentrated attacks.	Warp-Capacitors	 	faction
wh2_dlc12_ikit_workshop_doomwheel_part_6	Smells like rat-bile mixed with crude oil, but few things are better for keeping engine parts moving – just don’t ask how it’s made.	Skavenslave Grease	 	faction
wh2_dlc12_ikit_workshop_doomwheel_part_7	These parts have long been scavenged from Dwarf-things' Gyrocopters – with modifications, they can also afford the Doomwheels more killing-mileage!	Gyro-Cogs	 	faction
wh2_dlc12_ikit_workshop_doomwheel_part_8	Blending metallurgy, alchemy, and sorcery results in the best armour you can possibly forge. Smells toxic, but what doesn't on a Doomwheel?	Warpstone Alloys	 	faction
wh2_dlc12_ikit_workshop_doomwheel_part_9	Tying up some slaves and suspending them around the Doomwheel provides some level of grisly protection – just keep the flesh fresh!	Meat Shields	 	faction
wh2_dlc12_ikit_workshop_gatling_part_0	Research into new bullet designs yields interesting results; all that's needed now is an assembly line of slaves to painstakingly mass-produce them.	Claw-Crafted Bullets	 	faction
wh2_dlc12_ikit_workshop_gatling_part_1	This new-fangled invention for ammunition replenishment enables on-the-spot conversion of metal scraps into bullets.	On-Board Waste Compactor	 	faction
wh2_dlc12_ikit_workshop_gatling_part_2	The hotter a Ratling Gun gets, the faster it can fire, but the more liable it is to overheat. Coolant solves this problem.	Ratling Coolant	 	faction
wh2_dlc12_ikit_workshop_jezail_part_0	The Skaven do not have great eyesight, so the sniping ability of Warplock Jezzails benefits greatly from immensely powerful telescopic scopes.	Rat-Eye Scopes	 	faction
wh2_dlc12_ikit_workshop_jezail_part_1	A costly method of manufacturing bullets results in this all-purpose ammunition, effective against all types of armour whenever within killing range.	Craven Rounds	 	faction
wh2_dlc12_ikit_workshop_jezail_part_2	Invisibility is seemingly a step too far, so the Engineers of Skryre shall devise something they claim is just as good.	Ghillie Fur-Suits	 	faction
wh2_dlc12_ikit_workshop_nuke_part_0	A giant labyrinth of pumps, valves, turbines, and generators, all submerged in an ominous cloud of green steam. Here, Warpstone’s power is harvested.	Warp-Power Plant	 	faction
wh2_dlc12_ikit_workshop_nuke_part_1	In the filthy caverns of the Under-Empire, the potential for mass destruction shall silently sit, stockpiled until the moment of explosive grandeur.	Under-Empire Silos	 	faction
wh2_dlc12_ikit_workshop_nuke_part_2	Devising new 'waste-not, want-not' methods will make even the most degraded or poisonous waste materials processable for Warp-fuel production.	Toxic Waste Salvage	 	faction
wh2_dlc12_ikit_workshop_nuke_part_3	Test subjects are prodded, stabbed, shot, zapped, burnt, dematerialised – you name it. If it causes pain or death, it probably happens here.	Kill-Experiment Field	 	faction
wh2_dlc12_ikit_workshop_nuke_part_4	Warpstone ore is quite unusable in its crude state, needing processes of separation and purification before being in any way useful.	Refined Warpstone	 	faction
wh2_dlc12_ikit_workshop_nuke_part_5	Give the Doomrockets an extra 'kick'. The enemy’s going to feel this one!	Chemical Warp-Heads	 	faction
wh2_dlc12_ikit_workshop_tier_1	Surrounded by stained workbenches scattered with crude components, electronics, and bits of salvage, the Warlock Engineers of Skryre design and manufacture death.	Technician's Grotto	 	faction
wh2_dlc12_ikit_workshop_tier_2	The improved tools found here facilitate more complex crafting, easing the process of constructing weaponry to satisfy destructive tendencies.	Engineering Bay	 	faction
wh2_dlc12_ikit_workshop_tier_3	A redesign of the entire laboratory layout has resulted in a facility where the boundless potential of Warpstone can be realised to its fullest extent.	Warptech Lab	 	faction
wh2_dlc12_ikit_workshop_tier_4	This is where the greatest brains of all Skavendom devise the world's most heinous contraptions, making them into horrific realities on the grandest scale.	Great Warpforge	 	faction
wh2_dlc12_ikit_workshop_warpfire_part_0	Enemies previously outside of the Warpfire Thrower’s reach will now be just as flame-grilled as everything else that dares come near!	Motorised Pumps	 	faction
wh2_dlc12_ikit_workshop_warpfire_part_1	Whether handling dangerous materials in the lab or wielding chemical-spewing weaponry in the field, protective attire is always a boon!	Hazmat Fur-Suits	 	faction
wh2_dlc12_ikit_workshop_warpfire_part_2	With pump designs haphazardly copied from the Dwarfs, the Warpfire Throwers will squirt their toxic filth further than ever before!	Gout Boosters	 	faction
wh2_dlc12_lord_trait_lzd_lord_tehenhauin	The first and greatest Prophet of Sotek led the Lizardmen to fight the Skaven after the City of Gold fell to rodent-spawn’s vile plague. His journey was filled with great battles and countless sacrifices in the name of the vengeful Serpent-God.	Prophet of Sotek	character.png	faction
wh2_dlc12_lord_trait_lzd_lord_tiktaqto	The Master of Skies is a fearless airborne Skink Chief, who protects the Lizardmen's temple-cities from above by slaying threats before they can even approach.	Master of Skies	character.png	faction
wh2_dlc12_lord_trait_skv_lord_ikit_claw	Few will ever come close to Clan Skryre’s pre-eminent inventor, whose name is carved into history through his deadly machines of destruction.	Chief Warlock Engineer	character.png	faction
wh2_dlc12_lzd_anc_magic_standard_coatlpelt_flagstaff	 	Coatlpelt Flagstaff	public_order.png	character
wh2_dlc12_lzd_anc_magic_standard_culchan_feathered_standard	 	Culchan-Feathered Standard	public_order.png	character
wh2_dlc12_lzd_anc_magic_standard_exalted_banner_of_xapati	 	Exalted Banner of Xapati	public_order.png	character
wh2_dlc12_lzd_anc_magic_standard_flag_of_the_daystar	 	Flag of the Daystar	public_order.png	character
wh2_dlc12_lzd_anc_magic_standard_shroud_of_chaqua	 	Shroud of Chaqua	public_order.png	character
wh2_dlc12_lzd_anc_magic_standard_sign_of_the_coiled_one	 	Sign of the Coiled One	public_order.png	character
wh2_dlc12_lzd_anc_magic_standard_totem_of_the_spitting_viper	 	Totem of the Spitting Viper	public_order.png	character
wh2_dlc12_lzd_anc_magic_standard_totem_pole_of_destiny	 	Totem Pole of Destiny	public_order.png	character
wh2_dlc12_lzd_tiktaqto_ritual_persistence	{{tr:wh2_dlc12_lzd_tiktaqto_ritual_persistence_description}}	{{tr:wh2_dlc12_lzd_tiktaqto_ritual_persistence_title}}	campaign_movement.png	faction
wh2_dlc12_nuke_ability_enable	ph	ph	 	faction
wh2_dlc12_nuke_ability_upgrade_enable	ph	ph	 	faction
wh2_dlc12_prophecy_of_sotek_1_1	PH	Inspired Skinks	military_spending.png	faction
wh2_dlc12_prophecy_of_sotek_1_2	Tier 2 Sacrifices unlocked	Sacrifices Unlock	effect_rite.png	faction
wh2_dlc12_prophecy_of_sotek_2_3	Tier 3 Sacrifices unlocked	Sacrifices Unlock	effect_rite.png	faction
wh2_dlc12_prophecy_of_sotek_2_4	Tier 4 Sacrifices unlocked	Sacrifices Unlock	effect_rite.png	faction
wh2_dlc12_prophecy_of_sotek_3_1	Tier 5 and 6 Sacrifices unlocked	Sacrifices Unlock	effect_rite.png	faction
wh2_dlc12_prophecy_of_sotek_stage_1	"Against the tide of non-believers, Sotek’s red-crested faithful shall emerge as his champions to go forth and make disciples of all the Old Ones’ children, beseeching them in the name of the Serpent-God."	Stage 1: The Rise of the Red Crests	dlc12_plaque_stage_1.png	faction
wh2_dlc12_prophecy_of_sotek_stage_2	"At the time of the three hundredth cycle of this world, the two moons shall unite and summon forth the Rodent-God and his evil spawn to deliver plague and pestilence upon the land named Lustria."	Stage 2: The Skaven War	dlc12_plaque_stage_2.png	faction
wh2_dlc12_prophecy_of_sotek_stage_3	"Behold Sotek, a serpent of such unimaginable size and appetite that he shall swallow the Rat-God himself and spend a thousand years digesting him, crushing him within his coils!"	Stage 3: Sotek Manifests	dlc12_plaque_stage_3.png	faction
wh2_dlc12_qb_ikit_enable_storm_daemon	ph	Storm Daemon	public_order_troubled.png	force
wh2_dlc12_skaven_doomsphere	ph	Doomsphere Explosion	religion_skaven.png	region
wh2_dlc12_tehenhauin_sacrifice_tier1_banner	In recognition of these offerings, Sotek bestows blessings upon his followers!	Sacrifice of Xahutec	armour.png	faction
wh2_dlc12_tehenhauin_sacrifice_tier1_follower	In recognition of these offerings, Sotek bestows blessings upon his followers!	Sacrifice of Amaxon	morale.png	faction
wh2_dlc12_tehenhauin_sacrifice_tier1_jungle_swarm	In recognition of these offerings, Sotek bestows blessings upon his followers!	Sacrifice of Xuhua	general_ability.png	faction
wh2_dlc12_tehenhauin_sacrifice_tier1_replenishment	In recognition of these offerings, Sotek bestows blessings upon his followers!	Sacrifice of Qurveza	replenishment.png	faction
wh2_dlc12_tehenhauin_sacrifice_tier2_recruitment	In recognition of these offerings, Sotek bestows blessings upon his followers!	Sacrifice of Gwangee	turns.png	faction
wh2_dlc12_tehenhauin_sacrifice_tier3_banner	In recognition of these offerings, Sotek bestows blessings upon his followers!	Sacrifice of Qu'ittax	growth.png	faction
wh2_dlc12_tehenhauin_sacrifice_tier3_follower	In recognition of these offerings, Sotek bestows blessings upon his followers!	Sacrifice of Chiquibol	public_order.png	faction
wh2_dlc12_tehenhauin_sacrifice_tier4_banner	In recognition of these offerings, Sotek bestows blessings upon his followers!	Sacrifice of Aymara	religion.png	faction
wh2_dlc12_tehenhauin_sacrifice_tier4_follower	In recognition of these offerings, Sotek bestows blessings upon his followers!	Sacrifice of Incatol	experience.png	faction
wh2_dlc12_tehenhauin_sacrifice_tier6_sotek	Sotek’s wrath shall be felt by his enemies on the battlefield!	Great Sacrifice of Sotek	general_ability.png	faction
wh2_dlc12_workshop_level_0_dummy	 	 	 	faction
wh2_dlc12_workshop_level_1_dummy	 	 	 	faction
wh2_dlc12_workshop_level_1_reward	 	 	 	faction
wh2_dlc12_workshop_level_2_dummy	 	 	 	faction
wh2_dlc12_workshop_level_2_reward	 	 	 	faction
wh2_dlc12_workshop_level_3_dummy	 	 	 	faction
wh2_dlc12_workshop_level_3_reward	 	 	 	faction
wh2_dlc12_workshop_level_4_reward	 	 	 	faction
wh2_main_ai_kemmler	[HIDDEN]	[HIDDEN]	 	faction
wh2_main_bundle_agent_action_assist_army_cannot_fail_increase_mobility_target	This army has an embedded [[img:icon_hero]][[/img]]Hero.	{{tr:agent_action_name_increase_mobility}}	campaign_movement.png	force
wh2_main_bundle_agent_action_assist_army_cannot_fail_replenish_troops_target	This army has an embedded [[img:icon_hero]][[/img]]Hero.	{{tr:agent_action_name_replenish_troops}}	replenishment.png	force
wh2_main_bundle_agent_action_assist_army_cannot_fail_scavenge_target	This army has an embedded [[img:icon_hero]][[/img]]Hero.	{{tr:agent_action_name_scavenge}}	income.png	force
wh2_main_bundle_agent_action_assist_army_cannot_fail_scouting_target	This army has an embedded [[img:icon_hero]][[/img]]Hero.	{{tr:agent_action_name_scouting}}	item_ability.png	force
wh2_main_bundle_agent_action_assist_army_cannot_fail_training_target	This army has an embedded [[img:icon_hero]][[/img]]Hero.	{{tr:agent_action_name_training}}	experience.png	force
wh2_main_bundle_agent_action_hinder_settlement_success_gain_influence_actor	[HIDDEN]	[HIDDEN]	 	character
wh2_main_bundle_agent_action_hinder_settlement_success_steal_technology_actor	This [[img:icon_hero]][[/img]]Hero has stolen technology from a foreign settlement.	{{tr:agent_action_name_steal_technology}}	technology.png	character
wh2_main_bundle_agent_action_hinder_settlement_success_steal_technology_target	This settlement has had technology stolen by a foreign [[img:icon_hero]][[/img]]Hero.	{{tr:agent_action_name_steal_technology}}	technology.png	region
wh2_main_bundle_agent_action_passive_cannot_fail_boost_income_actor	[HIDDEN]	[HIDDEN]	 	character
wh2_main_bundle_agent_action_passive_cannot_fail_increase_slave_income_actor	[HIDDEN]	[HIDDEN]	 	character
wh2_main_bundle_agent_action_passive_cannot_fail_increase_trade_actor	[HIDDEN]	[HIDDEN]	 	character
wh2_main_bundle_agent_action_passive_cannot_fail_spread_corruption	[HIDDEN]	[HIDDEN]	 	character
wh2_main_bundle_agent_action_passive_cannot_fail_spread_public_order_actor	[HIDDEN]	[HIDDEN]	 	character
wh2_main_bundle_agent_action_passive_cannot_fail_stimulate_growth	[HIDDEN]	[HIDDEN]	 	character
wh2_main_bundle_captives_kill_dark_elves	The recent murder of captives was a pleasing and instructive entertainment for this force.	Murdered Captives	experience.png	force
wh2_main_bundle_captives_kill_high_elves	The recent execution of captives has further tempered this force for war.	Executed Captives	experience.png	force
wh2_main_bundle_captives_kill_lizardmen	The recent killing of captives has left this force more capable of fulfilling the Old Ones' plan.	Killed Captives	experience.png	force
wh2_main_bundle_captives_kill_lizardmen_to_skaven	Sacrificing these vermin has pleased the Serpent God, improving the warriors' fervour for battle.	Sacrifice to Sotek	experience.png	force
