audio_entity_random_vocalisations_tables	3
event	key	max_time	min_time	use_reverb	use_obstruction	limitation_scale	min_probability	max_probability
Battle_Individual_Vocalisation_Dragon_Ogre_Small_Walking	wh_dlc_dragon_ogre_small_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Gor_Bray_Shamen_Running	wh_dlc_gor_bray_shamen_running	20	10	true	false	0.2	100	100
Battle_Individual_Vocalisation_Gor_Bray_Shamen_Walking	wh_dlc_gor_bray_shamen_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Gor_Generic_Running	wh_dlc_gor_generic_running	20	10	true	false	0.2	100	100
Battle_Individual_Vocalisation_Gor_Generic_Walking	wh_dlc_gor_generic_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Gor_Malagor_Running	wh_dlc_gor_malagor_running	20	10	true	false	0.2	100	100
Battle_Individual_Vocalisation_Gor_Malagor_Walking	wh_dlc_gor_malagor_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Gorebeast_Idle	wh_dlc_gorebeast_idle	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Gorebeast_Running	wh_dlc_gorebeast_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Gorebeast_Walking	wh_dlc_gorebeast_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Manticore_Combat	wh_dlc_manticore_combat	20	10	true	false	0.4	100	100
Battle_Individual_Vocalisation_Manticore_Idle	wh_dlc_manticore_idle	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Manticore_Running	wh_dlc_manticore_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Manticore_Walking	wh_dlc_manticore_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Eagle_Idle	wh_dlc_medium_bird_eagle_idle	20	10	true	false	0.050000004	100	100
Battle_Individual_Vocalisation_Eagle_Running	wh_dlc_medium_bird_eagle_running	20	10	true	false	0.1	80	0
Battle_Individual_Vocalisation_Eagle_Walking	wh_dlc_medium_bird_eagle_walking	20	10	true	false	0.1	80	0
Battle_Individual_Vocalisation_Hawk_Idle	wh_dlc_medium_bird_hawk_idle	20	10	true	false	0.050000004	50	0
Battle_Individual_Vocalisation_Hawk_Running	wh_dlc_medium_bird_hawk_running	20	10	true	false	0.1	80	0
Battle_Individual_Vocalisation_Hawk_Walking	wh_dlc_medium_bird_hawk_walking	20	10	true	false	0.1	80	0
Battle_Individual_Vocalisation_Minotaur_Running	wh_dlc_minotaur_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Minotaur_Walking	wh_dlc_minotaur_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Chaos_Idle_Marauder_Chieftan	wh_dlc_nor_chaos_marauder_chieftan_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Chaos_Running_Marauder_Chieftan	wh_dlc_nor_chaos_marauder_chieftan_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Chaos_Walking_Marauder_Chieftan	wh_dlc_nor_chaos_marauder_chieftan_walking	20	10	false	false	0.2	100	100
Battle_Individual_Vocalisation_Humanoid_Idle_Shaman_Sorcerer	wh_dlc_nor_chaos_shaman_sorcerer_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Running_Shaman_Sorcerer	wh_dlc_nor_chaos_shaman_sorcerer_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Walking_Shaman_Sorcerer	wh_dlc_nor_chaos_shaman_sorcerer_walking	20	10	false	false	0.2	100	100
Battle_Individual_Vocalisation_Chaos_Idle_Wulfrik	wh_dlc_nor_chaos_wulfrik_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Chaos_Running_Wulfrik	wh_dlc_nor_chaos_wulfrik_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Chaos_Walking_Wulfrik	wh_dlc_nor_chaos_wulfrik_walking	20	10	false	false	0.2	100	100
Battle_Individual_Vocalisation_Fimir_Idle	wh_dlc_nor_fimir_idle	20	10	false	false	0.1	100	0
Battle_Individual_Vocalisation_Fimir_Run	wh_dlc_nor_fimir_running	20	10	false	false	0.1	100	0
Battle_Individual_Vocalisation_Fimir_Walk	wh_dlc_nor_fimir_walking	20	10	false	false	0.2	100	0
Battle_Individual_Vocalisation_Skin_Wolves_Idle	wh_dlc_nor_skin_wolves_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Skin_Wolves_Running	wh_dlc_nor_skin_wolves_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Skin_Wolves_Walking	wh_dlc_nor_skin_wolves_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Skarsnik_Goblin_Running	wh_dlc_skarsnik_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Skarsnik_Goblin_Walking	wh_dlc_skarsnik_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Squig_Idle	wh_dlc_squig_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Squig_Running	wh_dlc_squig_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Squig_Walking	wh_dlc_squig_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Throgg_Idle	wh_dlc_throgg_idle	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Throgg_Running	wh_dlc_throgg_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Throgg_Walking	wh_dlc_throgg_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Ungor_Running	wh_dlc_ungor_running	20	10	true	false	0.2	100	100
Battle_Individual_Vocalisation_Ungor_Walking	wh_dlc_ungor_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Dryad_Idle	wh_dlc_wef_dryad_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Dryad_Running	wh_dlc_wef_dryad_running	20	10	false	false	0.7	100	100
Battle_Individual_Vocalisation_Dryad_Walking	wh_dlc_wef_dryad_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Harpies_Idle	wh_dlc_wef_harpies_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Harpies_Running	wh_dlc_wef_harpies_running	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Harpies_Walking	wh_dlc_wef_harpies_walking	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Stag_Idle	wh_dlc_wef_stag_normal_idle	20	10	true	false	0.050000004	80	0
Battle_Individual_Vocalisation_Stag_Running	wh_dlc_wef_stag_normal_running	20	10	true	false	0.1	80	0
Battle_Individual_Vocalisation_Stag_Walking	wh_dlc_wef_stag_normal_walking	20	10	true	false	0.1	80	0
Battle_Individual_Vocalisation_Treekin_Idle	wh_dlc_wef_treekin_idle	20	10	true	false	0.050000004	100	100
Battle_Individual_Vocalisation_Treekin_Running	wh_dlc_wef_treekin_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Treekin_Walking	wh_dlc_wef_treekin_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Terrorgheist_Idle	wh_dragon_small_terrorgheist_idle	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Terrorgheist_Running	wh_dragon_small_terrorgheist_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Terrorgheist_Walking	wh_dragon_small_terrorgheist_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Wyvern_Idle	wh_dragon_small_wyvern_idle	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Wyvern_Running	wh_dragon_small_wyvern_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Dragon_Small_Wyvern_Walking	wh_dragon_small_wyvern_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Idle_Default	wh_dwarf_default_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Dwarf_Running_Default	wh_dwarf_default_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Walking_Default	wh_dwarf_default_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Idle_Ghost	wh_dwarf_ghost_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Dwarf_Running_Ghost	wh_dwarf_ghost_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Walking_Ghost	wh_dwarf_ghost_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Idle_Grombrindal	wh_dwarf_grombrindal_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Dwarf_Running_Grombrindal	wh_dwarf_grombrindal_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Walking_Grombrindal	wh_dwarf_grombrindal_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Idle_Runesmith	wh_dwarf_runesmith_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Running_Runesmith	wh_dwarf_runesmith_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Walking_Runesmith	wh_dwarf_runesmith_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Idle_Throne_Of_Power	wh_dwarf_throne_of_power_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Running_Throne_Of_Power	wh_dwarf_throne_of_power_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Dwarf_Walking_Throne_Of_Power	wh_dwarf_throne_of_power_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Elf_Female_Fatigue_Stop	wh_elf_female_fatigue	20	10	false	false	0.2	100	100
Battle_Individual_Vocalisation_Elf_Female_Idle	wh_elf_female_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Elf_Female_Running	wh_elf_female_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Elf_Female_Walking	wh_elf_female_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Elf_Male_Fatigue	wh_elf_male_fatigue	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Elf_Male_Idle	wh_elf_male_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Elf_Male_Running	wh_elf_male_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Elf_Male_Walking	wh_elf_male_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Idle_Balthasar_Gelt	wh_empire_balthasar_gelt_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Running_Balthasar_Gelt	wh_empire_balthasar_gelt_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Walking_Balthasar_Gelt	wh_empire_balthasar_gelt_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Fell_Bat_Idle	wh_fell_bat_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Fell_Bat_Running	wh_fell_bat_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Fell_Bat_Walking	wh_fell_bat_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Giant_Idle	wh_gaint_idle	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Giant_Running	wh_giant_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Giant_Walking	wh_giant_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Goblin_Fatigue	wh_goblin_fatigue	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Goblin_Idle	wh_goblin_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Goblin_Running	wh_goblin_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Goblin_Walking	wh_goblin_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Griffin_Demigryph_LH_Idle	wh_griffin_demigryph_LH_idle	20	10	true	false	0.050000004	100	100
Battle_Individual_Vocalisation_Griffin_Demigryph_LH_Running	wh_griffin_demigryph_LH_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Griffin_Demigryph_LH_Walking	wh_griffin_demigryph_LH_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Griffin_Demigryph_Idle	wh_griffin_demigryph_idle	20	10	true	false	0.050000004	100	100
Battle_Individual_Vocalisation_Griffin_Demigryph_Running	wh_griffin_demigryph_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Griffin_Demigryph_Walking	wh_griffin_demigryph_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Hell_Cannon_Idle	wh_hell_cannon_idle	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Hell_Cannon_Walking	wh_hell_cannon_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Horse_Ghost_Idle	wh_horse_ghost_idle	20	10	true	false	0.4	100	100
Battle_Individual_Vocalisation_Horse_Ghost_Running	wh_horse_ghost_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Horse_Ghost_Walking	wh_horse_ghost_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Horse_Normal_Idle	wh_horse_normal_idle	20	10	true	false	0.050000004	100	100
Battle_Individual_Vocalisation_Horse_Normal_Running	wh_horse_normal_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Horse_Normal_Walking	wh_horse_normal_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Horse_Skeleton_Idle	wh_horse_skeleton_idle	20	10	true	false	0.050000004	100	100
Battle_Individual_Vocalisation_Horse_Skeleton_Running	wh_horse_skeleton_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Horse_Skeleton_Walking	wh_horse_skeleton_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Human_Female_Fatigue_Stop	wh_human_female_fatigue	20	10	false	false	0.2	100	100
Battle_Individual_Vocalisation_Human_Female_Idle	wh_human_female_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Human_Female_Running	wh_human_female_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Human_Female_Walking	wh_human_female_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Fatigue_Stop_Human	wh_human_male_fatigue	20	10	false	false	0.2	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Idle_Human	wh_human_male_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Running_Human	wh_human_male_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Walking_Human	wh_human_male_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Lord_Of_Change_Idle	wh_lord_of_change_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Lord_Of_Change_Running	wh_lord_of_change_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Lord_Of_Change_Walking	wh_lord_of_change_walking	20	10	false	false	0.1	100	100
Battle_Individual_Artillery_Generic_Metal_Structure_Creaks	wh_metal_creaks	22	8	false	false	1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Fatigue_Stop_Necromancer	wh_necromancer_fatigue	20	10	false	false	0.2	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Idle_Necromancer	wh_necromancer_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Running_Necromancer	wh_necromancer_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Walking_Necromancer	wh_necromancer_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Orc_Fatigue	wh_orc_fatigue	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Orc_Idle	wh_orc_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Orc_Running	wh_orc_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Orc_Walking	wh_orc_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Skeleton_Idle	wh_skeleton_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Skeleton_Running	wh_skeleton_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Skeleton_Walking	wh_skeleton_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Spawn_Idle	wh_spawn_idle	20	10	true	false	0.050000004	100	100
Battle_Individual_Vocalisation_Spawn_Running	wh_spawn_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Spawn_Walking	wh_spawn_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Spider_Large_Idle	wh_spider_large_idle	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Spider_Large_Running	wh_spider_large_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Spider_Large_Walking	wh_spider_large_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Spider_Small_Idle	wh_spider_small_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Spider_Small_Running	wh_spider_small_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Spider_Small_Walking	wh_spider_small_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Tomb_Banshee_Idle	wh_tomb_banshee_idle	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Tomb_Banshee_Running	wh_tomb_banshee_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Tomb_Banshee_Walking	wh_tomb_banshee_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Troll_Idle	wh_troll_idle	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Troll_Running	wh_troll_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Troll_Walking	wh_troll_walking	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Blood_Knights_Idle	wh_vampire_blood_knight_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Blood_Knights_Running	wh_vampire_blood_knight_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Blood_Knights_Walking	wh_vampire_blood_knight_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Vampire_Female_Fatigue_Stop	wh_vampire_female_fatigue	20	10	false	false	0.2	100	100
Battle_Individual_Vocalisation_Vampire_Female_Idle	wh_vampire_female_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Vampire_Female_Running	wh_vampire_female_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Vampire_Female_Walking	wh_vampire_female_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Fatigue_Stop_Vampire	wh_vampire_male_fatigue	20	10	false	false	0.2	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Idle_Vampire	wh_vampire_male_idle	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Running_Vampire	wh_vampire_male_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Walking_Vampire	wh_vampire_male_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Var_Creature_Idle	wh_var_creature_idle	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Var_Creature_Running	wh_var_creatures_running	20	10	true	false	0.1	100	100
Battle_Individual_Vocalisation_Var_Creature_Walking	wh_var_creatures_walking	20	10	true	false	0.1	100	100
Battle_Individual_Artillery_Generic_Wood_Structure_Creaks	wh_wooden_creaks	22	8	false	false	1	100	100
Battle_Individual_Vocalisation_Wraith_Idle	wh_wraith_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Wraith_Running	wh_wraith_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Wraith_Walking	wh_wraith_walking	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Zombie_Idle	wh_zombie_idle	20	10	false	false	0.050000004	100	100
Battle_Individual_Vocalisation_Zombie_Running	wh_zombie_running	20	10	false	false	0.1	100	100
Battle_Individual_Vocalisation_Zombie_Walking	wh_zombie_walking	20	10	false	false	0.1	100	100
