agent_actions_tables	12
ability	agent	attribute	cannot_fail	critical_failure	critical_success	failure	opportune_failure	success	localised_action_name	localised_action_description	unique_id	target_attribute	critical_success_proportion_modifier	opportune_failure_proportion_modifier	critical_failure_proportion_modifier	chance_of_success	voiceover	icon_path	show_action_info_in_ui	subculture	succeed_always_override	order
passive_ability	champion	zeal	wh2_main_agent_action_passive_cannot_fail_stimulate_growth	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_stimulate_growth}}	[[col:yellow]]Increases [[img:icon_growth]][[/img]]growth in the local province by %n (reduces in enemy provinces).[[/col]]	wh2_main_agent_action_champion_passive_stimulate_growth	zeal	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/growth.png	true		true	0
assist_army	dignitary	authority	wh2_main_agent_action_assist_army_cannot_fail_replenish_troops	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_replenish_troops}}	[[col:yellow]]Increases [[img:icon_replenishment]][[/img]]replenishment of the parent army by %n%.[[/col]]	wh2_main_agent_action_dignitary_assist_army_replenish_troops	authority	0	0	1	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/replenishment.png	true		true	0
hinder_agent	dignitary	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_character_critical_failure	wh_main_agent_action_all_hinder_agent_success	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_agent_success	{{tr:agent_action_name_wound}}	[[col:yellow]]Wounds the target [[img:icon_hero]][[/img]]Hero.[[/col]]	wh2_main_agent_action_dignitary_hinder_agent_wound	authority	0	0	1	30	vo_campaign_action_enemy_character	ui/campaign ui/effect_bundles/wound_time.png	true		false	0
hinder_army	dignitary	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_assault_units	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_assault_units	{{tr:agent_action_name_assault_units}}	[[col:yellow]]Inflicts damage upon all units in the target army.[[/col]]	wh2_main_agent_action_dignitary_hinder_army_assault_units	zeal	0	0	0.75	50	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/disaster.png	true		false	0
hinder_army	dignitary	authority	wh2_main_agent_action_hinder_army_success_hinder_replenishment	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	{{tr:agent_action_name_hinder_replenishment}}	[[col:yellow]]Modifies the [[img:icon_replenishment]][[/img]]replenishment of the target army by %n%.[[/col]]	wh2_main_agent_action_dignitary_hinder_army_hinder_replenishment	authority	0	0	1	45	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/replenishment.png	true		false	0
hinder_settlement	dignitary	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	{{tr:agent_action_name_assault_garrison}}	[[col:yellow]]Inflicts damage upon the garrison of the target settlement.[[/col]]	wh2_main_agent_action_dignitary_hinder_settlement_assault_garrison	zeal	0	0	0.75	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_defence.png	true		false	0
hinder_settlement	dignitary	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	{{tr:agent_action_name_damage_building}}	[[col:yellow]]Inflicts damage upon a building in the target settlement.[[/col]]	wh2_main_agent_action_dignitary_hinder_settlement_damage_building	authority	0	0	1	45	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
hinder_settlement	dignitary	authority	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	{{tr:agent_action_name_damage_walls}}	[[col:yellow]]Damages the walls of the target settlement.[[/col]]	wh2_main_agent_action_dignitary_hinder_settlement_damage_walls	authority	0	0	0.5	60	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
hinder_settlement	dignitary	authority	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_critical_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	{{tr:agent_action_name_scout_settlement}}	[[col:yellow]]Scouts the ruined settlement to reveal any hidden threats.[[/col]]	wh2_main_agent_action_dignitary_hinder_settlement_scout_settlement	authority	0	0	0	100	vo_campaign_action_passive	 	false		true	0
passive_ability	dignitary	authority	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_cleanse_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_untainted]][[/img]]Untainted in the local province by %n.[[/col]]	wh2_main_agent_action_dignitary_passive_spread_corruption	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/religion.png	true		true	0
passive_ability	dignitary	authority	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_chs]][[/img]]Chaos corruption in the local province by %n.[[/col]]	wh2_main_agent_action_dignitary_passive_spread_corruption_chs	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/religion_chaos.png	true		true	0
passive_ability	dignitary	authority	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_vmp]][[/img]]Vampiric corruption in the local province by %n.[[/col]]	wh2_main_agent_action_dignitary_passive_spread_corruption_vmp	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/religion_undeath.png	true		true	0
passive_ability	dignitary	zeal	wh2_main_agent_action_passive_cannot_fail_spread_public_order	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_public_order}}	[[col:yellow]]Increases [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} in the local province by %n (reduces in enemy provinces).[[/col]]	wh2_main_agent_action_dignitary_passive_spread_public_order	zeal	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/public_order.png	true		true	0
passive_ability	dignitary	authority	wh2_main_agent_action_passive_cannot_fail_stimulate_growth	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_stimulate_growth}}	[[col:yellow]]Increases [[img:icon_growth]][[/img]]growth in the local province by %n (reduces in enemy provinces).[[/col]]	wh2_main_agent_action_dignitary_passive_stimulate_growth	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/growth.png	true		true	0
assist_army	engineer	zeal	wh2_main_agent_action_assist_army_cannot_fail_increase_mobility	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_increase_mobility}}	[[col:yellow]]Increases the campaign movement range of the parent army by %n%.[[/col]]	wh2_main_agent_action_engineer_assist_army_increase_mobility	zeal	0	0	1	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/campaign_movement.png	true		true	0
assist_army	engineer	zeal	wh2_main_agent_action_assist_army_cannot_fail_training	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_training}}	[[col:yellow]]Grants %n experience per turn to units serving in the parent army.[[/col]]	wh2_main_agent_action_engineer_assist_army_training	subterfuge	0	0	1	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/experience.png	true		true	0
hinder_agent	engineer	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_character_critical_failure	wh_main_agent_action_all_hinder_agent_success	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_agent_success	{{tr:agent_action_name_wound}}	[[col:yellow]]Wounds the target [[img:icon_hero]][[/img]]Hero.[[/col]]	wh2_main_agent_action_engineer_hinder_agent_wound	zeal	0	0	1	30	vo_campaign_action_enemy_character	ui/campaign ui/effect_bundles/wound_time.png	true		false	0
hinder_army	engineer	zeal	wh2_main_agent_action_hinder_army_success_block_army	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_block_army	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_block_army	{{tr:agent_action_name_block_army}}	[[col:yellow]]Modifies the campaign movement range of the target army by %n%.[[/col]]	wh2_main_agent_action_engineer_hinder_army_block_army	zeal	0	0	0.5	50	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/campaign_movement.png	true		false	0
hinder_settlement	engineer	authority	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	{{tr:agent_action_name_damage_walls}}	[[col:yellow]]Damages the walls of the target settlement.[[/col]]	wh2_main_agent_action_engineer_hinder_settlement_damage_walls	authority	0	0	0.5	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
hinder_settlement	engineer	authority	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_critical_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	{{tr:agent_action_name_scout_settlement}}	[[col:yellow]]Scouts the ruined settlement to reveal any hidden threats.[[/col]]	wh2_main_agent_action_engineer_hinder_settlement_scout_settlement	authority	0	0	0	100	vo_campaign_action_passive	 	false		true	0
hinder_settlement	engineer	authority	wh2_main_agent_action_hinder_settlement_success_steal_technology	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_steal_technology	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_steal_technology	{{tr:agent_action_name_steal_technology}}	[[col:yellow]]Reduces research time by %n% for 3 turns.[[/col]]	wh2_main_agent_action_engineer_hinder_settlement_steal_technology	authority	0	0	0.75	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/technology.png	true		false	0
hinder_settlement	engineer	authority	wh2_main_agent_action_engineer_hinder_settlement_success_warlock_engineer_ritual	wh2_main_agent_action_engineer_hinder_settlement_success_warlock_engineer_ritual	wh2_main_agent_action_engineer_hinder_settlement_success_warlock_engineer_ritual	wh2_main_agent_action_engineer_hinder_settlement_success_warlock_engineer_ritual	wh2_main_agent_action_engineer_hinder_settlement_success_warlock_engineer_ritual	wh2_main_agent_action_engineer_hinder_settlement_success_warlock_engineer_ritual	{{tr:agent_action_name_cause_earthquake}}	[[col:yellow]]Damages the walls and buildings of the target settlement.[[/col]]\n[[col:red]]This action will kill the Warlock Engineer![[/col]]	wh2_main_agent_action_engineer_hinder_settlement_warlock_engineer_ritual	authority	0	0	0	100	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		true	0
passive_ability	engineer	zeal	wh2_main_agent_action_passive_cannot_fail_boost_income	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_boost_income}}	[[col:yellow]]Increases the {{tr:icon_income}}income generated by buildings in the local province by %n% (reduces in enemy provinces).[[/col]]	wh2_main_agent_action_engineer_passive_boost_income	zeal	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/income.png	true		true	1
assist_army	runesmith	subterfuge	wh2_main_agent_action_assist_army_cannot_fail_scouting	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_scouting}}	[[col:yellow]]Increases the parent army's chance of finding a magic item after winning a battle by %n%.[[/col]]	wh2_main_agent_action_runesmith_assist_army_scouting	subterfuge	0	0	1	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/item_ability.png	true		true	0
assist_army	runesmith	subterfuge	wh2_main_agent_action_assist_army_cannot_fail_training	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_training}}	[[col:yellow]]Grants %n experience per turn to units serving in the parent army.[[/col]]	wh2_main_agent_action_runesmith_assist_army_training	subterfuge	0	0	1	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/experience.png	true		true	0
hinder_agent	runesmith	subterfuge	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_character_critical_failure	wh_main_agent_action_all_hinder_agent_success	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_agent_success	{{tr:agent_action_name_wound}}	[[col:yellow]]Wounds the target [[img:icon_hero]][[/img]]Hero.[[/col]]	wh2_main_agent_action_runesmith_hinder_agent_wound	subterfuge	0	0	1	30	vo_campaign_action_enemy_character	ui/campaign ui/effect_bundles/wound_time.png	true		false	0
hinder_army	runesmith	subterfuge	wh2_main_agent_action_hinder_army_success_hinder_replenishment	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	{{tr:agent_action_name_hinder_replenishment}}	[[col:yellow]]Modifies the [[img:icon_replenishment]][[/img]]replenishment of the target army by %n%.[[/col]]	wh2_main_agent_action_runesmith_hinder_army_hinder_replenishment	subterfuge	0	0	1	45	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/replenishment.png	true		false	0
hinder_settlement	runesmith	subterfuge	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	{{tr:agent_action_name_damage_walls}}	[[col:yellow]]Damages the walls of the target settlement.[[/col]]	wh2_main_agent_action_runesmith_hinder_settlement_damage_walls	subterfuge	0	0	0.5	60	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
hinder_settlement	runesmith	subterfuge	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_critical_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	{{tr:agent_action_name_scout_settlement}}	[[col:yellow]]Scouts the ruined settlement to reveal any hidden threats.[[/col]]	wh2_main_agent_action_runesmith_hinder_settlement_scout_settlement	subterfuge	0	0	0	100	vo_campaign_action_passive	 	false		true	0
passive_ability	runesmith	subterfuge	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_cleanse_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_untainted]][[/img]]Untainted in the local province by %n.[[/col]]	wh2_main_agent_action_runesmith_passive_spread_corruption	subterfuge	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/religion.png	true		true	0
passive_ability	runesmith	subterfuge	wh2_main_agent_action_passive_cannot_fail_spread_public_order	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_public_order}}	[[col:yellow]]Increases [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} in the local province by %n (reduces in enemy provinces).[[/col]]	wh2_main_agent_action_runesmith_passive_spread_public_order	subterfuge	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/public_order.png	true		true	0
assist_army	spy	subterfuge	wh2_main_agent_action_assist_army_cannot_fail_increase_mobility	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_increase_mobility}}	[[col:yellow]]Increases the campaign movement range of the parent army by %n%.[[/col]]	wh2_main_agent_action_spy_assist_army_increase_mobility	subterfuge	0	0	1	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/campaign_movement.png	true		true	0
assist_army	spy	subterfuge	wh2_main_agent_action_assist_army_cannot_fail_replenish_troops	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_replenish_troops}}	[[col:yellow]]Increases [[img:icon_replenishment]][[/img]]replenishment of the parent army by %n%.[[/col]]	wh2_main_agent_action_spy_assist_army_replenish_troops	subterfuge	0	0	1	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/replenishment.png	true		true	0
assist_army	spy	subterfuge	wh2_main_agent_action_assist_army_cannot_fail_scavenge	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_scavenge}}	[[col:yellow]]Increases the {{tr:icon_income}}income of post-battle loot earned by the parent army by %n%.[[/col]]	wh2_main_agent_action_spy_assist_army_scavenge	subterfuge	0	0	1	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/income.png	true		true	0
assist_army	spy	subterfuge	wh2_main_agent_action_assist_army_cannot_fail_training	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_training}}	[[col:yellow]]Grants %n experience per turn to units serving in the parent army.[[/col]]	wh2_main_agent_action_spy_assist_army_training	subterfuge	0	0	1	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/experience.png	true		true	0
hinder_agent	spy	subterfuge	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_character_critical_failure	wh_main_agent_action_all_hinder_agent_critical_success	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_agent_success	{{tr:agent_action_name_assassinate}}	[[col:yellow]]Kills the target [[img:icon_hero]][[/img]]Hero.[[/col]]	wh2_main_agent_action_spy_hinder_agent_assassinate	subterfuge	3	0	0.5	35	vo_campaign_action_enemy_character	ui/campaign ui/effect_bundles/subterfuge.png	true		false	0
hinder_army	spy	subterfuge	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_assault_units	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_assault_units	{{tr:agent_action_name_assault_units}}	[[col:yellow]]Inflicts damage upon all units in the target army.[[/col]]	wh2_main_agent_action_spy_hinder_army_assault_units	subterfuge	0	0	0.75	50	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/disaster.png	true		false	0
hinder_army	spy	subterfuge	wh2_main_agent_action_hinder_army_success_block_army	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_block_army	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_block_army	{{tr:agent_action_name_block_army}}	[[col:yellow]]Modifies the campaign movement range of the target army by %n%.[[/col]]	wh2_main_agent_action_spy_hinder_army_block_army	subterfuge	0	0	0.5	50	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/campaign_movement.png	true		false	0
hinder_army	spy	subterfuge	wh2_main_agent_action_hinder_army_success_hinder_replenishment	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	{{tr:agent_action_name_hinder_replenishment}}	[[col:yellow]]Modifies the [[img:icon_replenishment]][[/img]]replenishment of the target army by %n%.[[/col]]	wh2_main_agent_action_spy_hinder_army_hinder_replenishment	subterfuge	0	0	1	45	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/replenishment.png	true		false	0
hinder_character	spy	subterfuge	wh2_dlc10_agent_action_shadow_walker_hinder_agent_success	wh2_dlc10_agent_action_shadow_walker_hinder_agent_success	wh2_dlc10_agent_action_shadow_walker_hinder_agent_success	wh2_dlc10_agent_action_shadow_walker_hinder_agent_success	wh2_dlc10_agent_action_shadow_walker_hinder_agent_success	wh2_dlc10_agent_action_shadow_walker_hinder_agent_success	{{tr:agent_action_name_assassinate}}	[[col:yellow]]Kills the target Character.[[/col]]\n[[col:red]]This action will kill the Hand of the Shadow Crown![[/col]]	wh2_main_agent_action_spy_hinder_character_assassinate	subterfuge	3	0	0.5	100	vo_campaign_action_enemy_character	ui/campaign ui/effect_bundles/subterfuge.png	true		true	0
hinder_settlement	spy	subterfuge	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_assault_garrison	{{tr:agent_action_name_assault_garrison}}	[[col:yellow]]Inflicts damage upon the garrison of the target settlement.[[/col]]	wh2_main_agent_action_spy_hinder_settlement_assault_garrison	subterfuge	0	0	0.75	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_defence.png	true		false	0
hinder_settlement	spy	subterfuge	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	{{tr:agent_action_name_damage_walls}}	[[col:yellow]]Damages the walls of the target settlement.[[/col]]	wh2_main_agent_action_spy_hinder_settlement_damage_walls	subterfuge	0	0	0.5	60	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
hinder_settlement	spy	subterfuge	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_critical_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	{{tr:agent_action_name_scout_settlement}}	[[col:yellow]]Scouts the ruined settlement to reveal any hidden threats.[[/col]]	wh2_main_agent_action_spy_hinder_settlement_scout_settlement	subterfuge	0	0	0	100	vo_campaign_action_passive	 	false		true	0
passive_ability	spy	subterfuge	wh2_main_agent_action_passive_cannot_fail_boost_income	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_boost_income}}	[[col:yellow]]Increases the {{tr:icon_income}}income generated by buildings in the local province by %n% (reduces in enemy provinces).[[/col]]	wh2_main_agent_action_spy_passive_boost_income	subterfuge	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/income.png	true		true	0
passive_ability	spy	subterfuge	wh2_main_agent_action_passive_cannot_fail_increase_slave_income	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_increase_slave_income}}	[[col:yellow]]Increases the {{tr:icon_income}}income generated by [[img:icon_slaves]][[/img]]slaves in the local province by %n%.[[/col]]	wh2_main_agent_action_spy_passive_increase_slave_income	subterfuge	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/slaves.png	true		true	0
passive_ability	spy	subterfuge	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_cleanse_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_untainted]][[/img]]Untainted in the local province by %n.[[/col]]	wh2_main_agent_action_spy_passive_spread_corruption	subterfuge	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/religion.png	true		true	0
