technology_nodes_tables	3
campaign_key	faction_key	indent	key	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost
		7	tech_dlc09_tmb_extra_army_7	tech_dlc09_tmb_extra_army_7	tmb_mil	12	1	0	0		wh2_dlc09_tmb_tech_follower_unlock
		8	tech_dlc09_tmb_faction_target_1	tech_dlc09_tmb_faction_target_1	tmb_mil	0	1	5000	0		
		8	tech_dlc09_tmb_faction_target_2	tech_dlc09_tmb_faction_target_2	tmb_mil	2	1	5000	0		
		8	tech_dlc09_tmb_faction_target_3	tech_dlc09_tmb_faction_target_3	tmb_mil	4	1	5000	0		
		8	tech_dlc09_tmb_faction_target_4	tech_dlc09_tmb_faction_target_4	tmb_mil	6	1	5000	0		
		8	tech_dlc09_tmb_faction_target_5	tech_dlc09_tmb_faction_target_5	tmb_mil	8	1	5000	0		
		8	tech_dlc09_tmb_faction_target_6	tech_dlc09_tmb_faction_target_6	tmb_mil	10	1	5000	0		
		4	tech_dlc09_tmb_legions_of_legend	tech_dlc09_tmb_legions_of_legend	tmb_mil	13	500	0	0		
		1	tech_dlc09_tmb_liche_priest_1	tech_dlc09_tmb_liche_priest_1	tmb_mil	1	1	0	0		wh2_dlc09_tmb_tech_agent_unlock
		3	tech_dlc09_tmb_liche_priest_2	tech_dlc09_tmb_liche_priest_2	tmb_mil	3	1	1000	0		
		2	tech_dlc09_tmb_liche_priest_3	tech_dlc09_tmb_liche_priest_3	tmb_mil	5	1	2500	0		
		2	tech_dlc09_tmb_liche_priest_4	tech_dlc09_tmb_liche_priest_4	tmb_mil	7	1	2500	0		
		1	tech_dlc09_tmb_liche_priest_5	tech_dlc09_tmb_liche_priest_5	tmb_mil	9	1	0	0		wh2_dlc09_tmb_tech_agent_unlock
		3	tech_dlc09_tmb_liche_priest_6	tech_dlc09_tmb_liche_priest_6	tmb_mil	11	1	1000	0		
		2	tech_dlc09_tmb_necrotect_1	tech_dlc09_tmb_necrotect_1	tmb_mil	1	1	2500	0		
		1	tech_dlc09_tmb_necrotect_2	tech_dlc09_tmb_necrotect_2	tmb_mil	3	1	0	0		wh2_dlc09_tmb_tech_agent_unlock
		3	tech_dlc09_tmb_necrotect_3	tech_dlc09_tmb_necrotect_3	tmb_mil	5	1	1000	0		
		1	tech_dlc09_tmb_necrotect_4	tech_dlc09_tmb_necrotect_4	tmb_mil	7	1	0	0		wh2_dlc09_tmb_tech_agent_unlock
		3	tech_dlc09_tmb_necrotect_5	tech_dlc09_tmb_necrotect_5	tmb_mil	9	1	1000	0		
		2	tech_dlc09_tmb_necrotect_6	tech_dlc09_tmb_necrotect_6	tmb_mil	11	1	2500	0		
		0	tech_dlc09_tmb_tomb_king_1	tech_dlc09_tmb_tomb_king_1	tmb_mil	0	1	0	0		wh2_dlc09_tmb_tech_tomb_king_unlock
		0	tech_dlc09_tmb_tomb_king_2	tech_dlc09_tmb_tomb_king_2	tmb_mil	2	1	0	0		wh2_dlc09_tmb_tech_tomb_king_unlock
		0	tech_dlc09_tmb_tomb_king_3	tech_dlc09_tmb_tomb_king_3	tmb_mil	4	1	0	0		wh2_dlc09_tmb_tech_tomb_king_unlock
		0	tech_dlc09_tmb_tomb_king_4	tech_dlc09_tmb_tomb_king_4	tmb_mil	6	1	0	0		wh2_dlc09_tmb_tech_tomb_king_unlock
		0	tech_dlc09_tmb_tomb_king_5	tech_dlc09_tmb_tomb_king_5	tmb_mil	8	1	0	0		wh2_dlc09_tmb_tech_tomb_king_unlock
		0	tech_dlc09_tmb_tomb_king_6	tech_dlc09_tmb_tomb_king_6	tmb_mil	10	1	0	0		wh2_dlc09_tmb_tech_tomb_king_unlock
		3	tech_dlc09_tmb_tomb_prince_1	tech_dlc09_tmb_tomb_prince_1	tmb_mil	1	1	1000	0		
		2	tech_dlc09_tmb_tomb_prince_2	tech_dlc09_tmb_tomb_prince_2	tmb_mil	3	1	2500	0		
		1	tech_dlc09_tmb_tomb_prince_3	tech_dlc09_tmb_tomb_prince_3	tmb_mil	5	1	0	0		wh2_dlc09_tmb_tech_agent_unlock
		3	tech_dlc09_tmb_tomb_prince_4	tech_dlc09_tmb_tomb_prince_4	tmb_mil	7	1	1000	0		
		2	tech_dlc09_tmb_tomb_prince_5	tech_dlc09_tmb_tomb_prince_5	tmb_mil	9	1	2500	0		
		1	tech_dlc09_tmb_tomb_prince_6	tech_dlc09_tmb_tomb_prince_6	tmb_mil	11	1	0	0		wh2_dlc09_tmb_tech_agent_unlock
		0	tech_dlc11_brt_chivalry_vampire_coast_1	tech_dlc11_brt_chivalry_vampire_coast_1	brt_mil	5	500	0	0		
		2	tech_dwf_civ_0_2	tech_dwf_civ_0_2	dwf_civ	0	100	0	0		
		0	tech_dwf_civ_1_0	tech_dwf_civ_1_0	dwf_civ	1	300	0	0		
		1	tech_dwf_civ_1_1	tech_dwf_civ_1_1	dwf_civ	1	300	0	0		
		3	tech_dwf_civ_1_3	tech_dwf_civ_1_3	dwf_civ	1	300	0	0		
		4	tech_dwf_civ_1_4	tech_dwf_civ_1_4	dwf_civ	1	300	0	0		
		0	tech_dwf_civ_2_0	tech_dwf_civ_2_0	dwf_civ	2	400	0	0		
		1	tech_dwf_civ_2_1	tech_dwf_civ_2_1	dwf_civ	2	400	0	0		
		2	tech_dwf_civ_2_2	tech_dwf_civ_2_2	dwf_civ	2	400	0	0		
		3	tech_dwf_civ_2_3	tech_dwf_civ_2_3	dwf_civ	2	400	0	0		
		4	tech_dwf_civ_2_4	tech_dwf_civ_2_4	dwf_civ	2	400	0	0		
		0	tech_dwf_civ_3_0	tech_dwf_civ_3_0	dwf_civ	3	500	0	0		
		1	tech_dwf_civ_3_1	tech_dwf_civ_3_1	dwf_civ	3	500	0	0		
		2	tech_dwf_civ_3_2	tech_dwf_civ_3_2	dwf_civ	3	500	0	0		
		3	tech_dwf_civ_3_3	tech_dwf_civ_3_3	dwf_civ	3	500	0	0		
		4	tech_dwf_civ_3_4	tech_dwf_civ_3_4	dwf_civ	3	500	0	0		
		0	tech_dwf_civ_4_0	tech_dwf_civ_4_0	dwf_civ	4	600	0	0		
		1	tech_dwf_civ_4_1	tech_dwf_civ_4_1	dwf_civ	4	600	0	0		
		2	tech_dwf_civ_4_2	tech_dwf_civ_4_2	dwf_civ	4	600	0	0		
		4	tech_dwf_civ_4_4	tech_dwf_civ_4_4	dwf_civ	4	600	0	0		
		0	tech_dwf_civ_5_0	tech_dwf_civ_5_0	dwf_civ	5	800	0	0		
		1	tech_dwf_civ_5_1	tech_dwf_civ_5_1	dwf_civ	5	800	0	0		
		2	tech_dwf_civ_5_2	tech_dwf_civ_5_2	dwf_civ	5	800	0	0		
		3	tech_dwf_civ_5_3	tech_dwf_civ_5_3	dwf_civ	5	800	0	0		
		4	tech_dwf_civ_5_4	tech_dwf_civ_5_4	dwf_civ	5	800	0	0		
		0	tech_dwf_civ_6_0	tech_dwf_civ_6_0	dwf_civ	6	1200	0	0		
		1	tech_dwf_civ_6_1	tech_dwf_civ_6_1	dwf_civ	6	1200	0	0		
		2	tech_dwf_civ_6_2	tech_dwf_civ_6_2	dwf_civ	6	1200	0	0		
		3	tech_dwf_civ_6_3	tech_dwf_civ_6_3	dwf_civ	6	1200	0	0		
		4	tech_dwf_civ_6_4	tech_dwf_civ_6_4	dwf_civ	6	1200	0	0		
		0	tech_dwf_civ_7_0	tech_dwf_civ_7_0	dwf_civ	7	1500	0	0		
		1	tech_dwf_civ_7_1	tech_dwf_civ_7_1	dwf_civ	7	1500	0	0		
		2	tech_dwf_civ_7_2	tech_dwf_civ_7_2	dwf_civ	7	2000	0	0		
		4	tech_dwf_civ_7_4	tech_dwf_civ_7_4	dwf_civ	7	1	10000	0		
		2	tech_dwf_mil_0_2	tech_dwf_mil_0_2	dwf_mil	0	100	0	0		
		0	tech_dwf_mil_1_0	tech_dwf_mil_1_0	dwf_mil	1	300	0	0		
		1	tech_dwf_mil_1_1	tech_dwf_mil_1_1	dwf_mil	1	300	0	0		
		3	tech_dwf_mil_1_3	tech_dwf_mil_1_3	dwf_mil	1	300	0	0		
		4	tech_dwf_mil_1_4	tech_dwf_mil_1_4	dwf_mil	1	300	0	0		
		0	tech_dwf_mil_2_0	tech_dwf_mil_2_0	dwf_mil	2	400	0	0		
		1	tech_dwf_mil_2_1	tech_dwf_mil_2_1	dwf_mil	2	400	0	0		
		2	tech_dwf_mil_2_2	tech_dwf_mil_2_2	dwf_mil	2	400	0	0		
		3	tech_dwf_mil_2_3	tech_dwf_mil_2_3	dwf_mil	2	400	0	0		
		4	tech_dwf_mil_2_4	tech_dwf_mil_2_4	dwf_mil	2	400	0	0		
		1	tech_dwf_mil_3_1	tech_dwf_mil_3_1	dwf_mil	3	500	0	0		
		2	tech_dwf_mil_3_2	tech_dwf_mil_3_2	dwf_mil	3	500	0	0		
		3	tech_dwf_mil_3_3	tech_dwf_mil_3_3	dwf_mil	3	500	0	0		
		4	tech_dwf_mil_3_4	tech_dwf_mil_3_4	dwf_mil	3	500	0	0		
		0	tech_dwf_mil_4_0	tech_dwf_mil_4_0	dwf_mil	4	600	0	0		
		1	tech_dwf_mil_4_1	tech_dwf_mil_4_1	dwf_mil	4	600	0	0		
		2	tech_dwf_mil_4_2	tech_dwf_mil_4_2	dwf_mil	4	600	0	0		
		4	tech_dwf_mil_4_4	tech_dwf_mil_4_4	dwf_mil	4	600	0	0		
		0	tech_dwf_mil_4_5	tech_dwf_mil_4_5	dwf_mil	3	600	0	0		
		0	tech_dwf_mil_5_0	tech_dwf_mil_5_0	dwf_mil	5	700	0	0		
		1	tech_dwf_mil_5_1	tech_dwf_mil_5_1	dwf_mil	5	700	0	0		
		2	tech_dwf_mil_5_2	tech_dwf_mil_5_2	dwf_mil	5	700	0	0		
		3	tech_dwf_mil_5_3	tech_dwf_mil_5_3	dwf_mil	5	700	0	0		
		4	tech_dwf_mil_5_4	tech_dwf_mil_5_4	dwf_mil	5	700	0	0		
		0	tech_dwf_mil_6_0	tech_dwf_mil_6_0	dwf_mil	6	800	0	0		
		1	tech_dwf_mil_6_1	tech_dwf_mil_6_1	dwf_mil	6	800	0	0		
		2	tech_dwf_mil_6_2	tech_dwf_mil_6_2	dwf_mil	6	800	0	0		
		3	tech_dwf_mil_6_3	tech_dwf_mil_6_3	dwf_mil	6	800	0	0		
		4	tech_dwf_mil_6_4	tech_dwf_mil_6_4	dwf_mil	6	800	0	0		
		0	tech_dwf_mil_7_0	tech_dwf_mil_7_0	dwf_mil	7	1000	0	0		
		1	tech_dwf_mil_7_1	tech_dwf_mil_7_1	dwf_mil	7	1000	0	0		
		2	tech_dwf_mil_7_2	tech_dwf_mil_7_2	dwf_mil	7	1000	0	0		
		3	tech_dwf_mil_7_3	tech_dwf_mil_7_3	dwf_mil	7	1000	0	0		
		4	tech_dwf_mil_7_4	tech_dwf_mil_7_4	dwf_mil	7	1000	0	0		
		0	tech_dwf_mil_8_0	tech_dwf_mil_8_0	dwf_mil	8	1200	0	0		
		1	tech_dwf_mil_8_1	tech_dwf_mil_8_1	dwf_mil	8	1200	0	0		
		3	tech_dwf_mil_8_3	tech_dwf_mil_8_3	dwf_mil	8	1200	0	0		
		4	tech_dwf_mil_8_4	tech_dwf_mil_8_4	dwf_mil	8	1200	0	0		
		0	tech_dwf_mil_9_0	tech_dwf_mil_9_0	dwf_mil	9	1200	0	0		
		1	tech_dwf_mil_9_1	tech_dwf_mil_9_1	dwf_mil	9	1500	0	0		
		2	tech_dwf_mil_9_2	tech_dwf_mil_9_2	dwf_mil	9	1500	0	0		
		3	tech_dwf_mil_9_3	tech_dwf_mil_9_3	dwf_mil	9	1500	0	0		
		5	tech_emp_academy_1	tech_emp_academy_1	emp_civ	0	1200	0	0		
		5	tech_emp_academy_2	tech_emp_academy_2	emp_civ	1	1200	0	0		
		5	tech_emp_academy_3	tech_emp_academy_3	emp_civ	2	1200	0	0		
		0	tech_emp_barracks_1	tech_emp_barracks_1	emp_civ	0	800	0	0		
		0	tech_emp_barracks_2	tech_emp_barracks_2	emp_civ	1	800	0	0		
		0	tech_emp_barracks_3	tech_emp_barracks_3	emp_civ	2	800	0	0		
		0	tech_emp_barracks_4	tech_emp_barracks_4	emp_civ	3	1200	0	0		
		0	tech_emp_barracks_5	tech_emp_barracks_5	emp_civ	4	1200	0	0		
		0	tech_emp_barracks_6	tech_emp_barracks_6	emp_civ	5	1200	0	0		
		2	tech_emp_forges_1	tech_emp_forges_1	emp_civ	0	800	0	0		
		2	tech_emp_forges_2	tech_emp_forges_2	emp_civ	1	800	0	0		
		2	tech_emp_forges_3	tech_emp_forges_3	emp_civ	2	800	0	0		
		2	tech_emp_forges_4	tech_emp_forges_4	emp_civ	3	1500	0	0		
		2	tech_emp_forges_5	tech_emp_forges_5	emp_civ	4	1500	0	0		
		2	tech_emp_forges_6	tech_emp_forges_6	emp_civ	5	1500	0	0		
		4	tech_emp_port_1	tech_emp_port_1	emp_civ	0	600	0	0		
		4	tech_emp_port_2	tech_emp_port_2	emp_civ	1	600	0	0		
		4	tech_emp_port_3	tech_emp_port_3	emp_civ	2	600	0	0		
		3	tech_emp_smith_1	tech_emp_smith_1	emp_civ	0	1000	0	0		
		3	tech_emp_smith_2	tech_emp_smith_2	emp_civ	1	1000	0	0		
		3	tech_emp_smith_3	tech_emp_smith_3	emp_civ	2	1000	0	0		
		3	tech_emp_smith_4	tech_emp_smith_4	emp_civ	3	1500	0	0		
		3	tech_emp_smith_5	tech_emp_smith_5	emp_civ	4	1500	0	0		
		3	tech_emp_smith_6	tech_emp_smith_6	emp_civ	5	1500	0	0		
		1	tech_emp_stables_1	tech_emp_stables_1	emp_civ	0	800	0	0		
		1	tech_emp_stables_2	tech_emp_stables_2	emp_civ	1	800	0	0		
		1	tech_emp_stables_3	tech_emp_stables_3	emp_civ	2	800	0	0		
		1	tech_emp_stables_4	tech_emp_stables_4	emp_civ	3	1500	0	0		
		1	tech_emp_stables_5	tech_emp_stables_5	emp_civ	4	1500	0	0		
		1	tech_emp_stables_6	tech_emp_stables_6	emp_civ	5	1500	0	0		
		4	tech_emp_worship_1	tech_emp_worship_1	emp_civ	3	1000	0	0		
		4	tech_emp_worship_2	tech_emp_worship_2	emp_civ	4	1000	0	0		
		4	tech_emp_worship_3	tech_emp_worship_3	emp_civ	5	1000	0	0		
		4	tech_grn_main_1_1	tech_grn_main_1_1	grn_test	0	600	0	0		
		4	tech_grn_main_1_2	tech_grn_main_1_2	grn_test	1	600	0	0		
		4	tech_grn_main_1_3	tech_grn_main_1_3	grn_test	2	600	0	0		
		4	tech_grn_main_1_4	tech_grn_main_1_4	grn_test	3	600	0	0		
		4	tech_grn_main_2_1	tech_grn_main_2_1	grn_test	4	1200	0	0		
		4	tech_grn_main_2_2	tech_grn_main_2_2	grn_test	5	1200	0	0		
		4	tech_grn_main_2_3	tech_grn_main_2_3	grn_test	6	1200	0	0		
		7	tech_grn_main_3_1	tech_grn_main_3_1	grn_test	4	1200	0	0		
		7	tech_grn_main_3_2	tech_grn_main_3_2	grn_test	5	1200	0	0		
		7	tech_grn_main_3_3	tech_grn_main_3_3	grn_test	6	1200	0	0		
		0	tech_grn_main_4_1	tech_grn_main_4_1	grn_test	3	1200	0	0		
		1	tech_grn_main_best_stuff_is_ourz	tech_grn_main_best_stuff_is_ourz	grn_mil	5	100	0	0		
		6	tech_grn_main_big_boss_is_watchin_you	tech_grn_main_big_boss_is_watchin_you	grn_mil	4	100	0	0		
		2	tech_grn_main_da_bigger_da_better	tech_grn_main_da_bigger_da_better	grn_mil	4	100	0	0		
		3	tech_grn_main_da_red_wuns_go_fasta	tech_grn_main_da_red_wuns_go_fasta	grn_mil	4	100	0	0		
		6	tech_grn_main_dat_fort_can_be_bigga	tech_grn_main_dat_fort_can_be_bigga	grn_mil	3	100	0	0		
		2	tech_grn_main_do_as_yur_told	tech_grn_main_do_as_yur_told	grn_mil	1	100	0	0		
		4	tech_grn_main_egstensiv_training_program	tech_grn_main_egstensiv_training_program	grn_mil	2	100	0	0		
		4	tech_grn_main_endlus_green_tide	tech_grn_main_endlus_green_tide	grn_mil	5	100	0	0		
		3	tech_grn_main_extra_big_wheelz	tech_grn_main_extra_big_wheelz	grn_mil	5	100	0	0		
		2	tech_grn_main_fight_in_da_pitz	tech_grn_main_fight_in_da_pitz	grn_mil	3	100	0	0		
		1	tech_grn_main_follow_da_biggest	tech_grn_main_follow_da_biggest	grn_mil	1	100	0	0		
		5	tech_grn_main_funguz_brew_supa_strong	tech_grn_main_funguz_brew_supa_strong	grn_mil	6	100	0	0		
		1	tech_grn_main_get_two_of_da_choppas	tech_grn_main_get_two_of_da_choppas	grn_mil	2	100	0	0		
		0	tech_grn_main_jump_n_thump	tech_grn_main_jump_n_thump	grn_mil	4	100	0	0		
		3	tech_grn_main_keep_goin_afta_dem	tech_grn_main_keep_goin_afta_dem	grn_mil	5	100	0	0		
		2	tech_grn_main_knock_dem_eadz	tech_grn_main_knock_dem_eadz	grn_mil	3	100	0	0		
		7	tech_grn_main_lets_fight_dem_dwarfs	tech_grn_main_lets_fight_dem_dwarfs	grn_mil	1	100	0	0		
		7	tech_grn_main_lets_fight_dem_hummies	tech_grn_main_lets_fight_dem_hummies	grn_mil	2	100	0	0		
		4	tech_grn_main_line_up_for_fun_thingz	tech_grn_main_line_up_for_fun_thingz	grn_mil	6	100	0	0		
		1	tech_grn_main_loot_dat_armor	tech_grn_main_loot_dat_armor	grn_mil	3	100	0	0		
		5	tech_grn_main_make_em_more_pointy	tech_grn_main_make_em_more_pointy	grn_mil	2	100	0	0		
		5	tech_grn_main_meat_for_da_spiderz	tech_grn_main_meat_for_da_spiderz	grn_mil	4	100	0	0		
		2	tech_grn_main_more_boys_more_fight	tech_grn_main_more_boys_more_fight	grn_mil	6	100	0	0		
		4	tech_grn_main_nikkit_all	tech_grn_main_nikkit_all	grn_mil	3	100	0	0		
		6	tech_grn_main_no_fightin_til_dis_finusht	tech_grn_main_no_fightin_til_dis_finusht	grn_mil	2	100	0	0		
		7	tech_grn_main_no_stuff_for_losahs	tech_grn_main_no_stuff_for_losahs	grn_mil	3	100	0	0		
		3	tech_grn_main_promis_of_plunder	tech_grn_main_promis_of_plunder	grn_mil	3	100	0	0		
		5	tech_grn_main_sacrifices_for_dat_big_thing	tech_grn_main_sacrifices_for_dat_big_thing	grn_mil	5	100	0	0		
		5	tech_grn_main_shoot_fasta	tech_grn_main_shoot_fasta	grn_mil	1	100	0	0		
		2	tech_grn_main_shrug_it_off	tech_grn_main_shrug_it_off	grn_mil	2	100	0	0		
		4	tech_grn_main_simpul_trainin_program	tech_grn_main_simpul_trainin_program	grn_mil	2	100	0	0		
		2	tech_grn_main_squigs	tech_grn_main_squigs	grn_test	1	1200	0	0		
		4	tech_grn_main_stikkem_up	tech_grn_main_stikkem_up	grn_mil	1	100	0	0		
		3	tech_grn_main_tis_not_komplikatud	tech_grn_main_tis_not_komplikatud	grn_mil	6	100	0	0		
		2	tech_grn_main_train_arder	tech_grn_main_train_arder	grn_mil	5	100	0	0		
		0	tech_grn_main_trololol	tech_grn_main_trololol	grn_mil	2	100	0	0		
		0	tech_grn_main_trolololol	tech_grn_main_trolololol	grn_mil	3	100	0	0		
		2	tech_grn_main_waaaagh_arder	tech_grn_main_waaaagh_arder	grn_mil	7	100	0	0		
		1	tech_grn_main_we_ar_da_best	tech_grn_main_we_ar_da_best	grn_mil	6	100	0	0		
		7	tech_grn_main_we_dun_like_dat	tech_grn_main_we_dun_like_dat	grn_mil	4	100	0	0		
		0	tech_grn_main_we_like_dem_skin_pictures	tech_grn_main_we_like_dem_skin_pictures	grn_mil	1	100	0	0		
		6	tech_grn_main_we_strong_join_uz	tech_grn_main_we_strong_join_uz	grn_mil	1	100	0	0		
		0	tech_grn_main_wer_gonna_fight	tech_grn_main_wer_gonna_fight	grn_mil	0	100	0	0		
		3	tech_grn_side_1_1_1	tech_grn_side_1_1_1	grn_test	0	800	0	0		
		5	tech_grn_side_1_1_2	tech_grn_side_1_1_2	grn_test	0	800	0	0		
		3	tech_grn_side_1_2_1	tech_grn_side_1_2_1	grn_test	1	800	0	0		
		5	tech_grn_side_1_2_2	tech_grn_side_1_2_2	grn_test	1	800	0	0		
		5	tech_grn_side_1_3_1	tech_grn_side_1_3_2	grn_test	2	800	0	0		
		3	tech_grn_side_1_4_1	tech_grn_side_1_3_1	grn_test	2	800	0	0		
		3	tech_grn_side_2_1_1	tech_grn_side_2_1_1	grn_test	4	1200	0	0		
		3	tech_grn_side_2_2_1	tech_grn_side_2_2_1	grn_test	5	1200	0	0		
		5	tech_grn_side_2_3_1	tech_grn_side_2_3_1	grn_test	5	1200	0	0		
		8	tech_grn_side_3_1_1	tech_grn_side_3_1_1	grn_test	4	1200	0	0		
		8	tech_grn_side_3_2_1	tech_grn_side_3_2_1	grn_test	5	1200	0	0		
		8	tech_grn_side_3_3_1	tech_grn_side_3_3_1	grn_test	6	1200	0	0		
		1	tech_grn_side_4_1_1	tech_grn_side_4_1_1	grn_test	4	1200	0	0		
		1	tech_grn_unlock_arachnarok	tech_grn_unlock_arachnarok	grn_test	3	1200	0	0		
		7	tech_grn_unlock_doomdiver	tech_grn_unlock_doomdiver	grn_test	3	1200	0	0		
		8	tech_grn_unlock_rocklobber	tech_grn_unlock_rocklobber	grn_test	3	1200	0	0		
		5	tech_grn_unlock_siegeengines	tech_grn_unlock_siegeengines	grn_test	4	1200	0	0		
		2	tech_hef_0_00	tech_hef_0_00	hef_mil	0	100	0	0		
		0	tech_hef_0_01	tech_hef_0_01	hef_mil	1	400	0	0	hef_0	
		0	tech_hef_0_02	tech_hef_0_02	hef_mil	2	600	0	0	hef_0	
		1	tech_hef_0_03	tech_hef_0_03	hef_mil	1	400	0	0	hef_0	
		1	tech_hef_0_04	tech_hef_0_04	hef_mil	2	600	0	0	hef_0	
		2	tech_hef_0_05	tech_hef_0_05	hef_mil	1	400	0	0	hef_0	
		2	tech_hef_0_06	tech_hef_0_06	hef_mil	2	600	0	0	hef_0	
		3	tech_hef_0_07	tech_hef_0_07	hef_mil	1	400	0	0	hef_0	
		3	tech_hef_0_08	tech_hef_0_08	hef_mil	2	600	0	0	hef_0	
		4	tech_hef_0_09	tech_hef_0_09	hef_mil	1	400	0	0	hef_0	
		4	tech_hef_0_10	tech_hef_0_10	hef_mil	2	600	0	0	hef_0	
		2	tech_hef_1_00	tech_hef_1_00	hef_mil	3	100	1500	0		
		0	tech_hef_1_01	tech_hef_1_01	hef_mil	4	700	0	0	hef_1	
		0	tech_hef_1_02	tech_hef_1_02	hef_mil	5	900	0	0	hef_1	
		1	tech_hef_1_03	tech_hef_1_03	hef_mil	4	700	0	0	hef_1	
		1	tech_hef_1_04	tech_hef_1_04	hef_mil	5	900	0	0	hef_1	
		2	tech_hef_1_05	tech_hef_1_05	hef_mil	4	700	0	0	hef_1	
		2	tech_hef_1_06	tech_hef_1_06	hef_mil	5	900	0	0	hef_1	
		3	tech_hef_1_07	tech_hef_1_07	hef_mil	4	700	0	0	hef_1	
		3	tech_hef_1_08	tech_hef_1_08	hef_mil	5	900	0	0	hef_1	
		4	tech_hef_1_09	tech_hef_1_09	hef_mil	4	700	0	0	hef_1	
		4	tech_hef_1_10	tech_hef_1_10	hef_mil	5	900	0	0	hef_1	
		2	tech_hef_2_00	tech_hef_2_00	hef_mil	6	100	4000	0		
		0	tech_hef_2_01	tech_hef_2_01	hef_mil	7	800	0	0	hef_2	
		0	tech_hef_2_02	tech_hef_2_02	hef_mil	8	1000	0	0	hef_2	
		1	tech_hef_2_03	tech_hef_2_03	hef_mil	7	800	0	0	hef_2	
		1	tech_hef_2_04	tech_hef_2_04	hef_mil	8	1000	0	0	hef_2	
		2	tech_hef_2_05	tech_hef_2_05	hef_mil	7	800	0	0	hef_2	
		2	tech_hef_2_06	tech_hef_2_06	hef_mil	8	1000	0	0	hef_2	
		3	tech_hef_2_07	tech_hef_2_07	hef_mil	7	800	0	0	hef_2	
		3	tech_hef_2_08	tech_hef_2_08	hef_mil	8	1000	0	0	hef_2	
		4	tech_hef_2_09	tech_hef_2_09	hef_mil	8	1000	0	0	hef_2	
		4	tech_hef_2_10	tech_hef_2_10	hef_mil	7	1000	0	0	hef_2	
		2	tech_hef_3_00	tech_hef_3_00	hef_mil	9	100	8000	0		
		0	tech_hef_3_01	tech_hef_3_01	hef_mil	10	1200	0	0	hef_3	
		0	tech_hef_3_02	tech_hef_3_02	hef_mil	11	1500	0	0	hef_3	
		1	tech_hef_3_03	tech_hef_3_03	hef_mil	10	1200	0	0	hef_3	
		1	tech_hef_3_04	tech_hef_3_04	hef_mil	11	1500	0	0	hef_3	
		2	tech_hef_3_05	tech_hef_3_05	hef_mil	10	1200	0	0	hef_3	
		2	tech_hef_3_06	tech_hef_3_06	hef_mil	11	1500	0	0	hef_3	
		3	tech_hef_3_07	tech_hef_3_07	hef_mil	10	1200	0	0	hef_3	
		3	tech_hef_3_08	tech_hef_3_08	hef_mil	11	1500	0	0	hef_3	
		4	tech_hef_3_09	tech_hef_3_09	hef_mil	11	1500	0	0	hef_3	
		4	tech_hef_3_10	tech_hef_3_10	hef_mil	10	1500	0	0	hef_3	
		7	tech_hef_4_00	tech_hef_4_00	hef_mil	0	100	2000	0		
		6	tech_hef_4_01	tech_hef_4_01	hef_mil	1	200	0	0	hef_4	
		6	tech_hef_4_02	tech_hef_4_02	hef_mil	2	200	0	0	hef_4	
		6	tech_hef_4_03	tech_hef_4_03	hef_mil	3	200	0	0	hef_4	
		6	tech_hef_4_04	tech_hef_4_04	hef_mil	4	200	0	0	hef_4	
		6	tech_hef_4_05	tech_hef_4_05	hef_mil	5	200	0	0	hef_4	
		6	tech_hef_4_06	tech_hef_4_06	hef_mil	6	200	0	0	hef_4	
		7	tech_hef_4_07	tech_hef_4_07	hef_mil	1	200	0	0	hef_4	
		7	tech_hef_4_08	tech_hef_4_08	hef_mil	2	200	0	0	hef_4	
		7	tech_hef_4_09	tech_hef_4_09	hef_mil	3	200	0	0	hef_4	
		7	tech_hef_4_10	tech_hef_4_10	hef_mil	4	200	0	0	hef_4	
		7	tech_hef_4_11	tech_hef_4_11	hef_mil	5	200	0	0	hef_4	
		7	tech_hef_4_12	tech_hef_4_12	hef_mil	6	200	0	0	hef_4	
		7	tech_hef_5_00	tech_hef_5_00	hef_mil	7	100	2000	0		
		6	tech_hef_5_01	tech_hef_5_01	hef_mil	8	400	0	0	hef_5	
		6	tech_hef_5_02	tech_hef_5_02	hef_mil	9	600	0	0	hef_5	
		6	tech_hef_5_03	tech_hef_5_03	hef_mil	10	800	0	0	hef_5	
		6	tech_hef_5_04	tech_hef_5_04	hef_mil	11	1000	0	0	hef_5	
		7	tech_hef_5_05	tech_hef_5_06	hef_mil	8	400	0	0	hef_5	
		7	tech_hef_5_06	tech_hef_5_05	hef_mil	9	600	0	0	hef_5	
		7	tech_hef_5_07	tech_hef_5_07	hef_mil	10	800	0	0	hef_5	
		7	tech_hef_5_08	tech_hef_5_08	hef_mil	11	1000	0	0	hef_5	
		0	tech_lzd_0_1	tech_lzd_0_1	lzd_mil	3	1000	0	0		
		0	tech_lzd_0_2	tech_lzd_0_2	lzd_mil	6	2000	0	0		
		1	tech_lzd_1_1	tech_lzd_1_1	lzd_mil	0	400	0	0		
		1	tech_lzd_1_2	tech_lzd_1_2	lzd_mil	1	500	0	0		
		1	tech_lzd_1_3	tech_lzd_1_3	lzd_mil	2	600	0	0		
		1	tech_lzd_1_4	tech_lzd_1_4	lzd_mil	3	700	0	0	lzd_1	
		1	tech_lzd_1_5	tech_lzd_1_5	lzd_mil	4	800	0	0		
		1	tech_lzd_1_6	tech_lzd_1_6	lzd_mil	5	900	0	0		
