building_culture_variants_tables	4
building	culture	description	icon	subculture	faction	disables	short_description	display_tooltip
wh2_main_hef_resource_obsidian_3		wh_main_PLACEHOLDER	high_elves_resource_obsidian			false	wh2_main_hef_resource_obsidian_3	true
wh2_main_hef_resource_pasture_1		wh_main_PLACEHOLDER	high_elves_resource_pasture			false	wh2_main_hef_resource_pastures_1	true
wh2_main_hef_resource_pasture_2		wh_main_PLACEHOLDER	high_elves_resource_pasture			false	wh2_main_hef_resource_pastures_2	true
wh2_main_hef_resource_pasture_3		wh_main_PLACEHOLDER	high_elves_resource_pasture			false	wh2_main_hef_resource_pastures_3	true
wh2_main_hef_resource_pottery_1		wh_main_PLACEHOLDER	high_elves_resource_pottery			false	wh_main_emp_resource_pottery_1	true
wh2_main_hef_resource_pottery_2		wh_main_PLACEHOLDER	high_elves_resource_pottery			false	wh2_main_hef_resource_pottery_2	true
wh2_main_hef_resource_pottery_3		wh_main_PLACEHOLDER	high_elves_resource_pottery			false	wh_main_emp_resource_pottery_3	true
wh2_main_hef_resource_salt_1		wh_main_PLACEHOLDER	high_elves_resource_salt			false	wh2_main_hef_resource_salt_1	true
wh2_main_hef_resource_salt_2		wh_main_PLACEHOLDER	high_elves_resource_salt			false	wh_main_emp_resource_salt_2	true
wh2_main_hef_resource_salt_3		wh_main_PLACEHOLDER	high_elves_resource_salt			false	wh_main_emp_resource_salt_3	true
wh2_main_hef_resource_spices_1		wh_main_PLACEHOLDER	high_elves_resource_spices			false	wh2_main_hef_resource_spices_1	true
wh2_main_hef_resource_spices_2		wh_main_PLACEHOLDER	high_elves_resource_spices			false	wh2_main_hef_resource_spices_2	true
wh2_main_hef_resource_spices_3		wh_main_PLACEHOLDER	high_elves_resource_spices			false	wh2_main_hef_resource_spices_3	true
wh2_main_hef_resource_wine_1		wh_main_PLACEHOLDER	high_elves_resource_wine			false	wh2_main_hef_resource_wine_1	true
wh2_main_hef_resource_wine_2		wh_main_PLACEHOLDER	high_elves_resource_wine			false	wh2_main_hef_resource_wine_2	true
wh2_main_hef_resource_wine_3		wh_main_PLACEHOLDER	high_elves_resource_wine			false	wh2_main_hef_resource_wine_3	true
wh2_main_hef_resource_wood_1		wh_main_PLACEHOLDER	high_elves_resource_wood			false	wh2_main_hef_resource_timber_1	true
wh2_main_hef_resource_wood_2		wh_main_PLACEHOLDER	high_elves_resource_wood			false	wh_main_emp_resource_timber_2	true
wh2_main_hef_resource_wood_3		wh_main_PLACEHOLDER	high_elves_resource_wood			false	wh_main_emp_resource_timber_3	true
wh2_main_hef_settlement_major_1_coast	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_1	true
wh2_main_hef_settlement_major_1	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_1	true
wh2_main_hef_settlement_major_2_coast	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_2	true
wh2_main_hef_settlement_major_2	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_2	true
wh2_main_hef_settlement_major_3_coast	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_3	true
wh2_main_hef_settlement_major_3	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_3	true
wh2_main_hef_settlement_major_4_coast	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_4	true
wh2_main_hef_settlement_major_4	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_4	true
wh2_main_hef_settlement_major_5_coast	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_5	true
wh2_main_hef_settlement_major_5	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_5	true
wh2_main_hef_settlement_major_ruin		wh_main_PLACEHOLDER	high_elves_city_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_hef_settlement_major_ruin_coast		wh_main_PLACEHOLDER	high_elves_city_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_hef_settlement_minor_1_coast	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_1	true
wh2_main_hef_settlement_minor_1	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_1	true
wh2_main_hef_settlement_minor_2_coast	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_2	true
wh2_main_hef_settlement_minor_2	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_2	true
wh2_main_hef_settlement_minor_3_coast	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_3	true
wh2_main_hef_settlement_minor_3	wh2_main_hef_high_elves	wh_main_PLACEHOLDER	high_elves_city			false	wh2_main_hef_settlement_major_3	true
wh2_main_hef_settlement_minor_ruin		wh_main_PLACEHOLDER	high_elves_city_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_hef_settlement_minor_ruin_coast		wh_main_PLACEHOLDER	high_elves_city_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_hef_smith_1		wh_main_PLACEHOLDER	high_elves_smith			false	wh2_main_hef_smith_1	true
wh2_main_hef_smith_2		wh_main_PLACEHOLDER	high_elves_smith			false	wh2_main_hef_smith_2	true
wh2_main_hef_stables_1		wh_main_PLACEHOLDER	high_elves_stables			false	wh2_main_hef_stables_1	true
wh2_main_hef_stables_2		wh_main_PLACEHOLDER	high_elves_stables			false	wh2_main_hef_stables_2	true
wh2_main_hef_worship_1		wh_main_PLACEHOLDER	high_elves_worship			false	wh2_main_hef_worship_1	true
wh2_main_hef_worship_2		wh_main_PLACEHOLDER	high_elves_worship			false	wh2_main_hef_worship_2	true
wh2_main_hef_worship_3		wh_main_PLACEHOLDER	high_elves_worship			false	wh2_main_hef_worship_3	true
wh2_main_horde_def_beasts_1		wh_main_PLACEHOLDER	dark_elves_beasts			false	wh2_main_def_beasts_1	true
wh2_main_horde_def_beasts_2		wh_main_PLACEHOLDER	dark_elves_beasts			false	wh2_main_def_beasts_2	true
wh2_main_horde_def_beasts_3		wh_main_PLACEHOLDER	dark_elves_beasts			false	wh2_main_def_beasts_3	true
wh2_main_horde_def_bombardment_a_1		wh_main_PLACEHOLDER	def_black_khaine_lash			false	wh2_main_horde_def_bombardment_a_1	true
wh2_main_horde_def_bombardment_a_2		wh_main_PLACEHOLDER	def_black_khaine_lash			false	wh2_main_horde_def_bombardment_a_2	true
wh2_main_horde_def_bombardment_b_1		wh_main_PLACEHOLDER	def_black_soul_rain			false	wh2_main_horde_def_bombardment_b_1	true
wh2_main_horde_def_bombardment_b_2		wh_main_PLACEHOLDER	def_black_soul_rain			false	wh2_main_horde_def_bombardment_b_2	true
wh2_main_horde_def_bombardment_c_1		wh_main_PLACEHOLDER	def_black_sky_cauldron			false	wh2_main_horde_def_bombardment_c_1	true
wh2_main_horde_def_bombardment_c_2		wh_main_PLACEHOLDER	def_black_sky_cauldron			false	wh2_main_horde_def_bombardment_c_2	true
wh2_main_horde_def_entertainment_1		wh_main_PLACEHOLDER	dark_elves_entertainment			false	wh2_main_def_order_1	true
wh2_main_horde_def_entertainment_2		wh_main_PLACEHOLDER	dark_elves_entertainment			false	wh2_main_def_order_2	true
wh2_main_horde_def_entertainment_3		wh_main_PLACEHOLDER	dark_elves_entertainment			false	wh2_main_def_order_3	true
wh2_main_horde_def_military_1		wh_main_PLACEHOLDER	dark_elves_barracks			false	wh2_main_def_barracks_1	true
wh2_main_horde_def_military_2		wh_main_PLACEHOLDER	dark_elves_barracks			false	wh2_main_def_barracks_2	true
wh2_main_horde_def_military_3		wh_main_PLACEHOLDER	dark_elves_barracks			false	wh2_main_def_barracks_3	true
wh2_main_horde_def_settlement_1		wh_main_PLACEHOLDER	dark_elves_city_black_ark			false	wh2_main_def_settlement_major_1	true
wh2_main_horde_def_settlement_2		wh_main_PLACEHOLDER	dark_elves_city_black_ark			false	wh2_main_def_settlement_major_2	true
wh2_main_horde_def_settlement_3		wh_main_PLACEHOLDER	dark_elves_city_black_ark			false	wh2_main_def_settlement_major_3	true
wh2_main_horde_def_settlement_4		wh_main_PLACEHOLDER	dark_elves_city_black_ark			false	wh2_main_def_settlement_major_4	true
wh2_main_horde_def_settlement_5		wh_main_PLACEHOLDER	dark_elves_city_black_ark			false	wh2_main_def_settlement_major_5	true
wh2_main_horde_def_slavery_1		wh_main_PLACEHOLDER	dark_elves_slaves			false	wh2_main_horde_def_slavery_1	true
wh2_main_horde_def_slavery_2		wh_main_PLACEHOLDER	dark_elves_slaves			false	wh2_main_horde_def_slavery_2	true
wh2_main_horde_def_slavery_3		wh_main_PLACEHOLDER	dark_elves_slaves			false	wh2_main_horde_def_slavery_3	true
wh2_main_horde_def_sorcery_1		wh_main_PLACEHOLDER	dark_elves_sorcery			false	wh2_main_def_sorcery_1	true
wh2_main_horde_def_sorcery_2		wh_main_PLACEHOLDER	dark_elves_sorcery			false	wh2_main_def_sorcery_2	true
wh2_main_horde_def_worship_1		wh_main_PLACEHOLDER	dark_elves_worship			false	wh2_main_def_worship_1	true
wh2_main_horde_def_worship_2		wh_main_PLACEHOLDER	dark_elves_worship			false	wh2_main_def_worship_2	true
wh2_main_horde_rogue_settlement_1		wh_main_PLACEHOLDER	rogue_army_horde_encampment			false	wh2_main_rogue_settlement_major_1	true
wh2_main_horde_rogue_settlement_2		wh_main_PLACEHOLDER	rogue_army_horde_encampment			false	wh2_main_rogue_settlement_major_2	true
wh2_main_horde_skv_assassins_1		wh_main_PLACEHOLDER	beastmen_gors			false	%placeholder%	true
wh2_main_horde_skv_assassins_2		wh_main_PLACEHOLDER	beastmen_gors			false	%placeholder%	true
wh2_main_horde_skv_leadership_1		wh_main_PLACEHOLDER	greenskins_leadership			false	%placeholder%	true
wh2_main_horde_skv_leadership_2		wh_main_PLACEHOLDER	greenskins_leadership			false	%placeholder%	true
wh2_main_horde_skv_leadership_3		wh_main_PLACEHOLDER	greenskins_leadership			false	%placeholder%	true
wh2_main_horde_skv_leadership_4		wh_main_PLACEHOLDER	greenskins_leadership			false	%placeholder%	true
wh2_main_horde_skv_monsters_1		wh_main_PLACEHOLDER	beastmen_minotaurs			false	%placeholder%	true
wh2_main_horde_skv_monsters_2		wh_main_PLACEHOLDER	beastmen_minotaurs			false	%placeholder%	true
wh2_main_horde_skv_plagues_1		wh_main_PLACEHOLDER	chaos_forge			false	%placeholder%	true
wh2_main_horde_skv_plagues_2		wh_main_PLACEHOLDER	chaos_forge			false	%placeholder%	true
wh2_main_horde_skv_plagues_3		wh_main_PLACEHOLDER	chaos_forge			false	%placeholder%	true
wh2_main_horde_skv_settlement_1		wh_main_PLACEHOLDER	chaos_camp			false	%placeholder%	true
wh2_main_horde_skv_settlement_2		wh_main_PLACEHOLDER	chaos_camp			false	%placeholder%	true
wh2_main_horde_skv_settlement_3		wh_main_PLACEHOLDER	chaos_camp			false	%placeholder%	true
wh2_main_horde_skv_settlement_4		wh_main_PLACEHOLDER	chaos_camp			false	%placeholder%	true
wh2_main_horde_skv_settlement_5		wh_main_PLACEHOLDER	chaos_camp			false	%placeholder%	true
wh2_main_horde_skv_slaves_1		wh_main_PLACEHOLDER	chaos_trophies			false	%placeholder%	true
wh2_main_horde_skv_slaves_2		wh_main_PLACEHOLDER	chaos_trophies			false	%placeholder%	true
wh2_main_horde_skv_stormvermin_1		wh_main_PLACEHOLDER	greenskins_recruitment			false	%placeholder%	true
wh2_main_horde_skv_supplies_1		wh_main_PLACEHOLDER	greenskins_industry			false	%placeholder%	true
wh2_main_horde_skv_supplies_2		wh_main_PLACEHOLDER	greenskins_industry			false	%placeholder%	true
wh2_main_horde_skv_supplies_3		wh_main_PLACEHOLDER	greenskins_industry			false	%placeholder%	true
wh2_main_horde_skv_supplies_4		wh_main_PLACEHOLDER	greenskins_industry			false	%placeholder%	true
wh2_main_horde_skv_warmachines_1		wh_main_PLACEHOLDER	greenskins_tinkerer			false	%placeholder%	true
wh2_main_horde_skv_warmachines_2		wh_main_PLACEHOLDER	greenskins_tinkerer			false	%placeholder%	true
wh2_main_horde_skv_warmachines_3		wh_main_PLACEHOLDER	greenskins_tinkerer			false	%placeholder%	true
wh2_main_horde_skv_weaponteams_1		wh_main_PLACEHOLDER	beastmen_arcane			false	%placeholder%	true
wh2_main_horde_skv_weaponteams_2		wh_main_PLACEHOLDER	beastmen_arcane			false	%placeholder%	true
wh2_main_lzd_beasts_1		wh_main_PLACEHOLDER	lizardmen_beasts			false	wh2_main_lzd_beasts_1	true
wh2_main_lzd_beasts_2		wh_main_PLACEHOLDER	lizardmen_beasts			false	wh2_main_lzd_beasts_2	true
wh2_main_lzd_beasts_3		wh_main_PLACEHOLDER	lizardmen_beasts			false	wh2_main_lzd_beasts_3	true
wh2_main_lzd_coldones_1		wh_main_PLACEHOLDER	lizardmen_cold_ones			false	wh2_main_lzd_coldones_1	true
wh2_main_lzd_defence_major_1		wh_main_PLACEHOLDER	lizardmen_defence_major			false	wh2_main_lzd_defence_major_1	true
wh2_main_lzd_defence_major_2		wh_main_PLACEHOLDER	lizardmen_defence_major			false	wh2_main_lzd_defence_major_2	true
wh2_main_lzd_defence_major_3		wh_main_PLACEHOLDER	lizardmen_defence_major			false	wh2_main_lzd_defence_major_3	true
wh2_main_lzd_defence_minor_1		wh_main_PLACEHOLDER	lizardmen_defence_minor			false	wh2_main_lzd_defence_minor_1	true
wh2_main_lzd_defence_minor_2		wh_main_PLACEHOLDER	lizardmen_defence_minor			false	wh2_main_lzd_defence_minor_2	true
wh2_main_lzd_defence_norsca_1		wh_main_PLACEHOLDER	lizardmen_defence_minor			false	wh2_main_lzd_defence_minor_1	true
wh2_main_lzd_energy_1		wh_main_PLACEHOLDER	lizardmen_lodestone			false	wh2_main_lzd_energy_1	true
wh2_main_lzd_energy_2		wh_main_PLACEHOLDER	lizardmen_lodestone			false	wh2_main_lzd_energy_2	true
wh2_main_lzd_energy_3		wh_main_PLACEHOLDER	lizardmen_industry			false	wh2_main_lzd_energy_3	true
wh2_main_lzd_energy_4		wh_main_PLACEHOLDER	lizardmen_industry			false	wh2_main_lzd_energy_4	true
wh2_main_lzd_energy_5		wh_main_PLACEHOLDER	lizardmen_industry			false	wh2_main_lzd_energy_5	true
wh2_main_lzd_farm_1		wh_main_PLACEHOLDER	lizardmen_farm			false	wh2_main_lzd_farm_1	true
wh2_main_lzd_farm_2		wh_main_PLACEHOLDER	lizardmen_farm			false	wh2_main_lzd_farm_2	true
wh2_main_lzd_farm_3		wh_main_PLACEHOLDER	lizardmen_farm			false	wh2_main_lzd_farm_3	true
wh2_main_lzd_industry_1		wh_main_PLACEHOLDER	lizardmen_geomantic_web			false	wh2_main_lzd_industry_1	true
wh2_main_lzd_industry_2		wh_main_PLACEHOLDER	lizardmen_geomantic_web			false	wh2_main_lzd_industry_2	true
wh2_main_lzd_industry_3		wh_main_PLACEHOLDER	lizardmen_geomantic_web			false	wh2_main_lzd_industry_3	true
wh2_main_lzd_order_1		wh_main_PLACEHOLDER	lizardmen_monument			false	wh2_main_lzd_order_1	true
wh2_main_lzd_order_2		wh_main_PLACEHOLDER	lizardmen_monument			false	wh2_main_lzd_order_2	true
wh2_main_lzd_order_3		wh_main_PLACEHOLDER	lizardmen_monument			false	wh2_main_lzd_order_3	true
wh2_main_lzd_outpostnorsca_major_1_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_1	true
wh2_main_lzd_outpostnorsca_major_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_1	true
wh2_main_lzd_outpostnorsca_major_2_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_2	true
wh2_main_lzd_outpostnorsca_major_2	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_2	true
wh2_main_lzd_outpostnorsca_major_3_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_3	true
wh2_main_lzd_outpostnorsca_major_3	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_3	true
wh2_main_lzd_outpostnorsca_major_4_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_4	true
wh2_main_lzd_outpostnorsca_major_4	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_4	true
wh2_main_lzd_outpostnorsca_major_5_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_5	true
wh2_main_lzd_outpostnorsca_major_5	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_5	true
wh2_main_lzd_outpostnorsca_major_ruin		wh_main_PLACEHOLDER	lizardmen_city_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_lzd_outpostnorsca_major_ruin_coast		wh_main_PLACEHOLDER	lizardmen_city_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_lzd_outpostnorsca_minor_1_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_1	true
wh2_main_lzd_outpostnorsca_minor_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_1	true
wh2_main_lzd_outpostnorsca_minor_2_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_2	true
wh2_main_lzd_outpostnorsca_minor_2	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_2	true
wh2_main_lzd_outpostnorsca_minor_3_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_3	true
wh2_main_lzd_outpostnorsca_minor_3	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_3	true
wh2_main_lzd_outpostnorsca_minor_ruin		wh_main_PLACEHOLDER	lizardmen_city_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_lzd_outpostnorsca_minor_ruin_coast		wh_main_PLACEHOLDER	lizardmen_city_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_lzd_port_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_port			false	wh2_main_lzd_port_1	true
wh2_main_lzd_port_2	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_port			false	wh2_main_lzd_port_2	true
wh2_main_lzd_port_3	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_port			false	wh2_main_lzd_port_3	true
wh2_main_lzd_port_ruin		wh_main_PLACEHOLDER	lizardmen_city_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_lzd_resource_animals_1		wh_main_PLACEHOLDER	lizardmen_resource_animals			false	wh2_main_lzd_resource_animals_1	true
wh2_main_lzd_resource_animals_2		wh_main_PLACEHOLDER	lizardmen_resource_animals			false	wh2_main_lzd_resource_animals_2	true
wh2_main_lzd_resource_animals_3		wh_main_PLACEHOLDER	lizardmen_resource_animals			false	wh2_main_lzd_resource_animals_3	true
wh2_main_lzd_resource_dyes_1		wh_main_PLACEHOLDER	lizardmen_resource_dyes			false	wh2_main_lzd_resource_dyes_1	true
wh2_main_lzd_resource_dyes_2		wh_main_PLACEHOLDER	lizardmen_resource_dyes			false	wh2_main_lzd_resource_dyes_2	true
wh2_main_lzd_resource_dyes_3		wh_main_PLACEHOLDER	lizardmen_resource_dyes			false	wh2_main_lzd_resource_dyes_3	true
wh2_main_lzd_resource_furs_1		wh_main_PLACEHOLDER	lizardmen_resource_furs			false	wh_main_dwf_resource_game_3	true
wh2_main_lzd_resource_furs_2		wh_main_PLACEHOLDER	lizardmen_resource_furs			false	wh_main_emp_resource_furs_2	true
wh2_main_lzd_resource_furs_3		wh_main_PLACEHOLDER	lizardmen_resource_furs			false	wh2_main_lzd_resource_furs_3	true
wh2_main_lzd_resource_gems_1		wh_main_PLACEHOLDER	lizardmen_resource_gems			false	wh2_main_alt_resource_gems_1	true
wh2_main_lzd_resource_gems_2		wh_main_PLACEHOLDER	lizardmen_resource_gems			false	wh_main_dwf_resource_gems_2	true
wh2_main_lzd_resource_gems_3		wh_main_PLACEHOLDER	lizardmen_resource_gems			false	wh2_main_lzd_resource_gems_3	true
wh2_main_lzd_resource_gold_1		wh_main_PLACEHOLDER	lizardmen_resource_gold			false	wh2_main_lzd_resource_gold_1	true
wh2_main_lzd_resource_gold_2		wh_main_PLACEHOLDER	lizardmen_resource_gold			false	wh_main_emp_resource_gold_2	true
wh2_main_lzd_resource_gold_3		wh_main_PLACEHOLDER	lizardmen_resource_gold			false	wh2_main_lzd_resource_gold_3	true
wh2_main_lzd_resource_iron_1		wh_main_PLACEHOLDER	lizardmen_resource_iron			false	wh_main_emp_resource_iron_1	true
wh2_main_lzd_resource_iron_2		wh_main_PLACEHOLDER	lizardmen_resource_iron			false	wh2_main_lzd_resource_iron_2	true
wh2_main_lzd_resource_iron_3		wh_main_PLACEHOLDER	lizardmen_resource_iron			false	wh2_main_lzd_resource_iron_3	true
wh2_main_lzd_resource_marble_1		wh_main_PLACEHOLDER	lizardmen_resource_marble			false	wh2_main_lzd_resource_marble_1	true
wh2_main_lzd_resource_marble_2		wh_main_PLACEHOLDER	lizardmen_resource_marble			false	wh_main_emp_resource_marble_2	true
wh2_main_lzd_resource_marble_3		wh_main_PLACEHOLDER	lizardmen_resource_marble			false	wh2_main_lzd_resource_marble_3	true
wh2_main_lzd_resource_medicine_1		wh_main_PLACEHOLDER	lizardmen_resource_medicine			false	wh2_main_lzd_resource_medicine_1	true
wh2_main_lzd_resource_medicine_2		wh_main_PLACEHOLDER	lizardmen_resource_medicine			false	wh2_main_hef_resource_medicine_2	true
wh2_main_lzd_resource_medicine_3		wh_main_PLACEHOLDER	lizardmen_resource_medicine			false	wh2_main_lzd_resource_medicine_3	true
wh2_main_lzd_resource_obsidian_1		wh_main_PLACEHOLDER	lizardmen_resource_obsidian			false	wh2_main_hef_resource_obsidian_1	true
wh2_main_lzd_resource_obsidian_2		wh_main_PLACEHOLDER	lizardmen_resource_obsidian			false	wh2_main_hef_resource_obsidian_2	true
wh2_main_lzd_resource_obsidian_3		wh_main_PLACEHOLDER	lizardmen_resource_obsidian			false	wh2_main_hef_resource_obsidian_3	true
wh2_main_lzd_resource_pasture_1		wh_main_PLACEHOLDER	lizardmen_resource_pasture			false	wh2_main_lzd_resource_pastures_1	true
wh2_main_lzd_resource_pasture_2		wh_main_PLACEHOLDER	lizardmen_resource_pasture			false	wh2_main_lzd_resource_pastures_2	true
wh2_main_lzd_resource_pasture_3		wh_main_PLACEHOLDER	lizardmen_resource_pasture			false	wh2_main_lzd_resource_pastures_3	true
wh2_main_lzd_resource_pottery_1		wh_main_PLACEHOLDER	lizardmen_resource_pottery			false	wh_main_emp_resource_pottery_1	true
wh2_main_lzd_resource_pottery_2		wh_main_PLACEHOLDER	lizardmen_resource_pottery			false	wh2_main_lzd_resource_pottery_2	true
wh2_main_lzd_resource_pottery_3		wh_main_PLACEHOLDER	lizardmen_resource_pottery			false	wh2_main_lzd_resource_pottery_3	true
wh2_main_lzd_resource_salt_1		wh_main_PLACEHOLDER	lizardmen_resource_salt			false	wh2_main_lzd_resource_salt_1	true
wh2_main_lzd_resource_salt_2		wh_main_PLACEHOLDER	lizardmen_resource_salt			false	wh_main_emp_resource_salt_2	true
wh2_main_lzd_resource_salt_3		wh_main_PLACEHOLDER	lizardmen_resource_salt			false	wh_main_emp_resource_salt_3	true
wh2_main_lzd_resource_spices_1		wh_main_PLACEHOLDER	lizardmen_resource_spices			false	wh2_main_hef_resource_spices_1	true
wh2_main_lzd_resource_spices_2		wh_main_PLACEHOLDER	lizardmen_resource_spices			false	wh2_main_hef_resource_spices_2	true
wh2_main_lzd_resource_spices_3		wh_main_PLACEHOLDER	lizardmen_resource_spices			false	wh2_main_hef_resource_spices_3	true
wh2_main_lzd_resource_wine_1		wh_main_PLACEHOLDER	lizardmen_resource_wine			false	wh_main_emp_resource_wine_1	true
wh2_main_lzd_resource_wine_2		wh_main_PLACEHOLDER	lizardmen_resource_wine			false	wh2_main_lzd_resource_wine_2	true
wh2_main_lzd_resource_wine_3		wh_main_PLACEHOLDER	lizardmen_resource_wine			false	wh2_main_lzd_resource_wine_3	true
wh2_main_lzd_resource_wood_1		wh_main_PLACEHOLDER	lizardmen_resource_wood			false	wh2_main_lzd_resource_timber_1	true
wh2_main_lzd_resource_wood_2		wh_main_PLACEHOLDER	lizardmen_resource_wood			false	wh2_main_lzd_resource_timber_2	true
wh2_main_lzd_resource_wood_3		wh_main_PLACEHOLDER	lizardmen_resource_wood			false	wh2_main_lzd_resource_timber_3	true
wh2_main_lzd_saurus_1		wh_main_PLACEHOLDER	lizardmen_saurus			false	wh2_main_lzd_saurus_1	true
wh2_main_lzd_saurus_2		wh_main_PLACEHOLDER	lizardmen_saurus			false	wh2_main_lzd_saurus_2	true
wh2_main_lzd_saurus_3		wh_main_PLACEHOLDER	lizardmen_saurus			false	wh2_main_lzd_saurus_3	true
wh2_main_lzd_scrying_1		wh_main_PLACEHOLDER	lizardmen_scrying			false	wh2_main_lzd_scrying_1	true
wh2_main_lzd_settlement_major_1_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_1	true
wh2_main_lzd_settlement_major_1	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_1	true
wh2_main_lzd_settlement_major_2_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_2	true
wh2_main_lzd_settlement_major_2	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_2	true
wh2_main_lzd_settlement_major_3_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_3	true
wh2_main_lzd_settlement_major_3	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_3	true
wh2_main_lzd_settlement_major_4_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_4	true
wh2_main_lzd_settlement_major_4	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_4	true
wh2_main_lzd_settlement_major_5_coast	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_5	true
wh2_main_lzd_settlement_major_5	wh2_main_lzd_lizardmen	wh_main_PLACEHOLDER	lizardmen_city			false	wh2_main_lzd_settlement_major_5	true
