campaign_settlement_display_buildings_tables	6
model_id	key	building_bmd	port_bmd	construction_bmd	damaged_bmd	destroyed_bmd	port_construction_bmd	port_walled_bmd	wall_bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_2	1978318392	prefabs/campaign/tmb_blackpyramid_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_blackpyramid_02.bmd
wh_dlc08_god_ruin_slaanesh	197983761	prefabs\campaign\nor_snake_monolith.bmd							
wh2_main_horde_rogue_settlement_2	1994798577	prefabs\campaign\rogue_major_encampment.bmd							
wh2_dlc09_special_settlement_pyramid_of_nagash_def_1	2006757700	prefabs/campaign/tmb_blackpyramid_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_blackpyramid_01.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_3	2016353023	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_3	2020840400	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_brt_2	205091578	prefabs/campaign/tmb_blackpyramid_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_blackpyramid_02.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_2	2091393175	prefabs/campaign/tmb_blackpyramid_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_blackpyramid_02.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_1	2139423023	prefabs/campaign/tmb_blackpyramid_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_blackpyramid_01.bmd
wh2_dlc11_vampirecoast_ship_captains_cabin_4	218014549	prefabs\campaign\cst_encampment.bmd							
wh2_dlc09_special_settlement_pyramid_of_nagash_floating_1	221507203	prefabs/campaign/tmb_blackpyramid_06.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_blackpyramid_06.bmd
wh_main_building_dwf_settlement_major_4	23	prefabs/campaign/dwarf_major_4.bmd	prefabs\campaign\dwarf_port_major_4.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_major_4.bmd	prefabs/campaign/dwarf_major_4.bmd
wh_main_building_dwf_settlement_major_5	25	prefabs/campaign/dwarf_major_5.bmd	prefabs\campaign\dwarf_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_major_5.bmd	prefabs/campaign/dwarf_major_5.bmd
wh2_dlc09_tmb_settlement_khemri_5	255349409	prefabs/campaign/tmb_settra_05.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs/campaign/tmb_settra_05.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_3	25606540	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd
wh_main_building_grn_settlement_major_1	271	prefabs/campaign/greenskins_major_settlement_1.bmd	prefabs\campaign\greenskins_port_major_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\greenskins_port_major_1.bmd	prefabs/campaign/greenskins_major_settlement_1.bmd
wh2_dlc11_vampirecoast_settlement_major_1	276647998	prefabs/campaign/vampire_coast_port_major_1.bmd	prefabs/campaign/vampire_coast_port_major_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_coast_port_major_1.bmd	prefabs/campaign/vampire_coast_port_major_1.bmd
wh_main_building_grn_settlement_major_2	277	prefabs/campaign/greenskins_major_settlement_2.bmd	prefabs\campaign\greenskins_port_major_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\greenskins_port_major_2.bmd	prefabs/campaign/greenskins_major_settlement_2.bmd
wh_main_building_grn_settlement_major_3	285	prefabs/campaign/greenskins_major_settlement_3.bmd	prefabs\campaign\greenskins_port_major_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\greenskins_port_major_3.bmd	prefabs/campaign/greenskins_major_settlement_3.bmd
wh_main_building_grn_settlement_major_4	290	prefabs/campaign/greenskins_major_settlement_4.bmd	prefabs\campaign\greenskins_port_major_4.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\greenskins_port_major_4.bmd	prefabs/campaign/greenskins_major_settlement_4.bmd
wh_main_building_grn_settlement_major_5	296	prefabs/campaign/greenskins_major_settlement_5.bmd	prefabs\campaign\greenskins_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\greenskins_port_major_5.bmd	prefabs/campaign/greenskins_major_settlement_5.bmd
wh_main_building_grn_settlement_minor_1	300	prefabs/campaign/greenskins_minor_settlement_1.bmd	prefabs\campaign\greenskins_port_minor_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\greenskins_port_minor_1.bmd	prefabs/campaign/greenskins_minor_settlement_1.bmd
wh_main_building_grn_settlement_minor_2	309	prefabs/campaign/greenskins_minor_settlement_2.bmd	prefabs\campaign\greenskins_port_minor_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\greenskins_port_minor_2.bmd	prefabs/campaign/greenskins_minor_settlement_2.bmd
wh_main_building_grn_settlement_minor_3	315	prefabs/campaign/greenskins_minor_settlement_3.bmd	prefabs\campaign\greenskins_port_minor_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\greenskins_port_minor_3.bmd	prefabs/campaign/greenskins_minor_settlement_3.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_savage_1	320057959	prefabs/campaign/tmb_blackpyramid_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_blackpyramid_01.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_1	330481171	prefabs/campaign/tmb_blackpyramid_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_blackpyramid_01.bmd
wh_dlc08_god_ruin_khorne	331654585	prefabs\campaign\nor_wolf_monolith.bmd							
wh_main_building_vmp_settlement_major_1	340	prefabs/campaign/vampire_major_level_1.bmd	prefabs/campaign/vampire_port_major_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_port_major_1.bmd	prefabs/campaign/vampire_major_level_1.bmd
wh_main_building_vmp_settlement_major_2	345	prefabs/campaign/vampire_major_level_2.bmd	prefabs/campaign/vampire_port_major_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_port_major_2.bmd	prefabs/campaign/vampire_major_level_2.bmd
wh_main_building_dwf_settlement_minor_1	35	prefabs/campaign/dwarf_minor_1.bmd	prefabs\campaign\dwarf_port_minor_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_minor_1.bmd	prefabs/campaign/dwarf_minor_1.bmd
wh_main_building_vmp_settlement_major_3	355	prefabs/campaign/vampire_major_level_3.bmd	prefabs/campaign/vampire_port_major_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_port_major_3.bmd	prefabs/campaign/vampire_major_level_3.bmd
wh_main_building_vmp_settlement_major_4	361	prefabs/campaign/vampire_major_level_4.bmd	prefabs/campaign/vampire_port_major_4.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_port_major_4.bmd	prefabs/campaign/vampire_major_level_4.bmd
wh_main_building_vmp_settlement_major_5	366	prefabs/campaign/vampire_major_level_5.bmd	prefabs/campaign/vampire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_port_major_5.bmd	prefabs/campaign/vampire_major_level_5.bmd
wh_main_building_vmp_settlement_minor_1	367	prefabs/campaign/vampire_minor_level_1.bmd	prefabs\campaign\vampire_minor_port_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\vampire_minor_port_4.bmd	prefabs/campaign/vampire_minor_level_4.bmd
wh_main_building_vmp_settlement_minor_2	368	prefabs/campaign/vampire_minor_level_2.bmd	prefabs\campaign\vampire_minor_port_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\vampire_minor_port_4.bmd	prefabs/campaign/vampire_minor_level_4.bmd
wh_main_building_dwf_settlement_minor_2	37	prefabs/campaign/dwarf_minor_2.bmd	prefabs\campaign\dwarf_port_minor_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_minor_2.bmd	prefabs/campaign/dwarf_minor_2.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_hef_4	371412251	prefabs/campaign/tmb_blackpyramid_04.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs/campaign/tmb_blackpyramid_04.bmd
wh_main_building_vmp_settlement_minor_3	372	prefabs/campaign/vampire_minor_level_3.bmd	prefabs\campaign\vampire_minor_port_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\vampire_minor_port_4.bmd	prefabs/campaign/vampire_minor_level_4.bmd
wh_main_building_chs_horde_settlement_1	378	prefabs\campaign\chaos_horde_settlement_1.bmd							
wh_main_building_dwf_settlement_minor_3	38	prefabs/campaign/dwarf_minor_3.bmd	prefabs\campaign\dwarf_port_minor_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_minor_3.bmd	prefabs/campaign/dwarf_minor_3.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_brt_1	382584908	prefabs/campaign/tmb_blackpyramid_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_blackpyramid_01.bmd
wh_main_building_dwf_settlement_major_1	4	prefabs/campaign/dwarf_major_1.bmd	prefabs\campaign\dwarf_port_major_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_major_1.bmd	prefabs/campaign/dwarf_major_1.bmd
wh_main_building_grn_horde_settlement_1	410	prefabs/campaign/greenskins_savage_orks_1.bmd							
wh_main_building_human_ruin	414	prefabs\campaign\human_settlement_ruin.bmd	prefabs\campaign\human_settlement_port_ruin.bmd					prefabs\campaign\human_settlement_port_ruin.bmd	prefabs\campaign\human_settlement_ruin.bmd
wh_main_HUMAN_settlement_minor_chaosruin	440	prefabs\campaign\chaos_rift.bmd							
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_3	443434034	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd
wh2_dlc09_tmb_settlement_khemri_1	466794500	prefabs/campaign/tmb_settra_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_settra_01.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_grn_1	46683269	prefabs/campaign/tmb_blackpyramid_01.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_01.bmd	prefabs/campaign/tmb_blackpyramid_01.bmd
wh_main_building_chs_horde_settlement_2	467	prefabs\campaign\chaos_horde_settlement_2.bmd							
wh_main_building_chs_horde_settlement_3	469	prefabs\campaign\chaos_horde_settlement_3.bmd							
wh_main_building_chs_horde_settlement_4	471	prefabs\campaign\chaos_horde_settlement_4.bmd							
wh2_dlc11_vampirecoast_settlement_major_5	472873468	prefabs/campaign/vampire_coast_port_major_5.bmd	prefabs/campaign/vampire_coast_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_coast_port_major_5.bmd	prefabs/campaign/vampire_coast_port_major_5.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_2	479748273	prefabs/campaign/tmb_blackpyramid_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_blackpyramid_02.bmd
wh_main_building_chs_horde_settlement_5	480	prefabs\campaign\chaos_horde_settlement_5.bmd							
wh_dlc03_HUMAN_settlement_minor_beastmenruin	487	prefabs\campaign\bst_totem_minor.bmd							
wh_dlc03_HUMAN_settlement_major_beastmenruin	494	prefabs\campaign\bst_herdstone_major.bmd							
wh_dlc03_building_bst_horde_settlement_1	497	prefabs\campaign\bst_horde_settlement_1.bmd							
wh_dlc03_building_bst_horde_settlement_2	498	prefabs\campaign\bst_horde_settlement_2.bmd							
wh_dlc03_building_bst_horde_settlement_3	508	prefabs\campaign\bst_horde_settlement_3.bmd							
wh_dlc03_building_bst_horde_settlement_4	511	prefabs\campaign\bst_horde_settlement_4.bmd							
wh_dlc03_building_bst_horde_settlement_5	513	prefabs\campaign\bst_horde_settlement_5.bmd							
wh_dlc05_building_wef_settlement_major_5	518	prefabs\campaign\wef_major_05.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_settlement_major_4	528	prefabs\campaign\wef_major_04.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_2	533325932	prefabs/campaign/tmb_blackpyramid_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_blackpyramid_02.bmd
wh_dlc05_building_wef_settlement_major_3	537	prefabs\campaign\wef_major_03.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_settlement_major_2	539	prefabs\campaign\wef_major_02.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_settlement_major_1	548	prefabs\campaign\wef_major_01.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_main_building_brt_settlement_major_1	55	prefabs/campaign/bretonnia_major_level_1.bmd	prefabs/campaign/bretonnia_port_major_level_1.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_major_level_1.bmd	prefabs/campaign/bretonnia_major_level_1.bmd
wh_dlc05_building_wef_settlement_minor_3	551	prefabs\campaign\wef_minor_03.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh2_dlc09_special_settlement_pyramid_of_nagash_def_3	558756941	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd
wh_dlc05_building_wef_settlement_minor_2	559	prefabs\campaign\wef_minor_02.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_settlement_minor_1	563	prefabs\campaign\wef_minor_01.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_elf_oak_of_ages_1	572	prefabs\campaign\wef_oak_of_ages_01.bmd	prefabs\campaign\wef_oak_of_ages_01.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_01.bmd	prefabs\campaign\wef_oak_of_ages_01.bmd
wh_dlc05_elf_oak_of_ages_2	580	prefabs\campaign\wef_oak_of_ages_02.bmd	prefabs\campaign\wef_oak_of_ages_02.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_02.bmd	prefabs\campaign\wef_oak_of_ages_02.bmd
wh_dlc05_elf_oak_of_ages_3	585	prefabs\campaign\wef_oak_of_ages_03.bmd	prefabs\campaign\wef_oak_of_ages_03.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_03.bmd	prefabs\campaign\wef_oak_of_ages_03.bmd
wh_dlc05_elf_oak_of_ages_4	591	prefabs\campaign\wef_oak_of_ages_04.bmd	prefabs\campaign\wef_oak_of_ages_04.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_04.bmd	prefabs\campaign\wef_oak_of_ages_04.bmd
wh_dlc05_elf_oak_of_ages_5	597	prefabs\campaign\wef_oak_of_ages_05.bmd	prefabs\campaign\wef_oak_of_ages_05.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_05.bmd	prefabs\campaign\wef_oak_of_ages_05.bmd
wh_dlc05_elf_oak_of_ages_ruin	599	prefabs\campaign\wef_oak_of_ages_ruin_01.bmd							
wh_dlc05_building_wef_settlement_ruin	600	prefabs\campaign\wef_major_01_ruin.bmd	prefabs\campaign\human_settlement_port_ruin.bmd						
wh2_main_building_hef_settlement_major_1	603	prefabs\campaign\hef_major_01.bmd	prefabs\campaign\hef_port_major_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_major_01.bmd	prefabs\campaign\hef_major_01.bmd
wh2_main_building_hef_settlement_major_2	609	prefabs\campaign\hef_major_02.bmd	prefabs\campaign\hef_port_major_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_major_02.bmd	prefabs\campaign\hef_major_02.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_4	609424695	prefabs/campaign/tmb_blackpyramid_04.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs/campaign/tmb_blackpyramid_04.bmd
wh_dlc05_building_wef_outpost_2	611	prefabs\campaign\wef_outpost_02.bmd	prefabs\campaign\wef_outpost_port_02.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh2_main_building_hef_settlement_major_3	614	prefabs\campaign\hef_major_03.bmd	prefabs\campaign\hef_port_major_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_major_03.bmd	prefabs\campaign\hef_major_03.bmd
wh2_main_building_hef_settlement_major_4	617	prefabs\campaign\hef_major_04.bmd	prefabs\campaign\hef_port_major_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_major_04.bmd	prefabs\campaign\hef_major_04.bmd
wh_dlc05_building_wef_outpost_3	618	prefabs\campaign\wef_outpost_03.bmd	prefabs\campaign\wef_outpost_port_03.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_outpost_dwarf_port	619	prefabs\campaign\dwarf_port_outpost_1.bmd 	prefabs\campaign\dwarf_port_outpost_1.bmd 	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
