campaign_rogue_army_group_units_tables	0
group	key	unit	xp
wh2_main_rogue_group_the_wandering_dead	2112238121	wh_main_vmp_inf_zombie	0
wh2_main_rogue_group_beastcatchas	2119633914	wh2_main_lzd_mon_carnosaur_0	8
wh2_main_rogue_group_abominations	2120338951	wh_dlc03_bst_inf_razorgor_herd_0	7
wh2_dlc09_rogue_eyes_of_the_jungle	2132273232	wh_dlc05_wef_mon_treeman_0	5
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	2136400047	wh2_main_def_art_reaper_bolt_thrower	0
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	2147252644	wh2_dlc10_def_mon_kharibdyss_0	0
wh2_dlc11_cst_rogue_the_churning_gulf_raiders	215365918	wh_dlc08_nor_mon_skinwolves_1	0
wh2_dlc11_cst_shanty_dragon_spine_privateers	217726411	wh_dlc05_wef_cav_hawk_riders_0	0
wh2_main_rogue_group_abominations	221285368	wh_dlc03_bst_inf_cygor_0	7
wh2_main_rogue_group_the_wandering_dead	221697626	wh_main_vmp_inf_zombie	0
wh2_dlc11_cst_rogue_grey_point_scuttlers	23292608	wh2_main_skv_inf_death_runners_0	0
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	236963922	wh2_main_def_inf_black_ark_corsairs_1	0
wh2_dlc11_cst_shanty_dragon_spine_privateers	239294081	wh_dlc05_wef_inf_wardancers_1	0
wh2_main_rogue_group_1	24	wh_dlc01_chs_inf_chosen_2	6
wh2_main_rogue_group_1	240217567	wh_main_chs_cav_chaos_knights_0	4
wh2_dlc11_cst_shanty_middle_sea_brigands	241278344	wh_dlc08_nor_inf_marauder_champions_1	0
wh2_main_rogue_group_college_of_pyrotechnics	243477029	wh_main_emp_art_helstorm_rocket_battery	7
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	245362336	wh2_main_def_inf_black_ark_corsairs_0	0
wh2_main_rogue_group_troll_skullz	248629807	wh_main_grn_mon_giant	9
wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	257949852	wh2_dlc11_cst_inf_deck_gunners_0	0
wh2_main_rogue_group_tor_elithis	26	wh2_main_hef_inf_lothern_sea_guard_1	5
wh2_dlc11_cst_rogue_freebooters_of_port_royale	266788644	wh_main_emp_art_mortar	0
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	27768570	wh_main_grn_inf_orc_boyz	0
wh2_main_rogue_group_troll_skullz	281786410	wh_main_grn_mon_trolls	5
wh2_dlc09_rogue_pilgrims_of_myrmidia	291801743	wh_dlc07_brt_cav_questing_knights_0	5
wh2_dlc11_cst_rogue_the_churning_gulf_raiders	296137781	wh_dlc08_nor_mon_skinwolves_1	0
wh2_dlc11_cst_rogue_bleak_coast_buccaneers	29682618	wh_main_dwf_inf_thunderers_0	0
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	302017858	wh2_main_def_inf_darkshards_0	0
wh2_dlc09_rogue_dwellers_of_zardok	303793618	wh_main_grn_inf_savage_orc_big_uns	9
wh2_dlc09_rogue_eyes_of_the_jungle	303937706	wh2_main_lzd_inf_saurus_warriors_1	7
wh2_dlc11_cst_shanty_dragon_spine_privateers	304488026	wh_dlc05_wef_cav_hawk_riders_0	0
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	307273418	wh2_main_def_inf_black_guard_0	0
wh2_dlc11_cst_shanty_middle_sea_brigands	30990014	wh_main_emp_art_great_cannon	0
wh2_main_rogue_group_tor_elithis	31	wh2_main_hef_cav_ellyrian_reavers_1	5
wh2_main_rogue_group_boneclubbers_tribe	317904505	wh_main_grn_inf_black_orcs	5
wh2_main_rogue_group_tor_elithis	33	wh2_main_hef_inf_archers_1	5
wh2_main_rogue_group_gerhardts_mercenaries	335602925	wh_main_grn_inf_black_orcs	9
wh2_main_rogue_group_pirates_of_the_far_sea	336394391	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_dlc11_cst_shanty_shark_straight_seadogs	339673402	wh_main_vmp_cav_hexwraiths	0
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	356864261	wh2_dlc10_def_mon_feral_manticore_0	0
wh2_main_rogue_group_1	357538626	wh_main_chs_inf_chosen_0	5
wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	358252799	wh2_dlc11_cst_art_carronade	0
wh2_main_rogue_group_scourge_of_aquitaine	358587995	wh_main_brt_cav_grail_knights	6
wh2_dlc11_cst_shanty_shark_straight_seadogs	360967160	wh2_dlc11_cst_inf_depth_guard_1	0
wh2_dlc09_rogue_eyes_of_the_jungle	362638865	wh2_main_lzd_inf_saurus_warriors_1	7
wh2_dlc11_cst_rogue_bleak_coast_buccaneers	364019160	wh_main_dwf_inf_irondrakes_0	0
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	368096308	wh2_main_def_inf_dreadspears_0	0
wh2_dlc09_rogue_dwellers_of_zardok	368221757	wh_main_grn_inf_savage_orc_arrer_boyz	7
wh2_dlc09_rogue_dwellers_of_zardok	369874136	wh_main_grn_inf_savage_orc_arrer_boyz	7
wh2_main_rogue_group_doomseekers	370459773	wh_main_dwf_inf_slayers	9
wh2_main_rogue_group_abominations	379347059	wh_main_vmp_inf_crypt_ghouls	9
wh2_dlc09_rogue_pilgrims_of_myrmidia	379947931	wh_dlc07_brt_cav_royal_hippogryph_knights_0	9
wh2_dlc11_cst_rogue_bleak_coast_buccaneers	385096444	wh_main_dwf_art_organ_gun	0
wh2_main_rogue_group_morrsliebs_howlers	389470060	wh2_main_skv_veh_doomwheel	6
wh2_main_rogue_group_tor_elithis	39	wh2_main_hef_inf_spearmen_0	5
wh2_main_rogue_group_mangy_houndz	390383748	wh_main_grn_cav_goblin_wolf_riders_0	0
wh2_main_rogue_group_morrsliebs_howlers	396781743	wh_dlc07_brt_inf_grail_reliquae_0	9
wh2_main_rogue_group_jerrods_errantry	39699731	wh_dlc04_emp_cav_knights_blazing_sun_0	9
wh2_main_rogue_group_scions_of_tesseninck	400768818	wh_main_emp_cav_empire_knights	0
wh2_main_rogue_group_abominations	412472026	wh_dlc03_bst_mon_chaos_spawn_0	6
wh2_dlc11_cst_rogue_the_churning_gulf_raiders	413359858	wh_dlc08_nor_inf_marauder_berserkers_0	0
wh2_main_rogue_group_pirates_of_the_far_sea	417294431	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	417804968	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	0
wh2_dlc11_cst_shanty_dragon_spine_privateers	419109231	wh_dlc05_wef_inf_waywatchers_0	0
wh2_main_rogue_group_college_of_pyrotechnics	421811126	wh_main_emp_veh_steam_tank	9
wh2_main_rogue_group_black_spider_tribe	429864778	wh2_main_lzd_mon_bastiladon_0	9
wh2_dlc11_cst_shanty_dragon_spine_privateers	43238095	wh2_main_hef_inf_lothern_sea_guard_1	0
wh2_dlc09_rogue_pilgrims_of_myrmidia	435928962	wh_dlc04_emp_inf_flagellants_0	7
wh2_dlc11_cst_shanty_middle_sea_brigands	442995984	wh_main_emp_inf_halberdiers	0
wh2_dlc11_cst_rogue_grey_point_scuttlers	447723233	wh2_main_skv_art_warp_lightning_cannon	0
wh2_dlc11_cst_shanty_middle_sea_brigands	45819329	wh_main_emp_inf_handgunners	0
wh2_dlc11_cst_shanty_dragon_spine_privateers	465276239	wh2_main_hef_cav_dragon_princes	0
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	478591021	wh_main_grn_art_goblin_rock_lobber	0
wh2_dlc11_cst_shanty_middle_sea_brigands	482814020	wh_main_emp_art_great_cannon	0
wh2_dlc09_rogue_black_creek_raiders	483706686	wh2_main_def_inf_black_guard_0	5
wh2_dlc09_rogue_pilgrims_of_myrmidia	489872426	wh_dlc04_emp_cav_knights_blazing_sun_0	5
wh2_main_rogue_group_tor_elithis	49	wh2_main_hef_cav_dragon_princes	5
wh2_dlc09_rogue_black_creek_raiders	490586757	wh2_main_def_inf_black_guard_0	5
wh2_main_rogue_group_jerrods_errantry	496458038	wh_main_emp_art_mortar	7
wh2_dlc11_cst_shanty_middle_sea_brigands	499291659	wh_dlc08_nor_inf_marauder_champions_1	0
wh2_main_rogue_group_worldroot_rangers	501952916	wh_dlc05_wef_inf_dryads_0	0
wh2_main_rogue_group_scourge_of_aquitaine	50527471	wh_main_brt_cav_pegasus_knights	7
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	506936815	wh_main_grn_inf_orc_boyz	0
wh2_dlc11_cst_shanty_shark_straight_seadogs	508904100	wh_main_vmp_mon_vargheists	0
wh2_main_rogue_group_tor_elithis	51	wh2_main_hef_mon_great_eagle	5
wh2_main_rogue_group_college_of_pyrotechnics	5105131	wh_main_emp_cav_outriders_1	6
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	521234070	wh2_main_def_inf_black_ark_corsairs_0	0
wh2_main_rogue_group_mangy_houndz	52242170	wh_main_grn_cav_goblin_wolf_chariot	0
wh2_dlc09_rogue_eyes_of_the_jungle	525483642	wh_dlc05_wef_mon_treeman_0	9
wh2_main_rogue_group_worldroot_rangers	527630166	wh_dlc05_wef_inf_dryads_0	0
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	528060444	wh2_main_def_inf_black_ark_corsairs_0	0
wh2_main_rogue_group_tor_elithis	53	wh2_main_hef_art_eagle_claw_bolt_thrower	5
wh2_main_rogue_group_the_wandering_dead	536084927	wh_main_vmp_inf_zombie	0
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	541661384	wh2_main_def_inf_black_ark_corsairs_0	0
wh2_main_rogue_group_pirates_of_the_southern_ocean	543472783	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_main_rogue_group_celestial_storm	550350120	wh2_main_lzd_inf_saurus_spearmen_1	7
wh2_dlc11_cst_shanty_dragon_spine_privateers	568118071	wh2_main_hef_inf_swordmasters_of_hoeth_0	0
wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	568820821	wh2_dlc11_cst_inf_zombie_gunnery_mob_1	0
wh2_dlc09_rogue_dwellers_of_zardok	571870119	wh_dlc03_bst_inf_centigors_2	5
wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	575976820	wh2_dlc11_cst_mon_mournguls_0	0
wh2_main_rogue_group_heirs_of_mourkain	58	wh_main_vmp_inf_crypt_ghouls	5
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	582249240	wh2_main_def_cav_dark_riders_0	0
wh2_dlc11_cst_rogue_the_churning_gulf_raiders	588098175	wh_dlc08_nor_inf_marauder_berserkers_0	0
wh2_dlc11_cst_shanty_middle_sea_brigands	596670548	wh_dlc08_nor_inf_marauder_berserkers_0	0
wh2_dlc11_cst_shanty_shark_straight_seadogs	608554027	wh_main_vmp_inf_grave_guard_0	0
wh2_dlc11_cst_shanty_shark_straight_seadogs	610647233	wh_main_vmp_mon_crypt_horrors	0
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	615350969	wh_main_grn_inf_orc_boyz	0
wh2_main_rogue_group_worldroot_rangers	624944882	wh_dlc05_wef_inf_glade_guard_0	0
wh2_main_rogue_group_abominations	630024059	wh_main_vmp_mon_crypt_horrors	7
wh2_main_rogue_group_jerrods_errantry	635010612	wh_dlc07_brt_inf_battle_pilgrims_0	6
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	635714726	wh2_main_def_inf_darkshards_0	0
wh2_dlc11_cst_rogue_freebooters_of_port_royale	637069764	wh_main_emp_inf_swordsmen	0
wh2_main_rogue_group_hung_warband	638774927	wh_main_chs_cav_chaos_knights_0	6
wh2_main_rogue_group_vauls_expedition	641766862	wh2_main_hef_inf_archers_1	0
wh2_dlc09_rogue_black_creek_raiders	645095094	wh_main_chs_mon_chaos_spawn	5
wh2_main_rogue_group_gerhardts_mercenaries	648463760	wh_dlc04_emp_inf_free_company_militia_0	5
wh2_main_rogue_group_troll_skullz	65089152	wh_main_grn_mon_trolls	5
wh2_dlc11_cst_shanty_middle_sea_brigands	650964120	wh_dlc08_nor_mon_frost_wyrm_0	0
wh2_main_rogue_group_heirs_of_mourkain	66	wh_main_vmp_mon_crypt_horrors	5
wh2_main_rogue_group_morrsliebs_howlers	663658699	wh_main_grn_mon_arachnarok_spider_0	6
wh2_main_rogue_group_pirates_of_the_far_sea	663967415	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_dlc09_rogue_eyes_of_the_jungle	670110278	wh_dlc05_wef_inf_waywatchers_0	5
wh2_main_rogue_group_the_wandering_dead	671640101	wh_main_vmp_inf_skeleton_warriors_1	0
wh2_main_rogue_group_worldroot_rangers	671781121	wh_dlc05_wef_inf_eternal_guard_0	0
wh2_dlc11_cst_shanty_shark_straight_seadogs	672727128	wh_main_vmp_inf_grave_guard_0	0
wh2_main_rogue_group_bernhoffs_brigands	675633109	wh_dlc04_emp_inf_free_company_militia_0	4
wh2_dlc11_cst_rogue_grey_point_scuttlers	678038403	wh2_main_skv_inf_clanrats_1	0
wh2_dlc09_rogue_eyes_of_the_jungle	680176649	wh2_main_lzd_inf_temple_guards	5
wh2_dlc09_rogue_dwellers_of_zardok	680591250	wh_main_grn_cav_forest_goblin_spider_riders_0	7
wh2_dlc09_rogue_dwellers_of_zardok	684705174	wh_dlc03_bst_inf_bestigor_herd_0	7
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	687211670	wh2_main_def_inf_black_guard_0	0
wh2_dlc11_cst_rogue_bleak_coast_buccaneers	691956662	wh_main_dwf_inf_thunderers_0	0
wh2_main_rogue_group_troll_skullz	693493434	wh_main_grn_mon_trolls	5
wh2_dlc11_cst_rogue_the_churning_gulf_raiders	697117445	wh_main_nor_inf_chaos_marauders_0	0
wh2_main_rogue_group_teef_snatchaz	701506945	wh_main_grn_inf_night_goblins	0
wh2_main_rogue_group_pirates_of_the_far_sea	70224686	wh_main_emp_art_mortar	0
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	705266208	wh2_main_def_inf_black_ark_corsairs_0	0
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	707950167	wh_main_grn_inf_orc_big_uns	0
wh2_main_rogue_group_1	708479784	wh2_main_def_art_reaper_bolt_thrower	5
wh2_main_rogue_group_troll_skullz	712930727	wh_main_chs_mon_trolls	8
wh2_main_rogue_group_the_wandering_dead	714055826	wh_main_vmp_inf_cairn_wraiths	0
wh2_main_rogue_group_teef_snatchaz	725847102	wh_main_grn_cav_goblin_wolf_chariot	0
wh2_dlc09_rogue_pilgrims_of_myrmidia	726071748	wh_main_emp_inf_handgunners	7
wh2_main_rogue_group_stuff_snatchers	727374829	wh_main_grn_cav_forest_goblin_spider_riders_1	5
wh2_dlc11_cst_shanty_shark_straight_seadogs	737137889	wh2_dlc11_cst_mon_terrorgheist	0
wh2_main_rogue_group_pirates_of_trantio	737519394	wh_dlc04_emp_inf_free_company_militia_0	7
wh2_main_rogue_group_heirs_of_mourkain	74	wh_main_vmp_mon_dire_wolves	5
wh2_dlc11_cst_rogue_freebooters_of_port_royale	740017718	wh_main_emp_art_great_cannon	0
wh2_dlc09_rogue_black_creek_raiders	740197808	wh2_main_def_art_reaper_bolt_thrower	5
wh2_dlc11_cst_rogue_grey_point_scuttlers	745722623	wh2_main_skv_inf_stormvermin_1	0
wh2_main_rogue_group_wrath_of_nature	7475667	wh_dlc05_wef_mon_treekin_0	7
wh2_main_rogue_group_celestial_storm	755579773	wh2_main_lzd_inf_saurus_spearmen_1	7
wh2_main_rogue_group_stuff_snatchers	761152244	wh_dlc06_grn_inf_nasty_skulkers_0	6
wh2_main_rogue_group_1	762352248	wh2_main_def_inf_darkshards_1	4
wh2_main_rogue_group_worldroot_rangers	764148003	wh_dlc05_wef_inf_eternal_guard_0	0
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	765941859	wh2_main_def_cav_dark_riders_0	0
wh2_dlc11_cst_rogue_freebooters_of_port_royale	766675096	wh_main_emp_inf_swordsmen	0
wh2_main_rogue_group_bernhoffs_brigands	773972125	wh_dlc04_emp_inf_free_company_militia_0	4
wh2_main_rogue_group_celestial_storm	77758827	wh_dlc01_chs_mon_dragon_ogre	8
wh2_main_rogue_group_scourge_of_aquitaine	779336650	wh_main_brt_cav_pegasus_knights	7
wh2_main_rogue_group_pirates_of_trantio	780538316	wh_dlc04_emp_inf_free_company_militia_0	7
wh2_main_rogue_group_wrath_of_nature	78463488	wh_dlc05_wef_mon_treekin_0	7
wh2_main_rogue_group_pirates_of_the_southern_ocean	784699138	wh_main_emp_cav_outriders_0	0
wh2_main_rogue_group_gerhardts_mercenaries	785064907	wh_dlc04_emp_inf_free_company_militia_0	5
wh2_main_rogue_group_the_wandering_dead	791970764	wh_main_vmp_inf_skeleton_warriors_0	0
wh2_main_rogue_group_doomseekers	793608156	wh_main_dwf_inf_slayers	9
wh2_main_rogue_group_beastcatchas	798956340	wh2_main_def_mon_war_hydra	8
wh2_main_rogue_group_1	8	wh2_main_def_cav_cold_one_knights_1	5
wh2_main_rogue_group_gerhardts_mercenaries	801280189	wh_main_emp_art_mortar	5
wh2_dlc11_cst_rogue_the_churning_gulf_raiders	802035175	wh_dlc08_nor_inf_marauder_hunters_0	0
wh2_main_rogue_group_mangy_houndz	807796987	wh_main_grn_inf_goblin_archers	0
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	823881177	wh2_main_def_art_reaper_bolt_thrower	0
wh2_dlc11_cst_rogue_the_churning_gulf_raiders	824097407	wh_dlc08_nor_mon_frost_wyrm_0	0
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	828485595	wh2_main_def_art_reaper_bolt_thrower	0
wh2_dlc11_cst_rogue_grey_point_scuttlers	828756787	wh2_main_skv_inf_warpfire_thrower	0
wh2_main_rogue_group_heirs_of_mourkain	83	wh_dlc04_vmp_veh_corpse_cart_0	5
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	838520136	wh2_dlc10_def_mon_feral_manticore_0	0
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	842391561	wh_main_grn_cav_orc_boar_boyz	0
wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	849500104	wh2_dlc11_cst_inf_deck_gunners_0	0
wh2_main_rogue_group_hunters_of_kurnous	85	wh_dlc05_wef_cav_glade_riders_1	5
wh2_main_rogue_group_morrsliebs_howlers	855014388	wh_main_grn_art_doom_diver_catapult	5
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	855063982	wh_main_grn_inf_orc_big_uns	0
wh2_main_rogue_group_pirates_of_the_far_sea	861708436	wh_main_emp_cav_outriders_0	0
wh2_main_rogue_group_hung_warband	864308205	wh_main_chs_cav_chaos_knights_0	6
wh2_main_rogue_group_pirates_of_the_southern_ocean	866637559	wh_main_emp_inf_halberdiers	0
wh2_dlc11_cst_rogue_the_churning_gulf_raiders	876695606	wh_dlc08_nor_inf_marauder_champions_0	0
wh2_dlc09_rogue_pilgrims_of_myrmidia	877768761	wh_main_emp_inf_handgunners	7
wh2_main_rogue_group_hunters_of_kurnous	88	wh_dlc05_wef_inf_wildwood_rangers_0	5
wh2_dlc09_rogue_eyes_of_the_jungle	882751591	wh2_main_lzd_inf_temple_guards	5
wh2_dlc11_cst_rogue_bleak_coast_buccaneers	883629289	wh_main_dwf_inf_slayers	0
wh2_main_rogue_group_hung_warband	895478077	wh_main_chs_cav_marauder_horsemen_1	8
wh2_dlc09_rogue_pilgrims_of_myrmidia	899226855	wh_dlc07_brt_cav_royal_hippogryph_knights_0	9
wh2_dlc11_cst_shanty_shark_straight_seadogs	8993369	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	0
wh2_main_rogue_group_celestial_storm	901474923	wh_dlc01_chs_mon_dragon_ogre	8
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	903793424	wh2_main_def_inf_darkshards_1	0
wh2_main_rogue_group_1	908678787	wh2_main_def_art_reaper_bolt_thrower	5
wh2_dlc11_cst_shanty_shark_straight_seadogs	909595308	wh_main_vmp_inf_cairn_wraiths	0
wh2_main_rogue_group_hunters_of_kurnous	91	wh_dlc05_wef_cav_wild_riders_1	5
wh2_dlc11_cst_rogue_bleak_coast_buccaneers	913147123	wh_main_dwf_inf_hammerers	0
wh2_main_rogue_group_bernhoffs_brigands	914715719	wh_main_brt_art_field_trebuchet	7
wh2_dlc11_cst_rogue_grey_point_scuttlers	917878986	wh2_main_skv_inf_gutter_runner_slingers_1	0
wh2_main_rogue_group_doomseekers	926563412	wh_main_dwf_inf_slayers	9
wh2_dlc11_cst_rogue_the_churning_gulf_raiders	928039416	wh_dlc08_nor_mon_war_mammoth_0	0
wh2_main_rogue_group_hunters_of_kurnous	93	wh_dlc05_wef_inf_wardancers_1	5
wh2_main_rogue_group_1	932831357	wh_dlc01_chs_inf_chosen_2	6
wh2_main_rogue_group_stuff_snatchers	934515390	wh_dlc06_grn_inf_nasty_skulkers_0	6
wh2_dlc09_rogue_eyes_of_the_jungle	947337153	wh2_main_lzd_inf_temple_guards	5
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	952917782	wh2_main_def_inf_black_ark_corsairs_0	0
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	957693474	wh2_main_def_cav_dark_riders_2	0
wh2_main_rogue_group_black_spider_tribe	961587673	wh_main_grn_mon_arachnarok_spider_0	9
wh2_main_rogue_group_troll_skullz	968988609	wh_main_grn_mon_trolls	5
wh2_dlc11_cst_rogue_bleak_coast_buccaneers	971277086	wh2_dlc10_dwf_inf_giant_slayers	0
wh2_dlc11_cst_shanty_middle_sea_brigands	975049230	wh_dlc08_nor_inf_marauder_champions_1	0
wh2_main_rogue_group_pirates_of_trantio	976636288	wh_main_emp_art_great_cannon	7
wh2_main_rogue_group_hunters_of_kurnous	99	wh_dlc05_wef_inf_glade_guard_1	5
wh2_dlc11_cst_rogue_freebooters_of_port_royale	991542216	wh_main_emp_inf_crossbowmen	0
wh2_main_rogue_group_doomseekers	992891738	wh_dlc06_grn_inf_squig_explosive_0	9
wh2_dlc09_rogue_black_creek_raiders	994989774	wh2_main_def_art_reaper_bolt_thrower	5
wh2_dlc09_rogue_dwellers_of_zardok	996648463	wh_main_grn_cav_forest_goblin_spider_riders_0	7
wh2_main_rogue_group_morrsliebs_howlers	996933542	wh_main_grn_inf_night_goblin_fanatics_1	7
wh2_dlc11_cst_shanty_dragon_spine_privateers	998903019	wh_dlc05_wef_inf_wardancers_0	0
