campaign_group_members_tables	1
diplomacy_FactionGroup_HE_Princess_&_OtherFactionHighElves_&_Positive	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionHighElves_&_Positive	25
diplomacy_FactionGroup_HE_Princess_&_OtherFactionLizardmen	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionLizardmen	9
diplomacy_FactionGroup_HE_Princess_&_OtherFactionLizardmen_&_Negative	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionLizardmen_&_Negative	25
diplomacy_FactionGroup_HE_Princess_&_OtherFactionLizardmen_&_Positive	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionLizardmen_&_Positive	25
diplomacy_FactionGroup_HE_Princess_&_OtherFactionSkaven	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionSkaven	9
diplomacy_FactionGroup_HE_Princess_&_OtherFactionSkaven_&_Negative	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionSkaven_&_Negative	25
diplomacy_FactionGroup_HE_Princess_&_OtherFactionSkaven_&_Positive	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionSkaven_&_Positive	25
diplomacy_FactionGroup_HE_Princess_&_OtherFactionTombKings	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionTombKings	9
diplomacy_FactionGroup_HE_Princess_&_OtherFactionTombKings_&_Negative	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionTombKings_&_Negative	25
diplomacy_FactionGroup_HE_Princess_&_OtherFactionTombKings_&_Positive	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionTombKings_&_Positive	25
diplomacy_FactionGroup_HE_Princess_&_OtherFactionVamp	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionVamp	9
diplomacy_FactionGroup_HE_Princess_&_OtherFactionVamp_&_Negative	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionVamp_&_Negative	25
diplomacy_FactionGroup_HE_Princess_&_OtherFactionVamp_&_Positive	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionVamp_&_Positive	25
diplomacy_FactionGroup_HE_Princess_&_OtherFactionWoodElves	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionWoodElves	9
diplomacy_FactionGroup_HE_Princess_&_OtherFactionWoodElves_&_Negative	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionWoodElves_&_Negative	25
diplomacy_FactionGroup_HE_Princess_&_OtherFactionWoodElves_&_Positive	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_OtherFactionWoodElves_&_Positive	25
diplomacy_FactionGroup_HE_Princess_&_Positive	diplomacy_FactionGroup_HE_Princess_Faction_Tiranoc_&_Positive	24
diplomacy_FactionGroup_LZD_Saurus1	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza	8
diplomacy_FactionGroup_LZD_Saurus1_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_Negative	24
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBeastmen	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionBeastmen	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBeastmen_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionBeastmen_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBeastmen_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionBeastmen_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBretonnia	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionBretonnia	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBretonnia_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionBretonnia_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBretonnia_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionBretonnia_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionChaos	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionChaos	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionChaos_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionChaos_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionChaos_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionChaos_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDarkElves	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionDarkElves	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDarkElves_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionDarkElves_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDarkElves_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionDarkElves_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDwarf	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionDwarf	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDwarf_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionDwarf_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDwarf_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionDwarf_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionEmpire	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionEmpire	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionEmpire_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionEmpire_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionEmpire_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionEmpire_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionGreenskin	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionGreenskin	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionGreenskin_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionGreenskin_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionGreenskin_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionGreenskin_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionHighElves	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionHighElves	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionHighElves_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionHighElves_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionHighElves_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionHighElves_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionLizardmen	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionLizardmen	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionLizardmen_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionLizardmen_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionLizardmen_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionLizardmen_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionSkaven	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionSkaven	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionSkaven_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionSkaven_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionSkaven_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionSkaven_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionTombKings	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionTombKings	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionTombKings_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionTombKings_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionTombKings_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionTombKings_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionVamp	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionVamp	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionVamp_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionVamp_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionVamp_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionVamp_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionWoodElves	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionWoodElves	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionWoodElves_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionWoodElves_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionWoodElves_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_OtherFactionWoodElves_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_Itza_&_Positive	24
diplomacy_FactionGroup_LZD_Saurus1	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels	8
diplomacy_FactionGroup_LZD_Saurus1_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_Negative	24
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBeastmen	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionBeastmen	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBeastmen_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionBeastmen_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBeastmen_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionBeastmen_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBretonnia	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionBretonnia	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBretonnia_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionBretonnia_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionBretonnia_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionBretonnia_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionChaos	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionChaos	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionChaos_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionChaos_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionChaos_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionChaos_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDarkElves	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionDarkElves	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDarkElves_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionDarkElves_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDarkElves_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionDarkElves_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDwarf	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionDwarf	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDwarf_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionDwarf_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionDwarf_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionDwarf_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionEmpire	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionEmpire	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionEmpire_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionEmpire_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionEmpire_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionEmpire_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionGreenskin	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionGreenskin	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionGreenskin_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionGreenskin_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionGreenskin_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionGreenskin_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionHighElves	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionHighElves	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionHighElves_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionHighElves_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionHighElves_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionHighElves_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionLizardmen	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionLizardmen	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionLizardmen_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionLizardmen_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionLizardmen_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionLizardmen_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionSkaven	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionSkaven	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionSkaven_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionSkaven_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionSkaven_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionSkaven_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionTombKings	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionTombKings	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionTombKings_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionTombKings_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionTombKings_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionTombKings_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionVamp	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionVamp	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionVamp_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionVamp_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionVamp_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionVamp_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionWoodElves	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionWoodElves	9
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionWoodElves_&_Negative	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionWoodElves_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus1_&_OtherFactionWoodElves_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_OtherFactionWoodElves_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus1_&_Positive	diplomacy_FactionGroup_LZD_Saurus1_Faction_SouthernSentinels_&_Positive	24
diplomacy_FactionGroup_LZD_Saurus2	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua	8
diplomacy_FactionGroup_LZD_Saurus2_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_Negative	24
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBeastmen	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionBeastmen	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBeastmen_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionBeastmen_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBeastmen_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionBeastmen_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBretonnia	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionBretonnia	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBretonnia_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionBretonnia_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBretonnia_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionBretonnia_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionChaos	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionChaos	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionChaos_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionChaos_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionChaos_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionChaos_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionDarkElves	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionDarkElves	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionDarkElves_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionDarkElves_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionDarkElves_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionDarkElves_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionDwarf	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionDwarf	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionDwarf_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionDwarf_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionDwarf_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionDwarf_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionEmpire	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionEmpire	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionEmpire_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionEmpire_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionEmpire_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionEmpire_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionGreenskin	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionGreenskin	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionGreenskin_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionGreenskin_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionGreenskin_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionGreenskin_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionHighElves	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionHighElves	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionHighElves_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionHighElves_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionHighElves_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionHighElves_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionLizardmen	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionLizardmen	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionLizardmen_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionLizardmen_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionLizardmen_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionLizardmen_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionSkaven	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionSkaven	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionSkaven_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionSkaven_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionSkaven_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionSkaven_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionTombKings	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionTombKings	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionTombKings_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionTombKings_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionTombKings_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionTombKings_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionVamp	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionVamp	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionVamp_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionVamp_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionVamp_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionVamp_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionWoodElves	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionWoodElves	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionWoodElves_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionWoodElves_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionWoodElves_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_OtherFactionWoodElves_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Tlaqua_&_Positive	24
diplomacy_FactionGroup_LZD_Saurus2	diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec	8
diplomacy_FactionGroup_LZD_Saurus2_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_Negative	24
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBeastmen	diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionBeastmen	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBeastmen_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionBeastmen_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBeastmen_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionBeastmen_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBretonnia	diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionBretonnia	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBretonnia_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionBretonnia_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionBretonnia_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionBretonnia_&_Positive	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionChaos	diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionChaos	9
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionChaos_&_Negative	diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionChaos_&_Negative	25
diplomacy_FactionGroup_LZD_Saurus2_&_OtherFactionChaos_&_Positive	diplomacy_FactionGroup_LZD_Saurus2_Faction_Xlanhuapec_&_OtherFactionChaos_&_Positive	25
