armed_citizenry_units_to_unit_groups_junctions_tables	0
id	priority	unit	unit_group
1610103663	80	wh_dlc05_bst_mon_harpies_0	wh_dlc05_bst_mon_harpies_0
1618141711	90	wh2_dlc09_tmb_mon_fell_bats	wh2_dlc09_tmb_mon_fell_bats
1625993288	24	wh2_dlc11_cst_mon_terrorgheist	wh2_dlc11_cst_mon_terrorgheist
162613652	111	wh2_dlc11_cst_cav_deck_droppers_1	wh2_dlc11_cst_cav_deck_droppers_1
1643427198	84	wh_dlc06_grn_inf_nasty_skulkers_0	wh_dlc06_grn_inf_nasty_skulkers_0
1644198300	1	wh_main_emp_cha_captain_0	wh_main_emp_cha_captain_0
1651816535	1	wh_main_grn_cha_orc_shaman_0	wh_main_grn_cha_orc_shaman_0
1666295928	24	wh2_dlc09_tmb_mon_heirotitan_0	wh2_dlc09_tmb_mon_heirotitan_0
1718783010	1	wh2_main_hef_cha_mage_high_0	wh2_main_hef_cha_mage_high_0
1720377519	46	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0
1734832309	82	wh2_dlc11_cst_inf_depth_guard_0	wh2_dlc11_cst_inf_depth_guard_0
1735381571	1	wh_main_vmp_cha_necromancer_0	wh_main_vmp_cha_necromancer_0
1757868201	80	wh_dlc03_bst_inf_razorgor_herd_0	wh_dlc03_bst_inf_razorgor_herd_0
1761730473	1	wh_dlc05_wef_cha_spellsinger_life_0	wh_dlc05_wef_cha_spellsinger_life_0
1777736964	85	wh_main_chs_mon_chaos_warhounds_1	wh_main_chs_mon_chaos_warhounds_1
1795104243	38	wh2_main_hef_mon_phoenix_frostheart	wh2_main_hef_mon_phoenix_frostheart
1807023518	80	wh_dlc07_brt_inf_battle_pilgrims_0	wh_dlc07_brt_inf_battle_pilgrims_0
1808403804	48	wh2_main_hef_inf_phoenix_guard	wh2_main_hef_inf_phoenix_guard
1833664466	70	wh_dlc01_chs_inf_chaos_warriors_2	wh_dlc01_chs_inf_chaos_warriors_2
1833725129	24	wh2_dlc09_tmb_mon_necrosphinx_0	wh2_dlc09_tmb_mon_necrosphinx_0
1837038173	1	wh_main_emp_cha_wizard_fire_0	wh_main_emp_cha_wizard_fire_0
1858155255	122	wh2_dlc09_tmb_art_screaming_skull_catapult_0	wh2_dlc09_tmb_art_screaming_skull_catapult_0
1887963951	64	wh2_dlc11_cst_mon_bloated_corpse_0	wh2_dlc11_cst_mon_bloated_corpse_0
1893779311	36	wh_dlc08_nor_mon_war_mammoth_0	wh_dlc08_nor_mon_war_mammoth_0
1911168950	24	wh2_dlc11_cst_mon_necrofex_colossus_ror_0	wh2_dlc11_cst_mon_necrofex_colossus_ror_0
1940194947	1	wh2_dlc11_cst_cha_gunnery_wight_0	wh2_dlc11_cst_cha_gunnery_wight_0
1944037787	111	wh2_dlc11_cst_cav_deck_droppers_2	wh2_dlc11_cst_cav_deck_droppers_2
1953890007	85	wh_dlc08_nor_inf_marauder_spearman_0	wh_dlc08_nor_inf_marauder_spearman_0
1976004511	94	wh_dlc07_brt_inf_men_at_arms_1	wh_dlc07_brt_inf_men_at_arms_1
1981602277	1	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0	wh2_dlc11_cst_cha_vampire_fleet_captain_death_0
2002257976	82	wh_dlc08_nor_inf_marauder_hunters_0	wh_dlc08_nor_inf_marauder_hunters_0
2017985682	84	wh_dlc06_grn_inf_squig_explosive_0	wh_dlc06_grn_inf_squig_explosive_0
203963571	5	wh2_dlc10_hef_mon_treeman_0	wh2_dlc10_hef_mon_treeman_0
2045476041	46	wh_main_chs_inf_chosen_1	wh_main_chs_inf_chosen_1
2048731036	88	wh_dlc07_brt_inf_peasant_bowmen_1	wh_main_brt_inf_peasant_bowmen_1
2057933141	64	wh_dlc08_nor_inf_marauder_champions_0	wh_dlc08_nor_inf_marauder_champions_0
2074252116	1	wh2_main_lzd_cha_skink_priest_beasts_0	wh2_main_lzd_cha_skink_priest_beasts_0
2083667527	40	wh_dlc03_bst_inf_cygor_0	wh_dlc03_bst_inf_cygor_0
2113245002	36	wh_dlc01_chs_mon_dragon_ogre	wh_dlc01_chs_mon_dragon_ogre
2137384392	74	wh_dlc01_chs_inf_forsaken_0	wh_dlc01_chs_inf_forsaken_0
222814247	1	wh2_main_lzd_cha_saurus_scar_veteran_0	wh2_main_lzd_cha_saurus_scar_veteran_0
22515522	70	wh2_dlc09_tmb_inf_tomb_guard_1	wh2_dlc09_tmb_inf_tomb_guard_1
225345618	91	wh2_dlc09_tmb_inf_skeleton_warriors_0	wh2_dlc09_tmb_inf_skeleton_warriors_0
22711044	50	wh2_main_hef_mon_phoenix_flamespyre	wh2_main_hef_mon_phoenix_flamespyre
229974430	122	wh2_dlc11_cst_art_queen_bess	wh2_dlc11_cst_art_queen_bess
235235082	111	wh_main_chs_cav_chaos_chariot	wh_main_chs_cav_chaos_chariot
265272860	1	wh_main_brt_cha_damsel_0	wh_main_brt_cha_damsel_0
268748944	111	wh2_dlc09_tmb_cav_skeleton_horsemen_0	wh2_dlc09_tmb_cav_skeleton_horsemen_0
273330994	1	wh_dlc08_nor_cha_skin_wolf_werekin_0	wh_dlc08_nor_cha_skin_wolf_werekin_0
297536656	1	wh_dlc05_wef_cha_waystalker_0	wh_dlc05_wef_cha_waystalker_0
311542784	74	wh_dlc06_dwf_inf_bugmans_rangers_0	wh_dlc06_dwf_inf_bugmans_rangers_0
312974191	1	wh_main_vmp_cha_vampire_0	wh_main_vmp_cha_vampire_0
315414191	88	wh2_dlc11_cst_mon_scurvy_dogs	wh2_dlc11_cst_mon_scurvy_dogs
316759656	56	wh_dlc08_nor_mon_fimir_0	wh_dlc08_nor_mon_fimir_0
320862605	54	wh_main_chs_inf_chosen_0	wh_main_chs_inf_chosen_0
32382287	64	wh2_dlc09_tmb_mon_tomb_scorpion_0	wh2_dlc09_tmb_mon_tomb_scorpion_0
326263302	81	wh2_dlc09_tmb_inf_nehekhara_warriors_0	wh2_dlc09_tmb_inf_nehekhara_warriors_0
338094697	1	wh2_main_def_cha_death_hag_0	wh2_main_def_cha_death_hag_0
353583273	111	wh_main_chs_cav_chaos_knights_0	wh_main_chs_cav_chaos_knights_0
370631417	111	wh2_main_def_cav_cold_one_chariot	wh2_main_def_cav_cold_one_chariot
381021154	1	wh2_dlc11_cst_cha_damned_paladin_1	wh2_dlc11_cst_cha_damned_paladin_1
385901501	64	wh_main_chs_mon_chaos_spawn	wh_main_chs_mon_chaos_spawn
400325041	84	wh2_dlc11_cst_inf_zombie_gunnery_mob_2	wh2_dlc11_cst_inf_zombie_gunnery_mob_2
408498610	55	wh2_main_hef_cav_ithilmar_chariot	wh2_main_hef_cav_ithilmar_chariot
410673017	74	wh2_dlc11_cst_inf_depth_guard_1	wh2_dlc11_cst_inf_depth_guard_1
421706946	122	wh2_dlc11_cst_art_mortar	wh2_dlc11_cst_art_mortar
426706556	70	wh_main_chs_inf_chaos_warriors_1	wh_main_chs_inf_chaos_warriors_1
461885673	111	wh_dlc01_chs_cav_gorebeast_chariot	wh_dlc01_chs_cav_gorebeast_chariot
482834999	90	wh2_dlc11_cst_mon_fell_bats	wh2_dlc11_cst_mon_fell_bats
498154717	64	wh_dlc01_chs_mon_trolls_1	wh_dlc01_chs_mon_trolls_1
499848197	64	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0
506848851	40	wh2_dlc11_cst_mon_necrofex_colossus_0	wh2_dlc11_cst_mon_necrofex_colossus_0
508970544	111	wh2_dlc11_cst_cav_deck_droppers_ror_0	wh2_dlc11_cst_cav_deck_droppers_ror_0
566673757	111	wh_dlc02_vmp_cav_blood_knights_0	wh_dlc02_vmp_cav_blood_knights_0
591758433	111	wh2_dlc09_tmb_cav_necropolis_knights_0	wh2_dlc09_tmb_cav_necropolis_knights_0
607403277	111	wh2_dlc11_cst_cav_deck_droppers_0	wh2_dlc11_cst_cav_deck_droppers_0
619929665	90	wh2_dlc09_tmb_mon_carrion_0	wh2_dlc09_tmb_mon_carrion_0
638852768	80	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0	wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0
645827997	82	wh_main_grn_inf_night_goblin_fanatics_1	wh_main_grn_inf_night_goblin_fanatics_1
651577515	82	wh_dlc05_wef_inf_dryads_0	wh_dlc05_wef_inf_dryads_0
661954645	70	wh2_dlc11_cst_inf_syreens	wh2_dlc11_cst_inf_syreens
671584506	1	wh_main_dwf_cha_thane	wh_main_dwf_cha_thane
683205814	111	wh_main_chs_cav_marauder_horsemen_0	wh_main_chs_cav_marauder_horsemen_0
726486887	1	wh2_main_skv_cha_warlock_engineer	wh2_main_skv_cha_warlock_engineer
732700279	74	wh2_dlc09_tmb_inf_tomb_guard_0	wh2_dlc09_tmb_inf_tomb_guard_0
733734369	111	wh_dlc06_chs_cav_marauder_horsemasters_0	wh_dlc06_chs_cav_marauder_horsemasters_0
76366328	86	wh2_dlc11_cst_inf_sartosa_militia_0	wh2_dlc11_cst_inf_sartosa_militia_0
769567090	82	wh2_dlc11_cst_inf_depth_guard_ror_0	wh2_dlc11_cst_inf_depth_guard_ror_0
779451151	60	wh2_dlc09_tmb_mon_ushabti_1	wh2_dlc09_tmb_mon_ushabti_1
801810451	48	wh_dlc01_chs_inf_chosen_2	wh_dlc01_chs_inf_chosen_2
809388676	111	wh2_dlc09_tmb_cav_nehekhara_horsemen_0	wh2_dlc09_tmb_cav_nehekhara_horsemen_0
8343699	68	wh2_dlc09_tmb_mon_ushabti_0	wh2_dlc09_tmb_mon_ushabti_0
85865327	46	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror	wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror
859710702	84	wh2_dlc11_cst_inf_zombie_gunnery_mob_3	wh2_dlc11_cst_inf_zombie_gunnery_mob_3
869804891	1	wh2_main_def_cha_sorceress_dark_0	wh2_main_def_cha_sorceress_dark_0
887195611	111	wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0	wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0
897151559	68	wh_dlc03_bst_feral_manticore	wh_dlc03_bst_feral_manticore
941283524	56	wh2_dlc09_tmb_mon_sepulchral_stalkers_0	wh2_dlc09_tmb_mon_sepulchral_stalkers_0
946521190	122	wh2_dlc11_cst_art_carronade	wh2_dlc11_cst_art_carronade
953825752	111	wh2_dlc09_tmb_cav_necropolis_knights_1	wh2_dlc09_tmb_cav_necropolis_knights_1
985333972	1	wh_main_grn_cha_goblin_big_boss_0	wh_main_grn_cha_goblin_big_boss_0
985684959	68	wh2_dlc09_tmb_veh_skeleton_chariot_0	wh2_dlc09_tmb_veh_skeleton_chariot_0
989323132	74	wh_main_chs_inf_chaos_warriors_0	wh_main_chs_inf_chaos_warriors_0
9960	86	wh_main_grn_inf_orc_boyz	grn_test_garrison
9969	98	wh_main_vmp_inf_zombie	vmp_test_garrison
9971	89	wh_main_chs_inf_chaos_marauders_0	chs_test_garrison
9986	92	wh_main_emp_inf_spearmen_0	emp_test_garrison
9995	87	wh_main_nor_inf_chaos_marauders_0	nor_test_garrison
